Time,lamar_jackson
2022-08-19,13.0
2022-08-20,10.0
2022-08-21,14.0
2022-08-22,37.0
2022-08-23,23.0
2022-08-24,14.0
2022-08-25,11.0
2022-08-26,14.0
2022-08-27,16.0
2022-08-28,22.0
2022-08-29,20.38280020975354
2022-08-30,35.3046670162559
2022-08-31,25.113266911379128
2022-09-01,27.34373361300472
2022-09-02,23.613266911379128
2022-09-03,20.88280020975354
2022-09-04,21.38280020975354
2022-09-05,27.34373361300472
2022-09-06,31.07420031463031
2022-09-07,30.57420031463031
2022-09-08,41.76560041950708
2022-09-09,77.07026743576299
2022-09-10,65.37886733088621
2022-09-11,100.18353434714211
2022-09-12,38.53513371788149
2022-09-13,20.38280020975354
2022-09-14,17.65233350812795
2022-09-15,20.38280020975354
2022-09-16,20.88280020975354
2022-09-17,24.613266911379128
2022-09-18,89.49213424226534
2022-09-19,38.53513371788149
2022-09-20,27.34373361300472
2022-09-21,24.113266911379128
2022-09-22,24.613266911379128
2022-09-23,20.88280020975354
2022-09-24,17.15233350812795
2022-09-25,65.87886733088621
2022-09-26,48.226533822758256
2022-09-27,31.57420031463031
2022-09-28,24.22653382275826
2022-09-29,20.76560041950708
2022-09-30,24.22653382275826
2022-10-01,17.304667016255898
2022-10-02,62.296801258521235
2022-10-03,27.68746722600944
2022-10-04,13.84373361300472
2022-10-05,13.84373361300472
2022-10-06,13.84373361300472
2022-10-07,13.84373361300472
2022-10-08,13.84373361300472
2022-10-09,44.99213424226534
2022-10-10,107.28893550078658
2022-10-11,17.304667016255898
2022-10-12,10.38280020975354
2022-10-13,10.38280020975354
2022-10-14,10.38280020975354
2022-10-15,10.38280020975354
2022-10-16,48.45306764551652
2022-10-17,17.304667016255898
2022-10-18,13.84373361300472
2022-10-19,10.38280020975354
2022-10-20,13.84373361300472
2022-10-21,10.38280020975354
2022-10-22,10.38280020975354
2022-10-23,34.609334032511796
2022-10-24,13.84373361300472
2022-10-25,13.84373361300472
2022-10-26,13.84373361300472
2022-10-27,44.99213424226534
2022-10-28,86.5233350812795
2022-10-29,13.84373361300472
2022-10-30,17.304667016255898
2022-10-31,13.84373361300472
2022-11-01,13.84373361300472
2022-11-02,10.38280020975354
2022-11-03,13.84373361300472
2022-11-04,10.38280020975354
2022-11-05,10.38280020975354
2022-11-06,13.84373361300472
2022-11-07,38.07026743576298
2022-11-08,93.44520188778185
2022-11-09,20.76560041950708
2022-11-10,13.84373361300472
2022-11-11,10.38280020975354
2022-11-12,10.38280020975354
2022-11-13,17.304667016255898
2022-11-14,17.304667016255898
2022-11-15,13.84373361300472
2022-11-16,10.38280020975354
2022-11-17,13.84373361300472
2022-11-18,24.22653382275826
2022-11-19,27.68746722600944
2022-11-20,48.45306764551652
2022-11-21,17.304667016255898
2022-11-22,13.84373361300472
2022-11-23,13.84373361300472
2022-11-24,20.76560041950708
2022-11-25,13.84373361300472
2022-11-26,13.84373361300472
2022-11-27,44.99213424226534
2022-11-28,110.74986890403775
2022-11-29,89.98426848453067
2022-11-30,86.5233350812795
2022-12-01,41.53120083901416
2022-12-02,31.148400629260617
2022-12-03,24.22653382275826
2022-12-04,252.64813843733612
2022-12-05,110.74986890403775
2022-12-06,65.75773466177242
2022-12-07,51.914001048767695
2022-12-08,34.609334032511796
2022-12-09,27.68746722600944
2022-12-10,24.22653382275826
2022-12-11,62.296801258521235
2022-12-12,24.22653382275826
2022-12-13,24.22653382275826
2022-12-14,20.76560041950708
2022-12-15,20.76560041950708
2022-12-16,24.22653382275826
2022-12-17,48.45306764551652
2022-12-18,41.53120083901416
2022-12-19,27.68746722600944
2022-12-20,27.68746722600944
2022-12-21,31.148400629260617
2022-12-22,38.07026743576298
2022-12-23,34.609334032511796
2022-12-24,44.99213424226534
2022-12-25,31.148400629260617
2022-12-26,27.68746722600944
2022-12-27,34.609334032511796
2022-12-28,38.07026743576298
2022-12-29,34.609334032511796
2022-12-30,27.68746722600944
2022-12-31,27.68746722600944
2023-01-01,65.75773466177242
2023-01-02,121.1326691137913
2023-01-03,51.914001048767695
2023-01-04,24.22653382275826
2023-01-05,41.53120083901416
2023-01-06,34.609334032511796
2023-01-07,38.07026743576298
2023-01-08,83.06240167802832
2023-01-09,72.67960146827478
2023-01-10,96.90613529103304
2023-01-11,96.90613529103304
2023-01-12,89.98426848453067
2023-01-13,83.06240167802832
2023-01-14,62.296801258521235
2023-01-15,93.44520188778185
2023-01-16,321.86680650235974
2023-01-17,89.98426848453067
2023-01-18,62.296801258521235
2023-01-19,55.37493445201888
2023-01-20,44.99213424226534
2023-01-21,44.99213424226534
2023-01-22,55.37493445201888
2023-01-23,48.45306764551652
2023-01-24,41.53120083901416
2023-01-25,44.99213424226534
2023-01-26,38.07026743576298
2023-01-27,38.07026743576298
2023-01-28,20.76560041950708
2023-01-29,17.304667016255898
2023-01-30,24.22653382275826
2023-01-31,31.148400629260617
2023-02-01,31.148400629260617
2023-02-02,31.148400629260617
2023-02-03,27.68746722600944
2023-02-04,20.76560041950708
2023-02-05,20.76560041950708
2023-02-06,27.68746722600944
2023-02-07,31.148400629260617
2023-02-08,24.22653382275826
2023-02-09,31.148400629260617
2023-02-10,17.304667016255898
2023-02-11,24.22653382275826
2023-02-12,44.99213424226534
2023-02-13,44.99213424226534
2023-02-14,44.99213424226534
2023-02-15,27.68746722600944
2023-02-16,38.07026743576298
2023-02-17,27.68746722600944
2023-02-18,20.76560041950708
2023-02-19,20.76560041950708
2023-02-20,41.53120083901416
2023-02-21,55.37493445201888
2023-02-22,38.07026743576298
2023-02-23,79.60146827477713
2023-02-24,55.37493445201888
2023-02-25,44.99213424226534
2023-02-26,41.53120083901416
2023-02-27,38.07026743576298
2023-02-28,27.68746722600944
2023-03-01,44.99213424226534
2023-03-02,44.99213424226534
2023-03-03,107.28893550078658
2023-03-04,159.20293654955427
2023-03-05,72.67960146827478
2023-03-06,76.14053487152596
2023-03-07,197.27320398531725
2023-03-08,224.96067121132668
2023-03-09,107.28893550078658
2023-03-10,93.44520188778185
2023-03-11,72.67960146827478
2023-03-12,62.296801258521235
2023-03-13,93.44520188778185
2023-03-14,103.82800209753539
2023-03-15,117.67173571054012
2023-03-16,107.28893550078658
2023-03-17,93.44520188778185
2023-03-18,86.5233350812795
2023-03-19,86.5233350812795
2023-03-20,103.82800209753539
2023-03-21,107.28893550078658
2023-03-22,86.5233350812795
2023-03-23,72.67960146827478
2023-03-24,65.75773466177242
2023-03-25,38.07026743576298
2023-03-26,51.914001048767695
2023-03-27,245.72627163083376
2023-03-28,211.11693759832198
2023-03-29,124.59360251704247
2023-03-30,89.98426848453067
2023-03-31,76.14053487152596
2023-04-01,107.28893550078658
2023-04-02,83.06240167802832
2023-04-03,58.83586785527006
2023-04-04,65.75773466177242
2023-04-05,69.21866806502359
2023-04-06,48.45306764551652
2023-04-07,62.296801258521235
2023-04-08,72.67960146827478
2023-04-09,72.67960146827478
2023-04-10,93.44520188778185
2023-04-11,44.99213424226534
2023-04-12,27.68746722600944
2023-04-13,31.148400629260617
2023-04-14,34.609334032511796
2023-04-15,44.99213424226534
2023-04-16,76.14053487152596
2023-04-17,83.06240167802832
2023-04-18,48.45306764551652
2023-04-19,44.99213424226534
2023-04-20,48.45306764551652
2023-04-21,44.99213424226534
2023-04-22,34.609334032511796
2023-04-23,27.68746722600944
2023-04-24,38.07026743576298
2023-04-25,31.148400629260617
2023-04-26,38.07026743576298
2023-04-27,346.093340325118
2023-04-28,252.64813843733612
2023-04-29,65.75773466177242
2023-04-30,34.609334032511796
2023-05-01,20.76560041950708
2023-05-02,17.304667016255898
2023-05-03,17.304667016255898
2023-05-04,51.914001048767695
2023-05-05,31.148400629260617
2023-05-06,20.76560041950708
2023-05-07,17.304667016255898
2023-05-08,13.84373361300472
2023-05-09,13.84373361300472
2023-05-10,13.84373361300472
2023-05-11,20.76560041950708
2023-05-12,13.84373361300472
2023-05-13,10.38280020975354
2023-05-14,6.92186680650236
2023-05-15,6.92186680650236
2023-05-16,10.38280020975354
2023-05-17,6.92186680650236
2023-05-18,10.38280020975354
2023-05-19,6.92186680650236
2023-05-20,6.92186680650236
2023-05-21,6.92186680650236
2023-05-22,10.38280020975354
2023-05-23,13.84373361300472
2023-05-24,6.92186680650236
2023-05-25,10.38280020975354
2023-05-26,10.38280020975354
2023-05-27,6.92186680650236
2023-05-28,6.92186680650236
2023-05-29,6.92186680650236
2023-05-30,6.92186680650236
2023-05-31,6.92186680650236
2023-06-01,6.92186680650236
2023-06-02,6.92186680650236
2023-06-03,6.92186680650236
2023-06-04,3.46093340325118
2023-06-05,6.92186680650236
2023-06-06,3.46093340325118
2023-06-07,6.92186680650236
2023-06-08,6.92186680650236
2023-06-09,6.92186680650236
2023-06-10,6.92186680650236
2023-06-11,6.92186680650236
2023-06-12,6.92186680650236
2023-06-13,6.92186680650236
2023-06-14,6.92186680650236
2023-06-15,6.92186680650236
2023-06-16,6.92186680650236
2023-06-17,6.92186680650236
2023-06-18,6.92186680650236
2023-06-19,6.92186680650236
2023-06-20,3.46093340325118
2023-06-21,6.92186680650236
2023-06-22,3.46093340325118
2023-06-23,3.46093340325118
2023-06-24,3.46093340325118
2023-06-25,3.46093340325118
2023-06-26,3.46093340325118
2023-06-27,3.46093340325118
2023-06-28,3.46093340325118
2023-06-29,6.92186680650236
2023-06-30,6.92186680650236
2023-07-01,6.92186680650236
2023-07-02,13.84373361300472
2023-07-03,20.76560041950708
2023-07-04,20.76560041950708
2023-07-05,6.92186680650236
2023-07-06,6.92186680650236
2023-07-07,6.92186680650236
2023-07-08,6.92186680650236
2023-07-09,6.92186680650236
2023-07-10,6.92186680650236
2023-07-11,6.92186680650236
2023-07-12,6.92186680650236
2023-07-13,6.92186680650236
2023-07-14,6.92186680650236
2023-07-15,6.92186680650236
2023-07-16,6.92186680650236
2023-07-17,6.92186680650236
2023-07-18,6.92186680650236
2023-07-19,6.92186680650236
2023-07-20,6.92186680650236
2023-07-21,10.38280020975354
2023-07-22,6.92186680650236
2023-07-23,6.92186680650236
2023-07-24,6.92186680650236
2023-07-25,10.38280020975354
2023-07-26,13.84373361300472
2023-07-27,10.38280020975354
2023-07-28,6.92186680650236
2023-07-29,10.38280020975354
2023-07-30,6.92186680650236
2023-07-31,24.22653382275826
2023-08-01,6.92186680650236
2023-08-02,6.92186680650236
2023-08-03,6.92186680650236
2023-08-04,10.38280020975354
2023-08-05,6.92186680650236
2023-08-06,6.92186680650236
2023-08-07,6.92186680650236
2023-08-08,6.92186680650236
2023-08-09,6.92186680650236
2023-08-10,6.92186680650236
2023-08-11,10.38280020975354
2023-08-12,10.38280020975354
2023-08-13,20.76560041950708
2023-08-14,10.38280020975354
2023-08-15,10.38280020975354
2023-08-16,10.38280020975354
2023-08-17,6.92186680650236
2023-08-18,10.38280020975354
2023-08-19,10.38280020975354
2023-08-20,10.38280020975354
2023-08-21,13.84373361300472
2023-08-22,20.76560041950708
2023-08-23,10.38280020975354
2023-08-24,10.38280020975354
2023-08-25,31.148400629260617
2023-08-26,17.304667016255898
2023-08-27,17.304667016255898
2023-08-28,13.84373361300472
2023-08-29,13.84373361300472
2023-08-30,13.84373361300472
2023-08-31,13.84373361300472
2023-09-01,13.84373361300472
2023-09-02,13.84373361300472
2023-09-03,13.84373361300472
2023-09-04,17.304667016255898
2023-09-05,17.304667016255898
2023-09-06,17.304667016255898
2023-09-07,17.304667016255898
2023-09-08,24.22653382275826
2023-09-09,13.84373361300472
2023-09-10,58.83586785527006
2023-09-11,20.76560041950708
2023-09-12,17.304667016255898
2023-09-13,17.304667016255898
2023-09-14,13.84373361300472
2023-09-15,13.84373361300472
2023-09-16,10.38280020975354
2023-09-17,44.99213424226534
2023-09-18,24.22653382275826
2023-09-19,24.22653382275826
2023-09-20,20.76560041950708
2023-09-21,13.84373361300472
2023-09-22,13.84373361300472
2023-09-23,13.84373361300472
2023-09-24,41.53120083901416
2023-09-25,13.84373361300472
2023-09-26,13.84373361300472
2023-09-27,10.38280020975354
2023-09-28,10.38280020975354
2023-09-29,10.38280020975354
2023-09-30,10.38280020975354
2023-10-01,34.609334032511796
2023-10-02,17.304667016255898
2023-10-03,10.38280020975354
2023-10-04,10.38280020975354
2023-10-05,10.38280020975354
2023-10-06,10.38280020975354
2023-10-07,13.84373361300472
2023-10-08,58.83586785527006
2023-10-09,17.304667016255898
2023-10-10,10.38280020975354
2023-10-11,10.38280020975354
2023-10-12,10.38280020975354
2023-10-13,13.84373361300472
2023-10-14,13.84373361300472
2023-10-15,51.914001048767695
2023-10-16,13.84373361300472
2023-10-17,10.38280020975354
2023-10-18,10.38280020975354
2023-10-19,10.38280020975354
2023-10-20,10.38280020975354
2023-10-21,10.38280020975354
2023-10-22,69.21866806502359
2023-10-23,27.68746722600944
2023-10-24,17.304667016255898
2023-10-25,13.84373361300472
2023-10-26,10.38280020975354
2023-10-27,13.84373361300472
2023-10-28,10.38280020975354
2023-10-29,27.68746722600944
2023-10-30,13.84373361300472
2023-10-31,10.38280020975354
2023-11-01,10.38280020975354
2023-11-02,10.38280020975354
2023-11-03,10.38280020975354
2023-11-04,10.38280020975354
2023-11-05,55.37493445201888
2023-11-06,27.68746722600944
2023-11-07,17.304667016255898
2023-11-08,13.84373361300472
2023-11-09,17.304667016255898
2023-11-10,13.84373361300472
2023-11-11,10.38280020975354
2023-11-12,44.99213424226534
2023-11-13,17.304667016255898
2023-11-14,17.304667016255898
2023-11-15,17.304667016255898
2023-11-16,58.83586785527006
2023-11-17,131.51546932354483
2023-11-18,20.76560041950708
2023-11-19,17.304667016255898
2023-11-20,13.84373361300472
2023-11-21,17.304667016255898
2023-11-22,13.84373361300472
2023-11-23,13.84373361300472
2023-11-24,10.38280020975354
2023-11-25,13.84373361300472
2023-11-26,27.68746722600944
2023-11-27,93.44520188778185
2023-11-28,17.304667016255898
2023-11-29,13.84373361300472
2023-11-30,10.38280020975354
2023-12-01,10.38280020975354
2023-12-02,10.38280020975354
2023-12-03,10.38280020975354
2023-12-04,10.38280020975354
2023-12-05,13.84373361300472
2023-12-06,10.38280020975354
2023-12-07,13.84373361300472
2023-12-08,17.304667016255898
2023-12-09,17.304667016255898
2023-12-10,62.296801258521235
2023-12-11,24.22653382275826
2023-12-12,17.304667016255898
2023-12-13,13.84373361300472
2023-12-14,13.84373361300472
2023-12-15,13.84373361300472
2023-12-16,13.84373361300472
2023-12-17,38.07026743576298
2023-12-18,114.21080230728893
2023-12-19,24.22653382275826
2023-12-20,17.304667016255898
2023-12-21,17.304667016255898
2023-12-22,17.466413583757394
2023-12-23,17.466413583757394
2023-12-24,23.865373678885057
2023-12-25,54.129707452897776
2023-12-26,289.3225108384972
2023-12-27,58.79820084639985
2023-12-28,39.60132056101686
2023-12-29,34.93282716751479
2023-12-30,30.26433377401272
2023-12-31,176.39460253919955
2024-01-01,117.5964016927997
2024-01-02,58.79820084639985
2024-01-03,52.39924075127219
2024-01-04,47.73074735777011
2024-01-05,34.93282716751479
2024-01-06,130.39432188305503
2024-01-07,84.3940412269105
2024-01-08,39.60132056101686
2024-01-09,28.53386707238713
2024-01-10,23.865373678885057
2024-01-11,22.13490697725947
2024-01-12,22.13490697725947
2024-01-13,25.595840380510648
2024-01-14,28.53386707238713
2024-01-15,23.865373678885057
2024-01-16,34.93282716751479
2024-01-17,28.53386707238713
2024-01-18,30.26433377401272
2024-01-19,39.60132056101686
2024-01-20,270.1256305531142
2024-01-21,276.17450903638934
2024-01-22,123.39712105881225
2024-01-23,76.38869398878853
2024-01-24,88.14080075629447
2024-01-25,70.51264060503557
2024-01-26,76.38869398878853
2024-01-27,82.2647473725415
2024-01-28,587.6053383752965
2024-01-29,223.29002858261265
2024-01-30,70.51264060503557
2024-01-31,29.38026691876482
2024-02-01,23.504213535011857
2024-02-02,23.504213535011857
2024-02-03,17.628160151258893
2024-02-04,23.504213535011857
2024-02-05,11.752106767505929
2024-02-06,11.752106767505929
2024-02-07,11.752106767505929
2024-02-08,17.628160151258893
2024-02-09,94.01685414004743
2024-02-10,41.13237368627075
2024-02-11,35.256320302517786
2024-02-12,41.13237368627075
2024-02-13,17.628160151258893
2024-02-14,11.752106767505929
2024-02-15,11.752106767505929
2024-02-16,11.752106767505929
2024-02-17,11.752106767505929
2024-02-18,11.752106767505929
2024-02-19,11.752106767505929
2024-02-20,11.752106767505929
2024-02-21,5.876053383752964
2024-02-22,11.752106767505929
2024-02-23,11.752106767505929
2024-02-24,5.876053383752964
2024-02-25,5.876053383752964
2024-02-26,5.876053383752964
2024-02-27,5.876053383752964
2024-02-28,5.876053383752964
2024-02-29,5.876053383752964
2024-03-01,5.876053383752964
2024-03-02,5.876053383752964
2024-03-03,5.876053383752964
2024-03-04,5.876053383752964
2024-03-05,11.752106767505929
2024-03-06,5.876053383752964
2024-03-07,5.876053383752964
2024-03-08,5.876053383752964
2024-03-09,5.876053383752964
2024-03-10,5.876053383752964
2024-03-11,11.752106767505929
2024-03-12,23.504213535011857
2024-03-13,11.752106767505929
2024-03-14,11.752106767505929
2024-03-15,11.752106767505929
2024-03-16,5.876053383752964
2024-03-17,11.752106767505929
2024-03-18,11.752106767505929
2024-03-19,5.876053383752964
2024-03-20,5.876053383752964
2024-03-21,5.876053383752964
2024-03-22,5.876053383752964
2024-03-23,5.876053383752964
2024-03-24,5.876053383752964
2024-03-25,5.876053383752964
2024-03-26,5.876053383752964
2024-03-27,5.876053383752964
2024-03-28,11.752106767505929
2024-03-29,5.876053383752964
2024-03-30,5.876053383752964
2024-03-31,5.876053383752964
2024-04-01,5.876053383752964
2024-04-02,5.876053383752964
2024-04-03,5.876053383752964
2024-04-04,5.876053383752964
2024-04-05,5.876053383752964
2024-04-06,5.876053383752964
2024-04-07,5.876053383752964
2024-04-08,5.876053383752964
2024-04-09,5.876053383752964
2024-04-10,5.876053383752964
2024-04-11,5.876053383752964
2024-04-12,5.876053383752964
2024-04-13,5.876053383752964
2024-04-14,5.876053383752964
2024-04-15,5.876053383752964
2024-04-16,5.876053383752964
2024-04-17,5.876053383752964
2024-04-18,5.876053383752964
2024-04-19,5.876053383752964
2024-04-20,5.876053383752964
2024-04-21,5.876053383752964
2024-04-22,5.876053383752964
2024-04-23,5.876053383752964
2024-04-24,5.876053383752964
2024-04-25,5.876053383752964
2024-04-26,17.628160151258893
2024-04-27,5.876053383752964
2024-04-28,5.876053383752964
2024-04-29,5.876053383752964
2024-04-30,5.876053383752964
2024-05-01,5.876053383752964
2024-05-02,5.876053383752964
2024-05-03,5.876053383752964
2024-05-04,5.876053383752964
2024-05-05,5.876053383752964
2024-05-06,5.876053383752964
2024-05-07,5.876053383752964
2024-05-08,5.876053383752964
2024-05-09,5.876053383752964
2024-05-10,5.876053383752964
2024-05-11,5.876053383752964
2024-05-12,5.876053383752964
2024-05-13,5.876053383752964
2024-05-14,5.876053383752964
2024-05-15,5.876053383752964
2024-05-16,5.876053383752964
2024-05-17,5.876053383752964
2024-05-18,5.876053383752964
2024-05-19,5.876053383752964
2024-05-20,5.876053383752964
2024-05-21,5.876053383752964
2024-05-22,5.876053383752964
2024-05-23,11.752106767505929
2024-05-24,11.752106767505929
2024-05-25,5.876053383752964
2024-05-26,5.876053383752964
2024-05-27,5.876053383752964
2024-05-28,5.876053383752964
2024-05-29,5.876053383752964
2024-05-30,5.876053383752964
2024-05-31,5.876053383752964
2024-06-01,5.876053383752964
2024-06-02,5.876053383752964
2024-06-03,5.876053383752964
2024-06-04,5.876053383752964
2024-06-05,11.752106767505929
2024-06-06,5.876053383752964
2024-06-07,5.876053383752964
2024-06-08,5.876053383752964
2024-06-09,5.876053383752964
2024-06-10,5.876053383752964
2024-06-11,5.876053383752964
2024-06-12,5.876053383752964
2024-06-13,5.876053383752964
2024-06-14,5.876053383752964
2024-06-15,5.876053383752964
2024-06-16,5.876053383752964
2024-06-17,5.876053383752964
2024-06-18,5.876053383752964
2024-06-19,5.876053383752964
2024-06-20,5.876053383752964
2024-06-21,5.876053383752964
2024-06-22,5.876053383752964
2024-06-23,5.876053383752964
2024-06-24,5.876053383752964
2024-06-25,5.876053383752964
2024-06-26,5.876053383752964
2024-06-27,5.876053383752964
2024-06-28,5.876053383752964
2024-06-29,5.876053383752964
2024-06-30,5.876053383752964
2024-07-01,5.876053383752964
2024-07-02,5.876053383752964
2024-07-03,5.876053383752964
2024-07-04,5.876053383752964
2024-07-05,5.876053383752964
2024-07-06,5.876053383752964
2024-07-07,5.876053383752964
2024-07-08,5.876053383752964
2024-07-09,5.876053383752964
2024-07-10,5.876053383752964
2024-07-11,5.876053383752964
2024-07-12,11.752106767505929
2024-07-13,5.876053383752964
2024-07-14,5.876053383752964
2024-07-15,5.876053383752964
2024-07-16,5.876053383752964
2024-07-17,5.876053383752964
2024-07-18,5.876053383752964
2024-07-19,11.752106767505929
2024-07-20,5.876053383752964
2024-07-21,11.752106767505929
2024-07-22,11.752106767505929
2024-07-23,11.752106767505929
2024-07-24,11.752106767505929
2024-07-25,11.752106767505929
2024-07-26,11.752106767505929
2024-07-27,11.752106767505929
2024-07-28,11.752106767505929
2024-07-29,5.876053383752964
2024-07-30,11.752106767505929
2024-07-31,11.752106767505929
2024-08-01,11.752106767505929
2024-08-02,11.752106767505929
2024-08-03,11.752106767505929
2024-08-04,11.752106767505929
2024-08-05,5.876053383752964
2024-08-06,5.876053383752964
2024-08-07,5.876053383752964
2024-08-08,5.876053383752964
2024-08-09,11.752106767505929
2024-08-10,11.752106767505929
2024-08-11,11.752106767505929
2024-08-12,5.876053383752964
2024-08-13,5.876053383752964
2024-08-14,5.876053383752964
2024-08-15,11.752106767505929
2024-08-16,5.876053383752964
2024-08-17,11.752106767505929
2024-08-18,11.94165687665925
2024-08-19,11.94165687665925
2024-08-20,17.912485314988878
2024-08-21,16.396084441762305
2024-08-22,11.94165687665925
2024-08-23,11.94165687665925
2024-08-24,16.396084441762305
2024-08-25,16.396084441762305
2024-08-26,11.94165687665925
2024-08-27,11.94165687665925
2024-08-28,11.94165687665925
2024-08-29,11.94165687665925
2024-08-30,16.396084441762305
2024-08-31,11.94165687665925
2024-09-01,16.396084441762305
2024-09-02,17.912485314988878
2024-09-03,22.36691288009193
2024-09-04,23.8833137533185
2024-09-05,74.58796795183198
2024-09-06,205.85141854050707
2024-09-07,28.337741318421553
2024-09-08,22.36691288009193
2024-09-09,17.912485314988878
2024-09-10,22.36691288009193
2024-09-11,20.850512006865358
2024-09-12,17.912485314988878
2024-09-13,16.396084441762305
2024-09-14,16.396084441762305
2024-09-15,46.25022663341043
2024-09-16,17.912485314988878
2024-09-17,15.164008732265714
2024-09-18,12.131206985812572
2024-09-19,12.131206985812572
2024-09-20,12.131206985812572
2024-09-21,12.131206985812572
