Time,ohio_state_football
2024-09-24,7.185884869007307
2024-09-25,5.38941365175548
2024-09-26,5.38941365175548
2024-09-27,8.982356086259134
2024-09-28,64.67296382106576
2024-09-29,71.85884869007307
2024-09-30,8.982356086259134
2024-10-01,7.185884869007307
2024-10-02,5.38941365175548
2024-10-03,7.185884869007307
2024-10-04,10.77882730351096
2024-10-05,80.8412047763322
2024-10-06,25.15059704152557
2024-10-07,8.982356086259134
2024-10-08,7.185884869007307
2024-10-09,5.38941365175548
2024-10-10,7.185884869007307
2024-10-11,12.575298520762786
2024-10-12,64.67296382106576
2024-10-13,140.12475494564248
2024-10-14,12.575298520762786
2024-10-15,7.185884869007307
2024-10-16,5.38941365175548
2024-10-17,5.38941365175548
2024-10-18,10.77882730351096
2024-10-19,50.30119408305114
2024-10-20,21.55765460702192
2024-10-21,8.982356086259134
2024-10-22,5.38941365175548
2024-10-23,5.38941365175548
2024-10-24,5.38941365175548
2024-10-25,8.982356086259134
2024-10-26,86.23061842808768
2024-10-27,17.96471217251827
2024-10-28,7.185884869007307
2024-10-29,5.38941365175548
2024-10-30,5.38941365175548
2024-10-31,5.38941365175548
2024-11-01,10.77882730351096
2024-11-02,114.97415790411691
2024-11-03,19.761183389770093
2024-11-04,8.982356086259134
2024-11-05,7.185884869007307
2024-11-06,5.38941365175548
2024-11-07,7.185884869007307
2024-11-08,8.982356086259134
2024-11-09,57.487078952058454
2024-11-10,17.96471217251827
2024-11-11,8.982356086259134
2024-11-12,5.38941365175548
2024-11-13,7.185884869007307
2024-11-14,7.185884869007307
2024-11-15,8.982356086259134
2024-11-16,61.08002138656211
2024-11-17,16.16824095526644
2024-11-18,7.185884869007307
2024-11-19,5.38941365175548
2024-11-20,8.982356086259134
2024-11-21,7.185884869007307
2024-11-22,10.77882730351096
2024-11-23,113.17768668686509
2024-11-24,19.761183389770093
2024-11-25,8.982356086259134
2024-11-26,7.185884869007307
2024-11-27,7.185884869007307
2024-11-28,8.982356086259134
2024-11-29,14.371769738014613
2024-11-30,176.054179290679
2024-12-01,44.91178043129567
2024-12-02,12.575298520762786
2024-12-03,8.982356086259134
2024-12-04,10.77882730351096
2024-12-05,7.185884869007307
2024-12-06,7.185884869007307
2024-12-07,23.354125824273748
2024-12-08,21.55765460702192
2024-12-09,8.982356086259134
2024-12-10,7.185884869007307
2024-12-11,7.185884869007307
2024-12-12,7.185884869007307
2024-12-13,7.185884869007307
2024-12-14,12.575298520762786
2024-12-15,7.185884869007307
2024-12-16,5.38941365175548
2024-12-17,5.38941365175548
2024-12-18,5.38941365175548
2024-12-19,7.185884869007307
2024-12-20,12.575298520762786
2024-12-21,39.522366779540185
2024-12-22,174.25770807342718
2024-12-23,10.77882730351096
2024-12-24,7.185884869007307
2024-12-25,7.185884869007307
2024-12-26,7.185884869007307
2024-12-27,8.982356086259134
2024-12-28,12.575298520762786
2024-12-29,8.982356086259134
2024-12-30,7.185884869007307
2024-12-31,14.371769738014613
2025-01-01,113.17768668686509
2025-01-02,93.41650329709499
2025-01-03,16.16824095526644
2025-01-04,12.575298520762786
2025-01-05,8.982356086259134
2025-01-06,8.982356086259134
2025-01-07,8.982356086259134
2025-01-08,8.982356086259134
2025-01-09,14.371769738014613
2025-01-10,53.8941365175548
2025-01-11,179.64712172518267
2025-01-12,14.371769738014613
2025-01-13,12.575298520762786
2025-01-14,8.982356086259134
2025-01-15,8.982356086259134
2025-01-16,8.982356086259134
2025-01-17,10.77882730351096
2025-01-18,14.371769738014613
2025-01-19,12.575298520762786
2025-01-20,41.31883799679201
2025-01-21,172.46123685617536
2025-01-22,12.575298520762786
2025-01-23,7.185884869007307
2025-01-24,7.185884869007307
2025-01-25,7.185884869007307
2025-01-26,7.185884869007307
2025-01-27,5.38941365175548
2025-01-28,5.38941365175548
2025-01-29,3.5929424345036534
2025-01-30,3.5929424345036534
2025-01-31,3.5929424345036534
2025-02-01,3.5929424345036534
2025-02-02,3.5929424345036534
2025-02-03,3.5929424345036534
2025-02-04,3.5929424345036534
2025-02-05,3.5929424345036534
2025-02-06,3.5929424345036534
2025-02-07,3.5929424345036534
2025-02-08,3.5929424345036534
2025-02-09,3.5929424345036534
2025-02-10,3.5929424345036534
2025-02-11,3.5929424345036534
2025-02-12,3.5929424345036534
2025-02-13,3.5929424345036534
2025-02-14,3.5929424345036534
2025-02-15,3.5929424345036534
2025-02-16,3.5929424345036534
2025-02-17,1.7964712172518267
2025-02-18,1.7964712172518267
2025-02-19,1.7964712172518267
2025-02-20,1.7964712172518267
2025-02-21,1.7964712172518267
2025-02-22,1.7964712172518267
2025-02-23,1.7964712172518267
2025-02-24,1.7964712172518267
2025-02-25,1.7964712172518267
2025-02-26,1.7964712172518267
2025-02-27,1.7964712172518267
2025-02-28,1.7964712172518267
2025-03-01,1.7964712172518267
2025-03-02,1.7964712172518267
2025-03-03,1.7964712172518267
2025-03-04,1.7964712172518267
2025-03-05,1.7964712172518267
2025-03-06,1.7964712172518267
2025-03-07,1.7964712172518267
2025-03-08,1.7964712172518267
2025-03-09,1.7964712172518267
2025-03-10,1.7964712172518267
2025-03-11,1.7964712172518267
2025-03-12,1.7964712172518267
2025-03-13,1.7964712172518267
2025-03-14,1.7964712172518267
2025-03-15,1.7964712172518267
2025-03-16,1.7964712172518267
2025-03-17,1.7964712172518267
2025-03-18,1.7964712172518267
2025-03-19,1.7964712172518267
2025-03-20,1.7964712172518267
2025-03-21,1.7964712172518267
2025-03-22,1.7964712172518267
2025-03-23,1.7964712172518267
2025-03-24,1.7964712172518267
2025-03-25,1.7964712172518267
2025-03-26,1.7964712172518267
2025-03-27,1.7964712172518267
2025-03-28,1.7964712172518267
2025-03-29,1.7964712172518267
2025-03-30,1.7964712172518267
2025-03-31,1.7964712172518267
2025-04-01,1.7964712172518267
2025-04-02,1.7964712172518267
2025-04-03,1.7964712172518267
2025-04-04,1.7964712172518267
2025-04-05,1.7964712172518267
2025-04-06,1.7964712172518267
2025-04-07,1.7964712172518267
2025-04-08,1.7964712172518267
2025-04-09,1.7964712172518267
2025-04-10,1.7964712172518267
2025-04-11,1.7964712172518267
2025-04-12,3.5929424345036534
2025-04-13,3.5929424345036534
2025-04-14,3.5929424345036534
2025-04-15,2.69470682587774
2025-04-16,1.7964712172518267
2025-04-17,2.69470682587774
2025-04-18,1.7964712172518267
2025-04-19,1.7964712172518267
2025-04-20,2.69470682587774
2025-04-21,1.7964712172518267
2025-04-22,1.7964712172518267
2025-04-23,1.7964712172518267
2025-04-24,1.7964712172518267
2025-04-25,3.5929424345036534
2025-04-26,4.491178043129567
2025-04-27,2.69470682587774
2025-04-28,1.7964712172518267
2025-04-29,1.7964712172518267
2025-04-30,1.7964712172518267
2025-05-01,1.7964712172518267
2025-05-02,1.7964712172518267
2025-05-03,1.7964712172518267
2025-05-04,1.7964712172518267
2025-05-05,1.7964712172518267
2025-05-06,1.7964712172518267
2025-05-07,1.7964712172518267
2025-05-08,1.7964712172518267
2025-05-09,1.7964712172518267
2025-05-10,1.7964712172518267
2025-05-11,1.7964712172518267
2025-05-12,1.7964712172518267
2025-05-13,1.7964712172518267
2025-05-14,1.7964712172518267
2025-05-15,1.7964712172518267
2025-05-16,1.7964712172518267
2025-05-17,1.7964712172518267
2025-05-18,1.7964712172518267
2025-05-19,1.7964712172518267
2025-05-20,1.7964712172518267
2025-05-21,1.7964712172518267
2025-05-22,1.7964712172518267
2025-05-23,1.7964712172518267
2025-05-24,1.7964712172518267
2025-05-25,1.7964712172518267
2025-05-26,1.7964712172518267
2025-05-27,1.7964712172518267
2025-05-28,1.7964712172518267
2025-05-29,1.7964712172518267
2025-05-30,1.7964712172518267
2025-05-31,1.7964712172518267
2025-06-01,1.7964712172518267
2025-06-02,1.7964712172518267
2025-06-03,1.7964712172518267
2025-06-04,1.7964712172518267
2025-06-05,1.7964712172518267
2025-06-06,1.7964712172518267
2025-06-07,1.7964712172518267
2025-06-08,1.7964712172518267
2025-06-09,1.7964712172518267
2025-06-10,1.7964712172518267
2025-06-11,1.7964712172518267
2025-06-12,1.7964712172518267
2025-06-13,1.7964712172518267
2025-06-14,1.7964712172518267
2025-06-15,1.7964712172518267
2025-06-16,1.7964712172518267
2025-06-17,1.7964712172518267
2025-06-18,1.7964712172518267
2025-06-19,1.7964712172518267
2025-06-20,1.7964712172518267
2025-06-21,1.7964712172518267
2025-06-22,1.7964712172518267
2025-06-23,1.7964712172518267
2025-06-24,1.7964712172518267
2025-06-25,1.7964712172518267
2025-06-26,1.7964712172518267
2025-06-27,1.7964712172518267
2025-06-28,1.7964712172518267
2025-06-29,1.7964712172518267
2025-06-30,1.7964712172518267
2025-07-01,1.7964712172518267
2025-07-02,1.7964712172518267
2025-07-03,1.7964712172518267
2025-07-04,1.7964712172518267
2025-07-05,1.7964712172518267
2025-07-06,1.7964712172518267
2025-07-07,1.7964712172518267
2025-07-08,1.7964712172518267
2025-07-09,1.7964712172518267
2025-07-10,1.7964712172518267
2025-07-11,1.7964712172518267
2025-07-12,1.7964712172518267
2025-07-13,1.7964712172518267
2025-07-14,1.7964712172518267
2025-07-15,1.7964712172518267
2025-07-16,1.7964712172518267
2025-07-17,1.7964712172518267
2025-07-18,1.7964712172518267
2025-07-19,1.7964712172518267
2025-07-20,1.7964712172518267
2025-07-21,1.7964712172518267
2025-07-22,1.7964712172518267
2025-07-23,1.7964712172518267
2025-07-24,1.7964712172518267
2025-07-25,1.7964712172518267
2025-07-26,3.5929424345036534
2025-07-27,3.5929424345036534
2025-07-28,3.5929424345036534
2025-07-29,1.7964712172518267
2025-07-30,1.7964712172518267
2025-07-31,1.7964712172518267
2025-08-01,3.5929424345036534
2025-08-02,3.5929424345036534
2025-08-03,3.5929424345036534
2025-08-04,3.5929424345036534
2025-08-05,3.5929424345036534
2025-08-06,5.38941365175548
2025-08-07,3.5929424345036534
2025-08-08,3.5929424345036534
2025-08-09,3.5929424345036534
2025-08-10,3.5929424345036534
2025-08-11,3.5929424345036534
2025-08-12,3.5929424345036534
2025-08-13,3.5929424345036534
2025-08-14,3.5929424345036534
2025-08-15,3.5929424345036534
2025-08-16,5.38941365175548
2025-08-17,5.38941365175548
2025-08-18,5.38941365175548
2025-08-19,5.38941365175548
2025-08-20,3.5929424345036534
2025-08-21,5.38941365175548
2025-08-22,5.38941365175548
2025-08-23,10.77882730351096
2025-08-24,7.185884869007307
2025-08-25,7.185884869007307
2025-08-26,7.185884869007307
2025-08-27,7.185884869007307
2025-08-28,8.982356086259134
2025-08-29,14.371769738014613
2025-08-30,163.47888076991623
2025-08-31,25.15059704152557
2025-09-01,12.575298520762786
2025-09-02,10.77882730351096
2025-09-03,7.185884869007307
2025-09-04,7.185884869007307
2025-09-05,8.982356086259134
2025-09-06,86.23061842808768
2025-09-07,30.540010693281054
2025-09-08,8.982356086259134
2025-09-09,7.185884869007307
2025-09-10,5.38941365175548
2025-09-11,7.185884869007307
2025-09-12,8.982356086259134
2025-09-13,61.08002138656211
2025-09-14,70.06237747282124
2025-09-15,8.982356086259134
2025-09-16,5.38941365175548
2025-09-17,5.38941365175548
2025-09-18,5.38941365175548
2025-09-19,8.982356086259134
2025-09-20,37.72589556228836
2025-09-21,14.371769738014613
2025-09-22,7.185884869007307
2025-09-23,5.38941365175548
2025-09-24,5.38941365175548
2025-09-25,5.38941365175548
2025-09-26,8.982356086259134
2025-09-27,82.63767599358403
2025-09-28,23.354125824273748
2025-09-29,7.185884869007307
2025-09-30,5.38941365175548
2025-10-01,5.38941365175548
2025-10-02,5.38941365175548
2025-10-03,8.982356086259134
2025-10-04,44.91178043129567
2025-10-05,52.09766530030297
2025-10-06,8.982356086259134
2025-10-07,5.38941365175548
2025-10-08,5.38941365175548
2025-10-09,5.38941365175548
2025-10-10,8.982356086259134
2025-10-11,79.04473355908037
2025-10-12,17.96471217251827
2025-10-13,8.982356086259134
2025-10-14,5.38941365175548
2025-10-15,5.38941365175548
2025-10-16,5.38941365175548
2025-10-17,10.77882730351096
2025-10-18,71.85884869007307
2025-10-19,21.55765460702192
2025-10-20,8.982356086259134
2025-10-21,5.38941365175548
2025-10-22,5.38941365175548
2025-10-23,5.38941365175548
2025-10-24,8.982356086259134
2025-10-25,41.31883799679201
2025-10-26,16.16824095526644
2025-10-27,7.185884869007307
2025-10-28,5.38941365175548
2025-10-29,5.38941365175548
2025-10-30,5.38941365175548
2025-10-31,7.185884869007307
2025-11-01,79.04473355908037
2025-11-02,16.16824095526644
2025-11-03,7.185884869007307
2025-11-04,5.38941365175548
2025-11-05,7.185884869007307
2025-11-06,5.38941365175548
2025-11-07,8.982356086259134
2025-11-08,80.8412047763322
2025-11-09,16.16824095526644
2025-11-10,7.185884869007307
2025-11-11,7.185884869007307
2025-11-12,7.185884869007307
2025-11-13,5.38941365175548
2025-11-14,8.982356086259134
2025-11-15,41.31883799679201
2025-11-16,61.08002138656211
2025-11-17,7.185884869007307
2025-11-18,5.38941365175548
2025-11-19,7.185884869007307
2025-11-20,5.38941365175548
2025-11-21,8.982356086259134
2025-11-22,62.87649260381394
2025-11-23,17.96471217251827
2025-11-24,8.982356086259134
2025-11-25,8.982356086259134
2025-11-26,8.982356086259134
2025-11-27,10.77882730351096
2025-11-28,16.16824095526644
2025-11-29,140.12475494564248
2025-11-30,21.55765460702192
2025-12-01,8.982356086259134
2025-12-02,7.185884869007307
2025-12-03,10.77882730351096
2025-12-04,8.982356086259134
2025-12-05,12.575298520762786
2025-12-06,52.09766530030297
2025-12-07,179.64712172518267
2025-12-08,10.77882730351096
2025-12-09,5.38941365175548
2025-12-10,5.38941365175548
2025-12-11,5.38941365175548
2025-12-12,6.287649260381393
2025-12-13,9.880591694885048
2025-12-14,6.287649260381393
2025-12-15,3.5929424345036534
2025-12-16,3.5929424345036534
2025-12-17,3.5929424345036534
2025-12-18,4.491178043129567
2025-12-19,5.38941365175548
2025-12-20,14.371769738014613
2025-12-21,8.982356086259134
2025-12-22,5.38941365175548
2025-12-23,5.38941365175548
2025-12-24,5.38941365175548
2025-12-25,5.38941365175548
2025-12-26,7.185884869007307
2025-12-27,10.77882730351096
2025-12-28,7.185884869007307
2025-12-29,6.287649260381393
2025-12-30,9.880591694885048
2025-12-31,37.72589556228836
2026-01-01,171.56300124754944
2026-01-02,13.4735341293887
2026-01-03,5.38941365175548
2026-01-04,4.491178043129567
2026-01-05,4.491178043129567
2026-01-06,4.491178043129567
2026-01-07,3.5929424345036534
2026-01-08,3.5929424345036534
2026-01-09,6.287649260381393
2026-01-10,7.185884869007307
2026-01-11,3.5929424345036534
2026-01-12,3.5929424345036534
2026-01-13,3.5929424345036534
2026-01-14,3.5929424345036534
2026-01-15,3.5929424345036534
2026-01-16,3.5929424345036534
2026-01-17,3.5929424345036534
2026-01-18,3.5929424345036534
2026-01-19,3.5929424345036534
2026-01-20,7.185884869007307
2026-01-21,3.5929424345036534
2026-01-22,3.5929424345036534
2026-01-23,3.5929424345036534
2026-01-24,3.5929424345036534
2026-01-25,3.5929424345036534
2026-01-26,1.7964712172518267
2026-01-27,1.7964712172518267
2026-01-28,3.5929424345036534
2026-01-29,1.7964712172518267
2026-01-30,1.7964712172518267
2026-01-31,1.7964712172518267
2026-02-01,1.7964712172518267
2026-02-02,1.7964712172518267
2026-02-03,1.7964712172518267
2026-02-04,1.7964712172518267
2026-02-05,1.7964712172518267
2026-02-06,1.7964712172518267
2026-02-07,1.7964712172518267
2026-02-08,1.7964712172518267
2026-02-09,1.7964712172518267
2026-02-10,1.7964712172518267
2026-02-11,1.7964712172518267
2026-02-12,1.7964712172518267
2026-02-13,1.7964712172518267
2026-02-14,1.7964712172518267
2026-02-15,1.7964712172518267
2026-02-16,1.7964712172518267
2026-02-17,1.7964712172518267
2026-02-18,1.7964712172518267
2026-02-19,1.7964712172518267
2026-02-20,1.7964712172518267
2026-02-21,1.7964712172518267
2026-02-22,1.7964712172518267
2026-02-23,1.7964712172518267
2026-02-24,1.7964712172518267
2026-02-25,1.7964712172518267
2026-02-26,1.7964712172518267
2026-02-27,1.7964712172518267
2026-02-28,1.7964712172518267
2026-03-01,1.7964712172518267
2026-03-02,1.7964712172518267
2026-03-03,1.7964712172518267
2026-03-04,1.7964712172518267
2026-03-05,1.7964712172518267
2026-03-06,1.7964712172518267
2026-03-07,1.7964712172518267
2026-03-08,1.7964712172518267
2026-03-09,1.7964712172518267
2026-03-10,1.7964712172518267
2026-03-11,1.7964712172518267
2026-03-12,1.7964712172518267
2026-03-13,1.7964712172518267
2026-03-14,1.7964712172518267
2026-03-15,1.7964712172518267
2026-03-16,1.7964712172518267
2026-03-17,1.7964712172518267
2026-03-18,1.7964712172518267
2026-03-19,1.7964712172518267
2026-03-20,1.7964712172518267
2026-03-21,1.7964712172518267
2026-03-22,1.7964712172518267
2026-03-23,1.7964712172518267
2026-03-24,1.7964712172518267
2026-03-25,1.7964712172518267
2026-03-26,1.7964712172518267
2026-03-27,1.7964712172518267
2026-03-28,1.7964712172518267
2026-03-29,1.7964712172518267
2026-03-30,1.7964712172518267
2026-03-31,1.7964712172518267
2026-04-01,1.7964712172518267
2026-04-02,1.7964712172518267
2026-04-03,1.7964712172518267
2026-04-04,1.7964712172518267
2026-04-05,1.7964712172518267
2026-04-06,1.7964712172518267
2026-04-07,1.7964712172518267
2026-04-08,1.7964712172518267
2026-04-09,1.7964712172518267
2026-04-10,1.7964712172518267
2026-04-11,1.7964712172518267
2026-04-12,1.7964712172518267
2026-04-13,1.7964712172518267
2026-04-14,1.7964712172518267
2026-04-15,1.7964712172518267
2026-04-16,1.7964712172518267
2026-04-17,1.7964712172518267
2026-04-18,3.5929424345036534
2026-04-19,1.7964712172518267
2026-04-20,1.7964712172518267
2026-04-21,1.7964712172518267
2026-04-22,1.7964712172518267
2026-04-23,1.7964712172518267
2026-04-24,3.5929424345036534
2026-04-25,3.5929424345036534
2026-04-26,1.7964712172518267
2026-04-27,1.7964712172518267
2026-04-28,1.7964712172518267
2026-04-29,1.7964712172518267
2026-04-30,1.7964712172518267
2026-05-01,1.7964712172518267
2026-05-02,1.7964712172518267
2026-05-03,1.7964712172518267
2026-05-04,1.7964712172518267
2026-05-05,1.7964712172518267
2026-05-06,1.7964712172518267
2026-05-07,1.7964712172518267
2026-05-08,1.7964712172518267
2026-05-09,1.7964712172518267
2026-05-10,1.7964712172518267
2026-05-11,1.7964712172518267
2026-05-12,1.7964712172518267
2026-05-13,1.7964712172518267
2026-05-14,1.7964712172518267
2026-05-15,1.7964712172518267
2026-05-16,1.7964712172518267
2026-05-17,1.7964712172518267
2026-05-18,1.7964712172518267
2026-05-19,1.7964712172518267
2026-05-20,1.7964712172518267
2026-05-21,1.7964712172518267
2026-05-22,1.7964712172518267
2026-05-23,1.7964712172518267
2026-05-24,1.7964712172518267
2026-05-25,1.7964712172518267
2026-05-26,1.7964712172518267
2026-05-27,1.7964712172518267
2026-05-28,1.7964712172518267
2026-05-29,1.7964712172518267
2026-05-30,1.7964712172518267
2026-05-31,1.7964712172518267
