Time,cnn
2022-04-04,30.0
2022-04-05,29.0
2022-04-06,29.0
2022-04-07,30.0
2022-04-08,28.0
2022-04-09,25.0
2022-04-10,25.0
2022-04-11,30.0
2022-04-12,39.0
2022-04-13,33.0
2022-04-14,31.0
2022-04-15,26.0
2022-04-16,25.0
2022-04-17,26.0
2022-04-18,29.0
2022-04-19,28.0
2022-04-20,27.0
2022-04-21,35.0
2022-04-22,36.0
2022-04-23,28.0
2022-04-24,26.0
2022-04-25,32.0
2022-04-26,29.0
2022-04-27,27.0
2022-04-28,27.0
2022-04-29,26.0
2022-04-30,23.0
2022-05-01,23.0
2022-05-02,27.0
2022-05-03,32.0
2022-05-04,29.0
2022-05-05,28.0
2022-05-06,27.0
2022-05-07,23.0
2022-05-08,23.0
2022-05-09,29.0
2022-05-10,29.0
2022-05-11,28.0
2022-05-12,28.0
2022-05-13,25.0
2022-05-14,23.0
2022-05-15,26.0
2022-05-16,28.0
2022-05-17,27.0
2022-05-18,30.0
2022-05-19,27.0
2022-05-20,27.0
2022-05-21,21.0
2022-05-22,22.0
2022-05-23,27.0
2022-05-24,40.0
2022-05-25,50.0
2022-05-26,35.0
2022-05-27,32.0
2022-05-28,25.0
2022-05-29,24.0
2022-05-30,25.0
2022-05-31,28.0
2022-06-01,31.0
2022-06-02,29.0
2022-06-03,26.0
2022-06-04,22.0
2022-06-05,23.0
2022-06-06,27.0
2022-06-07,27.0
2022-06-08,27.0
2022-06-09,27.0
2022-06-10,33.0
2022-06-11,24.0
2022-06-12,22.0
2022-06-13,29.0
2022-06-14,28.0
2022-06-15,27.0
2022-06-16,29.0
2022-06-17,26.0
2022-06-18,21.0
2022-06-19,22.0
2022-06-20,25.0
2022-06-21,28.0
2022-06-22,27.0
2022-06-23,28.0
2022-06-24,41.0
2022-06-25,27.0
2022-06-26,25.0
2022-06-27,29.0
2022-06-28,35.0
2022-06-29,31.0
2022-06-30,27.0
2022-07-01,26.0
2022-07-02,21.0
2022-07-03,22.0
2022-07-04,31.0
2022-07-05,35.0
2022-07-06,26.0
2022-07-07,26.0
2022-07-08,30.0
2022-07-09,23.0
2022-07-10,22.0
2022-07-11,28.0
2022-07-12,28.0
2022-07-13,27.0
2022-07-14,28.0
2022-07-15,25.0
2022-07-16,22.0
2022-07-17,22.0
2022-07-18,27.0
2022-07-19,27.0
2022-07-20,27.0
2022-07-21,28.0
2022-07-22,30.0
2022-07-23,22.0
2022-07-24,22.0
2022-07-25,26.0
2022-07-26,27.0
2022-07-27,26.0
2022-07-28,27.0
2022-07-29,25.0
2022-07-30,22.0
2022-07-31,23.0
2022-08-01,25.0
2022-08-02,29.0
2022-08-03,30.0
2022-08-04,28.0
2022-08-05,27.0
2022-08-06,23.0
2022-08-07,24.0
2022-08-08,30.0
2022-08-09,38.0
2022-08-10,31.0
2022-08-11,32.0
2022-08-12,39.0
2022-08-13,28.0
2022-08-14,27.0
2022-08-15,31.0
2022-08-16,31.0
2022-08-17,31.0
2022-08-18,30.0
2022-08-19,30.0
2022-08-20,22.0
2022-08-21,26.0
2022-08-22,29.0
2022-08-23,30.0
2022-08-24,31.0
2022-08-25,27.0
2022-08-26,29.0
2022-08-27,21.0
2022-08-28,22.0
2022-08-29,28.008328375966684
2022-08-30,27.02528256989887
2022-08-31,25.059190957763235
2022-09-01,27.02528256989887
2022-09-02,28.9913741820345
2022-09-03,26.04223676383105
2022-09-04,24.076145151695417
2022-09-05,24.576145151695417
2022-09-06,28.9913741820345
2022-09-07,27.02528256989887
2022-09-08,50.11838191552647
2022-09-09,31.940511600237954
2022-09-10,23.0930993456276
2022-09-11,22.110053539559786
2022-09-12,28.9913741820345
2022-09-13,29.97441998810232
2022-09-14,30.957465794170133
2022-09-15,29.97441998810232
2022-09-16,28.9913741820345
2022-09-17,24.076145151695417
2022-09-18,22.110053539559786
2022-09-19,34.8896490184414
2022-09-20,28.9913741820345
2022-09-21,30.957465794170133
2022-09-22,29.97441998810232
2022-09-23,28.008328375966684
2022-09-24,22.110053539559786
2022-09-25,22.610053539559786
2022-09-26,28.008328375966684
2022-09-27,30.957465794170133
2022-09-28,43.4741225461035
2022-09-29,39.60975609756097
2022-09-30,30.91493158834027
2022-10-01,22.22010707911957
2022-10-02,22.22010707911957
2022-10-03,28.01665675193337
2022-10-04,29.948839976204635
2022-10-05,28.982748364069003
2022-10-06,30.91493158834027
2022-10-07,29.948839976204635
2022-10-08,24.152290303390835
2022-10-09,23.186198691255203
2022-10-10,27.050565139797737
2022-10-11,28.01665675193337
2022-10-12,28.01665675193337
2022-10-13,31.881023200475905
2022-10-14,28.982748364069003
2022-10-15,20.2879238548483
2022-10-16,21.254015466983937
2022-10-17,27.050565139797737
2022-10-18,28.982748364069003
2022-10-19,27.050565139797737
2022-10-20,28.01665675193337
2022-10-21,28.01665675193337
2022-10-22,20.2879238548483
2022-10-23,20.2879238548483
2022-10-24,28.982748364069003
2022-10-25,28.01665675193337
2022-10-26,28.01665675193337
2022-10-27,26.0844735276621
2022-10-28,28.01665675193337
2022-10-29,23.186198691255203
2022-10-30,23.186198691255203
2022-10-31,28.01665675193337
2022-11-01,28.01665675193337
2022-11-02,27.050565139797737
2022-11-03,29.948839976204635
2022-11-04,26.0844735276621
2022-11-05,21.254015466983937
2022-11-06,20.2879238548483
2022-11-07,26.0844735276621
2022-11-08,37.677572873289705
2022-11-09,96.60916121356334
2022-11-10,52.1689470553242
2022-11-11,42.50803093396787
2022-11-12,41.54193932183224
2022-11-13,43.4741225461035
2022-11-14,39.60975609756097
2022-11-15,43.4741225461035
2022-11-16,41.54193932183224
2022-11-17,33.81320642474717
2022-11-18,32.84711481261154
2022-11-19,24.152290303390835
2022-11-20,23.186198691255203
2022-11-21,28.01665675193337
2022-11-22,28.01665675193337
2022-11-23,27.050565139797737
2022-11-24,21.254015466983937
2022-11-25,22.22010707911957
2022-11-26,20.2879238548483
2022-11-27,22.22010707911957
2022-11-28,26.0844735276621
2022-11-29,25.11838191552647
2022-11-30,28.01665675193337
2022-12-01,27.050565139797737
2022-12-02,27.050565139797737
2022-12-03,23.186198691255203
2022-12-04,21.254015466983937
2022-12-05,26.0844735276621
2022-12-06,29.948839976204635
2022-12-07,40.5758477096966
2022-12-08,29.948839976204635
2022-12-09,28.982748364069003
2022-12-10,21.254015466983937
2022-12-11,21.254015466983937
2022-12-12,28.01665675193337
2022-12-13,26.0844735276621
2022-12-14,28.01665675193337
2022-12-15,26.0844735276621
2022-12-16,26.0844735276621
2022-12-17,20.2879238548483
2022-12-18,21.254015466983937
2022-12-19,31.881023200475905
2022-12-20,30.91493158834027
2022-12-21,30.91493158834027
2022-12-22,28.01665675193337
2022-12-23,25.11838191552647
2022-12-24,23.186198691255203
2022-12-25,24.152290303390835
2022-12-26,24.152290303390835
2022-12-27,25.11838191552647
2022-12-28,25.11838191552647
2022-12-29,25.11838191552647
2022-12-30,28.982748364069003
2022-12-31,26.0844735276621
2023-01-01,35.745389649018435
2023-01-02,25.11838191552647
2023-01-03,40.5758477096966
2023-01-04,38.64366448542534
2023-01-05,41.54193932183224
2023-01-06,39.60975609756097
2023-01-07,33.81320642474717
2023-01-08,24.152290303390835
2023-01-09,28.01665675193337
2023-01-10,27.050565139797737
2023-01-11,29.948839976204635
2023-01-12,28.982748364069003
2023-01-13,29.948839976204635
2023-01-14,22.22010707911957
2023-01-15,21.254015466983937
2023-01-16,23.186198691255203
2023-01-17,27.050565139797737
2023-01-18,26.0844735276621
2023-01-19,26.0844735276621
2023-01-20,26.0844735276621
2023-01-21,19.32183224271267
2023-01-22,23.186198691255203
2023-01-23,26.0844735276621
2023-01-24,28.01665675193337
2023-01-25,26.0844735276621
2023-01-26,26.0844735276621
2023-01-27,28.01665675193337
2023-01-28,32.84711481261154
2023-01-29,22.22010707911957
2023-01-30,27.050565139797737
2023-01-31,26.0844735276621
2023-02-01,26.0844735276621
2023-02-02,26.0844735276621
2023-02-03,28.01665675193337
2023-02-04,28.982748364069003
2023-02-05,26.0844735276621
2023-02-06,30.91493158834027
2023-02-07,28.982748364069003
2023-02-08,28.982748364069003
2023-02-09,26.0844735276621
2023-02-10,28.01665675193337
2023-02-11,25.11838191552647
2023-02-12,26.0844735276621
2023-02-13,30.91493158834027
2023-02-14,33.81320642474717
2023-02-15,28.01665675193337
2023-02-16,28.01665675193337
2023-02-17,27.050565139797737
2023-02-18,23.186198691255203
2023-02-19,23.186198691255203
2023-02-20,28.982748364069003
2023-02-21,28.982748364069003
2023-02-22,28.01665675193337
2023-02-23,27.050565139797737
2023-02-24,28.01665675193337
2023-02-25,21.254015466983937
2023-02-26,22.22010707911957
2023-02-27,25.11838191552647
2023-02-28,26.0844735276621
2023-03-01,25.11838191552647
2023-03-02,26.0844735276621
2023-03-03,27.050565139797737
2023-03-04,21.254015466983937
2023-03-05,24.152290303390835
2023-03-06,28.01665675193337
2023-03-07,27.050565139797737
2023-03-08,26.0844735276621
2023-03-09,26.0844735276621
2023-03-10,27.050565139797737
2023-03-11,21.254015466983937
2023-03-12,22.22010707911957
2023-03-13,28.982748364069003
2023-03-14,28.01665675193337
2023-03-15,26.0844735276621
2023-03-16,26.0844735276621
2023-03-17,26.0844735276621
2023-03-18,24.152290303390835
2023-03-19,23.186198691255203
2023-03-20,29.948839976204635
2023-03-21,35.745389649018435
2023-03-22,30.91493158834027
2023-03-23,29.948839976204635
2023-03-24,26.0844735276621
2023-03-25,22.22010707911957
2023-03-26,24.152290303390835
2023-03-27,35.745389649018435
2023-03-28,33.81320642474717
2023-03-29,28.982748364069003
2023-03-30,33.81320642474717
2023-03-31,34.77929803688281
2023-04-01,25.11838191552647
2023-04-02,22.22010707911957
2023-04-03,29.948839976204635
2023-04-04,49.270672218917305
2023-04-05,32.84711481261154
2023-04-06,30.91493158834027
2023-04-07,28.01665675193337
2023-04-08,23.186198691255203
2023-04-09,22.22010707911957
2023-04-10,30.91493158834027
2023-04-11,28.982748364069003
2023-04-12,28.01665675193337
2023-04-13,27.050565139797737
2023-04-14,26.0844735276621
2023-04-15,20.2879238548483
2023-04-16,22.22010707911957
2023-04-17,28.01665675193337
2023-04-18,28.982748364069003
2023-04-19,28.982748364069003
2023-04-20,30.91493158834027
2023-04-21,29.948839976204635
2023-04-22,23.186198691255203
2023-04-23,22.22010707911957
2023-04-24,43.4741225461035
2023-04-25,39.60975609756097
2023-04-26,31.816617093000197
2023-04-27,29.122294930266374
2023-04-28,27.22231475973296
2023-04-29,22.79976204640095
2023-04-30,22.316716240333133
2023-05-01,27.22231475973296
2023-05-02,28.01665675193337
2023-05-03,29.916636922466783
2023-05-04,28.81099874413378
2023-05-05,25.805380395267363
2023-05-06,24.216696410866547
2023-05-07,28.01665675193337
2023-05-08,29.605340736334192
2023-05-09,31.816617093000197
2023-05-10,37.82785379073303
2023-05-11,59.833273844933565
2023-05-12,38.62219578293344
2023-05-13,25.32233458919955
2023-05-14,25.805380395267363
2023-05-15,28.01665675193337
2023-05-16,28.81099874413378
2023-05-17,26.911018573600366
2023-05-18,28.81099874413378
2023-05-19,26.116676581399958
2023-05-20,21.211078062000134
2023-05-21,21.522374248132724
2023-05-22,26.116676581399958
2023-05-23,26.116676581399958
2023-05-24,29.605340736334192
2023-05-25,28.01665675193337
2023-05-26,27.394064379668187
2023-05-27,21.790733029281512
2023-05-28,23.035917773811885
2023-05-29,23.035917773811885
2023-05-30,25.52628726287263
2023-05-31,26.148879635137813
2023-06-01,27.394064379668187
2023-06-02,26.771472007403
2023-06-03,21.790733029281512
2023-06-04,23.65851014607707
2023-06-05,26.771472007403
2023-06-06,27.394064379668187
2023-06-07,32.37480335778967
2023-06-08,31.129618613259304
2023-06-09,34.24258047458523
2023-06-10,26.148879635137813
2023-06-11,24.281102518342255
2023-06-12,28.639249124198557
2023-06-13,36.11035759138079
2023-06-14,29.88443386872893
2023-06-15,26.771472007403
2023-06-16,26.148879635137813
2023-06-17,21.790733029281512
2023-06-18,21.790733029281512
2023-06-19,26.771472007403
2023-06-20,34.86517284685042
2023-06-21,46.07183554762377
2023-06-22,62.25923722651861
2023-06-23,32.99739573005486
2023-06-24,37.97813470817635
2023-06-25,29.261841496463745
2023-06-26,30.507026240994115
2023-06-27,29.88443386872893
2023-06-28,28.016656751933372
2023-06-29,29.88443386872893
2023-06-30,29.261841496463745
2023-07-01,22.413325401546697
2023-07-02,23.65851014607707
2023-07-03,24.281102518342255
2023-07-04,24.90369489060744
2023-07-05,28.016656751933372
2023-07-06,25.52628726287263
2023-07-07,24.281102518342255
2023-07-08,21.790733029281512
2023-07-09,22.413325401546697
2023-07-10,25.52628726287263
2023-07-11,24.90369489060744
2023-07-12,24.90369489060744
2023-07-13,24.90369489060744
2023-07-14,26.148879635137813
2023-07-15,21.168140657016327
2023-07-16,22.413325401546697
2023-07-17,25.52628726287263
2023-07-18,26.771472007403
2023-07-19,28.016656751933372
2023-07-20,26.771472007403
2023-07-21,26.148879635137813
2023-07-22,21.168140657016327
2023-07-23,21.790733029281512
2023-07-24,26.771472007403
2023-07-25,27.394064379668187
2023-07-26,29.261841496463745
2023-07-27,29.261841496463745
2023-07-28,26.771472007403
2023-07-29,21.790733029281512
2023-07-30,22.413325401546697
2023-07-31,27.394064379668187
2023-08-01,29.261841496463745
2023-08-02,28.016656751933372
2023-08-03,31.129618613259304
2023-08-04,27.394064379668187
2023-08-05,23.035917773811885
2023-08-06,23.035917773811885
2023-08-07,28.639249124198557
2023-08-08,28.016656751933372
2023-08-09,29.261841496463745
2023-08-10,29.88443386872893
2023-08-11,28.016656751933372
2023-08-12,22.413325401546697
2023-08-13,22.413325401546697
2023-08-14,28.639249124198557
2023-08-15,32.37480335778967
2023-08-16,28.016656751933372
2023-08-17,28.639249124198557
2023-08-18,28.016656751933372
2023-08-19,23.035917773811885
2023-08-20,27.394064379668187
2023-08-21,32.37480335778967
2023-08-22,28.016656751933372
2023-08-23,33.61998810232004
2023-08-24,39.22331945270672
2023-08-25,33.61998810232004
2023-08-26,23.65851014607707
2023-08-27,24.90369489060744
2023-08-28,32.37480335778967
2023-08-29,31.75221098552449
2023-08-30,35.4877652191156
2023-08-31,28.639249124198557
2023-09-01,25.52628726287263
2023-09-02,21.168140657016327
2023-09-03,21.790733029281512
2023-09-04,22.413325401546697
2023-09-05,28.016656751933372
2023-09-06,27.394064379668187
2023-09-07,27.394064379668187
2023-09-08,26.148879635137813
2023-09-09,21.790733029281512
2023-09-10,21.168140657016327
2023-09-11,28.639249124198557
2023-09-12,29.261841496463745
2023-09-13,29.261841496463745
2023-09-14,28.639249124198557
2023-09-15,26.148879635137813
2023-09-16,19.30036354022077
2023-09-17,21.168140657016327
2023-09-18,26.771472007403
2023-09-19,26.771472007403
2023-09-20,25.52628726287263
2023-09-21,26.771472007403
2023-09-22,24.90369489060744
2023-09-23,20.54554828475114
2023-09-24,21.168140657016327
2023-09-25,25.52628726287263
2023-09-26,26.148879635137813
2023-09-27,26.771472007403
2023-09-28,28.639249124198557
2023-09-29,29.261841496463745
2023-09-30,27.394064379668187
2023-10-01,24.90369489060744
2023-10-02,29.261841496463745
2023-10-03,34.24258047458523
2023-10-04,32.37480335778967
2023-10-05,28.016656751933372
2023-10-06,28.016656751933372
2023-10-07,33.61998810232004
2023-10-08,37.35554233591116
2023-10-09,45.44924317535858
2023-10-10,44.20405843082821
2023-10-11,43.581466058563024
2023-10-12,40.468504197237095
2023-10-13,44.20405843082821
2023-10-14,35.4877652191156
2023-10-15,34.24258047458523
2023-10-16,37.35554233591116
2023-10-17,39.22331945270672
2023-10-18,42.336281314032654
2023-10-19,38.60072708044154
2023-10-20,39.84591182497191
2023-10-21,29.88443386872893
2023-10-22,26.771472007403
2023-10-23,35.4877652191156
2023-10-24,36.73294996364598
2023-10-25,34.24258047458523
2023-10-26,55.410721131601555
2023-10-27,43.581466058563024
2023-10-28,32.37480335778967
2023-10-29,31.129618613259304
2023-10-30,31.75221098552449
2023-10-31,31.75221098552449
2023-11-01,30.507026240994115
2023-11-02,30.507026240994115
2023-11-03,30.507026240994115
2023-11-04,24.281102518342255
2023-11-05,23.65851014607707
2023-11-06,31.129618613259304
2023-11-07,29.88443386872893
2023-11-08,36.73294996364598
2023-11-09,29.88443386872893
2023-11-10,26.771472007403
2023-11-11,23.035917773811885
2023-11-12,21.790733029281512
2023-11-13,28.016656751933372
2023-11-14,28.016656751933372
2023-11-15,28.639249124198557
2023-11-16,26.148879635137813
2023-11-17,26.148879635137813
2023-11-18,22.413325401546697
2023-11-19,21.790733029281512
2023-11-20,26.148879635137813
2023-11-21,26.148879635137813
2023-11-22,29.261841496463745
2023-11-23,23.035917773811885
2023-11-24,24.281102518342255
2023-11-25,21.168140657016327
2023-11-26,21.790733029281512
2023-11-27,24.281102518342255
2023-11-28,23.65851014607707
2023-11-29,26.771472007403
2023-11-30,24.90369489060744
2023-12-01,26.148879635137813
2023-12-02,20.54554828475114
2023-12-03,19.922955912485953
2023-12-04,24.90369489060744
2023-12-05,23.65851014607707
2023-12-06,24.90369489060744
2023-12-07,25.52628726287263
2023-12-08,25.52628726287263
2023-12-09,19.30036354022077
2023-12-10,19.922955912485953
2023-12-11,24.90369489060744
2023-12-12,24.90369489060744
2023-12-13,25.52628726287263
2023-12-14,24.90369489060744
2023-12-15,24.90369489060744
2023-12-16,20.54554828475114
2023-12-17,19.922955912485953
2023-12-18,23.65851014607707
2023-12-19,24.281102518342255
2023-12-20,26.148879635137813
2023-12-21,24.90369489060744
2023-12-22,24.15314641729389
2023-12-23,20.363354075198686
2023-12-24,20.052057889066095
2023-12-25,21.466450253788786
2023-12-26,23.841850231161295
2023-12-27,23.841850231161295
2023-12-28,23.05005023870379
2023-12-29,23.361346424836384
2023-12-30,19.260257896608593
2023-12-31,20.052057889066095
2024-01-01,34.73072345112199
2024-01-02,27.942938759389087
2024-01-03,27.631642573256496
2024-01-04,33.62762727253188
2024-01-05,25.736746402208894
2024-01-06,21.15515406765619
2024-01-07,20.052057889066095
2024-01-08,25.736746402208894
2024-01-09,28.734738751846592
2024-01-10,28.734738751846592
2024-01-11,31.732731101484287
2024-01-12,27.942938759389087
2024-01-13,22.258250246246288
2024-01-14,21.15515406765619
2024-01-15,24.15314641729389
2024-01-16,30.940931109026785
2024-01-17,26.83984258079899
2024-01-18,26.5285463946664
2024-01-19,24.15314641729389
2024-01-20,20.843857881523597
2024-01-21,21.14216747829606
2024-01-22,24.98619792889534
2024-01-23,26.908213154194982
2024-01-24,32.674258830093905
2024-01-25,25.947205541545163
2024-01-26,25.947205541545163
2024-01-27,21.14216747829606
2024-01-28,19.220152252996417
2024-01-29,24.98619792889534
2024-01-30,25.947205541545163
2024-01-31,25.947205541545163
2024-02-01,24.02519031624552
2024-02-02,24.98619792889534
2024-02-03,20.181159865646237
2024-02-04,21.14216747829606
2024-02-05,25.947205541545163
2024-02-06,27.869220766844805
2024-02-07,24.02519031624552
2024-02-08,27.869220766844805
2024-02-09,30.752243604794266
2024-02-10,20.181159865646237
2024-02-11,20.181159865646237
2024-02-12,24.98619792889534
2024-02-13,24.02519031624552
2024-02-14,30.752243604794266
2024-02-15,31.713251217444085
2024-02-16,29.791235992144447
2024-02-17,21.14216747829606
2024-02-18,21.14216747829606
2024-02-19,24.02519031624552
2024-02-20,24.98619792889534
2024-02-21,24.98619792889534
2024-02-22,28.830228379494624
2024-02-23,24.98619792889534
2024-02-24,21.14216747829606
2024-02-25,22.10317509094588
2024-02-26,24.02519031624552
2024-02-27,24.98619792889534
2024-02-28,26.908213154194982
2024-02-29,24.02519031624552
2024-03-01,24.98619792889534
2024-03-02,18.259144640346594
2024-03-03,19.220152252996417
2024-03-04,25.947205541545163
2024-03-05,25.947205541545163
2024-03-06,28.830228379494624
2024-03-07,24.02519031624552
2024-03-08,29.791235992144447
2024-03-09,18.259144640346594
2024-03-10,18.259144640346594
2024-03-11,24.02519031624552
2024-03-12,24.02519031624552
2024-03-13,23.064182703595698
2024-03-14,24.98619792889534
2024-03-15,24.98619792889534
2024-03-16,20.181159865646237
2024-03-17,19.220152252996417
2024-03-18,24.98619792889534
2024-03-19,24.98619792889534
2024-03-20,24.02519031624552
2024-03-21,24.02519031624552
2024-03-22,28.830228379494624
2024-03-23,23.064182703595698
2024-03-24,21.14216747829606
2024-03-25,26.908213154194982
2024-03-26,37.47929689334301
2024-03-27,29.791235992144447
2024-03-28,25.947205541545163
2024-03-29,23.064182703595698
2024-03-30,19.220152252996417
2024-03-31,20.181159865646237
2024-04-01,24.02519031624552
2024-04-02,24.02519031624552
2024-04-03,24.02519031624552
2024-04-04,23.064182703595698
2024-04-05,26.908213154194982
2024-04-06,20.181159865646237
2024-04-07,20.181159865646237
2024-04-08,29.791235992144447
2024-04-09,23.064182703595698
2024-04-10,23.064182703595698
2024-04-11,26.908213154194982
2024-04-12,24.02519031624552
2024-04-13,27.869220766844805
2024-04-14,36.51828928069319
2024-04-15,32.674258830093905
2024-04-16,28.830228379494624
2024-04-17,26.908213154194982
2024-04-18,27.869220766844805
2024-04-19,36.51828928069319
2024-04-20,23.064182703595698
2024-04-21,21.14216747829606
2024-04-22,27.869220766844805
2024-04-23,27.869220766844805
2024-04-24,25.947205541545163
2024-04-25,28.830228379494624
2024-04-26,25.947205541545163
2024-04-27,22.10317509094588
2024-04-28,23.064182703595698
2024-04-29,28.830228379494624
2024-04-30,27.869220766844805
2024-05-01,25.947205541545163
2024-05-02,25.947205541545163
2024-05-03,24.98619792889534
2024-05-04,18.259144640346594
2024-05-05,19.220152252996417
2024-05-06,24.98619792889534
2024-05-07,26.908213154194982
2024-05-08,24.98619792889534
2024-05-09,24.98619792889534
2024-05-10,24.02519031624552
2024-05-11,19.220152252996417
2024-05-12,18.259144640346594
2024-05-13,26.908213154194982
2024-05-14,25.947205541545163
2024-05-15,24.98619792889534
2024-05-16,23.064182703595698
2024-05-17,26.908213154194982
2024-05-18,24.02519031624552
2024-05-19,26.908213154194982
2024-05-20,35.55728166804337
2024-05-21,27.869220766844805
2024-05-22,25.947205541545163
2024-05-23,24.02519031624552
2024-05-24,23.064182703595698
2024-05-25,18.259144640346594
2024-05-26,19.220152252996417
2024-05-27,19.220152252996417
2024-05-28,26.908213154194982
2024-05-29,30.752243604794266
2024-05-30,50.9334034704405
2024-05-31,37.47929689334301
2024-06-01,20.181159865646237
2024-06-02,21.14216747829606
2024-06-03,24.02519031624552
2024-06-04,24.98619792889534
2024-06-05,24.02519031624552
2024-06-06,23.064182703595698
2024-06-07,22.10317509094588
2024-06-08,19.220152252996417
2024-06-09,19.220152252996417
2024-06-10,23.064182703595698
2024-06-11,26.908213154194982
2024-06-12,23.064182703595698
2024-06-13,23.064182703595698
2024-06-14,21.14216747829606
2024-06-15,18.259144640346594
2024-06-16,18.259144640346594
2024-06-17,24.02519031624552
2024-06-18,23.064182703595698
2024-06-19,21.14216747829606
2024-06-20,24.02519031624552
2024-06-21,23.064182703595698
2024-06-22,19.220152252996417
2024-06-23,20.181159865646237
2024-06-24,24.98619792889534
2024-06-25,24.02519031624552
2024-06-26,25.947205541545163
2024-06-27,36.51828928069319
2024-06-28,96.10076126498208
2024-06-29,24.02519031624552
2024-06-30,22.10317509094588
2024-07-01,29.791235992144447
2024-07-02,25.947205541545163
2024-07-03,25.947205541545163
2024-07-04,24.02519031624552
2024-07-05,24.98619792889534
2024-07-06,23.064182703595698
2024-07-07,21.14216747829606
2024-07-08,25.947205541545163
2024-07-09,24.98619792889534
2024-07-10,24.02519031624552
2024-07-11,26.908213154194982
2024-07-12,32.674258830093905
2024-07-13,56.699449146339425
2024-07-14,87.45169275113369
2024-07-15,41.323327343942296
2024-07-16,33.63526644274373
2024-07-17,30.752243604794266
2024-07-18,33.63526644274373
2024-07-19,49.97239585779068
2024-07-20,28.830228379494624
2024-07-21,52.85541869574015
2024-07-22,42.28433495659212
2024-07-23,37.47929689334301
2024-07-24,34.59627405539355
2024-07-25,32.674258830093905
2024-07-26,30.752243604794266
2024-07-27,24.98619792889534
2024-07-28,25.947205541545163
2024-07-29,27.869220766844805
2024-07-30,28.830228379494624
2024-07-31,30.752243604794266
2024-08-01,29.791235992144447
2024-08-02,28.830228379494624
2024-08-03,24.98619792889534
2024-08-04,24.98619792889534
2024-08-05,34.59627405539355
2024-08-06,37.47929689334301
2024-08-07,30.752243604794266
2024-08-08,29.791235992144447
2024-08-09,30.752243604794266
2024-08-10,23.064182703595698
2024-08-11,23.064182703595698
2024-08-12,29.791235992144447
2024-08-13,28.830228379494624
2024-08-14,27.869220766844805
2024-08-15,27.869220766844805
2024-08-16,26.908213154194982
2024-08-17,24.02519031624552
2024-08-18,21.14216747829606
2024-08-19,29.310732185819536
2024-08-20,32.674258830093905
2024-08-21,28.830228379494624
2024-08-22,28.830228379494624
2024-08-23,32.674258830093905
2024-08-24,23.064182703595698
2024-08-25,23.54468650992061
2024-08-26,26.908213154194982
2024-08-27,25.46670173522025
2024-08-28,27.388716960519893
2024-08-29,32.674258830093905
2024-08-30,43.24534256924194
2024-08-31,21.14216747829606
2024-09-01,21.14216747829606
2024-09-02,21.62267128462097
2024-09-03,26.908213154194982
2024-09-04,33.154762636418816
2024-09-05,29.310732185819536
2024-09-06,26.908213154194982
2024-09-07,20.661663671971148
2024-09-08,20.661663671971148
2024-09-09,24.98619792889534
2024-09-10,26.908213154194982
2024-09-11,52.37491488941524
2024-09-12,28.830228379494624
2024-09-13,26.908213154194982
2024-09-14,20.661663671971148
2024-09-15,28.830228379494624
2024-09-16,32.674258830093905
2024-09-17,28.830228379494624
2024-09-18,28.830228379494624
2024-09-19,28.830228379494624
2024-09-20,26.908213154194982
2024-09-21,19.220152252996417
2024-09-22,21.14216747829606
2024-09-23,26.908213154194982
