Time,rangers_game
2025-05-10,4.765714285714287
2025-05-11,7.200000000000001
2025-05-12,5.477142857142858
2025-05-13,6.38857142857143
2025-05-14,6.997142857142857
2025-05-15,8.22857142857143
2025-05-16,9.874285714285715
2025-05-17,16.868571428571432
2025-05-18,20.571428571428573
2025-05-19,4.114285714285715
2025-05-20,3.4971428571428573
2025-05-21,5.142857142857143
2025-05-22,6.994285714285715
2025-05-23,4.114285714285715
2025-05-24,6.994285714285715
2025-05-25,6.582857142857144
2025-05-26,8.845714285714287
2025-05-27,5.142857142857143
2025-05-28,6.788571428571429
2025-05-29,5.348571428571429
2025-05-30,5.965714285714286
2025-05-31,10.491428571428573
2025-06-01,12.137142857142859
2025-06-02,3.4971428571428573
2025-06-03,3.7028571428571433
2025-06-04,4.525714285714287
2025-06-05,4.525714285714287
2025-06-06,5.348571428571429
2025-06-07,5.348571428571429
2025-06-08,5.760000000000001
2025-06-09,3.0857142857142863
2025-06-10,3.9085714285714293
2025-06-11,4.525714285714287
2025-06-12,6.377142857142858
2025-06-13,5.760000000000001
2025-06-14,14.194285714285716
2025-06-15,12.96
2025-06-16,4.32
2025-06-17,5.348571428571429
2025-06-18,7.200000000000001
2025-06-19,8.64
2025-06-20,4.731428571428572
2025-06-21,6.582857142857144
2025-06-22,5.554285714285715
2025-06-23,3.4971428571428573
2025-06-24,4.32
2025-06-25,5.142857142857143
2025-06-26,4.32
2025-06-27,5.142857142857143
2025-06-28,14.811428571428573
2025-06-29,11.10857142857143
2025-06-30,5.142857142857143
2025-07-01,9.462857142857144
2025-07-02,7.611428571428572
2025-07-03,4.731428571428572
2025-07-04,6.171428571428573
2025-07-05,6.377142857142858
2025-07-06,8.64
2025-07-07,7.611428571428572
2025-07-08,5.142857142857143
2025-07-09,5.348571428571429
2025-07-10,5.554285714285715
2025-07-11,6.582857142857144
2025-07-12,9.668571428571429
2025-07-13,11.520000000000001
2025-07-14,4.937142857142858
2025-07-15,3.7028571428571433
2025-07-16,4.937142857142858
2025-07-17,3.7028571428571433
2025-07-18,5.554285714285715
2025-07-19,12.137142857142859
2025-07-20,13.165714285714287
2025-07-21,9.668571428571429
2025-07-22,8.64
2025-07-23,8.434285714285716
2025-07-24,6.582857142857144
2025-07-25,5.965714285714286
2025-07-26,11.725714285714288
2025-07-27,15.222857142857144
2025-07-28,4.937142857142858
2025-07-29,6.582857142857144
2025-07-30,11.10857142857143
2025-07-31,10.902857142857144
2025-08-01,8.434285714285716
2025-08-02,11.314285714285715
2025-08-03,7.8171428571428585
2025-08-04,6.171428571428573
2025-08-05,11.10857142857143
2025-08-06,17.691428571428574
2025-08-07,5.554285714285715
2025-08-08,5.760000000000001
2025-08-09,13.98857142857143
2025-08-10,16.251428571428573
2025-08-11,5.760000000000001
2025-08-12,8.434285714285716
2025-08-13,10.080000000000002
2025-08-14,4.114285714285715
2025-08-15,5.760000000000001
2025-08-16,9.668571428571429
2025-08-17,6.377142857142858
2025-08-18,4.525714285714287
2025-08-19,4.525714285714287
2025-08-20,4.937142857142858
2025-08-21,6.377142857142858
2025-08-22,5.554285714285715
2025-08-23,10.285714285714286
2025-08-24,10.697142857142858
2025-08-25,4.525714285714287
2025-08-26,5.554285714285715
2025-08-27,5.965714285714286
2025-08-28,6.994285714285715
2025-08-29,3.9085714285714293
2025-08-30,6.377142857142858
2025-08-31,9.257142857142858
2025-09-01,4.937142857142858
2025-09-02,5.760000000000001
2025-09-03,7.8171428571428585
2025-09-04,4.937142857142858
2025-09-05,5.348571428571429
2025-09-06,15.42857142857143
2025-09-07,16.045714285714286
2025-09-08,6.582857142857144
2025-09-09,7.405714285714287
2025-09-10,12.137142857142859
2025-09-11,5.554285714285715
2025-09-12,6.171428571428573
2025-09-13,13.782857142857145
2025-09-14,11.520000000000001
2025-09-15,4.937142857142858
2025-09-16,8.022857142857143
2025-09-17,7.611428571428572
2025-09-18,6.377142857142858
2025-09-19,5.554285714285715
2025-09-20,13.165714285714287
2025-09-21,13.165714285714287
2025-09-22,4.525714285714287
2025-09-23,5.554285714285715
2025-09-24,7.611428571428572
2025-09-25,9.257142857142858
2025-09-26,4.731428571428572
2025-09-27,6.582857142857144
2025-09-28,7.8171428571428585
2025-09-29,2.8800000000000003
2025-09-30,2.468571428571429
2025-10-01,1.645714285714286
2025-10-02,3.291428571428572
2025-10-03,3.4971428571428573
2025-10-04,3.0857142857142863
2025-10-05,2.0571428571428574
2025-10-06,2.0571428571428574
2025-10-07,7.8171428571428585
2025-10-08,8.022857142857143
2025-10-09,3.7028571428571433
2025-10-10,3.9085714285714293
2025-10-11,4.525714285714287
2025-10-12,8.22857142857143
2025-10-13,4.32
2025-10-14,4.525714285714287
2025-10-15,4.32
2025-10-16,3.291428571428572
2025-10-17,3.7028571428571433
2025-10-18,3.7028571428571433
2025-10-19,3.9085714285714293
2025-10-20,3.4971428571428573
2025-10-21,3.9085714285714293
2025-10-22,1.645714285714286
2025-10-23,4.114285714285715
2025-10-24,4.114285714285715
2025-10-25,2.8800000000000003
2025-10-26,2.8800000000000003
2025-10-27,2.6742857142857144
2025-10-28,2.8800000000000003
2025-10-29,3.7028571428571433
2025-10-30,2.6742857142857144
2025-10-31,3.7028571428571433
2025-11-01,3.7028571428571433
2025-11-02,6.377142857142858
2025-11-03,2.6742857142857144
2025-11-04,3.4971428571428573
2025-11-05,4.731428571428572
2025-11-06,1.8514285714285716
2025-11-07,2.6742857142857144
2025-11-08,6.788571428571429
2025-11-09,5.142857142857143
2025-11-10,3.0857142857142863
2025-11-11,3.9085714285714293
2025-11-12,2.468571428571429
2025-11-13,4.937142857142858
2025-11-14,1.8514285714285716
2025-11-15,3.0857142857142863
2025-11-16,5.348571428571429
2025-11-17,3.4971428571428573
2025-11-18,2.6742857142857144
2025-11-19,3.291428571428572
2025-11-20,2.468571428571429
2025-11-21,3.4971428571428573
2025-11-22,3.0857142857142863
2025-11-23,3.291428571428572
2025-11-24,3.4971428571428573
2025-11-25,4.731428571428572
2025-11-26,2.6742857142857144
2025-11-27,3.9085714285714293
2025-11-28,5.142857142857143
2025-11-29,7.405714285714287
2025-11-30,3.7028571428571433
2025-12-01,2.0571428571428574
2025-12-02,3.0857142857142863
2025-12-03,5.760000000000001
2025-12-04,2.6742857142857144
2025-12-05,4.114285714285715
2025-12-06,6.582857142857144
2025-12-07,4.114285714285715
2025-12-08,4.731428571428572
2025-12-09,2.0571428571428574
2025-12-10,3.0857142857142863
2025-12-11,4.493270611537509
2025-12-12,2.494954196583313
2025-12-13,3.4941124040604112
2025-12-14,5.989066600643724
2025-12-15,4.09360732854667
2025-12-16,5.589403317652885
2025-12-17,3.8937756870512508
2025-12-18,2.6947858380787326
2025-12-19,3.4941124040604112
2025-12-20,8.883684080217876
2025-12-21,4.09360732854667
2025-12-22,3.094449121069572
2025-12-23,2.494954196583313
2025-12-24,4.09360732854667
2025-12-25,2.1981480564496163
2025-12-26,2.9974746224312954
2025-12-27,5.189740034662046
2025-12-28,4.989908393166626
2025-12-29,2.597811339440456
2025-12-30,4.09360732854667
2025-12-31,4.892933894528349
2026-01-01,2.494954196583313
2026-01-02,4.693102253032929
2026-01-03,12.577628125773707
2026-01-04,3.2942807625649917
2026-01-05,3.094449121069572
2026-01-06,5.389571676157465
2026-01-07,2.494954196583313
2026-01-08,3.6939440455558312
2026-01-09,5.989066600643724
2026-01-10,6.98216390195593
2026-01-11,4.072928942807626
2026-01-12,3.6850309482545187
2026-01-13,5.430571923743502
2026-01-14,3.6850309482545187
2026-01-15,5.042673929190395
2026-01-16,1.7455409754889826
2026-01-17,4.460826937360733
2026-01-18,2.715285961871751
2026-01-19,3.2971329537014116
2026-01-20,3.8789799455310723
2026-01-21,3.6850309482545187
2026-01-22,2.5213369645951973
2026-01-23,2.9092349591483044
2026-01-24,4.266877940084179
2026-01-25,3.491081950977965
2026-01-26,4.848724931913841
2026-01-27,6.012418915573162
2026-01-28,3.491081950977965
2026-01-29,5.430571923743502
2026-01-30,4.848724931913841
2026-01-31,5.042673929190395
2026-02-01,3.2971329537014116
2026-02-02,2.5213369645951973
2026-02-03,2.5213369645951973
2026-02-04,2.1334389700420897
2026-02-05,3.491081950977965
2026-02-06,3.8789799455310723
2026-02-07,1.551591978212429
2026-02-08,2.5213369645951973
2026-02-09,1.7455409754889826
2026-02-10,1.551591978212429
2026-02-11,1.551591978212429
2026-02-12,2.1334389700420897
2026-02-13,1.551591978212429
2026-02-14,1.7455409754889826
2026-02-15,2.1334389700420897
2026-02-16,1.9394899727655361
2026-02-17,1.9394899727655361
2026-02-18,1.9394899727655361
2026-02-19,1.7455409754889826
2026-02-20,3.491081950977965
2026-02-21,2.5213369645951973
2026-02-22,3.103183956424858
2026-02-23,2.5213369645951973
2026-02-24,2.9092349591483044
2026-02-25,2.3273879673186437
2026-02-26,4.266877940084179
2026-02-27,7.176112899232484
2026-02-28,8.339806882891805
2026-03-01,4.266877940084179
2026-03-02,4.6547759346372874
2026-03-03,7.370061896509037
2026-03-04,2.9092349591483044
2026-03-05,5.818469918296609
2026-03-06,7.176112899232484
2026-03-07,7.176112899232484
2026-03-08,5.236622926466948
2026-03-09,4.848724931913841
2026-03-10,5.236622926466948
2026-03-11,4.266877940084179
2026-03-12,3.2971329537014116
2026-03-13,4.460826937360733
2026-03-14,4.6547759346372874
2026-03-15,3.8789799455310723
2026-03-16,5.818469918296609
2026-03-17,5.042673929190395
2026-03-18,5.430571923743502
2026-03-19,6.40031691012627
2026-03-20,4.266877940084179
2026-03-21,4.6547759346372874
2026-03-22,6.40031691012627
2026-03-23,6.594265907402823
2026-03-24,6.206367912849716
2026-03-25,5.042673929190395
2026-03-26,14.158276801188414
2026-03-27,8.533755880168359
2026-03-28,11.055092844763557
2026-03-29,13.96432780391186
2026-03-30,6.788214904679377
2026-03-31,9.11560287199802
2026-04-01,10.279296855657343
2026-04-02,6.40031691012627
2026-04-03,16.291715771230503
2026-04-04,16.873562763060164
2026-04-05,19.394899727655364
2026-04-06,10.66719485021045
2026-04-07,8.921653874721466
2026-04-08,13.770378806635307
2026-04-09,7.370061896509037
2026-04-10,5.624520921020055
2026-04-11,12.606684822975986
2026-04-12,11.636939836593218
2026-04-13,5.236622926466948
2026-04-14,8.727704877444912
2026-04-15,8.145857885615252
2026-04-16,9.11560287199802
2026-04-17,4.072928942807626
2026-04-18,8.145857885615252
2026-04-19,9.11560287199802
2026-04-20,3.6850309482545187
2026-04-21,5.042673929190395
2026-04-22,8.921653874721466
2026-04-23,10.279296855657343
2026-04-24,10.08534785838079
2026-04-25,11.830888833869771
2026-04-26,15.321970784847736
2026-04-27,6.98216390195593
2026-04-28,11.055092844763557
2026-04-29,13.3824808120822
2026-04-30,4.460826937360733
2026-05-01,5.624520921020055
2026-05-02,8.145857885615252
2026-05-03,10.08534785838079
2026-05-04,6.40031691012627
2026-05-05,5.624520921020055
2026-05-06,5.818469918296609
2026-05-07,7.951908888338699
2026-05-08,6.40031691012627
2026-05-09,12.412735825699432
2026-05-10,12.994582817529093
2026-05-11,5.430571923743502
2026-05-12,6.98216390195593
2026-05-13,6.594265907402823
2026-05-14,7.176112899232484
2026-05-15,4.460826937360733
2026-05-16,8.339806882891805
2026-05-17,7.176112899232484
2026-05-18,3.6850309482545187
2026-05-19,5.430571923743502
2026-05-20,6.206367912849716
2026-05-21,3.2971329537014116
2026-05-22,4.848724931913841
2026-05-23,8.145857885615252
2026-05-24,10.473245852933896
2026-05-25,11.830888833869771
2026-05-26,7.757959891062145
2026-05-27,9.503500866551128
2026-05-28,11.24904184204011
2026-05-29,11.24904184204011
2026-05-30,13.188531814805646
2026-05-31,11.055092844763557
