Time,raiders
2024-08-29,3.6955829637280515
2024-08-30,3.079652469773376
2024-08-31,3.6955829637280515
2024-09-01,4.927443951637402
2024-09-02,4.0035482107053895
2024-09-03,3.6955829637280515
2024-09-04,3.6955829637280515
2024-09-05,4.311513457682727
2024-09-06,4.311513457682727
2024-09-07,4.927443951637402
2024-09-08,35.108038155416494
2024-09-09,12.318609879093504
2024-09-10,4.6194787046600645
2024-09-11,3.3876177167507135
2024-09-12,3.6955829637280515
2024-09-13,3.6955829637280515
2024-09-14,4.311513457682727
2024-09-15,37.571760131235195
2024-09-16,9.854887903274804
2024-09-17,4.311513457682727
2024-09-18,4.311513457682727
2024-09-19,3.6955829637280515
2024-09-20,4.311513457682727
2024-09-21,4.927443951637402
2024-09-22,40.035482107053895
2024-09-23,11.702679385138829
2024-09-24,3.6955829637280515
2024-09-25,3.6955829637280515
2024-09-26,3.079652469773376
2024-09-27,3.6955829637280515
2024-09-28,4.311513457682727
2024-09-29,30.796524697733762
2024-09-30,10.470818397229479
2024-10-01,4.311513457682727
2024-10-02,4.311513457682727
2024-10-03,4.311513457682727
2024-10-04,4.311513457682727
2024-10-05,4.311513457682727
2024-10-06,32.64431617959779
2024-10-07,9.854887903274804
2024-10-08,3.6955829637280515
2024-10-09,3.6955829637280515
2024-10-10,3.079652469773376
2024-10-11,3.6955829637280515
2024-10-12,4.311513457682727
2024-10-13,35.723968649371166
2024-10-14,11.702679385138829
2024-10-15,6.159304939546752
2024-10-16,5.543374445592077
2024-10-17,4.927443951637402
2024-10-18,4.311513457682727
2024-10-19,3.6955829637280515
2024-10-20,23.405358770277658
2024-10-21,8.007096421410779
2024-10-22,3.6955829637280515
2024-10-23,3.079652469773376
2024-10-24,3.079652469773376
2024-10-25,3.6955829637280515
2024-10-26,3.6955829637280515
2024-10-27,33.87617716750714
2024-10-28,11.702679385138829
2024-10-29,3.079652469773376
2024-10-30,2.463721975818701
2024-10-31,2.463721975818701
2024-11-01,2.463721975818701
2024-11-02,3.079652469773376
2024-11-03,18.477914818640258
2024-11-04,6.159304939546752
2024-11-05,3.079652469773376
2024-11-06,1.8477914818640258
2024-11-07,1.8477914818640258
2024-11-08,2.463721975818701
2024-11-09,2.463721975818701
2024-11-10,5.543374445592077
2024-11-11,3.6955829637280515
2024-11-12,2.463721975818701
2024-11-13,2.463721975818701
2024-11-14,2.463721975818701
2024-11-15,2.463721975818701
2024-11-16,2.463721975818701
2024-11-17,15.398262348866881
2024-11-18,4.311513457682727
2024-11-19,2.463721975818701
2024-11-20,2.463721975818701
2024-11-21,2.463721975818701
2024-11-22,3.079652469773376
2024-11-23,3.079652469773376
2024-11-24,16.630123336776233
2024-11-25,11.086748891184154
2024-11-26,3.6955829637280515
2024-11-27,3.079652469773376
2024-11-28,5.543374445592077
2024-11-29,61.593049395467524
2024-11-30,20.325706300504283
2024-12-01,5.543374445592077
2024-12-02,3.6955829637280515
2024-12-03,3.079652469773376
2024-12-04,2.463721975818701
2024-12-05,2.463721975818701
2024-12-06,2.463721975818701
2024-12-07,3.079652469773376
2024-12-08,16.014192842821558
2024-12-09,4.311513457682727
2024-12-10,3.079652469773376
2024-12-11,2.463721975818701
2024-12-12,2.463721975818701
2024-12-13,3.079652469773376
2024-12-14,2.463721975818701
2024-12-15,5.543374445592077
2024-12-16,7.391165927456103
2024-12-17,24.021289264232333
2024-12-18,3.079652469773376
2024-12-19,2.463721975818701
2024-12-20,3.079652469773376
2024-12-21,3.079652469773376
2024-12-22,11.702679385138829
2024-12-23,10.470818397229479
2024-12-24,3.079652469773376
2024-12-25,3.6955829637280515
2024-12-26,2.463721975818701
2024-12-27,3.079652469773376
2024-12-28,3.079652469773376
2024-12-29,16.630123336776233
2024-12-30,4.311513457682727
2024-12-31,2.463721975818701
2025-01-01,2.463721975818701
2025-01-02,1.8477914818640258
2025-01-03,2.463721975818701
2025-01-04,2.463721975818701
2025-01-05,12.318609879093504
2025-01-06,8.623026915365454
2025-01-07,3.6955829637280515
2025-01-08,3.6955829637280515
2025-01-09,3.079652469773376
2025-01-10,3.079652469773376
2025-01-11,3.079652469773376
2025-01-12,4.311513457682727
2025-01-13,3.079652469773376
2025-01-14,2.463721975818701
2025-01-15,2.463721975818701
2025-01-16,2.463721975818701
2025-01-17,2.463721975818701
2025-01-18,2.463721975818701
2025-01-19,4.311513457682727
2025-01-20,3.079652469773376
2025-01-21,3.079652469773376
2025-01-22,3.079652469773376
2025-01-23,2.463721975818701
2025-01-24,5.543374445592077
2025-01-25,3.6955829637280515
2025-01-26,3.6955829637280515
2025-01-27,3.079652469773376
2025-01-28,3.079652469773376
2025-01-29,2.463721975818701
2025-01-30,2.463721975818701
2025-01-31,2.463721975818701
2025-02-01,1.8477914818640258
2025-02-02,2.463721975818701
2025-02-03,2.463721975818701
2025-02-04,1.8477914818640258
2025-02-05,1.8477914818640258
2025-02-06,2.463721975818701
2025-02-07,2.463721975818701
2025-02-08,1.8477914818640258
2025-02-09,3.079652469773376
2025-02-10,3.079652469773376
2025-02-11,1.8477914818640258
2025-02-12,1.8477914818640258
2025-02-13,1.8477914818640258
2025-02-14,1.8477914818640258
2025-02-15,1.8477914818640258
2025-02-16,1.8477914818640258
2025-02-17,1.8477914818640258
2025-02-18,1.8477914818640258
2025-02-19,1.8477914818640258
2025-02-20,1.8477914818640258
2025-02-21,1.8477914818640258
2025-02-22,1.8477914818640258
2025-02-23,1.8477914818640258
2025-02-24,1.8477914818640258
2025-02-25,1.8477914818640258
2025-02-26,1.8477914818640258
2025-02-27,1.8477914818640258
2025-02-28,1.8477914818640258
2025-03-01,1.8477914818640258
2025-03-02,1.8477914818640258
2025-03-03,1.8477914818640258
2025-03-04,1.8477914818640258
2025-03-05,2.463721975818701
2025-03-06,2.463721975818701
2025-03-07,1.8477914818640258
2025-03-08,4.927443951637402
2025-03-09,3.079652469773376
2025-03-10,3.6955829637280515
2025-03-11,3.6955829637280515
2025-03-12,3.079652469773376
2025-03-13,3.079652469773376
2025-03-14,3.079652469773376
2025-03-15,2.463721975818701
2025-03-16,2.463721975818701
2025-03-17,1.8477914818640258
2025-03-18,1.8477914818640258
2025-03-19,2.463721975818701
2025-03-20,1.8477914818640258
2025-03-21,1.8477914818640258
2025-03-22,1.8477914818640258
2025-03-23,1.8477914818640258
2025-03-24,1.8477914818640258
2025-03-25,1.8477914818640258
2025-03-26,1.8477914818640258
2025-03-27,1.8477914818640258
2025-03-28,2.463721975818701
2025-03-29,2.463721975818701
2025-03-30,2.463721975818701
2025-03-31,1.8477914818640258
2025-04-01,1.8477914818640258
2025-04-02,1.8477914818640258
2025-04-03,1.8477914818640258
2025-04-04,1.8477914818640258
2025-04-05,1.8477914818640258
2025-04-06,1.8477914818640258
2025-04-07,1.8477914818640258
2025-04-08,1.8477914818640258
2025-04-09,1.8477914818640258
2025-04-10,1.2318609879093505
2025-04-11,1.8477914818640258
2025-04-12,1.8477914818640258
2025-04-13,1.8477914818640258
2025-04-14,1.2318609879093505
2025-04-15,1.7861984324685583
2025-04-16,1.7861984324685583
2025-04-17,1.7861984324685583
2025-04-18,1.7861984324685583
2025-04-19,1.7861984324685583
2025-04-20,2.5253150252141685
2025-04-21,1.7861984324685583
2025-04-22,1.7861984324685583
2025-04-23,1.7861984324685583
2025-04-24,2.833280272191506
2025-04-25,10.409225347834012
2025-04-26,12.934540373048181
2025-04-27,4.311513457682727
2025-04-28,3.2644316179597785
2025-04-29,2.833280272191506
2025-04-30,4.311513457682727
2025-05-01,4.311513457682727
2025-05-02,4.311513457682727
2025-05-03,4.311513457682727
2025-05-04,4.311513457682727
2025-05-05,3.2644316179597785
2025-05-06,2.5253150252141685
2025-05-07,2.5253150252141685
2025-05-08,2.5253150252141685
2025-05-09,2.5253150252141685
2025-05-10,2.833280272191506
2025-05-11,2.5253150252141685
2025-05-12,2.5253150252141685
2025-05-13,2.5253150252141685
2025-05-14,3.2644316179597785
2025-05-15,5.173816149219272
2025-05-16,2.586908074609636
2025-05-17,2.586908074609636
2025-05-18,2.586908074609636
2025-05-19,2.586908074609636
2025-05-20,2.586908074609636
2025-05-21,1.7246053830730907
2025-05-22,1.7246053830730907
2025-05-23,1.7246053830730907
2025-05-24,1.7246053830730907
2025-05-25,1.7246053830730907
2025-05-26,1.7246053830730907
2025-05-27,1.7246053830730907
2025-05-28,1.7246053830730907
2025-05-29,1.7246053830730907
2025-05-30,1.7246053830730907
2025-05-31,1.7246053830730907
2025-06-01,2.586908074609636
2025-06-02,1.7246053830730907
2025-06-03,1.7246053830730907
2025-06-04,1.7246053830730907
2025-06-05,2.586908074609636
2025-06-06,3.4492107661461815
2025-06-07,2.586908074609636
2025-06-08,1.7246053830730907
2025-06-09,1.7246053830730907
2025-06-10,2.586908074609636
2025-06-11,1.7246053830730907
2025-06-12,1.7246053830730907
2025-06-13,1.7246053830730907
2025-06-14,1.7246053830730907
2025-06-15,1.7246053830730907
2025-06-16,1.7246053830730907
2025-06-17,1.7246053830730907
2025-06-18,1.7246053830730907
2025-06-19,1.7246053830730907
2025-06-20,1.7246053830730907
2025-06-21,1.7246053830730907
2025-06-22,1.7246053830730907
2025-06-23,1.7246053830730907
2025-06-24,2.586908074609636
2025-06-25,8.623026915365454
2025-06-26,7.760724223828908
2025-06-27,1.7246053830730907
2025-06-28,1.7246053830730907
2025-06-29,1.7246053830730907
2025-06-30,1.7246053830730907
2025-07-01,1.7246053830730907
2025-07-02,1.7246053830730907
2025-07-03,1.7246053830730907
2025-07-04,1.7246053830730907
2025-07-05,1.7246053830730907
2025-07-06,1.7246053830730907
2025-07-07,1.7246053830730907
2025-07-08,9.485329606901999
2025-07-09,9.485329606901999
2025-07-10,6.898421532292363
2025-07-11,7.760724223828908
2025-07-12,9.485329606901999
2025-07-13,9.485329606901999
2025-07-14,5.173816149219272
2025-07-15,2.586908074609636
2025-07-16,4.311513457682727
2025-07-17,1.7246053830730907
2025-07-18,1.7246053830730907
2025-07-19,2.586908074609636
2025-07-20,6.036118840755818
2025-07-21,4.311513457682727
2025-07-22,3.4492107661461815
2025-07-23,3.4492107661461815
2025-07-24,4.311513457682727
2025-07-25,4.311513457682727
2025-07-26,5.173816149219272
2025-07-27,4.311513457682727
2025-07-28,3.4492107661461815
2025-07-29,2.586908074609636
2025-07-30,2.586908074609636
2025-07-31,2.586908074609636
2025-08-01,3.4492107661461815
2025-08-02,3.4492107661461815
2025-08-03,3.4492107661461815
2025-08-04,2.586908074609636
2025-08-05,3.4492107661461815
2025-08-06,3.4492107661461815
2025-08-07,5.173816149219272
2025-08-08,18.970659213803998
2025-08-09,4.311513457682727
2025-08-10,4.311513457682727
2025-08-11,3.4492107661461815
2025-08-12,2.586908074609636
2025-08-13,2.586908074609636
2025-08-14,2.586908074609636
2025-08-15,3.4492107661461815
2025-08-16,17.246053830730908
2025-08-17,7.760724223828908
2025-08-18,3.4492107661461815
2025-08-19,3.4492107661461815
2025-08-20,2.586908074609636
2025-08-21,3.4492107661461815
2025-08-22,3.4492107661461815
2025-08-23,4.311513457682727
2025-08-24,11.209934989975089
2025-08-25,5.173816149219272
2025-08-26,5.173816149219272
2025-08-27,4.311513457682727
2025-08-28,3.4492107661461815
2025-08-29,3.4492107661461815
2025-08-30,3.4492107661461815
2025-08-31,4.311513457682727
2025-09-01,4.311513457682727
2025-09-02,3.4492107661461815
2025-09-03,4.311513457682727
2025-09-04,5.173816149219272
2025-09-05,5.173816149219272
2025-09-06,5.173816149219272
2025-09-07,38.803621119144545
2025-09-08,9.485329606901999
2025-09-09,5.173816149219272
2025-09-10,4.311513457682727
2025-09-11,3.4492107661461815
2025-09-12,3.4492107661461815
2025-09-13,4.311513457682727
2025-09-14,10.347632298438544
2025-09-15,13.796843064584726
2025-09-16,62.085793790631264
2025-09-17,4.311513457682727
2025-09-18,3.4492107661461815
2025-09-19,3.4492107661461815
2025-09-20,4.311513457682727
2025-09-21,31.042896895315632
2025-09-22,6.898421532292363
2025-09-23,4.311513457682727
2025-09-24,4.311513457682727
2025-09-25,3.4492107661461815
2025-09-26,4.311513457682727
2025-09-27,4.311513457682727
2025-09-28,41.390529193754176
2025-09-29,10.347632298438544
2025-09-30,4.311513457682727
2025-10-01,3.4492107661461815
2025-10-02,3.4492107661461815
2025-10-03,4.311513457682727
2025-10-04,4.311513457682727
2025-10-05,25.006778054559817
2025-10-06,6.036118840755818
2025-10-07,4.311513457682727
2025-10-08,3.4492107661461815
2025-10-09,3.4492107661461815
2025-10-10,3.4492107661461815
2025-10-11,3.4492107661461815
2025-10-12,29.318291512242542
2025-10-13,8.623026915365454
2025-10-14,4.311513457682727
2025-10-15,4.311513457682727
2025-10-16,4.311513457682727
2025-10-17,11.209934989975089
2025-10-18,12.072237681511636
2025-10-19,53.462766875265814
2025-10-20,11.209934989975089
2025-10-21,5.173816149219272
2025-10-22,4.311513457682727
2025-10-23,3.4492107661461815
2025-10-24,3.4492107661461815
2025-10-25,3.4492107661461815
2025-10-26,6.898421532292363
2025-10-27,5.173816149219272
2025-10-28,4.311513457682727
2025-10-29,5.173816149219272
2025-10-30,12.934540373048181
2025-10-31,14.659145756121271
2025-11-01,17.246053830730908
2025-11-02,43.115134576827266
2025-11-03,32.767502278388726
2025-11-04,20.695264596877088
2025-11-05,18.970659213803998
2025-11-06,26.731383437632907
2025-11-07,72.43342608906981
2025-11-08,26.731383437632907
2025-11-09,28.455988820705997
2025-11-10,20.695264596877088
2025-11-11,21.557567288413633
2025-11-12,19.832961905340543
2025-11-13,19.832961905340543
2025-11-14,18.970659213803998
2025-11-15,23.282172671486727
2025-11-16,25.869080746096362
2025-11-17,26.731383437632907
2025-11-18,86.23026915365453
2025-11-19,19.832961905340543
2025-11-20,21.557567288413633
2025-11-21,18.108356522267453
2025-11-22,20.695264596877088
2025-11-23,53.462766875265814
2025-11-24,33.62980496992527
2025-11-25,17.246053830730908
2025-11-26,17.246053830730908
2025-11-27,18.970659213803998
2025-11-28,18.108356522267453
2025-11-29,18.108356522267453
2025-11-30,36.216713044534906
2025-12-01,22.419869979950178
2025-12-02,13.796843064584726
2025-12-03,12.934540373048181
2025-12-04,12.934540373048181
2025-12-05,12.934540373048181
2025-12-06,18.970659213803998
2025-12-07,40.528226502217635
2025-12-08,20.695264596877088
2025-12-09,12.934540373048181
2025-12-10,12.934540373048181
2025-12-11,12.844048649688064
2025-12-12,13.080225629805248
2025-12-13,15.554564567695987
2025-12-14,47.33102202897342
2025-12-15,18.265080485703912
2025-12-16,16.221892893581444
2025-12-17,15.79074154781317
2025-12-18,14.651059261693346
2025-12-19,14.651059261693346
2025-12-20,16.694246853815812
2025-12-21,32.01263444139461
2025-12-22,25.92427427949331
2025-12-23,15.318387587578803
2025-12-24,16.221892893581444
2025-12-25,25.02076897349067
2025-12-26,17.125398199584083
2025-12-27,19.835914117592008
2025-12-28,41.478838847189294
2025-12-29,26.591602605378768
2025-12-30,17.36157517970127
2025-12-31,16.694246853815812
2026-01-01,18.265080485703912
2026-01-02,18.028903505586726
2026-01-03,18.93240881158937
2026-01-04,42.14616717307476
2026-01-05,34.48697337928536
2026-01-06,19.16858579170655
2026-01-07,16.458069873698626
2026-01-08,15.318387587578803
2026-01-09,14.651059261693346
2026-01-10,19.838866329843473
2026-01-11,20.31122029007784
2026-01-12,15.587680687734158
2026-01-13,15.11532672749979
2026-01-14,13.225910886562316
2026-01-15,13.225910886562316
2026-01-16,14.170618807031053
2026-01-17,17.004742568437262
2026-01-18,18.894158409374736
2026-01-19,17.004742568437262
2026-01-20,16.532388608202893
2026-01-21,14.170618807031053
2026-01-22,12.281202966093579
2026-01-23,13.225910886562316
2026-01-24,17.004742568437262
2026-01-25,17.949450488906
2026-01-26,16.060034647968525
2026-01-27,17.004742568437262
2026-01-28,16.060034647968525
2026-01-29,13.225910886562316
2026-01-30,13.698264846796684
2026-01-31,16.060034647968525
2026-02-01,17.47709652867163
2026-02-02,13.225910886562316
2026-02-03,13.698264846796684
2026-02-04,11.336495045624842
2026-02-05,9.919433164921736
2026-02-06,11.336495045624842
2026-02-07,13.225910886562316
2026-02-08,14.170618807031053
2026-02-09,11.80884900585921
2026-02-10,13.225910886562316
2026-02-11,10.864141085390473
2026-02-12,8.974725244453
2026-02-13,9.447079204687368
2026-02-14,11.336495045624842
2026-02-15,11.80884900585921
2026-02-16,10.864141085390473
2026-02-17,9.447079204687368
2026-02-18,8.974725244453
2026-02-19,8.502371284218631
2026-02-20,8.502371284218631
2026-02-21,10.391787125156105
2026-02-22,10.391787125156105
2026-02-23,9.919433164921736
2026-02-24,12.753556926327947
2026-02-25,10.864141085390473
2026-02-26,8.974725244453
2026-02-27,8.502371284218631
2026-02-28,9.919433164921736
2026-03-01,9.919433164921736
2026-03-02,9.447079204687368
2026-03-03,9.447079204687368
2026-03-04,8.502371284218631
2026-03-05,8.974725244453
2026-03-06,8.502371284218631
2026-03-07,13.698264846796684
2026-03-08,10.391787125156105
2026-03-09,11.336495045624842
2026-03-10,11.80884900585921
2026-03-11,13.225910886562316
2026-03-12,9.447079204687368
2026-03-13,8.030017323984262
2026-03-14,8.974725244453
2026-03-15,8.974725244453
2026-03-16,6.612955443281158
2026-03-17,7.557663363749895
2026-03-18,6.140601483046789
2026-03-19,5.668247522812421
2026-03-20,6.140601483046789
2026-03-21,6.612955443281158
2026-03-22,6.612955443281158
2026-03-23,5.1958935625780525
2026-03-24,4.723539602343684
2026-03-25,4.723539602343684
2026-03-26,5.1958935625780525
2026-03-27,5.1958935625780525
2026-03-28,5.1958935625780525
2026-03-29,5.668247522812421
2026-03-30,5.668247522812421
2026-03-31,7.085309403515526
2026-04-01,7.085309403515526
2026-04-02,8.030017323984262
2026-04-03,6.612955443281158
2026-04-04,6.612955443281158
2026-04-05,6.612955443281158
2026-04-06,5.1958935625780525
2026-04-07,4.2511856421093155
2026-04-08,4.723539602343684
2026-04-09,4.2511856421093155
2026-04-10,4.2511856421093155
2026-04-11,5.668247522812421
2026-04-12,5.1958935625780525
2026-04-13,4.2511856421093155
2026-04-14,4.2511856421093155
2026-04-15,4.2511856421093155
2026-04-16,4.2511856421093155
2026-04-17,4.2511856421093155
2026-04-18,4.723539602343684
2026-04-19,4.723539602343684
2026-04-20,4.2511856421093155
2026-04-21,5.1958935625780525
2026-04-22,4.2511856421093155
2026-04-23,4.723539602343684
2026-04-24,12.281202966093579
2026-04-25,11.80884900585921
2026-04-26,8.502371284218631
2026-04-27,6.612955443281158
2026-04-28,7.557663363749895
2026-04-29,5.668247522812421
2026-04-30,4.723539602343684
2026-05-01,4.2511856421093155
2026-05-02,4.723539602343684
2026-05-03,5.1958935625780525
2026-05-04,4.2511856421093155
2026-05-05,3.7788316818749474
2026-05-06,3.7788316818749474
2026-05-07,3.7788316818749474
2026-05-08,3.7788316818749474
2026-05-09,4.2511856421093155
2026-05-10,4.723539602343684
2026-05-11,4.723539602343684
2026-05-12,4.2511856421093155
2026-05-13,4.2511856421093155
2026-05-14,5.1958935625780525
2026-05-15,7.557663363749895
2026-05-16,5.1958935625780525
2026-05-17,4.723539602343684
2026-05-18,3.7788316818749474
2026-05-19,4.2511856421093155
2026-05-20,3.7788316818749474
2026-05-21,4.2511856421093155
2026-05-22,3.7788316818749474
2026-05-23,4.2511856421093155
2026-05-24,4.723539602343684
2026-05-25,4.2511856421093155
2026-05-26,3.7788316818749474
2026-05-27,3.306477721640579
2026-05-28,3.306477721640579
2026-05-29,3.306477721640579
2026-05-30,3.7788316818749474
2026-05-31,4.2511856421093155
