Time,facebook_marketplace
2022-06-30,71.0
2022-07-01,72.0
2022-07-02,76.0
2022-07-03,81.0
2022-07-04,78.0
2022-07-05,80.0
2022-07-06,78.0
2022-07-07,76.0
2022-07-08,74.0
2022-07-09,80.0
2022-07-10,85.0
2022-07-11,80.0
2022-07-12,80.0
2022-07-13,71.0
2022-07-14,73.0
2022-07-15,73.0
2022-07-16,84.0
2022-07-17,87.0
2022-07-18,88.0
2022-07-19,79.0
2022-07-20,74.0
2022-07-21,74.0
2022-07-22,67.0
2022-07-23,75.0
2022-07-24,85.0
2022-07-25,76.0
2022-07-26,75.0
2022-07-27,74.0
2022-07-28,77.0
2022-07-29,74.0
2022-07-30,76.0
2022-07-31,86.0
2022-08-01,79.0
2022-08-02,76.0
2022-08-03,74.0
2022-08-04,73.0
2022-08-05,72.0
2022-08-06,82.0
2022-08-07,87.0
2022-08-08,77.0
2022-08-09,78.0
2022-08-10,74.0
2022-08-11,80.0
2022-08-12,72.0
2022-08-13,80.0
2022-08-14,88.0
2022-08-15,80.0
2022-08-16,76.0
2022-08-17,79.0
2022-08-18,81.0
2022-08-19,77.0
2022-08-20,86.0
2022-08-21,86.0
2022-08-22,75.0
2022-08-23,78.0
2022-08-24,75.0
2022-08-25,72.0
2022-08-26,68.0
2022-08-27,83.0
2022-08-28,83.0
2022-08-29,72.98999725952316
2022-08-30,76.91052343107701
2022-08-31,69.0694710879693
2022-09-01,70.20964647848726
2022-09-02,67.92929569745135
2022-09-03,78.05069882159495
2022-09-04,79.1908742121129
2022-09-05,88.17210194573856
2022-09-06,72.98999725952316
2022-09-07,71.34982186900521
2022-09-08,65.14894491641546
2022-09-09,65.14894491641546
2022-09-10,70.70964647848726
2022-09-11,78.55069882159495
2022-09-12,64.0087695258975
2022-09-13,66.7891203069334
2022-09-14,67.92929569745135
2022-09-15,67.92929569745135
2022-09-16,69.0694710879693
2022-09-17,70.20964647848726
2022-09-18,74.13017265004112
2022-09-19,67.92929569745135
2022-09-20,69.0694710879693
2022-09-21,64.5087695258975
2022-09-22,65.64894491641546
2022-09-23,61.22841874486161
2022-09-24,70.20964647848726
2022-09-25,80.33104960263086
2022-09-26,67.92929569745135
2022-09-27,67.92929569745135
2022-09-28,65.29788983283092
2022-09-29,58.896135927651414
2022-09-30,69.13894217593861
2022-10-01,66.57824061386681
2022-10-02,74.26034530008222
2022-10-03,64.01753905179501
2022-10-04,64.01753905179501
2022-10-05,67.85859139490272
2022-10-06,65.29788983283092
2022-10-07,69.13894217593861
2022-10-08,70.41929295697452
2022-10-09,71.69964373801042
2022-10-10,70.41929295697452
2022-10-11,62.73718827075911
2022-10-12,65.29788983283092
2022-10-13,64.01753905179501
2022-10-14,64.01753905179501
2022-10-15,66.57824061386681
2022-10-16,72.97999451904631
2022-10-17,64.01753905179501
2022-10-18,64.01753905179501
2022-10-19,64.01753905179501
2022-10-20,64.01753905179501
2022-10-21,64.01753905179501
2022-10-22,70.41929295697452
2022-10-23,78.10139764318991
2022-10-24,64.01753905179501
2022-10-25,65.29788983283092
2022-10-26,65.29788983283092
2022-10-27,64.01753905179501
2022-10-28,60.176486708687314
2022-10-29,69.13894217593861
2022-10-30,69.13894217593861
2022-10-31,64.01753905179501
2022-11-01,61.45683748972321
2022-11-02,60.176486708687314
2022-11-03,65.29788983283092
2022-11-04,65.29788983283092
2022-11-05,72.97999451904631
2022-11-06,72.97999451904631
2022-11-07,61.45683748972321
2022-11-08,62.73718827075911
2022-11-09,57.615785146615515
2022-11-10,62.73718827075911
2022-11-11,72.97999451904631
2022-11-12,79.38174842422582
2022-11-13,80.66209920526171
2022-11-14,70.41929295697452
2022-11-15,69.13894217593861
2022-11-16,69.13894217593861
2022-11-17,66.57824061386681
2022-11-18,66.57824061386681
2022-11-19,72.97999451904631
2022-11-20,74.26034530008222
2022-11-21,67.85859139490272
2022-11-22,64.01753905179501
2022-11-23,62.73718827075911
2022-11-24,64.01753905179501
2022-11-25,71.69964373801042
2022-11-26,69.13894217593861
2022-11-27,72.97999451904631
2022-11-28,62.73718827075911
2022-11-29,66.57824061386681
2022-11-30,65.29788983283092
2022-12-01,60.176486708687314
2022-12-02,61.45683748972321
2022-12-03,66.57824061386681
2022-12-04,70.41929295697452
2022-12-05,62.73718827075911
2022-12-06,71.69964373801042
2022-12-07,67.85859139490272
2022-12-08,70.41929295697452
2022-12-09,67.85859139490272
2022-12-10,76.82104686215402
2022-12-11,81.94244998629762
2022-12-12,67.85859139490272
2022-12-13,70.41929295697452
2022-12-14,67.85859139490272
2022-12-15,69.13894217593861
2022-12-16,74.26034530008222
2022-12-17,75.54069608111811
2022-12-18,78.10139764318991
2022-12-19,72.97999451904631
2022-12-20,71.69964373801042
2022-12-21,70.41929295697452
2022-12-22,75.54069608111811
2022-12-23,74.26034530008222
2022-12-24,62.73718827075911
2022-12-25,65.29788983283092
2022-12-26,75.54069608111811
2022-12-27,75.54069608111811
2022-12-28,81.94244998629762
2022-12-29,76.82104686215402
2022-12-30,78.10139764318991
2022-12-31,81.94244998629762
2023-01-01,80.66209920526171
2023-01-02,92.18525623458481
2023-01-03,75.54069608111811
2023-01-04,89.62455467251301
2023-01-05,83.22280076733352
2023-01-06,75.54069608111811
2023-01-07,94.74595779665663
2023-01-08,96.02630857769252
2023-01-09,84.50315154836942
2023-01-10,80.66209920526171
2023-01-11,83.22280076733352
2023-01-12,83.22280076733352
2023-01-13,78.10139764318991
2023-01-14,92.18525623458481
2023-01-15,96.02630857769252
2023-01-16,96.02630857769252
2023-01-17,84.50315154836942
2023-01-18,84.50315154836942
2023-01-19,84.50315154836942
2023-01-20,78.10139764318991
2023-01-21,90.90490545354892
2023-01-22,97.30665935872842
2023-01-23,83.22280076733352
2023-01-24,85.78350232940532
2023-01-25,87.06385311044122
2023-01-26,80.66209920526171
2023-01-27,84.50315154836942
2023-01-28,90.90490545354892
2023-01-29,96.02630857769252
2023-01-30,87.06385311044122
2023-01-31,89.62455467251301
2023-02-01,84.50315154836942
2023-02-02,83.22280076733352
2023-02-03,88.34420389147712
2023-02-04,99.86736092080022
2023-02-05,104.98876404494382
2023-02-06,88.34420389147712
2023-02-07,85.78350232940532
2023-02-08,89.62455467251301
2023-02-09,84.50315154836942
2023-02-10,83.22280076733352
2023-02-11,103.70841326390793
2023-02-12,97.30665935872842
2023-02-13,79.38174842422582
2023-02-14,79.38174842422582
2023-02-15,81.94244998629762
2023-02-16,87.06385311044122
2023-02-17,90.90490545354892
2023-02-18,104.98876404494382
2023-02-19,102.42806248287202
2023-02-20,102.42806248287202
2023-02-21,93.46560701562072
2023-02-22,92.18525623458481
2023-02-23,90.90490545354892
2023-02-24,92.18525623458481
2023-02-25,116.51192107426692
2023-02-26,108.82981638805153
2023-02-27,96.02630857769252
2023-02-28,88.34420389147712
2023-03-01,85.78350232940532
2023-03-02,88.34420389147712
2023-03-03,98.58701013976432
2023-03-04,102.42806248287202
2023-03-05,113.95121951219512
2023-03-06,97.30665935872842
2023-03-07,93.46560701562072
2023-03-08,97.30665935872842
2023-03-09,90.90490545354892
2023-03-10,92.18525623458481
2023-03-11,103.70841326390793
2023-03-12,108.82981638805153
2023-03-13,92.18525623458481
2023-03-14,89.62455467251301
2023-03-15,89.62455467251301
2023-03-16,90.90490545354892
2023-03-17,92.18525623458481
2023-03-18,102.42806248287202
2023-03-19,110.11016716908742
2023-03-20,96.02630857769252
2023-03-21,94.74595779665663
2023-03-22,93.46560701562072
2023-03-23,99.86736092080022
2023-03-24,94.74595779665663
2023-03-25,107.54946560701562
2023-03-26,115.23157029323103
2023-03-27,97.30665935872842
2023-03-28,92.18525623458481
2023-03-29,96.02630857769252
2023-03-30,88.34420389147712
2023-03-31,90.90490545354892
2023-04-01,106.26911482597973
2023-04-02,113.95121951219512
2023-04-03,90.90490545354892
2023-04-04,94.74595779665663
2023-04-05,92.18525623458481
2023-04-06,97.30665935872842
2023-04-07,103.70841326390793
2023-04-08,107.54946560701562
2023-04-09,104.98876404494382
2023-04-10,98.58701013976432
2023-04-11,101.14771170183612
2023-04-12,101.14771170183612
2023-04-13,102.42806248287202
2023-04-14,96.02630857769252
2023-04-15,107.54946560701562
2023-04-16,119.07262263633872
2023-04-17,101.14771170183612
2023-04-18,94.74595779665663
2023-04-19,96.02630857769252
2023-04-20,98.58701013976432
2023-04-21,97.30665935872842
2023-04-22,116.51192107426692
2023-04-23,128.03507810359002
2023-04-24,98.58701013976432
2023-04-25,99.86736092080022
2023-04-26,98.40382377965244
2023-04-27,97.76364838913449
2023-04-28,97.01955265110767
2023-04-29,112.88671045561813
2023-04-30,120.44824148885994
2023-05-01,100.42827029871516
2023-05-02,107.34962594143903
2023-05-03,97.01955265110767
2023-05-04,89.45802161786585
2023-05-05,94.99510613204495
2023-05-06,101.17236603674198
2023-05-07,120.44824148885994
2023-05-08,103.94090829383154
2023-05-09,102.55663716528676
2023-05-10,101.17236603674198
2023-05-11,101.17236603674198
2023-05-12,99.78809490819722
2023-05-13,108.73389706998381
2023-05-14,120.44824148885994
2023-05-15,101.17236603674198
2023-05-16,103.19681255580471
2023-05-17,104.5810836843495
2023-05-18,101.17236603674198
2023-05-19,98.40382377965244
2023-05-20,117.6796992317704
2023-05-21,119.06397036031515
2023-05-22,108.73389706998381
2023-05-23,110.11816819852856
2023-05-24,104.5810836843495
2023-05-25,105.32517942237631
2023-05-26,105.6615947998088
2023-05-27,117.56712660823796
2023-05-28,123.51989251245253
2023-05-29,123.51989251245253
2023-05-30,111.61436070402337
2023-05-31,110.12616922796973
2023-06-01,111.61436070402337
2023-06-02,111.61436070402337
2023-06-03,119.0553180842916
2023-06-04,127.98446694061347
2023-06-05,114.59074365613067
2023-06-06,113.10255218007703
2023-06-07,107.14978627586244
2023-06-08,108.63797775191608
2023-06-09,107.14978627586244
2023-06-10,122.03170103639889
2023-06-11,127.98446694061347
2023-06-12,116.07893513218431
2023-06-13,117.56712660823796
2023-06-14,110.12616922796973
2023-06-15,116.07893513218431
2023-06-16,117.56712660823796
2023-06-17,120.54350956034524
2023-06-18,122.03170103639889
2023-06-19,127.98446694061347
2023-06-20,122.03170103639889
2023-06-21,117.56712660823796
2023-06-22,107.14978627586244
2023-06-23,114.59074365613067
2023-06-24,122.03170103639889
2023-06-25,129.47265841666712
2023-06-26,120.54350956034524
2023-06-27,114.59074365613067
2023-06-28,116.07893513218431
2023-06-29,116.07893513218431
2023-06-30,117.56712660823796
2023-07-01,119.0553180842916
2023-07-02,125.00808398850617
2023-07-03,120.54350956034524
2023-07-04,127.98446694061347
2023-07-05,117.56712660823796
2023-07-06,120.54350956034524
2023-07-07,116.07893513218431
2023-07-08,133.93723284482806
2023-07-09,133.93723284482806
2023-07-10,119.0553180842916
2023-07-11,117.56712660823796
2023-07-12,110.12616922796973
2023-07-13,117.56712660823796
2023-07-14,117.56712660823796
2023-07-15,132.4490413687744
2023-07-16,132.4490413687744
2023-07-17,119.0553180842916
2023-07-18,117.56712660823796
2023-07-19,119.0553180842916
2023-07-20,114.59074365613067
2023-07-21,117.56712660823796
2023-07-22,123.51989251245253
2023-07-23,127.98446694061347
2023-07-24,119.0553180842916
2023-07-25,119.0553180842916
2023-07-26,119.0553180842916
2023-07-27,120.54350956034524
2023-07-28,117.56712660823796
2023-07-29,129.47265841666712
2023-07-30,125.00808398850617
2023-07-31,117.56712660823796
2023-08-01,116.07893513218431
2023-08-02,111.61436070402337
2023-08-03,119.0553180842916
2023-08-04,120.54350956034524
2023-08-05,123.51989251245253
2023-08-06,135.4254243208817
2023-08-07,122.03170103639889
2023-08-08,120.54350956034524
2023-08-09,119.0553180842916
2023-08-10,116.07893513218431
2023-08-11,119.0553180842916
2023-08-12,129.47265841666712
2023-08-13,133.93723284482806
2023-08-14,122.03170103639889
2023-08-15,117.56712660823796
2023-08-16,125.00808398850617
2023-08-17,127.98446694061347
2023-08-18,113.10255218007703
2023-08-19,132.4490413687744
2023-08-20,135.4254243208817
2023-08-21,123.51989251245253
2023-08-22,120.54350956034524
2023-08-23,117.56712660823796
2023-08-24,114.59074365613067
2023-08-25,114.59074365613067
2023-08-26,123.51989251245253
2023-08-27,133.93723284482806
2023-08-28,116.07893513218431
2023-08-29,117.56712660823796
2023-08-30,114.59074365613067
2023-08-31,113.10255218007703
2023-09-01,113.10255218007703
2023-09-02,123.51989251245253
2023-09-03,129.47265841666712
2023-09-04,136.91361579693535
2023-09-05,114.59074365613067
2023-09-06,116.07893513218431
2023-09-07,111.61436070402337
2023-09-08,108.63797775191608
2023-09-09,125.00808398850617
2023-09-10,125.00808398850617
2023-09-11,111.61436070402337
2023-09-12,108.63797775191608
2023-09-13,108.63797775191608
2023-09-14,108.63797775191608
2023-09-15,110.12616922796973
2023-09-16,123.51989251245253
2023-09-17,123.51989251245253
2023-09-18,117.56712660823796
2023-09-19,113.10255218007703
2023-09-20,111.61436070402337
2023-09-21,110.12616922796973
2023-09-22,107.14978627586244
2023-09-23,133.93723284482806
2023-09-24,129.47265841666712
2023-09-25,119.0553180842916
2023-09-26,116.07893513218431
2023-09-27,116.07893513218431
2023-09-28,111.61436070402337
2023-09-29,110.12616922796973
2023-09-30,122.03170103639889
2023-10-01,125.00808398850617
2023-10-02,102.68521184770151
2023-10-03,110.12616922796973
2023-10-04,111.61436070402337
2023-10-05,110.12616922796973
2023-10-06,111.61436070402337
2023-10-07,126.49627546455983
2023-10-08,122.03170103639889
2023-10-09,119.0553180842916
2023-10-10,113.10255218007703
2023-10-11,110.12616922796973
2023-10-12,108.63797775191608
2023-10-13,104.17340332375515
2023-10-14,123.51989251245253
2023-10-15,138.40180727298898
2023-10-16,111.61436070402337
2023-10-17,108.63797775191608
2023-10-18,113.10255218007703
2023-10-19,116.07893513218431
2023-10-20,119.0553180842916
2023-10-21,123.51989251245253
2023-10-22,122.03170103639889
2023-10-23,119.0553180842916
2023-10-24,113.10255218007703
2023-10-25,110.12616922796973
2023-10-26,107.14978627586244
2023-10-27,108.63797775191608
2023-10-28,122.03170103639889
2023-10-29,120.54350956034524
2023-10-30,105.6615947998088
2023-10-31,107.14978627586244
2023-11-01,105.6615947998088
2023-11-02,108.63797775191608
2023-11-03,107.14978627586244
2023-11-04,119.0553180842916
2023-11-05,126.49627546455983
2023-11-06,110.12616922796973
2023-11-07,111.61436070402337
2023-11-08,110.12616922796973
2023-11-09,108.63797775191608
2023-11-10,111.61436070402337
2023-11-11,120.54350956034524
2023-11-12,125.00808398850617
2023-11-13,108.63797775191608
2023-11-14,107.14978627586244
2023-11-15,110.12616922796973
2023-11-16,107.14978627586244
2023-11-17,105.6615947998088
2023-11-18,120.54350956034524
2023-11-19,116.07893513218431
2023-11-20,114.59074365613067
2023-11-21,111.61436070402337
2023-11-22,113.10255218007703
2023-11-23,113.10255218007703
2023-11-24,110.12616922796973
2023-11-25,120.54350956034524
2023-11-26,123.51989251245253
2023-11-27,105.6615947998088
2023-11-28,108.63797775191608
2023-11-29,107.14978627586244
2023-11-30,105.6615947998088
2023-12-01,101.19702037164785
2023-12-02,120.54350956034524
2023-12-03,117.56712660823796
2023-12-04,107.14978627586244
2023-12-05,107.14978627586244
2023-12-06,111.61436070402337
2023-12-07,104.17340332375515
2023-12-08,102.68521184770151
2023-12-09,117.56712660823796
2023-12-10,129.47265841666712
2023-12-11,108.63797775191608
2023-12-12,107.14978627586244
2023-12-13,105.6615947998088
2023-12-14,107.14978627586244
2023-12-15,104.17340332375515
2023-12-16,123.51989251245253
2023-12-17,125.00808398850617
2023-12-18,110.12616922796973
2023-12-19,111.61436070402337
2023-12-20,113.10255218007703
2023-12-21,110.12616922796973
2023-12-22,108.63797775191608
2023-12-23,117.56712660823796
2023-12-24,104.17340332375515
2023-12-25,101.19702037164785
2023-12-26,117.56712660823796
2023-12-27,114.59074365613067
2023-12-28,114.59074365613067
2023-12-29,123.51989251245253
2023-12-30,127.98446694061347
2023-12-31,119.0553180842916
2024-01-01,120.54350956034524
2024-01-02,119.0553180842916
2024-01-03,113.10255218007703
2024-01-04,111.61436070402337
2024-01-05,111.61436070402337
2024-01-06,130.96084989272077
2024-01-07,126.49627546455983
2024-01-08,110.12616922796973
2024-01-09,113.10255218007703
2024-01-10,111.61436070402337
2024-01-11,111.61436070402337
2024-01-12,110.12616922796973
2024-01-13,123.51989251245253
2024-01-14,127.98446694061347
2024-01-15,116.07893513218431
2024-01-16,108.63797775191608
2024-01-17,114.59074365613067
2024-01-18,117.56712660823796
2024-01-19,136.91361579693535
2024-01-20,148.8191476053645
2024-01-21,138.40180727298898
2024-01-22,122.03170103639889
2024-01-23,113.10255218007703
2024-01-24,120.54350956034524
2024-01-25,111.61436070402337
2024-01-26,104.17340332375515
2024-01-27,119.0553180842916
2024-01-28,122.03170103639889
2024-01-29,101.19702037164785
2024-01-30,105.6615947998088
2024-01-31,107.14978627586244
2024-02-01,98.22063741954057
2024-02-02,101.19702037164785
2024-02-03,120.54350956034524
2024-02-04,125.00808398850617
2024-02-05,101.19702037164785
2024-02-06,101.19702037164785
2024-02-07,99.70882889559421
2024-02-08,99.70882889559421
2024-02-09,104.17340332375515
2024-02-10,120.54350956034524
2024-02-11,123.51989251245253
2024-02-12,95.24425446743328
2024-02-13,99.70882889559421
2024-02-14,99.70882889559421
2024-02-15,104.17340332375515
2024-02-16,107.14978627586244
2024-02-17,122.03170103639889
2024-02-18,127.98446694061347
2024-02-19,113.10255218007703
2024-02-20,107.14978627586244
2024-02-21,107.14978627586244
2024-02-22,104.17340332375515
2024-02-23,104.17340332375515
2024-02-24,123.51989251245253
2024-02-25,123.51989251245253
2024-02-26,107.14978627586244
2024-02-27,108.63797775191608
2024-02-28,102.68521184770151
2024-02-29,104.17340332375515
2024-03-01,105.6615947998088
2024-03-02,123.51989251245253
2024-03-03,127.98446694061347
2024-03-04,111.61436070402337
2024-03-05,125.00808398850617
2024-03-06,108.63797775191608
2024-03-07,101.19702037164785
2024-03-08,107.14978627586244
2024-03-09,125.00808398850617
2024-03-10,129.47265841666712
2024-03-11,107.14978627586244
2024-03-12,101.19702037164785
2024-03-13,104.17340332375515
2024-03-14,108.63797775191608
2024-03-15,104.17340332375515
2024-03-16,120.54350956034524
2024-03-17,126.49627546455983
2024-03-18,122.03170103639889
2024-03-19,110.12616922796973
2024-03-20,116.07893513218431
2024-03-21,108.63797775191608
2024-03-22,102.68521184770151
2024-03-23,126.49627546455983
2024-03-24,125.00808398850617
2024-03-25,108.63797775191608
2024-03-26,102.68521184770151
2024-03-27,105.6615947998088
2024-03-28,108.63797775191608
2024-03-29,111.61436070402337
2024-03-30,120.54350956034524
2024-03-31,111.61436070402337
2024-04-01,110.12616922796973
2024-04-02,108.63797775191608
2024-04-03,110.12616922796973
2024-04-04,102.68521184770151
2024-04-05,107.14978627586244
2024-04-06,119.0553180842916
2024-04-07,120.54350956034524
2024-04-08,99.70882889559421
2024-04-09,105.6615947998088
2024-04-10,110.12616922796973
2024-04-11,107.14978627586244
2024-04-12,110.12616922796973
2024-04-13,114.59074365613067
2024-04-14,125.00808398850617
2024-04-15,107.14978627586244
2024-04-16,113.10255218007703
2024-04-17,108.63797775191608
2024-04-18,108.63797775191608
2024-04-19,105.6615947998088
2024-04-20,122.03170103639889
2024-04-21,132.4490413687744
2024-04-22,111.61436070402337
2024-04-23,110.12616922796973
2024-04-24,104.17340332375515
2024-04-25,110.12616922796973
2024-04-26,105.6615947998088
2024-04-27,120.54350956034524
2024-04-28,130.96084989272077
2024-04-29,110.12616922796973
2024-04-30,108.63797775191608
2024-05-01,107.14978627586244
2024-05-02,105.6615947998088
2024-05-03,108.63797775191608
2024-05-04,114.59074365613067
2024-05-05,125.00808398850617
2024-05-06,107.14978627586244
2024-05-07,110.12616922796973
2024-05-08,104.17340332375515
2024-05-09,113.10255218007703
2024-05-10,105.6615947998088
2024-05-11,116.07893513218431
2024-05-12,127.98446694061347
2024-05-13,111.61436070402337
2024-05-14,111.61436070402337
2024-05-15,110.12616922796973
2024-05-16,104.17340332375515
2024-05-17,110.12616922796973
2024-05-18,126.49627546455983
2024-05-19,129.47265841666712
2024-05-20,110.12616922796973
2024-05-21,113.10255218007703
2024-05-22,110.12616922796973
2024-05-23,113.10255218007703
2024-05-24,110.12616922796973
2024-05-25,125.00808398850617
2024-05-26,122.03170103639889
2024-05-27,133.93723284482806
2024-05-28,111.61436070402337
2024-05-29,113.10255218007703
2024-05-30,114.59074365613067
2024-05-31,113.10255218007703
2024-06-01,122.03170103639889
2024-06-02,127.98446694061347
2024-06-03,113.10255218007703
2024-06-04,117.56712660823796
2024-06-05,116.07893513218431
2024-06-06,120.54350956034524
2024-06-07,111.61436070402337
2024-06-08,122.03170103639889
2024-06-09,126.49627546455983
2024-06-10,116.07893513218431
2024-06-11,119.0553180842916
2024-06-12,110.12616922796973
2024-06-13,114.59074365613067
2024-06-14,113.10255218007703
2024-06-15,117.56712660823796
2024-06-16,127.98446694061347
2024-06-17,114.59074365613067
2024-06-18,113.10255218007703
2024-06-19,120.54350956034524
2024-06-20,116.07893513218431
2024-06-21,122.03170103639889
2024-06-22,126.49627546455983
2024-06-23,129.47265841666712
2024-06-24,117.56712660823796
2024-06-25,119.0553180842916
2024-06-26,113.10255218007703
2024-06-27,111.61436070402337
2024-06-28,114.59074365613067
2024-06-29,127.98446694061347
2024-06-30,127.98446694061347
2024-07-01,111.61436070402337
2024-07-02,117.56712660823796
2024-07-03,113.10255218007703
2024-07-04,114.59074365613067
2024-07-05,114.59074365613067
2024-07-06,126.49627546455983
2024-07-07,130.96084989272077
2024-07-08,116.07893513218431
2024-07-09,114.59074365613067
2024-07-10,116.07893513218431
2024-07-11,114.59074365613067
2024-07-12,111.61436070402337
2024-07-13,119.0553180842916
2024-07-14,116.07893513218431
2024-07-15,114.59074365613067
2024-07-16,111.61436070402337
2024-07-17,117.56712660823796
2024-07-18,116.07893513218431
2024-07-19,113.10255218007703
2024-07-20,110.12616922796973
2024-07-21,126.49627546455983
2024-07-22,114.59074365613067
2024-07-23,113.10255218007703
2024-07-24,113.10255218007703
2024-07-25,110.12616922796973
2024-07-26,114.59074365613067
2024-07-27,119.0553180842916
2024-07-28,113.10255218007703
2024-07-29,113.10255218007703
2024-07-30,117.56712660823796
2024-07-31,116.07893513218431
2024-08-01,108.63797775191608
2024-08-02,122.03170103639889
2024-08-03,120.54350956034524
2024-08-04,126.49627546455983
2024-08-05,113.10255218007703
2024-08-06,111.61436070402337
2024-08-07,110.12616922796973
2024-08-08,108.63797775191608
2024-08-09,108.63797775191608
2024-08-10,127.98446694061347
2024-08-11,126.49627546455983
2024-08-12,117.56712660823796
2024-08-13,117.56712660823796
2024-08-14,113.10255218007703
2024-08-15,120.54350956034524
2024-08-16,114.59074365613067
2024-08-17,126.49627546455983
2024-08-18,137.07360132921747
2024-08-19,116.36374198222947
2024-08-20,120.65453299923243
2024-08-21,107.09599201391606
2024-08-22,111.38678303091902
2024-08-23,113.50321463756083
2024-08-24,123.51506034390107
2024-08-25,133.52690605024134
2024-08-26,119.96836506492494
2024-08-27,116.36374198222947
2024-08-28,111.38678303091902
2024-08-29,105.66572834158174
2024-08-30,105.66572834158174
2024-08-31,115.67757404792198
2024-09-01,126.37558768856972
2024-09-02,124.94532401623539
2024-09-03,105.66572834158174
2024-09-04,104.23546466924742
2024-09-05,102.8052009969131
2024-09-06,102.11903306260561
2024-09-07,115.67757404792198
2024-09-08,120.65453299923243
2024-09-09,104.97956040727423
2024-09-10,101.37493732457878
2024-09-11,100.68876939027128
2024-09-12,104.23546466924742
2024-09-13,97.82824204560264
2024-09-14,116.36374198222947
2024-09-15,114.24731037558766
2024-09-16,101.37493732457878
2024-09-17,111.15920535781466
2024-09-18,104.29752601473967
2024-09-19,101.5528542775097
2024-09-20,91.94650319720472
2024-09-21,100.1805184088947
