Time,yahoo_mail
2022-07-08,84.0
2022-07-09,66.0
2022-07-10,59.0
2022-07-11,84.0
2022-07-12,84.0
2022-07-13,84.0
2022-07-14,85.0
2022-07-15,82.0
2022-07-16,66.0
2022-07-17,59.0
2022-07-18,83.0
2022-07-19,89.0
2022-07-20,85.0
2022-07-21,83.0
2022-07-22,82.0
2022-07-23,63.0
2022-07-24,58.0
2022-07-25,83.0
2022-07-26,85.0
2022-07-27,85.0
2022-07-28,85.0
2022-07-29,84.0
2022-07-30,60.0
2022-07-31,59.0
2022-08-01,81.0
2022-08-02,85.0
2022-08-03,85.0
2022-08-04,86.0
2022-08-05,81.0
2022-08-06,61.0
2022-08-07,61.0
2022-08-08,83.0
2022-08-09,87.0
2022-08-10,84.0
2022-08-11,95.0
2022-08-12,82.0
2022-08-13,65.0
2022-08-14,61.0
2022-08-15,84.0
2022-08-16,90.0
2022-08-17,90.0
2022-08-18,86.0
2022-08-19,80.0
2022-08-20,65.0
2022-08-21,59.0
2022-08-22,79.0
2022-08-23,84.0
2022-08-24,86.0
2022-08-25,83.0
2022-08-26,81.0
2022-08-27,67.0
2022-08-28,61.0
2022-08-29,83.9047619047619
2022-08-30,87.15079365079364
2022-08-31,80.15873015873015
2022-09-01,81.0952380952381
2022-09-02,78.78571428571428
2022-09-03,62.92857142857143
2022-09-04,56.87301587301587
2022-09-05,62.92857142857143
2022-09-06,75.47619047619048
2022-09-07,82.96825396825398
2022-09-08,78.28571428571428
2022-09-09,74.10317460317461
2022-09-10,61.492063492063494
2022-09-11,55.0
2022-09-12,77.84920634920636
2022-09-13,82.96825396825398
2022-09-14,87.15079365079364
2022-09-15,82.96825396825398
2022-09-16,78.28571428571428
2022-09-17,63.36507936507937
2022-09-18,55.0
2022-09-19,78.78571428571428
2022-09-20,78.78571428571428
2022-09-21,77.34920634920636
2022-09-22,77.84920634920636
2022-09-23,72.73015873015873
2022-09-24,58.24603174603175
2022-09-25,54.06349206349206
2022-09-26,75.47619047619048
2022-09-27,76.9126984126984
2022-09-28,77.6984126984127
2022-09-29,72.46031746031746
2022-09-30,73.33333333333333
2022-10-01,60.23809523809524
2022-10-02,54.12698412698413
2022-10-03,75.95238095238095
2022-10-04,75.95238095238095
2022-10-05,82.06349206349206
2022-10-06,75.95238095238095
2022-10-07,75.95238095238095
2022-10-08,61.111111111111114
2022-10-09,54.12698412698413
2022-10-10,75.95238095238095
2022-10-11,81.19047619047619
2022-10-12,79.44444444444444
2022-10-13,77.6984126984127
2022-10-14,75.95238095238095
2022-10-15,61.111111111111114
2022-10-16,54.12698412698413
2022-10-17,77.6984126984127
2022-10-18,77.6984126984127
2022-10-19,80.31746031746032
2022-10-20,76.82539682539682
2022-10-21,73.33333333333333
2022-10-22,59.36507936507937
2022-10-23,53.25396825396825
2022-10-24,75.95238095238095
2022-10-25,75.95238095238095
2022-10-26,81.19047619047619
2022-10-27,75.95238095238095
2022-10-28,72.46031746031746
2022-10-29,58.492063492063494
2022-10-30,52.38095238095238
2022-10-31,74.2063492063492
2022-11-01,75.07936507936508
2022-11-02,72.46031746031746
2022-11-03,77.6984126984127
2022-11-04,73.33333333333333
2022-11-05,59.36507936507937
2022-11-06,51.507936507936506
2022-11-07,73.33333333333333
2022-11-08,73.33333333333333
2022-11-09,70.71428571428571
2022-11-10,76.82539682539682
2022-11-11,68.96825396825398
2022-11-12,60.23809523809524
2022-11-13,55.0
2022-11-14,76.82539682539682
2022-11-15,79.44444444444444
2022-11-16,75.07936507936508
2022-11-17,79.44444444444444
2022-11-18,76.82539682539682
2022-11-19,64.60317460317461
2022-11-20,55.0
2022-11-21,75.07936507936508
2022-11-22,76.82539682539682
2022-11-23,69.84126984126985
2022-11-24,50.63492063492063
2022-11-25,61.98412698412699
2022-11-26,55.87301587301587
2022-11-27,58.492063492063494
2022-11-28,73.33333333333333
2022-11-29,75.95238095238095
2022-11-30,75.95238095238095
2022-12-01,75.07936507936508
2022-12-02,74.2063492063492
2022-12-03,63.73015873015873
2022-12-04,56.74603174603175
2022-12-05,73.33333333333333
2022-12-06,78.57142857142857
2022-12-07,80.31746031746032
2022-12-08,77.6984126984127
2022-12-09,73.33333333333333
2022-12-10,62.85714285714286
2022-12-11,57.61904761904762
2022-12-12,75.95238095238095
2022-12-13,75.95238095238095
2022-12-14,77.6984126984127
2022-12-15,82.06349206349206
2022-12-16,78.57142857142857
2022-12-17,63.73015873015873
2022-12-18,54.12698412698413
2022-12-19,75.95238095238095
2022-12-20,79.44444444444444
2022-12-21,79.44444444444444
2022-12-22,74.2063492063492
2022-12-23,68.96825396825398
2022-12-24,55.87301587301587
2022-12-25,53.25396825396825
2022-12-26,64.60317460317461
2022-12-27,74.2063492063492
2022-12-28,74.2063492063492
2022-12-29,74.2063492063492
2022-12-30,70.71428571428571
2022-12-31,56.74603174603175
2023-01-01,50.63492063492063
2023-01-02,65.47619047619048
2023-01-03,75.95238095238095
2023-01-04,75.07936507936508
2023-01-05,79.44444444444444
2023-01-06,75.07936507936508
2023-01-07,60.23809523809524
2023-01-08,56.74603174603175
2023-01-09,71.58730158730158
2023-01-10,77.6984126984127
2023-01-11,78.57142857142857
2023-01-12,77.6984126984127
2023-01-13,75.95238095238095
2023-01-14,59.36507936507937
2023-01-15,54.12698412698413
2023-01-16,68.0952380952381
2023-01-17,78.57142857142857
2023-01-18,76.82539682539682
2023-01-19,79.44444444444444
2023-01-20,73.33333333333333
2023-01-21,59.36507936507937
2023-01-22,54.12698412698413
2023-01-23,75.95238095238095
2023-01-24,78.57142857142857
2023-01-25,78.57142857142857
2023-01-26,77.6984126984127
2023-01-27,75.07936507936508
2023-01-28,59.36507936507937
2023-01-29,52.38095238095238
2023-01-30,73.33333333333333
2023-01-31,77.6984126984127
2023-02-01,78.57142857142857
2023-02-02,76.82539682539682
2023-02-03,76.82539682539682
2023-02-04,61.98412698412699
2023-02-05,58.492063492063494
2023-02-06,75.07936507936508
2023-02-07,77.6984126984127
2023-02-08,80.31746031746032
2023-02-09,75.95238095238095
2023-02-10,74.2063492063492
2023-02-11,61.98412698412699
2023-02-12,56.74603174603175
2023-02-13,70.71428571428571
2023-02-14,79.44444444444444
2023-02-15,81.19047619047619
2023-02-16,78.57142857142857
2023-02-17,82.06349206349206
2023-02-18,63.73015873015873
2023-02-19,56.74603174603175
2023-02-20,73.33333333333333
2023-02-21,75.07936507936508
2023-02-22,77.6984126984127
2023-02-23,75.07936507936508
2023-02-24,75.07936507936508
2023-02-25,61.98412698412699
2023-02-26,61.111111111111114
2023-02-27,75.07936507936508
2023-02-28,77.6984126984127
2023-03-01,78.57142857142857
2023-03-02,76.82539682539682
2023-03-03,75.07936507936508
2023-03-04,59.36507936507937
2023-03-05,55.87301587301587
2023-03-06,75.07936507936508
2023-03-07,76.82539682539682
2023-03-08,78.57142857142857
2023-03-09,79.44444444444444
2023-03-10,75.95238095238095
2023-03-11,61.111111111111114
2023-03-12,57.61904761904762
2023-03-13,73.33333333333333
2023-03-14,82.93650793650794
2023-03-15,77.6984126984127
2023-03-16,78.57142857142857
2023-03-17,73.33333333333333
2023-03-18,59.36507936507937
2023-03-19,55.0
2023-03-20,78.57142857142857
2023-03-21,81.19047619047619
2023-03-22,75.07936507936508
2023-03-23,75.95238095238095
2023-03-24,75.07936507936508
2023-03-25,59.36507936507937
2023-03-26,56.74603174603175
2023-03-27,73.33333333333333
2023-03-28,77.6984126984127
2023-03-29,79.44444444444444
2023-03-30,78.57142857142857
2023-03-31,72.46031746031746
2023-04-01,61.98412698412699
2023-04-02,55.0
2023-04-03,74.2063492063492
2023-04-04,75.07936507936508
2023-04-05,72.46031746031746
2023-04-06,75.95238095238095
2023-04-07,72.46031746031746
2023-04-08,59.36507936507937
2023-04-09,49.76190476190476
2023-04-10,75.95238095238095
2023-04-11,79.44444444444444
2023-04-12,78.57142857142857
2023-04-13,83.80952380952381
2023-04-14,75.95238095238095
2023-04-15,61.111111111111114
2023-04-16,56.74603174603175
2023-04-17,80.31746031746032
2023-04-18,84.68253968253968
2023-04-19,78.57142857142857
2023-04-20,75.95238095238095
2023-04-21,70.71428571428571
2023-04-22,60.23809523809524
2023-04-23,53.25396825396825
2023-04-24,73.33333333333333
2023-04-25,74.2063492063492
2023-04-26,74.20960644229014
2023-04-27,72.50273816839527
2023-04-28,71.64930403144783
2023-04-29,61.40809438807859
2023-04-30,53.310260955112156
2023-05-01,75.06304057923757
2023-05-02,75.06304057923757
2023-05-03,77.62334299007989
2023-05-04,78.89370332746682
2023-05-05,70.79586989450038
2023-05-06,55.87056336595447
2023-05-07,52.456826818164714
2023-05-08,75.91647471618501
2023-05-09,78.47677712702733
2023-05-10,75.91647471618501
2023-05-11,71.64930403144783
2023-05-12,72.50273816839527
2023-05-13,56.7239975029019
2023-05-14,52.456826818164714
2023-05-15,76.76990885313245
2023-05-16,76.76990885313245
2023-05-17,75.06304057923757
2023-05-18,75.06304057923757
2023-05-19,75.06304057923757
2023-05-20,55.017129229007026
2023-05-21,54.16369509205959
2023-05-22,75.06304057923757
2023-05-23,74.20960644229014
2023-05-24,78.04026919051938
2023-05-25,75.06304057923757
2023-05-26,73.37901127735208
2023-05-27,58.36966806153006
2023-05-28,50.86499645361905
2023-05-29,55.868110858893054
2023-05-30,72.54515887647307
2023-05-31,77.54827328174707
2023-06-01,80.88368288526308
2023-06-02,76.71442088086808
2023-06-03,60.037372863288056
2023-06-04,56.70196325977206
2023-06-05,75.04671607911007
2023-06-06,71.71130647559407
2023-06-07,75.04671607911007
2023-06-08,74.21286367823107
2023-06-09,72.54515887647307
2023-06-10,55.03425845801405
2023-06-11,55.868110858893054
2023-06-12,77.54827328174707
2023-06-13,80.04983048438407
2023-06-14,83.38524008790009
2023-06-15,76.71442088086808
2023-06-16,73.37901127735208
2023-06-17,59.20352046240906
2023-06-18,52.53270125537705
2023-06-19,69.20974927295707
2023-06-20,75.88056847998908
2023-06-21,75.88056847998908
2023-06-22,70.87745407471508
2023-06-23,73.37901127735208
2023-06-24,55.868110858893054
2023-06-25,54.200406057135055
2023-06-26,77.54827328174707
2023-06-27,77.54827328174707
2023-06-28,75.88056847998908
2023-06-29,72.54515887647307
2023-06-30,70.87745407471508
2023-07-01,61.70507766504606
2023-07-02,53.36655365625605
2023-07-03,67.54204447119906
2023-07-04,55.868110858893054
2023-07-05,75.04671607911007
2023-07-06,77.54827328174707
2023-07-07,73.37901127735208
2023-07-08,60.037372863288056
2023-07-09,55.03425845801405
2023-07-10,75.04671607911007
2023-07-11,78.38212568262608
2023-07-12,80.88368288526308
2023-07-13,76.71442088086808
2023-07-14,76.71442088086808
2023-07-15,59.20352046240906
2023-07-16,54.200406057135055
2023-07-17,76.71442088086808
2023-07-18,74.21286367823107
2023-07-19,76.71442088086808
2023-07-20,74.21286367823107
2023-07-21,71.71130647559407
2023-07-22,56.70196325977206
2023-07-23,55.03425845801405
2023-07-24,75.04671607911007
2023-07-25,75.88056847998908
2023-07-26,72.54515887647307
2023-07-27,73.37901127735208
2023-07-28,70.87745407471508
2023-07-29,57.53581566065105
2023-07-30,52.53270125537705
2023-07-31,73.37901127735208
2023-08-01,76.71442088086808
2023-08-02,76.71442088086808
2023-08-03,74.21286367823107
2023-08-04,70.87745407471508
2023-08-05,53.36655365625605
2023-08-06,52.53270125537705
2023-08-07,77.54827328174707
2023-08-08,73.37901127735208
2023-08-09,74.21286367823107
2023-08-10,74.21286367823107
2023-08-11,73.37901127735208
2023-08-12,55.868110858893054
2023-08-13,50.86499645361905
2023-08-14,72.54515887647307
2023-08-15,76.71442088086808
2023-08-16,74.21286367823107
2023-08-17,72.54515887647307
2023-08-18,71.71130647559407
2023-08-19,55.03425845801405
2023-08-20,51.69884885449805
2023-08-21,72.54515887647307
2023-08-22,74.21286367823107
2023-08-23,75.04671607911007
2023-08-24,74.21286367823107
2023-08-25,65.87433966944107
2023-08-26,54.200406057135055
2023-08-27,51.69884885449805
2023-08-28,70.04360167383606
2023-08-29,70.87745407471508
2023-08-30,70.04360167383606
2023-08-31,69.20974927295707
2023-09-01,68.37589687207807
2023-09-02,51.69884885449805
2023-09-03,47.529586850103044
2023-09-04,54.200406057135055
2023-09-05,65.87433966944107
2023-09-06,71.71130647559407
2023-09-07,70.87745407471508
2023-09-08,67.54204447119906
2023-09-09,52.53270125537705
2023-09-10,48.36343925098205
2023-09-11,69.20974927295707
2023-09-12,68.37589687207807
2023-09-13,70.04360167383606
2023-09-14,68.37589687207807
2023-09-15,65.04048726856206
2023-09-16,52.53270125537705
2023-09-17,50.031144052740046
2023-09-18,66.70819207032007
2023-09-19,70.04360167383606
2023-09-20,68.37589687207807
2023-09-21,67.54204447119906
2023-09-22,64.20663486768306
2023-09-23,54.200406057135055
2023-09-24,50.031144052740046
2023-09-25,67.54204447119906
2023-09-26,67.54204447119906
2023-09-27,67.54204447119906
2023-09-28,68.37589687207807
2023-09-29,70.87745407471508
2023-09-30,52.53270125537705
2023-10-01,50.031144052740046
2023-10-02,66.70819207032007
2023-10-03,70.04360167383606
2023-10-04,69.20974927295707
2023-10-05,67.54204447119906
2023-10-06,63.37278246680406
2023-10-07,51.69884885449805
2023-10-08,49.19729165186105
2023-10-09,64.20663486768306
2023-10-10,68.37589687207807
2023-10-11,69.20974927295707
2023-10-12,68.37589687207807
2023-10-13,66.70819207032007
2023-10-14,54.200406057135055
2023-10-15,48.36343925098205
2023-10-16,67.54204447119906
2023-10-17,65.87433966944107
2023-10-18,68.37589687207807
2023-10-19,67.54204447119906
2023-10-20,67.54204447119906
2023-10-21,50.86499645361905
2023-10-22,51.69884885449805
2023-10-23,66.70819207032007
2023-10-24,69.20974927295707
2023-10-25,69.20974927295707
2023-10-26,67.54204447119906
2023-10-27,67.54204447119906
2023-10-28,47.529586850103044
2023-10-29,47.529586850103044
2023-10-30,68.37589687207807
2023-10-31,66.70819207032007
2023-11-01,70.04360167383606
2023-11-02,69.20974927295707
2023-11-03,63.37278246680406
2023-11-04,51.69884885449805
2023-11-05,48.36343925098205
2023-11-06,68.37589687207807
2023-11-07,70.04360167383606
2023-11-08,70.87745407471508
2023-11-09,68.37589687207807
2023-11-10,64.20663486768306
2023-11-11,50.86499645361905
2023-11-12,49.19729165186105
2023-11-13,66.70819207032007
2023-11-14,68.37589687207807
2023-11-15,70.87745407471508
2023-11-16,69.20974927295707
2023-11-17,63.37278246680406
2023-11-18,54.200406057135055
2023-11-19,49.19729165186105
2023-11-20,65.87433966944107
2023-11-21,65.87433966944107
2023-11-22,64.20663486768306
2023-11-23,45.861882048345045
2023-11-24,53.36655365625605
2023-11-25,51.69884885449805
2023-11-26,50.86499645361905
2023-11-27,69.20974927295707
2023-11-28,71.71130647559407
2023-11-29,71.71130647559407
2023-11-30,67.54204447119906
2023-12-01,65.87433966944107
2023-12-02,57.53581566065105
2023-12-03,49.19729165186105
2023-12-04,69.20974927295707
2023-12-05,70.87745407471508
2023-12-06,70.87745407471508
2023-12-07,67.54204447119906
2023-12-08,68.37589687207807
2023-12-09,55.03425845801405
2023-12-10,52.53270125537705
2023-12-11,70.04360167383606
2023-12-12,67.54204447119906
2023-12-13,70.87745407471508
2023-12-14,69.20974927295707
2023-12-15,65.04048726856206
2023-12-16,55.868110858893054
2023-12-17,49.19729165186105
2023-12-18,65.87433966944107
2023-12-19,68.37589687207807
2023-12-20,69.20974927295707
2023-12-21,68.37589687207807
2023-12-22,66.69163916906192
2023-12-23,51.81761592102524
2023-12-24,46.50868666500702
2023-12-25,44.205143543670566
2023-12-26,60.96578371260421
2023-12-27,66.69163916906192
2023-12-28,64.03717454105282
2023-12-29,64.38809604772547
2023-12-30,51.81761592102524
2023-12-31,45.740838957894866
2024-01-01,48.395303585903974
2024-01-02,64.80502224816496
2024-01-03,70.11395150418318
2024-01-04,68.57825608995888
2024-01-05,64.03717454105282
2024-01-06,53.35331133524954
2024-01-07,48.74622509257662
2024-01-08,65.92379146194978
2024-01-09,66.69163916906192
2024-01-10,68.99518229039839
2024-01-11,67.45948687617408
2024-01-12,65.15594375483761
2024-01-13,49.16315129301613
2024-01-14,46.50868666500702
2024-01-15,54.889006749473836
2024-01-16,63.620248340613315
2024-01-17,68.99518229039839
2024-01-18,63.620248340613315
2024-01-19,64.38809604772547
2024-01-20,52.58546362813739
2024-01-21,47.0234818941353
2024-01-22,63.86771421442257
2024-01-23,68.7806153078397
2024-01-24,68.7806153078397
2024-01-25,65.97324325445848
2024-01-26,56.147441067624236
2024-01-27,43.51426682740878
2024-01-28,38.60136573399166
2024-01-29,50.53269696086181
2024-01-30,58.25297010766015
2024-01-31,56.84928408096954
2024-02-01,55.44559805427893
2024-02-02,53.34006901424303
2024-02-03,40.00505176068227
2024-02-04,37.197679707301056
2024-02-05,51.93638298755242
2024-02-06,54.74375504093363
2024-02-07,56.147441067624236
2024-02-08,53.34006901424303
2024-02-09,51.23453997420712
2024-02-10,41.40873778737288
2024-02-11,36.49583669395575
2024-02-12,47.725324907480605
2024-02-13,55.44559805427893
2024-02-14,54.04191202758833
2024-02-15,54.04191202758833
2024-02-16,54.04191202758833
2024-02-17,39.30320874733697
2024-02-18,37.89952272064636
2024-02-19,50.53269696086181
2024-02-20,56.147441067624236
2024-02-21,53.34006901424303
2024-02-22,54.04191202758833
2024-02-23,51.93638298755242
2024-02-24,40.706894774027575
2024-02-25,37.197679707301056
2024-02-26,53.34006901424303
2024-02-27,52.638226000897724
2024-02-28,51.93638298755242
2024-02-29,53.34006901424303
2024-03-01,54.74375504093363
2024-03-02,41.40873778737288
2024-03-03,37.89952272064636
2024-03-04,49.83085394751651
2024-03-05,62.46402818773196
2024-03-06,56.147441067624236
2024-03-07,51.93638298755242
2024-03-08,50.53269696086181
2024-03-09,39.30320874733697
2024-03-10,39.30320874733697
2024-03-11,51.93638298755242
2024-03-12,51.23453997420712
2024-03-13,52.638226000897724
2024-03-14,50.53269696086181
2024-03-15,47.725324907480605
2024-03-16,41.40873778737288
2024-03-17,38.60136573399166
2024-03-18,52.638226000897724
2024-03-19,51.93638298755242
2024-03-20,54.74375504093363
2024-03-21,53.34006901424303
2024-03-22,49.129010934171205
2024-03-23,38.60136573399166
2024-03-24,37.89952272064636
2024-03-25,53.34006901424303
2024-03-26,53.34006901424303
2024-03-27,53.34006901424303
2024-03-28,53.34006901424303
2024-03-29,46.32163888079
2024-03-30,37.197679707301056
2024-03-31,35.09215066726515
2024-04-01,53.34006901424303
2024-04-02,53.34006901424303
2024-04-03,53.34006901424303
2024-04-04,50.53269696086181
2024-04-05,51.23453997420712
2024-04-06,37.89952272064636
2024-04-07,35.79399368061045
2024-04-08,47.725324907480605
2024-04-09,49.83085394751651
2024-04-10,54.04191202758833
2024-04-11,51.23453997420712
2024-04-12,51.23453997420712
2024-04-13,39.30320874733697
2024-04-14,35.79399368061045
2024-04-15,51.93638298755242
2024-04-16,53.34006901424303
2024-04-17,52.638226000897724
2024-04-18,49.83085394751651
2024-04-19,47.725324907480605
2024-04-20,39.30320874733697
2024-04-21,37.89952272064636
2024-04-22,51.23453997420712
2024-04-23,50.53269696086181
2024-04-24,50.53269696086181
2024-04-25,51.93638298755242
2024-04-26,48.4271679208259
2024-04-27,37.89952272064636
2024-04-28,37.89952272064636
2024-04-29,51.23453997420712
2024-04-30,51.23453997420712
2024-05-01,52.638226000897724
2024-05-02,50.53269696086181
2024-05-03,49.83085394751651
2024-05-04,37.197679707301056
2024-05-05,35.79399368061045
2024-05-06,51.23453997420712
2024-05-07,52.638226000897724
2024-05-08,52.638226000897724
2024-05-09,50.53269696086181
2024-05-10,47.725324907480605
2024-05-11,37.89952272064636
2024-05-12,34.39030765391985
2024-05-13,49.83085394751651
2024-05-14,52.638226000897724
2024-05-15,51.23453997420712
2024-05-16,49.83085394751651
2024-05-17,48.4271679208259
2024-05-18,39.30320874733697
2024-05-19,35.09215066726515
2024-05-20,49.83085394751651
2024-05-21,53.34006901424303
2024-05-22,51.93638298755242
2024-05-23,50.53269696086181
2024-05-24,48.4271679208259
2024-05-25,36.49583669395575
2024-05-26,34.39030765391985
2024-05-27,40.00505176068227
2024-05-28,51.93638298755242
2024-05-29,52.638226000897724
2024-05-30,52.638226000897724
2024-05-31,50.53269696086181
2024-06-01,40.00505176068227
2024-06-02,37.197679707301056
2024-06-03,49.129010934171205
2024-06-04,51.23453997420712
2024-06-05,54.04191202758833
2024-06-06,52.638226000897724
2024-06-07,50.53269696086181
2024-06-08,37.89952272064636
2024-06-09,36.49583669395575
2024-06-10,56.147441067624236
2024-06-11,53.34006901424303
2024-06-12,52.638226000897724
2024-06-13,53.34006901424303
2024-06-14,51.23453997420712
2024-06-15,37.89952272064636
2024-06-16,35.79399368061045
2024-06-17,51.93638298755242
2024-06-18,51.23453997420712
2024-06-19,48.4271679208259
2024-06-20,51.23453997420712
2024-06-21,49.129010934171205
2024-06-22,37.197679707301056
2024-06-23,33.688464640574544
2024-06-24,51.23453997420712
2024-06-25,51.23453997420712
2024-06-26,51.93638298755242
2024-06-27,51.93638298755242
2024-06-28,49.129010934171205
2024-06-29,39.30320874733697
2024-06-30,35.79399368061045
2024-07-01,52.638226000897724
2024-07-02,51.93638298755242
2024-07-03,48.4271679208259
2024-07-04,37.197679707301056
2024-07-05,44.91795285409939
2024-07-06,36.49583669395575
2024-07-07,35.09215066726515
2024-07-08,49.83085394751651
2024-07-09,50.53269696086181
2024-07-10,49.83085394751651
2024-07-11,51.93638298755242
2024-07-12,50.53269696086181
2024-07-13,36.49583669395575
2024-07-14,33.688464640574544
2024-07-15,49.83085394751651
2024-07-16,51.93638298755242
2024-07-17,48.4271679208259
2024-07-18,52.638226000897724
2024-07-19,47.725324907480605
2024-07-20,37.89952272064636
2024-07-21,35.79399368061045
2024-07-22,50.53269696086181
2024-07-23,52.638226000897724
2024-07-24,50.53269696086181
2024-07-25,51.93638298755242
2024-07-26,48.4271679208259
2024-07-27,37.197679707301056
2024-07-28,35.09215066726515
2024-07-29,48.4271679208259
2024-07-30,49.83085394751651
2024-07-31,51.23453997420712
2024-08-01,51.93638298755242
2024-08-02,48.4271679208259
2024-08-03,37.89952272064636
2024-08-04,35.79399368061045
2024-08-05,47.725324907480605
2024-08-06,49.129010934171205
2024-08-07,52.638226000897724
2024-08-08,51.93638298755242
2024-08-09,49.83085394751651
2024-08-10,37.89952272064636
2024-08-11,35.09215066726515
2024-08-12,54.04191202758833
2024-08-13,54.74375504093363
2024-08-14,51.23453997420712
2024-08-15,51.93638298755242
2024-08-16,49.83085394751651
2024-08-17,38.60136573399166
2024-08-18,35.12205485319848
2024-08-19,51.305240054161416
2024-08-20,54.060924505434016
2024-08-21,50.41351917765597
2024-08-22,50.062597670983315
2024-08-23,50.68391886257237
2024-08-24,38.76946018097652
2024-08-25,36.36469723637657
2024-08-26,54.060924505434016
2024-08-27,52.54788243733951
2024-08-28,48.27915591797242
2024-08-29,50.41351917765597
2024-08-30,47.92823441129977
2024-08-31,36.01377572970392
2024-09-01,34.50073366160943
2024-09-02,36.986018427965625
2024-09-03,49.79219798606692
2024-09-04,49.17087679447786
2024-09-05,49.17087679447786
2024-09-06,48.27915591797242
2024-09-07,36.63509692129297
2024-09-08,33.60901278510398
2024-09-09,45.52347146669982
2024-09-10,48.27915591797242
2024-09-11,45.52347146669982
2024-09-12,44.90215027511077
2024-09-13,44.28082908352172
2024-09-14,33.87941247002038
2024-09-15,30.853328333831378
2024-09-16,43.38910820701627
2024-09-17,46.50874580562054
2024-09-18,45.967946435787745
2024-09-19,45.967946435787745
2024-09-20,44.88634769612215
2024-09-21,35.1519590391318
2024-09-22,32.44796218996782
2024-09-23,44.88634769612215
