Time,indeed
2022-06-12,55.0
2022-06-13,87.0
2022-06-14,90.0
2022-06-15,91.0
2022-06-16,84.0
2022-06-17,74.0
2022-06-18,54.0
2022-06-19,50.0
2022-06-20,89.0
2022-06-21,93.0
2022-06-22,92.0
2022-06-23,89.0
2022-06-24,76.0
2022-06-25,53.0
2022-06-26,58.0
2022-06-27,92.0
2022-06-28,92.0
2022-06-29,93.0
2022-06-30,84.0
2022-07-01,73.0
2022-07-02,50.0
2022-07-03,48.0
2022-07-04,51.0
2022-07-05,88.0
2022-07-06,94.0
2022-07-07,88.0
2022-07-08,77.0
2022-07-09,56.0
2022-07-10,57.0
2022-07-11,93.0
2022-07-12,97.0
2022-07-13,94.0
2022-07-14,87.0
2022-07-15,78.0
2022-07-16,53.0
2022-07-17,56.0
2022-07-18,93.0
2022-07-19,97.0
2022-07-20,94.0
2022-07-21,85.0
2022-07-22,76.0
2022-07-23,51.0
2022-07-24,56.0
2022-07-25,93.0
2022-07-26,100.0
2022-07-27,89.0
2022-07-28,93.0
2022-07-29,77.0
2022-07-30,53.0
2022-07-31,56.0
2022-08-01,91.0
2022-08-02,97.0
2022-08-03,95.0
2022-08-04,90.0
2022-08-05,80.0
2022-08-06,53.0
2022-08-07,59.0
2022-08-08,95.0
2022-08-09,97.0
2022-08-10,95.0
2022-08-11,90.0
2022-08-12,77.0
2022-08-13,54.0
2022-08-14,57.0
2022-08-15,93.0
2022-08-16,97.0
2022-08-17,93.0
2022-08-18,88.0
2022-08-19,79.0
2022-08-20,54.0
2022-08-21,59.0
2022-08-22,93.0
2022-08-23,97.0
2022-08-24,96.0
2022-08-25,89.0
2022-08-26,74.0
2022-08-27,57.0
2022-08-28,56.0
2022-08-29,87.17760342368047
2022-08-30,91.83452211126962
2022-08-31,89.25606276747504
2022-09-01,80.94222539229673
2022-09-02,71.08915834522111
2022-09-03,48.26533523537803
2022-09-04,48.26533523537803
2022-09-05,60.19686162624822
2022-09-06,87.17760342368047
2022-09-07,90.79529243937233
2022-09-08,84.0599144079886
2022-09-09,72.6283880171184
2022-09-10,50.84379457917261
2022-09-11,53.96148359486448
2022-09-12,90.29529243937233
2022-09-13,90.79529243937233
2022-09-14,93.9129814550642
2022-09-15,84.5599144079886
2022-09-16,74.70684736091299
2022-09-17,51.883024251069905
2022-09-18,51.883024251069905
2022-09-19,90.79529243937233
2022-09-20,91.33452211126962
2022-09-21,94.95221112696149
2022-09-22,84.0599144079886
2022-09-23,71.08915834522111
2022-09-24,48.26533523537803
2022-09-25,51.883024251069905
2022-09-26,85.59914407988589
2022-09-27,85.09914407988589
2022-09-28,80.88445078459345
2022-09-29,75.49215406562055
2022-09-30,69.02139800285308
2022-10-01,48.53067047075607
2022-10-02,52.84450784593439
2022-10-03,84.11982881597719
2022-10-04,88.43366619115551
2022-10-05,85.19828815977176
2022-10-06,80.88445078459345
2022-10-07,74.41369472182598
2022-10-08,50.687589158345226
2022-10-09,50.687589158345226
2022-10-10,84.11982881597719
2022-10-11,85.19828815977176
2022-10-12,85.19828815977176
2022-10-13,83.04136947218261
2022-10-14,71.17831669044223
2022-10-15,47.45221112696149
2022-10-16,51.76604850213981
2022-10-17,88.43366619115551
2022-10-18,85.19828815977176
2022-10-19,88.43366619115551
2022-10-20,78.72753209700429
2022-10-21,69.02139800285308
2022-10-22,48.53067047075607
2022-10-23,49.60912981455065
2022-10-24,85.19828815977176
2022-10-25,85.19828815977176
2022-10-26,83.04136947218261
2022-10-27,78.72753209700429
2022-10-28,65.78601997146934
2022-10-29,46.37375178316691
2022-10-30,47.45221112696149
2022-10-31,76.57061340941513
2022-11-01,84.11982881597719
2022-11-02,85.19828815977176
2022-11-03,79.80599144079886
2022-11-04,72.25677603423681
2022-11-05,48.53067047075607
2022-11-06,50.687589158345226
2022-11-07,80.88445078459345
2022-11-08,81.96291012838803
2022-11-09,78.72753209700429
2022-11-10,75.49215406562055
2022-11-11,65.78601997146934
2022-11-12,50.687589158345226
2022-11-13,50.687589158345226
2022-11-14,84.11982881597719
2022-11-15,86.27674750356634
2022-11-16,80.88445078459345
2022-11-17,81.96291012838803
2022-11-18,69.02139800285308
2022-11-19,49.60912981455065
2022-11-20,46.37375178316691
2022-11-21,70.09985734664765
2022-11-22,75.49215406562055
2022-11-23,59.31526390870186
2022-11-24,32.353780313837376
2022-11-25,45.29529243937233
2022-11-26,42.05991440798859
2022-11-27,49.60912981455065
2022-11-28,78.72753209700429
2022-11-29,81.96291012838803
2022-11-30,78.72753209700429
2022-12-01,78.72753209700429
2022-12-02,67.9429386590585
2022-12-03,49.60912981455065
2022-12-04,48.53067047075607
2022-12-05,80.88445078459345
2022-12-06,83.04136947218261
2022-12-07,80.88445078459345
2022-12-08,75.49215406562055
2022-12-09,65.78601997146934
2022-12-10,49.60912981455065
2022-12-11,48.53067047075607
2022-12-12,77.64907275320971
2022-12-13,78.72753209700429
2022-12-14,73.3352353780314
2022-12-15,71.17831669044223
2022-12-16,62.5506419400856
2022-12-17,47.45221112696149
2022-12-18,42.05991440798859
2022-12-19,67.9429386590585
2022-12-20,72.25677603423681
2022-12-21,66.86447931526392
2022-12-22,58.23680456490728
2022-12-23,48.53067047075607
2022-12-24,31.2753209700428
2022-12-25,29.11840228245364
2022-12-26,58.23680456490728
2022-12-27,79.80599144079886
2022-12-28,83.04136947218261
2022-12-29,78.72753209700429
2022-12-30,64.70756062767475
2022-12-31,45.29529243937233
2023-01-01,47.45221112696149
2023-01-02,87.35520684736092
2023-01-03,93.8259629101284
2023-01-04,97.06134094151214
2023-01-05,90.59058487874466
2023-01-06,85.19828815977176
2023-01-07,60.39372325249644
2023-01-08,59.31526390870186
2023-01-09,92.74750356633382
2023-01-10,99.2182596291013
2023-01-11,97.06134094151214
2023-01-12,91.66904422253924
2023-01-13,83.04136947218261
2023-01-14,57.158345221112704
2023-01-15,56.07988587731813
2023-01-16,93.8259629101284
2023-01-17,97.06134094151214
2023-01-18,95.98288159771757
2023-01-19,91.66904422253924
2023-01-20,79.80599144079886
2023-01-21,59.31526390870186
2023-01-22,56.07988587731813
2023-01-23,95.98288159771757
2023-01-24,99.2182596291013
2023-01-25,90.59058487874466
2023-01-26,86.27674750356634
2023-01-27,80.88445078459345
2023-01-28,58.23680456490728
2023-01-29,56.07988587731813
2023-01-30,88.43366619115551
2023-01-31,94.90442225392297
2023-02-01,93.8259629101284
2023-02-02,85.19828815977176
2023-02-03,79.80599144079886
2023-02-04,57.158345221112704
2023-02-05,57.158345221112704
2023-02-06,89.51212553495009
2023-02-07,97.06134094151214
2023-02-08,88.43366619115551
2023-02-09,84.11982881597719
2023-02-10,77.64907275320971
2023-02-11,58.23680456490728
2023-02-12,50.687589158345226
2023-02-13,77.64907275320971
2023-02-14,83.04136947218261
2023-02-15,87.35520684736092
2023-02-16,92.74750356633382
2023-02-17,80.88445078459345
2023-02-18,57.158345221112704
2023-02-19,58.23680456490728
2023-02-20,94.90442225392297
2023-02-21,91.66904422253924
2023-02-22,91.66904422253924
2023-02-23,84.11982881597719
2023-02-24,76.57061340941513
2023-02-25,55.00142653352354
2023-02-26,55.00142653352354
2023-02-27,88.43366619115551
2023-02-28,85.19828815977176
2023-03-01,88.43366619115551
2023-03-02,90.59058487874466
2023-03-03,76.57061340941513
2023-03-04,57.158345221112704
2023-03-05,58.23680456490728
2023-03-06,91.66904422253924
2023-03-07,92.74750356633382
2023-03-08,90.59058487874466
2023-03-09,87.35520684736092
2023-03-10,77.64907275320971
2023-03-11,55.00142653352354
2023-03-12,53.922967189728965
2023-03-13,88.43366619115551
2023-03-14,94.90442225392297
2023-03-15,87.35520684736092
2023-03-16,85.19828815977176
2023-03-17,71.17831669044223
2023-03-18,52.84450784593439
2023-03-19,58.23680456490728
2023-03-20,90.59058487874466
2023-03-21,95.98288159771757
2023-03-22,95.98288159771757
2023-03-23,90.59058487874466
2023-03-24,74.41369472182598
2023-03-25,56.07988587731813
2023-03-26,59.31526390870186
2023-03-27,91.66904422253924
2023-03-28,89.51212553495009
2023-03-29,88.43366619115551
2023-03-30,85.19828815977176
2023-03-31,75.49215406562055
2023-04-01,51.76604850213981
2023-04-02,57.158345221112704
2023-04-03,97.06134094151214
2023-04-04,90.59058487874466
2023-04-05,87.35520684736092
2023-04-06,87.35520684736092
2023-04-07,72.25677603423681
2023-04-08,51.76604850213981
2023-04-09,56.07988587731813
2023-04-10,97.06134094151214
2023-04-11,97.06134094151214
2023-04-12,94.90442225392297
2023-04-13,87.35520684736092
2023-04-14,77.64907275320971
2023-04-15,58.23680456490728
2023-04-16,59.31526390870186
2023-04-17,93.8259629101284
2023-04-18,99.2182596291013
2023-04-19,98.13980028530672
2023-04-20,87.35520684736092
2023-04-21,77.64907275320971
2023-04-22,58.23680456490728
2023-04-23,58.23680456490728
2023-04-24,98.13980028530672
2023-04-25,93.8259629101284
2023-04-26,91.72382685566416
2023-04-27,86.26326254772022
2023-04-28,77.52635965500988
2023-04-29,57.32909847451438
2023-04-30,57.86832814641167
2023-05-01,93.90805257884173
2023-05-02,98.27650402519691
2023-05-03,94.44728225073902
2023-05-04,90.63171399407537
2023-05-05,76.4342467934211
2023-05-06,55.1448727513368
2023-05-07,57.32909847451438
2023-05-08,97.72362083550541
2023-05-09,96.09227830201934
2023-05-10,93.35516938915023
2023-05-11,88.4474882708978
2023-05-12,78.61847251659867
2023-05-13,56.77621528482288
2023-05-14,49.68430844339285
2023-05-15,101.55284260996328
2023-05-16,107.55263658980451
2023-05-17,100.46072974837449
2023-05-18,97.18439116360813
2023-05-19,84.07903682454264
2023-05-20,61.144666731178035
2023-05-21,60.05255386958925
2023-05-22,98.8157336970942
2023-05-23,103.18418514344935
2023-05-24,101.55284260996328
2023-05-25,91.17094366597266
2023-05-26,81.82671207434208
2023-05-27,57.49985172791605
2023-05-28,54.18255258976705
2023-05-29,66.34598276298006
2023-05-30,103.9420396620021
2023-05-31,101.73050690323609
2023-06-01,95.09590862693808
2023-06-02,86.24977759187408
2023-06-03,59.71138448668206
2023-06-04,64.13445000421406
2023-06-05,103.9420396620021
2023-06-06,103.9420396620021
2023-06-07,99.51897414447009
2023-06-08,95.09590862693808
2023-06-09,78.50941293619307
2023-06-10,59.71138448668206
2023-06-11,59.71138448668206
2023-06-12,106.1535724207681
2023-06-13,105.0478060413851
2023-06-14,106.1535724207681
2023-06-15,99.51897414447009
2023-06-16,84.03824483310808
2023-06-17,57.49985172791605
2023-06-18,54.18255258976705
2023-06-19,98.4132077650871
2023-06-20,102.8362732826191
2023-06-21,100.62474052385309
2023-06-22,97.3074413857041
2023-06-23,88.46131035064008
2023-06-24,60.817150866065056
2023-06-25,61.92291724544806
2023-06-26,103.9420396620021
2023-06-27,105.0478060413851
2023-06-28,99.51897414447009
2023-06-29,95.09590862693808
2023-06-30,84.03824483310808
2023-07-01,58.60561810729906
2023-07-02,57.49985172791605
2023-07-03,84.03824483310808
2023-07-04,64.13445000421406
2023-07-05,105.0478060413851
2023-07-06,105.0478060413851
2023-07-07,89.56707673002309
2023-07-08,65.24021638359706
2023-07-09,59.71138448668206
2023-07-10,102.8362732826191
2023-07-11,98.4132077650871
2023-07-12,96.2016750063211
2023-07-13,95.09590862693808
2023-07-14,84.03824483310808
2023-07-15,57.49985172791605
2023-07-16,59.71138448668206
2023-07-17,97.3074413857041
2023-07-18,110.57663793830011
2023-07-19,93.99014224755508
2023-07-20,90.67284310940609
2023-07-21,76.29788017742707
2023-07-22,55.288318969150055
2023-07-23,59.71138448668206
2023-07-24,95.09590862693808
2023-07-25,99.51897414447009
2023-07-26,98.4132077650871
2023-07-27,89.56707673002309
2023-07-28,79.61517931557607
2023-07-29,57.49985172791605
2023-07-30,58.60561810729906
2023-07-31,89.56707673002309
2023-08-01,93.99014224755508
2023-08-02,98.4132077650871
2023-08-03,90.67284310940609
2023-08-04,81.82671207434208
2023-08-05,57.49985172791605
2023-08-06,59.71138448668206
2023-08-07,97.3074413857041
2023-08-08,98.4132077650871
2023-08-09,98.4132077650871
2023-08-10,90.67284310940609
2023-08-11,80.72094569495907
2023-08-12,56.39408534853305
2023-08-13,59.71138448668206
2023-08-14,93.99014224755508
2023-08-15,101.73050690323609
2023-08-16,105.0478060413851
2023-08-17,89.56707673002309
2023-08-18,80.72094569495907
2023-08-19,57.49985172791605
2023-08-20,58.60561810729906
2023-08-21,95.09590862693808
2023-08-22,100.62474052385309
2023-08-23,98.4132077650871
2023-08-24,87.35554397125708
2023-08-25,78.50941293619307
2023-08-26,54.18255258976705
2023-08-27,58.60561810729906
2023-08-28,91.77860948878909
2023-08-29,90.67284310940609
2023-08-30,89.56707673002309
2023-08-31,86.24977759187408
2023-09-01,71.87481465989507
2023-09-02,49.759487072235046
2023-09-03,49.759487072235046
2023-09-04,64.13445000421406
2023-09-05,92.88437586817209
2023-09-06,95.09590862693808
2023-09-07,87.35554397125708
2023-09-08,72.98058103927806
2023-09-09,54.18255258976705
2023-09-10,51.97101983100105
2023-09-11,89.56707673002309
2023-09-12,95.09590862693808
2023-09-13,91.77860948878909
2023-09-14,85.14401121249108
2023-09-15,74.08634741866106
2023-09-16,53.07678621038405
2023-09-17,53.07678621038405
2023-09-18,88.46131035064008
2023-09-19,95.09590862693808
2023-09-20,88.46131035064008
2023-09-21,88.46131035064008
2023-09-22,74.08634741866106
2023-09-23,56.39408534853305
2023-09-24,53.07678621038405
2023-09-25,90.67284310940609
2023-09-26,92.88437586817209
2023-09-27,90.67284310940609
2023-09-28,84.03824483310808
2023-09-29,70.76904828051207
2023-09-30,53.07678621038405
2023-10-01,51.97101983100105
2023-10-02,89.56707673002309
2023-10-03,89.56707673002309
2023-10-04,88.46131035064008
2023-10-05,84.03824483310808
2023-10-06,71.87481465989507
2023-10-07,51.97101983100105
2023-10-08,48.65372069285205
2023-10-09,84.03824483310808
2023-10-10,89.56707673002309
2023-10-11,89.56707673002309
2023-10-12,79.61517931557607
2023-10-13,67.45174914236307
2023-10-14,51.97101983100105
2023-10-15,51.97101983100105
2023-10-16,85.14401121249108
2023-10-17,92.88437586817209
2023-10-18,82.93247845372508
2023-10-19,81.82671207434208
2023-10-20,70.76904828051207
2023-10-21,50.865253451618045
2023-10-22,49.759487072235046
2023-10-23,81.82671207434208
2023-10-24,90.67284310940609
2023-10-25,87.35554397125708
2023-10-26,82.93247845372508
2023-10-27,70.76904828051207
2023-10-28,47.54795431346904
2023-10-29,45.336421554703044
2023-10-30,86.24977759187408
2023-10-31,80.72094569495907
2023-11-01,87.35554397125708
2023-11-02,82.93247845372508
2023-11-03,72.98058103927806
2023-11-04,51.97101983100105
2023-11-05,54.18255258976705
2023-11-06,86.24977759187408
2023-11-07,89.56707673002309
2023-11-08,84.03824483310808
2023-11-09,78.50941293619307
2023-11-10,65.24021638359706
2023-11-11,48.65372069285205
2023-11-12,50.865253451618045
2023-11-13,79.61517931557607
2023-11-14,82.93247845372508
2023-11-15,84.03824483310808
2023-11-16,78.50941293619307
2023-11-17,66.34598276298006
2023-11-18,47.54795431346904
2023-11-19,45.336421554703044
2023-11-20,69.66328190112907
2023-11-21,69.66328190112907
2023-11-22,55.288318969150055
2023-11-23,34.278757760873034
2023-11-24,45.336421554703044
2023-11-25,44.23065517532004
2023-11-26,50.865253451618045
2023-11-27,78.50941293619307
2023-11-28,85.14401121249108
2023-11-29,80.72094569495907
2023-11-30,79.61517931557607
2023-12-01,67.45174914236307
2023-12-02,51.97101983100105
2023-12-03,49.759487072235046
2023-12-04,79.61517931557607
2023-12-05,81.82671207434208
2023-12-06,75.19211379804408
2023-12-07,74.08634741866106
2023-12-08,69.66328190112907
2023-12-09,49.759487072235046
2023-12-10,49.759487072235046
2023-12-11,79.61517931557607
2023-12-12,78.50941293619307
2023-12-13,78.50941293619307
2023-12-14,67.45174914236307
2023-12-15,60.817150866065056
2023-12-16,46.44218793408604
2023-12-17,45.336421554703044
2023-12-18,67.45174914236307
2023-12-19,70.76904828051207
2023-12-20,67.45174914236307
2023-12-21,60.817150866065056
2023-12-22,52.9109212534766
2023-12-23,41.90854577861574
2023-12-24,28.805214182927173
2023-12-25,29.855692243341025
2023-12-26,66.01425284916516
2023-12-27,75.41326707392068
2023-12-28,69.66328190112907
2023-12-29,65.46136965947366
2023-12-30,48.709009011821195
2023-12-31,41.90854577861574
2024-01-01,48.709009011821195
2024-01-02,84.31468642795383
2024-01-03,99.51897414447009
2024-01-04,91.66803285085078
2024-01-05,79.61517931557607
2024-01-06,58.660906426268205
2024-01-07,55.50947224502665
2024-01-08,89.56707673002308
2024-01-09,87.46612060919537
2024-01-10,89.56707673002308
2024-01-11,83.81709155723148
2024-01-12,73.86519414278446
2024-01-13,53.961399313890446
2024-01-14,51.86044319306275
2024-01-15,73.31231095309296
2024-01-16,80.66565737598992
2024-01-17,86.41564254878153
2024-01-18,84.86756961764533
2024-01-19,73.31231095309296
2024-01-20,57.112833495132
2024-01-21,55.730625520903246
2024-01-22,89.56707673002308
2024-01-23,88.57188698857837
2024-01-24,86.58150750568898
2024-01-25,85.58631776424427
2024-01-26,69.66328190112905
2024-01-27,49.75948707223504
2024-01-28,47.76910758934564
2024-01-29,76.62961009124197
2024-01-30,81.60555879846547
2024-01-31,78.61998957413137
2024-02-01,73.64404086690786
2024-02-02,65.68252293535025
2024-02-03,50.754676813679744
2024-02-04,50.754676813679744
2024-02-05,74.63923060835256
2024-02-06,79.61517931557607
2024-02-07,77.62479983268666
2024-02-08,71.65366138401846
2024-02-09,63.692143452460854
2024-02-10,48.76429733079034
2024-02-11,40.80277939923273
2024-02-12,63.692143452460854
2024-02-13,73.64404086690786
2024-02-14,66.67771267679495
2024-02-15,71.65366138401846
2024-02-16,64.68733319390556
2024-02-17,47.76910758934564
2024-02-18,47.76910758934564
2024-02-19,72.64885112546317
2024-02-20,77.62479983268666
2024-02-21,77.62479983268666
2024-02-22,67.67290241823966
2024-02-23,61.70176396957145
2024-02-24,44.78353836501154
2024-02-25,43.78834862356684
2024-02-26,71.65366138401846
2024-02-27,74.63923060835256
2024-02-28,71.65366138401846
2024-02-29,69.66328190112905
2024-03-01,59.71138448668205
2024-03-02,50.754676813679744
2024-03-03,44.78353836501154
2024-03-04,69.66328190112905
2024-03-05,73.64404086690786
2024-03-06,74.63923060835256
2024-03-07,66.67771267679495
2024-03-08,60.706574228126755
2024-03-09,44.78353836501154
2024-03-10,42.793158882122135
2024-03-11,69.66328190112905
2024-03-12,71.65366138401846
2024-03-13,64.68733319390556
2024-03-14,66.67771267679495
2024-03-15,56.72581526234795
2024-03-16,42.793158882122135
2024-03-17,43.78834862356684
2024-03-18,70.65847164257376
2024-03-19,71.65366138401846
2024-03-20,70.65847164257376
2024-03-21,64.68733319390556
2024-03-22,57.72100500379265
2024-03-23,42.793158882122135
2024-03-24,43.78834862356684
2024-03-25,67.67290241823966
2024-03-26,69.66328190112905
2024-03-27,70.65847164257376
2024-03-28,63.692143452460854
2024-03-29,55.730625520903246
2024-03-30,42.793158882122135
2024-03-31,42.793158882122135
2024-04-01,70.65847164257376
2024-04-02,77.62479983268666
2024-04-03,71.65366138401846
2024-04-04,67.67290241823966
2024-04-05,60.706574228126755
2024-04-06,43.78834862356684
2024-04-07,43.78834862356684
2024-04-08,62.69695371101616
2024-04-09,74.63923060835256
2024-04-10,74.63923060835256
2024-04-11,67.67290241823966
2024-04-12,61.70176396957145
2024-04-13,41.79796914067744
2024-04-14,44.78353836501154
2024-04-15,71.65366138401846
2024-04-16,75.63442034979727
2024-04-17,73.64404086690786
2024-04-18,69.66328190112905
2024-04-19,60.706574228126755
2024-04-20,43.78834862356684
2024-04-21,46.77391784790094
2024-04-22,73.64404086690786
2024-04-23,76.62961009124197
2024-04-24,73.64404086690786
2024-04-25,68.66809215968436
2024-04-26,58.71619474523735
2024-04-27,41.79796914067744
2024-04-28,44.78353836501154
2024-04-29,75.63442034979727
2024-04-30,73.64404086690786
2024-05-01,70.65847164257376
2024-05-02,67.67290241823966
2024-05-03,59.71138448668205
2024-05-04,42.793158882122135
2024-05-05,43.78834862356684
2024-05-06,70.65847164257376
2024-05-07,72.64885112546317
2024-05-08,68.66809215968436
2024-05-09,66.67771267679495
2024-05-10,59.71138448668205
2024-05-11,42.793158882122135
2024-05-12,39.807589657788036
2024-05-13,79.61517931557607
2024-05-14,78.61998957413137
2024-05-15,74.63923060835256
2024-05-16,70.65847164257376
2024-05-17,61.70176396957145
2024-05-18,45.77872810645624
2024-05-19,47.76910758934564
2024-05-20,74.63923060835256
2024-05-21,76.62961009124197
2024-05-22,74.63923060835256
2024-05-23,70.65847164257376
2024-05-24,61.70176396957145
2024-05-25,43.78834862356684
2024-05-26,40.80277939923273
2024-05-27,50.754676813679744
2024-05-28,75.63442034979727
2024-05-29,81.60555879846547
2024-05-30,76.62961009124197
2024-05-31,62.69695371101616
2024-06-01,45.77872810645624
2024-06-02,48.76429733079034
2024-06-03,78.61998957413137
2024-06-04,79.61517931557607
2024-06-05,74.63923060835256
2024-06-06,70.65847164257376
2024-06-07,60.706574228126755
2024-06-08,44.78353836501154
2024-06-09,47.76910758934564
2024-06-10,77.62479983268666
2024-06-11,80.61036905702076
2024-06-12,76.62961009124197
2024-06-13,70.65847164257376
2024-06-14,62.69695371101616
2024-06-15,42.793158882122135
2024-06-16,41.79796914067744
2024-06-17,73.64404086690786
2024-06-18,73.64404086690786
2024-06-19,71.65366138401846
2024-06-20,66.67771267679495
2024-06-21,65.68252293535025
2024-06-22,45.77872810645624
2024-06-23,44.78353836501154
2024-06-24,74.63923060835256
2024-06-25,76.62961009124197
2024-06-26,70.65847164257376
2024-06-27,69.66328190112905
2024-06-28,60.706574228126755
2024-06-29,43.78834862356684
2024-06-30,43.78834862356684
2024-07-01,73.64404086690786
2024-07-02,71.65366138401846
2024-07-03,59.71138448668205
2024-07-04,42.793158882122135
2024-07-05,50.754676813679744
2024-07-06,42.793158882122135
2024-07-07,45.77872810645624
2024-07-08,72.64885112546317
2024-07-09,74.63923060835256
2024-07-10,71.65366138401846
2024-07-11,71.65366138401846
2024-07-12,60.706574228126755
2024-07-13,47.76910758934564
2024-07-14,38.81239991634333
2024-07-15,68.66809215968436
2024-07-16,71.65366138401846
2024-07-17,70.65847164257376
2024-07-18,70.65847164257376
2024-07-19,58.71619474523735
2024-07-20,44.78353836501154
2024-07-21,43.78834862356684
2024-07-22,70.65847164257376
2024-07-23,75.63442034979727
2024-07-24,72.64885112546317
2024-07-25,71.65366138401846
2024-07-26,59.71138448668205
2024-07-27,40.80277939923273
2024-07-28,43.78834862356684
2024-07-29,74.63923060835256
2024-07-30,78.61998957413137
2024-07-31,74.63923060835256
2024-08-01,69.66328190112905
2024-08-02,59.71138448668205
2024-08-03,43.78834862356684
2024-08-04,45.77872810645624
2024-08-05,70.65847164257376
2024-08-06,72.64885112546317
2024-08-07,71.65366138401846
2024-08-08,67.67290241823966
2024-08-09,59.71138448668205
2024-08-10,41.79796914067744
2024-08-11,45.77872810645624
2024-08-12,73.64404086690786
2024-08-13,74.63923060835256
2024-08-14,75.63442034979727
2024-08-15,67.67290241823966
2024-08-16,60.706574228126755
2024-08-17,42.793158882122135
2024-08-18,45.960543666416044
2024-08-19,69.43841037034642
2024-08-20,76.76677106760087
2024-08-21,71.58715909245052
2024-08-22,66.79206677751998
2024-08-23,60.345820611207685
2024-08-24,43.81179494431195
2024-08-25,45.57602400619625
2024-08-26,69.43841037034642
2024-08-27,69.82293003056621
2024-08-28,69.82293003056621
2024-08-29,64.64331805541588
2024-08-30,54.66861376533499
2024-08-31,38.632182969161605
2024-09-01,39.0167026293814
2024-09-02,47.724772728300344
2024-09-03,66.79206677751998
2024-09-04,69.82293003056621
2024-09-05,64.64331805541588
2024-09-06,54.66861376533499
2024-09-07,39.0167026293814
2024-09-08,41.1654513514855
2024-09-09,65.02783771563568
2024-09-10,66.79206677751998
2024-09-11,63.37668386425393
2024-09-12,61.99697446258943
2024-09-13,54.66861376533499
2024-09-14,40.78093169126571
2024-09-15,36.867953907277304
2024-09-16,65.52543258635802
2024-09-17,68.44449951912418
2024-09-18,66.90642087824499
2024-09-19,59.21602767384901
2024-09-20,54.60179175121143
2024-09-21,38.45196602197988
2024-09-22,39.99004466285907
