Time,tom_cruise
2022-08-17,10.0
2022-08-18,10.0
2022-08-19,9.0
2022-08-20,14.0
2022-08-21,15.0
2022-08-22,9.0
2022-08-23,11.0
2022-08-24,15.0
2022-08-25,13.0
2022-08-26,13.0
2022-08-27,22.0
2022-08-28,27.0
2022-08-29,15.0
2022-08-30,11.833333333333332
2022-08-31,10.0
2022-09-01,10.166666666666666
2022-09-02,11.0
2022-09-03,19.0
2022-09-04,23.333333333333332
2022-09-05,24.0
2022-09-06,14.333333333333332
2022-09-07,10.166666666666666
2022-09-08,10.0
2022-09-09,10.0
2022-09-10,14.0
2022-09-11,14.166666666666666
2022-09-12,9.0
2022-09-13,7.166666666666666
2022-09-14,8.0
2022-09-15,7.833333333333333
2022-09-16,8.333333333333332
2022-09-17,11.833333333333332
2022-09-18,13.166666666666666
2022-09-19,8.166666666666666
2022-09-20,7.833333333333333
2022-09-21,8.833333333333332
2022-09-22,8.0
2022-09-23,8.833333333333332
2022-09-24,13.166666666666666
2022-09-25,15.0
2022-09-26,9.0
2022-09-27,7.166666666666666
2022-09-28,7.666666666666666
2022-09-29,6.666666666666666
2022-09-30,8.333333333333332
2022-10-01,11.0
2022-10-02,13.0
2022-10-03,7.0
2022-10-04,7.333333333333333
2022-10-05,7.0
2022-10-06,6.666666666666666
2022-10-07,7.666666666666666
2022-10-08,11.0
2022-10-09,13.0
2022-10-10,10.0
2022-10-11,7.666666666666666
2022-10-12,8.333333333333332
2022-10-13,8.0
2022-10-14,7.666666666666666
2022-10-15,11.0
2022-10-16,11.333333333333332
2022-10-17,7.0
2022-10-18,6.666666666666666
2022-10-19,6.333333333333333
2022-10-20,6.333333333333333
2022-10-21,8.333333333333332
2022-10-22,10.666666666666666
2022-10-23,10.333333333333332
2022-10-24,7.666666666666666
2022-10-25,6.666666666666666
2022-10-26,7.0
2022-10-27,7.0
2022-10-28,8.0
2022-10-29,10.333333333333332
2022-10-30,12.666666666666666
2022-10-31,12.666666666666666
2022-11-01,10.666666666666666
2022-11-02,8.0
2022-11-03,8.0
2022-11-04,8.0
2022-11-05,12.333333333333332
2022-11-06,12.666666666666666
2022-11-07,8.666666666666666
2022-11-08,7.333333333333333
2022-11-09,6.0
2022-11-10,7.0
2022-11-11,7.666666666666666
2022-11-12,10.666666666666666
2022-11-13,11.0
2022-11-14,7.0
2022-11-15,6.0
2022-11-16,6.666666666666666
2022-11-17,7.0
2022-11-18,7.333333333333333
2022-11-19,9.333333333333332
2022-11-20,10.666666666666666
2022-11-21,8.0
2022-11-22,7.666666666666666
2022-11-23,8.333333333333332
2022-11-24,11.666666666666666
2022-11-25,13.333333333333332
2022-11-26,10.666666666666666
2022-11-27,11.333333333333332
2022-11-28,7.0
2022-11-29,6.0
2022-11-30,6.666666666666666
2022-12-01,7.0
2022-12-02,7.0
2022-12-03,9.333333333333332
2022-12-04,9.666666666666666
2022-12-05,6.666666666666666
2022-12-06,6.666666666666666
2022-12-07,6.666666666666666
2022-12-08,7.0
2022-12-09,7.0
2022-12-10,9.333333333333332
2022-12-11,11.666666666666666
2022-12-12,13.0
2022-12-13,10.666666666666666
2022-12-14,7.0
2022-12-15,7.0
2022-12-16,7.0
2022-12-17,8.666666666666666
2022-12-18,12.0
2022-12-19,13.333333333333332
2022-12-20,13.666666666666666
2022-12-21,11.333333333333332
2022-12-22,16.0
2022-12-23,26.333333333333332
2022-12-24,22.666666666666664
2022-12-25,33.33333333333333
2022-12-26,29.333333333333332
2022-12-27,20.666666666666664
2022-12-28,17.333333333333332
2022-12-29,16.333333333333332
2022-12-30,16.0
2022-12-31,19.0
2023-01-01,23.0
2023-01-02,19.0
2023-01-03,11.666666666666666
2023-01-04,10.333333333333332
2023-01-05,10.0
2023-01-06,10.666666666666666
2023-01-07,16.0
2023-01-08,16.666666666666664
2023-01-09,9.666666666666666
2023-01-10,9.666666666666666
2023-01-11,17.666666666666664
2023-01-12,11.0
2023-01-13,10.333333333333332
2023-01-14,16.666666666666664
2023-01-15,15.666666666666666
2023-01-16,12.333333333333332
2023-01-17,12.0
2023-01-18,9.666666666666666
2023-01-19,8.0
2023-01-20,9.0
2023-01-21,12.333333333333332
2023-01-22,14.0
2023-01-23,13.666666666666666
2023-01-24,11.333333333333332
2023-01-25,10.333333333333332
2023-01-26,9.666666666666666
2023-01-27,8.0
2023-01-28,11.0
2023-01-29,14.666666666666666
2023-01-30,8.0
2023-01-31,8.0
2023-02-01,7.0
2023-02-02,7.333333333333333
2023-02-03,7.666666666666666
2023-02-04,12.333333333333332
2023-02-05,15.0
2023-02-06,8.0
2023-02-07,7.333333333333333
2023-02-08,7.333333333333333
2023-02-09,7.0
2023-02-10,8.0
2023-02-11,11.0
2023-02-12,14.333333333333332
2023-02-13,9.666666666666666
2023-02-14,7.666666666666666
2023-02-15,8.0
2023-02-16,7.333333333333333
2023-02-17,7.666666666666666
2023-02-18,14.333333333333332
2023-02-19,14.666666666666666
2023-02-20,12.333333333333332
2023-02-21,8.666666666666666
2023-02-22,8.0
2023-02-23,7.333333333333333
2023-02-24,9.333333333333332
2023-02-25,19.666666666666664
2023-02-26,18.666666666666664
2023-02-27,11.666666666666666
2023-02-28,8.666666666666666
2023-03-01,7.333333333333333
2023-03-02,7.333333333333333
2023-03-03,7.333333333333333
2023-03-04,11.0
2023-03-05,12.333333333333332
2023-03-06,9.333333333333332
2023-03-07,8.666666666666666
2023-03-08,7.0
2023-03-09,12.0
2023-03-10,10.333333333333332
2023-03-11,12.0
2023-03-12,17.666666666666664
2023-03-13,25.0
2023-03-14,11.666666666666666
2023-03-15,10.0
2023-03-16,12.333333333333332
2023-03-17,10.0
2023-03-18,12.333333333333332
2023-03-19,13.666666666666666
2023-03-20,9.666666666666666
2023-03-21,9.333333333333332
2023-03-22,16.0
2023-03-23,24.666666666666664
2023-03-24,22.666666666666664
2023-03-25,14.666666666666666
2023-03-26,17.333333333333332
2023-03-27,10.333333333333332
2023-03-28,9.333333333333332
2023-03-29,8.0
2023-03-30,9.0
2023-03-31,11.0
2023-04-01,13.666666666666666
2023-04-02,13.666666666666666
2023-04-03,9.333333333333332
2023-04-04,7.333333333333333
2023-04-05,7.666666666666666
2023-04-06,8.333333333333332
2023-04-07,8.666666666666666
2023-04-08,11.666666666666666
2023-04-09,12.666666666666666
2023-04-10,9.333333333333332
2023-04-11,7.666666666666666
2023-04-12,7.333333333333333
2023-04-13,7.0
2023-04-14,8.0
2023-04-15,10.333333333333332
2023-04-16,11.666666666666666
2023-04-17,6.666666666666666
2023-04-18,6.333333333333333
2023-04-19,6.333333333333333
2023-04-20,7.0
2023-04-21,7.0
2023-04-22,11.0
2023-04-23,12.666666666666666
2023-04-24,8.333333333333332
2023-04-25,6.666666666666666
2023-04-26,6.779370432827431
2023-04-27,6.946037099494098
2023-04-28,14.38693487513049
2023-04-29,13.72540753232153
2023-04-30,14.05617120372601
2023-05-01,8.102425118445355
2023-05-02,6.615273428089617
2023-05-03,6.779370432827431
2023-05-04,6.615273428089617
2023-05-05,6.946037099494098
2023-05-06,9.094716132658798
2023-05-07,11.410061832490163
2023-05-08,14.38693487513049
2023-05-09,11.410061832490163
2023-05-10,12.238255841965792
2023-05-11,11.079298161085681
2023-05-12,8.930619127920984
2023-05-13,22.32526298883803
2023-05-14,20.340680960411145
2023-05-15,7.9383281137075405
2023-05-16,7.110134104231912
2023-05-17,8.102425118445355
2023-05-18,9.261382799325464
2023-05-19,7.9383281137075405
2023-05-20,10.087007146872239
2023-05-21,10.91520115634787
2023-05-22,7.2768007708985785
2023-05-23,6.946037099494098
2023-05-24,6.946037099494098
2023-05-25,6.615273428089617
2023-05-26,7.876656227415081
2023-05-27,13.455954388500764
2023-05-28,30.19384887175781
2023-05-29,26.25552075805027
2023-05-30,11.81498434112262
2023-05-31,8.533044246366337
2023-06-01,7.220268208463825
2023-06-02,7.548462217939453
2023-06-03,9.189432265317595
2023-06-04,10.830402312695737
2023-06-05,9.189432265317595
2023-06-06,17.066088492732675
2023-06-07,16.40970047378142
2023-06-08,13.784148397976391
2023-06-09,8.20485023689071
2023-06-10,13.127760379025135
2023-06-11,12.799566369549506
2023-06-12,7.220268208463825
2023-06-13,8.20485023689071
2023-06-14,7.548462217939453
2023-06-15,6.892074198988196
2023-06-16,8.20485023689071
2023-06-17,9.845820284268852
2023-06-18,11.486790331646993
2023-06-19,10.174014293744479
2023-06-20,12.14317835059825
2023-06-21,10.502208303220108
2023-06-22,9.845820284268852
2023-06-23,10.830402312695737
2023-06-24,16.08150646430579
2023-06-25,19.691640568537704
2023-06-26,18.37886453063519
2023-06-27,21.660804625391474
2023-06-28,12.14317835059825
2023-06-29,9.845820284268852
2023-06-30,9.517626274793223
2023-07-01,13.127760379025135
2023-07-02,14.768730426403277
2023-07-03,19.363446559062073
2023-07-04,20.01983457801333
2023-07-05,12.799566369549506
2023-07-06,14.44053641692765
2023-07-07,13.455954388500764
2023-07-08,18.05067052115956
2023-07-09,21.660804625391474
2023-07-10,16.737894483257048
2023-07-11,20.01983457801333
2023-07-12,20.67622259696459
2023-07-13,20.67622259696459
2023-07-14,20.348028587488958
2023-07-15,27.240102786477156
2023-07-16,32.81940094756284
2023-07-17,22.31719264434273
2023-07-18,16.08150646430579
2023-07-19,17.066088492732675
2023-07-20,15.096924435878906
2023-07-21,14.44053641692765
2023-07-22,17.394282502208306
2023-07-23,19.035252549586446
2023-07-24,13.784148397976391
2023-07-25,12.471372360073879
2023-07-26,13.127760379025135
2023-07-27,11.81498434112262
2023-07-28,11.158596322171364
2023-07-29,13.784148397976391
2023-07-30,15.096924435878906
2023-07-31,11.158596322171364
2023-08-01,8.861238255841966
2023-08-02,8.533044246366337
2023-08-03,8.861238255841966
2023-08-04,10.174014293744479
2023-08-05,12.14317835059825
2023-08-06,12.471372360073879
2023-08-07,8.861238255841966
2023-08-08,7.876656227415081
2023-08-09,7.220268208463825
2023-08-10,7.548462217939453
2023-08-11,7.876656227415081
2023-08-12,10.502208303220108
2023-08-13,12.799566369549506
2023-08-14,8.20485023689071
2023-08-15,7.548462217939453
2023-08-16,7.548462217939453
2023-08-17,6.892074198988196
2023-08-18,7.220268208463825
2023-08-19,9.845820284268852
2023-08-20,10.830402312695737
2023-08-21,7.548462217939453
2023-08-22,7.220268208463825
2023-08-23,7.876656227415081
2023-08-24,6.892074198988196
2023-08-25,6.892074198988196
2023-08-26,8.533044246366337
2023-08-27,9.845820284268852
2023-08-28,6.235686180036939
2023-08-29,5.90749217056131
2023-08-30,5.90749217056131
2023-08-31,5.579298161085682
2023-09-01,5.90749217056131
2023-09-02,8.20485023689071
2023-09-03,8.861238255841966
2023-09-04,8.861238255841966
2023-09-05,6.563880189512568
2023-09-06,5.579298161085682
2023-09-07,5.90749217056131
2023-09-08,6.235686180036939
2023-09-09,7.876656227415081
2023-09-10,7.876656227415081
2023-09-11,6.563880189512568
2023-09-12,6.235686180036939
2023-09-13,6.235686180036939
2023-09-14,5.251104151610054
2023-09-15,5.251104151610054
2023-09-16,8.20485023689071
2023-09-17,7.548462217939453
2023-09-18,5.251104151610054
2023-09-19,5.579298161085682
2023-09-20,5.251104151610054
2023-09-21,5.579298161085682
2023-09-22,5.579298161085682
2023-09-23,7.548462217939453
2023-09-24,7.876656227415081
2023-09-25,5.251104151610054
2023-09-26,5.251104151610054
2023-09-27,5.251104151610054
2023-09-28,4.922910142134426
2023-09-29,5.579298161085682
2023-09-30,7.548462217939453
2023-10-01,8.533044246366337
2023-10-02,6.235686180036939
2023-10-03,5.251104151610054
2023-10-04,6.235686180036939
2023-10-05,6.235686180036939
2023-10-06,6.892074198988196
2023-10-07,8.861238255841966
2023-10-08,10.174014293744479
2023-10-09,8.533044246366337
2023-10-10,8.20485023689071
2023-10-11,9.189432265317595
2023-10-12,8.20485023689071
2023-10-13,8.20485023689071
2023-10-14,12.14317835059825
2023-10-15,13.127760379025135
2023-10-16,8.20485023689071
2023-10-17,9.845820284268852
2023-10-18,9.517626274793223
2023-10-19,7.876656227415081
2023-10-20,7.548462217939453
2023-10-21,9.517626274793223
2023-10-22,10.830402312695737
2023-10-23,7.876656227415081
2023-10-24,6.235686180036939
2023-10-25,6.235686180036939
2023-10-26,6.235686180036939
2023-10-27,6.235686180036939
2023-10-28,9.189432265317595
2023-10-29,8.533044246366337
2023-10-30,7.548462217939453
2023-10-31,7.220268208463825
2023-11-01,7.548462217939453
2023-11-02,9.189432265317595
2023-11-03,9.189432265317595
2023-11-04,12.14317835059825
2023-11-05,11.81498434112262
2023-11-06,7.548462217939453
2023-11-07,6.892074198988196
2023-11-08,6.892074198988196
2023-11-09,6.563880189512568
2023-11-10,7.220268208463825
2023-11-11,8.861238255841966
2023-11-12,10.830402312695737
2023-11-13,7.220268208463825
2023-11-14,5.90749217056131
2023-11-15,5.579298161085682
2023-11-16,5.579298161085682
2023-11-17,6.892074198988196
2023-11-18,8.20485023689071
2023-11-19,8.20485023689071
2023-11-20,5.90749217056131
2023-11-21,5.90749217056131
2023-11-22,8.20485023689071
2023-11-23,10.830402312695737
2023-11-24,9.845820284268852
2023-11-25,10.830402312695737
2023-11-26,9.517626274793223
2023-11-27,6.563880189512568
2023-11-28,5.251104151610054
2023-11-29,5.90749217056131
2023-11-30,6.563880189512568
2023-12-01,5.90749217056131
2023-12-02,7.548462217939453
2023-12-03,7.220268208463825
2023-12-04,5.579298161085682
2023-12-05,6.235686180036939
2023-12-06,4.922910142134426
2023-12-07,4.922910142134426
2023-12-08,5.579298161085682
2023-12-09,8.533044246366337
2023-12-10,8.20485023689071
2023-12-11,5.90749217056131
2023-12-12,5.579298161085682
2023-12-13,6.235686180036939
2023-12-14,6.235686180036939
2023-12-15,5.90749217056131
2023-12-16,8.20485023689071
2023-12-17,8.861238255841966
2023-12-18,6.563880189512568
2023-12-19,6.235686180036939
2023-12-20,7.220268208463825
2023-12-21,7.876656227415081
2023-12-22,7.789525074456948
2023-12-23,8.709726862086992
2023-12-24,8.709726862086992
2023-12-25,11.142138215501493
2023-12-26,13.902743578391625
2023-12-27,10.550130437347079
2023-12-28,9.301734640241408
2023-12-29,8.545629857349178
2023-12-30,9.629928649717037
2023-12-31,9.629928649717037
2024-01-01,12.062340003131538
2024-01-02,6.869323286826905
2024-01-03,6.869323286826905
2024-01-04,6.705226282089091
2024-01-05,6.869323286826905
2024-01-06,8.709726862086992
2024-01-07,9.465831644979222
2024-01-08,6.705226282089091
2024-01-09,6.705226282089091
2024-01-10,6.705226282089091
2024-01-11,5.9491214991968615
2024-01-12,7.461331064981321
2024-01-13,12.226437007869354
2024-01-14,10.978041210763681
2024-01-15,7.625428069719135
2024-01-16,5.9491214991968615
2024-01-17,8.381532852611365
2024-01-18,6.705226282089091
2024-01-19,6.705226282089091
2024-01-20,8.545629857349178
2024-01-21,8.558215468332019
2024-01-22,6.846572374665615
2024-01-23,5.9907508278324135
2024-01-24,5.9907508278324135
2024-01-25,5.9907508278324135
2024-01-26,6.846572374665615
2024-01-27,12.837323202498029
2024-01-28,12.837323202498029
2024-01-29,6.846572374665615
2024-01-30,6.846572374665615
2024-01-31,6.846572374665615
2024-02-01,5.9907508278324135
2024-02-02,6.846572374665615
2024-02-03,8.558215468332019
2024-02-04,11.125680108831624
2024-02-05,6.846572374665615
2024-02-06,5.134929280999211
2024-02-07,5.9907508278324135
2024-02-08,6.846572374665615
2024-02-09,7.702393921498817
2024-02-10,12.837323202498029
2024-02-11,10.269858561998422
2024-02-12,6.846572374665615
2024-02-13,6.846572374665615
2024-02-14,5.9907508278324135
2024-02-15,6.846572374665615
2024-02-16,6.846572374665615
2024-02-17,7.702393921498817
2024-02-18,9.41403701516522
2024-02-19,7.702393921498817
2024-02-20,6.846572374665615
2024-02-21,5.9907508278324135
2024-02-22,6.846572374665615
2024-02-23,7.702393921498817
2024-02-24,9.41403701516522
2024-02-25,9.41403701516522
2024-02-26,5.9907508278324135
2024-02-27,5.9907508278324135
2024-02-28,5.134929280999211
2024-02-29,5.134929280999211
2024-03-01,5.9907508278324135
2024-03-02,7.702393921498817
2024-03-03,9.41403701516522
2024-03-04,6.846572374665615
2024-03-05,5.134929280999211
2024-03-06,5.134929280999211
2024-03-07,5.9907508278324135
2024-03-08,5.134929280999211
2024-03-09,8.558215468332019
2024-03-10,7.702393921498817
2024-03-11,5.9907508278324135
2024-03-12,5.134929280999211
2024-03-13,5.134929280999211
2024-03-14,5.134929280999211
2024-03-15,5.134929280999211
2024-03-16,7.702393921498817
2024-03-17,8.558215468332019
2024-03-18,5.9907508278324135
2024-03-19,5.134929280999211
2024-03-20,5.134929280999211
2024-03-21,5.134929280999211
2024-03-22,5.134929280999211
2024-03-23,6.846572374665615
2024-03-24,7.702393921498817
2024-03-25,5.134929280999211
2024-03-26,5.134929280999211
2024-03-27,5.134929280999211
2024-03-28,5.9907508278324135
2024-03-29,5.9907508278324135
2024-03-30,6.846572374665615
2024-03-31,8.558215468332019
2024-04-01,5.134929280999211
2024-04-02,5.134929280999211
2024-04-03,5.134929280999211
2024-04-04,5.134929280999211
2024-04-05,5.134929280999211
2024-04-06,6.846572374665615
2024-04-07,6.846572374665615
2024-04-08,5.134929280999211
2024-04-09,4.2791077341660095
2024-04-10,5.134929280999211
2024-04-11,4.2791077341660095
2024-04-12,5.134929280999211
2024-04-13,5.9907508278324135
2024-04-14,6.846572374665615
2024-04-15,5.134929280999211
2024-04-16,5.134929280999211
2024-04-17,5.134929280999211
2024-04-18,5.134929280999211
2024-04-19,6.846572374665615
2024-04-20,6.846572374665615
2024-04-21,8.558215468332019
2024-04-22,6.846572374665615
2024-04-23,8.558215468332019
2024-04-24,9.41403701516522
2024-04-25,5.134929280999211
2024-04-26,5.9907508278324135
2024-04-27,6.846572374665615
2024-04-28,9.41403701516522
2024-04-29,6.846572374665615
2024-04-30,5.9907508278324135
2024-05-01,5.134929280999211
2024-05-02,5.134929280999211
2024-05-03,5.134929280999211
2024-05-04,7.702393921498817
2024-05-05,8.558215468332019
2024-05-06,5.9907508278324135
2024-05-07,5.9907508278324135
2024-05-08,5.134929280999211
2024-05-09,5.134929280999211
2024-05-10,5.134929280999211
2024-05-11,6.846572374665615
2024-05-12,7.702393921498817
2024-05-13,5.134929280999211
2024-05-14,5.134929280999211
2024-05-15,6.846572374665615
2024-05-16,5.9907508278324135
2024-05-17,5.9907508278324135
2024-05-18,13.69314474933123
2024-05-19,15.404787842997633
2024-05-20,10.269858561998422
2024-05-21,5.9907508278324135
2024-05-22,5.134929280999211
2024-05-23,5.134929280999211
2024-05-24,5.9907508278324135
2024-05-25,6.846572374665615
2024-05-26,8.558215468332019
2024-05-27,9.41403701516522
2024-05-28,5.9907508278324135
2024-05-29,5.134929280999211
2024-05-30,5.9907508278324135
2024-05-31,5.134929280999211
2024-06-01,6.846572374665615
2024-06-02,8.558215468332019
2024-06-03,6.846572374665615
2024-06-04,5.9907508278324135
2024-06-05,5.134929280999211
2024-06-06,5.134929280999211
2024-06-07,5.9907508278324135
2024-06-08,8.558215468332019
2024-06-09,8.558215468332019
2024-06-10,5.9907508278324135
2024-06-11,5.134929280999211
2024-06-12,5.134929280999211
2024-06-13,5.134929280999211
2024-06-14,5.9907508278324135
2024-06-15,6.846572374665615
2024-06-16,8.558215468332019
2024-06-17,5.9907508278324135
2024-06-18,5.134929280999211
2024-06-19,5.134929280999211
2024-06-20,5.9907508278324135
2024-06-21,5.9907508278324135
2024-06-22,8.558215468332019
2024-06-23,13.69314474933123
2024-06-24,8.558215468332019
2024-06-25,7.702393921498817
2024-06-26,7.702393921498817
2024-06-27,5.9907508278324135
2024-06-28,5.9907508278324135
2024-06-29,8.558215468332019
2024-06-30,10.269858561998422
2024-07-01,5.9907508278324135
2024-07-02,5.9907508278324135
2024-07-03,9.41403701516522
2024-07-04,11.981501655664827
2024-07-05,8.558215468332019
2024-07-06,9.41403701516522
2024-07-07,9.41403701516522
2024-07-08,7.702393921498817
2024-07-09,5.9907508278324135
2024-07-10,5.9907508278324135
2024-07-11,5.9907508278324135
2024-07-12,6.846572374665615
2024-07-13,9.41403701516522
2024-07-14,9.41403701516522
2024-07-15,5.9907508278324135
2024-07-16,5.9907508278324135
2024-07-17,5.9907508278324135
2024-07-18,6.846572374665615
2024-07-19,5.9907508278324135
2024-07-20,7.702393921498817
2024-07-21,10.269858561998422
2024-07-22,6.846572374665615
2024-07-23,5.9907508278324135
2024-07-24,5.134929280999211
2024-07-25,5.9907508278324135
2024-07-26,8.558215468332019
2024-07-27,10.269858561998422
2024-07-28,11.981501655664827
2024-07-29,14.548966296164432
2024-07-30,6.846572374665615
2024-07-31,5.9907508278324135
2024-08-01,6.846572374665615
2024-08-02,9.41403701516522
2024-08-03,11.981501655664827
2024-08-04,12.837323202498029
2024-08-05,9.41403701516522
2024-08-06,9.41403701516522
2024-08-07,8.558215468332019
2024-08-08,8.558215468332019
2024-08-09,9.41403701516522
2024-08-10,17.97225248349724
2024-08-11,52.20511435682531
2024-08-12,85.58215468332018
2024-08-13,23.963003311329654
2024-08-14,13.69314474933123
2024-08-15,10.269858561998422
2024-08-16,7.702393921498817
2024-08-17,10.269858561998422
2024-08-18,11.810337346298187
2024-08-19,7.616811766815497
2024-08-20,6.846572374665616
2024-08-21,7.188900993398896
2024-08-22,6.846572374665616
2024-08-23,6.0763329825157335
2024-08-24,8.72937977769866
2024-08-25,11.040097954148305
2024-08-26,6.846572374665616
2024-08-27,6.0763329825157335
2024-08-28,7.959140385548778
2024-08-29,6.0763329825157335
2024-08-30,5.734004363782454
2024-08-31,6.846572374665616
2024-09-01,8.72937977769866
2024-09-02,8.38705115896538
2024-09-03,5.306093590365852
2024-09-04,4.963764971632571
2024-09-05,5.734004363782454
2024-09-06,5.306093590365852
2024-09-07,8.38705115896538
2024-09-08,9.499619169848541
2024-09-09,6.846572374665616
2024-09-10,6.0763329825157335
2024-09-11,5.734004363782454
2024-09-12,6.0763329825157335
2024-09-13,6.846572374665616
2024-09-14,8.72937977769866
2024-09-15,9.499619169848541
2024-09-16,6.846572374665616
2024-09-17,5.477257899732493
2024-09-18,5.477257899732493
2024-09-19,5.477257899732493
2024-09-20,5.477257899732493
2024-09-21,7.531229612132178
2024-09-22,8.21588684959874
2024-09-23,5.477257899732493
2024-09-24,4.792600662265931
2024-09-25,6.161915137199054
2024-09-26,5.477257899732493
2024-09-27,5.477257899732493
2024-09-28,6.161915137199054
2024-09-29,6.846572374665616
2024-09-30,4.10794342479937
2024-10-01,4.792600662265931
2024-10-02,5.477257899732493
2024-10-03,4.792600662265931
2024-10-04,4.792600662265931
2024-10-05,6.161915137199054
2024-10-06,6.161915137199054
2024-10-07,4.792600662265931
2024-10-08,4.792600662265931
2024-10-09,4.792600662265931
2024-10-10,6.161915137199054
2024-10-11,5.477257899732493
