Time,local_guide_program
2022-08-12,72.0
2022-08-13,44.0
2022-08-14,44.0
2022-08-15,80.0
2022-08-16,80.0
2022-08-17,77.0
2022-08-18,78.0
2022-08-19,75.0
2022-08-20,46.0
2022-08-21,45.0
2022-08-22,75.0
2022-08-23,77.0
2022-08-24,74.0
2022-08-25,73.0
2022-08-26,69.0
2022-08-27,45.0
2022-08-28,43.0
2022-08-29,74.7127614620748
2022-08-30,74.2127614620748
2022-08-31,72.04986266638497
2022-09-01,67.22406507500529
2022-09-02,65.06116627931544
2022-09-03,41.43217832241707
2022-09-04,40.85072892457215
2022-09-05,43.013627720261994
2022-09-06,74.7127614620748
2022-09-07,67.72406507500529
2022-09-08,63.97971688147052
2022-09-09,63.97971688147052
2022-09-10,37.1063807310374
2022-09-11,39.26927952672723
2022-09-12,67.72406507500529
2022-09-13,70.96841326854005
2022-09-14,67.72406507500529
2022-09-15,67.72406507500529
2022-09-16,66.14261567716036
2022-09-17,39.26927952672723
2022-09-18,37.1063807310374
2022-09-19,70.96841326854005
2022-09-20,69.38696387069513
2022-09-21,67.72406507500529
2022-09-22,68.8055144728502
2022-09-23,61.81681808578069
2022-09-24,39.26927952672723
2022-09-25,36.024931333192484
2022-09-26,67.72406507500529
2022-09-27,62.89826748362561
2022-09-28,62.79653496725122
2022-09-29,61.63363617156138
2022-09-30,61.63363617156138
2022-10-01,33.724065075005285
2022-10-02,33.724065075005285
2022-10-03,66.28523135432073
2022-10-04,65.12233255863089
2022-10-05,61.63363617156138
2022-10-06,62.79653496725122
2022-10-07,60.47073737587154
2022-10-08,38.37566025776463
2022-10-09,36.04986266638496
2022-10-10,62.79653496725122
2022-10-11,67.44813015001057
2022-10-12,61.63363617156138
2022-10-13,62.79653496725122
2022-10-14,56.98204098880203
2022-10-15,34.88696387069512
2022-10-16,33.724065075005285
2022-10-17,63.95943376294105
2022-10-18,65.12233255863089
2022-10-19,65.12233255863089
2022-10-20,63.95943376294105
2022-10-21,58.14493978449187
2022-10-22,41.864356644834146
2022-10-23,39.53855905345447
2022-10-24,63.95943376294105
2022-10-25,72.09972533276992
2022-10-26,110.47538559053454
2022-10-27,116.28987956898374
2022-10-28,110.47538559053454
2022-10-29,103.49799281639552
2022-10-30,94.19480245087682
2022-10-31,106.98668920346503
2022-11-01,116.28987956898374
2022-11-02,109.31248679484472
2022-11-03,110.47538559053454
2022-11-04,111.63828438622438
2022-11-05,94.19480245087682
2022-11-06,96.5206000422565
2022-11-07,106.98668920346503
2022-11-08,106.98668920346503
2022-11-09,97.68349883794633
2022-11-10,97.68349883794633
2022-11-11,93.031903655187
2022-11-12,83.72871328966829
2022-11-13,80.24001690259878
2022-11-14,93.031903655187
2022-11-15,98.84639763363617
2022-11-16,94.19480245087682
2022-11-17,95.35770124656666
2022-11-18,95.35770124656666
2022-11-19,80.24001690259878
2022-11-20,77.9142193112191
2022-11-21,91.86900485949715
2022-11-22,96.5206000422565
2022-11-23,77.9142193112191
2022-11-24,41.864356644834146
2022-11-25,40.701457849144305
2022-11-26,38.37566025776463
2022-11-27,38.37566025776463
2022-11-28,62.79653496725122
2022-11-29,63.95943376294105
2022-11-30,60.47073737587154
2022-12-01,60.47073737587154
2022-12-02,58.14493978449187
2022-12-03,43.02725544052398
2022-12-04,38.37566025776463
2022-12-05,62.79653496725122
2022-12-06,63.95943376294105
2022-12-07,65.12233255863089
2022-12-08,66.28523135432073
2022-12-09,59.3078385801817
2022-12-10,39.53855905345447
2022-12-11,38.37566025776463
2022-12-12,60.47073737587154
2022-12-13,63.95943376294105
2022-12-14,58.14493978449187
2022-12-15,61.63363617156138
2022-12-16,59.3078385801817
2022-12-17,38.37566025776463
2022-12-18,36.04986266638496
2022-12-19,59.3078385801817
2022-12-20,60.47073737587154
2022-12-21,59.3078385801817
2022-12-22,50.00464821466301
2022-12-23,40.701457849144305
2022-12-24,31.39826748362561
2022-12-25,29.072469892245934
2022-12-26,38.37566025776463
2022-12-27,58.14493978449187
2022-12-28,62.79653496725122
2022-12-29,56.98204098880203
2022-12-30,51.16754701035284
2022-12-31,34.88696387069512
2023-01-01,34.88696387069512
2023-01-02,51.16754701035284
2023-01-03,67.44813015001057
2023-01-04,70.93682653708008
2023-01-05,66.28523135432073
2023-01-06,67.44813015001057
2023-01-07,41.864356644834146
2023-01-08,39.53855905345447
2023-01-09,69.77392774139024
2023-01-10,74.42552292414959
2023-01-11,69.77392774139024
2023-01-12,69.77392774139024
2023-01-13,66.28523135432073
2023-01-14,44.19015423621382
2023-01-15,39.53855905345447
2023-01-16,58.14493978449187
2023-01-17,72.09972533276992
2023-01-18,67.44813015001057
2023-01-19,68.6110289457004
2023-01-20,65.12233255863089
2023-01-21,41.864356644834146
2023-01-22,40.701457849144305
2023-01-23,67.44813015001057
2023-01-24,72.09972533276992
2023-01-25,68.6110289457004
2023-01-26,66.28523135432073
2023-01-27,61.63363617156138
2023-01-28,44.19015423621382
2023-01-29,41.864356644834146
2023-01-30,66.28523135432073
2023-01-31,70.93682653708008
2023-02-01,65.12233255863089
2023-02-02,66.28523135432073
2023-02-03,63.95943376294105
2023-02-04,40.701457849144305
2023-02-05,39.53855905345447
2023-02-06,69.77392774139024
2023-02-07,66.28523135432073
2023-02-08,66.28523135432073
2023-02-09,65.12233255863089
2023-02-10,72.09972533276992
2023-02-11,41.864356644834146
2023-02-12,37.212761462074795
2023-02-13,61.63363617156138
2023-02-14,68.6110289457004
2023-02-15,69.77392774139024
2023-02-16,68.6110289457004
2023-02-17,72.09972533276992
2023-02-18,45.353053031903656
2023-02-19,43.02725544052398
2023-02-20,66.28523135432073
2023-02-21,72.09972533276992
2023-02-22,68.6110289457004
2023-02-23,68.6110289457004
2023-02-24,65.12233255863089
2023-02-25,46.5159518275935
2023-02-26,43.02725544052398
2023-02-27,72.09972533276992
2023-02-28,69.77392774139024
2023-03-01,70.93682653708008
2023-03-02,70.93682653708008
2023-03-03,65.12233255863089
2023-03-04,46.5159518275935
2023-03-05,44.19015423621382
2023-03-06,72.09972533276992
2023-03-07,75.58842171983943
2023-03-08,73.26262412845975
2023-03-09,74.42552292414959
2023-03-10,67.44813015001057
2023-03-11,41.864356644834146
2023-03-12,41.864356644834146
2023-03-13,74.42552292414959
2023-03-14,73.26262412845975
2023-03-15,68.6110289457004
2023-03-16,69.77392774139024
2023-03-17,66.28523135432073
2023-03-18,44.19015423621382
2023-03-19,43.02725544052398
2023-03-20,77.9142193112191
2023-03-21,74.42552292414959
2023-03-22,74.42552292414959
2023-03-23,74.42552292414959
2023-03-24,67.44813015001057
2023-03-25,45.353053031903656
2023-03-26,46.5159518275935
2023-03-27,77.9142193112191
2023-03-28,75.58842171983943
2023-03-29,76.75132051552926
2023-03-30,73.26262412845975
2023-03-31,65.12233255863089
2023-04-01,43.02725544052398
2023-04-02,45.353053031903656
2023-04-03,73.26262412845975
2023-04-04,74.42552292414959
2023-04-05,72.09972533276992
2023-04-06,74.42552292414959
2023-04-07,67.44813015001057
2023-04-08,44.19015423621382
2023-04-09,39.53855905345447
2023-04-10,76.75132051552926
2023-04-11,80.24001690259878
2023-04-12,77.9142193112191
2023-04-13,77.9142193112191
2023-04-14,68.6110289457004
2023-04-15,46.5159518275935
2023-04-16,44.19015423621382
2023-04-17,74.42552292414959
2023-04-18,80.24001690259878
2023-04-19,76.75132051552926
2023-04-20,73.26262412845975
2023-04-21,72.09972533276992
2023-04-22,44.19015423621382
2023-04-23,46.5159518275935
2023-04-24,76.75132051552926
2023-04-25,79.07711810690894
2023-04-26,66.1965210145354
2023-04-27,59.273652644361995
2023-04-28,55.812218459275286
2023-04-29,41.96648171892846
2023-04-30,38.505047533841754
2023-05-01,61.29509443582781
2023-05-02,63.745807725181606
2023-05-03,64.17507922306959
2023-05-04,61.724365933715795
2023-05-05,59.273652644361995
2023-05-06,37.06505514022086
2023-05-07,36.05433424448796
2023-05-08,71.097947593243
2023-05-09,68.21796280600122
2023-05-10,62.735086829448704
2023-05-11,61.29509443582781
2023-05-12,59.273652644361995
2023-05-13,34.61434185086706
2023-05-14,34.61434185086706
2023-05-15,68.6472343038892
2023-05-16,69.65795519962211
2023-05-17,65.18580011880249
2023-05-18,63.164358327336686
2023-05-19,61.724365933715795
2023-05-20,38.505047533841754
2023-05-21,36.05433424448796
2023-05-22,68.6472343038892
2023-05-23,67.6365134081563
2023-05-24,66.6257925124234
2023-05-25,64.75652862091451
2023-05-26,57.522380716990334
2023-05-27,37.77589181414291
2023-05-28,36.91734881836693
2023-05-29,44.644235780350705
2023-05-30,71.25906864940593
2023-05-31,67.82489666630204
2023-06-01,66.10781067475008
2023-06-02,62.67363869164618
2023-06-03,39.492977805694856
2023-06-04,40.35152080147083
2023-06-05,69.54198265785399
2023-06-06,68.68343966207802
2023-06-07,71.25906864940593
2023-06-08,64.39072468319813
2023-06-09,59.23946670854229
2023-06-10,36.058805822590955
2023-06-11,36.91734881836693
2023-06-12,72.97615464095789
2023-06-13,69.54198265785399
2023-06-14,69.54198265785399
2023-06-15,68.68343966207802
2023-06-16,63.53218168742216
2023-06-17,36.91734881836693
2023-06-18,37.77589181414291
2023-06-19,67.82489666630204
2023-06-20,72.97615464095789
2023-06-21,69.54198265785399
2023-06-22,64.39072468319813
2023-06-23,63.53218168742216
2023-06-24,42.06860679302278
2023-06-25,42.06860679302278
2023-06-26,72.97615464095789
2023-06-27,72.97615464095789
2023-06-28,66.96635367052606
2023-06-29,85.85429957759752
2023-06-30,85.85429957759752
2023-07-01,52.371122742334485
2023-07-02,49.79549375500656
2023-07-03,61.81509569587021
2023-07-04,41.210063797246804
2023-07-05,72.97615464095789
2023-07-06,73.83469763673386
2023-07-07,72.11761164518191
2023-07-08,40.35152080147083
2023-07-09,47.21986476767864
2023-07-10,79.84449860716569
2023-07-11,74.69324063250984
2023-07-12,72.11761164518191
2023-07-13,73.83469763673386
2023-07-14,68.68343966207802
2023-07-15,46.36132177190266
2023-07-16,42.92714978879876
2023-07-17,78.98595561138971
2023-07-18,80.70304160294167
2023-07-19,76.41032662406178
2023-07-20,73.83469763673386
2023-07-21,67.82489666630204
2023-07-22,42.06860679302278
2023-07-23,42.92714978879876
2023-07-24,77.26886961983776
2023-07-25,78.98595561138971
2023-07-26,79.84449860716569
2023-07-27,70.40052565362996
2023-07-28,66.96635367052606
2023-07-29,44.644235780350705
2023-07-30,46.36132177190266
2023-07-31,79.84449860716569
2023-08-01,78.12741261561374
2023-08-02,72.97615464095789
2023-08-03,72.11761164518191
2023-08-04,66.96635367052606
2023-08-05,40.35152080147083
2023-08-06,43.785692784574735
2023-08-07,78.12741261561374
2023-08-08,76.41032662406178
2023-08-09,74.69324063250984
2023-08-10,74.69324063250984
2023-08-11,72.97615464095789
2023-08-12,39.492977805694856
2023-08-13,42.92714978879876
2023-08-14,77.26886961983776
2023-08-15,73.83469763673386
2023-08-16,73.83469763673386
2023-08-17,72.97615464095789
2023-08-18,68.68343966207802
2023-08-19,39.492977805694856
2023-08-20,37.77589181414291
2023-08-21,74.69324063250984
2023-08-22,75.55178362828582
2023-08-23,71.25906864940593
2023-08-24,69.54198265785399
2023-08-25,61.81509569587021
2023-08-26,40.35152080147083
2023-08-27,40.35152080147083
2023-08-28,69.54198265785399
2023-08-29,70.40052565362996
2023-08-30,74.69324063250984
2023-08-31,71.25906864940593
2023-09-01,65.2492676789741
2023-09-02,39.492977805694856
2023-09-03,37.77589181414291
2023-09-04,42.06860679302278
2023-09-05,72.97615464095789
2023-09-06,76.41032662406178
2023-09-07,67.82489666630204
2023-09-08,66.10781067475008
2023-09-09,41.210063797246804
2023-09-10,41.210063797246804
2023-09-11,76.41032662406178
2023-09-12,74.69324063250984
2023-09-13,70.40052565362996
2023-09-14,70.40052565362996
2023-09-15,65.2492676789741
2023-09-16,40.35152080147083
2023-09-17,36.91734881836693
2023-09-18,70.40052565362996
2023-09-19,72.11761164518191
2023-09-20,68.68343966207802
2023-09-21,73.83469763673386
2023-09-22,64.39072468319813
2023-09-23,38.63443480991888
2023-09-24,38.63443480991888
2023-09-25,72.11761164518191
2023-09-26,74.69324063250984
2023-09-27,71.25906864940593
2023-09-28,65.2492676789741
2023-09-29,64.39072468319813
2023-09-30,38.63443480991888
2023-10-01,36.91734881836693
2023-10-02,67.82489666630204
2023-10-03,71.25906864940593
2023-10-04,70.40052565362996
2023-10-05,68.68343966207802
2023-10-06,66.96635367052606
2023-10-07,41.210063797246804
2023-10-08,35.20026282681498
2023-10-09,70.40052565362996
2023-10-10,70.40052565362996
2023-10-11,71.25906864940593
2023-10-12,66.96635367052606
2023-10-13,64.39072468319813
2023-10-14,38.63443480991888
2023-10-15,38.63443480991888
2023-10-16,68.68343966207802
2023-10-17,69.54198265785399
2023-10-18,70.40052565362996
2023-10-19,67.82489666630204
2023-10-20,61.81509569587021
2023-10-21,35.20026282681498
2023-10-22,36.91734881836693
2023-10-23,72.11761164518191
2023-10-24,69.54198265785399
2023-10-25,66.96635367052606
2023-10-26,66.96635367052606
2023-10-27,62.67363869164618
2023-10-28,36.058805822590955
2023-10-29,33.48317683526303
2023-10-30,69.54198265785399
2023-10-31,69.54198265785399
2023-11-01,67.82489666630204
2023-11-02,66.10781067475008
2023-11-03,58.38092371276631
2023-11-04,40.35152080147083
2023-11-05,36.91734881836693
2023-11-06,70.40052565362996
2023-11-07,67.82489666630204
2023-11-08,64.39072468319813
2023-11-09,66.10781067475008
2023-11-10,57.522380716990334
2023-11-11,38.63443480991888
2023-11-12,35.20026282681498
2023-11-13,66.10781067475008
2023-11-14,65.2492676789741
2023-11-15,70.40052565362996
2023-11-16,65.2492676789741
2023-11-17,62.67363869164618
2023-11-18,36.058805822590955
2023-11-19,35.20026282681498
2023-11-20,63.53218168742216
2023-11-21,57.522380716990334
2023-11-22,51.51257974655851
2023-11-23,27.473375864831205
2023-11-24,31.76609084371108
2023-11-25,34.34171983103901
2023-11-26,34.34171983103901
2023-11-27,63.53218168742216
2023-11-28,64.39072468319813
2023-11-29,66.10781067475008
2023-11-30,61.81509569587021
2023-12-01,58.38092371276631
2023-12-02,38.63443480991888
2023-12-03,35.20026282681498
2023-12-04,63.53218168742216
2023-12-05,66.10781067475008
2023-12-06,66.96635367052606
2023-12-07,61.81509569587021
2023-12-08,60.09800970431826
2023-12-09,35.20026282681498
2023-12-10,33.48317683526303
2023-12-11,58.38092371276631
2023-12-12,60.09800970431826
2023-12-13,54.94675172966241
2023-12-14,60.09800970431826
2023-12-15,54.94675172966241
2023-12-16,36.058805822590955
2023-12-17,34.34171983103901
2023-12-18,58.38092371276631
2023-12-19,61.81509569587021
2023-12-20,61.81509569587021
2023-12-21,54.08820873388643
2023-12-22,42.05072048061078
2023-12-23,33.286427398731036
2023-12-24,28.475009359903176
2023-12-25,24.969292127151277
2023-12-26,46.432867021550656
2023-12-27,55.62643160131839
2023-12-28,54.320730795242426
2023-12-29,52.56787217886648
2023-12-30,35.03928601510698
2023-12-31,33.73358520903102
2024-01-01,33.73358520903102
2024-01-02,66.57285479746207
2024-01-03,71.83143064658992
2024-01-04,69.64930053232598
2024-01-05,68.32571341383803
2024-01-06,40.29786186423483
2024-01-07,36.792144631482934
2024-01-08,69.64930053232598
2024-01-09,66.14358329957409
2024-01-10,69.202142722026
2024-01-11,64.39072468319813
2024-01-12,61.76143675863421
2024-01-13,39.42143255604685
2024-01-14,37.239302441782925
2024-01-15,52.12071436856649
2024-01-16,60.88500745044624
2024-01-17,67.02001260776206
2024-01-18,66.14358329957409
2024-01-19,61.76143675863421
2024-01-20,42.92714978879876
2024-01-21,42.92714978879876
2024-01-22,64.39072468319813
2024-01-23,67.96798716559803
2024-01-24,68.862302786198
2024-01-25,66.17935592439808
2024-01-26,67.07367154499805
2024-01-27,43.821465409398726
2024-01-28,42.03283416819878
2024-01-29,73.33388088919787
2024-01-30,67.07367154499805
2024-01-31,70.65093402739795
2024-02-01,68.862302786198
2024-02-02,63.496409062598154
2024-02-03,42.92714978879876
2024-02-04,42.92714978879876
2024-02-05,68.862302786198
2024-02-06,69.75661840679797
2024-02-07,70.65093402739795
2024-02-08,66.17935592439808
2024-02-09,67.96798716559803
2024-02-10,42.92714978879876
2024-02-11,37.56125606519891
2024-02-12,62.602093441998186
2024-02-13,70.65093402739795
2024-02-14,67.96798716559803
2024-02-15,67.96798716559803
2024-02-16,69.75661840679797
2024-02-17,44.7157810299987
2024-02-18,44.7157810299987
2024-02-19,67.07367154499805
2024-02-20,76.01682775099779
2024-02-21,73.33388088919787
2024-02-22,69.75661840679797
2024-02-23,66.17935592439808
2024-02-24,44.7157810299987
2024-02-25,43.821465409398726
2024-02-26,74.22819650979784
2024-02-27,72.4395652685979
2024-02-28,68.862302786198
2024-02-29,72.4395652685979
2024-03-01,59.02483095959829
2024-03-02,42.03283416819878
2024-03-03,42.03283416819878
2024-03-04,73.33388088919787
2024-03-05,78.69977461279771
2024-03-06,78.69977461279771
2024-03-07,72.4395652685979
2024-03-08,67.07367154499805
2024-03-09,43.821465409398726
2024-03-10,46.50441227119865
2024-03-11,75.12251213039782
2024-03-12,76.01682775099779
2024-03-13,72.4395652685979
2024-03-14,70.65093402739795
2024-03-15,67.96798716559803
2024-03-16,43.821465409398726
2024-03-17,43.821465409398726
2024-03-18,80.48840585399766
2024-03-19,76.91114337159777
2024-03-20,75.12251213039782
2024-03-21,68.862302786198
2024-03-22,67.07367154499805
2024-03-23,42.03283416819878
2024-03-24,42.03283416819878
2024-03-25,75.12251213039782
2024-03-26,77.80545899219774
2024-03-27,75.12251213039782
2024-03-28,75.12251213039782
2024-03-29,67.07367154499805
2024-03-30,41.13851854759881
2024-03-31,40.24420292699883
2024-04-01,76.91114337159777
2024-04-02,72.4395652685979
2024-04-03,73.33388088919787
2024-04-04,70.65093402739795
2024-04-05,67.96798716559803
2024-04-06,43.821465409398726
2024-04-07,44.7157810299987
2024-04-08,64.39072468319813
2024-04-09,68.862302786198
2024-04-10,74.22819650979784
2024-04-11,69.75661840679797
2024-04-12,68.862302786198
2024-04-13,42.92714978879876
2024-04-14,40.24420292699883
2024-04-15,71.54524964799792
2024-04-16,75.12251213039782
2024-04-17,76.01682775099779
2024-04-18,74.22819650979784
2024-04-19,68.862302786198
2024-04-20,39.349887306398855
2024-04-21,42.92714978879876
2024-04-22,77.80545899219774
2024-04-23,76.01682775099779
2024-04-24,76.01682775099779
2024-04-25,71.54524964799792
2024-04-26,66.17935592439808
2024-04-27,42.92714978879876
2024-04-28,43.821465409398726
2024-04-29,78.69977461279771
2024-04-30,71.54524964799792
2024-05-01,73.33388088919787
2024-05-02,68.862302786198
2024-05-03,68.862302786198
2024-05-04,42.03283416819878
2024-05-05,44.7157810299987
2024-05-06,76.01682775099779
2024-05-07,75.12251213039782
2024-05-08,72.4395652685979
2024-05-09,74.22819650979784
2024-05-10,71.54524964799792
2024-05-11,47.39872789179862
2024-05-12,41.13851854759881
2024-05-13,76.91114337159777
2024-05-14,78.69977461279771
2024-05-15,76.91114337159777
2024-05-16,73.33388088919787
2024-05-17,64.39072468319813
2024-05-18,45.61009665059868
2024-05-19,45.61009665059868
2024-05-20,79.5940902333977
2024-05-21,78.69977461279771
2024-05-22,74.22819650979784
2024-05-23,75.12251213039782
2024-05-24,66.17935592439808
2024-05-25,42.03283416819878
2024-05-26,42.03283416819878
2024-05-27,47.39872789179862
2024-05-28,81.38272147459764
2024-05-29,79.5940902333977
2024-05-30,75.12251213039782
2024-05-31,73.33388088919787
2024-06-01,43.821465409398726
2024-06-02,40.24420292699883
2024-06-03,85.85429957759752
2024-06-04,81.38272147459764
2024-06-05,78.69977461279771
2024-06-06,76.91114337159777
2024-06-07,71.54524964799792
2024-06-08,44.7157810299987
2024-06-09,43.821465409398726
2024-06-10,84.06566833639756
2024-06-11,82.27703709519761
2024-06-12,76.91114337159777
2024-06-13,81.38272147459764
2024-06-14,69.75661840679797
2024-06-15,42.92714978879876
2024-06-16,44.7157810299987
2024-06-17,83.17135271579758
2024-06-18,87.64293081879745
2024-06-19,73.33388088919787
2024-06-20,76.91114337159777
2024-06-21,73.33388088919787
2024-06-22,44.7157810299987
2024-06-23,47.39872789179862
2024-06-24,86.74861519819748
2024-06-25,81.38272147459764
2024-06-26,76.91114337159777
2024-06-27,73.33388088919787
2024-06-28,64.39072468319813
2024-06-29,45.61009665059868
2024-06-30,45.61009665059868
2024-07-01,77.80545899219774
2024-07-02,83.17135271579758
2024-07-03,71.54524964799792
2024-07-04,44.7157810299987
2024-07-05,53.658937235998444
2024-07-06,42.92714978879876
2024-07-07,44.7157810299987
2024-07-08,83.17135271579758
2024-07-09,80.48840585399766
2024-07-10,80.48840585399766
2024-07-11,78.69977461279771
2024-07-12,73.33388088919787
2024-07-13,42.92714978879876
2024-07-14,42.03283416819878
2024-07-15,74.22819650979784
2024-07-16,77.80545899219774
2024-07-17,79.5940902333977
2024-07-18,75.12251213039782
2024-07-19,64.39072468319813
2024-07-20,42.03283416819878
2024-07-21,39.349887306398855
2024-07-22,74.22819650979784
2024-07-23,76.91114337159777
2024-07-24,77.80545899219774
2024-07-25,76.01682775099779
2024-07-26,70.65093402739795
2024-07-27,42.92714978879876
2024-07-28,42.92714978879876
2024-07-29,81.38272147459764
2024-07-30,80.48840585399766
2024-07-31,76.91114337159777
2024-08-01,82.27703709519761
2024-08-02,75.12251213039782
2024-08-03,44.7157810299987
2024-08-04,47.39872789179862
2024-08-05,80.48840585399766
2024-08-06,81.38272147459764
2024-08-07,84.95998395699753
2024-08-08,80.48840585399766
2024-08-09,73.33388088919787
2024-08-10,42.92714978879876
2024-08-11,44.7157810299987
2024-08-12,84.95998395699753
2024-08-13,78.69977461279771
2024-08-14,82.27703709519761
2024-08-15,81.38272147459764
2024-08-16,70.65093402739795
2024-08-17,42.92714978879876
2024-08-18,45.31562687308406
2024-08-19,85.60345495230727
2024-08-20,85.60345495230727
2024-08-21,76.91114337159777
2024-08-22,76.91114337159777
2024-08-23,72.7994727744491
2024-08-24,45.31562687308406
2024-08-25,45.78459725949624
2024-08-26,89.26796773915595
2024-08-27,82.40791255187078
2024-08-28,80.57565615844644
2024-08-29,76.91114337159777
2024-08-30,71.41437419132475
2024-08-31,42.12008447264756
2024-09-01,42.56724228294755
2024-09-02,49.449110046344906
2024-09-03,81.49178435515861
2024-09-04,77.82727156830994
2024-09-05,74.16275878146126
2024-09-06,67.74986140447609
2024-09-07,41.20395627593539
2024-09-08,41.20395627593539
2024-09-09,80.57565615844644
2024-09-10,74.16275878146126
2024-09-11,70.49824599461259
2024-09-12,76.91114337159777
2024-09-13,73.24663058474908
2024-09-14,46.7007254562084
2024-09-15,41.20395627593539
2024-09-16,78.7433997650221
2024-09-17,75.97320259877341
2024-09-18,75.97320259877341
2024-09-19,74.09732105312469
2024-09-20,71.28349873465159
2024-09-21,43.1452755499207
2024-09-22,40.33145323144761
