Time,olivia_dunne
2024-09-23,32.18278253773969
2024-09-24,22.12566299469604
2024-09-25,28.83040935672514
2024-09-26,67.04746362029103
2024-09-27,60.34271725826192
2024-09-28,62.354141166870654
2024-09-29,52.96749626002991
2024-09-30,32.18278253773969
2024-10-01,34.194206446348424
2024-10-02,38.887528899768796
2024-10-03,26.1485108119135
2024-10-04,33.52373181014551
2024-10-05,48.27417380660954
2024-10-06,36.87610499116006
2024-10-07,25.47803617571059
2024-10-08,18.102815177478575
2024-10-09,18.773289813681487
2024-10-10,15.420916632666936
2024-10-11,15.420916632666936
2024-10-12,22.796137630898947
2024-10-13,20.11423908608731
2024-10-14,30.17135862913096
2024-10-15,19.443764449884398
2024-10-16,14.079967360261115
2024-10-17,14.750441996464026
2024-10-18,16.761865905072757
2024-10-19,13.409492724058206
2024-10-20,16.091391268869845
2024-10-21,16.761865905072757
2024-10-22,18.773289813681487
2024-10-23,16.761865905072757
2024-10-24,16.761865905072757
2024-10-25,14.079967360261115
2024-10-26,22.796137630898947
2024-10-27,28.83040935672514
2024-10-28,21.455188358493128
2024-10-29,15.420916632666936
2024-10-30,34.194206446348424
2024-10-31,22.12566299469604
2024-11-01,36.20563035495715
2024-11-02,30.84183326533387
2024-11-03,21.455188358493128
2024-11-04,12.739018087855294
2024-11-05,14.079967360261115
2024-11-06,12.739018087855294
2024-11-07,15.420916632666936
2024-11-08,14.750441996464026
2024-11-09,66.37698898408811
2024-11-10,48.27417380660954
2024-11-11,30.84183326533387
2024-11-12,19.443764449884398
2024-11-13,15.420916632666936
2024-11-14,8.045695634434923
2024-11-15,31.512307901536783
2024-11-16,48.94464844281245
2024-11-17,40.89895280837752
2024-11-18,25.47803617571059
2024-11-19,36.20563035495715
2024-11-20,56.31986944104446
2024-11-21,18.102815177478575
2024-11-22,14.079967360261115
2024-11-23,26.1485108119135
2024-11-24,31.512307901536783
2024-11-25,15.420916632666936
2024-11-26,18.102815177478575
2024-11-27,20.784713722290217
2024-11-28,16.761865905072757
2024-11-29,24.13708690330477
2024-11-30,27.48946008431932
2024-12-01,35.53515571875425
2024-12-02,30.17135862913096
2024-12-03,20.11423908608731
2024-12-04,32.18278253773969
2024-12-05,51.62654698762409
2024-12-06,28.83040935672514
2024-12-07,27.48946008431932
2024-12-08,27.48946008431932
2024-12-09,13.409492724058206
2024-12-10,23.46661226710186
2024-12-11,22.796137630898947
2024-12-12,20.784713722290217
2024-12-13,19.443764449884398
2024-12-14,31.512307901536783
2024-12-15,26.1485108119135
2024-12-16,13.409492724058206
2024-12-17,22.12566299469604
2024-12-18,21.455188358493128
2024-12-19,15.420916632666936
2024-12-20,24.13708690330477
2024-12-21,26.81898544811641
2024-12-22,20.11423908608731
2024-12-23,24.13708690330477
2024-12-24,20.784713722290217
2024-12-25,22.12566299469604
2024-12-26,24.80756153950768
2024-12-27,22.796137630898947
2024-12-28,20.784713722290217
2024-12-29,20.11423908608731
2024-12-30,23.46661226710186
2024-12-31,22.12566299469604
2025-01-01,22.796137630898947
2025-01-02,27.48946008431932
2025-01-03,34.194206446348424
2025-01-04,42.239902080783345
2025-01-05,42.239902080783345
2025-01-06,26.1485108119135
2025-01-07,20.11423908608731
2025-01-08,16.761865905072757
2025-01-09,20.784713722290217
2025-01-10,22.796137630898947
2025-01-11,48.94464844281245
2025-01-12,25.47803617571059
2025-01-13,14.079967360261115
2025-01-14,14.079967360261115
2025-01-15,8.716170270637834
2025-01-16,16.091391268869845
2025-01-17,16.761865905072757
2025-01-18,43.58085135318917
2025-01-19,18.102815177478575
2025-01-20,19.443764449884398
2025-01-21,16.761865905072757
2025-01-22,19.443764449884398
2025-01-23,20.11423908608731
2025-01-24,24.80756153950768
2025-01-25,30.84183326533387
2025-01-26,27.48946008431932
2025-01-27,23.46661226710186
2025-01-28,35.53515571875425
2025-01-29,25.47803617571059
2025-01-30,19.443764449884398
2025-01-31,16.091391268869845
2025-02-01,17.432340541275668
2025-02-02,19.443764449884398
2025-02-03,40.89895280837752
2025-02-04,15.420916632666936
2025-02-05,9.386644906840743
2025-02-06,19.443764449884398
2025-02-07,17.432340541275668
2025-02-08,22.796137630898947
2025-02-09,26.1485108119135
2025-02-10,15.420916632666936
2025-02-11,11.398068815449474
2025-02-12,18.773289813681487
2025-02-13,18.102815177478575
2025-02-14,12.739018087855294
2025-02-15,32.18278253773969
2025-02-16,20.784713722290217
2025-02-17,18.773289813681487
2025-02-18,17.432340541275668
2025-02-19,16.761865905072757
2025-02-20,14.750441996464026
2025-02-21,18.773289813681487
2025-02-22,27.48946008431932
2025-02-23,18.102815177478575
2025-02-24,14.079967360261115
2025-02-25,18.773289813681487
2025-02-26,14.079967360261115
2025-02-27,14.750441996464026
2025-02-28,14.750441996464026
2025-03-01,21.455188358493128
2025-03-02,23.46661226710186
2025-03-03,18.102815177478575
2025-03-04,22.12566299469604
2025-03-05,20.784713722290217
2025-03-06,8.045695634434923
2025-03-07,24.80756153950768
2025-03-08,22.12566299469604
2025-03-09,40.89895280837752
2025-03-10,15.420916632666936
2025-03-11,15.420916632666936
2025-03-12,13.409492724058206
2025-03-13,14.750441996464026
2025-03-14,10.057119543043655
2025-03-15,19.443764449884398
2025-03-16,20.784713722290217
2025-03-17,12.739018087855294
2025-03-18,16.091391268869845
2025-03-19,14.079967360261115
2025-03-20,9.386644906840743
2025-03-21,17.432340541275668
2025-03-22,17.432340541275668
2025-03-23,18.773289813681487
2025-03-24,10.727594179246564
2025-03-25,20.784713722290217
2025-03-26,20.11423908608731
2025-03-27,13.409492724058206
2025-03-28,16.091391268869845
2025-03-29,21.455188358493128
2025-03-30,23.46661226710186
2025-03-31,24.13708690330477
2025-04-01,26.1485108119135
2025-04-02,11.398068815449474
2025-04-03,18.102815177478575
2025-04-04,23.46661226710186
2025-04-05,15.420916632666936
2025-04-06,24.80756153950768
2025-04-07,20.11423908608731
2025-04-08,28.83040935672514
2025-04-09,19.443764449884398
2025-04-10,15.420916632666936
2025-04-11,22.796137630898947
2025-04-12,16.761865905072757
2025-04-13,8.716170270637834
2025-04-14,13.409492724058206
2025-04-15,14.750441996464026
2025-04-16,19.89074754068634
2025-04-17,14.750441996464026
2025-04-18,34.30595221904891
2025-04-19,43.91608867129062
2025-04-20,22.12566299469604
2025-04-21,17.320594768575184
2025-04-22,16.035518382519605
2025-04-23,19.22027290448343
2025-04-24,10.895212838297292
2025-04-25,16.985357450473728
2025-04-26,16.035518382519605
2025-04-27,11.230450156398746
2025-04-28,19.89074754068634
2025-04-29,12.18028922435287
2025-04-30,9.94537377034317
2025-05-01,10.895212838297292
2025-05-02,14.750441996464026
2025-05-03,22.12566299469604
2025-05-04,28.215807606872474
2025-05-05,38.16118137721564
2025-05-06,26.59549390271544
2025-05-07,16.035518382519605
2025-05-08,12.18028922435287
2025-05-09,13.465365610408448
2025-05-10,13.130128292306992
2025-05-11,12.515526542454324
2025-05-12,18.605671154630762
2025-05-13,40.39609683122535
2025-05-14,42.631012285235045
2025-05-15,29.500883992928053
2025-05-16,25.813273493812048
2025-05-17,39.33451199057074
2025-05-18,51.626546987624096
2025-05-19,30.73008749263339
2025-05-20,19.66725599528537
2025-05-21,29.500883992928053
2025-05-22,23.354866494401378
2025-05-23,8.60442449793735
2025-05-24,19.66725599528537
2025-05-25,20.896459494990705
2025-05-26,24.584069994106713
2025-05-27,24.584069994106713
2025-05-28,15.979645496169363
2025-05-29,24.584069994106713
2025-05-30,18.438052495580035
2025-05-31,33.188494492044065
2025-06-01,73.75220998232014
2025-06-02,122.92034997053356
2025-06-03,56.543360986445435
2025-06-04,47.93893648850809
2025-06-05,40.563715490276074
2025-06-06,25.813273493812048
2025-06-07,24.584069994106713
2025-06-08,28.271680493222718
2025-06-09,18.438052495580035
2025-06-10,18.438052495580035
2025-06-11,13.521238496758691
2025-06-12,15.979645496169363
2025-06-13,18.438052495580035
2025-06-14,8.60442449793735
2025-06-15,40.563715490276074
2025-06-16,27.042476993517383
2025-06-17,33.188494492044065
2025-06-18,20.896459494990705
2025-06-19,24.584069994106713
2025-06-20,36.87610499116007
2025-06-21,25.813273493812048
2025-06-22,33.188494492044065
2025-06-23,24.584069994106713
2025-06-24,7.375220998232013
2025-06-25,20.896459494990705
2025-06-26,19.66725599528537
2025-06-27,18.438052495580035
2025-06-28,14.750441996464026
2025-06-29,19.66725599528537
2025-06-30,18.438052495580035
2025-07-01,23.354866494401378
2025-07-02,11.06283149734802
2025-07-03,13.521238496758691
2025-07-04,14.750441996464026
2025-07-05,17.2088489958747
2025-07-06,24.584069994106713
2025-07-07,11.06283149734802
2025-07-08,9.833627997642685
2025-07-09,24.584069994106713
2025-07-10,29.500883992928053
2025-07-11,36.87610499116007
2025-07-12,29.500883992928053
2025-07-13,19.66725599528537
2025-07-14,15.979645496169363
2025-07-15,27.042476993517383
2025-07-16,34.4176979917494
2025-07-17,18.438052495580035
2025-07-18,50.39734348791876
2025-07-19,23.354866494401378
2025-07-20,20.896459494990705
2025-07-21,14.750441996464026
2025-07-22,14.750441996464026
2025-07-23,19.66725599528537
2025-07-24,13.521238496758691
2025-07-25,14.750441996464026
2025-07-26,31.959290992338726
2025-07-27,49.168139988213426
2025-07-28,40.563715490276074
2025-07-29,63.91858198467745
2025-07-30,44.25132598939208
2025-07-31,27.042476993517383
2025-08-01,35.646901491454734
2025-08-02,27.042476993517383
2025-08-03,23.354866494401378
2025-08-04,22.12566299469604
2025-08-05,27.042476993517383
2025-08-06,22.12566299469604
2025-08-07,25.813273493812048
2025-08-08,20.896459494990705
2025-08-09,12.292034997053356
2025-08-10,18.438052495580035
2025-08-11,13.521238496758691
2025-08-12,14.750441996464026
2025-08-13,20.896459494990705
2025-08-14,17.2088489958747
2025-08-15,18.438052495580035
2025-08-16,17.2088489958747
2025-08-17,18.438052495580035
2025-08-18,22.12566299469604
2025-08-19,22.12566299469604
2025-08-20,15.979645496169363
2025-08-21,23.354866494401378
2025-08-22,19.66725599528537
2025-08-23,28.271680493222718
2025-08-24,22.12566299469604
2025-08-25,13.521238496758691
2025-08-26,13.521238496758691
2025-08-27,13.521238496758691
2025-08-28,18.438052495580035
2025-08-29,15.979645496169363
2025-08-30,17.2088489958747
2025-08-31,14.750441996464026
2025-09-01,17.2088489958747
2025-09-02,18.438052495580035
2025-09-03,13.521238496758691
2025-09-04,15.979645496169363
2025-09-05,12.292034997053356
2025-09-06,12.292034997053356
2025-09-07,20.896459494990705
2025-09-08,18.438052495580035
2025-09-09,18.438052495580035
2025-09-10,15.979645496169363
2025-09-11,9.833627997642685
2025-09-12,6.146017498526678
2025-09-13,14.750441996464026
2025-09-14,14.750441996464026
2025-09-15,14.750441996464026
2025-09-16,11.06283149734802
2025-09-17,13.521238496758691
2025-09-18,11.06283149734802
2025-09-19,8.60442449793735
2025-09-20,13.521238496758691
2025-09-21,14.750441996464026
2025-09-22,17.2088489958747
2025-09-23,20.896459494990705
2025-09-24,9.833627997642685
2025-09-25,28.271680493222718
2025-09-26,33.188494492044065
2025-09-27,30.73008749263339
2025-09-28,17.2088489958747
2025-09-29,15.979645496169363
2025-09-30,15.979645496169363
2025-10-01,18.438052495580035
2025-10-02,23.354866494401378
2025-10-03,13.521238496758691
2025-10-04,13.521238496758691
2025-10-05,13.521238496758691
2025-10-06,6.146017498526678
2025-10-07,8.60442449793735
2025-10-08,12.292034997053356
2025-10-09,12.292034997053356
2025-10-10,8.60442449793735
2025-10-11,12.292034997053356
2025-10-12,12.292034997053356
2025-10-13,8.60442449793735
2025-10-14,9.833627997642685
2025-10-15,0.0
2025-10-16,7.375220998232013
2025-10-17,9.833627997642685
2025-10-18,9.833627997642685
2025-10-19,15.979645496169363
2025-10-20,6.146017498526678
2025-10-21,7.375220998232013
2025-10-22,7.375220998232013
2025-10-23,14.750441996464026
2025-10-24,7.375220998232013
2025-10-25,12.292034997053356
2025-10-26,9.833627997642685
2025-10-27,0.0
2025-10-28,6.146017498526678
2025-10-29,9.833627997642685
2025-10-30,14.750441996464026
2025-10-31,7.375220998232013
2025-11-01,23.354866494401378
2025-11-02,19.66725599528537
2025-11-03,9.833627997642685
2025-11-04,8.60442449793735
2025-11-05,7.375220998232013
2025-11-06,8.60442449793735
2025-11-07,9.833627997642685
2025-11-08,0.0
2025-11-09,12.292034997053356
2025-11-10,7.375220998232013
2025-11-11,13.521238496758691
2025-11-12,11.06283149734802
2025-11-13,18.438052495580035
2025-11-14,13.521238496758691
2025-11-15,9.833627997642685
2025-11-16,11.06283149734802
2025-11-17,11.06283149734802
2025-11-18,11.06283149734802
2025-11-19,7.375220998232013
2025-11-20,0.0
2025-11-21,7.375220998232013
2025-11-22,13.521238496758691
2025-11-23,17.2088489958747
2025-11-24,11.06283149734802
2025-11-25,12.292034997053356
2025-11-26,12.292034997053356
2025-11-27,7.375220998232013
2025-11-28,11.06283149734802
2025-11-29,11.06283149734802
2025-11-30,9.833627997642685
2025-12-01,6.146017498526678
2025-12-02,11.06283149734802
2025-12-03,0.0
2025-12-04,11.06283149734802
2025-12-05,13.521238496758691
2025-12-06,14.750441996464026
2025-12-07,9.833627997642685
2025-12-08,15.979645496169363
2025-12-09,20.896459494990705
2025-12-10,23.354866494401378
2025-12-11,11.932611289022972
2025-12-12,13.544901623443966
2025-12-13,15.971331424631293
2025-12-14,8.692042021069312
2025-12-15,13.3453639065303
2025-12-16,9.506181487835644
2025-12-17,8.292966587241981
2025-12-18,0.0
2025-12-19,10.104794638576639
2025-12-20,0.0
2025-12-21,0.0
2025-12-22,0.0
2025-12-23,11.118471822256637
2025-12-24,9.506181487835644
2025-12-25,17.998685791991292
2025-12-26,14.558578807123963
2025-12-27,10.918934105342974
2025-12-28,9.905256921662975
2025-12-29,9.905256921662975
2025-12-30,0.0
2025-12-31,14.758116524037629
2026-01-01,19.41143840949862
2026-01-02,11.932611289022972
2026-01-03,13.544901623443966
2026-01-04,23.250620828193277
2026-01-05,13.74443934035763
2026-01-06,9.905256921662975
2026-01-07,5.866536786054653
2026-01-08,0.0
2026-01-09,6.265612219881984
2026-01-10,9.577810411855934
2026-01-11,10.375961279510594
2026-01-12,7.9815086765466114
2026-01-13,0.0
2026-01-14,9.178734978028602
2026-01-15,9.976885845683265
2026-01-16,6.7842823750646195
2026-01-17,10.375961279510594
2026-01-18,8.779659544201273
2026-01-19,7.18335780889195
2026-01-20,5.5870560735826285
2026-01-21,7.18335780889195
2026-01-22,6.385206941237289
2026-01-23,7.9815086765466114
2026-01-24,8.380584110373942
2026-01-25,14.3667156177839
2026-01-26,6.7842823750646195
2026-01-27,9.178734978028602
2026-01-28,0.0
2026-01-29,0.0
2026-01-30,0.0
2026-01-31,8.380584110373942
2026-02-01,6.385206941237289
2026-02-02,16.362092786920552
2026-02-03,9.577810411855934
2026-02-04,11.174112147165257
2026-02-05,10.775036713337926
2026-02-06,13.568564750129239
2026-02-07,14.3667156177839
2026-02-08,13.16948931630191
2026-02-09,10.775036713337926
2026-02-10,8.380584110373942
2026-02-11,6.385206941237289
2026-02-12,11.174112147165257
2026-02-13,14.765791051611231
2026-02-14,11.573187580992586
2026-02-15,7.9815086765466114
2026-02-16,9.976885845683265
2026-02-17,5.5870560735826285
2026-02-18,5.187980639755297
2026-02-19,12.770413882474578
2026-02-20,9.976885845683265
2026-02-21,14.765791051611231
2026-02-22,0.0
2026-02-23,9.577810411855934
2026-02-24,5.986131507409959
2026-02-25,5.187980639755297
2026-02-26,7.582433242719281
2026-02-27,12.770413882474578
2026-02-28,9.577810411855934
2026-03-01,6.7842823750646195
2026-03-02,9.577810411855934
2026-03-03,11.972263014819918
2026-03-04,6.7842823750646195
2026-03-05,9.178734978028602
2026-03-06,6.385206941237289
2026-03-07,0.0
2026-03-08,8.779659544201273
2026-03-09,12.770413882474578
2026-03-10,22.348224294330514
2026-03-11,9.976885845683265
2026-03-12,0.0
2026-03-13,17.559319088402546
2026-03-14,27.93528036791314
2026-03-15,31.926034706186446
2026-03-16,39.90754338273306
2026-03-17,9.577810411855934
2026-03-18,13.96764018395657
2026-03-19,9.976885845683265
2026-03-20,13.568564750129239
2026-03-21,17.958394522229877
2026-03-22,26.33897863260382
2026-03-23,13.16948931630191
2026-03-24,11.573187580992586
2026-03-25,17.958394522229877
2026-03-26,23.545450595812504
2026-03-27,27.137129500258478
2026-03-28,11.174112147165257
2026-03-29,9.178734978028602
2026-03-30,9.577810411855934
2026-03-31,9.976885845683265
2026-04-01,11.573187580992586
2026-04-02,9.577810411855934
2026-04-03,0.0
2026-04-04,0.0
2026-04-05,0.0
2026-04-06,6.7842823750646195
2026-04-07,9.577810411855934
2026-04-08,7.18335780889195
2026-04-09,12.770413882474578
2026-04-10,5.5870560735826285
2026-04-11,0.0
2026-04-12,8.380584110373942
2026-04-13,6.7842823750646195
2026-04-14,7.18335780889195
2026-04-15,8.779659544201273
2026-04-16,6.7842823750646195
2026-04-17,0.0
2026-04-18,0.0
2026-04-19,10.375961279510594
2026-04-20,7.582433242719281
2026-04-21,0.0
2026-04-22,6.385206941237289
2026-04-23,16.761168220747884
2026-04-24,13.568564750129239
2026-04-25,30.728808404704456
2026-04-26,8.779659544201273
2026-04-27,8.779659544201273
2026-04-28,7.9815086765466114
2026-04-29,8.779659544201273
2026-04-30,35.916789044459755
2026-05-01,15.563941919265892
2026-05-02,13.16948931630191
2026-05-03,13.568564750129239
2026-05-04,12.371338448647247
2026-05-05,8.380584110373942
2026-05-06,0.0
2026-05-07,7.9815086765466114
2026-05-08,0.0
2026-05-09,9.976885845683265
2026-05-10,6.385206941237289
2026-05-11,0.0
2026-05-12,10.775036713337926
2026-05-13,11.972263014819918
2026-05-14,15.963017353093223
2026-05-15,20.352847125193858
2026-05-16,9.178734978028602
2026-05-17,13.568564750129239
2026-05-18,5.986131507409959
2026-05-19,0.0
2026-05-20,5.986131507409959
2026-05-21,5.986131507409959
2026-05-22,0.0
2026-05-23,6.7842823750646195
2026-05-24,19.155620823711867
2026-05-25,13.96764018395657
2026-05-26,0.0
2026-05-27,5.986131507409959
2026-05-28,8.779659544201273
2026-05-29,10.775036713337926
2026-05-30,8.380584110373942
2026-05-31,11.174112147165257
