Time,als
2024-09-30,50.290672451193075
2024-10-01,50.290672451193075
2024-10-02,50.290672451193075
2024-10-03,50.290672451193075
2024-10-04,60.34880694143169
2024-10-05,50.290672451193075
2024-10-06,50.290672451193075
2024-10-07,50.290672451193075
2024-10-08,60.34880694143169
2024-10-09,50.290672451193075
2024-10-10,50.290672451193075
2024-10-11,50.290672451193075
2024-10-12,50.290672451193075
2024-10-13,50.290672451193075
2024-10-14,50.290672451193075
2024-10-15,50.290672451193075
2024-10-16,50.290672451193075
2024-10-17,50.290672451193075
2024-10-18,50.290672451193075
2024-10-19,50.290672451193075
2024-10-20,50.290672451193075
2024-10-21,50.290672451193075
2024-10-22,50.290672451193075
2024-10-23,50.290672451193075
2024-10-24,50.290672451193075
2024-10-25,40.23253796095446
2024-10-26,40.23253796095446
2024-10-27,40.23253796095446
2024-10-28,50.290672451193075
2024-10-29,50.290672451193075
2024-10-30,50.290672451193075
2024-10-31,40.23253796095446
2024-11-01,50.290672451193075
2024-11-02,40.23253796095446
2024-11-03,40.23253796095446
2024-11-04,50.290672451193075
2024-11-05,40.23253796095446
2024-11-06,30.174403470715845
2024-11-07,40.23253796095446
2024-11-08,40.23253796095446
2024-11-09,40.23253796095446
2024-11-10,40.23253796095446
2024-11-11,50.290672451193075
2024-11-12,50.290672451193075
2024-11-13,50.290672451193075
2024-11-14,50.290672451193075
2024-11-15,50.290672451193075
2024-11-16,40.23253796095446
2024-11-17,50.290672451193075
2024-11-18,50.290672451193075
2024-11-19,50.290672451193075
2024-11-20,50.290672451193075
2024-11-21,50.290672451193075
2024-11-22,50.290672451193075
2024-11-23,40.23253796095446
2024-11-24,40.23253796095446
2024-11-25,50.290672451193075
2024-11-26,50.290672451193075
2024-11-27,50.290672451193075
2024-11-28,40.23253796095446
2024-11-29,50.290672451193075
2024-11-30,40.23253796095446
2024-12-01,40.23253796095446
2024-12-02,50.290672451193075
2024-12-03,50.290672451193075
2024-12-04,50.290672451193075
2024-12-05,50.290672451193075
2024-12-06,40.23253796095446
2024-12-07,40.23253796095446
2024-12-08,40.23253796095446
2024-12-09,40.23253796095446
2024-12-10,50.290672451193075
2024-12-11,50.290672451193075
2024-12-12,50.290672451193075
2024-12-13,60.34880694143169
2024-12-14,60.34880694143169
2024-12-15,40.23253796095446
2024-12-16,50.290672451193075
2024-12-17,50.290672451193075
2024-12-18,40.23253796095446
2024-12-19,40.23253796095446
2024-12-20,50.290672451193075
2024-12-21,40.23253796095446
2024-12-22,40.23253796095446
2024-12-23,50.290672451193075
2024-12-24,50.290672451193075
2024-12-25,40.23253796095446
2024-12-26,40.23253796095446
2024-12-27,40.23253796095446
2024-12-28,40.23253796095446
2024-12-29,40.23253796095446
2024-12-30,40.23253796095446
2024-12-31,40.23253796095446
2025-01-01,40.23253796095446
2025-01-02,40.23253796095446
2025-01-03,50.290672451193075
2025-01-04,40.23253796095446
2025-01-05,40.23253796095446
2025-01-06,40.23253796095446
2025-01-07,50.290672451193075
2025-01-08,50.290672451193075
2025-01-09,40.23253796095446
2025-01-10,40.23253796095446
2025-01-11,40.23253796095446
2025-01-12,40.23253796095446
2025-01-13,40.23253796095446
2025-01-14,40.23253796095446
2025-01-15,40.23253796095446
2025-01-16,50.290672451193075
2025-01-17,50.290672451193075
2025-01-18,50.290672451193075
2025-01-19,40.23253796095446
2025-01-20,40.23253796095446
2025-01-21,50.290672451193075
2025-01-22,50.290672451193075
2025-01-23,50.290672451193075
2025-01-24,50.290672451193075
2025-01-25,50.290672451193075
2025-01-26,40.23253796095446
2025-01-27,50.290672451193075
2025-01-28,50.290672451193075
2025-01-29,50.290672451193075
2025-01-30,50.290672451193075
2025-01-31,50.290672451193075
2025-02-01,40.23253796095446
2025-02-02,40.23253796095446
2025-02-03,50.290672451193075
2025-02-04,50.290672451193075
2025-02-05,50.290672451193075
2025-02-06,50.290672451193075
2025-02-07,60.34880694143169
2025-02-08,50.290672451193075
2025-02-09,40.23253796095446
2025-02-10,40.23253796095446
2025-02-11,50.290672451193075
2025-02-12,50.290672451193075
2025-02-13,50.290672451193075
2025-02-14,50.290672451193075
2025-02-15,50.290672451193075
2025-02-16,50.290672451193075
2025-02-17,50.290672451193075
2025-02-18,50.290672451193075
2025-02-19,60.34880694143169
2025-02-20,50.290672451193075
2025-02-21,50.290672451193075
2025-02-22,50.290672451193075
2025-02-23,60.34880694143169
2025-02-24,80.46507592190892
2025-02-25,90.52321041214753
2025-02-26,60.34880694143169
2025-02-27,50.290672451193075
2025-02-28,60.34880694143169
2025-03-01,50.290672451193075
2025-03-02,50.290672451193075
2025-03-03,50.290672451193075
2025-03-04,60.34880694143169
2025-03-05,50.290672451193075
2025-03-06,50.290672451193075
2025-03-07,50.290672451193075
2025-03-08,50.290672451193075
2025-03-09,50.290672451193075
2025-03-10,50.290672451193075
2025-03-11,50.290672451193075
2025-03-12,50.290672451193075
2025-03-13,50.290672451193075
2025-03-14,50.290672451193075
2025-03-15,50.290672451193075
2025-03-16,60.34880694143169
2025-03-17,50.290672451193075
2025-03-18,50.290672451193075
2025-03-19,60.34880694143169
2025-03-20,50.290672451193075
2025-03-21,50.290672451193075
2025-03-22,50.290672451193075
2025-03-23,60.34880694143169
2025-03-24,60.34880694143169
2025-03-25,50.290672451193075
2025-03-26,50.290672451193075
2025-03-27,60.34880694143169
2025-03-28,60.34880694143169
2025-03-29,50.290672451193075
2025-03-30,50.290672451193075
2025-03-31,60.34880694143169
2025-04-01,60.34880694143169
2025-04-02,60.34880694143169
2025-04-03,50.290672451193075
2025-04-04,50.290672451193075
2025-04-05,60.34880694143169
2025-04-06,60.34880694143169
2025-04-07,60.34880694143169
2025-04-08,50.290672451193075
2025-04-09,60.34880694143169
2025-04-10,60.34880694143169
2025-04-11,1005.8134490238615
2025-04-12,432.49978308026044
2025-04-13,211.2208242950109
2025-04-14,120.69761388286338
2025-04-15,109.47892541298185
2025-04-16,101.74189888202906
2025-04-17,100.38791923911234
2025-04-18,99.0339395961956
2025-04-19,113.54086434173206
2025-04-20,123.9858501585183
2025-04-21,121.27789087268484
2025-04-22,119.9239112297681
2025-04-23,121.27789087268484
2025-04-24,139.45990322042388
2025-04-25,89.94293342232606
2025-04-26,79.49794760553982
2025-04-27,79.49794760553982
2025-04-28,80.85192724845655
2025-04-29,70.4069414316703
2025-04-30,69.05296178875356
2025-05-01,71.76092107458703
2025-05-02,73.11490071750377
2025-05-03,70.4069414316703
2025-05-04,70.4069414316703
2025-05-05,69.05296178875356
2025-05-06,73.11490071750377
2025-05-07,70.4069414316703
2025-05-08,61.31593525780079
2025-05-09,69.05296178875356
2025-05-10,69.05296178875356
2025-05-11,64.02389454363426
2025-05-12,69.05296178875356
2025-05-13,62.66991490071752
2025-05-14,62.66991490071752
2025-05-15,62.28306357416988
2025-05-16,67.69898214583682
2025-05-17,62.28306357416988
2025-05-18,64.99102286000335
2025-05-19,62.28306357416988
2025-05-20,64.99102286000335
2025-05-21,97.48653429000504
2025-05-22,78.53081928917072
2025-05-23,70.4069414316703
2025-05-24,64.99102286000335
2025-05-25,64.99102286000335
2025-05-26,70.4069414316703
2025-05-27,59.575104288336405
2025-05-28,64.99102286000335
2025-05-29,89.36265643250461
2025-05-30,67.69898214583682
2025-05-31,67.69898214583682
2025-06-01,75.82286000333724
2025-06-02,81.23877857500419
2025-06-03,78.53081928917072
2025-06-04,67.69898214583682
2025-06-05,70.4069414316703
2025-06-06,70.4069414316703
2025-06-07,62.28306357416988
2025-06-08,83.94673786083767
2025-06-09,81.23877857500419
2025-06-10,78.53081928917072
2025-06-11,75.82286000333724
2025-06-12,81.23877857500419
2025-06-13,162.47755715000838
2025-06-14,135.39796429167365
2025-06-15,111.02633071917239
2025-06-16,262.6720507258469
2025-06-17,270.7959285833473
2025-06-18,159.76959786417493
2025-06-19,124.56612714833976
2025-06-20,105.61041214750546
2025-06-21,94.77857500417156
2025-06-22,92.07061571833809
2025-06-23,83.94673786083767
2025-06-24,89.36265643250461
2025-06-25,89.36265643250461
2025-06-26,86.65469714667114
2025-06-27,86.65469714667114
2025-06-28,73.11490071750377
2025-06-29,73.11490071750377
2025-06-30,78.53081928917072
2025-07-01,73.11490071750377
2025-07-02,62.28306357416988
2025-07-03,64.99102286000335
2025-07-04,70.4069414316703
2025-07-05,73.11490071750377
2025-07-06,67.69898214583682
2025-07-07,67.69898214583682
2025-07-08,73.11490071750377
2025-07-09,73.11490071750377
2025-07-10,73.11490071750377
2025-07-11,78.53081928917072
2025-07-12,67.69898214583682
2025-07-13,70.4069414316703
2025-07-14,70.4069414316703
2025-07-15,78.53081928917072
2025-07-16,78.53081928917072
2025-07-17,81.23877857500419
2025-07-18,70.4069414316703
2025-07-19,78.53081928917072
2025-07-20,81.23877857500419
2025-07-21,81.23877857500419
2025-07-22,75.82286000333724
2025-07-23,70.4069414316703
2025-07-24,78.53081928917072
2025-07-25,78.53081928917072
2025-07-26,70.4069414316703
2025-07-27,64.99102286000335
2025-07-28,70.4069414316703
2025-07-29,75.82286000333724
2025-07-30,78.53081928917072
2025-07-31,81.23877857500419
2025-08-01,64.99102286000335
2025-08-02,59.575104288336405
2025-08-03,62.28306357416988
2025-08-04,59.575104288336405
2025-08-05,73.11490071750377
2025-08-06,73.11490071750377
2025-08-07,75.82286000333724
2025-08-08,75.82286000333724
2025-08-09,67.69898214583682
2025-08-10,67.69898214583682
2025-08-11,62.28306357416988
2025-08-12,64.99102286000335
2025-08-13,67.69898214583682
2025-08-14,64.99102286000335
2025-08-15,64.99102286000335
2025-08-16,59.575104288336405
2025-08-17,62.28306357416988
2025-08-18,59.575104288336405
2025-08-19,59.575104288336405
2025-08-20,56.86714500250294
2025-08-21,54.15918571666946
2025-08-22,54.15918571666946
2025-08-23,56.86714500250294
2025-08-24,56.86714500250294
2025-08-25,54.15918571666946
2025-08-26,54.15918571666946
2025-08-27,54.15918571666946
2025-08-28,62.28306357416988
2025-08-29,51.45122643083599
2025-08-30,48.74326714500252
2025-08-31,64.99102286000335
2025-09-01,56.86714500250294
2025-09-02,51.45122643083599
2025-09-03,51.45122643083599
2025-09-04,51.45122643083599
2025-09-05,56.86714500250294
2025-09-06,51.45122643083599
2025-09-07,46.035307859169045
2025-09-08,51.45122643083599
2025-09-09,59.575104288336405
2025-09-10,54.15918571666946
2025-09-11,48.74326714500252
2025-09-12,48.74326714500252
2025-09-13,46.035307859169045
2025-09-14,56.86714500250294
2025-09-15,59.575104288336405
2025-09-16,92.07061571833809
2025-09-17,92.07061571833809
2025-09-18,70.4069414316703
2025-09-19,62.28306357416988
2025-09-20,64.99102286000335
2025-09-21,59.575104288336405
2025-09-22,62.28306357416988
2025-09-23,62.28306357416988
2025-09-24,62.28306357416988
2025-09-25,59.575104288336405
2025-09-26,64.99102286000335
2025-09-27,67.69898214583682
2025-09-28,75.82286000333724
2025-09-29,73.11490071750377
2025-09-30,78.53081928917072
2025-10-01,100.19449357583851
2025-10-02,132.6900050058402
2025-10-03,105.61041214750546
2025-10-04,119.15020857667281
2025-10-05,105.61041214750546
2025-10-06,89.36265643250461
2025-10-07,75.82286000333724
2025-10-08,81.23877857500419
2025-10-09,73.11490071750377
2025-10-10,67.69898214583682
2025-10-11,70.4069414316703
2025-10-12,75.82286000333724
2025-10-13,78.53081928917072
2025-10-14,64.99102286000335
2025-10-15,70.4069414316703
2025-10-16,70.4069414316703
2025-10-17,78.53081928917072
2025-10-18,97.48653429000504
2025-10-19,78.53081928917072
2025-10-20,70.4069414316703
2025-10-21,70.4069414316703
2025-10-22,73.11490071750377
2025-10-23,83.94673786083767
2025-10-24,73.11490071750377
2025-10-25,78.53081928917072
2025-10-26,75.82286000333724
2025-10-27,64.99102286000335
2025-10-28,64.99102286000335
2025-10-29,67.69898214583682
2025-10-30,67.69898214583682
2025-10-31,67.69898214583682
2025-11-01,86.65469714667114
2025-11-02,86.65469714667114
2025-11-03,81.23877857500419
2025-11-04,73.11490071750377
2025-11-05,70.4069414316703
2025-11-06,73.11490071750377
2025-11-07,70.4069414316703
2025-11-08,64.99102286000335
2025-11-09,70.4069414316703
2025-11-10,81.23877857500419
2025-11-11,70.4069414316703
2025-11-12,70.4069414316703
2025-11-13,67.69898214583682
2025-11-14,67.69898214583682
2025-11-15,64.99102286000335
2025-11-16,67.69898214583682
2025-11-17,70.4069414316703
2025-11-18,78.53081928917072
2025-11-19,70.4069414316703
2025-11-20,64.99102286000335
2025-11-21,62.28306357416988
2025-11-22,62.28306357416988
2025-11-23,62.28306357416988
2025-11-24,62.28306357416988
2025-11-25,97.48653429000504
2025-11-26,94.77857500417156
2025-11-27,81.23877857500419
2025-11-28,78.53081928917072
2025-11-29,70.4069414316703
2025-11-30,75.82286000333724
2025-12-01,73.11490071750377
2025-12-02,75.82286000333724
2025-12-03,75.82286000333724
2025-12-04,83.94673786083767
2025-12-05,83.94673786083767
2025-12-06,70.4069414316703
2025-12-07,86.65469714667114
2025-12-08,81.23877857500419
2025-12-09,83.94673786083767
2025-12-10,73.11490071750377
2025-12-11,63.637043217086614
2025-12-12,64.99102286000334
2025-12-13,63.637043217086614
2025-12-14,62.28306357416987
2025-12-15,62.28306357416987
2025-12-16,60.92908393125314
2025-12-17,62.28306357416987
2025-12-18,62.28306357416987
2025-12-19,62.28306357416987
2025-12-20,60.92908393125314
2025-12-21,60.92908393125314
2025-12-22,62.28306357416987
2025-12-23,64.99102286000334
2025-12-24,66.3450025029201
2025-12-25,63.637043217086614
2025-12-26,85.97770732521276
2025-12-27,63.637043217086614
2025-12-28,63.637043217086614
2025-12-29,84.62372768229602
2025-12-30,115.0882696479226
2025-12-31,92.74760553979644
2026-01-01,83.2697480393793
2026-01-02,83.2697480393793
2026-01-03,81.91576839646255
2026-01-04,62.28306357416987
2026-01-05,60.92908393125314
2026-01-06,83.2697480393793
2026-01-07,81.91576839646255
2026-01-08,62.28306357416987
2026-01-09,81.91576839646255
2026-01-10,93.4245953612548
2026-01-11,62.28306357416987
2026-01-12,62.28306357416987
2026-01-13,62.28306357416987
2026-01-14,124.56612714833975
2026-01-15,124.56612714833975
2026-01-16,93.4245953612548
2026-01-17,93.4245953612548
2026-01-18,62.28306357416987
2026-01-19,93.4245953612548
2026-01-20,93.4245953612548
2026-01-21,93.4245953612548
2026-01-22,93.4245953612548
2026-01-23,93.4245953612548
2026-01-24,62.28306357416987
2026-01-25,93.4245953612548
2026-01-26,93.4245953612548
2026-01-27,93.4245953612548
2026-01-28,93.4245953612548
2026-01-29,93.4245953612548
2026-01-30,124.56612714833975
2026-01-31,93.4245953612548
2026-02-01,93.4245953612548
2026-02-02,93.4245953612548
2026-02-03,93.4245953612548
2026-02-04,93.4245953612548
2026-02-05,93.4245953612548
2026-02-06,93.4245953612548
2026-02-07,93.4245953612548
2026-02-08,62.28306357416987
2026-02-09,62.28306357416987
2026-02-10,62.28306357416987
2026-02-11,62.28306357416987
2026-02-12,62.28306357416987
2026-02-13,93.4245953612548
2026-02-14,93.4245953612548
2026-02-15,93.4245953612548
2026-02-16,93.4245953612548
2026-02-17,93.4245953612548
2026-02-18,62.28306357416987
2026-02-19,93.4245953612548
2026-02-20,3114.1531787084937
2026-02-21,1463.651993992992
2026-02-22,560.5475721675289
2026-02-23,311.4153178708494
2026-02-24,186.8491907225096
2026-02-25,186.8491907225096
2026-02-26,186.8491907225096
2026-02-27,155.7076589354247
2026-02-28,124.56612714833975
2026-03-01,93.4245953612548
2026-03-02,124.56612714833975
2026-03-03,124.56612714833975
2026-03-04,93.4245953612548
2026-03-05,93.4245953612548
2026-03-06,93.4245953612548
2026-03-07,93.4245953612548
2026-03-08,93.4245953612548
2026-03-09,93.4245953612548
2026-03-10,93.4245953612548
2026-03-11,93.4245953612548
2026-03-12,93.4245953612548
2026-03-13,93.4245953612548
2026-03-14,62.28306357416987
2026-03-15,62.28306357416987
2026-03-16,62.28306357416987
2026-03-17,62.28306357416987
2026-03-18,93.4245953612548
2026-03-19,93.4245953612548
2026-03-20,93.4245953612548
2026-03-21,62.28306357416987
2026-03-22,93.4245953612548
2026-03-23,62.28306357416987
2026-03-24,93.4245953612548
2026-03-25,93.4245953612548
2026-03-26,93.4245953612548
2026-03-27,93.4245953612548
2026-03-28,62.28306357416987
2026-03-29,93.4245953612548
2026-03-30,93.4245953612548
2026-03-31,62.28306357416987
2026-04-01,93.4245953612548
2026-04-02,62.28306357416987
2026-04-03,93.4245953612548
2026-04-04,93.4245953612548
2026-04-05,62.28306357416987
2026-04-06,62.28306357416987
2026-04-07,62.28306357416987
2026-04-08,93.4245953612548
2026-04-09,93.4245953612548
2026-04-10,93.4245953612548
2026-04-11,62.28306357416987
2026-04-12,62.28306357416987
2026-04-13,62.28306357416987
2026-04-14,62.28306357416987
2026-04-15,93.4245953612548
2026-04-16,93.4245953612548
2026-04-17,93.4245953612548
2026-04-18,93.4245953612548
2026-04-19,93.4245953612548
2026-04-20,93.4245953612548
2026-04-21,93.4245953612548
2026-04-22,93.4245953612548
2026-04-23,93.4245953612548
2026-04-24,93.4245953612548
2026-04-25,93.4245953612548
2026-04-26,93.4245953612548
2026-04-27,93.4245953612548
2026-04-28,93.4245953612548
2026-04-29,93.4245953612548
2026-04-30,93.4245953612548
2026-05-01,93.4245953612548
2026-05-02,93.4245953612548
2026-05-03,93.4245953612548
2026-05-04,93.4245953612548
2026-05-05,93.4245953612548
2026-05-06,93.4245953612548
2026-05-07,93.4245953612548
2026-05-08,93.4245953612548
2026-05-09,93.4245953612548
2026-05-10,93.4245953612548
2026-05-11,93.4245953612548
2026-05-12,93.4245953612548
2026-05-13,93.4245953612548
2026-05-14,93.4245953612548
2026-05-15,93.4245953612548
2026-05-16,93.4245953612548
2026-05-17,93.4245953612548
2026-05-18,93.4245953612548
2026-05-19,155.7076589354247
2026-05-20,155.7076589354247
2026-05-21,93.4245953612548
2026-05-22,93.4245953612548
2026-05-23,93.4245953612548
2026-05-24,93.4245953612548
2026-05-25,93.4245953612548
2026-05-26,93.4245953612548
2026-05-27,93.4245953612548
2026-05-28,93.4245953612548
2026-05-29,93.4245953612548
2026-05-30,93.4245953612548
2026-05-31,93.4245953612548
