Time,florida_gators_basketball
2025-06-14,0.7000000000000001
2025-06-15,0.7000000000000001
2025-06-16,0.7000000000000001
2025-06-17,0.6000000000000001
2025-06-18,0.6000000000000001
2025-06-19,0.6000000000000001
2025-06-20,0.8
2025-06-21,0.0
2025-06-22,0.0
2025-06-23,0.5
2025-06-24,0.0
2025-06-25,0.6000000000000001
2025-06-26,2.1
2025-06-27,1.6
2025-06-28,0.7000000000000001
2025-06-29,0.5
2025-06-30,0.0
2025-07-01,0.0
2025-07-02,0.6000000000000001
2025-07-03,0.0
2025-07-04,0.0
2025-07-05,0.9
2025-07-06,0.0
2025-07-07,0.0
2025-07-08,0.9
2025-07-09,0.0
2025-07-10,0.0
2025-07-11,0.8
2025-07-12,0.0
2025-07-13,0.6000000000000001
2025-07-14,0.0
2025-07-15,0.0
2025-07-16,0.4
2025-07-17,0.5
2025-07-18,0.0
2025-07-19,0.0
2025-07-20,0.0
2025-07-21,0.0
2025-07-22,0.0
2025-07-23,0.0
2025-07-24,0.0
2025-07-25,0.6000000000000001
2025-07-26,0.7000000000000001
2025-07-27,0.0
2025-07-28,0.0
2025-07-29,0.0
2025-07-30,0.0
2025-07-31,0.0
2025-08-01,0.0
2025-08-02,0.0
2025-08-03,0.0
2025-08-04,0.0
2025-08-05,0.0
2025-08-06,0.0
2025-08-07,0.6000000000000001
2025-08-08,0.5
2025-08-09,0.5
2025-08-10,0.0
2025-08-11,0.0
2025-08-12,0.0
2025-08-13,0.0
2025-08-14,0.0
2025-08-15,0.0
2025-08-16,0.0
2025-08-17,0.0
2025-08-18,0.0
2025-08-19,0.4
2025-08-20,0.5
2025-08-21,0.0
2025-08-22,0.0
2025-08-23,0.0
2025-08-24,0.0
2025-08-25,0.0
2025-08-26,0.4
2025-08-27,0.0
2025-08-28,0.5
2025-08-29,0.0
2025-08-30,0.8
2025-08-31,0.7000000000000001
2025-09-01,0.0
2025-09-02,0.4
2025-09-03,0.6000000000000001
2025-09-04,0.0
2025-09-05,0.0
2025-09-06,0.0
2025-09-07,0.7000000000000001
2025-09-08,0.0
2025-09-09,0.5
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,0.0
2025-09-13,0.0
2025-09-14,0.9
2025-09-15,0.0
2025-09-16,0.0
2025-09-17,0.0
2025-09-18,0.0
2025-09-19,0.4
2025-09-20,0.0
2025-09-21,0.6000000000000001
2025-09-22,0.5
2025-09-23,0.0
2025-09-24,0.0
2025-09-25,0.0
2025-09-26,0.0
2025-09-27,0.6000000000000001
2025-09-28,0.0
2025-09-29,0.0
2025-09-30,0.6000000000000001
2025-10-01,0.0
2025-10-02,0.5
2025-10-03,0.0
2025-10-04,0.7000000000000001
2025-10-05,0.0
2025-10-06,0.0
2025-10-07,0.5
2025-10-08,0.0
2025-10-09,0.5
2025-10-10,0.4
2025-10-11,0.0
2025-10-12,0.6000000000000001
2025-10-13,0.5
2025-10-14,0.4
2025-10-15,0.7000000000000001
2025-10-16,0.5
2025-10-17,0.5
2025-10-18,1.0
2025-10-19,0.5
2025-10-20,0.6000000000000001
2025-10-21,0.5
2025-10-22,0.4
2025-10-23,0.9
2025-10-24,0.5
2025-10-25,0.9
2025-10-26,0.8
2025-10-27,1.1
2025-10-28,0.7000000000000001
2025-10-29,0.6000000000000001
2025-10-30,0.6000000000000001
2025-10-31,0.6000000000000001
2025-11-01,0.8
2025-11-02,0.9
2025-11-03,3.5
2025-11-04,10.0
2025-11-05,1.5
2025-11-06,2.3000000000000003
2025-11-07,6.0
2025-11-08,4.0
2025-11-09,3.2
2025-11-10,1.9000000000000001
2025-11-11,2.3000000000000003
2025-11-12,6.9
2025-11-13,1.6
2025-11-14,1.7000000000000002
2025-11-15,2.0
2025-11-16,2.4000000000000004
2025-11-17,4.7
2025-11-18,2.0
2025-11-19,1.7000000000000002
2025-11-20,1.7000000000000002
2025-11-21,1.7000000000000002
2025-11-22,3.4000000000000004
2025-11-23,1.9000000000000001
2025-11-24,1.3
2025-11-25,1.9000000000000001
2025-11-26,1.8
2025-11-27,6.7
2025-11-28,4.6000000000000005
2025-11-29,3.3000000000000003
2025-11-30,1.3
2025-12-01,1.0
2025-12-02,2.9000000000000004
2025-12-03,8.9
2025-12-04,2.0
2025-12-05,1.2000000000000002
2025-12-06,2.5
2025-12-07,1.5
2025-12-08,1.0
2025-12-09,1.5
2025-12-10,7.300000000000001
2025-12-11,1.3031100478468902
2025-12-12,0.9854066985645934
2025-12-13,4.844736842105263
2025-12-14,1.7708133971291868
2025-12-15,1.3031100478468902
2025-12-16,0.8854066985645934
2025-12-17,2.088516746411483
2025-12-18,2.2385167464114835
2025-12-19,1.2531100478468902
2025-12-20,1.7208133971291868
2025-12-21,2.55622009569378
2025-12-22,1.2531100478468902
2025-12-23,0.9354066985645934
2025-12-24,0.9354066985645934
2025-12-25,0.9354066985645934
2025-12-26,0.7854066985645933
2025-12-27,0.8354066985645934
2025-12-28,0.8354066985645934
2025-12-29,1.7708133971291868
2025-12-30,1.6708133971291868
2025-12-31,0.9354066985645934
2026-01-01,1.7208133971291868
2026-01-02,1.3031100478468902
2026-01-03,2.55622009569378
2026-01-04,6.565550239234451
2026-01-05,0.9854066985645934
2026-01-06,2.2885167464114833
2026-01-07,3.4916267942583734
2026-01-08,1.35311004784689
2026-01-09,0.9854066985645934
2026-01-10,6.095693779904307
2026-01-11,1.7416267942583734
2026-01-12,1.3062200956937802
2026-01-13,1.7416267942583734
2026-01-14,3.0478468899521536
2026-01-15,1.3062200956937802
2026-01-16,1.7416267942583734
2026-01-17,6.095693779904307
2026-01-18,2.6124401913875603
2026-01-19,1.3062200956937802
2026-01-20,2.1770334928229667
2026-01-21,4.7894736842105265
2026-01-22,1.3062200956937802
2026-01-23,1.3062200956937802
2026-01-24,6.095693779904307
2026-01-25,2.1770334928229667
2026-01-26,1.3062200956937802
2026-01-27,2.1770334928229667
2026-01-28,1.7416267942583734
2026-01-29,3.483253588516747
2026-01-30,1.7416267942583734
2026-01-31,2.6124401913875603
2026-02-01,8.272727272727273
2026-02-02,2.1770334928229667
2026-02-03,1.7416267942583734
2026-02-04,1.7416267942583734
2026-02-05,1.7416267942583734
2026-02-06,1.7416267942583734
2026-02-07,3.483253588516747
2026-02-08,5.660287081339714
2026-02-09,1.7416267942583734
2026-02-10,1.3062200956937802
2026-02-11,2.1770334928229667
2026-02-12,3.91866028708134
2026-02-13,1.3062200956937802
2026-02-14,10.014354066985646
2026-02-15,3.483253588516747
2026-02-16,2.1770334928229667
2026-02-17,3.0478468899521536
2026-02-18,4.7894736842105265
2026-02-19,2.1770334928229667
2026-02-20,1.7416267942583734
2026-02-21,7.401913875598087
2026-02-22,3.0478468899521536
2026-02-23,1.7416267942583734
2026-02-24,2.6124401913875603
2026-02-25,3.0478468899521536
2026-02-26,6.095693779904307
2026-02-27,2.6124401913875603
2026-02-28,4.354066985645933
2026-03-01,13.0622009569378
2026-03-02,3.0478468899521536
2026-03-03,3.483253588516747
2026-03-04,7.401913875598087
2026-03-05,3.483253588516747
2026-03-06,2.6124401913875603
2026-03-07,10.885167464114835
2026-03-08,6.095693779904307
2026-03-09,2.6124401913875603
2026-03-10,2.1770334928229667
2026-03-11,2.6124401913875603
2026-03-12,3.91866028708134
2026-03-13,13.933014354066987
2026-03-14,20.028708133971293
2026-03-15,7.83732057416268
2026-03-16,6.095693779904307
2026-03-17,5.224880382775121
2026-03-18,4.7894736842105265
2026-03-19,8.708133971291867
2026-03-20,9.14354066985646
2026-03-21,33.96172248803828
2026-03-22,27.866028708133975
2026-03-23,43.54066985645934
2026-03-24,3.91866028708134
2026-03-25,3.0478468899521536
2026-03-26,2.1770334928229667
2026-03-27,2.1770334928229667
2026-03-28,2.6124401913875603
2026-03-29,2.6124401913875603
2026-03-30,1.3062200956937802
2026-03-31,2.1770334928229667
2026-04-01,1.3062200956937802
2026-04-02,1.3062200956937802
2026-04-03,0.8708133971291867
2026-04-04,1.3062200956937802
2026-04-05,2.1770334928229667
2026-04-06,0.8708133971291867
2026-04-07,2.6124401913875603
2026-04-08,1.7416267942583734
2026-04-09,1.3062200956937802
2026-04-10,1.3062200956937802
2026-04-11,0.8708133971291867
2026-04-12,1.3062200956937802
2026-04-13,0.8708133971291867
2026-04-14,1.3062200956937802
2026-04-15,1.3062200956937802
2026-04-16,1.3062200956937802
2026-04-17,1.3062200956937802
2026-04-18,1.3062200956937802
2026-04-19,0.8708133971291867
2026-04-20,0.8708133971291867
2026-04-21,1.7416267942583734
2026-04-22,1.3062200956937802
2026-04-23,0.8708133971291867
2026-04-24,0.8708133971291867
2026-04-25,0.8708133971291867
2026-04-26,0.8708133971291867
2026-04-27,1.3062200956937802
2026-04-28,1.3062200956937802
2026-04-29,0.8708133971291867
2026-04-30,0.8708133971291867
2026-05-01,0.8708133971291867
2026-05-02,0.8708133971291867
2026-05-03,0.0
2026-05-04,0.8708133971291867
2026-05-05,0.8708133971291867
2026-05-06,0.0
2026-05-07,0.43540669856459335
2026-05-08,0.43540669856459335
2026-05-09,0.8708133971291867
2026-05-10,0.0
2026-05-11,0.43540669856459335
2026-05-12,0.0
2026-05-13,0.43540669856459335
2026-05-14,0.8708133971291867
2026-05-15,0.8708133971291867
2026-05-16,0.43540669856459335
2026-05-17,0.0
2026-05-18,0.8708133971291867
2026-05-19,0.43540669856459335
2026-05-20,0.0
2026-05-21,0.8708133971291867
2026-05-22,0.8708133971291867
2026-05-23,0.8708133971291867
2026-05-24,0.8708133971291867
2026-05-25,0.0
2026-05-26,0.43540669856459335
2026-05-27,0.8708133971291867
2026-05-28,0.0
2026-05-29,0.43540669856459335
2026-05-30,0.43540669856459335
2026-05-31,0.43540669856459335
