Time,fast_food_near_me
2022-06-17,69.0
2022-06-18,90.0
2022-06-19,86.0
2022-06-20,63.0
2022-06-21,60.0
2022-06-22,64.0
2022-06-23,67.0
2022-06-24,74.0
2022-06-25,87.0
2022-06-26,94.0
2022-06-27,68.0
2022-06-28,61.0
2022-06-29,61.0
2022-06-30,65.0
2022-07-01,76.0
2022-07-02,91.0
2022-07-03,90.0
2022-07-04,93.0
2022-07-05,78.0
2022-07-06,59.0
2022-07-07,64.0
2022-07-08,72.0
2022-07-09,85.0
2022-07-10,88.0
2022-07-11,65.0
2022-07-12,58.0
2022-07-13,62.0
2022-07-14,63.0
2022-07-15,72.0
2022-07-16,98.0
2022-07-17,87.0
2022-07-18,65.0
2022-07-19,60.0
2022-07-20,59.0
2022-07-21,66.0
2022-07-22,76.0
2022-07-23,85.0
2022-07-24,91.0
2022-07-25,64.0
2022-07-26,57.0
2022-07-27,61.0
2022-07-28,66.0
2022-07-29,74.0
2022-07-30,82.0
2022-07-31,94.0
2022-08-01,67.0
2022-08-02,58.0
2022-08-03,60.0
2022-08-04,57.0
2022-08-05,68.0
2022-08-06,78.0
2022-08-07,85.0
2022-08-08,59.0
2022-08-09,55.0
2022-08-10,56.0
2022-08-11,61.0
2022-08-12,66.0
2022-08-13,83.0
2022-08-14,84.0
2022-08-15,60.0
2022-08-16,57.0
2022-08-17,57.0
2022-08-18,58.0
2022-08-19,65.0
2022-08-20,83.0
2022-08-21,81.0
2022-08-22,54.0
2022-08-23,53.0
2022-08-24,49.0
2022-08-25,52.0
2022-08-26,59.0
2022-08-27,85.0
2022-08-28,80.0
2022-08-29,51.61011040092969
2022-08-30,47.56130156885531
2022-08-31,49.585705984892506
2022-09-01,55.15891923300407
2022-09-02,63.75653689715281
2022-09-03,81.97617664148751
2022-09-04,82.47617664148751
2022-09-05,75.40296339337594
2022-09-06,47.06130156885531
2022-09-07,45.03689715281813
2022-09-08,46.56130156885531
2022-09-09,55.15891923300407
2022-09-10,80.45177222545033
2022-09-11,72.35415456130157
2022-09-12,49.585705984892506
2022-09-13,49.585705984892506
2022-09-14,51.61011040092969
2022-09-15,55.15891923300407
2022-09-16,61.23213248111563
2022-09-17,86.02498547356188
2022-09-18,81.97617664148751
2022-09-19,55.15891923300407
2022-09-20,47.56130156885531
2022-09-21,55.15891923300407
2022-09-22,57.183323649041256
2022-09-23,59.70772806507844
2022-09-24,81.47617664148751
2022-09-25,79.45177222545033
2022-09-26,49.085705984892506
2022-09-27,43.51249273678094
2022-09-28,49.17141196978501
2022-09-29,55.31783846600813
2022-09-30,57.36664729808251
2022-10-01,75.80592678675188
2022-10-02,73.75711795467751
2022-10-03,49.17141196978501
2022-10-04,47.122603137710634
2022-10-05,47.122603137710634
2022-10-06,51.220220801859384
2022-10-07,59.41545613015688
2022-10-08,84.0011621150494
2022-10-09,81.95235328297501
2022-10-10,57.36664729808251
2022-10-11,47.122603137710634
2022-10-12,47.122603137710634
2022-10-13,51.220220801859384
2022-10-14,59.41545613015688
2022-10-15,77.85473561882627
2022-10-16,77.85473561882627
2022-10-17,47.122603137710634
2022-10-18,45.073794305636255
2022-10-19,45.073794305636255
2022-10-20,53.26902963393376
2022-10-21,57.36664729808251
2022-10-22,77.85473561882627
2022-10-23,75.80592678675188
2022-10-24,47.122603137710634
2022-10-25,40.976176641487505
2022-10-26,45.073794305636255
2022-10-27,51.220220801859384
2022-10-28,53.26902963393376
2022-10-29,79.90354445090064
2022-10-30,77.85473561882627
2022-10-31,43.024985473561884
2022-11-01,51.220220801859384
2022-11-02,43.024985473561884
2022-11-03,45.073794305636255
2022-11-04,53.26902963393376
2022-11-05,69.65950029052877
2022-11-06,67.61069145845438
2022-11-07,43.024985473561884
2022-11-08,40.976176641487505
2022-11-09,38.927367809413134
2022-11-10,49.17141196978501
2022-11-11,51.220220801859384
2022-11-12,65.56188262638001
2022-11-13,63.51307379430563
2022-11-14,40.976176641487505
2022-11-15,38.927367809413134
2022-11-16,40.976176641487505
2022-11-17,45.073794305636255
2022-11-18,49.17141196978501
2022-11-19,65.56188262638001
2022-11-20,61.46426496223126
2022-11-21,47.122603137710634
2022-11-22,49.17141196978501
2022-11-23,57.36664729808251
2022-11-24,104.48925043579314
2022-11-25,73.75711795467751
2022-11-26,55.31783846600813
2022-11-27,63.51307379430563
2022-11-28,40.976176641487505
2022-11-29,36.878558977338756
2022-11-30,38.927367809413134
2022-12-01,43.024985473561884
2022-12-02,49.17141196978501
2022-12-03,67.61069145845438
2022-12-04,61.46426496223126
2022-12-05,43.024985473561884
2022-12-06,40.976176641487505
2022-12-07,43.024985473561884
2022-12-08,40.976176641487505
2022-12-09,47.122603137710634
2022-12-10,67.61069145845438
2022-12-11,65.56188262638001
2022-12-12,43.024985473561884
2022-12-13,40.976176641487505
2022-12-14,43.024985473561884
2022-12-15,43.024985473561884
2022-12-16,45.073794305636255
2022-12-17,63.51307379430563
2022-12-18,63.51307379430563
2022-12-19,49.17141196978501
2022-12-20,47.122603137710634
2022-12-21,47.122603137710634
2022-12-22,47.122603137710634
2022-12-23,49.17141196978501
2022-12-24,65.56188262638001
2022-12-25,204.88088320743753
2022-12-26,118.83091226031377
2022-12-27,57.36664729808251
2022-12-28,53.26902963393376
2022-12-29,59.41545613015688
2022-12-30,63.51307379430563
2022-12-31,61.46426496223126
2023-01-01,98.34282393957002
2023-01-02,61.46426496223126
2023-01-03,40.976176641487505
2023-01-04,40.976176641487505
2023-01-05,43.024985473561884
2023-01-06,45.073794305636255
2023-01-07,61.46426496223126
2023-01-08,61.46426496223126
2023-01-09,40.976176641487505
2023-01-10,40.976176641487505
2023-01-11,40.976176641487505
2023-01-12,40.976176641487505
2023-01-13,47.122603137710634
2023-01-14,63.51307379430563
2023-01-15,61.46426496223126
2023-01-16,53.26902963393376
2023-01-17,38.927367809413134
2023-01-18,38.927367809413134
2023-01-19,40.976176641487505
2023-01-20,43.024985473561884
2023-01-21,61.46426496223126
2023-01-22,61.46426496223126
2023-01-23,40.976176641487505
2023-01-24,36.878558977338756
2023-01-25,36.878558977338756
2023-01-26,38.927367809413134
2023-01-27,43.024985473561884
2023-01-28,61.46426496223126
2023-01-29,59.41545613015688
2023-01-30,36.878558977338756
2023-01-31,38.927367809413134
2023-02-01,40.976176641487505
2023-02-02,43.024985473561884
2023-02-03,45.073794305636255
2023-02-04,63.51307379430563
2023-02-05,63.51307379430563
2023-02-06,38.927367809413134
2023-02-07,38.927367809413134
2023-02-08,38.927367809413134
2023-02-09,38.927367809413134
2023-02-10,43.024985473561884
2023-02-11,65.56188262638001
2023-02-12,59.41545613015688
2023-02-13,34.829750145264384
2023-02-14,36.878558977338756
2023-02-15,40.976176641487505
2023-02-16,43.024985473561884
2023-02-17,49.17141196978501
2023-02-18,69.65950029052877
2023-02-19,69.65950029052877
2023-02-20,53.26902963393376
2023-02-21,40.976176641487505
2023-02-22,43.024985473561884
2023-02-23,43.024985473561884
2023-02-24,51.220220801859384
2023-02-25,65.56188262638001
2023-02-26,69.65950029052877
2023-02-27,43.024985473561884
2023-02-28,38.927367809413134
2023-03-01,40.976176641487505
2023-03-02,40.976176641487505
2023-03-03,49.17141196978501
2023-03-04,71.70830912260314
2023-03-05,73.75711795467751
2023-03-06,45.073794305636255
2023-03-07,43.024985473561884
2023-03-08,40.976176641487505
2023-03-09,43.024985473561884
2023-03-10,47.122603137710634
2023-03-11,67.61069145845438
2023-03-12,69.65950029052877
2023-03-13,45.073794305636255
2023-03-14,43.024985473561884
2023-03-15,47.122603137710634
2023-03-16,51.220220801859384
2023-03-17,55.31783846600813
2023-03-18,73.75711795467751
2023-03-19,71.70830912260314
2023-03-20,43.024985473561884
2023-03-21,43.024985473561884
2023-03-22,40.976176641487505
2023-03-23,49.17141196978501
2023-03-24,55.31783846600813
2023-03-25,73.75711795467751
2023-03-26,73.75711795467751
2023-03-27,45.073794305636255
2023-03-28,45.073794305636255
2023-03-29,43.024985473561884
2023-03-30,45.073794305636255
2023-03-31,53.26902963393376
2023-04-01,69.65950029052877
2023-04-02,73.75711795467751
2023-04-03,45.073794305636255
2023-04-04,40.976176641487505
2023-04-05,43.024985473561884
2023-04-06,51.220220801859384
2023-04-07,61.46426496223126
2023-04-08,65.56188262638001
2023-04-09,73.75711795467751
2023-04-10,55.31783846600813
2023-04-11,45.073794305636255
2023-04-12,45.073794305636255
2023-04-13,47.122603137710634
2023-04-14,53.26902963393376
2023-04-15,69.65950029052877
2023-04-16,65.56188262638001
2023-04-17,40.976176641487505
2023-04-18,40.976176641487505
2023-04-19,43.024985473561884
2023-04-20,40.976176641487505
2023-04-21,53.26902963393376
2023-04-22,75.80592678675188
2023-04-23,69.65950029052877
2023-04-24,43.024985473561884
2023-04-25,38.927367809413134
2023-04-26,40.34577392392616
2023-04-27,44.87679345639834
2023-04-28,49.40781298887052
2023-04-29,69.5806999508336
2023-04-30,67.72889196799714
2023-05-01,44.04938988959907
2023-05-02,40.34577392392616
2023-05-03,41.17317749072543
2023-05-04,43.024985473561884
2023-05-05,47.55600500603406
2023-05-06,67.72889196799714
2023-05-07,67.72889196799714
2023-05-08,44.87679345639834
2023-05-09,40.34577392392616
2023-05-10,41.17317749072543
2023-05-11,44.87679345639834
2023-05-12,49.40781298887052
2023-05-13,72.25991150046931
2023-05-14,64.02527600232423
2023-05-15,43.024985473561884
2023-05-16,42.19758190676262
2023-05-17,44.87679345639834
2023-05-18,49.40781298887052
2023-05-19,55.79064050417915
2023-05-20,72.25991150046931
2023-05-21,79.66714343181513
2023-05-22,46.728601439234794
2023-05-23,43.024985473561884
2023-05-24,47.55600500603406
2023-05-25,54.963236937379875
2023-05-26,61.22786394314576
2023-05-27,76.12112814553257
2023-05-28,81.08554954632817
2023-05-29,74.46632101193404
2023-05-30,51.29902114155456
2023-05-31,47.98940687435749
2023-06-01,56.26344254235016
2023-06-02,59.57305680954723
2023-06-03,81.08554954632817
2023-06-04,82.7403566799267
2023-06-05,56.26344254235016
2023-06-06,52.95382827515309
2023-06-07,52.95382827515309
2023-06-08,54.608635408751624
2023-06-09,59.57305680954723
2023-06-10,77.7759352791311
2023-06-11,82.7403566799267
2023-06-12,56.26344254235016
2023-06-13,54.608635408751624
2023-06-14,56.26344254235016
2023-06-15,61.22786394314576
2023-06-16,69.50189961113844
2023-06-17,81.08554954632817
2023-06-18,77.7759352791311
2023-06-19,59.57305680954723
2023-06-20,56.26344254235016
2023-06-21,57.918249675948694
2023-06-22,62.882671076744295
2023-06-23,69.50189961113844
2023-06-24,81.08554954632817
2023-06-25,86.04997094712378
2023-06-26,64.53747821034283
2023-06-27,59.57305680954723
2023-06-28,56.26344254235016
2023-06-29,61.22786394314576
2023-06-30,69.50189961113844
2023-07-01,82.7403566799267
2023-07-02,84.39516381352524
2023-07-03,71.15670674473697
2023-07-04,76.12112814553257
2023-07-05,74.46632101193404
2023-07-06,57.918249675948694
2023-07-07,67.8470924775399
2023-07-08,82.7403566799267
2023-07-09,72.8115138783355
2023-07-10,57.918249675948694
2023-07-11,52.95382827515309
2023-07-12,56.26344254235016
2023-07-13,57.918249675948694
2023-07-14,61.22786394314576
2023-07-15,76.12112814553257
2023-07-16,76.12112814553257
2023-07-17,57.918249675948694
2023-07-18,51.29902114155456
2023-07-19,54.608635408751624
2023-07-20,56.26344254235016
2023-07-21,64.53747821034283
2023-07-22,71.15670674473697
2023-07-23,79.43074241272964
2023-07-24,59.57305680954723
2023-07-25,51.29902114155456
2023-07-26,54.608635408751624
2023-07-27,57.918249675948694
2023-07-28,62.882671076744295
2023-07-29,81.08554954632817
2023-07-30,72.8115138783355
2023-07-31,57.918249675948694
2023-08-01,52.95382827515309
2023-08-02,52.95382827515309
2023-08-03,52.95382827515309
2023-08-04,59.57305680954723
2023-08-05,69.50189961113844
2023-08-06,72.8115138783355
2023-08-07,52.95382827515309
2023-08-08,47.98940687435749
2023-08-09,49.64421400795602
2023-08-10,49.64421400795602
2023-08-11,56.26344254235016
2023-08-12,69.50189961113844
2023-08-13,72.8115138783355
2023-08-14,49.64421400795602
2023-08-15,46.334599740758954
2023-08-16,46.334599740758954
2023-08-17,49.64421400795602
2023-08-18,57.918249675948694
2023-08-19,71.15670674473697
2023-08-20,67.8470924775399
2023-08-21,47.98940687435749
2023-08-22,43.02498547356189
2023-08-23,44.67979260716042
2023-08-24,47.98940687435749
2023-08-25,54.608635408751624
2023-08-26,67.8470924775399
2023-08-27,67.8470924775399
2023-08-28,46.334599740758954
2023-08-29,43.02498547356189
2023-08-30,43.02498547356189
2023-08-31,47.98940687435749
2023-09-01,54.608635408751624
2023-09-02,69.50189961113844
2023-09-03,69.50189961113844
2023-09-04,67.8470924775399
2023-09-05,41.37017833996335
2023-09-06,41.37017833996335
2023-09-07,39.71537120636482
2023-09-08,46.334599740758954
2023-09-09,67.8470924775399
2023-09-10,61.22786394314576
2023-09-11,38.06056407276628
2023-09-12,39.71537120636482
2023-09-13,39.71537120636482
2023-09-14,41.37017833996335
2023-09-15,47.98940687435749
2023-09-16,71.15670674473697
2023-09-17,64.53747821034283
2023-09-18,41.37017833996335
2023-09-19,38.06056407276628
2023-09-20,39.71537120636482
2023-09-21,46.334599740758954
2023-09-22,47.98940687435749
2023-09-23,67.8470924775399
2023-09-24,64.53747821034283
2023-09-25,44.67979260716042
2023-09-26,39.71537120636482
2023-09-27,38.06056407276628
2023-09-28,46.334599740758954
2023-09-29,47.98940687435749
2023-09-30,69.50189961113844
2023-10-01,66.19228534394136
2023-10-02,43.02498547356189
2023-10-03,38.06056407276628
2023-10-04,43.02498547356189
2023-10-05,43.02498547356189
2023-10-06,49.64421400795602
2023-10-07,66.19228534394136
2023-10-08,67.8470924775399
2023-10-09,47.98940687435749
2023-10-10,38.06056407276628
2023-10-11,43.02498547356189
2023-10-12,41.37017833996335
2023-10-13,49.64421400795602
2023-10-14,66.19228534394136
2023-10-15,67.8470924775399
2023-10-16,44.67979260716042
2023-10-17,38.06056407276628
2023-10-18,38.06056407276628
2023-10-19,43.02498547356189
2023-10-20,51.29902114155456
2023-10-21,67.8470924775399
2023-10-22,66.19228534394136
2023-10-23,39.71537120636482
2023-10-24,39.71537120636482
2023-10-25,39.71537120636482
2023-10-26,41.37017833996335
2023-10-27,47.98940687435749
2023-10-28,66.19228534394136
2023-10-29,66.19228534394136
2023-10-30,41.37017833996335
2023-10-31,36.40575693916775
2023-11-01,41.37017833996335
2023-11-02,43.02498547356189
2023-11-03,43.02498547356189
2023-11-04,61.22786394314576
2023-11-05,61.22786394314576
2023-11-06,38.06056407276628
2023-11-07,36.40575693916775
2023-11-08,34.75094980556922
2023-11-09,38.06056407276628
2023-11-10,47.98940687435749
2023-11-11,61.22786394314576
2023-11-12,56.26344254235016
2023-11-13,38.06056407276628
2023-11-14,34.75094980556922
2023-11-15,36.40575693916775
2023-11-16,36.40575693916775
2023-11-17,41.37017833996335
2023-11-18,57.918249675948694
2023-11-19,54.608635408751624
2023-11-20,43.02498547356189
2023-11-21,39.71537120636482
2023-11-22,46.334599740758954
2023-11-23,94.32400661511645
2023-11-24,66.19228534394136
2023-11-25,47.98940687435749
2023-11-26,51.29902114155456
2023-11-27,33.09614267197068
2023-11-28,31.441335538372147
2023-11-29,34.75094980556922
2023-11-30,38.06056407276628
2023-12-01,41.37017833996335
2023-12-02,56.26344254235016
2023-12-03,49.64421400795602
2023-12-04,36.40575693916775
2023-12-05,33.09614267197068
2023-12-06,33.09614267197068
2023-12-07,34.75094980556922
2023-12-08,41.37017833996335
2023-12-09,59.57305680954723
2023-12-10,57.918249675948694
2023-12-11,36.40575693916775
2023-12-12,36.40575693916775
2023-12-13,38.06056407276628
2023-12-14,38.06056407276628
2023-12-15,36.40575693916775
2023-12-16,54.608635408751624
2023-12-17,52.95382827515309
2023-12-18,36.40575693916775
2023-12-19,34.75094980556922
2023-12-20,38.06056407276628
2023-12-21,41.37017833996335
2023-12-22,44.67979260716042
2023-12-23,51.29902114155456
2023-12-24,57.918249675948694
2023-12-25,165.4807133598534
2023-12-26,104.25284941670765
2023-12-27,46.334599740758954
2023-12-28,47.98940687435749
2023-12-29,46.334599740758954
2023-12-30,49.64421400795602
2023-12-31,54.608635408751624
2024-01-01,84.39516381352524
2024-01-02,47.98940687435749
2024-01-03,38.06056407276628
2024-01-04,36.40575693916775
2024-01-05,39.71537120636482
2024-01-06,49.64421400795602
2024-01-07,44.67979260716042
2024-01-08,36.40575693916775
2024-01-09,31.441335538372147
2024-01-10,31.441335538372147
2024-01-11,34.75094980556922
2024-01-12,36.40575693916775
2024-01-13,46.334599740758954
2024-01-14,47.98940687435749
2024-01-15,36.40575693916775
2024-01-16,29.786528404773616
2024-01-17,33.09614267197068
2024-01-18,33.09614267197068
2024-01-19,33.09614267197068
2024-01-20,39.71537120636482
2024-01-21,39.71537120636482
2024-01-22,28.13172127117508
2024-01-23,28.13172127117508
2024-01-24,29.786528404773616
2024-01-25,28.13172127117508
2024-01-26,31.441335538372147
2024-01-27,44.67979260716042
2024-01-28,41.37017833996335
2024-01-29,29.786528404773616
2024-01-30,26.476914137576546
2024-01-31,29.786528404773616
2024-02-01,29.786528404773616
2024-02-02,34.75094980556922
2024-02-03,46.334599740758954
2024-02-04,47.98940687435749
2024-02-05,29.786528404773616
2024-02-06,24.82210700397801
2024-02-07,29.786528404773616
2024-02-08,29.786528404773616
2024-02-09,33.09614267197068
2024-02-10,44.67979260716042
2024-02-11,43.02498547356189
2024-02-12,24.82210700397801
2024-02-13,28.13172127117508
2024-02-14,31.441335538372147
2024-02-15,31.441335538372147
2024-02-16,34.75094980556922
2024-02-17,49.64421400795602
2024-02-18,51.29902114155456
2024-02-19,36.40575693916775
2024-02-20,28.13172127117508
2024-02-21,31.441335538372147
2024-02-22,31.441335538372147
2024-02-23,36.40575693916775
2024-02-24,52.95382827515309
2024-02-25,52.95382827515309
2024-02-26,34.75094980556922
2024-02-27,29.786528404773616
2024-02-28,31.441335538372147
2024-02-29,34.75094980556922
2024-03-01,39.71537120636482
2024-03-02,56.26344254235016
2024-03-03,54.608635408751624
2024-03-04,34.75094980556922
2024-03-05,31.441335538372147
2024-03-06,31.441335538372147
2024-03-07,33.09614267197068
2024-03-08,38.06056407276628
2024-03-09,47.98940687435749
2024-03-10,52.95382827515309
2024-03-11,36.40575693916775
2024-03-12,34.75094980556922
2024-03-13,34.75094980556922
2024-03-14,36.40575693916775
2024-03-15,38.06056407276628
2024-03-16,57.918249675948694
2024-03-17,59.57305680954723
2024-03-18,33.09614267197068
2024-03-19,31.441335538372147
2024-03-20,31.441335538372147
2024-03-21,36.40575693916775
2024-03-22,36.40575693916775
2024-03-23,52.95382827515309
2024-03-24,54.608635408751624
2024-03-25,36.40575693916775
2024-03-26,33.09614267197068
2024-03-27,34.75094980556922
2024-03-28,39.71537120636482
2024-03-29,46.334599740758954
2024-03-30,54.608635408751624
2024-03-31,67.8470924775399
2024-04-01,44.67979260716042
2024-04-02,34.75094980556922
2024-04-03,34.75094980556922
2024-04-04,36.40575693916775
2024-04-05,46.334599740758954
2024-04-06,59.57305680954723
2024-04-07,54.608635408751624
2024-04-08,34.75094980556922
2024-04-09,34.75094980556922
2024-04-10,34.75094980556922
2024-04-11,36.40575693916775
2024-04-12,39.71537120636482
2024-04-13,56.26344254235016
2024-04-14,59.57305680954723
2024-04-15,34.75094980556922
2024-04-16,33.09614267197068
2024-04-17,34.75094980556922
2024-04-18,36.40575693916775
2024-04-19,39.71537120636482
2024-04-20,59.57305680954723
2024-04-21,61.22786394314576
2024-04-22,39.71537120636482
2024-04-23,36.40575693916775
2024-04-24,34.75094980556922
2024-04-25,38.06056407276628
2024-04-26,39.71537120636482
2024-04-27,56.26344254235016
2024-04-28,56.26344254235016
2024-04-29,34.75094980556922
2024-04-30,31.441335538372147
2024-05-01,33.09614267197068
2024-05-02,34.75094980556922
2024-05-03,44.67979260716042
2024-05-04,57.918249675948694
2024-05-05,54.608635408751624
2024-05-06,34.75094980556922
2024-05-07,33.09614267197068
2024-05-08,34.75094980556922
2024-05-09,39.71537120636482
2024-05-10,38.06056407276628
2024-05-11,59.57305680954723
2024-05-12,56.26344254235016
2024-05-13,36.40575693916775
2024-05-14,33.09614267197068
2024-05-15,34.75094980556922
2024-05-16,36.40575693916775
2024-05-17,44.67979260716042
2024-05-18,59.57305680954723
2024-05-19,61.22786394314576
2024-05-20,38.06056407276628
2024-05-21,34.75094980556922
2024-05-22,34.75094980556922
2024-05-23,44.67979260716042
2024-05-24,44.67979260716042
2024-05-25,62.882671076744295
2024-05-26,61.22786394314576
2024-05-27,56.26344254235016
2024-05-28,39.71537120636482
2024-05-29,38.06056407276628
2024-05-30,39.71537120636482
2024-05-31,46.334599740758954
2024-06-01,61.22786394314576
2024-06-02,59.57305680954723
2024-06-03,41.37017833996335
2024-06-04,38.06056407276628
2024-06-05,39.71537120636482
2024-06-06,43.02498547356189
2024-06-07,47.98940687435749
2024-06-08,57.918249675948694
2024-06-09,61.22786394314576
2024-06-10,43.02498547356189
2024-06-11,41.37017833996335
2024-06-12,41.37017833996335
2024-06-13,47.98940687435749
2024-06-14,51.29902114155456
2024-06-15,59.57305680954723
2024-06-16,57.918249675948694
2024-06-17,43.02498547356189
2024-06-18,44.67979260716042
2024-06-19,43.02498547356189
2024-06-20,46.334599740758954
2024-06-21,51.29902114155456
2024-06-22,61.22786394314576
2024-06-23,71.15670674473697
2024-06-24,44.67979260716042
2024-06-25,39.71537120636482
2024-06-26,43.02498547356189
2024-06-27,47.98940687435749
2024-06-28,51.29902114155456
2024-06-29,64.53747821034283
2024-06-30,61.22786394314576
2024-07-01,43.02498547356189
2024-07-02,41.37017833996335
2024-07-03,44.67979260716042
2024-07-04,69.50189961113844
2024-07-05,69.50189961113844
2024-07-06,59.57305680954723
2024-07-07,67.8470924775399
2024-07-08,46.334599740758954
2024-07-09,46.334599740758954
2024-07-10,49.64421400795602
2024-07-11,56.26344254235016
2024-07-12,57.918249675948694
2024-07-13,62.882671076744295
2024-07-14,66.19228534394136
2024-07-15,49.64421400795602
2024-07-16,46.334599740758954
2024-07-17,46.334599740758954
2024-07-18,51.29902114155456
2024-07-19,59.57305680954723
2024-07-20,69.50189961113844
2024-07-21,71.15670674473697
2024-07-22,49.64421400795602
2024-07-23,51.29902114155456
2024-07-24,49.64421400795602
2024-07-25,54.608635408751624
2024-07-26,61.22786394314576
2024-07-27,69.50189961113844
2024-07-28,72.8115138783355
2024-07-29,51.29902114155456
2024-07-30,47.98940687435749
2024-07-31,46.334599740758954
2024-08-01,51.29902114155456
2024-08-02,57.918249675948694
2024-08-03,69.50189961113844
2024-08-04,71.15670674473697
2024-08-05,47.98940687435749
2024-08-06,43.02498547356189
2024-08-07,49.64421400795602
2024-08-08,47.98940687435749
2024-08-09,51.29902114155456
2024-08-10,67.8470924775399
2024-08-11,67.8470924775399
2024-08-12,47.98940687435749
2024-08-13,43.02498547356189
2024-08-14,46.334599740758954
2024-08-15,47.98940687435749
2024-08-16,51.29902114155456
2024-08-17,66.19228534394136
2024-08-18,67.91417925322634
2024-08-19,44.70215486572256
2024-08-20,44.70215486572256
2024-08-21,44.70215486572256
2024-08-22,48.14594268429249
2024-08-23,61.02660361608648
2024-08-24,67.91417925322634
2024-08-25,69.6360731625113
2024-08-26,41.258367047152646
2024-08-27,39.53647313786768
2024-08-28,42.980260956437604
2024-08-29,41.258367047152646
2024-08-30,52.41713406966168
2024-08-31,69.6360731625113
2024-09-01,73.07986098108121
2024-09-02,66.19228534394136
2024-09-03,44.70215486572256
2024-09-04,39.53647313786768
2024-09-05,39.53647313786768
2024-09-06,44.70215486572256
2024-09-07,64.47039143465639
2024-09-08,62.74849752537144
2024-09-09,37.814579228582716
2024-09-10,37.814579228582716
2024-09-11,41.258367047152646
2024-09-12,41.258367047152646
2024-09-13,48.14594268429249
2024-09-14,66.19228534394136
2024-09-15,58.477306140002256
2024-09-16,38.70906957106841
2024-09-17,35.77961369942776
2024-09-18,37.568594384399155
2024-09-19,39.35757506937054
2024-09-20,46.513497809256094
2024-09-21,67.98126602891276
