Time,the_last_of_us
2024-09-23,39.22369765066395
2024-09-24,29.417773237997963
2024-09-25,29.417773237997963
2024-09-26,78.4473953013279
2024-09-27,78.4473953013279
2024-09-28,58.835546475995926
2024-09-29,58.835546475995926
2024-09-30,49.02962206332994
2024-10-01,39.22369765066395
2024-10-02,39.22369765066395
2024-10-03,39.22369765066395
2024-10-04,39.22369765066395
2024-10-05,39.22369765066395
2024-10-06,39.22369765066395
2024-10-07,39.22369765066395
2024-10-08,29.417773237997963
2024-10-09,39.22369765066395
2024-10-10,29.417773237997963
2024-10-11,29.417773237997963
2024-10-12,29.417773237997963
2024-10-13,39.22369765066395
2024-10-14,39.22369765066395
2024-10-15,39.22369765066395
2024-10-16,29.417773237997963
2024-10-17,29.417773237997963
2024-10-18,29.417773237997963
2024-10-19,29.417773237997963
2024-10-20,39.22369765066395
2024-10-21,29.417773237997963
2024-10-22,29.417773237997963
2024-10-23,29.417773237997963
2024-10-24,29.417773237997963
2024-10-25,29.417773237997963
2024-10-26,29.417773237997963
2024-10-27,29.417773237997963
2024-10-28,29.417773237997963
2024-10-29,29.417773237997963
2024-10-30,29.417773237997963
2024-10-31,29.417773237997963
2024-11-01,29.417773237997963
2024-11-02,29.417773237997963
2024-11-03,49.02962206332994
2024-11-04,39.22369765066395
2024-11-05,29.417773237997963
2024-11-06,29.417773237997963
2024-11-07,29.417773237997963
2024-11-08,29.417773237997963
2024-11-09,29.417773237997963
2024-11-10,39.22369765066395
2024-11-11,39.22369765066395
2024-11-12,29.417773237997963
2024-11-13,29.417773237997963
2024-11-14,39.22369765066395
2024-11-15,29.417773237997963
2024-11-16,29.417773237997963
2024-11-17,29.417773237997963
2024-11-18,39.22369765066395
2024-11-19,29.417773237997963
2024-11-20,39.22369765066395
2024-11-21,29.417773237997963
2024-11-22,29.417773237997963
2024-11-23,39.22369765066395
2024-11-24,39.22369765066395
2024-11-25,39.22369765066395
2024-11-26,29.417773237997963
2024-11-27,29.417773237997963
2024-11-28,39.22369765066395
2024-11-29,39.22369765066395
2024-11-30,49.02962206332994
2024-12-01,39.22369765066395
2024-12-02,39.22369765066395
2024-12-03,39.22369765066395
2024-12-04,39.22369765066395
2024-12-05,29.417773237997963
2024-12-06,29.417773237997963
2024-12-07,29.417773237997963
2024-12-08,39.22369765066395
2024-12-09,39.22369765066395
2024-12-10,29.417773237997963
2024-12-11,29.417773237997963
2024-12-12,29.417773237997963
2024-12-13,49.02962206332994
2024-12-14,39.22369765066395
2024-12-15,39.22369765066395
2024-12-16,39.22369765066395
2024-12-17,39.22369765066395
2024-12-18,39.22369765066395
2024-12-19,29.417773237997963
2024-12-20,29.417773237997963
2024-12-21,29.417773237997963
2024-12-22,39.22369765066395
2024-12-23,39.22369765066395
2024-12-24,39.22369765066395
2024-12-25,49.02962206332994
2024-12-26,49.02962206332994
2024-12-27,49.02962206332994
2024-12-28,49.02962206332994
2024-12-29,49.02962206332994
2024-12-30,49.02962206332994
2024-12-31,39.22369765066395
2025-01-01,49.02962206332994
2025-01-02,49.02962206332994
2025-01-03,49.02962206332994
2025-01-04,49.02962206332994
2025-01-05,58.835546475995926
2025-01-06,49.02962206332994
2025-01-07,68.64147088866191
2025-01-08,49.02962206332994
2025-01-09,49.02962206332994
2025-01-10,49.02962206332994
2025-01-11,49.02962206332994
2025-01-12,49.02962206332994
2025-01-13,49.02962206332994
2025-01-14,39.22369765066395
2025-01-15,39.22369765066395
2025-01-16,39.22369765066395
2025-01-17,39.22369765066395
2025-01-18,49.02962206332994
2025-01-19,49.02962206332994
2025-01-20,49.02962206332994
2025-01-21,39.22369765066395
2025-01-22,39.22369765066395
2025-01-23,39.22369765066395
2025-01-24,39.22369765066395
2025-01-25,49.02962206332994
2025-01-26,49.02962206332994
2025-01-27,39.22369765066395
2025-01-28,39.22369765066395
2025-01-29,39.22369765066395
2025-01-30,39.22369765066395
2025-01-31,39.22369765066395
2025-02-01,49.02962206332994
2025-02-02,49.02962206332994
2025-02-03,49.02962206332994
2025-02-04,49.02962206332994
2025-02-05,39.22369765066395
2025-02-06,39.22369765066395
2025-02-07,39.22369765066395
2025-02-08,39.22369765066395
2025-02-09,39.22369765066395
2025-02-10,39.22369765066395
2025-02-11,39.22369765066395
2025-02-12,39.22369765066395
2025-02-13,39.22369765066395
2025-02-14,39.22369765066395
2025-02-15,39.22369765066395
2025-02-16,49.02962206332994
2025-02-17,49.02962206332994
2025-02-18,49.02962206332994
2025-02-19,49.02962206332994
2025-02-20,68.64147088866191
2025-02-21,49.02962206332994
2025-02-22,49.02962206332994
2025-02-23,49.02962206332994
2025-02-24,49.02962206332994
2025-02-25,39.22369765066395
2025-02-26,39.22369765066395
2025-02-27,39.22369765066395
2025-02-28,39.22369765066395
2025-03-01,39.22369765066395
2025-03-02,39.22369765066395
2025-03-03,49.02962206332994
2025-03-04,39.22369765066395
2025-03-05,39.22369765066395
2025-03-06,49.02962206332994
2025-03-07,49.02962206332994
2025-03-08,58.835546475995926
2025-03-09,88.25331971399389
2025-03-10,78.4473953013279
2025-03-11,68.64147088866191
2025-03-12,58.835546475995926
2025-03-13,58.835546475995926
2025-03-14,58.835546475995926
2025-03-15,58.835546475995926
2025-03-16,78.4473953013279
2025-03-17,58.835546475995926
2025-03-18,49.02962206332994
2025-03-19,58.835546475995926
2025-03-20,58.835546475995926
2025-03-21,49.02962206332994
2025-03-22,58.835546475995926
2025-03-23,68.64147088866191
2025-03-24,58.835546475995926
2025-03-25,78.4473953013279
2025-03-26,68.64147088866191
2025-03-27,58.835546475995926
2025-03-28,58.835546475995926
2025-03-29,68.64147088866191
2025-03-30,88.25331971399389
2025-03-31,68.64147088866191
2025-04-01,78.4473953013279
2025-04-02,78.4473953013279
2025-04-03,98.05924412665988
2025-04-04,98.05924412665988
2025-04-05,117.67109295199185
2025-04-06,137.28294177732383
2025-04-07,127.47701736465784
2025-04-08,127.47701736465784
2025-04-09,137.28294177732383
2025-04-10,137.28294177732383
2025-04-11,156.8947906026558
2025-04-12,205.92441266598576
2025-04-13,558.9376915219613
2025-04-14,960.9805924412668
2025-04-15,451.0725229826354
2025-04-16,294.1777323799796
2025-04-17,225.5362614913177
2025-04-18,225.5362614913177
2025-04-19,264.75995914198165
2025-04-20,353.01327885597556
2025-04-21,980.5924412665988
2025-04-22,666.8028600612872
2025-04-23,411.8488253319715
2025-04-24,333.4014300306436
2025-04-25,284.37180796731366
2025-04-26,294.1777323799796
2025-04-27,411.8488253319715
2025-04-28,558.9376915219613
2025-04-29,303.9836567926456
2025-04-30,205.92441266598576
2025-05-01,186.31256384065375
2025-05-02,156.8947906026558
2025-05-03,196.11848825331975
2025-05-04,274.56588355464766
2025-05-05,490.2962206332994
2025-05-06,303.9836567926456
2025-05-07,215.73033707865173
2025-05-08,186.31256384065375
2025-05-09,166.7007150153218
2025-05-10,176.50663942798778
2025-05-11,245.1481103166497
2025-05-12,421.65474974463746
2025-05-13,235.3421859039837
2025-05-14,176.50663942798778
2025-05-15,147.0888661899898
2025-05-16,147.0888661899898
2025-05-17,166.7007150153218
2025-05-18,215.73033707865173
2025-05-19,382.4310520939735
2025-05-20,225.5362614913177
2025-05-21,166.7007150153218
2025-05-22,156.8947906026558
2025-05-23,137.28294177732383
2025-05-24,147.0888661899898
2025-05-25,186.31256384065375
2025-05-26,745.250255362615
2025-05-27,411.8488253319715
2025-05-28,274.56588355464766
2025-05-29,205.92441266598576
2025-05-30,166.7007150153218
2025-05-31,166.7007150153218
2025-06-01,196.11848825331975
2025-06-02,313.7895812053116
2025-06-03,166.7007150153218
2025-06-04,137.28294177732383
2025-06-05,117.67109295199185
2025-06-06,107.86516853932586
2025-06-07,117.67109295199185
2025-06-08,127.47701736465784
2025-06-09,127.47701736465784
2025-06-10,107.86516853932586
2025-06-11,98.05924412665988
2025-06-12,98.05924412665988
2025-06-13,88.25331971399389
2025-06-14,88.25331971399389
2025-06-15,98.05924412665988
2025-06-16,88.25331971399389
2025-06-17,78.4473953013279
2025-06-18,68.64147088866191
2025-06-19,68.64147088866191
2025-06-20,68.64147088866191
2025-06-21,78.4473953013279
2025-06-22,88.25331971399389
2025-06-23,68.64147088866191
2025-06-24,58.835546475995926
2025-06-25,58.835546475995926
2025-06-26,58.835546475995926
2025-06-27,58.835546475995926
2025-06-28,58.835546475995926
2025-06-29,68.64147088866191
2025-06-30,58.835546475995926
2025-07-01,49.02962206332994
2025-07-02,49.02962206332994
2025-07-03,58.835546475995926
2025-07-04,58.835546475995926
2025-07-05,58.835546475995926
2025-07-06,68.64147088866191
2025-07-07,49.02962206332994
2025-07-08,58.835546475995926
2025-07-09,49.02962206332994
2025-07-10,49.02962206332994
2025-07-11,49.02962206332994
2025-07-12,58.835546475995926
2025-07-13,58.835546475995926
2025-07-14,49.02962206332994
2025-07-15,49.02962206332994
2025-07-16,49.02962206332994
2025-07-17,58.835546475995926
2025-07-18,49.02962206332994
2025-07-19,78.4473953013279
2025-07-20,235.3421859039837
2025-07-21,68.64147088866191
2025-07-22,49.02962206332994
2025-07-23,49.02962206332994
2025-07-24,49.02962206332994
2025-07-25,49.02962206332994
2025-07-26,58.835546475995926
2025-07-27,58.835546475995926
2025-07-28,49.02962206332994
2025-07-29,58.835546475995926
2025-07-30,68.64147088866191
2025-07-31,68.64147088866191
2025-08-01,49.02962206332994
2025-08-02,39.22369765066395
2025-08-03,39.22369765066395
2025-08-04,39.22369765066395
2025-08-05,39.22369765066395
2025-08-06,39.22369765066395
2025-08-07,39.22369765066395
2025-08-08,39.22369765066395
2025-08-09,39.22369765066395
2025-08-10,49.02962206332994
2025-08-11,88.25331971399389
2025-08-12,39.22369765066395
2025-08-13,39.22369765066395
2025-08-14,39.22369765066395
2025-08-15,39.22369765066395
2025-08-16,39.22369765066395
2025-08-17,39.22369765066395
2025-08-18,39.22369765066395
2025-08-19,29.417773237997963
2025-08-20,29.417773237997963
2025-08-21,39.22369765066395
2025-08-22,39.22369765066395
2025-08-23,29.417773237997963
2025-08-24,39.22369765066395
2025-08-25,39.22369765066395
2025-08-26,29.417773237997963
2025-08-27,39.22369765066395
2025-08-28,39.22369765066395
2025-08-29,39.22369765066395
2025-08-30,29.417773237997963
2025-08-31,39.22369765066395
2025-09-01,39.22369765066395
2025-09-02,39.22369765066395
2025-09-03,29.417773237997963
2025-09-04,29.417773237997963
2025-09-05,29.417773237997963
2025-09-06,29.417773237997963
2025-09-07,39.22369765066395
2025-09-08,39.22369765066395
2025-09-09,29.417773237997963
2025-09-10,29.417773237997963
2025-09-11,29.417773237997963
2025-09-12,29.417773237997963
2025-09-13,29.417773237997963
2025-09-14,29.417773237997963
2025-09-15,39.22369765066395
2025-09-16,39.22369765066395
2025-09-17,29.417773237997963
2025-09-18,39.22369765066395
2025-09-19,29.417773237997963
2025-09-20,39.22369765066395
2025-09-21,39.22369765066395
2025-09-22,39.22369765066395
2025-09-23,39.22369765066395
2025-09-24,39.22369765066395
2025-09-25,29.417773237997963
2025-09-26,39.22369765066395
2025-09-27,39.22369765066395
2025-09-28,39.22369765066395
2025-09-29,39.22369765066395
2025-09-30,39.22369765066395
2025-10-01,39.22369765066395
2025-10-02,39.22369765066395
2025-10-03,29.417773237997963
2025-10-04,29.417773237997963
2025-10-05,39.22369765066395
2025-10-06,39.22369765066395
2025-10-07,39.22369765066395
2025-10-08,39.22369765066395
2025-10-09,39.22369765066395
2025-10-10,29.417773237997963
2025-10-11,29.417773237997963
2025-10-12,39.22369765066395
2025-10-13,39.22369765066395
2025-10-14,39.22369765066395
2025-10-15,39.22369765066395
2025-10-16,29.417773237997963
2025-10-17,39.22369765066395
2025-10-18,29.417773237997963
2025-10-19,39.22369765066395
2025-10-20,39.22369765066395
2025-10-21,39.22369765066395
2025-10-22,29.417773237997963
2025-10-23,39.22369765066395
2025-10-24,29.417773237997963
2025-10-25,29.417773237997963
2025-10-26,39.22369765066395
2025-10-27,39.22369765066395
2025-10-28,29.417773237997963
2025-10-29,39.22369765066395
2025-10-30,39.22369765066395
2025-10-31,39.22369765066395
2025-11-01,39.22369765066395
2025-11-02,39.22369765066395
2025-11-03,39.22369765066395
2025-11-04,39.22369765066395
2025-11-05,39.22369765066395
2025-11-06,29.417773237997963
2025-11-07,39.22369765066395
2025-11-08,29.417773237997963
2025-11-09,39.22369765066395
2025-11-10,39.22369765066395
2025-11-11,39.22369765066395
2025-11-12,39.22369765066395
2025-11-13,39.22369765066395
2025-11-14,39.22369765066395
2025-11-15,39.22369765066395
2025-11-16,39.22369765066395
2025-11-17,39.22369765066395
2025-11-18,39.22369765066395
2025-11-19,39.22369765066395
2025-11-20,39.22369765066395
2025-11-21,39.22369765066395
2025-11-22,39.22369765066395
2025-11-23,39.22369765066395
2025-11-24,39.22369765066395
2025-11-25,39.22369765066395
2025-11-26,39.22369765066395
2025-11-27,49.02962206332994
2025-11-28,39.22369765066395
2025-11-29,49.02962206332994
2025-11-30,49.02962206332994
2025-12-01,49.02962206332994
2025-12-02,49.02962206332994
2025-12-03,49.02962206332994
2025-12-04,49.02962206332994
2025-12-05,49.02962206332994
2025-12-06,49.02962206332994
2025-12-07,49.02962206332994
2025-12-08,49.02962206332994
2025-12-09,49.02962206332994
2025-12-10,49.02962206332994
2025-12-11,40.38711241148873
2025-12-12,49.44512733505307
2025-12-13,39.971607139765595
2025-12-14,47.3676009764374
2025-12-15,40.802617683211864
2025-12-16,41.218122954935
2025-12-17,47.783106248160536
2025-12-18,48.19861151988367
2025-12-19,39.971607139765595
2025-12-20,39.971607139765595
2025-12-21,47.3676009764374
2025-12-22,40.38711241148873
2025-12-23,39.971607139765595
2025-12-24,38.72509132459619
2025-12-25,46.536590432991126
2025-12-26,49.44512733505307
2025-12-27,49.86063260677621
2025-12-28,58.08763698689428
2025-12-29,56.01011062827861
2025-12-30,56.84112117172488
2025-12-31,50.27613787849934
2026-01-01,49.44512733505307
2026-01-02,48.19861151988367
2026-01-03,66.31464136701236
2026-01-04,58.91864753034055
2026-01-05,49.02962206332994
2026-01-06,48.19861151988367
2026-01-07,49.02962206332994
2026-01-08,47.3676009764374
2026-01-09,47.3676009764374
2026-01-10,46.536590432991126
2026-01-11,48.19861151988367
2026-01-12,50.691643150222475
2026-01-13,46.536590432991126
2026-01-14,46.536590432991126
2026-01-15,46.536590432991126
2026-01-16,41.55052717231351
2026-01-17,48.19861151988367
2026-01-18,55.6777064109001
2026-01-19,49.02962206332994
2026-01-20,47.367600976437394
2026-01-21,49.86063260677621
2026-01-22,49.02962206332994
2026-01-23,46.536590432991126
2026-01-24,49.02962206332994
2026-01-25,59.83275912813145
2026-01-26,54.846695867453825
2026-01-27,52.35366423711502
2026-01-28,50.691643150222475
2026-01-29,52.35366423711502
2026-01-30,73.95993836671803
2026-01-31,83.10105434462702
2026-02-01,80.6080227142882
2026-02-02,68.14286456259416
2026-02-03,64.81882238880907
2026-02-04,59.83275912813145
2026-02-05,60.66376967157772
2026-02-06,55.6777064109001
2026-02-07,64.81882238880907
2026-02-08,57.33972749779264
2026-02-09,58.170738041238906
2026-02-10,54.015685324007556
2026-02-11,49.86063260677621
2026-02-12,46.536590432991126
2026-02-13,46.536590432991126
2026-02-14,43.212548259206045
2026-02-15,54.846695867453825
2026-02-16,56.50871695434637
2026-02-17,53.18467478056129
2026-02-18,45.70557988954486
2026-02-19,44.87456934609859
2026-02-20,44.87456934609859
2026-02-21,49.86063260677621
2026-02-22,55.6777064109001
2026-02-23,52.35366423711502
2026-02-24,46.536590432991126
2026-02-25,47.367600976437394
2026-02-26,47.367600976437394
2026-02-27,51.52265369366875
2026-02-28,49.86063260677621
2026-03-01,51.52265369366875
2026-03-02,63.15680130191653
2026-03-03,63.9878118453628
2026-03-04,54.846695867453825
2026-03-05,51.52265369366875
2026-03-06,49.02962206332994
2026-03-07,48.19861151988367
2026-03-08,51.52265369366875
2026-03-09,49.86063260677621
2026-03-10,46.536590432991126
2026-03-11,46.536590432991126
2026-03-12,46.536590432991126
2026-03-13,42.38153771575978
2026-03-14,44.04355880265231
2026-03-15,51.52265369366875
2026-03-16,47.367600976437394
2026-03-17,47.367600976437394
2026-03-18,48.19861151988367
2026-03-19,49.02962206332994
2026-03-20,49.02962206332994
2026-03-21,50.691643150222475
2026-03-22,50.691643150222475
2026-03-23,49.02962206332994
2026-03-24,44.04355880265231
2026-03-25,45.70557988954486
2026-03-26,44.04355880265231
2026-03-27,44.87456934609859
2026-03-28,42.38153771575978
2026-03-29,54.846695867453825
2026-03-30,45.70557988954486
2026-03-31,47.367600976437394
2026-04-01,44.87456934609859
2026-04-02,45.70557988954486
2026-04-03,44.87456934609859
2026-04-04,39.888506085420964
2026-04-05,49.02962206332994
2026-04-06,49.02962206332994
2026-04-07,47.367600976437394
2026-04-08,48.19861151988367
2026-04-09,44.04355880265231
2026-04-10,41.55052717231351
2026-04-11,43.212548259206045
2026-04-12,42.38153771575978
2026-04-13,45.70557988954486
2026-04-14,43.212548259206045
2026-04-15,43.212548259206045
2026-04-16,53.18467478056129
2026-04-17,55.6777064109001
2026-04-18,43.212548259206045
2026-04-19,44.87456934609859
2026-04-20,45.70557988954486
2026-04-21,44.87456934609859
2026-04-22,44.87456934609859
2026-04-23,45.70557988954486
2026-04-24,42.38153771575978
2026-04-25,36.56446391163588
2026-04-26,52.35366423711502
2026-04-27,49.02962206332994
2026-04-28,43.212548259206045
2026-04-29,44.04355880265231
2026-04-30,44.04355880265231
2026-05-01,43.212548259206045
2026-05-02,39.057495541974696
2026-05-03,47.367600976437394
2026-05-04,42.38153771575978
2026-05-05,44.04355880265231
2026-05-06,44.87456934609859
2026-05-07,47.367600976437394
2026-05-08,46.536590432991126
2026-05-09,40.71951662886723
2026-05-10,49.86063260677621
2026-05-11,45.70557988954486
2026-05-12,43.212548259206045
2026-05-13,44.87456934609859
2026-05-14,43.212548259206045
2026-05-15,42.38153771575978
2026-05-16,37.39547445508216
2026-05-17,39.888506085420964
2026-05-18,39.057495541974696
2026-05-19,37.39547445508216
2026-05-20,40.71951662886723
2026-05-21,34.902442824743346
2026-05-22,46.536590432991126
2026-05-23,48.19861151988367
2026-05-24,40.71951662886723
2026-05-25,44.04355880265231
2026-05-26,42.38153771575978
2026-05-27,39.057495541974696
2026-05-28,34.902442824743346
2026-05-29,36.56446391163588
2026-05-30,39.888506085420964
2026-05-31,41.55052717231351
