Time,diary_of_a_wimpy_kid
2024-11-11,5.995281971247637
2024-11-12,5.713151054953631
2024-11-13,5.431020138659624
2024-11-14,4.7962255769981095
2024-11-15,5.007823764218614
2024-11-16,3.94983282811609
2024-11-17,4.655160118851106
2024-11-18,5.078356493292116
2024-11-19,5.078356493292116
2024-11-20,4.7962255769981095
2024-11-21,5.431020138659624
2024-11-22,5.148889222365618
2024-11-23,4.020365557189592
2024-11-24,5.431020138659624
2024-11-25,5.360487409586122
2024-11-26,4.655160118851106
2024-11-27,4.8667583060716115
2024-11-28,7.053272907350161
2024-11-29,5.501552867733126
2024-11-30,5.078356493292116
2024-12-01,4.655160118851106
2024-12-02,5.713151054953631
2024-12-03,4.8667583060716115
2024-12-04,5.431020138659624
2024-12-05,4.514094660704103
2024-12-06,5.28995468051262
2024-12-07,4.725692847924607
2024-12-08,5.007823764218614
2024-12-09,4.514094660704103
2024-12-10,5.078356493292116
2024-12-11,5.572085596806627
2024-12-12,5.28995468051262
2024-12-13,4.8667583060716115
2024-12-14,4.655160118851106
2024-12-15,5.078356493292116
2024-12-16,4.937291035145113
2024-12-17,4.937291035145113
2024-12-18,5.007823764218614
2024-12-19,4.937291035145113
2024-12-20,3.94983282811609
2024-12-21,3.94983282811609
2024-12-22,3.94983282811609
2024-12-23,3.7382346408955853
2024-12-24,3.8793000990425885
2024-12-25,4.020365557189592
2024-12-26,3.597169182748582
2024-12-27,3.1739728083075724
2024-12-28,3.103440079234071
2024-12-29,3.6677019118220837
2024-12-30,3.7382346408955853
2024-12-31,3.5266364536750805
2025-01-01,3.597169182748582
2025-01-02,3.3150382664545757
2025-01-03,3.6677019118220837
2025-01-04,4.3730292025571
2025-01-05,3.808767369969087
2025-01-06,3.94983282811609
2025-01-07,4.3730292025571
2025-01-08,4.020365557189592
2025-01-09,4.1614310153365945
2025-01-10,4.514094660704103
2025-01-11,3.3150382664545757
2025-01-12,3.7382346408955853
2025-01-13,4.3730292025571
2025-01-14,4.1614310153365945
2025-01-15,4.020365557189592
2025-01-16,4.090898286263093
2025-01-17,4.655160118851106
2025-01-18,3.5266364536750805
2025-01-19,3.6677019118220837
2025-01-20,3.8793000990425885
2025-01-21,3.3150382664545757
2025-01-22,4.090898286263093
2025-01-23,4.231963744410097
2025-01-24,4.1614310153365945
2025-01-25,3.8793000990425885
2025-01-26,3.597169182748582
2025-01-27,3.6677019118220837
2025-01-28,4.020365557189592
2025-01-29,3.7382346408955853
2025-01-30,4.020365557189592
2025-01-31,4.090898286263093
2025-02-01,3.597169182748582
2025-02-02,4.020365557189592
2025-02-03,3.7382346408955853
2025-02-04,4.090898286263093
2025-02-05,3.8793000990425885
2025-02-06,4.020365557189592
2025-02-07,4.443561931630601
2025-02-08,3.5266364536750805
2025-02-09,3.456103724601579
2025-02-10,3.244505537381074
2025-02-11,3.597169182748582
2025-02-12,3.597169182748582
2025-02-13,3.7382346408955853
2025-02-14,3.8793000990425885
2025-02-15,3.456103724601579
2025-02-16,3.94983282811609
2025-02-17,3.5266364536750805
2025-02-18,4.584627389777605
2025-02-19,4.3730292025571
2025-02-20,3.808767369969087
2025-02-21,4.090898286263093
2025-02-22,3.597169182748582
2025-02-23,3.94983282811609
2025-02-24,4.231963744410097
2025-02-25,4.584627389777605
2025-02-26,4.302496473483599
2025-02-27,5.501552867733126
2025-02-28,6.347945616615145
2025-03-01,4.1614310153365945
2025-03-02,5.148889222365618
2025-03-03,5.007823764218614
2025-03-04,4.584627389777605
2025-03-05,5.148889222365618
2025-03-06,5.007823764218614
2025-03-07,4.655160118851106
2025-03-08,3.8793000990425885
2025-03-09,4.443561931630601
2025-03-10,4.443561931630601
2025-03-11,4.655160118851106
2025-03-12,5.078356493292116
2025-03-13,4.584627389777605
2025-03-14,4.514094660704103
2025-03-15,4.7962255769981095
2025-03-16,5.007823764218614
2025-03-17,5.642618325880129
2025-03-18,5.924749242174135
2025-03-19,6.206880158468142
2025-03-20,6.0658147003211385
2025-03-21,6.13634742939464
2025-03-22,6.418478345688646
2025-03-23,6.206880158468142
2025-03-24,6.206880158468142
2025-03-25,5.642618325880129
2025-03-26,5.995281971247637
2025-03-27,5.642618325880129
2025-03-28,6.55954380383565
2025-03-29,5.572085596806627
2025-03-30,5.783683784027132
2025-03-31,5.360487409586122
2025-04-01,5.007823764218614
2025-04-02,4.443561931630601
2025-04-03,4.655160118851106
2025-04-04,4.725692847924607
2025-04-05,4.302496473483599
2025-04-06,4.7962255769981095
2025-04-07,5.007823764218614
2025-04-08,4.3730292025571
2025-04-09,4.302496473483599
2025-04-10,4.514094660704103
2025-04-11,4.8667583060716115
2025-04-12,3.94983282811609
2025-04-13,3.597169182748582
2025-04-14,4.020365557189592
2025-04-15,4.127766433330766
2025-04-16,3.855381956504577
2025-04-17,4.3168582185489885
2025-04-18,3.323372965386664
2025-04-19,3.7784692461638416
2025-04-20,4.009207377186048
2025-04-21,3.932294666845312
2025-04-22,4.0861200875267825
2025-04-23,4.0861200875267825
2025-04-24,4.582862714107945
2025-04-25,4.3168582185489885
2025-04-26,4.163032797867517
2025-04-27,3.8201155919678262
2025-04-28,3.855381956504577
2025-04-29,4.009207377186048
2025-04-30,4.239945508208253
2025-05-01,4.4290372934264735
2025-05-02,4.505950003767209
2025-05-03,3.932294666845312
2025-05-04,4.163032797867517
2025-05-05,3.9739410126492962
2025-05-06,4.6597754244486795
2025-05-07,4.239945508208253
2025-05-08,4.127766433330766
2025-05-09,4.4290372934264735
2025-05-10,3.4355520402641497
2025-05-11,3.1695475447051935
2025-05-12,5.2334307613705775
2025-05-13,4.81360084513015
2025-05-14,4.470683639230458
2025-05-15,4.664390730046253
2025-05-16,4.497805346830315
2025-05-17,3.7481711223585963
2025-05-18,4.497805346830315
2025-05-19,3.914756505574534
2025-05-20,4.0813418887904716
2025-05-21,3.914756505574534
2025-05-22,4.16463458039844
2025-05-23,3.9980491971825023
2025-05-24,3.831463813966565
2025-05-25,3.7481711223585963
2025-05-26,3.831463813966565
2025-05-27,4.0813418887904716
2025-05-28,4.16463458039844
2025-05-29,3.914756505574534
2025-05-30,3.831463813966565
2025-05-31,3.331707664318752
2025-06-01,4.247927272006409
2025-06-02,4.497805346830315
2025-06-03,3.831463813966565
2025-06-04,3.5815857391426587
2025-06-05,3.6648784307506275
2025-06-06,3.0818295894948458
2025-06-07,3.7481711223585963
2025-06-08,3.331707664318752
2025-06-09,3.415000355926721
2025-06-10,3.331707664318752
2025-06-11,2.8319515146709393
2025-06-12,3.331707664318752
2025-06-13,2.7486588230629705
2025-06-14,3.415000355926721
2025-06-15,3.49829304753469
2025-06-16,2.998536897886877
2025-06-17,2.8319515146709393
2025-06-18,2.915244206278908
2025-06-19,2.915244206278908
2025-06-20,3.0818295894948458
2025-06-21,3.6648784307506275
2025-06-22,3.9980491971825023
2025-06-23,3.2484149727107834
2025-06-24,3.0818295894948458
2025-06-25,3.0818295894948458
2025-06-26,2.915244206278908
2025-06-27,3.415000355926721
2025-06-28,2.915244206278908
2025-06-29,3.2484149727107834
2025-06-30,2.6653661314550017
2025-07-01,3.331707664318752
2025-07-02,3.49829304753469
2025-07-03,4.747683421654222
2025-07-04,3.914756505574534
2025-07-05,4.414512655222347
2025-07-06,4.8309761132621905
2025-07-07,4.0813418887904716
2025-07-08,3.5815857391426587
2025-07-09,3.9980491971825023
2025-07-10,3.7481711223585963
2025-07-11,3.914756505574534
2025-07-12,3.6648784307506275
2025-07-13,4.0813418887904716
2025-07-14,3.331707664318752
2025-07-15,3.914756505574534
2025-07-16,4.247927272006409
2025-07-17,3.7481711223585963
2025-07-18,4.414512655222347
2025-07-19,4.497805346830315
2025-07-20,4.91426880487016
2025-07-21,3.9980491971825023
2025-07-22,3.9980491971825023
2025-07-23,3.9980491971825023
2025-07-24,3.9980491971825023
2025-07-25,4.16463458039844
2025-07-26,3.914756505574534
2025-07-27,5.080854188086097
2025-07-28,4.3312199636143776
2025-07-29,4.16463458039844
2025-07-30,4.3312199636143776
2025-07-31,4.247927272006409
2025-08-01,4.3312199636143776
2025-08-02,3.9980491971825023
2025-08-03,4.3312199636143776
2025-08-04,3.6648784307506275
2025-08-05,3.6648784307506275
2025-08-06,3.914756505574534
2025-08-07,3.7481711223585963
2025-08-08,3.914756505574534
2025-08-09,3.6648784307506275
2025-08-10,4.3312199636143776
2025-08-11,3.49829304753469
2025-08-12,4.247927272006409
2025-08-13,3.7481711223585963
2025-08-14,4.16463458039844
2025-08-15,4.414512655222347
2025-08-16,3.415000355926721
2025-08-17,3.7481711223585963
2025-08-18,4.247927272006409
2025-08-19,4.247927272006409
2025-08-20,4.16463458039844
2025-08-21,4.16463458039844
2025-08-22,4.414512655222347
2025-08-23,3.415000355926721
2025-08-24,3.914756505574534
2025-08-25,4.16463458039844
2025-08-26,4.0813418887904716
2025-08-27,3.914756505574534
2025-08-28,4.247927272006409
2025-08-29,4.414512655222347
2025-08-30,3.831463813966565
2025-08-31,4.247927272006409
2025-09-01,4.3312199636143776
2025-09-02,4.3312199636143776
2025-09-03,5.414024954517972
2025-09-04,5.164146879694066
2025-09-05,4.3312199636143776
2025-09-06,4.0813418887904716
2025-09-07,3.7481711223585963
2025-09-08,4.664390730046253
2025-09-09,4.664390730046253
2025-09-10,4.5810980384382844
2025-09-11,4.5810980384382844
2025-09-12,4.664390730046253
2025-09-13,3.5815857391426587
2025-09-14,3.49829304753469
2025-09-15,3.914756505574534
2025-09-16,4.0813418887904716
2025-09-17,4.3312199636143776
2025-09-18,4.497805346830315
2025-09-19,4.497805346830315
2025-09-20,3.831463813966565
2025-09-21,3.914756505574534
2025-09-22,4.414512655222347
2025-09-23,4.247927272006409
2025-09-24,4.414512655222347
2025-09-25,4.747683421654222
2025-09-26,4.91426880487016
2025-09-27,4.3312199636143776
2025-09-28,3.9980491971825023
2025-09-29,4.664390730046253
2025-09-30,4.91426880487016
2025-10-01,4.664390730046253
2025-10-02,4.8309761132621905
2025-10-03,4.997561496478128
2025-10-04,4.0813418887904716
2025-10-05,3.831463813966565
2025-10-06,4.8309761132621905
2025-10-07,4.997561496478128
2025-10-08,4.91426880487016
2025-10-09,4.997561496478128
2025-10-10,4.997561496478128
2025-10-11,3.7481711223585963
2025-10-12,4.414512655222347
2025-10-13,5.080854188086097
2025-10-14,5.164146879694066
2025-10-15,4.747683421654222
2025-10-16,5.330732262910003
2025-10-17,5.247439571302035
2025-10-18,4.664390730046253
2025-10-19,6.746708020245473
2025-10-20,6.663415328637504
2025-10-21,7.996098394365005
2025-10-22,7.579634936325161
2025-10-23,7.329756861501255
2025-10-24,7.66292762793313
2025-10-25,6.080366487381722
2025-10-26,6.330244562205629
2025-10-27,6.496829945421567
2025-10-28,6.080366487381722
2025-10-29,6.746708020245473
2025-10-30,6.746708020245473
2025-10-31,7.579634936325161
2025-11-01,6.080366487381722
2025-11-02,5.580610337733909
2025-11-03,5.080854188086097
2025-11-04,5.414024954517972
2025-11-05,5.580610337733909
2025-11-06,5.580610337733909
2025-11-07,5.747195720949847
2025-11-08,5.580610337733909
2025-11-09,5.164146879694066
2025-11-10,4.247927272006409
2025-11-11,4.664390730046253
2025-11-12,5.330732262910003
2025-11-13,5.414024954517972
2025-11-14,5.830488412557816
2025-11-15,5.663903029341879
2025-11-16,5.164146879694066
2025-11-17,5.497317646125941
2025-11-18,5.747195720949847
2025-11-19,5.913781104165785
2025-11-20,5.497317646125941
2025-11-21,5.497317646125941
2025-11-22,5.330732262910003
2025-11-23,5.247439571302035
2025-11-24,5.247439571302035
2025-11-25,4.664390730046253
2025-11-26,4.664390730046253
2025-11-27,7.163171478285317
2025-11-28,4.8309761132621905
2025-11-29,4.5810980384382844
2025-11-30,4.664390730046253
2025-12-01,5.414024954517972
2025-12-02,5.913781104165785
2025-12-03,5.247439571302035
2025-12-04,5.997073795773754
2025-12-05,6.663415328637504
2025-12-06,8.32926916079688
2025-12-07,7.66292762793313
2025-12-08,6.830000711853442
2025-12-09,5.913781104165785
2025-12-10,6.746708020245473
2025-12-11,5.7590946768938425
2025-12-12,5.830488412557816
2025-12-13,5.973275883885762
2025-12-14,5.7590946768938425
2025-12-15,5.170096357666063
2025-12-16,4.997561496478128
2025-12-17,5.170096357666063
2025-12-18,5.241490093330037
2025-12-19,4.652491774102257
2025-12-20,5.170096357666063
2025-12-21,5.068955232142102
2025-12-22,4.682239163962246
2025-12-23,4.509704302774311
2025-12-24,4.236028316062413
2025-12-25,4.682239163962246
2025-12-26,4.021847109070493
2025-12-27,3.9920997192105045
2025-12-28,4.408563177250349
2025-12-29,3.5042425255066876
2025-12-30,3.4031013999827255
2025-12-31,3.9920997192105045
2026-01-01,4.021847109070493
2026-01-02,4.236028316062413
2026-01-03,4.236028316062413
2026-01-04,4.408563177250349
2026-01-05,4.337169441586376
2026-01-06,4.438310567110338
2026-01-07,4.408563177250349
2026-01-08,4.16463458039844
2026-01-09,4.896420370954166
2026-01-10,3.926655461518529
2026-01-11,4.045645020958484
2026-01-12,4.640592818158262
2026-01-13,4.16463458039844
2026-01-14,4.224129360118417
2026-01-15,4.640592818158262
2026-01-16,4.283624139838396
2026-01-17,4.045645020958484
2026-01-18,4.16463458039844
2026-01-19,3.8076659020785737
2026-01-20,4.16463458039844
2026-01-21,4.640592818158262
2026-01-22,4.1051398006784625
2026-01-23,4.700087597878239
2026-01-24,4.1051398006784625
2026-01-25,3.926655461518529
2026-01-26,4.462108478998329
2026-01-27,4.1051398006784625
2026-01-28,4.4026136992783504
2026-01-29,5.116551055918084
2026-01-30,4.819077157318195
2026-01-31,4.521603258718306
2026-02-01,4.819077157318195
2026-02-02,4.819077157318195
2026-02-03,4.521603258718306
2026-02-04,3.986150241238507
2026-02-05,4.462108478998329
2026-02-06,4.4026136992783504
2026-02-07,4.045645020958484
2026-02-08,3.8671606817985515
2026-02-09,3.6291815629186406
2026-02-10,3.8076659020785737
2026-02-11,4.16463458039844
2026-02-12,4.938066716758151
2026-02-13,4.283624139838396
2026-02-14,4.4026136992783504
2026-02-15,4.343118919558373
2026-02-16,4.045645020958484
2026-02-17,4.283624139838396
2026-02-18,4.1051398006784625
2026-02-19,4.283624139838396
2026-02-20,4.343118919558373
2026-02-21,4.283624139838396
2026-02-22,4.521603258718306
2026-02-23,4.462108478998329
2026-02-24,4.997561496478128
2026-02-25,4.878571937038172
2026-02-26,5.0570562761981055
2026-02-27,4.997561496478128
2026-02-28,4.16463458039844
2026-03-01,4.878571937038172
2026-03-02,5.116551055918084
2026-03-03,4.997561496478128
2026-03-04,5.295035395078017
2026-03-05,4.759582377598218
2026-03-06,4.938066716758151
2026-03-07,4.16463458039844
2026-03-08,4.343118919558373
2026-03-09,4.581098038438284
2026-03-10,4.581098038438284
2026-03-11,4.462108478998329
2026-03-12,4.878571937038172
2026-03-13,4.224129360118417
2026-03-14,4.4026136992783504
2026-03-15,4.4026136992783504
2026-03-16,4.4026136992783504
2026-03-17,4.283624139838396
2026-03-18,4.4026136992783504
2026-03-19,4.581098038438284
2026-03-20,4.343118919558373
2026-03-21,4.283624139838396
2026-03-22,4.4026136992783504
2026-03-23,4.521603258718306
2026-03-24,4.938066716758151
2026-03-25,5.0570562761981055
2026-03-26,4.521603258718306
2026-03-27,4.700087597878239
2026-03-28,4.4026136992783504
2026-03-29,4.4026136992783504
2026-03-30,4.521603258718306
2026-03-31,4.521603258718306
2026-04-01,4.283624139838396
2026-04-02,4.462108478998329
2026-04-03,3.6291815629186406
2026-04-04,4.224129360118417
2026-04-05,4.045645020958484
2026-04-06,4.283624139838396
2026-04-07,4.1051398006784625
2026-04-08,4.283624139838396
2026-04-09,4.045645020958484
2026-04-10,4.462108478998329
2026-04-11,3.986150241238507
2026-04-12,4.16463458039844
2026-04-13,4.4026136992783504
2026-04-14,4.045645020958484
2026-04-15,4.045645020958484
2026-04-16,4.343118919558373
2026-04-17,4.581098038438284
2026-04-18,4.4026136992783504
2026-04-19,4.640592818158262
2026-04-20,4.640592818158262
2026-04-21,4.343118919558373
2026-04-22,3.986150241238507
2026-04-23,4.640592818158262
2026-04-24,4.224129360118417
2026-04-25,3.8671606817985515
2026-04-26,4.283624139838396
2026-04-27,4.462108478998329
2026-04-28,4.759582377598218
2026-04-29,4.4026136992783504
2026-04-30,4.581098038438284
2026-05-01,4.283624139838396
2026-05-02,3.5696867831986627
2026-05-03,4.283624139838396
2026-05-04,4.640592818158262
2026-05-05,4.283624139838396
2026-05-06,4.4026136992783504
2026-05-07,4.045645020958484
2026-05-08,4.819077157318195
2026-05-09,4.4026136992783504
2026-05-10,4.283624139838396
2026-05-11,4.819077157318195
2026-05-12,4.283624139838396
2026-05-13,4.521603258718306
2026-05-14,4.819077157318195
2026-05-15,4.938066716758151
2026-05-16,4.462108478998329
2026-05-17,4.4026136992783504
2026-05-18,4.16463458039844
2026-05-19,4.700087597878239
2026-05-20,4.224129360118417
2026-05-21,4.224129360118417
2026-05-22,4.045645020958484
2026-05-23,4.581098038438284
2026-05-24,4.343118919558373
2026-05-25,4.4026136992783504
2026-05-26,4.4026136992783504
2026-05-27,4.640592818158262
2026-05-28,4.759582377598218
2026-05-29,4.462108478998329
2026-05-30,4.997561496478128
2026-05-31,4.640592818158262
