Time,tiempo_mañana
2022-10-20,52.2972972972973
2022-10-21,48.648648648648646
2022-10-22,52.2972972972973
2022-10-23,69.32432432432432
2022-10-24,79.05405405405405
2022-10-25,68.10810810810811
2022-10-26,62.027027027027025
2022-10-27,51.08108108108108
2022-10-28,62.027027027027025
2022-10-29,57.16216216216216
2022-10-30,54.72972972972973
2022-10-31,70.54054054054055
2022-11-01,69.32432432432432
2022-11-02,57.16216216216216
2022-11-03,59.5945945945946
2022-11-04,72.97297297297297
2022-11-05,75.4054054054054
2022-11-06,62.027027027027025
2022-11-07,74.1891891891892
2022-11-08,66.89189189189189
2022-11-09,68.10810810810811
2022-11-10,80.27027027027027
2022-11-11,93.64864864864865
2022-11-12,74.1891891891892
2022-11-13,71.75675675675676
2022-11-14,80.27027027027027
2022-11-15,88.78378378378379
2022-11-16,69.32432432432432
2022-11-17,63.24324324324324
2022-11-18,63.24324324324324
2022-11-19,71.75675675675676
2022-11-20,69.32432432432432
2022-11-21,71.75675675675676
2022-11-22,68.10810810810811
2022-11-23,66.89189189189189
2022-11-24,75.4054054054054
2022-11-25,87.56756756756756
2022-11-26,65.67567567567568
2022-11-27,79.05405405405405
2022-11-28,54.72972972972973
2022-11-29,70.54054054054055
2022-11-30,81.48648648648648
2022-12-01,72.97297297297297
2022-12-02,64.45945945945947
2022-12-03,91.21621621621621
2022-12-04,71.75675675675676
2022-12-05,72.97297297297297
2022-12-06,79.05405405405405
2022-12-07,77.83783783783784
2022-12-08,76.62162162162163
2022-12-09,66.89189189189189
2022-12-10,80.27027027027027
2022-12-11,94.86486486486487
2022-12-12,82.70270270270271
2022-12-13,71.75675675675676
2022-12-14,83.91891891891892
2022-12-15,92.43243243243244
2022-12-16,74.1891891891892
2022-12-17,74.1891891891892
2022-12-18,64.45945945945947
2022-12-19,77.83783783783784
2022-12-20,85.13513513513513
2022-12-21,80.27027027027027
2022-12-22,121.62162162162163
2022-12-23,120.4054054054054
2022-12-24,97.29729729729729
2022-12-25,91.21621621621621
2022-12-26,90.0
2022-12-27,94.86486486486487
2022-12-28,80.27027027027027
2022-12-29,80.27027027027027
2022-12-30,72.97297297297297
2022-12-31,88.78378378378379
2023-01-01,68.10810810810811
2023-01-02,100.94594594594595
2023-01-03,98.51351351351352
2023-01-04,93.64864864864865
2023-01-05,75.4054054054054
2023-01-06,65.67567567567568
2023-01-07,75.4054054054054
2023-01-08,75.4054054054054
2023-01-09,77.83783783783784
2023-01-10,68.10810810810811
2023-01-11,66.89189189189189
2023-01-12,90.0
2023-01-13,94.86486486486487
2023-01-14,87.56756756756756
2023-01-15,79.05405405405405
2023-01-16,93.64864864864865
2023-01-17,76.62162162162163
2023-01-18,79.05405405405405
2023-01-19,81.48648648648648
2023-01-20,63.24324324324324
2023-01-21,75.4054054054054
2023-01-22,76.62162162162163
2023-01-23,71.75675675675676
2023-01-24,85.13513513513513
2023-01-25,108.24324324324324
2023-01-26,70.54054054054055
2023-01-27,59.5945945945946
2023-01-28,79.05405405405405
2023-01-29,100.94594594594595
2023-01-30,98.51351351351352
2023-01-31,99.72972972972973
2023-02-01,83.91891891891892
2023-02-02,88.78378378378379
2023-02-03,85.13513513513513
2023-02-04,76.62162162162163
2023-02-05,76.62162162162163
2023-02-06,62.027027027027025
2023-02-07,74.1891891891892
2023-02-08,74.1891891891892
2023-02-09,72.97297297297297
2023-02-10,64.45945945945947
2023-02-11,71.75675675675676
2023-02-12,70.54054054054055
2023-02-13,59.5945945945946
2023-02-14,81.48648648648648
2023-02-15,74.1891891891892
2023-02-16,86.35135135135135
2023-02-17,83.91891891891892
2023-02-18,63.24324324324324
2023-02-19,60.810810810810814
2023-02-20,68.10810810810811
2023-02-21,75.4054054054054
2023-02-22,98.51351351351352
2023-02-23,72.97297297297297
2023-02-24,81.48648648648648
2023-02-25,90.0
2023-02-26,81.48648648648648
2023-02-27,109.45945945945947
2023-02-28,83.91891891891892
2023-03-01,91.21621621621621
2023-03-02,93.64864864864865
2023-03-03,87.56756756756756
2023-03-04,77.83783783783784
2023-03-05,69.32432432432432
2023-03-06,68.10810810810811
2023-03-07,59.5945945945946
2023-03-08,66.89189189189189
2023-03-09,80.27027027027027
2023-03-10,107.02702702702703
2023-03-11,92.43243243243244
2023-03-12,85.13513513513513
2023-03-13,94.86486486486487
2023-03-14,97.29729729729729
2023-03-15,86.35135135135135
2023-03-16,91.21621621621621
2023-03-17,86.35135135135135
2023-03-18,71.75675675675676
2023-03-19,82.70270270270271
2023-03-20,82.70270270270271
2023-03-21,92.43243243243244
2023-03-22,85.13513513513513
2023-03-23,96.08108108108108
2023-03-24,83.91891891891892
2023-03-25,85.13513513513513
2023-03-26,77.83783783783784
2023-03-27,85.13513513513513
2023-03-28,77.83783783783784
2023-03-29,85.13513513513513
2023-03-30,83.91891891891892
2023-03-31,79.05405405405405
2023-04-01,80.27027027027027
2023-04-02,72.97297297297297
2023-04-03,76.62162162162163
2023-04-04,77.83783783783784
2023-04-05,90.0
2023-04-06,85.13513513513513
2023-04-07,91.21621621621621
2023-04-08,77.83783783783784
2023-04-09,74.1891891891892
2023-04-10,74.1891891891892
2023-04-11,63.24324324324324
2023-04-12,71.75675675675676
2023-04-13,79.05405405405405
2023-04-14,76.62162162162163
2023-04-15,90.0
2023-04-16,80.27027027027027
2023-04-17,74.1891891891892
2023-04-18,65.67567567567568
2023-04-19,64.45945945945947
2023-04-20,68.10810810810811
2023-04-21,77.83783783783784
2023-04-22,91.21621621621621
2023-04-23,85.13513513513513
2023-04-24,70.54054054054055
2023-04-25,79.05405405405405
2023-04-26,87.27058453802638
2023-04-27,95.16184789440604
2023-04-28,98.0468258956631
2023-04-29,91.21621621621621
2023-04-30,89.54745443117535
2023-05-01,74.21747328724072
2023-05-02,65.71810182275298
2023-05-03,70.27184160905091
2023-05-04,85.60182275298554
2023-05-05,86.66247642991829
2023-05-06,80.43997485857952
2023-05-07,78.16310496543053
2023-05-08,82.10873664362036
2023-05-09,72.54871150219986
2023-05-10,67.99497171590195
2023-05-11,74.21747328724072
2023-05-12,75.88623507228158
2023-05-13,95.76995600251414
2023-05-14,86.66247642991829
2023-05-15,78.77121307353865
2023-05-16,84.99371464487743
2023-05-17,74.21747328724072
2023-05-18,65.71810182275298
2023-05-19,78.77121307353865
2023-05-20,95.76995600251414
2023-05-21,67.99497171590195
2023-05-22,59.4956002514142
2023-05-23,57.21873035826524
2023-05-24,67.99497171590195
2023-05-25,63.441231929604015
2023-05-26,57.27529855436832
2023-05-27,65.76052796983029
2023-05-28,67.88183532369578
2023-05-29,72.12445003142676
2023-05-30,67.88183532369578
2023-05-31,65.76052796983029
2023-06-01,61.5179132620993
2023-06-02,65.76052796983029
2023-06-03,80.60967944688875
2023-06-04,84.85229415461973
2023-06-05,78.48837209302324
2023-06-06,74.24575738529226
2023-06-07,63.639220615964796
2023-06-08,67.88183532369578
2023-06-09,72.12445003142676
2023-06-10,76.36706473915775
2023-06-11,84.85229415461973
2023-06-12,95.45883092394719
2023-06-13,74.24575738529226
2023-06-14,86.97360150848522
2023-06-15,72.12445003142676
2023-06-16,86.97360150848522
2023-06-17,72.12445003142676
2023-06-18,70.00314267756127
2023-06-19,80.60967944688875
2023-06-20,84.85229415461973
2023-06-21,84.85229415461973
2023-06-22,106.06536769327465
2023-06-23,86.97360150848522
2023-06-24,80.60967944688875
2023-06-25,86.97360150848522
2023-06-26,86.97360150848522
2023-06-27,76.36706473915775
2023-06-28,76.36706473915775
2023-06-29,61.5179132620993
2023-06-30,61.5179132620993
2023-07-01,86.97360150848522
2023-07-02,91.21621621621621
2023-07-03,84.85229415461973
2023-07-04,89.0949088623507
2023-07-05,82.73098680075424
2023-07-06,80.60967944688875
2023-07-07,78.48837209302324
2023-07-08,91.21621621621621
2023-07-09,91.21621621621621
2023-07-10,78.48837209302324
2023-07-11,63.639220615964796
2023-07-12,67.88183532369578
2023-07-13,72.12445003142676
2023-07-14,97.5801382778127
2023-07-15,89.0949088623507
2023-07-16,86.97360150848522
2023-07-17,70.00314267756127
2023-07-18,80.60967944688875
2023-07-19,89.0949088623507
2023-07-20,74.24575738529226
2023-07-21,80.60967944688875
2023-07-22,70.00314267756127
2023-07-23,67.88183532369578
2023-07-24,78.48837209302324
2023-07-25,82.73098680075424
2023-07-26,61.5179132620993
2023-07-27,72.12445003142676
2023-07-28,67.88183532369578
2023-07-29,89.0949088623507
2023-07-30,70.00314267756127
2023-07-31,67.88183532369578
2023-08-01,61.5179132620993
2023-08-02,70.00314267756127
2023-08-03,74.24575738529226
2023-08-04,86.97360150848522
2023-08-05,70.00314267756127
2023-08-06,84.85229415461973
2023-08-07,99.70144563167818
2023-08-08,67.88183532369578
2023-08-09,72.12445003142676
2023-08-10,97.5801382778127
2023-08-11,74.24575738529226
2023-08-12,78.48837209302324
2023-08-13,67.88183532369578
2023-08-14,89.0949088623507
2023-08-15,97.5801382778127
2023-08-16,65.76052796983029
2023-08-17,80.60967944688875
2023-08-18,74.24575738529226
2023-08-19,74.24575738529226
2023-08-20,101.82275298554367
2023-08-21,84.85229415461973
2023-08-22,70.00314267756127
2023-08-23,67.88183532369578
2023-08-24,76.36706473915775
2023-08-25,76.36706473915775
2023-08-26,70.00314267756127
2023-08-27,78.48837209302324
2023-08-28,89.0949088623507
2023-08-29,99.70144563167818
2023-08-30,95.45883092394719
2023-08-31,63.639220615964796
2023-09-01,65.76052796983029
2023-09-02,63.639220615964796
2023-09-03,65.76052796983029
2023-09-04,65.76052796983029
2023-09-05,57.27529855436832
2023-09-06,57.27529855436832
2023-09-07,65.76052796983029
2023-09-08,82.73098680075424
2023-09-09,86.97360150848522
2023-09-10,82.73098680075424
2023-09-11,80.60967944688875
2023-09-12,80.60967944688875
2023-09-13,86.97360150848522
2023-09-14,84.85229415461973
2023-09-15,76.36706473915775
2023-09-16,93.3375235700817
2023-09-17,93.3375235700817
2023-09-18,74.24575738529226
2023-09-19,61.5179132620993
2023-09-20,65.76052796983029
2023-09-21,67.88183532369578
2023-09-22,78.48837209302324
2023-09-23,89.0949088623507
2023-09-24,95.45883092394719
2023-09-25,91.21621621621621
2023-09-26,91.21621621621621
2023-09-27,74.24575738529226
2023-09-28,74.24575738529226
2023-09-29,78.48837209302324
2023-09-30,76.36706473915775
2023-10-01,29.698302954116905
2023-10-02,27.57699560025141
2023-10-03,59.39660590823381
2023-10-04,78.48837209302324
2023-10-05,91.21621621621621
2023-10-06,86.97360150848522
2023-10-07,91.21621621621621
2023-10-08,72.12445003142676
2023-10-09,72.12445003142676
2023-10-10,72.12445003142676
2023-10-11,91.21621621621621
2023-10-12,84.85229415461973
2023-10-13,80.60967944688875
2023-10-14,101.82275298554367
2023-10-15,72.12445003142676
2023-10-16,67.88183532369578
2023-10-17,57.27529855436832
2023-10-18,59.39660590823381
2023-10-19,67.88183532369578
2023-10-20,101.82275298554367
2023-10-21,76.36706473915775
2023-10-22,67.88183532369578
2023-10-23,76.36706473915775
2023-10-24,72.12445003142676
2023-10-25,76.36706473915775
2023-10-26,89.0949088623507
2023-10-27,84.85229415461973
2023-10-28,86.97360150848522
2023-10-29,99.70144563167818
2023-10-30,114.55059710873664
2023-10-31,82.73098680075424
2023-11-01,86.97360150848522
2023-11-02,70.00314267756127
2023-11-03,65.76052796983029
2023-11-04,74.24575738529226
2023-11-05,61.5179132620993
2023-11-06,65.76052796983029
2023-11-07,61.5179132620993
2023-11-08,65.76052796983029
2023-11-09,95.45883092394719
2023-11-10,91.21621621621621
2023-11-11,82.73098680075424
2023-11-12,80.60967944688875
2023-11-13,76.36706473915775
2023-11-14,72.12445003142676
2023-11-15,97.5801382778127
2023-11-16,89.0949088623507
2023-11-17,80.60967944688875
2023-11-18,82.73098680075424
2023-11-19,78.48837209302324
2023-11-20,86.97360150848522
2023-11-21,116.67190446260213
2023-11-22,86.97360150848522
2023-11-23,80.60967944688875
2023-11-24,84.85229415461973
2023-11-25,82.73098680075424
2023-11-26,133.64236329352607
2023-11-27,80.60967944688875
2023-11-28,78.48837209302324
2023-11-29,86.97360150848522
2023-11-30,140.00628535512254
2023-12-01,163.340666247643
2023-12-02,103.94406033940916
2023-12-03,108.18667504714016
2023-12-04,78.48837209302324
2023-12-05,78.48837209302324
2023-12-06,78.48837209302324
2023-12-07,78.48837209302324
2023-12-08,65.76052796983029
2023-12-09,89.0949088623507
2023-12-10,110.30798240100565
2023-12-11,76.36706473915775
2023-12-12,61.5179132620993
2023-12-13,70.00314267756127
2023-12-14,74.24575738529226
2023-12-15,95.45883092394719
2023-12-16,116.67190446260213
2023-12-17,140.00628535512254
2023-12-18,116.67190446260213
2023-12-19,101.82275298554367
2023-12-20,112.42928975487114
2023-12-21,108.18667504714016
2023-12-22,118.79321181646762
2023-12-23,123.0358265241986
2023-12-24,108.18667504714016
2023-12-25,120.91451917033311
2023-12-26,120.91451917033311
2023-12-27,144.24890006285352
2023-12-28,118.79321181646762
2023-12-29,108.18667504714016
2023-12-30,110.30798240100565
2023-12-31,97.5801382778127
2024-01-01,91.21621621621621
2024-01-02,118.79321181646762
2024-01-03,108.18667504714016
2024-01-04,95.45883092394719
2024-01-05,123.0358265241986
2024-01-06,212.1307353865493
2024-01-07,137.88497800125705
2024-01-08,161.2193588937775
2024-01-09,201.52419861722186
2024-01-10,140.00628535512254
2024-01-11,114.55059710873664
2024-01-12,184.5537397862979
2024-01-13,165.46197360150848
2024-01-14,176.06851037083592
2024-01-15,193.03896920175987
2024-01-16,205.76681332495284
2024-01-17,146.37020741671904
2024-01-18,152.7341294783155
2024-01-19,180.31112507856693
2024-01-20,156.9767441860465
2024-01-21,163.340666247643
2024-01-22,188.7963544940289
2024-01-23,176.06851037083592
2024-01-24,186.6750471401634
2024-01-25,171.82589566310494
2024-01-26,101.82275298554367
2024-01-27,114.55059710873664
2024-01-28,101.82275298554367
2024-01-29,78.48837209302324
2024-01-30,82.73098680075424
2024-01-31,91.21621621621621
2024-02-01,103.94406033940916
2024-02-02,127.27844123192959
2024-02-03,99.70144563167818
2024-02-04,135.76367064739156
2024-02-05,125.1571338780641
2024-02-06,99.70144563167818
2024-02-07,99.70144563167818
2024-02-08,97.5801382778127
2024-02-09,89.0949088623507
2024-02-10,120.91451917033311
2024-02-11,112.42928975487114
2024-02-12,108.18667504714016
2024-02-13,101.82275298554367
2024-02-14,80.60967944688875
2024-02-15,82.73098680075424
2024-02-16,99.70144563167818
2024-02-17,133.64236329352607
2024-02-18,112.42928975487114
2024-02-19,108.18667504714016
2024-02-20,95.45883092394719
2024-02-21,80.60967944688875
2024-02-22,89.0949088623507
2024-02-23,112.42928975487114
2024-02-24,91.21621621621621
2024-02-25,80.60967944688875
2024-02-26,82.73098680075424
2024-02-27,120.91451917033311
2024-02-28,112.42928975487114
2024-02-29,103.94406033940916
2024-03-01,129.3997485857951
2024-03-02,154.855436832181
2024-03-03,108.18667504714016
2024-03-04,125.1571338780641
2024-03-05,120.91451917033311
2024-03-06,165.46197360150848
2024-03-07,125.1571338780641
2024-03-08,131.52105593966058
2024-03-09,125.1571338780641
2024-03-10,89.0949088623507
2024-03-11,84.85229415461973
2024-03-12,86.97360150848522
2024-03-13,74.24575738529226
2024-03-14,110.30798240100565
2024-03-15,140.00628535512254
2024-03-16,112.42928975487114
2024-03-17,101.82275298554367
2024-03-18,91.21621621621621
2024-03-19,72.12445003142676
2024-03-20,93.3375235700817
2024-03-21,99.70144563167818
2024-03-22,142.12759270898803
2024-03-23,171.82589566310494
2024-03-24,127.27844123192959
2024-03-25,123.0358265241986
2024-03-26,110.30798240100565
2024-03-27,142.12759270898803
2024-03-28,127.27844123192959
2024-03-29,103.94406033940916
2024-03-30,118.79321181646762
2024-03-31,116.67190446260213
2024-04-01,150.61282212445002
2024-04-02,125.1571338780641
2024-04-03,133.64236329352607
2024-04-04,125.1571338780641
2024-04-05,108.18667504714016
2024-04-06,95.45883092394719
2024-04-07,97.5801382778127
2024-04-08,106.06536769327465
2024-04-09,110.30798240100565
2024-04-10,118.79321181646762
2024-04-11,146.37020741671904
2024-04-12,97.5801382778127
2024-04-13,108.18667504714016
2024-04-14,93.3375235700817
2024-04-15,78.48837209302324
2024-04-16,84.85229415461973
2024-04-17,89.0949088623507
2024-04-18,95.45883092394719
2024-04-19,82.73098680075424
2024-04-20,114.55059710873664
2024-04-21,97.5801382778127
2024-04-22,76.36706473915775
2024-04-23,84.85229415461973
2024-04-24,72.12445003142676
2024-04-25,74.24575738529226
2024-04-26,93.3375235700817
2024-04-27,91.21621621621621
2024-04-28,101.82275298554367
2024-04-29,86.97360150848522
2024-04-30,95.45883092394719
2024-05-01,82.73098680075424
2024-05-02,86.97360150848522
2024-05-03,97.5801382778127
2024-05-04,125.1571338780641
2024-05-05,112.42928975487114
2024-05-06,112.42928975487114
2024-05-07,82.73098680075424
2024-05-08,91.21621621621621
2024-05-09,118.79321181646762
2024-05-10,93.3375235700817
2024-05-11,80.60967944688875
2024-05-12,103.94406033940916
2024-05-13,112.42928975487114
2024-05-14,101.82275298554367
2024-05-15,101.82275298554367
2024-05-16,108.18667504714016
2024-05-17,108.18667504714016
2024-05-18,97.5801382778127
2024-05-19,89.0949088623507
2024-05-20,72.12445003142676
2024-05-21,76.36706473915775
2024-05-22,84.85229415461973
2024-05-23,97.5801382778127
2024-05-24,99.70144563167818
2024-05-25,91.21621621621621
2024-05-26,91.21621621621621
2024-05-27,120.91451917033311
2024-05-28,91.21621621621621
2024-05-29,106.06536769327465
2024-05-30,93.3375235700817
2024-05-31,86.97360150848522
2024-06-01,99.70144563167818
2024-06-02,91.21621621621621
2024-06-03,95.45883092394719
2024-06-04,84.85229415461973
2024-06-05,97.5801382778127
2024-06-06,97.5801382778127
2024-06-07,72.12445003142676
2024-06-08,78.48837209302324
2024-06-09,89.0949088623507
2024-06-10,99.70144563167818
2024-06-11,86.97360150848522
2024-06-12,80.60967944688875
2024-06-13,78.48837209302324
2024-06-14,95.45883092394719
2024-06-15,80.60967944688875
2024-06-16,74.24575738529226
2024-06-17,93.3375235700817
2024-06-18,78.48837209302324
2024-06-19,97.5801382778127
2024-06-20,84.85229415461973
2024-06-21,89.0949088623507
2024-06-22,93.3375235700817
2024-06-23,93.3375235700817
2024-06-24,78.48837209302324
2024-06-25,84.85229415461973
2024-06-26,108.18667504714016
2024-06-27,95.45883092394719
2024-06-28,86.97360150848522
2024-06-29,93.3375235700817
2024-06-30,110.30798240100565
2024-07-01,82.73098680075424
2024-07-02,74.24575738529226
2024-07-03,89.0949088623507
2024-07-04,99.70144563167818
2024-07-05,123.0358265241986
2024-07-06,108.18667504714016
2024-07-07,95.45883092394719
2024-07-08,118.79321181646762
2024-07-09,89.0949088623507
2024-07-10,91.21621621621621
2024-07-11,89.0949088623507
2024-07-12,110.30798240100565
2024-07-13,99.70144563167818
2024-07-14,72.12445003142676
2024-07-15,82.73098680075424
2024-07-16,78.48837209302324
2024-07-17,125.1571338780641
2024-07-18,95.45883092394719
2024-07-19,86.97360150848522
2024-07-20,99.70144563167818
2024-07-21,120.91451917033311
2024-07-22,154.855436832181
2024-07-23,142.12759270898803
2024-07-24,150.61282212445002
2024-07-25,116.67190446260213
2024-07-26,89.0949088623507
2024-07-27,78.48837209302324
2024-07-28,89.0949088623507
2024-07-29,108.18667504714016
2024-07-30,86.97360150848522
2024-07-31,93.3375235700817
2024-08-01,74.24575738529226
2024-08-02,95.45883092394719
2024-08-03,99.70144563167818
2024-08-04,93.3375235700817
2024-08-05,84.85229415461973
2024-08-06,93.3375235700817
2024-08-07,93.3375235700817
2024-08-08,108.18667504714016
2024-08-09,89.0949088623507
2024-08-10,74.24575738529226
2024-08-11,67.88183532369578
2024-08-12,74.24575738529226
2024-08-13,65.76052796983029
2024-08-14,65.76052796983029
2024-08-15,76.36706473915775
2024-08-16,67.88183532369578
2024-08-17,84.85229415461973
2024-08-18,97.62523076315364
2024-08-19,71.18927109631231
2024-08-20,60.74545938278044
2024-08-21,59.684805705847694
2024-08-22,64.37638472414726
2024-08-23,75.88085011461187
2024-08-24,61.602216604258466
2024-08-25,59.684805705847694
2024-08-26,78.65501823450066
2024-08-27,70.12861741937957
2024-08-28,82.48984003132222
2024-08-29,78.65501823450066
2024-08-30,105.29487435679671
2024-08-31,86.32466182814375
2024-09-01,103.37746345838593
2024-09-02,85.264008151211
2024-09-03,77.79826101302265
2024-09-04,76.7376073360899
2024-09-05,75.88085011461187
2024-09-06,76.7376073360899
2024-09-07,94.85106264326484
2024-09-08,67.35444929949077
2024-09-09,72.04602831779033
2024-09-10,72.90278553926836
2024-09-11,74.82019643767913
2024-09-12,80.57242913291144
2024-09-13,75.88085011461187
2024-09-14,66.29379562255804
2024-09-15,75.88085011461187
2024-09-16,72.04602831779033
2024-09-17,82.24869326189018
2024-09-18,73.68112104710995
2024-09-19,61.68651994641763
2024-09-20,59.973005503461586
2024-09-21,70.25409216119786
2024-09-22,73.68112104710995
2024-09-23,77.10814993302205
2024-09-24,89.10275103371436
