Time,red_sox
2023-11-29,4.2114242193450115
2023-11-30,4.2114242193450115
2023-12-01,4.737852246763138
2023-12-02,4.2114242193450115
2023-12-03,4.2114242193450115
2023-12-04,4.737852246763138
2023-12-05,5.264280274181265
2023-12-06,9.475704493526276
2023-12-07,8.422848438690023
2023-12-08,7.8964204112718965
2023-12-09,7.8964204112718965
2023-12-10,6.843564356435643
2023-12-11,5.790708301599391
2023-12-12,5.790708301599391
2023-12-13,5.790708301599391
2023-12-14,6.317136329017517
2023-12-15,5.790708301599391
2023-12-16,6.317136329017517
2023-12-17,6.843564356435643
2023-12-18,5.790708301599391
2023-12-19,5.790708301599391
2023-12-20,7.36999238385377
2023-12-21,5.790708301599391
2023-12-22,8.00922641714721
2023-12-23,6.542748340768142
2023-12-24,5.602698291807203
2023-12-25,4.737852246763138
2023-12-26,5.602698291807203
2023-12-27,5.33948427809814
2023-12-28,5.602698291807203
2023-12-29,5.602698291807203
2023-12-30,9.475704493526276
2023-12-31,8.00922641714721
2024-01-01,5.941116309433141
2024-01-02,5.602698291807203
2024-01-03,6.204330323142204
2024-01-04,5.941116309433141
2024-01-05,5.941116309433141
2024-01-06,5.941116309433141
2024-01-07,5.941116309433141
2024-01-08,5.602698291807203
2024-01-09,5.33948427809814
2024-01-10,5.602698291807203
2024-01-11,5.33948427809814
2024-01-12,5.602698291807203
2024-01-13,5.33948427809814
2024-01-14,5.33948427809814
2024-01-15,4.737852246763138
2024-01-16,4.737852246763138
2024-01-17,4.737852246763138
2024-01-18,4.737852246763138
2024-01-19,4.737852246763138
2024-01-20,5.33948427809814
2024-01-21,5.414688282015015
2024-01-22,4.737852246763138
2024-01-23,4.737852246763138
2024-01-24,4.737852246763138
2024-01-25,4.737852246763138
2024-01-26,4.737852246763138
2024-01-27,4.061016211511261
2024-01-28,4.737852246763138
2024-01-29,4.061016211511261
2024-01-30,5.414688282015015
2024-01-31,4.737852246763138
2024-02-01,4.737852246763138
2024-02-02,5.414688282015015
2024-02-03,4.737852246763138
2024-02-04,4.737852246763138
2024-02-05,4.737852246763138
2024-02-06,4.061016211511261
2024-02-07,5.414688282015015
2024-02-08,4.737852246763138
2024-02-09,4.737852246763138
2024-02-10,4.737852246763138
2024-02-11,4.737852246763138
2024-02-12,4.061016211511261
2024-02-13,4.737852246763138
2024-02-14,5.414688282015015
2024-02-15,5.414688282015015
2024-02-16,5.414688282015015
2024-02-17,5.414688282015015
2024-02-18,6.091524317266892
2024-02-19,6.091524317266892
2024-02-20,6.091524317266892
2024-02-21,6.091524317266892
2024-02-22,6.091524317266892
2024-02-23,7.445196387770645
2024-02-24,9.475704493526276
2024-02-25,11.506212599281907
2024-02-26,8.798868458274399
2024-02-27,7.445196387770645
2024-02-28,7.445196387770645
2024-02-29,7.445196387770645
2024-03-01,7.445196387770645
2024-03-02,8.122032423022523
2024-03-03,8.798868458274399
2024-03-04,7.445196387770645
2024-03-05,8.122032423022523
2024-03-06,7.445196387770645
2024-03-07,8.122032423022523
2024-03-08,6.768360352518768
2024-03-09,6.768360352518768
2024-03-10,8.798868458274399
2024-03-11,6.768360352518768
2024-03-12,6.768360352518768
2024-03-13,7.445196387770645
2024-03-14,6.768360352518768
2024-03-15,6.091524317266892
2024-03-16,8.798868458274399
2024-03-17,9.475704493526276
2024-03-18,8.122032423022523
2024-03-19,8.122032423022523
2024-03-20,7.445196387770645
2024-03-21,6.768360352518768
2024-03-22,7.445196387770645
2024-03-23,8.798868458274399
2024-03-24,9.475704493526276
2024-03-25,7.445196387770645
2024-03-26,9.475704493526276
2024-03-27,8.798868458274399
2024-03-28,16.244064846045045
2024-03-29,35.872309868349475
2024-03-30,28.42711348057883
2024-03-31,37.902817974105105
2024-04-01,16.244064846045045
2024-04-02,22.335589163311937
2024-04-03,30.457621586334458
2024-04-04,14.213556740289414
2024-04-05,13.536720705037537
2024-04-06,32.48812969209009
2024-04-07,37.225981938853224
2024-04-08,15.567228810793168
2024-04-09,42.640670220868245
2024-04-10,20.98191709280818
2024-04-11,26.396605374823196
2024-04-12,28.42711348057883
2024-04-13,28.42711348057883
2024-04-14,26.396605374823196
2024-04-15,29.78078555108258
2024-04-16,15.567228810793168
2024-04-17,22.335589163311937
2024-04-18,26.396605374823196
2024-04-19,15.567228810793168
2024-04-20,26.396605374823196
2024-04-21,23.68926123381569
2024-04-22,12.85988466978566
2024-04-23,15.567228810793168
2024-04-24,16.920900881296923
2024-04-25,21.65875312806006
2024-04-26,14.89039277554129
2024-04-27,31.134457621586336
2024-04-28,28.42711348057883
2024-04-29,23.68926123381569
2024-04-30,14.89039277554129
2024-05-01,19.62824502230443
2024-05-02,26.396605374823196
2024-05-03,12.85988466978566
2024-05-04,24.366097269067566
2024-05-05,20.98191709280818
2024-05-06,11.506212599281907
2024-05-07,12.183048634533783
2024-05-08,17.597736916548797
2024-05-09,15.567228810793168
2024-05-10,12.85988466978566
2024-05-11,23.012425198563815
2024-05-12,24.366097269067566
2024-05-13,12.85988466978566
2024-05-14,16.244064846045045
2024-05-15,20.305081057556304
2024-05-16,16.920900881296923
2024-05-17,16.920900881296923
2024-05-18,19.62824502230443
2024-05-19,25.71976933957132
2024-05-20,12.85988466978566
2024-05-21,16.920900881296923
2024-05-22,17.597736916548797
2024-05-23,16.920900881296923
2024-05-24,16.920900881296923
2024-05-25,29.103949515830706
2024-05-26,21.65875312806006
2024-05-27,22.335589163311937
2024-05-28,12.85988466978566
2024-05-29,17.597736916548797
2024-05-30,17.597736916548797
2024-05-31,19.62824502230443
2024-06-01,25.71976933957132
2024-06-02,24.366097269067566
2024-06-03,10.82937656403003
2024-06-04,12.85988466978566
2024-06-05,26.396605374823196
2024-06-06,12.85988466978566
2024-06-07,18.951408987052552
2024-06-08,23.68926123381569
2024-06-09,21.65875312806006
2024-06-10,12.183048634533783
2024-06-11,14.89039277554129
2024-06-12,19.62824502230443
2024-06-13,22.335589163311937
2024-06-14,26.396605374823196
2024-06-15,40.61016211511261
2024-06-16,49.409030573387014
2024-06-17,37.902817974105105
2024-06-18,18.951408987052552
2024-06-19,20.98191709280818
2024-06-20,20.305081057556304
2024-06-21,16.920900881296923
2024-06-22,25.71976933957132
2024-06-23,25.71976933957132
2024-06-24,17.597736916548797
2024-06-25,26.396605374823196
2024-06-26,21.65875312806006
2024-06-27,25.71976933957132
2024-06-28,18.274572951800675
2024-06-29,33.841801762593846
2024-06-30,23.68926123381569
2024-07-01,12.85988466978566
2024-07-02,13.536720705037537
2024-07-03,18.274572951800675
2024-07-04,31.134457621586336
2024-07-05,18.951408987052552
2024-07-06,54.82371885540203
2024-07-07,25.042933304319444
2024-07-08,32.48812969209009
2024-07-09,16.920900881296923
2024-07-10,27.75027744532695
2024-07-11,25.71976933957132
2024-07-12,27.75027744532695
2024-07-13,32.48812969209009
2024-07-14,29.78078555108258
2024-07-15,16.244064846045045
2024-07-16,10.152540528778152
2024-07-17,12.183048634533783
2024-07-18,10.82937656403003
2024-07-19,12.183048634533783
2024-07-20,31.134457621586336
2024-07-21,39.25649004460886
2024-07-22,25.71976933957132
2024-07-23,24.366097269067566
2024-07-24,32.48812969209009
2024-07-25,16.920900881296923
2024-07-26,18.951408987052552
2024-07-27,51.43953867914264
2024-07-28,67.68360352518769
2024-07-29,41.28699815036449
2024-07-30,35.195473833097594
2024-07-31,35.195473833097594
2024-08-01,16.920900881296923
2024-08-02,13.536720705037537
2024-08-03,28.42711348057883
2024-08-04,35.195473833097594
2024-08-05,14.213556740289414
2024-08-06,21.65875312806006
2024-08-07,25.042933304319444
2024-08-08,19.62824502230443
2024-08-09,16.244064846045045
2024-08-10,35.195473833097594
2024-08-11,27.073441410075073
2024-08-12,18.274572951800675
2024-08-13,28.42711348057883
2024-08-14,27.073441410075073
2024-08-15,23.68926123381569
2024-08-16,21.65875312806006
2024-08-17,33.164965727341965
2024-08-18,41.69483524852908
2024-08-19,13.762332716788162
2024-08-20,21.589334047521405
2024-08-21,31.776584116568884
2024-08-22,14.100750734414103
2024-08-23,14.708167689127324
2024-08-24,33.867833917795835
2024-08-25,26.986667559401756
2024-08-26,20.37450013809496
2024-08-27,18.283250336868008
2024-08-28,17.675833382154785
2024-08-29,18.283250336868008
2024-08-30,17.4068344450675
2024-08-31,20.98191709280818
2024-09-01,19.767083183381736
2024-09-02,16.46099947272834
2024-09-03,14.977166626214608
2024-09-04,16.46099947272834
2024-09-05,14.369749671501385
2024-09-06,10.794667023760702
2024-09-07,20.98191709280818
2024-09-08,23.073166894035136
2024-09-09,10.794667023760702
2024-09-10,17.068416427441562
2024-09-11,16.79941749035428
2024-09-12,20.37450013809496
2024-09-13,26.986667559401756
2024-09-14,45.26991789626976
2024-09-15,23.411584911661073
2024-09-16,10.794667023760702
2024-09-17,10.221959609316807
2024-09-18,14.525942602713357
2024-09-19,14.525942602713357
2024-09-20,16.139936225237065
2024-09-21,26.899893708728438
2024-09-22,25.285900086204734
2024-09-23,16.139936225237065
2024-09-24,13.987944728538789
2024-09-25,16.139936225237065
2024-09-26,12.911948980189651
2024-09-27,9.683961735142239
2024-09-28,19.367923470284477
2024-09-29,15.601938351062495
2024-09-30,7.531970238443963
2024-10-01,4.841980867571119
2024-10-02,4.30398299339655
2024-10-03,3.7659851192219813
2024-10-04,3.7659851192219813
2024-10-05,4.30398299339655
2024-10-06,3.7659851192219813
2024-10-07,3.2279872450474127
2024-10-08,3.7659851192219813
2024-10-09,3.7659851192219813
2024-10-10,4.30398299339655
2024-10-11,3.7659851192219813
2024-10-12,4.841980867571119
2024-10-13,3.2279872450474127
2024-10-14,3.2279872450474127
2024-10-15,3.2279872450474127
2024-10-16,3.2279872450474127
2024-10-17,3.7659851192219813
2024-10-18,4.841980867571119
2024-10-19,3.7659851192219813
2024-10-20,4.841980867571119
2024-10-21,3.7659851192219813
2024-10-22,3.2279872450474127
2024-10-23,3.7659851192219813
2024-10-24,4.841980867571119
2024-10-25,5.379978741745688
2024-10-26,8.069968112618533
2024-10-27,7.531970238443963
2024-10-28,4.841980867571119
2024-10-29,8.6079659867931
