Time,paige_bueckers
2025-04-18,161.33333333333334
2025-04-19,146.66666666666669
2025-04-20,132.0
2025-04-21,117.33333333333334
2025-04-22,88.0
2025-04-23,88.0
2025-04-24,88.0
2025-04-25,73.33333333333334
2025-04-26,58.66666666666667
2025-04-27,73.33333333333334
2025-04-28,58.66666666666667
2025-04-29,58.66666666666667
2025-04-30,44.0
2025-05-01,44.0
2025-05-02,73.33333333333334
2025-05-03,132.0
2025-05-04,73.33333333333334
2025-05-05,73.33333333333334
2025-05-06,58.66666666666667
2025-05-07,58.66666666666667
2025-05-08,58.66666666666667
2025-05-09,44.0
2025-05-10,58.66666666666667
2025-05-11,117.33333333333334
2025-05-12,58.66666666666667
2025-05-13,58.66666666666667
2025-05-14,58.66666666666667
2025-05-15,58.66666666666667
2025-05-16,146.66666666666669
2025-05-17,264.0
2025-05-18,146.66666666666669
2025-05-19,132.0
2025-05-20,146.66666666666669
2025-05-21,102.66666666666667
2025-05-22,117.33333333333334
2025-05-23,73.33333333333334
2025-05-24,117.33333333333334
2025-05-25,102.66666666666667
2025-05-26,88.0
2025-05-27,117.33333333333334
2025-05-28,117.33333333333334
2025-05-29,88.0
2025-05-30,132.0
2025-05-31,132.0
2025-06-01,117.33333333333334
2025-06-02,58.66666666666667
2025-06-03,88.0
2025-06-04,102.66666666666667
2025-06-05,44.0
2025-06-06,58.66666666666667
2025-06-07,102.66666666666667
2025-06-08,117.33333333333334
2025-06-09,73.33333333333334
2025-06-10,44.0
2025-06-11,58.66666666666667
2025-06-12,117.33333333333334
2025-06-13,73.33333333333334
2025-06-14,117.33333333333334
2025-06-15,73.33333333333334
2025-06-16,44.0
2025-06-17,73.33333333333334
2025-06-18,88.0
2025-06-19,73.33333333333334
2025-06-20,117.33333333333334
2025-06-21,146.66666666666669
2025-06-22,220.00000000000003
2025-06-23,146.66666666666669
2025-06-24,132.0
2025-06-25,117.33333333333334
2025-06-26,88.0
2025-06-27,132.0
2025-06-28,278.6666666666667
2025-06-29,176.0
2025-06-30,88.0
2025-07-01,102.66666666666667
2025-07-02,73.33333333333334
2025-07-03,88.0
2025-07-04,117.33333333333334
2025-07-05,73.33333333333334
2025-07-06,102.66666666666667
2025-07-07,88.0
2025-07-08,117.33333333333334
2025-07-09,132.0
2025-07-10,102.66666666666667
2025-07-11,73.33333333333334
2025-07-12,73.33333333333334
2025-07-13,220.00000000000003
2025-07-14,117.33333333333334
2025-07-15,73.33333333333334
2025-07-16,102.66666666666667
2025-07-17,88.0
2025-07-18,322.6666666666667
2025-07-19,337.33333333333337
2025-07-20,264.0
2025-07-21,132.0
2025-07-22,102.66666666666667
2025-07-23,117.33333333333334
2025-07-24,58.66666666666667
2025-07-25,88.0
2025-07-26,117.33333333333334
2025-07-27,117.33333333333334
2025-07-28,102.66666666666667
2025-07-29,117.33333333333334
2025-07-30,88.0
2025-07-31,102.66666666666667
2025-08-01,102.66666666666667
2025-08-02,132.0
2025-08-03,73.33333333333334
2025-08-04,58.66666666666667
2025-08-05,73.33333333333334
2025-08-06,88.0
2025-08-07,44.0
2025-08-08,88.0
2025-08-09,88.0
2025-08-10,117.33333333333334
2025-08-11,58.66666666666667
2025-08-12,88.0
2025-08-13,88.0
2025-08-14,58.66666666666667
2025-08-15,73.33333333333334
2025-08-16,88.0
2025-08-17,88.0
2025-08-18,44.0
2025-08-19,29.333333333333336
2025-08-20,58.66666666666667
2025-08-21,234.66666666666669
2025-08-22,117.33333333333334
2025-08-23,102.66666666666667
2025-08-24,88.0
2025-08-25,58.66666666666667
2025-08-26,44.0
2025-08-27,58.66666666666667
2025-08-28,102.66666666666667
2025-08-29,73.33333333333334
2025-08-30,58.66666666666667
2025-08-31,44.0
2025-09-01,58.66666666666667
2025-09-02,58.66666666666667
2025-09-03,44.0
2025-09-04,44.0
2025-09-05,73.33333333333334
2025-09-06,44.0
2025-09-07,58.66666666666667
2025-09-08,44.0
2025-09-09,29.333333333333336
2025-09-10,29.333333333333336
2025-09-11,29.333333333333336
2025-09-12,58.66666666666667
2025-09-13,44.0
2025-09-14,44.0
2025-09-15,29.333333333333336
2025-09-16,73.33333333333334
2025-09-17,88.0
2025-09-18,58.66666666666667
2025-09-19,58.66666666666667
2025-09-20,44.0
2025-09-21,44.0
2025-09-22,29.333333333333336
2025-09-23,29.333333333333336
2025-09-24,44.0
2025-09-25,29.333333333333336
2025-09-26,29.333333333333336
2025-09-27,29.333333333333336
2025-09-28,29.333333333333336
2025-09-29,29.333333333333336
2025-09-30,29.333333333333336
2025-10-01,44.0
2025-10-02,29.333333333333336
2025-10-03,29.333333333333336
2025-10-04,29.333333333333336
2025-10-05,44.0
2025-10-06,29.333333333333336
2025-10-07,29.333333333333336
2025-10-08,29.333333333333336
2025-10-09,29.333333333333336
2025-10-10,14.666666666666668
2025-10-11,44.0
2025-10-12,29.333333333333336
2025-10-13,29.333333333333336
2025-10-14,29.333333333333336
2025-10-15,29.333333333333336
2025-10-16,29.333333333333336
2025-10-17,14.666666666666668
2025-10-18,29.333333333333336
2025-10-19,29.333333333333336
2025-10-20,73.33333333333334
2025-10-21,73.33333333333334
2025-10-22,44.0
2025-10-23,44.0
2025-10-24,44.0
2025-10-25,29.333333333333336
2025-10-26,29.333333333333336
2025-10-27,14.666666666666668
2025-10-28,14.666666666666668
2025-10-29,29.333333333333336
2025-10-30,29.333333333333336
2025-10-31,29.333333333333336
2025-11-01,29.333333333333336
2025-11-02,29.333333333333336
2025-11-03,14.666666666666668
2025-11-04,29.333333333333336
2025-11-05,29.333333333333336
2025-11-06,29.333333333333336
2025-11-07,44.0
2025-11-08,29.333333333333336
2025-11-09,29.333333333333336
2025-11-10,29.333333333333336
2025-11-11,29.333333333333336
2025-11-12,29.333333333333336
2025-11-13,29.333333333333336
2025-11-14,29.333333333333336
2025-11-15,29.333333333333336
2025-11-16,29.333333333333336
2025-11-17,14.666666666666668
2025-11-18,14.666666666666668
2025-11-19,29.333333333333336
2025-11-20,29.333333333333336
2025-11-21,29.333333333333336
2025-11-22,29.333333333333336
2025-11-23,44.0
2025-11-24,73.33333333333334
2025-11-25,29.333333333333336
2025-11-26,29.333333333333336
2025-11-27,29.333333333333336
2025-11-28,29.333333333333336
2025-11-29,29.333333333333336
2025-11-30,29.333333333333336
2025-12-01,29.333333333333336
2025-12-02,29.333333333333336
2025-12-03,29.333333333333336
2025-12-04,29.333333333333336
2025-12-05,29.333333333333336
2025-12-06,29.333333333333336
2025-12-07,29.333333333333336
2025-12-08,29.333333333333336
2025-12-09,29.333333333333336
2025-12-10,29.333333333333336
2025-12-11,29.333333333333336
2025-12-12,27.23809523809524
2025-12-13,29.333333333333336
2025-12-14,31.42857142857143
2025-12-15,29.333333333333336
2025-12-16,29.333333333333336
2025-12-17,25.142857142857146
2025-12-18,29.333333333333336
2025-12-19,31.42857142857143
2025-12-20,31.42857142857143
2025-12-21,29.333333333333336
2025-12-22,27.23809523809524
2025-12-23,25.142857142857146
2025-12-24,27.23809523809524
2025-12-25,29.333333333333336
2025-12-26,29.333333333333336
2025-12-27,27.23809523809524
2025-12-28,29.333333333333336
2025-12-29,29.333333333333336
2025-12-30,29.333333333333336
2025-12-31,31.42857142857143
2026-01-01,29.333333333333336
2026-01-02,17.80952380952381
2026-01-03,27.23809523809524
2026-01-04,29.333333333333336
2026-01-05,27.23809523809524
2026-01-06,47.142857142857146
2026-01-07,27.23809523809524
2026-01-08,29.333333333333336
2026-01-09,27.23809523809524
2026-01-10,29.333333333333336
2026-01-11,25.142857142857146
2026-01-12,25.142857142857146
2026-01-13,20.952380952380953
2026-01-14,25.142857142857146
2026-01-15,25.142857142857146
2026-01-16,29.333333333333336
2026-01-17,20.952380952380953
2026-01-18,29.333333333333336
2026-01-19,25.142857142857146
2026-01-20,33.523809523809526
2026-01-21,20.952380952380953
2026-01-22,33.523809523809526
2026-01-23,33.523809523809526
2026-01-24,29.333333333333336
2026-01-25,33.523809523809526
2026-01-26,29.333333333333336
2026-01-27,33.523809523809526
2026-01-28,20.952380952380953
2026-01-29,25.142857142857146
2026-01-30,29.333333333333336
2026-01-31,33.523809523809526
2026-02-01,41.904761904761905
2026-02-02,29.333333333333336
2026-02-03,25.142857142857146
2026-02-04,29.333333333333336
2026-02-05,20.952380952380953
2026-02-06,16.761904761904763
2026-02-07,25.142857142857146
2026-02-08,25.142857142857146
2026-02-09,16.761904761904763
2026-02-10,16.761904761904763
2026-02-11,20.952380952380953
2026-02-12,29.333333333333336
2026-02-13,29.333333333333336
2026-02-14,50.28571428571429
2026-02-15,29.333333333333336
2026-02-16,25.142857142857146
2026-02-17,16.761904761904763
2026-02-18,25.142857142857146
2026-02-19,16.761904761904763
2026-02-20,20.952380952380953
2026-02-21,25.142857142857146
2026-02-22,25.142857142857146
2026-02-23,25.142857142857146
2026-02-24,25.142857142857146
2026-02-25,16.761904761904763
2026-02-26,20.952380952380953
2026-02-27,25.142857142857146
2026-02-28,25.142857142857146
2026-03-01,33.523809523809526
2026-03-02,29.333333333333336
2026-03-03,46.095238095238095
2026-03-04,25.142857142857146
2026-03-05,25.142857142857146
2026-03-06,25.142857142857146
2026-03-07,25.142857142857146
2026-03-08,29.333333333333336
2026-03-09,25.142857142857146
2026-03-10,33.523809523809526
2026-03-11,25.142857142857146
2026-03-12,33.523809523809526
2026-03-13,33.523809523809526
2026-03-14,33.523809523809526
2026-03-15,41.904761904761905
2026-03-16,29.333333333333336
2026-03-17,25.142857142857146
2026-03-18,29.333333333333336
2026-03-19,37.714285714285715
2026-03-20,41.904761904761905
2026-03-21,41.904761904761905
2026-03-22,41.904761904761905
2026-03-23,50.28571428571429
2026-03-24,50.28571428571429
2026-03-25,29.333333333333336
2026-03-26,29.333333333333336
2026-03-27,41.904761904761905
2026-03-28,46.095238095238095
2026-03-29,54.47619047619048
2026-03-30,33.523809523809526
2026-03-31,29.333333333333336
2026-04-01,33.523809523809526
2026-04-02,25.142857142857146
2026-04-03,50.28571428571429
2026-04-04,100.57142857142858
2026-04-05,54.47619047619048
2026-04-06,41.904761904761905
2026-04-07,37.714285714285715
2026-04-08,33.523809523809526
2026-04-09,29.333333333333336
2026-04-10,25.142857142857146
2026-04-11,25.142857142857146
2026-04-12,29.333333333333336
2026-04-13,159.23809523809524
2026-04-14,419.0476190476191
2026-04-15,113.14285714285715
2026-04-16,108.95238095238096
2026-04-17,134.0952380952381
2026-04-18,83.80952380952381
2026-04-19,54.47619047619048
2026-04-20,37.714285714285715
2026-04-21,41.904761904761905
2026-04-22,37.714285714285715
2026-04-23,29.333333333333336
2026-04-24,20.952380952380953
2026-04-25,29.333333333333336
2026-04-26,20.952380952380953
2026-04-27,96.38095238095238
2026-04-28,134.0952380952381
2026-04-29,46.095238095238095
2026-04-30,50.28571428571429
2026-05-01,58.66666666666667
2026-05-02,37.714285714285715
2026-05-03,46.095238095238095
2026-05-04,37.714285714285715
2026-05-05,71.23809523809524
2026-05-06,41.904761904761905
2026-05-07,37.714285714285715
2026-05-08,50.28571428571429
2026-05-09,150.85714285714286
2026-05-10,75.42857142857143
2026-05-11,41.904761904761905
2026-05-12,58.66666666666667
2026-05-13,58.66666666666667
2026-05-14,67.04761904761905
2026-05-15,79.61904761904762
2026-05-16,41.904761904761905
2026-05-17,33.523809523809526
2026-05-18,41.904761904761905
2026-05-19,58.66666666666667
2026-05-20,50.28571428571429
2026-05-21,62.85714285714286
2026-05-22,41.904761904761905
2026-05-23,75.42857142857143
2026-05-24,92.19047619047619
2026-05-25,54.47619047619048
2026-05-26,33.523809523809526
2026-05-27,20.952380952380953
2026-05-28,46.095238095238095
2026-05-29,54.47619047619048
2026-05-30,33.523809523809526
2026-05-31,113.14285714285715
