Time,yahoo
2024-09-24,61.08298587195788
2024-09-25,53.85811657527469
2024-09-26,53.20131027557622
2024-09-27,54.51492287497316
2024-09-28,38.751571682209836
2024-09-29,39.40837798190831
2024-09-30,54.51492287497316
2024-10-01,57.142148073767046
2024-10-02,54.51492287497316
2024-10-03,56.48534177406857
2024-10-04,53.85811657527469
2024-10-05,38.09476538251137
2024-10-06,38.09476538251137
2024-10-07,55.17172917467163
2024-10-08,55.17172917467163
2024-10-09,53.85811657527469
2024-10-10,55.17172917467163
2024-10-11,51.88769767617927
2024-10-12,38.751571682209836
2024-10-13,40.72199058130525
2024-10-14,53.85811657527469
2024-10-15,55.828535474370106
2024-10-16,53.20131027557622
2024-10-17,53.85811657527469
2024-10-18,50.57408507678233
2024-10-19,36.12434648341595
2024-10-20,38.751571682209836
2024-10-21,51.88769767617927
2024-10-22,52.544503975877745
2024-10-23,53.85811657527469
2024-10-24,53.85811657527469
2024-10-25,51.2308913764808
2024-10-26,36.78115278311442
2024-10-27,37.437959082812895
2024-10-28,51.2308913764808
2024-10-29,53.20131027557622
2024-10-30,53.20131027557622
2024-10-31,54.51492287497316
2024-11-01,53.20131027557622
2024-11-02,37.437959082812895
2024-11-03,38.09476538251137
2024-11-04,53.20131027557622
2024-11-05,55.17172917467163
2024-11-06,53.85811657527469
2024-11-07,55.17172917467163
2024-11-08,52.544503975877745
2024-11-09,36.12434648341595
2024-11-10,36.12434648341595
2024-11-11,49.260472477385385
2024-11-12,51.2308913764808
2024-11-13,55.17172917467163
2024-11-14,54.51492287497316
2024-11-15,49.260472477385385
2024-11-16,35.467540183717475
2024-11-17,36.78115278311442
2024-11-18,49.260472477385385
2024-11-19,52.544503975877745
2024-11-20,53.20131027557622
2024-11-21,53.20131027557622
2024-11-22,49.91727877708386
2024-11-23,34.81073388401901
2024-11-24,34.153927584320535
2024-11-25,49.260472477385385
2024-11-26,51.88769767617927
2024-11-27,46.6332472785915
2024-11-28,32.840314984923594
2024-11-29,38.751571682209836
2024-11-30,34.153927584320535
2024-12-01,36.12434648341595
2024-12-02,51.2308913764808
2024-12-03,51.88769767617927
2024-12-04,53.20131027557622
2024-12-05,51.88769767617927
2024-12-06,47.946859877988445
2024-12-07,37.437959082812895
2024-12-08,38.09476538251137
2024-12-09,51.2308913764808
2024-12-10,52.544503975877745
2024-12-11,55.17172917467163
2024-12-12,53.85811657527469
2024-12-13,49.260472477385385
2024-12-14,38.09476538251137
2024-12-15,36.78115278311442
2024-12-16,53.20131027557622
2024-12-17,53.85811657527469
2024-12-18,55.17172917467163
2024-12-19,54.51492287497316
2024-12-20,53.85811657527469
2024-12-21,36.78115278311442
2024-12-22,36.78115278311442
2024-12-23,49.91727877708386
2024-12-24,43.349215780099144
2024-12-25,36.12434648341595
2024-12-26,47.946859877988445
2024-12-27,48.60366617768692
2024-12-28,36.78115278311442
2024-12-29,36.78115278311442
2024-12-30,54.51492287497316
2024-12-31,48.60366617768692
2025-01-01,36.12434648341595
2025-01-02,51.2308913764808
2025-01-03,49.91727877708386
2025-01-04,37.437959082812895
2025-01-05,36.12434648341595
2025-01-06,51.88769767617927
2025-01-07,51.88769767617927
2025-01-08,50.57408507678233
2025-01-09,48.60366617768692
2025-01-10,51.88769767617927
2025-01-11,35.467540183717475
2025-01-12,34.153927584320535
2025-01-13,49.91727877708386
2025-01-14,51.2308913764808
2025-01-15,50.57408507678233
2025-01-16,51.2308913764808
2025-01-17,49.91727877708386
2025-01-18,34.153927584320535
2025-01-19,30.869896085828174
2025-01-20,44.00602207979761
2025-01-21,51.2308913764808
2025-01-22,52.544503975877745
2025-01-23,48.60366617768692
2025-01-24,50.57408507678233
2025-01-25,35.467540183717475
2025-01-26,32.840314984923594
2025-01-27,50.57408507678233
2025-01-28,53.20131027557622
2025-01-29,55.17172917467163
2025-01-30,51.88769767617927
2025-01-31,51.88769767617927
2025-02-01,37.437959082812895
2025-02-02,34.153927584320535
2025-02-03,52.544503975877745
2025-02-04,54.51492287497316
2025-02-05,53.20131027557622
2025-02-06,49.91727877708386
2025-02-07,50.57408507678233
2025-02-08,35.467540183717475
2025-02-09,32.18350868522512
2025-02-10,49.260472477385385
2025-02-11,50.57408507678233
2025-02-12,49.91727877708386
2025-02-13,50.57408507678233
2025-02-14,50.57408507678233
2025-02-15,34.81073388401901
2025-02-16,36.12434648341595
2025-02-17,44.662828379496084
2025-02-18,51.88769767617927
2025-02-19,52.544503975877745
2025-02-20,51.88769767617927
2025-02-21,50.57408507678233
2025-02-22,34.81073388401901
2025-02-23,34.153927584320535
2025-02-24,50.57408507678233
2025-02-25,49.260472477385385
2025-02-26,53.85811657527469
2025-02-27,53.20131027557622
2025-02-28,50.57408507678233
2025-03-01,37.437959082812895
2025-03-02,35.467540183717475
2025-03-03,51.2308913764808
2025-03-04,51.2308913764808
2025-03-05,52.544503975877745
2025-03-06,53.85811657527469
2025-03-07,49.91727877708386
2025-03-08,36.12434648341595
2025-03-09,34.153927584320535
2025-03-10,53.20131027557622
2025-03-11,55.17172917467163
2025-03-12,52.544503975877745
2025-03-13,55.828535474370106
2025-03-14,51.88769767617927
2025-03-15,36.78115278311442
2025-03-16,33.49712128462206
2025-03-17,50.57408507678233
2025-03-18,52.544503975877745
2025-03-19,53.20131027557622
2025-03-20,51.2308913764808
2025-03-21,46.6332472785915
2025-03-22,35.467540183717475
2025-03-23,33.49712128462206
2025-03-24,49.260472477385385
2025-03-25,48.60366617768692
2025-03-26,49.91727877708386
2025-03-27,48.60366617768692
2025-03-28,49.260472477385385
2025-03-29,34.153927584320535
2025-03-30,33.49712128462206
2025-03-31,49.91727877708386
2025-04-01,49.91727877708386
2025-04-02,49.91727877708386
2025-04-03,54.51492287497316
2025-04-04,53.85811657527469
2025-04-05,34.153927584320535
2025-04-06,36.12434648341595
2025-04-07,57.79895437346552
2025-04-08,54.51492287497316
2025-04-09,57.79895437346552
2025-04-10,53.20131027557622
2025-04-11,52.544503975877745
2025-04-12,34.153927584320535
2025-04-13,32.840314984923594
2025-04-14,51.88769767617927
2025-04-15,53.832526719442285
2025-04-16,51.5507645743859
2025-04-17,49.264737453357455
2025-04-18,44.372810013395465
2025-04-19,31.646121712744552
2025-04-20,30.99358038901815
2025-04-21,49.91727877708386
2025-04-22,53.179985395715875
2025-04-23,50.8982232506595
2025-04-24,49.91727877708386
2025-04-25,46.00203083472543
2025-04-26,32.951204360197366
2025-04-27,30.016900891414576
2025-04-28,49.59314060320669
2025-04-29,47.307113482178245
2025-04-30,44.04440686354623
2025-05-01,51.87490274826307
2025-05-02,46.33043398457467
2025-05-03,32.62706618632019
2025-05-04,32.951204360197366
2025-05-05,47.95965480590465
2025-05-06,47.307113482178245
2025-05-07,47.307113482178245
2025-05-08,50.56982010081026
2025-05-09,46.65457215845184
2025-05-10,32.298663036470955
2025-05-11,30.341039065291746
2025-05-12,50.56982010081026
2025-05-13,48.94059927948028
2025-05-14,48.288057955753885
2025-05-15,48.620726081575185
2025-05-16,46.027620690557846
2025-05-17,33.06209373547113
2025-05-18,31.765541039962457
2025-05-19,49.269002429329525
2025-05-20,49.269002429329525
2025-05-21,49.269002429329525
2025-05-22,47.97244973382085
2025-05-23,46.027620690557846
2025-05-24,30.468988344453784
2025-05-25,30.468988344453784
2025-05-26,33.06209373547113
2025-05-27,46.67589703831218
2025-05-28,51.862107820346864
2025-05-29,51.21383147259253
2025-05-30,47.97244973382085
2025-05-31,32.41381738771679
2025-06-01,32.41381738771679
2025-06-02,49.269002429329525
2025-06-03,50.5655551248382
2025-06-04,47.97244973382085
2025-06-05,49.269002429329525
2025-06-06,49.91727877708386
2025-06-07,31.765541039962457
2025-06-08,29.820711996699448
2025-06-09,51.21383147259253
2025-06-10,50.5655551248382
2025-06-11,51.862107820346864
2025-06-12,49.91727877708386
2025-06-13,49.269002429329525
2025-06-14,33.71037008322546
2025-06-15,31.765541039962457
2025-06-16,50.5655551248382
2025-06-17,50.5655551248382
2025-06-18,49.91727877708386
2025-06-19,42.13796260403183
2025-06-20,44.73106799504917
2025-06-21,29.820711996699448
2025-06-22,35.006922778734136
2025-06-23,50.5655551248382
2025-06-24,49.269002429329525
2025-06-25,46.67589703831218
2025-06-26,48.620726081575185
2025-06-27,47.32417338606652
2025-06-28,32.41381738771679
2025-06-29,30.468988344453784
2025-06-30,47.32417338606652
2025-07-01,47.32417338606652
2025-07-02,48.620726081575185
2025-07-03,47.32417338606652
2025-07-04,33.06209373547113
2025-07-05,31.765541039962457
2025-07-06,33.06209373547113
2025-07-07,51.21383147259253
2025-07-08,48.620726081575185
2025-07-09,49.269002429329525
2025-07-10,47.32417338606652
2025-07-11,47.32417338606652
2025-07-12,34.3586464309798
2025-07-13,32.41381738771679
2025-07-14,49.91727877708386
2025-07-15,50.5655551248382
2025-07-16,49.269002429329525
2025-07-17,51.21383147259253
2025-07-18,47.97244973382085
2025-07-19,31.765541039962457
2025-07-20,32.41381738771679
2025-07-21,49.269002429329525
2025-07-22,51.862107820346864
2025-07-23,49.91727877708386
2025-07-24,64.82763477543358
2025-07-25,47.32417338606652
2025-07-26,31.765541039962457
2025-07-27,31.765541039962457
2025-07-28,51.21383147259253
2025-07-29,50.5655551248382
2025-07-30,47.97244973382085
2025-07-31,53.15866051585554
2025-08-01,50.5655551248382
2025-08-02,33.71037008322546
2025-08-03,31.11726469220812
2025-08-04,52.510384168101204
2025-08-05,53.15866051585554
2025-08-06,52.510384168101204
2025-08-07,52.510384168101204
2025-08-08,48.620726081575185
2025-08-09,34.3586464309798
2025-08-10,34.3586464309798
2025-08-11,52.510384168101204
2025-08-12,50.5655551248382
2025-08-13,51.862107820346864
2025-08-14,51.21383147259253
2025-08-15,48.620726081575185
2025-08-16,35.006922778734136
2025-08-17,34.3586464309798
2025-08-18,49.269002429329525
2025-08-19,51.862107820346864
2025-08-20,51.21383147259253
2025-08-21,49.91727877708386
2025-08-22,47.32417338606652
2025-08-23,36.95175182199714
2025-08-24,38.89658086526015
2025-08-25,54.45521321136421
2025-08-26,53.80693686360988
2025-08-27,53.80693686360988
2025-08-28,53.80693686360988
2025-08-29,50.5655551248382
2025-08-30,36.95175182199714
2025-08-31,40.19313356076882
2025-09-01,42.78623895178617
2025-09-02,60.93797668890757
2025-09-03,58.34487129789023
2025-09-04,55.75176590687288
2025-09-05,51.21383147259253
2025-09-06,34.3586464309798
2025-09-07,35.65519912648847
2025-09-08,51.21383147259253
2025-09-09,52.510384168101204
2025-09-10,51.21383147259253
2025-09-11,53.15866051585554
2025-09-12,49.91727877708386
2025-09-13,32.41381738771679
2025-09-14,35.65519912648847
2025-09-15,49.269002429329525
2025-09-16,50.5655551248382
2025-09-17,52.510384168101204
2025-09-18,52.510384168101204
2025-09-19,46.027620690557846
2025-09-20,32.41381738771679
2025-09-21,33.71037008322546
2025-09-22,46.67589703831218
2025-09-23,53.15866051585554
2025-09-24,48.620726081575185
2025-09-25,48.620726081575185
2025-09-26,47.32417338606652
2025-09-27,33.71037008322546
2025-09-28,34.3586464309798
2025-09-29,52.510384168101204
2025-09-30,51.21383147259253
2025-10-01,51.21383147259253
2025-10-02,50.5655551248382
2025-10-03,51.21383147259253
2025-10-04,33.06209373547113
2025-10-05,34.3586464309798
2025-10-06,49.269002429329525
2025-10-07,53.15866051585554
2025-10-08,49.91727877708386
2025-10-09,50.5655551248382
2025-10-10,48.620726081575185
2025-10-11,33.71037008322546
2025-10-12,34.3586464309798
2025-10-13,49.91727877708386
2025-10-14,51.862107820346864
2025-10-15,53.15866051585554
2025-10-16,51.21383147259253
2025-10-17,49.269002429329525
2025-10-18,33.06209373547113
2025-10-19,35.65519912648847
2025-10-20,51.862107820346864
2025-10-21,52.510384168101204
2025-10-22,50.5655551248382
2025-10-23,49.269002429329525
2025-10-24,47.32417338606652
2025-10-25,32.41381738771679
2025-10-26,34.3586464309798
2025-10-27,47.97244973382085
2025-10-28,50.5655551248382
2025-10-29,49.91727877708386
2025-10-30,49.91727877708386
2025-10-31,47.97244973382085
2025-11-01,33.71037008322546
2025-11-02,35.65519912648847
2025-11-03,51.21383147259253
2025-11-04,48.620726081575185
2025-11-05,51.862107820346864
2025-11-06,49.269002429329525
2025-11-07,47.32417338606652
2025-11-08,33.06209373547113
2025-11-09,33.71037008322546
2025-11-10,46.67589703831218
2025-11-11,49.269002429329525
2025-11-12,48.620726081575185
2025-11-13,49.91727877708386
2025-11-14,46.67589703831218
2025-11-15,33.06209373547113
2025-11-16,31.11726469220812
2025-11-17,48.620726081575185
2025-11-18,49.269002429329525
2025-11-19,47.32417338606652
2025-11-20,47.97244973382085
2025-11-21,46.027620690557846
2025-11-22,31.765541039962457
2025-11-23,31.11726469220812
2025-11-24,46.027620690557846
2025-11-25,46.027620690557846
2025-11-26,43.4345152995405
2025-11-27,28.524159301190778
2025-11-28,35.006922778734136
2025-11-29,31.11726469220812
2025-11-30,33.06209373547113
2025-12-01,47.32417338606652
2025-12-02,47.32417338606652
2025-12-03,46.67589703831218
2025-12-04,46.67589703831218
2025-12-05,44.73106799504917
2025-12-06,32.41381738771679
2025-12-07,32.41381738771679
2025-12-08,47.97244973382085
2025-12-09,49.269002429329525
2025-12-10,47.97244973382085
2025-12-11,46.64334632540288
2025-12-12,44.547780102265506
2025-12-13,32.81674653957067
2025-12-14,31.887682266439867
2025-12-15,47.529060350032985
2025-12-16,45.43349412689561
2025-12-17,46.03842022614924
2025-12-18,44.82856802764198
2025-12-19,46.03842022614924
2025-12-20,34.91231276270804
2025-12-21,31.282756167186232
2025-12-22,46.64334632540288
2025-12-23,45.15270620151914
2025-12-24,35.798026787338145
2025-12-25,27.37241164628795
2025-12-26,37.33201715972258
2025-12-27,30.677830067932597
2025-12-28,30.39704214255613
2025-12-29,42.128075705250964
2025-12-30,44.22364192838834
2025-12-31,37.007878985845416
2026-01-01,29.792116043302492
2026-01-02,39.10344520898279
2026-01-03,33.09753446494714
2026-01-04,31.282756167186232
2026-01-05,43.337927903758235
2026-01-06,45.15270620151914
2026-01-07,44.547780102265506
2026-01-08,42.7330018045046
2026-01-09,43.337927903758235
2026-01-10,31.448247642164343
2026-01-11,29.201944239152603
2026-01-12,43.80291635872891
2026-01-13,44.926068060234776
2026-01-14,44.926068060234776
2026-01-15,43.80291635872891
2026-01-16,40.433461254211295
2026-01-17,30.88667179141141
2026-01-18,29.76352008990554
2026-01-19,36.50243029894076
2026-01-20,45.487643910987714
2026-01-21,56.15758507529347
2026-01-22,43.80291635872891
2026-01-23,40.433461254211295
2026-01-24,30.88667179141141
2026-01-25,29.201944239152603
2026-01-26,42.1181888064701
2026-01-27,42.67976465722304
2026-01-28,45.487643910987714
2026-01-29,44.36449220948184
2026-01-30,44.36449220948184
2026-01-31,31.448247642164343
2026-02-01,30.325095940658475
2026-02-02,44.36449220948184
2026-02-03,46.049219761740645
2026-02-04,42.67976465722304
2026-02-05,44.36449220948184
2026-02-06,44.926068060234776
2026-02-07,33.132975194423146
2026-02-08,28.078792537646734
2026-02-09,39.31030955270543
2026-02-10,43.80291635872891
2026-02-11,44.926068060234776
2026-02-12,42.67976465722304
2026-02-13,41.55661295571717
2026-02-14,29.76352008990554
2026-02-15,28.078792537646734
2026-02-16,37.06400614969369
2026-02-17,40.99503710496423
2026-02-18,42.1181888064701
2026-02-19,41.55661295571717
2026-02-20,41.55661295571717
2026-02-21,30.88667179141141
2026-02-22,26.955640836140866
2026-02-23,43.80291635872891
2026-02-24,42.67976465722304
2026-02-25,42.67976465722304
2026-02-26,42.1181888064701
2026-02-27,39.871885403458364
2026-02-28,31.448247642164343
2026-03-01,30.88667179141141
2026-03-02,44.926068060234776
2026-03-03,47.17237146324651
2026-03-04,44.926068060234776
2026-03-05,45.487643910987714
2026-03-06,43.24134050797597
2026-03-07,32.571399343670215
2026-03-08,32.571399343670215
2026-03-09,47.17237146324651
2026-03-10,46.61079561249358
2026-03-11,46.049219761740645
2026-03-12,45.487643910987714
2026-03-13,42.1181888064701
2026-03-14,33.132975194423146
2026-03-15,31.448247642164343
2026-03-16,44.926068060234776
2026-03-17,44.36449220948184
2026-03-18,46.61079561249358
2026-03-19,46.049219761740645
2026-03-20,43.24134050797597
2026-03-21,33.132975194423146
2026-03-22,32.571399343670215
2026-03-23,47.73394731399945
2026-03-24,46.049219761740645
2026-03-25,46.61079561249358
2026-03-26,44.926068060234776
2026-03-27,43.24134050797597
2026-03-28,30.88667179141141
2026-03-29,31.448247642164343
2026-03-30,43.80291635872891
2026-03-31,44.926068060234776
2026-04-01,44.926068060234776
2026-04-02,44.36449220948184
2026-04-03,37.62558200044663
2026-04-04,30.88667179141141
2026-04-05,28.078792537646734
2026-04-06,43.24134050797597
2026-04-07,44.926068060234776
2026-04-08,47.17237146324651
2026-04-09,44.36449220948184
2026-04-10,42.67976465722304
2026-04-11,30.325095940658475
2026-04-12,30.88667179141141
2026-04-13,46.049219761740645
2026-04-14,43.24134050797597
2026-04-15,49.41867486625826
2026-04-16,44.36449220948184
2026-04-17,42.1181888064701
2026-04-18,30.325095940658475
2026-04-19,29.201944239152603
2026-04-20,44.926068060234776
2026-04-21,44.36449220948184
2026-04-22,44.926068060234776
2026-04-23,43.80291635872891
2026-04-24,40.433461254211295
2026-04-25,28.64036838839967
2026-04-26,29.76352008990554
2026-04-27,42.67976465722304
2026-04-28,39.871885403458364
2026-04-29,41.55661295571717
2026-04-30,43.24134050797597
2026-05-01,42.1181888064701
2026-05-02,29.201944239152603
2026-05-03,29.76352008990554
2026-05-04,42.67976465722304
2026-05-05,44.926068060234776
2026-05-06,42.67976465722304
2026-05-07,43.24134050797597
2026-05-08,42.67976465722304
2026-05-09,29.76352008990554
2026-05-10,26.955640836140866
2026-05-11,44.926068060234776
2026-05-12,44.926068060234776
2026-05-13,42.1181888064701
2026-05-14,43.24134050797597
2026-05-15,41.55661295571717
2026-05-16,29.76352008990554
2026-05-17,28.64036838839967
2026-05-18,41.55661295571717
2026-05-19,42.67976465722304
2026-05-20,42.1181888064701
2026-05-21,43.24134050797597
2026-05-22,42.1181888064701
2026-05-23,29.201944239152603
2026-05-24,29.201944239152603
2026-05-25,31.448247642164343
2026-05-26,46.049219761740645
2026-05-27,43.80291635872891
2026-05-28,44.36449220948184
2026-05-29,43.80291635872891
2026-05-30,28.64036838839967
2026-05-31,28.64036838839967
