Time,retro_bowl
2023-01-31,46.94117647058824
2023-02-01,49.1764705882353
2023-02-02,51.411764705882355
2023-02-03,62.58823529411765
2023-02-04,16.764705882352942
2023-02-05,12.294117647058824
2023-02-06,40.23529411764706
2023-02-07,45.82352941176471
2023-02-08,48.05882352941177
2023-02-09,50.294117647058826
2023-02-10,54.76470588235294
2023-02-11,14.529411764705882
2023-02-12,13.411764705882353
2023-02-13,39.11764705882353
2023-02-14,42.470588235294116
2023-02-15,45.82352941176471
2023-02-16,52.529411764705884
2023-02-17,43.588235294117645
2023-02-18,13.411764705882353
2023-02-19,11.176470588235293
2023-02-20,13.411764705882353
2023-02-21,32.411764705882355
2023-02-22,34.64705882352941
2023-02-23,38.0
2023-02-24,42.470588235294116
2023-02-25,12.294117647058824
2023-02-26,10.058823529411764
2023-02-27,33.529411764705884
2023-02-28,33.529411764705884
2023-03-01,39.11764705882353
2023-03-02,39.11764705882353
2023-03-03,40.23529411764706
2023-03-04,12.294117647058824
2023-03-05,8.941176470588236
2023-03-06,29.058823529411764
2023-03-07,31.294117647058826
2023-03-08,31.294117647058826
2023-03-09,35.76470588235294
2023-03-10,34.64705882352941
2023-03-11,10.058823529411764
2023-03-12,7.8235294117647065
2023-03-13,20.11764705882353
2023-03-14,22.352941176470587
2023-03-15,23.47058823529412
2023-03-16,23.47058823529412
2023-03-17,23.47058823529412
2023-03-18,7.8235294117647065
2023-03-19,6.705882352941177
2023-03-20,19.0
2023-03-21,23.47058823529412
2023-03-22,24.58823529411765
2023-03-23,23.47058823529412
2023-03-24,27.941176470588236
2023-03-25,8.941176470588236
2023-03-26,6.705882352941177
2023-03-27,21.235294117647058
2023-03-28,22.352941176470587
2023-03-29,20.11764705882353
2023-03-30,21.235294117647058
2023-03-31,20.11764705882353
2023-04-01,7.8235294117647065
2023-04-02,5.588235294117647
2023-04-03,14.529411764705882
2023-04-04,17.88235294117647
2023-04-05,16.764705882352942
2023-04-06,15.647058823529413
2023-04-07,7.8235294117647065
2023-04-08,5.588235294117647
2023-04-09,3.3529411764705883
2023-04-10,10.058823529411764
2023-04-11,13.411764705882353
2023-04-12,14.529411764705882
2023-04-13,15.647058823529413
2023-04-14,17.88235294117647
2023-04-15,4.470588235294118
2023-04-16,4.470588235294118
2023-04-17,14.529411764705882
2023-04-18,15.647058823529413
2023-04-19,15.647058823529413
2023-04-20,17.88235294117647
2023-04-21,19.0
2023-04-22,5.588235294117647
2023-04-23,4.470588235294118
2023-04-24,15.647058823529413
2023-04-25,16.764705882352942
2023-04-26,16.764705882352942
2023-04-27,20.11764705882353
2023-04-28,21.235294117647058
2023-04-29,4.470588235294118
2023-04-30,4.470588235294118
2023-05-01,16.764705882352942
2023-05-02,15.647058823529413
2023-05-03,15.647058823529413
2023-05-04,16.205882352941178
2023-05-05,16.764705882352942
2023-05-06,5.588235294117647
2023-05-07,3.3529411764705883
2023-05-08,12.852941176470589
2023-05-09,14.529411764705882
2023-05-10,14.529411764705882
2023-05-11,14.529411764705882
2023-05-12,17.88235294117647
2023-05-13,4.470588235294118
2023-05-14,3.3529411764705883
2023-05-15,13.970588235294118
2023-05-16,14.529411764705882
2023-05-17,15.088235294117649
2023-05-18,15.647058823529413
2023-05-19,15.647058823529413
2023-05-20,3.3529411764705883
2023-05-21,3.3529411764705883
2023-05-22,12.294117647058824
2023-05-23,12.294117647058824
2023-05-24,12.294117647058824
2023-05-25,11.176470588235293
2023-05-26,10.058823529411764
2023-05-27,4.470588235294118
2023-05-28,3.3529411764705883
2023-05-29,3.3529411764705883
2023-05-30,7.8235294117647065
2023-05-31,7.8235294117647065
2023-06-01,7.8235294117647065
2023-06-02,7.8235294117647065
2023-06-03,3.3529411764705883
2023-06-04,3.3529411764705883
2023-06-05,5.588235294117647
2023-06-06,5.588235294117647
2023-06-07,7.8235294117647065
2023-06-08,6.705882352941177
2023-06-09,5.588235294117647
2023-06-10,3.3529411764705883
2023-06-11,2.235294117647059
2023-06-12,4.470588235294118
2023-06-13,4.470588235294118
2023-06-14,4.470588235294118
2023-06-15,4.470588235294118
2023-06-16,3.3529411764705883
2023-06-17,3.3529411764705883
2023-06-18,3.3529411764705883
2023-06-19,2.235294117647059
2023-06-20,3.3529411764705883
2023-06-21,3.3529411764705883
2023-06-22,3.3529411764705883
2023-06-23,3.3529411764705883
2023-06-24,2.235294117647059
2023-06-25,1.1176470588235294
2023-06-26,2.235294117647059
2023-06-27,2.235294117647059
2023-06-28,2.235294117647059
2023-06-29,2.235294117647059
2023-06-30,2.235294117647059
2023-07-01,2.235294117647059
2023-07-02,3.3529411764705883
2023-07-03,2.235294117647059
2023-07-04,3.3529411764705883
2023-07-05,2.235294117647059
2023-07-06,2.235294117647059
2023-07-07,2.235294117647059
2023-07-08,2.235294117647059
2023-07-09,2.235294117647059
2023-07-10,2.235294117647059
2023-07-11,2.235294117647059
2023-07-12,2.235294117647059
2023-07-13,2.235294117647059
2023-07-14,2.235294117647059
2023-07-15,2.235294117647059
2023-07-16,2.235294117647059
2023-07-17,2.235294117647059
2023-07-18,2.235294117647059
2023-07-19,3.3529411764705883
2023-07-20,2.235294117647059
2023-07-21,2.235294117647059
2023-07-22,2.235294117647059
2023-07-23,1.1176470588235294
2023-07-24,2.235294117647059
2023-07-25,3.3529411764705883
2023-07-26,2.235294117647059
2023-07-27,2.235294117647059
2023-07-28,2.235294117647059
2023-07-29,2.235294117647059
2023-07-30,2.235294117647059
2023-07-31,2.235294117647059
2023-08-01,2.235294117647059
2023-08-02,2.235294117647059
2023-08-03,3.3529411764705883
2023-08-04,3.3529411764705883
2023-08-05,3.3529411764705883
2023-08-06,2.235294117647059
2023-08-07,3.3529411764705883
2023-08-08,4.470588235294118
2023-08-09,5.588235294117647
2023-08-10,5.588235294117647
2023-08-11,7.8235294117647065
2023-08-12,3.3529411764705883
2023-08-13,3.3529411764705883
2023-08-14,6.705882352941177
2023-08-15,7.8235294117647065
2023-08-16,10.058823529411764
2023-08-17,13.411764705882353
2023-08-18,14.529411764705882
2023-08-19,3.3529411764705883
2023-08-20,3.3529411764705883
2023-08-21,12.294117647058824
2023-08-22,16.764705882352942
2023-08-23,17.88235294117647
2023-08-24,20.11764705882353
2023-08-25,22.352941176470587
2023-08-26,5.588235294117647
2023-08-27,4.470588235294118
2023-08-28,20.11764705882353
2023-08-29,22.352941176470587
2023-08-30,24.58823529411765
2023-08-31,25.705882352941178
2023-09-01,27.941176470588236
2023-09-02,6.705882352941177
2023-09-03,5.588235294117647
2023-09-04,5.588235294117647
2023-09-05,23.47058823529412
2023-09-06,29.058823529411764
2023-09-07,32.411764705882355
2023-09-08,41.35294117647059
2023-09-09,7.8235294117647065
2023-09-10,8.941176470588236
2023-09-11,33.529411764705884
2023-09-12,42.470588235294116
2023-09-13,44.705882352941174
2023-09-14,51.411764705882355
2023-09-15,59.23529411764706
2023-09-16,12.294117647058824
2023-09-17,10.058823529411764
2023-09-18,48.05882352941177
2023-09-19,68.17647058823529
2023-09-20,76.0
2023-09-21,91.64705882352942
2023-09-22,102.82352941176471
2023-09-23,25.705882352941178
2023-09-24,22.352941176470587
2023-09-25,76.0
2023-09-26,86.05882352941177
2023-09-27,96.11764705882354
2023-09-28,98.3529411764706
2023-09-29,105.05882352941177
2023-09-30,25.705882352941178
2023-10-01,22.352941176470587
2023-10-02,87.17647058823529
2023-10-03,95.0
2023-10-04,98.3529411764706
2023-10-05,111.76470588235294
2023-10-06,99.47058823529412
2023-10-07,24.58823529411765
2023-10-08,21.235294117647058
2023-10-09,57.0
2023-10-10,80.47058823529412
2023-10-11,81.58823529411765
2023-10-12,92.76470588235294
2023-10-13,92.76470588235294
2023-10-14,23.47058823529412
2023-10-15,20.11764705882353
2023-10-16,74.88235294117648
2023-10-17,89.41176470588235
2023-10-18,83.82352941176471
2023-10-19,90.52941176470588
2023-10-20,97.23529411764706
2023-10-21,23.47058823529412
2023-10-22,22.352941176470587
2023-10-23,73.76470588235294
2023-10-24,87.17647058823529
2023-10-25,86.05882352941177
2023-10-26,84.94117647058823
2023-10-27,91.64705882352942
2023-10-28,22.352941176470587
2023-10-29,17.88235294117647
2023-10-30,71.52941176470588
2023-10-31,71.52941176470588
2023-11-01,74.88235294117648
2023-11-02,81.58823529411765
2023-11-03,89.41176470588235
2023-11-04,22.352941176470587
2023-11-05,20.11764705882353
2023-11-06,65.94117647058823
2023-11-07,64.82352941176471
2023-11-08,81.58823529411765
2023-11-09,82.70588235294117
2023-11-10,63.70588235294118
2023-11-11,20.11764705882353
2023-11-12,17.88235294117647
2023-11-13,62.58823529411765
2023-11-14,68.17647058823529
2023-11-15,72.64705882352942
2023-11-16,73.76470588235294
2023-11-17,111.76470588235294
2023-11-18,22.352941176470587
2023-11-19,17.88235294117647
2023-11-20,42.470588235294116
2023-11-21,48.05882352941177
2023-11-22,22.352941176470587
2023-11-23,16.764705882352942
2023-11-24,14.529411764705882
2023-11-25,14.529411764705882
2023-11-26,13.411764705882353
2023-11-27,45.82352941176471
2023-11-28,54.76470588235294
2023-11-29,54.76470588235294
2023-11-30,59.23529411764706
2023-12-01,67.05882352941177
2023-12-02,19.0
2023-12-03,16.764705882352942
2023-12-04,44.705882352941174
2023-12-05,53.64705882352941
2023-12-06,53.64705882352941
2023-12-07,58.11764705882353
2023-12-08,63.70588235294118
2023-12-09,17.88235294117647
2023-12-10,15.647058823529413
2023-12-11,49.1764705882353
2023-12-12,51.411764705882355
2023-12-13,54.76470588235294
2023-12-14,61.470588235294116
2023-12-15,67.05882352941177
2023-12-16,20.11764705882353
2023-12-17,15.647058823529413
2023-12-18,45.82352941176471
2023-12-19,50.294117647058826
2023-12-20,46.94117647058824
2023-12-21,36.88235294117647
2023-12-22,26.934553954031948
2023-12-23,15.636696532917806
2023-12-24,13.317023763147645
2023-12-25,13.317023763147645
2023-12-26,11.297857421114141
2023-12-27,9.837514608492405
2023-12-28,10.138021036229063
2023-12-29,8.978184651343982
2023-12-30,8.677678223607325
2023-12-31,9.278691079080641
2024-01-01,10.43852746396572
2024-01-02,14.476860148032724
2024-01-03,22.295208414491626
2024-01-04,26.63404752629529
2024-01-05,32.43322945072069
2024-01-06,10.997350993377484
2024-01-07,10.138021036229063
2024-01-08,30.972886638098952
2024-01-09,33.59306583560577
2024-01-10,37.07257499026101
2024-01-11,39.951071289442936
2024-01-12,44.890923256719915
2024-01-13,12.457693805999224
2024-01-14,12.157187378262565
2024-01-15,10.997350993377484
2024-01-16,24.61488118426179
2024-01-17,32.43322945072069
2024-01-18,37.07257499026101
2024-01-19,36.77206856252435
2024-01-20,14.176353720296067
2024-01-21,12.020257109466305
2024-01-22,31.85368134008571
2024-01-23,36.060771328398914
2024-01-24,42.671912738605386
2024-01-25,45.07596416049865
2024-01-26,48.08102843786522
2024-01-27,14.424308531359568
2024-01-28,11.419244253992991
2024-01-29,34.858745617452286
2024-01-30,43.873938449552014
2024-01-31,44.47495130502533
2024-02-01,46.27798987144528
2024-02-02,48.08102843786522
2024-02-03,14.424308531359568
2024-02-04,13.222282820412936
2024-02-05,35.4597584729256
2024-02-06,37.863809894818864
2024-02-07,39.06583560576549
2024-02-08,39.06583560576549
2024-02-09,45.07596416049865
2024-02-10,13.823295675886252
2024-02-11,12.621269964939621
2024-02-12,33.65671990650566
2024-02-13,39.06583560576549
2024-02-14,39.66684846123881
2024-02-15,45.676977015971964
2024-02-16,39.66684846123881
2024-02-17,14.424308531359568
2024-02-18,12.020257109466305
2024-02-19,15.025321386832882
2024-02-20,30.050642773665764
2024-02-21,32.45469419555903
2024-02-22,34.858745617452286
2024-02-23,42.07089988313207
2024-02-24,12.020257109466305
2024-02-25,10.21721854304636
2024-02-26,28.848617062719136
2024-02-27,36.661784183872236
2024-02-28,38.46482275029218
2024-02-29,36.661784183872236
2024-03-01,44.47495130502533
2024-03-02,12.020257109466305
2024-03-03,9.616205687573045
2024-03-04,30.050642773665764
2024-03-05,31.85368134008571
2024-03-06,33.65671990650566
2024-03-07,35.4597584729256
2024-03-08,33.65671990650566
2024-03-09,10.818231398519675
2024-03-10,9.015192832099729
2024-03-11,19.833424230619404
2024-03-12,21.035449941566036
2024-03-13,22.237475652512664
2024-03-14,24.04051421893261
2024-03-15,24.04051421893261
2024-03-16,9.015192832099729
2024-03-17,6.611141410206468
2024-03-18,19.23241137514609
2024-03-19,22.237475652512664
2024-03-20,22.838488507985982
2024-03-21,23.439501363459296
2024-03-22,25.242539929879243
2024-03-23,8.414179976626414
2024-03-24,7.212154265679784
2024-03-25,15.025321386832882
2024-03-26,15.626334242306198
2024-03-27,18.030385664199457
2024-03-28,19.23241137514609
2024-03-29,9.616205687573045
2024-03-30,6.010128554733153
2024-03-31,4.207089988313207
2024-04-01,10.21721854304636
2024-04-02,12.621269964939621
2024-04-03,15.626334242306198
2024-04-04,16.82835995325283
2024-04-05,16.82835995325283
2024-04-06,4.808102843786522
2024-04-07,5.4091156992598375
2024-04-08,13.222282820412936
2024-04-09,16.82835995325283
2024-04-10,19.23241137514609
2024-04-11,20.43443708609272
2024-04-12,22.237475652512664
2024-04-13,6.010128554733153
2024-04-14,5.4091156992598375
2024-04-15,15.025321386832882
2024-04-16,16.82835995325283
2024-04-17,16.82835995325283
2024-04-18,18.631398519672775
2024-04-19,19.833424230619404
2024-04-20,6.010128554733153
2024-04-21,5.4091156992598375
2024-04-22,15.025321386832882
2024-04-23,16.82835995325283
2024-04-24,16.82835995325283
2024-04-25,16.82835995325283
2024-04-26,20.43443708609272
2024-04-27,6.010128554733153
2024-04-28,4.207089988313207
2024-04-29,16.227347097779514
2024-04-30,16.82835995325283
2024-05-01,18.030385664199457
2024-05-02,18.631398519672775
2024-05-03,21.035449941566036
2024-05-04,4.808102843786522
2024-05-05,4.808102843786522
2024-05-06,16.227347097779514
2024-05-07,18.030385664199457
2024-05-08,18.030385664199457
2024-05-09,18.030385664199457
2024-05-10,18.030385664199457
2024-05-11,5.4091156992598375
2024-05-12,4.207089988313207
2024-05-13,15.025321386832882
2024-05-14,18.631398519672775
2024-05-15,16.227347097779514
2024-05-16,18.030385664199457
2024-05-17,17.429372808726143
2024-05-18,4.808102843786522
2024-05-19,4.808102843786522
2024-05-20,13.222282820412936
2024-05-21,13.222282820412936
2024-05-22,13.222282820412936
2024-05-23,12.621269964939621
2024-05-24,10.818231398519675
2024-05-25,4.207089988313207
2024-05-26,4.207089988313207
2024-05-27,4.207089988313207
2024-05-28,8.414179976626414
2024-05-29,9.616205687573045
2024-05-30,9.015192832099729
2024-05-31,9.616205687573045
2024-06-01,4.207089988313207
2024-06-02,3.0050642773665763
2024-06-03,7.813167121153099
2024-06-04,8.414179976626414
2024-06-05,7.212154265679784
2024-06-06,7.813167121153099
2024-06-07,6.611141410206468
2024-06-08,3.606077132839892
2024-06-09,3.0050642773665763
2024-06-10,5.4091156992598375
2024-06-11,5.4091156992598375
2024-06-12,5.4091156992598375
2024-06-13,4.808102843786522
2024-06-14,3.606077132839892
2024-06-15,3.0050642773665763
2024-06-16,2.404051421893261
2024-06-17,3.606077132839892
2024-06-18,4.207089988313207
2024-06-19,2.404051421893261
2024-06-20,3.0050642773665763
2024-06-21,3.0050642773665763
2024-06-22,3.0050642773665763
2024-06-23,1.803038566419946
2024-06-24,2.404051421893261
2024-06-25,3.606077132839892
2024-06-26,3.606077132839892
2024-06-27,3.0050642773665763
2024-06-28,2.404051421893261
2024-06-29,3.0050642773665763
2024-06-30,3.606077132839892
2024-07-01,2.404051421893261
2024-07-02,3.0050642773665763
2024-07-03,3.0050642773665763
2024-07-04,3.0050642773665763
2024-07-05,3.0050642773665763
2024-07-06,1.803038566419946
2024-07-07,3.0050642773665763
2024-07-08,3.0050642773665763
2024-07-09,2.404051421893261
2024-07-10,3.606077132839892
2024-07-11,3.0050642773665763
2024-07-12,3.606077132839892
2024-07-13,2.404051421893261
2024-07-14,3.0050642773665763
2024-07-15,1.803038566419946
2024-07-16,2.404051421893261
2024-07-17,3.0050642773665763
2024-07-18,3.0050642773665763
2024-07-19,1.803038566419946
2024-07-20,2.404051421893261
2024-07-21,2.404051421893261
2024-07-22,2.404051421893261
2024-07-23,3.0050642773665763
2024-07-24,3.0050642773665763
2024-07-25,3.606077132839892
2024-07-26,3.0050642773665763
2024-07-27,2.404051421893261
2024-07-28,3.606077132839892
2024-07-29,2.404051421893261
2024-07-30,3.0050642773665763
2024-07-31,2.404051421893261
2024-08-01,3.0050642773665763
2024-08-02,3.0050642773665763
2024-08-03,3.606077132839892
2024-08-04,3.606077132839892
2024-08-05,4.207089988313207
2024-08-06,4.207089988313207
2024-08-07,4.808102843786522
2024-08-08,6.010128554733153
2024-08-09,6.010128554733153
2024-08-10,3.606077132839892
2024-08-11,3.606077132839892
2024-08-12,6.010128554733153
2024-08-13,8.414179976626414
2024-08-14,10.21721854304636
2024-08-15,12.020257109466305
2024-08-16,14.424308531359568
2024-08-17,3.606077132839892
2024-08-18,4.023531916548514
2024-08-19,14.412105224649448
2024-08-20,17.05412112739001
2024-08-21,17.05412112739001
2024-08-22,19.216140299532597
2024-08-23,24.020175374415746
2024-08-24,4.804035074883149
2024-08-25,5.584538233217785
2024-08-26,19.996643457867233
2024-08-27,23.23967221608111
2024-08-28,24.020175374415746
2024-08-29,25.881688118821675
2024-08-30,26.962697704892967
2024-08-31,7.74655740536037
2024-09-01,7.446050977623713
2024-09-02,6.36504139155242
2024-09-03,21.077653043938525
2024-09-04,30.685723193704824
2024-09-05,35.48975826858798
2024-09-06,44.79732199061762
2024-09-07,12.55059248024352
2024-09-08,10.689079735837591
2024-09-09,34.70925511025334
2024-09-10,38.91227732966317
2024-09-11,44.01681883228298
2024-09-12,50.68236665157205
2024-09-13,60.29043680133836
2024-09-14,17.35462755512667
2024-09-15,12.250086052506862
2024-09-16,44.317325260019636
2024-09-17,57.59960767175732
2024-09-18,64.319561900129
2024-09-19,67.19954228371687
2024-09-20,78.71946381806833
2024-09-21,17.279882301527195
2024-09-22,17.279882301527195
2024-09-23,63.35956843893305
