Time,biden
2022-07-23,24.0
2022-07-24,21.0
2022-07-25,16.0
2022-07-26,16.0
2022-07-27,18.0
2022-07-28,22.0
2022-07-29,18.0
2022-07-30,24.0
2022-07-31,24.0
2022-08-01,19.0
2022-08-02,18.0
2022-08-03,15.0
2022-08-04,16.0
2022-08-05,16.0
2022-08-06,14.0
2022-08-07,14.0
2022-08-08,16.0
2022-08-09,22.0
2022-08-10,20.0
2022-08-11,18.0
2022-08-12,15.0
2022-08-13,13.0
2022-08-14,12.0
2022-08-15,14.0
2022-08-16,18.0
2022-08-17,18.0
2022-08-18,15.0
2022-08-19,14.0
2022-08-20,11.0
2022-08-21,11.0
2022-08-22,13.0
2022-08-23,20.0
2022-08-24,98.0
2022-08-25,54.0
2022-08-26,31.0
2022-08-27,22.0
2022-08-28,18.0
2022-08-29,19.22669220945083
2022-08-30,21.942528735632184
2022-08-31,18.92273307790549
2022-09-01,24.962324393358877
2022-09-02,59.78799489144316
2022-09-03,30.197956577266922
2022-09-04,20.03065134099617
2022-09-05,18.118773946360154
2022-09-06,17.010855683269476
2022-09-07,15.098978288633461
2022-09-08,17.010855683269476
2022-09-09,15.098978288633461
2022-09-10,10.971264367816092
2022-09-11,10.971264367816092
2022-09-12,13.991060025542783
2022-09-13,13.991060025542783
2022-09-14,14.795019157088122
2022-09-15,14.795019157088122
2022-09-16,13.991060025542783
2022-09-17,11.27522349936143
2022-09-18,13.687100893997446
2022-09-19,26.07024265644955
2022-09-20,21.138569604086847
2022-09-21,17.814814814814817
2022-09-22,15.098978288633461
2022-09-23,13.991060025542783
2022-09-24,13.991060025542783
2022-09-25,13.187100893997446
2022-09-26,12.079182630906768
2022-09-27,12.079182630906768
2022-09-28,17.62962962962963
2022-09-29,21.885057471264368
2022-09-30,17.62962962962963
2022-10-01,12.766283524904214
2022-10-02,11.55044699872286
2022-10-03,12.766283524904214
2022-10-04,13.982120051085568
2022-10-05,17.021711366538952
2022-10-06,32.219667943805874
2022-10-07,33.43550446998723
2022-10-08,20.061302681992338
2022-10-09,14.590038314176244
2022-10-10,15.197956577266922
2022-10-11,16.413793103448274
2022-10-12,20.669220945083012
2022-10-13,22.492975734355046
2022-10-14,18.845466155810982
2022-10-15,17.62962962962963
2022-10-16,14.590038314176244
2022-10-17,20.061302681992338
2022-10-18,18.237547892720308
2022-10-19,15.805874840357598
2022-10-20,15.197956577266922
2022-10-21,13.982120051085568
2022-10-22,13.982120051085568
2022-10-23,12.158365261813538
2022-10-24,14.590038314176244
2022-10-25,14.590038314176244
2022-10-26,14.590038314176244
2022-10-27,14.590038314176244
2022-10-28,14.590038314176244
2022-10-29,12.158365261813538
2022-10-30,13.982120051085568
2022-10-31,13.982120051085568
2022-11-01,12.766283524904214
2022-11-02,20.061302681992338
2022-11-03,21.27713920817369
2022-11-04,17.021711366538952
2022-11-05,14.590038314176244
2022-11-06,12.766283524904214
2022-11-07,14.590038314176244
2022-11-08,17.021711366538952
2022-11-09,20.669220945083012
2022-11-10,14.590038314176244
2022-11-11,14.590038314176244
2022-11-12,10.334610472541506
2022-11-13,12.158365261813538
2022-11-14,12.158365261813538
2022-11-15,13.374201787994892
2022-11-16,20.061302681992338
2022-11-17,17.021711366538952
2022-11-18,18.237547892720308
2022-11-19,22.492975734355046
2022-11-20,24.92464878671775
2022-11-21,15.805874840357598
2022-11-22,16.413793103448274
2022-11-23,15.197956577266922
2022-11-24,13.374201787994892
2022-11-25,9.118773946360154
2022-11-26,8.510855683269476
2022-11-27,7.902937420178799
2022-11-28,7.902937420178799
2022-11-29,10.942528735632184
2022-11-30,10.942528735632184
2022-12-01,11.55044699872286
2022-12-02,15.805874840357598
2022-12-03,19.45338441890166
2022-12-04,13.374201787994892
2022-12-05,11.55044699872286
2022-12-06,12.766283524904214
2022-12-07,13.374201787994892
2022-12-08,15.197956577266922
2022-12-09,12.766283524904214
2022-12-10,10.334610472541506
2022-12-11,9.118773946360154
2022-12-12,9.72669220945083
2022-12-13,11.55044699872286
2022-12-14,10.942528735632184
2022-12-15,9.72669220945083
2022-12-16,10.334610472541506
2022-12-17,7.902937420178799
2022-12-18,7.295019157088122
2022-12-19,8.510855683269476
2022-12-20,8.510855683269476
2022-12-21,9.72669220945083
2022-12-22,10.334610472541506
2022-12-23,7.902937420178799
2022-12-24,7.295019157088122
2022-12-25,7.295019157088122
2022-12-26,7.902937420178799
2022-12-27,7.295019157088122
2022-12-28,8.510855683269476
2022-12-29,8.510855683269476
2022-12-30,9.118773946360154
2022-12-31,7.295019157088122
2023-01-01,7.295019157088122
2023-01-02,7.295019157088122
2023-01-03,7.295019157088122
2023-01-04,9.118773946360154
2023-01-05,11.55044699872286
2023-01-06,12.766283524904214
2023-01-07,9.118773946360154
2023-01-08,10.334610472541506
2023-01-09,12.158365261813538
2023-01-10,18.845466155810982
2023-01-11,17.62962962962963
2023-01-12,26.140485312899106
2023-01-13,22.492975734355046
2023-01-14,17.021711366538952
2023-01-15,17.021711366538952
2023-01-16,16.413793103448274
2023-01-17,15.805874840357598
2023-01-18,13.982120051085568
2023-01-19,13.982120051085568
2023-01-20,12.158365261813538
2023-01-21,10.334610472541506
2023-01-22,17.021711366538952
2023-01-23,11.55044699872286
2023-01-24,10.334610472541506
2023-01-25,10.942528735632184
2023-01-26,10.334610472541506
2023-01-27,9.72669220945083
2023-01-28,7.295019157088122
2023-01-29,8.510855683269476
2023-01-30,10.334610472541506
2023-01-31,12.766283524904214
2023-02-01,11.55044699872286
2023-02-02,12.158365261813538
2023-02-03,13.374201787994892
2023-02-04,13.982120051085568
2023-02-05,10.334610472541506
2023-02-06,13.374201787994892
2023-02-07,16.413793103448274
2023-02-08,60.79182630906769
2023-02-09,27.964240102171136
2023-02-10,17.021711366538952
2023-02-11,13.982120051085568
2023-02-12,12.158365261813538
2023-02-13,12.766283524904214
2023-02-14,12.158365261813538
2023-02-15,12.766283524904214
2023-02-16,15.197956577266922
2023-02-17,14.590038314176244
2023-02-18,12.158365261813538
2023-02-19,10.942528735632184
2023-02-20,17.62962962962963
2023-02-21,20.669220945083012
2023-02-22,20.061302681992338
2023-02-23,15.805874840357598
2023-02-24,12.766283524904214
2023-02-25,11.55044699872286
2023-02-26,9.72669220945083
2023-02-27,10.942528735632184
2023-02-28,13.982120051085568
2023-03-01,13.982120051085568
2023-03-02,13.982120051085568
2023-03-03,12.766283524904214
2023-03-04,12.766283524904214
2023-03-05,9.118773946360154
2023-03-06,10.334610472541506
2023-03-07,11.55044699872286
2023-03-08,10.942528735632184
2023-03-09,14.590038314176244
2023-03-10,12.766283524904214
2023-03-11,8.510855683269476
2023-03-12,7.902937420178799
2023-03-13,14.590038314176244
2023-03-14,17.62962962962963
2023-03-15,14.590038314176244
2023-03-16,13.982120051085568
2023-03-17,13.374201787994892
2023-03-18,10.942528735632184
2023-03-19,9.118773946360154
2023-03-20,9.72669220945083
2023-03-21,11.55044699872286
2023-03-22,10.942528735632184
2023-03-23,11.55044699872286
2023-03-24,11.55044699872286
2023-03-25,8.510855683269476
2023-03-26,8.510855683269476
2023-03-27,12.158365261813538
2023-03-28,20.669220945083012
2023-03-29,15.805874840357598
2023-03-30,13.374201787994892
2023-03-31,14.590038314176244
2023-04-01,13.982120051085568
2023-04-02,9.72669220945083
2023-04-03,11.55044699872286
2023-04-04,17.62962962962963
2023-04-05,17.021711366538952
2023-04-06,13.374201787994892
2023-04-07,10.942528735632184
2023-04-08,9.72669220945083
2023-04-09,9.118773946360154
2023-04-10,10.334610472541506
2023-04-11,12.766283524904214
2023-04-12,13.982120051085568
2023-04-13,13.374201787994892
2023-04-14,13.374201787994892
2023-04-15,12.766283524904214
2023-04-16,9.72669220945083
2023-04-17,8.510855683269476
2023-04-18,9.118773946360154
2023-04-19,10.942528735632184
2023-04-20,15.805874840357598
2023-04-21,19.45338441890166
2023-04-22,16.413793103448274
2023-04-23,13.982120051085568
2023-04-24,17.021711366538952
2023-04-25,33.43550446998723
2023-04-26,26.888807302600405
2023-04-27,19.342853825612444
2023-04-28,16.263680608508192
2023-04-29,12.056796608520745
2023-04-30,15.699825217066595
2023-05-01,16.263680608508192
2023-05-02,15.395866085521256
2023-05-03,14.572114434183398
2023-05-04,14.0082590427418
2023-05-05,14.0082590427418
2023-05-06,17.65128765128765
2023-05-07,14.572114434183398
2023-05-08,13.444403651300203
2023-05-09,15.135969825624997
2023-05-10,22.98588243415829
2023-05-11,17.65128765128765
2023-05-12,14.0082590427418
2023-05-13,11.752837476975408
2023-05-14,12.620651999962345
2023-05-15,14.0082590427418
2023-05-16,14.0082590427418
2023-05-17,10.92908582563755
2023-05-18,12.880548259858603
2023-05-19,12.880548259858603
2023-05-20,9.237519651312756
2023-05-21,10.66918956574129
2023-05-22,10.92908582563755
2023-05-23,10.92908582563755
2023-05-24,10.36523043419595
2023-05-25,10.92908582563755
2023-05-26,10.395850395850395
2023-05-27,10.395850395850395
2023-05-28,9.356265356265355
2023-05-29,9.356265356265355
2023-05-30,8.316680316680316
2023-05-31,8.836472836472835
2023-06-01,41.58340158340158
2023-06-02,51.97925197925197
2023-06-03,25.469833469833468
2023-06-04,17.67294567294567
2023-06-05,15.593775593775591
2023-06-06,13.514605514605513
2023-06-07,12.994812994812992
2023-06-08,13.514605514605513
2023-06-09,18.19273819273819
2023-06-10,15.073983073983072
2023-06-11,11.955227955227954
2023-06-12,12.475020475020473
2023-06-13,18.19273819273819
2023-06-14,18.19273819273819
2023-06-15,16.63336063336063
2023-06-16,17.67294567294567
2023-06-17,19.23232323232323
2023-06-18,17.67294567294567
2023-06-19,16.63336063336063
2023-06-20,34.306306306306304
2023-06-21,24.430248430248426
2023-06-22,21.83128583128583
2023-06-23,30.667758667758665
2023-06-24,21.311493311493308
2023-06-25,19.23232323232323
2023-06-26,18.19273819273819
2023-06-27,19.23232323232323
2023-06-28,19.23232323232323
2023-06-29,20.79170079170079
2023-06-30,25.989625989625985
2023-07-01,15.593775593775591
2023-07-02,14.554190554190551
2023-07-03,16.11356811356811
2023-07-04,16.63336063336063
2023-07-05,17.153153153153152
2023-07-06,16.11356811356811
2023-07-07,15.593775593775591
2023-07-08,16.11356811356811
2023-07-09,16.63336063336063
2023-07-10,17.67294567294567
2023-07-11,16.63336063336063
2023-07-12,14.554190554190551
2023-07-13,15.073983073983072
2023-07-14,28.588588588588586
2023-07-15,19.23232323232323
2023-07-16,13.514605514605513
2023-07-17,11.435435435435434
2023-07-18,12.475020475020473
2023-07-19,19.23232323232323
2023-07-20,21.83128583128583
2023-07-21,18.71253071253071
2023-07-22,15.593775593775591
2023-07-23,15.073983073983072
2023-07-24,11.955227955227954
2023-07-25,17.67294567294567
2023-07-26,37.42506142506142
2023-07-27,27.549003549003544
2023-07-28,19.23232323232323
2023-07-29,19.23232323232323
2023-07-30,14.034398034398032
2023-07-31,16.11356811356811
2023-08-01,17.153153153153152
2023-08-02,14.034398034398032
2023-08-03,13.514605514605513
2023-08-04,12.994812994812992
2023-08-05,12.475020475020473
2023-08-06,11.435435435435434
2023-08-07,10.915642915642914
2023-08-08,13.514605514605513
2023-08-09,15.593775593775591
2023-08-10,16.63336063336063
2023-08-11,16.11356811356811
2023-08-12,13.514605514605513
2023-08-13,11.435435435435434
2023-08-14,13.514605514605513
2023-08-15,16.11356811356811
2023-08-16,14.554190554190551
2023-08-17,13.514605514605513
2023-08-18,12.994812994812992
2023-08-19,12.475020475020473
2023-08-20,10.915642915642914
2023-08-21,14.554190554190551
2023-08-22,21.311493311493308
2023-08-23,20.27190827190827
2023-08-24,19.23232323232323
2023-08-25,17.67294567294567
2023-08-26,14.554190554190551
2023-08-27,14.034398034398032
2023-08-28,12.475020475020473
2023-08-29,14.554190554190551
2023-08-30,14.554190554190551
2023-08-31,15.073983073983072
2023-09-01,12.475020475020473
2023-09-02,11.435435435435434
2023-09-03,10.915642915642914
2023-09-04,10.395850395850395
2023-09-05,15.593775593775591
2023-09-06,17.153153153153152
2023-09-07,15.593775593775591
2023-09-08,13.514605514605513
2023-09-09,9.876057876057875
2023-09-10,11.955227955227954
2023-09-11,18.19273819273819
2023-09-12,24.430248430248426
2023-09-13,20.79170079170079
2023-09-14,29.108381108381103
2023-09-15,21.311493311493308
2023-09-16,12.475020475020473
2023-09-17,10.915642915642914
2023-09-18,13.514605514605513
2023-09-19,14.554190554190551
2023-09-20,14.034398034398032
2023-09-21,14.554190554190551
2023-09-22,13.514605514605513
2023-09-23,9.876057876057875
2023-09-24,10.395850395850395
2023-09-25,11.435435435435434
2023-09-26,16.63336063336063
2023-09-27,15.593775593775591
2023-09-28,19.23232323232323
2023-09-29,15.593775593775591
2023-09-30,9.876057876057875
2023-10-01,9.356265356265355
2023-10-02,9.356265356265355
2023-10-03,11.435435435435434
2023-10-04,14.034398034398032
2023-10-05,18.19273819273819
2023-10-06,15.593775593775591
2023-10-07,17.153153153153152
2023-10-08,14.034398034398032
2023-10-09,16.11356811356811
2023-10-10,27.029211029211027
2023-10-11,16.63336063336063
2023-10-12,15.073983073983072
2023-10-13,12.475020475020473
2023-10-14,9.876057876057875
2023-10-15,11.435435435435434
2023-10-16,14.034398034398032
2023-10-17,17.67294567294567
2023-10-18,21.83128583128583
2023-10-19,24.950040950040947
2023-10-20,31.187551187551183
2023-10-21,12.994812994812992
2023-10-22,10.395850395850395
2023-10-23,12.475020475020473
2023-10-24,13.514605514605513
2023-10-25,12.475020475020473
2023-10-26,12.994812994812992
2023-10-27,11.955227955227954
2023-10-28,9.356265356265355
2023-10-29,8.836472836472835
2023-10-30,11.955227955227954
2023-10-31,11.955227955227954
2023-11-01,12.994812994812992
2023-11-02,15.593775593775591
2023-11-03,11.955227955227954
2023-11-04,8.316680316680316
2023-11-05,9.876057876057875
2023-11-06,11.955227955227954
2023-11-07,12.475020475020473
2023-11-08,12.475020475020473
2023-11-09,13.514605514605513
2023-11-10,10.915642915642914
2023-11-11,9.876057876057875
2023-11-12,10.915642915642914
2023-11-13,15.073983073983072
2023-11-14,14.034398034398032
2023-11-15,15.073983073983072
2023-11-16,16.63336063336063
2023-11-17,11.955227955227954
2023-11-18,8.316680316680316
2023-11-19,9.876057876057875
2023-11-20,15.593775593775591
2023-11-21,16.11356811356811
2023-11-22,10.915642915642914
2023-11-23,12.994812994812992
2023-11-24,8.316680316680316
2023-11-25,7.277095277095276
2023-11-26,7.796887796887796
2023-11-27,7.796887796887796
2023-11-28,9.876057876057875
2023-11-29,13.514605514605513
2023-11-30,11.435435435435434
2023-12-01,7.796887796887796
2023-12-02,7.277095277095276
2023-12-03,7.277095277095276
2023-12-04,8.316680316680316
2023-12-05,9.876057876057875
2023-12-06,11.435435435435434
2023-12-07,11.435435435435434
2023-12-08,21.83128583128583
2023-12-09,16.63336063336063
2023-12-10,12.475020475020473
2023-12-11,10.915642915642914
2023-12-12,11.435435435435434
2023-12-13,18.71253071253071
2023-12-14,20.79170079170079
2023-12-15,14.034398034398032
2023-12-16,12.475020475020473
2023-12-17,9.876057876057875
2023-12-18,14.034398034398032
2023-12-19,12.994812994812992
2023-12-20,12.994812994812992
2023-12-21,12.994812994812992
2023-12-22,15.593775593775591
2023-12-23,13.774501774501772
2023-12-24,8.576576576576576
2023-12-25,8.316680316680316
2023-12-26,8.056784056784055
2023-12-27,8.316680316680316
2023-12-28,8.056784056784055
2023-12-29,8.316680316680316
2023-12-30,8.056784056784055
2023-12-31,7.796887796887796
2024-01-01,8.576576576576576
2024-01-02,8.056784056784055
2024-01-03,8.316680316680316
2024-01-04,8.836472836472835
2024-01-05,14.814086814086812
2024-01-06,13.774501774501772
2024-01-07,8.576576576576576
2024-01-08,13.254709254709253
2024-01-09,13.254709254709253
2024-01-10,15.593775593775591
2024-01-11,20.79170079170079
2024-01-12,21.05159705159705
2024-01-13,14.034398034398032
2024-01-14,13.254709254709253
2024-01-15,13.774501774501772
2024-01-16,15.593775593775591
2024-01-17,14.814086814086812
2024-01-18,15.33387933387933
2024-01-19,15.33387933387933
2024-01-20,14.554190554190551
2024-01-21,15.593775593775591
2024-01-22,15.593775593775591
2024-01-23,15.593775593775591
2024-01-24,23.390663390663388
2024-01-25,15.593775593775591
2024-01-26,23.390663390663388
2024-01-27,23.390663390663388
2024-01-28,15.593775593775591
2024-01-29,15.593775593775591
2024-01-30,23.390663390663388
2024-01-31,15.593775593775591
2024-02-01,15.593775593775591
2024-02-02,15.593775593775591
2024-02-03,15.593775593775591
2024-02-04,15.593775593775591
2024-02-05,15.593775593775591
2024-02-06,15.593775593775591
2024-02-07,15.593775593775591
2024-02-08,23.390663390663388
2024-02-09,62.375102375102365
2024-02-10,31.187551187551183
2024-02-11,23.390663390663388
2024-02-12,23.390663390663388
2024-02-13,23.390663390663388
2024-02-14,15.593775593775591
2024-02-15,15.593775593775591
2024-02-16,15.593775593775591
2024-02-17,15.593775593775591
2024-02-18,15.593775593775591
2024-02-19,15.593775593775591
2024-02-20,15.593775593775591
2024-02-21,23.390663390663388
2024-02-22,23.390663390663388
2024-02-23,23.390663390663388
2024-02-24,15.593775593775591
2024-02-25,23.390663390663388
2024-02-26,15.593775593775591
2024-02-27,23.390663390663388
2024-02-28,23.390663390663388
2024-02-29,15.593775593775591
2024-03-01,15.593775593775591
2024-03-02,15.593775593775591
2024-03-03,15.593775593775591
2024-03-04,15.593775593775591
2024-03-05,23.390663390663388
2024-03-06,31.187551187551183
2024-03-07,31.187551187551183
2024-03-08,101.35954135954134
2024-03-09,38.98443898443898
2024-03-10,31.187551187551183
2024-03-11,23.390663390663388
2024-03-12,23.390663390663388
2024-03-13,23.390663390663388
2024-03-14,15.593775593775591
2024-03-15,15.593775593775591
2024-03-16,7.796887796887796
2024-03-17,15.593775593775591
2024-03-18,15.593775593775591
2024-03-19,15.593775593775591
2024-03-20,23.390663390663388
2024-03-21,15.593775593775591
2024-03-22,15.593775593775591
2024-03-23,7.796887796887796
2024-03-24,7.796887796887796
2024-03-25,7.796887796887796
2024-03-26,15.593775593775591
2024-03-27,15.593775593775591
2024-03-28,23.390663390663388
2024-03-29,15.593775593775591
2024-03-30,31.187551187551183
2024-03-31,46.781326781326776
2024-04-01,23.390663390663388
2024-04-02,15.593775593775591
2024-04-03,15.593775593775591
2024-04-04,15.593775593775591
2024-04-05,15.593775593775591
2024-04-06,15.593775593775591
2024-04-07,15.593775593775591
2024-04-08,15.593775593775591
2024-04-09,15.593775593775591
2024-04-10,15.593775593775591
2024-04-11,15.593775593775591
2024-04-12,15.593775593775591
2024-04-13,15.593775593775591
2024-04-14,15.593775593775591
2024-04-15,15.593775593775591
2024-04-16,15.593775593775591
2024-04-17,15.593775593775591
2024-04-18,15.593775593775591
2024-04-19,15.593775593775591
2024-04-20,15.593775593775591
2024-04-21,7.796887796887796
2024-04-22,15.593775593775591
2024-04-23,15.593775593775591
2024-04-24,23.390663390663388
2024-04-25,23.390663390663388
2024-04-26,23.390663390663388
2024-04-27,15.593775593775591
2024-04-28,23.390663390663388
2024-04-29,15.593775593775591
2024-04-30,15.593775593775591
2024-05-01,15.593775593775591
2024-05-02,15.593775593775591
2024-05-03,15.593775593775591
2024-05-04,15.593775593775591
2024-05-05,7.796887796887796
2024-05-06,15.593775593775591
2024-05-07,15.593775593775591
2024-05-08,15.593775593775591
2024-05-09,15.593775593775591
2024-05-10,23.390663390663388
2024-05-11,15.593775593775591
2024-05-12,15.593775593775591
2024-05-13,15.593775593775591
2024-05-14,15.593775593775591
2024-05-15,23.390663390663388
2024-05-16,15.593775593775591
2024-05-17,15.593775593775591
2024-05-18,15.593775593775591
2024-05-19,15.593775593775591
2024-05-20,15.593775593775591
2024-05-21,23.390663390663388
2024-05-22,15.593775593775591
2024-05-23,15.593775593775591
2024-05-24,15.593775593775591
2024-05-25,15.593775593775591
2024-05-26,15.593775593775591
2024-05-27,15.593775593775591
2024-05-28,15.593775593775591
2024-05-29,15.593775593775591
2024-05-30,23.390663390663388
2024-05-31,31.187551187551183
2024-06-01,23.390663390663388
2024-06-02,23.390663390663388
2024-06-03,31.187551187551183
2024-06-04,38.98443898443898
2024-06-05,38.98443898443898
2024-06-06,46.781326781326776
2024-06-07,46.781326781326776
2024-06-08,31.187551187551183
2024-06-09,23.390663390663388
2024-06-10,31.187551187551183
2024-06-11,101.35954135954134
2024-06-12,54.57821457821457
2024-06-13,31.187551187551183
2024-06-14,31.187551187551183
2024-06-15,31.187551187551183
2024-06-16,23.390663390663388
2024-06-17,31.187551187551183
2024-06-18,38.98443898443898
2024-06-19,31.187551187551183
2024-06-20,23.390663390663388
2024-06-21,23.390663390663388
2024-06-22,23.390663390663388
2024-06-23,23.390663390663388
2024-06-24,23.390663390663388
2024-06-25,23.390663390663388
2024-06-26,31.187551187551183
2024-06-27,54.57821457821457
2024-06-28,335.2661752661752
2024-06-29,124.75020475020473
2024-06-30,93.56265356265355
2024-07-01,85.76576576576575
2024-07-02,62.375102375102365
2024-07-03,85.76576576576575
2024-07-04,77.96887796887796
2024-07-05,101.35954135954134
2024-07-06,132.54709254709252
2024-07-07,62.375102375102365
2024-07-08,62.375102375102365
2024-07-09,54.57821457821457
2024-07-10,62.375102375102365
2024-07-11,140.34398034398032
2024-07-12,155.93775593775592
2024-07-13,70.17199017199016
2024-07-14,116.95331695331693
2024-07-15,70.17199017199016
2024-07-16,54.57821457821457
2024-07-17,77.96887796887796
2024-07-18,163.7346437346437
2024-07-19,226.10974610974608
2024-07-20,101.35954135954134
2024-07-21,779.6887796887796
2024-07-22,233.90663390663386
2024-07-23,179.3284193284193
2024-07-24,85.76576576576575
2024-07-25,101.35954135954134
2024-07-26,38.98443898443898
2024-07-27,31.187551187551183
2024-07-28,23.390663390663388
2024-07-29,23.390663390663388
2024-07-30,23.390663390663388
2024-07-31,15.593775593775591
2024-08-01,15.593775593775591
2024-08-02,15.593775593775591
2024-08-03,15.593775593775591
2024-08-04,15.593775593775591
2024-08-05,15.593775593775591
2024-08-06,15.593775593775591
2024-08-07,15.593775593775591
2024-08-08,15.593775593775591
2024-08-09,15.593775593775591
2024-08-10,15.593775593775591
2024-08-11,15.593775593775591
2024-08-12,15.593775593775591
2024-08-13,15.593775593775591
2024-08-14,15.593775593775591
2024-08-15,15.593775593775591
2024-08-16,15.593775593775591
2024-08-17,7.796887796887796
2024-08-18,8.353808353808352
2024-08-19,20.606060606060602
2024-08-20,72.95659295659294
2024-08-21,21.719901719901717
2024-08-22,16.15069615069615
2024-08-23,14.479934479934478
2024-08-24,8.91072891072891
2024-08-25,8.353808353808352
2024-08-26,8.353808353808352
2024-08-27,13.366093366093363
2024-08-28,8.353808353808352
2024-08-29,8.353808353808352
2024-08-30,8.353808353808352
2024-08-31,7.7968877968877965
2024-09-01,7.7968877968877965
2024-09-02,8.91072891072891
2024-09-03,7.239967239967239
2024-09-04,7.7968877968877965
2024-09-05,14.479934479934478
2024-09-06,13.923013923013922
2024-09-07,7.7968877968877965
2024-09-08,7.239967239967239
2024-09-09,7.239967239967239
2024-09-10,8.353808353808352
2024-09-11,31.187551187551186
2024-09-12,23.947583947583944
2024-09-13,15.593775593775593
2024-09-14,13.923013923013922
2024-09-15,8.353808353808352
2024-09-16,8.353808353808352
2024-09-17,7.7968877968877965
2024-09-18,7.7968877968877965
2024-09-19,7.7968877968877965
2024-09-20,7.7968877968877965
2024-09-21,7.7968877968877965
