Time,food_near_me
2024-11-26,40.06088782487883
2024-11-27,46.386291165649176
2024-11-28,60.09133173731825
2024-11-29,47.44052505577756
2024-11-30,52.71169450641951
2024-12-01,52.71169450641951
2024-12-02,34.78971837423688
2024-12-03,32.6812505939801
2024-12-04,36.89818615449366
2024-12-05,36.89818615449366
2024-12-06,41.11512171500722
2024-12-07,61.145565627446636
2024-12-08,57.98286395706147
2024-12-09,36.89818615449366
2024-12-10,34.78971837423688
2024-12-11,35.84395226436527
2024-12-12,35.84395226436527
2024-12-13,43.223589495264
2024-12-14,63.25403340770342
2024-12-15,56.928630066933074
2024-12-16,36.89818615449366
2024-12-17,36.89818615449366
2024-12-18,36.89818615449366
2024-12-19,39.00665393475044
2024-12-20,48.49475894590596
2024-12-21,63.25403340770342
2024-12-22,59.037097847189855
2024-12-23,50.60322672616273
2024-12-24,60.09133173731825
2024-12-25,105.42338901283902
2024-12-26,62.19979951757503
2024-12-27,54.82016228667629
2024-12-28,60.09133173731825
2024-12-29,62.19979951757503
2024-12-30,50.60322672616273
2024-12-31,55.87439617680469
2025-01-01,78.01330786950088
2025-01-02,44.277823385392395
2025-01-03,46.386291165649176
2025-01-04,57.98286395706147
2025-01-05,49.548992836034344
2025-01-06,34.78971837423688
2025-01-07,33.73548448410849
2025-01-08,33.73548448410849
2025-01-09,34.78971837423688
2025-01-10,39.00665393475044
2025-01-11,53.765928396547906
2025-01-12,48.49475894590596
2025-01-13,34.78971837423688
2025-01-14,32.6812505939801
2025-01-15,33.73548448410849
2025-01-16,36.89818615449366
2025-01-17,42.169355605135614
2025-01-18,61.145565627446636
2025-01-19,53.765928396547906
2025-01-20,46.386291165649176
2025-01-21,34.78971837423688
2025-01-22,35.84395226436527
2025-01-23,34.78971837423688
2025-01-24,41.11512171500722
2025-01-25,60.09133173731825
2025-01-26,55.87439617680469
2025-01-27,33.73548448410849
2025-01-28,34.78971837423688
2025-01-29,37.95242004462205
2025-01-30,35.84395226436527
2025-01-31,43.223589495264
2025-02-01,62.19979951757503
2025-02-02,60.09133173731825
2025-02-03,34.78971837423688
2025-02-04,33.73548448410849
2025-02-05,35.84395226436527
2025-02-06,37.95242004462205
2025-02-07,41.11512171500722
2025-02-08,59.037097847189855
2025-02-09,48.49475894590596
2025-02-10,28.464315033466537
2025-02-11,33.73548448410849
2025-02-12,33.73548448410849
2025-02-13,33.73548448410849
2025-02-14,46.386291165649176
2025-02-15,67.47096896821698
2025-02-16,60.09133173731825
2025-02-17,43.223589495264
2025-02-18,32.6812505939801
2025-02-19,35.84395226436527
2025-02-20,34.78971837423688
2025-02-21,43.223589495264
2025-02-22,64.3082672978318
2025-02-23,64.3082672978318
2025-02-24,39.00665393475044
2025-02-25,35.84395226436527
2025-02-26,36.89818615449366
2025-02-27,40.06088782487883
2025-02-28,45.33205727552078
2025-03-01,65.3625011879602
2025-03-02,63.25403340770342
2025-03-03,37.95242004462205
2025-03-04,35.84395226436527
2025-03-05,35.84395226436527
2025-03-06,36.89818615449366
2025-03-07,44.277823385392395
2025-03-08,66.41673507808859
2025-03-09,64.3082672978318
2025-03-10,41.11512171500722
2025-03-11,39.00665393475044
2025-03-12,37.95242004462205
2025-03-13,42.169355605135614
2025-03-14,48.49475894590596
2025-03-15,71.68790452873054
2025-03-16,67.47096896821698
2025-03-17,41.11512171500722
2025-03-18,39.00665393475044
2025-03-19,41.11512171500722
2025-03-20,42.169355605135614
2025-03-21,48.49475894590596
2025-03-22,68.52520285834537
2025-03-23,66.41673507808859
2025-03-24,39.00665393475044
2025-03-25,37.95242004462205
2025-03-26,41.11512171500722
2025-03-27,40.06088782487883
2025-03-28,49.548992836034344
2025-03-29,71.68790452873054
2025-03-30,68.52520285834537
2025-03-31,40.06088782487883
2025-04-01,37.95242004462205
2025-04-02,36.89818615449366
2025-04-03,42.169355605135614
2025-04-04,47.44052505577756
2025-04-05,66.41673507808859
2025-04-06,64.3082672978318
2025-04-07,39.00665393475044
2025-04-08,35.84395226436527
2025-04-09,36.89818615449366
2025-04-10,42.169355605135614
2025-04-11,48.49475894590596
2025-04-12,70.63367063860215
2025-04-13,66.41673507808859
2025-04-14,42.169355605135614
2025-04-15,41.431391882045745
2025-04-16,39.95546443586599
2025-04-17,43.961553218353885
2025-04-18,53.449658229509396
2025-04-19,65.41521288246662
2025-04-20,68.41977946933252
2025-04-21,41.95850882710994
2025-04-22,36.950897849000086
2025-04-23,40.42986968642377
2025-04-24,40.956986631487965
2025-04-25,47.44052505577757
2025-04-26,76.90636228486608
2025-04-27,66.4167350780886
2025-04-28,40.42986968642377
2025-04-29,38.953942240244025
2025-04-30,38.953942240244025
2025-05-01,41.431391882045745
2025-05-02,46.4390028601556
2025-05-03,64.94080763190885
2025-05-04,66.4167350780886
2025-05-05,39.95546443586599
2025-05-06,35.47497040282033
2025-05-07,36.950897849000086
2025-05-08,39.4283474908018
2025-05-09,45.437480664533624
2025-05-10,67.41825727371057
2025-05-11,67.41825727371057
2025-05-12,36.950897849000086
2025-05-13,35.94937565337811
2025-05-14,37.95242004462206
2025-05-15,40.79885154796871
2025-05-16,45.542904053546465
2025-05-17,66.4167350780886
2025-05-18,64.5191140758575
2025-05-19,38.90123054573761
2025-05-20,37.95242004462206
2025-05-21,37.95242004462206
2025-05-22,41.74766204908426
2025-05-23,50.28695655912423
2025-05-24,65.46792457697305
2025-05-25,68.3143560803197
2025-05-26,61.672682572510844
2025-05-27,37.95242004462206
2025-05-28,37.95242004462206
2025-05-29,39.85004104685316
2025-05-30,49.338146058008675
2025-05-31,60.72387207139529
2025-06-01,64.5191140758575
2025-06-02,40.79885154796871
2025-06-03,40.79885154796871
2025-06-04,38.90123054573761
2025-06-05,39.85004104685316
2025-06-06,46.49171455466202
2025-06-07,59.77506157027974
2025-06-08,61.672682572510844
2025-06-09,42.696472550199815
2025-06-10,39.85004104685316
2025-06-11,42.696472550199815
2025-06-12,43.64528305131537
2025-06-13,49.338146058008675
2025-06-14,60.72387207139529
2025-06-15,60.72387207139529
2025-06-16,40.79885154796871
2025-06-17,40.79885154796871
2025-06-18,43.64528305131537
2025-06-19,48.38933555689312
2025-06-20,51.23576706023978
2025-06-21,61.672682572510844
2025-06-22,62.6214930736264
2025-06-23,43.64528305131537
2025-06-24,41.74766204908426
2025-06-25,41.74766204908426
2025-06-26,43.64528305131537
2025-06-27,53.13338806247088
2025-06-28,64.5191140758575
2025-06-29,64.5191140758575
2025-06-30,43.64528305131537
2025-07-01,42.696472550199815
2025-07-02,46.49171455466202
2025-07-03,51.23576706023978
2025-07-04,65.46792457697305
2025-07-05,67.36554557920415
2025-07-06,64.5191140758575
2025-07-07,44.59409355243092
2025-07-08,41.74766204908426
2025-07-09,46.49171455466202
2025-07-10,44.59409355243092
2025-07-11,50.28695655912423
2025-07-12,65.46792457697305
2025-07-13,65.46792457697305
2025-07-14,45.542904053546465
2025-07-15,44.59409355243092
2025-07-16,45.542904053546465
2025-07-17,42.696472550199815
2025-07-18,53.13338806247088
2025-07-19,63.57030357474195
2025-07-20,65.46792457697305
2025-07-21,44.59409355243092
2025-07-22,44.59409355243092
2025-07-23,48.38933555689312
2025-07-24,44.59409355243092
2025-07-25,52.184577561355326
2025-07-26,64.5191140758575
2025-07-27,65.46792457697305
2025-07-28,46.49171455466202
2025-07-29,40.79885154796871
2025-07-30,40.79885154796871
2025-07-31,44.59409355243092
2025-08-01,53.13338806247088
2025-08-02,64.5191140758575
2025-08-03,67.36554557920415
2025-08-04,45.542904053546465
2025-08-05,40.79885154796871
2025-08-06,44.59409355243092
2025-08-07,46.49171455466202
2025-08-08,51.23576706023978
2025-08-09,67.36554557920415
2025-08-10,69.26316658143526
2025-08-11,43.64528305131537
2025-08-12,40.79885154796871
2025-08-13,42.696472550199815
2025-08-14,43.64528305131537
2025-08-15,48.38933555689312
2025-08-16,64.5191140758575
2025-08-17,64.5191140758575
2025-08-18,43.64528305131537
2025-08-19,38.90123054573761
2025-08-20,41.74766204908426
2025-08-21,41.74766204908426
2025-08-22,48.38933555689312
2025-08-23,65.46792457697305
2025-08-24,64.5191140758575
2025-08-25,39.85004104685316
2025-08-26,36.054799042390954
2025-08-27,38.90123054573761
2025-08-28,38.90123054573761
2025-08-29,47.44052505577757
2025-08-30,59.77506157027974
2025-08-31,69.26316658143526
2025-09-01,58.826251069164186
2025-09-02,34.15717804015985
2025-09-03,35.1059885412754
2025-09-04,35.1059885412754
2025-09-05,40.79885154796871
2025-09-06,55.979819565817536
2025-09-07,56.92863006693309
2025-09-08,34.15717804015985
2025-09-09,34.15717804015985
2025-09-10,34.15717804015985
2025-09-11,35.1059885412754
2025-09-12,41.74766204908426
2025-09-13,57.877440568048634
2025-09-14,55.979819565817536
2025-09-15,32.25955703792875
2025-09-16,33.2083675390443
2025-09-17,37.95242004462206
2025-09-18,34.15717804015985
2025-09-19,41.74766204908426
2025-09-20,63.57030357474195
2025-09-21,59.77506157027974
2025-09-22,35.1059885412754
2025-09-23,36.054799042390954
2025-09-24,35.1059885412754
2025-09-25,35.1059885412754
2025-09-26,44.59409355243092
2025-09-27,63.57030357474195
2025-09-28,57.877440568048634
2025-09-29,35.1059885412754
2025-09-30,37.003609543506506
2025-10-01,38.90123054573761
2025-10-02,34.15717804015985
2025-10-03,44.59409355243092
2025-10-04,62.6214930736264
2025-10-05,56.92863006693309
2025-10-06,34.15717804015985
2025-10-07,33.2083675390443
2025-10-08,35.1059885412754
2025-10-09,37.95242004462206
2025-10-10,52.184577561355326
2025-10-11,61.672682572510844
2025-10-12,55.979819565817536
2025-10-13,37.95242004462206
2025-10-14,35.1059885412754
2025-10-15,37.003609543506506
2025-10-16,37.95242004462206
2025-10-17,50.28695655912423
2025-10-18,62.6214930736264
2025-10-19,57.877440568048634
2025-10-20,36.054799042390954
2025-10-21,34.15717804015985
2025-10-22,37.95242004462206
2025-10-23,37.95242004462206
2025-10-24,48.38933555689312
2025-10-25,61.672682572510844
2025-10-26,55.03100906470198
2025-10-27,37.003609543506506
2025-10-28,33.2083675390443
2025-10-29,37.003609543506506
2025-10-30,37.003609543506506
2025-10-31,44.59409355243092
2025-11-01,69.26316658143526
2025-11-02,54.08219856358643
2025-11-03,36.054799042390954
2025-11-04,35.1059885412754
2025-11-05,34.15717804015985
2025-11-06,37.003609543506506
2025-11-07,44.59409355243092
2025-11-08,65.46792457697305
2025-11-09,53.13338806247088
2025-11-10,34.15717804015985
2025-11-11,39.85004104685316
2025-11-12,33.2083675390443
2025-11-13,37.003609543506506
2025-11-14,39.85004104685316
2025-11-15,59.77506157027974
2025-11-16,52.184577561355326
2025-11-17,33.2083675390443
2025-11-18,33.2083675390443
2025-11-19,37.003609543506506
2025-11-20,37.003609543506506
2025-11-21,42.696472550199815
2025-11-22,61.672682572510844
2025-11-23,55.979819565817536
2025-11-24,39.85004104685316
2025-11-25,37.95242004462206
2025-11-26,44.59409355243092
2025-11-27,54.08219856358643
2025-11-28,42.696472550199815
2025-11-29,47.44052505577757
2025-11-30,48.38933555689312
2025-12-01,32.25955703792875
2025-12-02,33.2083675390443
2025-12-03,34.15717804015985
2025-12-04,34.15717804015985
2025-12-05,39.85004104685316
2025-12-06,56.92863006693309
2025-12-07,54.08219856358643
2025-12-08,34.15717804015985
2025-12-09,33.2083675390443
2025-12-10,36.054799042390954
2025-12-11,37.003609543506506
2025-12-12,43.64528305131537
2025-12-13,59.77506157027974
2025-12-14,55.03100906470198
2025-12-15,37.003609543506506
2025-12-16,37.003609543506506
2025-12-17,38.90123054573761
2025-12-18,39.85004104685316
2025-12-19,44.59409355243092
2025-12-20,55.979819565817536
2025-12-21,53.13338806247088
2025-12-22,43.64528305131537
2025-12-23,46.49171455466202
2025-12-24,55.03100906470198
2025-12-25,94.88105011155514
2025-12-26,58.826251069164186
2025-12-27,53.13338806247088
2025-12-28,52.184577561355326
2025-12-29,43.64528305131537
2025-12-30,45.542904053546465
2025-12-31,54.08219856358643
2026-01-01,73.05840858589745
2026-01-02,52.184577561355326
2026-01-03,54.08219856358643
2026-01-04,49.338146058008675
2026-01-05,35.1059885412754
2026-01-06,34.15717804015985
2026-01-07,36.054799042390954
2026-01-08,37.003609543506506
2026-01-09,43.64528305131537
2026-01-10,57.877440568048634
2026-01-11,51.23576706023978
2026-01-12,34.15717804015985
2026-01-13,37.95242004462206
2026-01-14,36.054799042390954
2026-01-15,37.003609543506506
2026-01-16,40.79885154796871
2026-01-17,55.979819565817536
2026-01-18,53.13338806247088
2026-01-19,44.59409355243092
2026-01-20,34.15717804015985
2026-01-21,36.054799042390954
2026-01-22,35.1059885412754
2026-01-23,40.79885154796871
2026-01-24,47.44052505577757
2026-01-25,41.74766204908426
2026-01-26,36.054799042390954
2026-01-27,33.2083675390443
2026-01-28,33.2083675390443
2026-01-29,35.1059885412754
2026-01-30,39.85004104685316
2026-01-31,56.92863006693309
2026-02-01,54.08219856358643
2026-02-02,37.95242004462206
2026-02-03,37.003609543506506
2026-02-04,38.90123054573761
2026-02-05,41.74766204908426
2026-02-06,45.542904053546465
2026-02-07,59.77506157027974
2026-02-08,53.13338806247088
2026-02-09,35.1059885412754
2026-02-10,39.85004104685316
2026-02-11,38.90123054573761
2026-02-12,38.90123054573761
2026-02-13,47.44052505577757
2026-02-14,69.26316658143526
2026-02-15,65.46792457697305
2026-02-16,50.28695655912423
2026-02-17,43.64528305131537
2026-02-18,39.85004104685316
2026-02-19,44.59409355243092
2026-02-20,48.38933555689312
2026-02-21,65.46792457697305
2026-02-22,60.72387207139529
2026-02-23,45.542904053546465
2026-02-24,41.74766204908426
2026-02-25,40.79885154796871
2026-02-26,48.38933555689312
2026-02-27,54.08219856358643
2026-02-28,60.72387207139529
2026-03-01,56.92863006693309
2026-03-02,37.95242004462206
2026-03-03,37.003609543506506
2026-03-04,38.90123054573761
2026-03-05,40.79885154796871
2026-03-06,44.59409355243092
2026-03-07,65.46792457697305
2026-03-08,64.5191140758575
2026-03-09,42.696472550199815
2026-03-10,41.74766204908426
2026-03-11,41.74766204908426
2026-03-12,41.74766204908426
2026-03-13,48.38933555689312
2026-03-14,66.4167350780886
2026-03-15,61.672682572510844
2026-03-16,41.74766204908426
2026-03-17,41.74766204908426
2026-03-18,43.64528305131537
2026-03-19,44.59409355243092
2026-03-20,51.23576706023978
2026-03-21,69.26316658143526
2026-03-22,62.6214930736264
2026-03-23,41.74766204908426
2026-03-24,38.90123054573761
2026-03-25,50.28695655912423
2026-03-26,47.44052505577757
2026-03-27,56.92863006693309
2026-03-28,77.80246109147522
2026-03-29,77.80246109147522
2026-03-30,53.13338806247088
2026-03-31,44.59409355243092
2026-04-01,40.79885154796871
2026-04-02,43.64528305131537
2026-04-03,53.13338806247088
2026-04-04,62.6214930736264
2026-04-05,62.6214930736264
2026-04-06,45.542904053546465
2026-04-07,43.64528305131537
2026-04-08,46.49171455466202
2026-04-09,46.49171455466202
2026-04-10,51.23576706023978
2026-04-11,68.3143560803197
2026-04-12,60.72387207139529
2026-04-13,36.054799042390954
2026-04-14,38.90123054573761
2026-04-15,40.79885154796871
2026-04-16,39.85004104685316
2026-04-17,45.542904053546465
2026-04-18,63.57030357474195
2026-04-19,64.5191140758575
2026-04-20,40.79885154796871
2026-04-21,40.79885154796871
2026-04-22,40.79885154796871
2026-04-23,44.59409355243092
2026-04-24,48.38933555689312
2026-04-25,63.57030357474195
2026-04-26,64.5191140758575
2026-04-27,40.79885154796871
2026-04-28,39.85004104685316
2026-04-29,39.85004104685316
2026-04-30,45.542904053546465
2026-05-01,49.338146058008675
2026-05-02,68.3143560803197
2026-05-03,64.5191140758575
2026-05-04,41.74766204908426
2026-05-05,44.59409355243092
2026-05-06,44.59409355243092
2026-05-07,42.696472550199815
2026-05-08,53.13338806247088
2026-05-09,57.877440568048634
2026-05-10,66.4167350780886
2026-05-11,39.85004104685316
2026-05-12,38.90123054573761
2026-05-13,39.85004104685316
2026-05-14,44.59409355243092
2026-05-15,48.38933555689312
2026-05-16,67.36554557920415
2026-05-17,63.57030357474195
2026-05-18,43.64528305131537
2026-05-19,39.85004104685316
2026-05-20,45.542904053546465
2026-05-21,46.49171455466202
2026-05-22,55.03100906470198
2026-05-23,67.36554557920415
2026-05-24,66.4167350780886
2026-05-25,59.77506157027974
2026-05-26,44.59409355243092
2026-05-27,44.59409355243092
2026-05-28,45.542904053546465
2026-05-29,56.92863006693309
2026-05-30,69.26316658143526
2026-05-31,66.4167350780886
