Time,productive
2022-07-03,32.0
2022-07-04,36.0
2022-07-05,48.0
2022-07-06,48.0
2022-07-07,57.0
2022-07-08,48.0
2022-07-09,41.0
2022-07-10,42.0
2022-07-11,51.0
2022-07-12,55.0
2022-07-13,49.0
2022-07-14,51.0
2022-07-15,46.0
2022-07-16,40.0
2022-07-17,45.0
2022-07-18,57.0
2022-07-19,56.0
2022-07-20,61.0
2022-07-21,60.0
2022-07-22,48.0
2022-07-23,39.0
2022-07-24,50.0
2022-07-25,53.0
2022-07-26,55.0
2022-07-27,53.0
2022-07-28,45.0
2022-07-29,46.0
2022-07-30,37.0
2022-07-31,43.0
2022-08-01,59.0
2022-08-02,46.0
2022-08-03,58.0
2022-08-04,51.0
2022-08-05,50.0
2022-08-06,39.0
2022-08-07,40.0
2022-08-08,56.0
2022-08-09,52.0
2022-08-10,61.0
2022-08-11,53.0
2022-08-12,46.0
2022-08-13,45.0
2022-08-14,42.0
2022-08-15,57.0
2022-08-16,63.0
2022-08-17,44.0
2022-08-18,55.0
2022-08-19,59.0
2022-08-20,31.0
2022-08-21,40.0
2022-08-22,58.0
2022-08-23,72.0
2022-08-24,61.0
2022-08-25,65.0
2022-08-26,62.0
2022-08-27,43.0
2022-08-28,56.0
2022-08-29,75.0
2022-08-30,70.0
2022-08-31,69.0
2022-09-01,80.5
2022-09-02,67.5
2022-09-03,44.0
2022-09-04,57.0
2022-09-05,61.5
2022-09-06,74.5
2022-09-07,68.0
2022-09-08,73.5
2022-09-09,63.5
2022-09-10,48.5
2022-09-11,58.5
2022-09-12,87.0
2022-09-13,69.0
2022-09-14,79.0
2022-09-15,75.5
2022-09-16,65.0
2022-09-17,48.0
2022-09-18,47.0
2022-09-19,90.5
2022-09-20,77.5
2022-09-21,78.0
2022-09-22,73.5
2022-09-23,59.0
2022-09-24,39.0
2022-09-25,51.0
2022-09-26,77.5
2022-09-27,76.0
2022-09-28,72.0
2022-09-29,66.0
2022-09-30,68.0
2022-10-01,45.0
2022-10-02,55.0
2022-10-03,79.0
2022-10-04,77.0
2022-10-05,74.0
2022-10-06,79.0
2022-10-07,75.0
2022-10-08,48.0
2022-10-09,52.0
2022-10-10,79.0
2022-10-11,79.0
2022-10-12,76.0
2022-10-13,77.0
2022-10-14,66.0
2022-10-15,50.0
2022-10-16,57.0
2022-10-17,83.0
2022-10-18,83.0
2022-10-19,85.0
2022-10-20,81.0
2022-10-21,69.0
2022-10-22,45.0
2022-10-23,50.0
2022-10-24,89.0
2022-10-25,86.0
2022-10-26,78.0
2022-10-27,80.0
2022-10-28,72.0
2022-10-29,50.0
2022-10-30,55.0
2022-10-31,94.0
2022-11-01,93.0
2022-11-02,92.0
2022-11-03,75.0
2022-11-04,75.0
2022-11-05,56.0
2022-11-06,52.0
2022-11-07,90.0
2022-11-08,79.0
2022-11-09,75.0
2022-11-10,73.0
2022-11-11,67.0
2022-11-12,50.0
2022-11-13,58.0
2022-11-14,93.0
2022-11-15,85.0
2022-11-16,81.0
2022-11-17,82.0
2022-11-18,72.0
2022-11-19,42.0
2022-11-20,55.0
2022-11-21,68.0
2022-11-22,62.0
2022-11-23,51.0
2022-11-24,40.0
2022-11-25,35.0
2022-11-26,43.0
2022-11-27,58.0
2022-11-28,81.0
2022-11-29,82.0
2022-11-30,73.0
2022-12-01,74.0
2022-12-02,76.0
2022-12-03,50.0
2022-12-04,51.0
2022-12-05,92.0
2022-12-06,82.0
2022-12-07,87.0
2022-12-08,89.0
2022-12-09,74.0
2022-12-10,52.0
2022-12-11,60.0
2022-12-12,81.0
2022-12-13,82.0
2022-12-14,80.0
2022-12-15,78.0
2022-12-16,64.0
2022-12-17,43.0
2022-12-18,44.0
2022-12-19,57.0
2022-12-20,52.0
2022-12-21,55.0
2022-12-22,53.0
2022-12-23,38.0
2022-12-24,32.0
2022-12-25,25.0
2022-12-26,38.0
2022-12-27,50.0
2022-12-28,49.0
2022-12-29,50.0
2022-12-30,47.0
2022-12-31,36.0
2023-01-01,47.0
2023-01-02,50.0
2023-01-03,62.0
2023-01-04,66.0
2023-01-05,72.0
2023-01-06,71.0
2023-01-07,44.0
2023-01-08,39.0
2023-01-09,80.0
2023-01-10,77.0
2023-01-11,75.0
2023-01-12,74.0
2023-01-13,66.0
2023-01-14,45.0
2023-01-15,49.0
2023-01-16,55.0
2023-01-17,76.0
2023-01-18,85.0
2023-01-19,81.0
2023-01-20,76.0
2023-01-21,53.0
2023-01-22,56.0
2023-01-23,88.0
2023-01-24,93.0
2023-01-25,78.0
2023-01-26,89.0
2023-01-27,77.0
2023-01-28,52.0
2023-01-29,54.0
2023-01-30,82.0
2023-01-31,83.0
2023-02-01,83.0
2023-02-02,79.0
2023-02-03,70.0
2023-02-04,53.0
2023-02-05,65.0
2023-02-06,98.0
2023-02-07,80.0
2023-02-08,83.0
2023-02-09,91.0
2023-02-10,75.0
2023-02-11,51.0
2023-02-12,57.0
2023-02-13,71.0
2023-02-14,79.0
2023-02-15,79.0
2023-02-16,87.0
2023-02-17,74.0
2023-02-18,51.0
2023-02-19,62.0
2023-02-20,78.0
2023-02-21,80.0
2023-02-22,73.0
2023-02-23,82.0
2023-02-24,73.0
2023-02-25,50.0
2023-02-26,57.0
2023-02-27,93.0
2023-02-28,89.0
2023-03-01,79.0
2023-03-02,81.0
2023-03-03,74.0
2023-03-04,54.0
2023-03-05,53.0
2023-03-06,97.0
2023-03-07,80.0
2023-03-08,82.0
2023-03-09,78.0
2023-03-10,65.0
2023-03-11,60.0
2023-03-12,48.0
2023-03-13,69.0
2023-03-14,72.0
2023-03-15,72.0
2023-03-16,70.0
2023-03-17,66.0
2023-03-18,44.0
2023-03-19,54.0
2023-03-20,79.0
2023-03-21,87.0
2023-03-22,86.0
2023-03-23,83.0
2023-03-24,73.0
2023-03-25,50.0
2023-03-26,61.0
2023-03-27,100.0
2023-03-28,86.0
2023-03-29,82.0
2023-03-30,78.0
2023-03-31,65.0
2023-04-01,43.0
2023-04-02,59.0
2023-04-03,78.0
2023-04-04,74.0
2023-04-05,77.0
2023-04-06,71.0
2023-04-07,55.0
2023-04-08,48.0
2023-04-09,50.0
2023-04-10,82.0
2023-04-11,83.0
2023-04-12,74.0
2023-04-13,71.0
2023-04-14,70.0
2023-04-15,43.0
2023-04-16,54.0
2023-04-17,88.0
2023-04-18,75.0
2023-04-19,77.0
2023-04-20,75.0
2023-04-21,70.0
2023-04-22,53.0
2023-04-23,57.0
2023-04-24,89.0
2023-04-25,80.0
2023-04-26,89.86363636363636
2023-04-27,84.97727272727272
2023-04-28,72.27272727272728
2023-04-29,42.0
2023-04-30,49.81818181818181
2023-05-01,84.0
2023-05-02,83.02272727272727
2023-05-03,79.11363636363636
2023-05-04,79.11363636363636
2023-05-05,67.88636363636363
2023-05-06,42.0
2023-05-07,42.0
2023-05-08,67.88636363636363
2023-05-09,75.70454545454545
2023-05-10,63.97727272727273
2023-05-11,70.31818181818181
2023-05-12,57.13636363636363
2023-05-13,38.09090909090909
2023-05-14,39.06818181818181
2023-05-15,65.43181818181819
2023-05-16,62.022727272727266
2023-05-17,65.93181818181819
2023-05-18,60.06818181818181
2023-05-19,56.65909090909091
2023-05-20,42.0
2023-05-21,42.0
2023-05-22,58.11363636363636
2023-05-23,65.43181818181819
2023-05-24,60.06818181818181
2023-05-25,51.54545454545454
2023-05-26,50.590909090909086
2023-05-27,33.40909090909091
2023-05-28,40.090909090909086
2023-05-29,38.18181818181818
2023-05-30,57.272727272727266
2023-05-31,61.090909090909086
2023-06-01,62.04545454545454
2023-06-02,49.63636363636363
2023-06-03,37.22727272727273
2023-06-04,40.090909090909086
2023-06-05,60.13636363636363
2023-06-06,62.04545454545454
2023-06-07,62.99999999999999
2023-06-08,56.31818181818181
2023-06-09,47.72727272727273
2023-06-10,43.90909090909091
2023-06-11,41.04545454545454
2023-06-12,58.22727272727272
2023-06-13,54.40909090909091
2023-06-14,53.45454545454545
2023-06-15,56.31818181818181
2023-06-16,45.81818181818181
2023-06-17,34.36363636363636
2023-06-18,41.04545454545454
2023-06-19,51.54545454545454
2023-06-20,47.72727272727273
2023-06-21,52.49999999999999
2023-06-22,48.68181818181818
2023-06-23,42.0
2023-06-24,40.090909090909086
2023-06-25,42.0
2023-06-26,52.49999999999999
2023-06-27,57.272727272727266
2023-06-28,57.272727272727266
2023-06-29,48.68181818181818
2023-06-30,43.90909090909091
2023-07-01,40.090909090909086
2023-07-02,41.04545454545454
2023-07-03,42.95454545454545
2023-07-04,41.04545454545454
2023-07-05,44.86363636363636
2023-07-06,50.590909090909086
2023-07-07,44.86363636363636
2023-07-08,36.27272727272727
2023-07-09,37.22727272727273
2023-07-10,62.99999999999999
2023-07-11,45.81818181818181
2023-07-12,46.772727272727266
2023-07-13,50.590909090909086
2023-07-14,49.63636363636363
2023-07-15,37.22727272727273
2023-07-16,42.95454545454545
2023-07-17,56.31818181818181
2023-07-18,54.40909090909091
2023-07-19,47.72727272727273
2023-07-20,49.63636363636363
2023-07-21,46.772727272727266
2023-07-22,34.36363636363636
2023-07-23,42.95454545454545
2023-07-24,56.31818181818181
2023-07-25,53.45454545454545
2023-07-26,50.590909090909086
2023-07-27,42.0
2023-07-28,46.772727272727266
2023-07-29,37.22727272727273
2023-07-30,36.27272727272727
2023-07-31,45.81818181818181
2023-08-01,44.86363636363636
2023-08-02,47.72727272727273
2023-08-03,51.54545454545454
2023-08-04,42.95454545454545
2023-08-05,36.27272727272727
2023-08-06,36.27272727272727
2023-08-07,46.772727272727266
2023-08-08,51.54545454545454
2023-08-09,49.63636363636363
2023-08-10,44.86363636363636
2023-08-11,45.81818181818181
2023-08-12,36.27272727272727
2023-08-13,38.18181818181818
2023-08-14,50.590909090909086
2023-08-15,57.272727272727266
2023-08-16,59.18181818181818
2023-08-17,54.40909090909091
2023-08-18,54.40909090909091
2023-08-19,39.13636363636363
2023-08-20,42.95454545454545
2023-08-21,62.99999999999999
2023-08-22,68.72727272727272
2023-08-23,69.68181818181817
2023-08-24,69.68181818181817
2023-08-25,71.59090909090908
2023-08-26,30.545454545454543
2023-08-27,60.13636363636363
2023-08-28,75.4090909090909
2023-08-29,76.36363636363636
2023-08-30,71.59090909090908
2023-08-31,78.27272727272727
2023-09-01,68.72727272727272
2023-09-02,39.13636363636363
2023-09-03,48.68181818181818
2023-09-04,57.272727272727266
2023-09-05,81.13636363636363
2023-09-06,79.22727272727272
2023-09-07,83.04545454545453
2023-09-08,69.68181818181817
2023-09-09,49.63636363636363
2023-09-10,60.13636363636363
2023-09-11,84.95454545454545
2023-09-12,74.45454545454545
2023-09-13,86.86363636363636
2023-09-14,86.86363636363636
2023-09-15,71.59090909090908
2023-09-16,52.49999999999999
2023-09-17,57.272727272727266
2023-09-18,77.31818181818181
2023-09-19,87.81818181818181
2023-09-20,76.36363636363636
2023-09-21,82.09090909090908
2023-09-22,64.9090909090909
2023-09-23,41.04545454545454
2023-09-24,64.9090909090909
2023-09-25,86.86363636363636
2023-09-26,81.13636363636363
2023-09-27,83.04545454545453
2023-09-28,88.77272727272727
2023-09-29,71.59090909090908
2023-09-30,43.90909090909091
2023-10-01,47.72727272727273
2023-10-02,84.95454545454545
2023-10-03,76.36363636363636
2023-10-04,78.27272727272727
2023-10-05,79.22727272727272
2023-10-06,71.59090909090908
2023-10-07,51.54545454545454
2023-10-08,55.36363636363636
2023-10-09,84.0
2023-10-10,75.4090909090909
2023-10-11,83.04545454545453
2023-10-12,77.31818181818181
2023-10-13,62.04545454545454
2023-10-14,41.04545454545454
2023-10-15,68.72727272727272
2023-10-16,85.9090909090909
2023-10-17,83.04545454545453
2023-10-18,82.09090909090908
2023-10-19,81.13636363636363
2023-10-20,62.99999999999999
2023-10-21,51.54545454545454
2023-10-22,62.04545454545454
2023-10-23,95.45454545454545
2023-10-24,86.86363636363636
2023-10-25,84.0
2023-10-26,87.81818181818181
2023-10-27,68.72727272727272
2023-10-28,42.0
2023-10-29,53.45454545454545
2023-10-30,91.63636363636363
2023-10-31,88.77272727272727
2023-11-01,80.18181818181817
2023-11-02,82.09090909090908
2023-11-03,72.54545454545455
2023-11-04,47.72727272727273
2023-11-05,61.090909090909086
2023-11-06,94.5
2023-11-07,86.86363636363636
2023-11-08,90.68181818181817
2023-11-09,90.68181818181817
2023-11-10,64.9090909090909
2023-11-11,50.590909090909086
2023-11-12,57.272727272727266
2023-11-13,86.86363636363636
2023-11-14,89.72727272727272
2023-11-15,81.13636363636363
2023-11-16,78.27272727272727
2023-11-17,76.36363636363636
2023-11-18,53.45454545454545
2023-11-19,57.272727272727266
2023-11-20,75.4090909090909
2023-11-21,64.9090909090909
2023-11-22,48.68181818181818
2023-11-23,28.636363636363633
2023-11-24,45.81818181818181
2023-11-25,42.95454545454545
2023-11-26,59.18181818181818
2023-11-27,84.0
2023-11-28,86.86363636363636
2023-11-29,83.04545454545453
2023-11-30,84.95454545454545
2023-12-01,73.5
2023-12-02,53.45454545454545
2023-12-03,61.090909090909086
2023-12-04,94.5
2023-12-05,82.09090909090908
2023-12-06,88.77272727272727
2023-12-07,78.27272727272727
2023-12-08,83.04545454545453
2023-12-09,63.95454545454545
2023-12-10,54.40909090909091
2023-12-11,80.18181818181817
2023-12-12,88.77272727272727
2023-12-13,74.45454545454545
2023-12-14,86.86363636363636
2023-12-15,69.68181818181817
2023-12-16,51.54545454545454
2023-12-17,45.81818181818181
2023-12-18,68.72727272727272
2023-12-19,67.77272727272727
2023-12-20,64.9090909090909
2023-12-21,60.13636363636363
2023-12-22,48.81501057082452
2023-12-23,36.08403805496829
2023-12-24,38.126321353065535
2023-12-25,24.91807610993657
2023-12-26,46.772727272727266
2023-12-27,57.93868921775898
2023-12-28,52.89957716701902
2023-12-29,49.83615221987314
2023-12-30,42.68816067653276
2023-12-31,44.73044397463001
2024-01-01,45.751585623678636
2024-01-02,75.23150105708244
2024-01-03,69.64852008456658
2024-01-04,66.10782241014797
2024-01-05,67.60623678646934
2024-01-06,35.06289640591966
2024-01-07,43.70930232558139
2024-01-08,74.7542283298097
2024-01-09,83.40063424947144
2024-01-10,87.96247357293868
2024-01-11,75.23150105708244
2024-01-12,74.21035940803381
2024-01-13,46.772727272727266
2024-01-14,42.21088794926004
2024-01-15,57.46141649048624
2024-01-16,78.29492600422832
2024-01-17,91.02589852008455
2024-01-18,83.87790697674419
2024-01-19,78.29492600422832
2024-01-20,52.21141649048624
2024-01-21,64.17653276955602
2024-01-22,85.93128964059194
2024-01-23,79.40486257928117
2024-01-24,95.72093023255812
2024-01-25,90.28224101479914
2024-01-26,84.84355179704015
2024-01-27,52.21141649048624
2024-01-28,54.38689217758984
2024-01-29,97.89640591966172
2024-01-30,100.0718816067653
2024-01-31,95.72093023255812
2024-02-01,91.36997885835093
2024-02-02,77.22938689217757
2024-02-03,63.08879492600421
2024-02-04,60.91331923890062
2024-02-05,93.54545454545453
2024-02-06,98.98414376321351
2024-02-07,89.19450317124733
2024-02-08,82.66807610993656
2024-02-09,72.87843551797039
2024-02-10,53.29915433403804
2024-02-11,57.65010570824523
2024-02-12,87.01902748414375
2024-02-13,91.36997885835093
2024-02-14,87.01902748414375
2024-02-15,89.19450317124733
2024-02-16,87.01902748414375
2024-02-17,53.29915433403804
2024-02-18,55.474630021141635
2024-02-19,82.66807610993656
2024-02-20,88.10676532769554
2024-02-21,85.93128964059194
2024-02-22,94.63319238900633
2024-02-23,79.40486257928117
2024-02-24,55.474630021141635
2024-02-25,65.26427061310781
2024-02-26,91.36997885835093
2024-02-27,85.93128964059194
2024-02-28,75.05391120507397
2024-02-29,81.58033826638476
2024-03-01,84.84355179704015
2024-03-02,57.65010570824523
2024-03-03,58.73784355179703
2024-03-04,95.72093023255812
2024-03-05,81.58033826638476
2024-03-06,87.01902748414375
2024-03-07,85.93128964059194
2024-03-08,75.05391120507397
2024-03-09,52.21141649048624
2024-03-10,55.474630021141635
2024-03-11,80.49260042283296
2024-03-12,68.5274841437632
2024-03-13,71.7906976744186
2024-03-14,69.615221987315
2024-03-15,64.17653276955602
2024-03-16,46.772727272727266
2024-03-17,54.38689217758984
2024-03-18,90.28224101479914
2024-03-19,90.28224101479914
2024-03-20,84.84355179704015
2024-03-21,79.40486257928117
2024-03-22,68.5274841437632
2024-03-23,44.59725158562367
2024-03-24,59.82558139534883
2024-03-25,88.10676532769554
2024-03-26,80.49260042283296
2024-03-27,75.05391120507397
2024-03-28,68.5274841437632
2024-03-29,56.562367864693435
2024-03-30,46.772727272727266
2024-03-31,48.94820295983086
2024-04-01,79.40486257928117
2024-04-02,77.22938689217757
2024-04-03,77.22938689217757
2024-04-04,76.14164904862578
2024-04-05,67.4397463002114
2024-04-06,55.474630021141635
2024-04-07,54.38689217758984
2024-04-08,80.49260042283296
2024-04-09,83.75581395348836
2024-04-10,75.05391120507397
2024-04-11,79.40486257928117
2024-04-12,85.93128964059194
2024-04-13,42.421775898520075
2024-04-14,65.26427061310781
2024-04-15,94.63319238900633
2024-04-16,77.22938689217757
2024-04-17,80.49260042283296
2024-04-18,83.75581395348836
2024-04-19,92.45771670190273
2024-04-20,72.87843551797039
2024-04-21,84.84355179704015
2024-04-22,106.59830866807609
2024-04-23,106.59830866807609
2024-04-24,107.68604651162788
2024-04-25,97.89640591966172
2024-04-26,88.10676532769554
2024-04-27,66.3520084566596
2024-04-28,67.4397463002114
2024-04-29,108.77378435517969
2024-04-30,89.19450317124733
2024-05-01,85.93128964059194
2024-05-02,73.96617336152218
2024-05-03,66.3520084566596
2024-05-04,54.38689217758984
2024-05-05,56.562367864693435
2024-05-06,85.93128964059194
2024-05-07,88.10676532769554
2024-05-08,70.70295983086679
2024-05-09,76.14164904862578
2024-05-10,66.3520084566596
2024-05-11,41.33403805496828
2024-05-12,52.21141649048624
2024-05-13,70.70295983086679
2024-05-14,67.4397463002114
2024-05-15,68.5274841437632
2024-05-16,72.87843551797039
2024-05-17,52.21141649048624
2024-05-18,46.772727272727266
2024-05-19,42.421775898520075
2024-05-20,63.08879492600421
2024-05-21,65.26427061310781
2024-05-22,63.08879492600421
2024-05-23,60.91331923890062
2024-05-24,60.91331923890062
2024-05-25,51.12367864693445
2024-05-26,42.421775898520075
2024-05-27,45.68498942917547
2024-05-28,70.70295983086679
2024-05-29,56.562367864693435
2024-05-30,65.26427061310781
2024-05-31,57.65010570824523
2024-06-01,47.86046511627906
2024-06-02,48.94820295983086
2024-06-03,62.00105708245242
2024-06-04,67.4397463002114
2024-06-05,58.73784355179703
2024-06-06,57.65010570824523
2024-06-07,56.562367864693435
2024-06-08,43.509513742071874
2024-06-09,56.562367864693435
2024-06-10,72.87843551797039
2024-06-11,60.91331923890062
2024-06-12,69.615221987315
2024-06-13,62.00105708245242
2024-06-14,54.38689217758984
2024-06-15,41.33403805496828
2024-06-16,45.68498942917547
2024-06-17,55.474630021141635
2024-06-18,63.08879492600421
2024-06-19,55.474630021141635
2024-06-20,56.562367864693435
2024-06-21,53.29915433403804
2024-06-22,38.07082452431289
2024-06-23,42.421775898520075
2024-06-24,59.82558139534883
2024-06-25,50.03594080338265
2024-06-26,59.82558139534883
2024-06-27,57.65010570824523
2024-06-28,47.86046511627906
2024-06-29,36.98308668076109
2024-06-30,42.421775898520075
2024-07-01,52.21141649048624
2024-07-02,55.474630021141635
2024-07-03,63.08879492600421
2024-07-04,38.07082452431289
2024-07-05,46.772727272727266
2024-07-06,33.7198731501057
2024-07-07,41.33403805496828
2024-07-08,59.82558139534883
2024-07-09,56.562367864693435
2024-07-10,50.03594080338265
2024-07-11,52.21141649048624
2024-07-12,51.12367864693445
2024-07-13,38.07082452431289
2024-07-14,46.772727272727266
2024-07-15,53.29915433403804
2024-07-16,51.12367864693445
2024-07-17,57.65010570824523
2024-07-18,54.38689217758984
2024-07-19,48.94820295983086
2024-07-20,48.94820295983086
2024-07-21,50.03594080338265
2024-07-22,64.17653276955602
2024-07-23,52.21141649048624
2024-07-24,56.562367864693435
2024-07-25,55.474630021141635
2024-07-26,45.68498942917547
2024-07-27,35.8953488372093
2024-07-28,38.07082452431289
2024-07-29,54.38689217758984
2024-07-30,54.38689217758984
2024-07-31,48.94820295983086
2024-08-01,55.474630021141635
2024-08-02,51.12367864693445
2024-08-03,40.24630021141648
2024-08-04,40.24630021141648
2024-08-05,59.82558139534883
2024-08-06,47.86046511627906
2024-08-07,53.29915433403804
2024-08-08,53.29915433403804
2024-08-09,53.29915433403804
2024-08-10,34.8076109936575
2024-08-11,42.421775898520075
2024-08-12,53.29915433403804
2024-08-13,53.29915433403804
2024-08-14,58.73784355179703
2024-08-15,54.38689217758984
2024-08-16,50.03594080338265
2024-08-17,34.8076109936575
2024-08-18,38.69895482833576
2024-08-19,58.64592204389124
2024-08-20,64.35271565970876
2024-08-21,69.46201947413869
2024-08-22,71.7447369204657
2024-08-23,67.77679182919928
2024-08-24,45.54710716731678
2024-08-25,54.67797695262483
2024-08-26,70.60337819730219
2024-08-27,81.41947562754963
2024-08-28,76.31017181311972
2024-08-29,84.84355179704015
2024-08-30,76.31017181311972
2024-08-31,42.12303099782627
2024-09-01,48.9711833368073
2024-09-02,63.21135693654526
2024-09-03,83.70219307387664
2024-09-04,87.12626924336716
2024-09-05,83.70219307387664
2024-09-06,75.1688130899562
2024-09-07,51.25390078313431
2024-09-08,62.61386713515765
2024-09-09,91.09421433463356
2024-09-10,82.01696542893724
2024-09-11,79.73424798261024
2024-09-12,80.27811690438614
2024-09-13,87.12626924336716
2024-09-14,48.9711833368073
2024-09-15,54.08048715123722
2024-09-16,94.40338861924185
2024-09-17,87.23351100259057
2024-09-18,80.0636333859393
2024-09-19,89.623470208141
2024-09-20,76.47869457761365
2024-09-21,58.55400053598545
2024-09-22,60.94395974153588
2024-09-23,88.42849060536578
2024-09-24,90.8184498109162
2024-09-25,87.23351100259057
2024-09-26,78.86865378316408
2024-09-27,77.67367418038887
2024-09-28,50.18914331655896
2024-09-29,57.35902093321024
2024-09-30,89.623470208141
2024-10-01,81.2586129887145
2024-10-02,90.8184498109162
2024-10-03,81.2586129887145
2024-10-04,70.50379656373758
2024-10-05,45.4092249054581
2024-10-06,65.72387815263673
2024-10-07,90.8184498109162
2024-10-08,86.03853139981535
2024-10-09,72.893755769288
2024-10-10,68.11383735818715
2024-10-11,70.50379656373758
2024-10-12,46.604204508233316
2024-10-13,58.55400053598545
2024-10-14,83.64857219426493
2024-10-15,88.42849060536578
2024-10-16,83.64857219426493
2024-10-17,83.64857219426493
2024-10-18,75.28371497483843
2024-10-19,41.824286097132465
2024-10-20,58.55400053598545
2024-10-21,93.20840901646663
2024-10-22,93.20840901646663
2024-10-23,78.86865378316408
2024-10-24,99.1833070303427
2024-10-25,74.08873537206323
2024-10-26,47.79918411100853
2024-10-27,69.30881696096237
2024-10-28,101.57326623589313
2024-10-29,92.01342941369143
2024-10-30,86.03853139981535
2024-10-31,72.893755769288
2024-11-01,68.11383735818715
2024-11-02,58.55400053598545
2024-11-03,65.72387815263673
2024-11-04,100.37828663311792
2024-11-05,70.50379656373758
2024-11-06,62.13893934431109
2024-11-07,93.20840901646663
2024-11-08,80.0636333859393
2024-11-09,56.164041330435026
2024-11-10,64.52889854986152
2024-11-11,84.84355179704015
2024-11-12,109.93812345531963
2024-11-13,93.20840901646663
2024-11-14,81.2586129887145
2024-11-15,81.2586129887145
2024-11-16,56.164041330435026
2024-11-17,58.55400053598545
2024-11-18,82.45359259148972
2024-11-19,92.01342941369143
2024-11-20,84.84355179704015
2024-11-21,86.03853139981535
2024-11-22,74.08873537206323
2024-11-23,62.13893934431109
2024-11-24,54.96906172765981
2024-11-25,76.47869457761365
2024-11-26,63.3339189470863
2024-11-27,56.164041330435026
2024-11-28,45.4092249054581
2024-11-29,33.459428877705975
2024-11-30,35.8493880832564
