Time,meatloaf_singer
2024-01-01,48.92382315861451
2024-01-02,14.253360114532363
2024-01-03,29.83758199961538
2024-01-04,24.75941793628069
2024-01-05,12.922498343981712
2024-01-06,24.75941793628069
2024-01-07,29.83758199961538
2024-01-08,17.755379388448475
2024-01-09,22.588260432915234
2024-01-10,18.8409581401312
2024-01-11,22.833543451783157
2024-01-12,22.833543451783157
2024-01-13,20.171819910681855
2024-01-14,21.747964700100432
2024-01-15,17.755379388448475
2024-01-16,11.591636573431057
2024-01-17,11.836919592298981
2024-01-18,14.253360114532363
2024-01-19,14.498643133400288
2024-01-20,30.923160751298106
2024-01-21,36.890788264706515
2024-01-22,28.560610269450205
2024-01-23,22.61048312998141
2024-01-24,22.61048312998141
2024-01-25,29.750635697343963
2024-01-26,22.61048312998141
2024-01-27,20.230432274193895
2024-01-28,28.560610269450205
2024-01-29,21.420457702087653
2024-01-30,11.900254278937584
2024-01-31,29.750635697343963
2024-02-01,21.420457702087653
2024-02-02,23.80050855787517
2024-02-03,19.040406846300137
2024-02-04,34.510737408919
2024-02-05,26.18055941366269
2024-02-06,16.66035599051262
2024-02-07,22.61048312998141
2024-02-08,19.040406846300137
2024-02-09,0.0
2024-02-10,27.370584841556447
2024-02-11,39.27083912049403
2024-02-12,30.94066112523772
2024-02-13,0.0
2024-02-14,20.230432274193895
2024-02-15,19.040406846300137
2024-02-16,20.230432274193895
2024-02-17,16.66035599051262
2024-02-18,29.750635697343963
2024-02-19,19.040406846300137
2024-02-20,14.280305134725102
2024-02-21,22.61048312998141
2024-02-22,26.18055941366269
2024-02-23,22.61048312998141
2024-02-24,35.70076283681276
2024-02-25,39.27083912049403
2024-02-26,16.66035599051262
2024-02-27,20.230432274193895
2024-02-28,14.280305134725102
2024-02-29,17.85038141840638
2024-03-01,22.61048312998141
2024-03-02,22.61048312998141
2024-03-03,35.70076283681276
2024-03-04,16.66035599051262
2024-03-05,24.99053398576893
2024-03-06,0.0
2024-03-07,21.420457702087653
2024-03-08,20.230432274193895
2024-03-09,40.46086454838779
2024-03-10,33.32071198102524
2024-03-11,15.47033056261886
2024-03-12,27.370584841556447
2024-03-13,0.0
2024-03-14,21.420457702087653
2024-03-15,21.420457702087653
2024-03-16,22.61048312998141
2024-03-17,34.510737408919
2024-03-18,19.040406846300137
2024-03-19,19.040406846300137
2024-03-20,13.090279706831344
2024-03-21,17.85038141840638
2024-03-22,15.47033056261886
2024-03-23,27.370584841556447
2024-03-24,28.560610269450205
2024-03-25,23.80050855787517
2024-03-26,15.47033056261886
2024-03-27,28.560610269450205
2024-03-28,0.0
2024-03-29,24.99053398576893
2024-03-30,24.99053398576893
2024-03-31,28.560610269450205
2024-04-01,17.85038141840638
2024-04-02,17.85038141840638
2024-04-03,21.420457702087653
2024-04-04,21.420457702087653
2024-04-05,15.47033056261886
2024-04-06,27.370584841556447
2024-04-07,33.32071198102524
2024-04-08,16.66035599051262
2024-04-09,22.61048312998141
2024-04-10,28.560610269450205
2024-04-11,20.230432274193895
2024-04-12,14.280305134725102
2024-04-13,23.80050855787517
2024-04-14,28.560610269450205
2024-04-15,11.900254278937584
2024-04-16,17.85038141840638
2024-04-17,14.280305134725102
2024-04-18,17.85038141840638
2024-04-19,20.230432274193895
2024-04-20,22.61048312998141
2024-04-21,30.94066112523772
2024-04-22,28.560610269450205
2024-04-23,20.230432274193895
2024-04-24,0.0
2024-04-25,14.280305134725102
2024-04-26,17.85038141840638
2024-04-27,28.560610269450205
2024-04-28,22.61048312998141
2024-04-29,119.00254278937585
2024-04-30,38.08081369260027
2024-05-01,19.040406846300137
2024-05-02,14.280305134725102
2024-05-03,19.040406846300137
2024-05-04,26.18055941366269
2024-05-05,38.08081369260027
2024-05-06,20.230432274193895
2024-05-07,24.99053398576893
2024-05-08,16.66035599051262
2024-05-09,20.230432274193895
2024-05-10,14.280305134725102
2024-05-11,22.61048312998141
2024-05-12,23.80050855787517
2024-05-13,13.090279706831344
2024-05-14,17.85038141840638
2024-05-15,22.61048312998141
2024-05-16,0.0
2024-05-17,24.99053398576893
2024-05-18,34.510737408919
2024-05-19,24.99053398576893
2024-05-20,19.040406846300137
2024-05-21,21.420457702087653
2024-05-22,20.230432274193895
2024-05-23,22.61048312998141
2024-05-24,26.18055941366269
2024-05-25,24.99053398576893
2024-05-26,30.94066112523772
2024-05-27,23.80050855787517
2024-05-28,13.090279706831344
2024-05-29,14.280305134725102
2024-05-30,24.99053398576893
2024-05-31,17.85038141840638
2024-06-01,26.18055941366269
2024-06-02,36.890788264706515
2024-06-03,28.560610269450205
2024-06-04,22.61048312998141
2024-06-05,15.47033056261886
2024-06-06,15.47033056261886
2024-06-07,26.18055941366269
2024-06-08,27.370584841556447
2024-06-09,23.80050855787517
2024-06-10,21.420457702087653
2024-06-11,40.46086454838779
2024-06-12,33.32071198102524
2024-06-13,23.80050855787517
2024-06-14,24.99053398576893
2024-06-15,34.510737408919
2024-06-16,30.94066112523772
2024-06-17,14.280305134725102
2024-06-18,24.99053398576893
2024-06-19,19.040406846300137
2024-06-20,22.61048312998141
2024-06-21,19.040406846300137
2024-06-22,27.370584841556447
2024-06-23,16.66035599051262
2024-06-24,23.80050855787517
2024-06-25,17.85038141840638
2024-06-26,23.80050855787517
2024-06-27,21.420457702087653
2024-06-28,14.280305134725102
2024-06-29,35.70076283681276
2024-06-30,24.99053398576893
2024-07-01,0.0
2024-07-02,11.900254278937584
2024-07-03,28.560610269450205
2024-07-04,30.94066112523772
2024-07-05,26.18055941366269
2024-07-06,26.18055941366269
2024-07-07,19.040406846300137
2024-07-08,16.66035599051262
2024-07-09,20.230432274193895
2024-07-10,26.18055941366269
2024-07-11,29.750635697343963
2024-07-12,23.80050855787517
2024-07-13,19.040406846300137
2024-07-14,44.030940832069064
2024-07-15,19.040406846300137
2024-07-16,30.94066112523772
2024-07-17,23.80050855787517
2024-07-18,30.94066112523772
2024-07-19,26.18055941366269
2024-07-20,30.94066112523772
2024-07-21,23.80050855787517
2024-07-22,27.370584841556447
2024-07-23,13.090279706831344
2024-07-24,16.66035599051262
2024-07-25,24.99053398576893
2024-07-26,24.99053398576893
2024-07-27,35.70076283681276
2024-07-28,23.80050855787517
2024-07-29,22.61048312998141
2024-07-30,28.560610269450205
2024-07-31,21.420457702087653
2024-08-01,26.18055941366269
2024-08-02,28.560610269450205
2024-08-03,30.94066112523772
2024-08-04,26.18055941366269
2024-08-05,24.99053398576893
2024-08-06,24.99053398576893
2024-08-07,22.61048312998141
2024-08-08,19.040406846300137
2024-08-09,24.99053398576893
2024-08-10,35.70076283681276
2024-08-11,26.18055941366269
2024-08-12,21.420457702087653
2024-08-13,19.040406846300137
2024-08-14,33.32071198102524
2024-08-15,35.70076283681276
2024-08-16,22.61048312998141
2024-08-17,24.99053398576893
2024-08-18,39.15183657770466
2024-08-19,17.731378875617
2024-08-20,22.967490758349538
2024-08-21,25.1095365285583
2024-08-22,12.733272078463216
2024-08-23,19.278411931878885
2024-08-24,25.1095365285583
2024-08-25,34.39173486612962
2024-08-26,21.420457702087653
2024-08-27,23.562503472296417
2024-08-28,20.111429731404517
2024-08-29,37.84280860702152
2024-08-30,28.5606102694502
2024-08-31,22.729485672770785
2024-09-01,33.55871706660399
2024-09-02,34.62973995170837
2024-09-03,17.969383961195753
2024-09-04,15.351328019829484
2024-09-05,26.180559413662685
2024-09-06,21.420457702087653
2024-09-07,21.6584627876664
2024-09-08,27.727592469924573
2024-09-09,21.6584627876664
2024-09-10,16.422350904933865
2024-09-11,11.662249193358832
2024-09-12,15.827338190986985
2024-09-13,22.491480587192033
2024-09-14,14.2803051347251
2024-09-15,28.798615355028954
2024-09-16,24.6335263574008
2024-09-17,20.944447530930148
2024-09-18,19.99242718861514
2024-09-19,17.612376332827623
2024-09-20,0.0
2024-09-21,21.42045770208765
2024-09-22,46.64899677343533
2024-09-23,19.516417017457638
2024-09-24,30.940661125237717
2024-09-25,18.088386503985127
2024-09-26,26.656569584820186
2024-09-27,26.18055941366268
2024-09-28,47.60101711575033
2024-09-29,31.41667129639522
2024-09-30,24.27651872903267
2024-10-01,14.756315305882604
2024-10-02,19.516417017457638
2024-10-03,20.944447530930148
2024-10-04,0.0
2024-10-05,28.5606102694502
2024-10-06,26.656569584820186
2024-10-07,21.896467873245154
2024-10-08,16.660355990512617
2024-10-09,24.27651872903267
2024-10-10,18.088386503985127
2024-10-11,16.660355990512617
2024-10-12,25.70454924250518
2024-10-13,22.84848821556016
2024-10-14,12.85227462125259
2024-10-15,26.18055941366268
2024-10-16,25.228539071347676
2024-10-17,25.70454924250518
2024-10-18,31.41667129639522
2024-10-19,35.70076283681275
2024-10-20,27.608589927135192
2024-10-21,16.184345819355112
2024-10-22,0.0
2024-10-23,13.328284792410093
2024-10-24,21.896467873245154
2024-10-25,23.800508557875165
2024-10-26,36.65278317912776
2024-10-27,26.18055941366268
2024-10-28,17.612376332827623
2024-10-29,19.99242718861514
2024-10-30,16.184345819355112
2024-10-31,26.656569584820186
2024-11-01,28.084600098292697
2024-11-02,37.12879335028526
2024-11-03,21.42045770208765
2024-11-04,0.0
2024-11-05,19.040406846300133
2024-11-06,0.0
2024-11-07,19.99242718861514
2024-11-08,12.85227462125259
2024-11-09,19.516417017457638
2024-11-10,22.84848821556016
2024-11-11,17.612376332827623
2024-11-12,21.896467873245154
2024-11-13,17.136366161670118
2024-11-14,17.136366161670118
2024-11-15,20.944447530930148
2024-11-16,19.040406846300133
2024-11-17,21.896467873245154
2024-11-18,20.468437359772643
2024-11-19,24.27651872903267
2024-11-20,12.376264450095086
2024-11-21,14.756315305882604
2024-11-22,17.136366161670118
2024-11-23,25.228539071347676
2024-11-24,28.5606102694502
2024-11-25,12.85227462125259
2024-11-26,15.232325477040106
2024-11-27,20.468437359772643
2024-11-28,16.184345819355112
2024-11-29,0.0
2024-11-30,25.228539071347676
2024-12-01,16.184345819355112
2024-12-02,11.900254278937583
2024-12-03,22.84848821556016
2024-12-04,18.088386503985127
2024-12-05,11.42424410778008
2024-12-06,17.612376332827623
2024-12-07,20.468437359772643
