Time,clima
2024-09-27,60.77656599238485
2024-09-28,50.83130973908551
2024-09-29,41.99108195837499
2024-09-30,38.675996540608544
2024-10-01,38.675996540608544
2024-10-02,33.15085417766446
2024-10-03,30.940797232486837
2024-10-04,40.88605348578618
2024-10-05,35.3609111228421
2024-10-06,38.675996540608544
2024-10-07,44.20113890355262
2024-10-08,37.57096806801973
2024-10-09,41.99108195837499
2024-10-10,35.3609111228421
2024-10-11,28.730740287309203
2024-10-12,33.15085417766446
2024-10-13,37.57096806801973
2024-10-14,36.46593959543091
2024-10-15,40.88605348578618
2024-10-16,49.7262812664967
2024-10-17,47.516224321319065
2024-10-18,43.096110430963805
2024-10-19,36.46593959543091
2024-10-20,30.940797232486837
2024-10-21,34.255882650253284
2024-10-22,27.62571181472039
2024-10-23,28.730740287309203
2024-10-24,32.04582570507565
2024-10-25,34.255882650253284
2024-10-26,32.04582570507565
2024-10-27,34.255882650253284
2024-10-28,39.78102501319736
2024-10-29,47.516224321319065
2024-10-30,54.14639515685196
2024-10-31,61.881594464973674
2024-11-01,57.461480574618406
2024-11-02,60.77656599238485
2024-11-03,59.67153751979604
2024-11-04,69.61679377309538
2024-11-05,62.98662293756249
2024-11-06,45.30616737614144
2024-11-07,53.041366684263146
2024-11-08,54.14639515685196
2024-11-09,48.621252793907885
2024-11-10,51.93633821167433
2024-11-11,55.25142362944078
2024-11-12,38.675996540608544
2024-11-13,56.35645210202959
2024-11-14,56.35645210202959
2024-11-15,45.30616737614144
2024-11-16,38.675996540608544
2024-11-17,49.7262812664967
2024-11-18,69.61679377309538
2024-11-19,59.67153751979604
2024-11-20,70.7218222456842
2024-11-21,74.03690766345063
2024-11-22,71.82685071827301
2024-11-23,60.77656599238485
2024-11-24,49.7262812664967
2024-11-25,62.98662293756249
2024-11-26,72.93187919086182
2024-11-27,61.881594464973674
2024-11-28,65.19667988274011
2024-11-29,57.461480574618406
2024-11-30,55.25142362944078
2024-12-01,49.7262812664967
2024-12-02,49.7262812664967
2024-12-03,50.83130973908551
2024-12-04,64.0916514101513
2024-12-05,65.19667988274011
2024-12-06,49.7262812664967
2024-12-07,58.56650904720723
2024-12-08,60.77656599238485
2024-12-09,71.82685071827301
2024-12-10,65.19667988274011
2024-12-11,76.24696460862828
2024-12-12,64.0916514101513
2024-12-13,60.77656599238485
2024-12-14,70.7218222456842
2024-12-15,61.881594464973674
2024-12-16,74.03690766345063
2024-12-17,55.25142362944078
2024-12-18,68.51176530050657
2024-12-19,50.83130973908551
2024-12-20,66.30170835532893
2024-12-21,58.56650904720723
2024-12-22,54.14639515685196
2024-12-23,57.461480574618406
2024-12-24,78.4570215538059
2024-12-25,50.83130973908551
2024-12-26,68.51176530050657
2024-12-27,68.51176530050657
2024-12-28,72.93187919086182
2024-12-29,68.51176530050657
2024-12-30,51.93633821167433
2024-12-31,53.041366684263146
2025-01-01,45.30616737614144
2025-01-02,53.041366684263146
2025-01-03,58.56650904720723
2025-01-04,66.30170835532893
2025-01-05,83.98216391674998
2025-01-06,99.4525625329934
2025-01-07,79.56205002639472
2025-01-08,75.14193613603946
2025-01-09,98.34753406040458
2025-01-10,99.4525625329934
2025-01-11,79.56205002639472
2025-01-12,54.14639515685196
2025-01-13,56.35645210202959
2025-01-14,53.041366684263146
2025-01-15,55.25142362944078
2025-01-16,58.56650904720723
2025-01-17,61.881594464973674
2025-01-18,78.4570215538059
2025-01-19,92.8223916974605
2025-01-20,92.8223916974605
2025-01-21,110.50284725888156
2025-01-22,87.29724933451642
2025-01-23,62.98662293756249
2025-01-24,54.14639515685196
2025-01-25,71.82685071827301
2025-01-26,75.14193613603946
2025-01-27,67.40673682791775
2025-01-28,49.7262812664967
2025-01-29,54.14639515685196
2025-01-30,64.0916514101513
2025-01-31,68.51176530050657
2025-02-01,47.516224321319065
2025-02-02,49.7262812664967
2025-02-03,45.30616737614144
2025-02-04,54.14639515685196
2025-02-05,65.19667988274011
2025-02-06,74.03690766345063
2025-02-07,60.77656599238485
2025-02-08,59.67153751979604
2025-02-09,55.25142362944078
2025-02-10,56.35645210202959
2025-02-11,79.56205002639472
2025-02-12,95.03244864263813
2025-02-13,89.50730627969406
2025-02-14,76.24696460862828
2025-02-15,82.87713544416117
2025-02-16,78.4570215538059
2025-02-17,62.98662293756249
2025-02-18,75.14193613603946
2025-02-19,97.24250558781577
2025-02-20,74.03690766345063
2025-02-21,60.77656599238485
2025-02-22,55.25142362944078
2025-02-23,51.93633821167433
2025-02-24,53.041366684263146
2025-02-25,45.30616737614144
2025-02-26,39.78102501319736
2025-02-27,54.14639515685196
2025-02-28,37.57096806801973
2025-03-01,38.675996540608544
2025-03-02,50.83130973908551
2025-03-03,56.35645210202959
2025-03-04,72.93187919086182
2025-03-05,85.0871923893388
2025-03-06,64.0916514101513
2025-03-07,59.67153751979604
2025-03-08,54.14639515685196
2025-03-09,50.83130973908551
2025-03-10,54.14639515685196
2025-03-11,51.93633821167433
2025-03-12,60.77656599238485
2025-03-13,67.40673682791775
2025-03-14,71.82685071827301
2025-03-15,72.93187919086182
2025-03-16,65.19667988274011
2025-03-17,57.461480574618406
2025-03-18,45.30616737614144
2025-03-19,50.83130973908551
2025-03-20,55.25142362944078
2025-03-21,39.78102501319736
2025-03-22,38.675996540608544
2025-03-23,48.621252793907885
2025-03-24,57.461480574618406
2025-03-25,44.20113890355262
2025-03-26,57.461480574618406
2025-03-27,57.461480574618406
2025-03-28,67.40673682791775
2025-03-29,68.51176530050657
2025-03-30,81.77210697157236
2025-03-31,79.56205002639472
2025-04-01,60.77656599238485
2025-04-02,67.40673682791775
2025-04-03,68.51176530050657
2025-04-04,62.98662293756249
2025-04-05,66.30170835532893
2025-04-06,60.77656599238485
2025-04-07,58.56650904720723
2025-04-08,44.20113890355262
2025-04-09,37.57096806801973
2025-04-10,46.41119584873025
2025-04-11,50.83130973908551
2025-04-12,41.99108195837499
2025-04-13,36.46593959543091
2025-04-14,35.3609111228421
2025-04-15,43.03371520624316
2025-04-16,35.25963191749844
2025-04-17,46.156189278132835
2025-04-18,47.68532442309821
2025-04-19,53.37775833058315
2025-04-20,52.88944787624766
2025-04-21,46.156189278132835
2025-04-22,46.156189278132835
2025-04-23,57.54105709310271
2025-04-24,56.50023240247282
2025-04-25,56.50023240247282
2025-04-26,64.27431569121754
2025-04-27,44.07453989687305
2025-04-28,40.95206582498338
2025-04-29,46.156189278132835
2025-04-30,51.84862318561777
2025-05-01,53.37775833058315
2025-05-02,60.66353116499238
2025-05-03,70.51926383499688
2025-05-04,66.35596507247732
2025-05-05,68.4376144537371
2025-05-06,68.4376144537371
2025-05-07,56.50023240247282
2025-05-08,52.33693363995326
2025-05-09,59.62270647436249
2025-05-10,49.76697380435799
2025-05-11,51.84862318561777
2025-05-12,61.15184161932787
2025-05-13,56.50023240247282
2025-05-14,54.41858302121304
2025-05-15,47.854424524877345
2025-05-16,53.714149976903144
2025-05-17,63.48035906361281
2025-05-18,50.784287250890245
2025-05-19,52.73752906823218
2025-05-20,49.80766634221928
2025-05-21,58.59725452025798
2025-05-22,54.69077088557411
2025-05-23,46.87780361620638
2025-05-24,48.83104543354831
2025-05-25,51.76090815956121
2025-05-26,64.45697997228378
2025-05-27,67.38684269829668
2025-05-28,74.22318905899344
2025-05-29,62.50373815494184
2025-05-30,73.24656815032247
2025-05-31,54.69077088557411
2025-06-01,46.87780361620638
2025-06-02,44.92456179886445
2025-06-03,59.57387542892894
2025-06-04,60.55049633759991
2025-06-05,54.69077088557411
2025-06-06,51.76090815956121
2025-06-07,56.644012702916044
2025-06-08,53.714149976903144
2025-06-09,61.527117246270876
2025-06-10,63.48035906361281
2025-06-11,58.59725452025798
2025-06-12,60.55049633759991
2025-06-13,58.59725452025798
2025-06-14,60.55049633759991
2025-06-15,54.69077088557411
2025-06-16,56.644012702916044
2025-06-17,55.66739179424508
2025-06-18,57.62063361158701
2025-06-19,58.59725452025798
2025-06-20,45.90118270753542
2025-06-21,42.97131998152252
2025-06-22,46.87780361620638
2025-06-23,44.92456179886445
2025-06-24,54.69077088557411
2025-06-25,54.69077088557411
2025-06-26,59.57387542892894
2025-06-27,51.76090815956121
2025-06-28,48.83104543354831
2025-06-29,48.83104543354831
2025-06-30,53.714149976903144
2025-07-01,57.62063361158701
2025-07-02,54.69077088557411
2025-07-03,53.714149976903144
2025-07-04,47.854424524877345
2025-07-05,41.99469907285155
2025-07-06,44.92456179886445
2025-07-07,55.66739179424508
2025-07-08,55.66739179424508
2025-07-09,57.62063361158701
2025-07-10,54.69077088557411
2025-07-11,46.87780361620638
2025-07-12,50.784287250890245
2025-07-13,41.99469907285155
2025-07-14,57.62063361158701
2025-07-15,48.83104543354831
2025-07-16,52.73752906823218
2025-07-17,49.80766634221928
2025-07-18,42.97131998152252
2025-07-19,47.854424524877345
2025-07-20,37.11159452949672
2025-07-21,40.04145725550962
2025-07-22,37.11159452949672
2025-07-23,41.01807816418059
2025-07-24,39.06483634683865
2025-07-25,47.854424524877345
2025-07-26,44.92456179886445
2025-07-27,41.01807816418059
2025-07-28,37.11159452949672
2025-07-29,42.97131998152252
2025-07-30,47.854424524877345
2025-07-31,61.527117246270876
2025-08-01,51.76090815956121
2025-08-02,40.04145725550962
2025-08-03,36.134973620825754
2025-08-04,46.87780361620638
2025-08-05,42.97131998152252
2025-08-06,44.92456179886445
2025-08-07,41.01807816418059
2025-08-08,37.11159452949672
2025-08-09,38.08821543816769
2025-08-10,40.04145725550962
2025-08-11,43.947940890193486
2025-08-12,49.80766634221928
2025-08-13,54.69077088557411
2025-08-14,46.87780361620638
2025-08-15,43.947940890193486
2025-08-16,41.01807816418059
2025-08-17,40.04145725550962
2025-08-18,44.92456179886445
2025-08-19,51.76090815956121
2025-08-20,53.714149976903144
2025-08-21,52.73752906823218
2025-08-22,51.76090815956121
2025-08-23,47.854424524877345
2025-08-24,40.04145725550962
2025-08-25,44.92456179886445
2025-08-26,42.97131998152252
2025-08-27,39.06483634683865
2025-08-28,44.92456179886445
2025-08-29,42.97131998152252
2025-08-30,41.99469907285155
2025-08-31,40.04145725550962
2025-09-01,42.97131998152252
2025-09-02,41.99469907285155
2025-09-03,39.06483634683865
2025-09-04,46.87780361620638
2025-09-05,42.97131998152252
2025-09-06,66.41022178962571
2025-09-07,48.83104543354831
2025-09-08,38.08821543816769
2025-09-09,40.04145725550962
2025-09-10,41.99469907285155
2025-09-11,31.25186907747092
2025-09-12,30.275248168799955
2025-09-13,33.205110894812854
2025-09-14,30.275248168799955
2025-09-15,31.25186907747092
2025-09-16,37.11159452949672
2025-09-17,51.76090815956121
2025-09-18,52.73752906823218
2025-09-19,41.99469907285155
2025-09-20,36.134973620825754
2025-09-21,45.90118270753542
2025-09-22,52.73752906823218
2025-09-23,57.62063361158701
2025-09-24,68.36346360696764
2025-09-25,61.527117246270876
2025-09-26,44.92456179886445
2025-09-27,48.83104543354831
2025-09-28,37.11159452949672
2025-09-29,44.92456179886445
2025-09-30,38.08821543816769
2025-10-01,32.22848998614189
2025-10-02,38.08821543816769
2025-10-03,36.134973620825754
2025-10-04,32.22848998614189
2025-10-05,30.275248168799955
2025-10-06,44.92456179886445
2025-10-07,51.76090815956121
2025-10-08,52.73752906823218
2025-10-09,46.87780361620638
2025-10-10,51.76090815956121
2025-10-11,53.714149976903144
2025-10-12,52.73752906823218
2025-10-13,71.29332633298054
2025-10-14,64.45697997228378
2025-10-15,42.97131998152252
2025-10-16,33.205110894812854
2025-10-17,36.134973620825754
2025-10-18,47.854424524877345
2025-10-19,51.76090815956121
2025-10-20,44.92456179886445
2025-10-21,41.99469907285155
2025-10-22,47.854424524877345
2025-10-23,40.04145725550962
2025-10-24,51.76090815956121
2025-10-25,61.527117246270876
2025-10-26,53.714149976903144
2025-10-27,53.714149976903144
2025-10-28,56.644012702916044
2025-10-29,58.59725452025798
2025-10-30,58.59725452025798
2025-10-31,43.947940890193486
2025-11-01,45.90118270753542
2025-11-02,41.99469907285155
2025-11-03,43.947940890193486
2025-11-04,34.18173180348382
2025-11-05,42.97131998152252
2025-11-06,39.06483634683865
2025-11-07,44.92456179886445
2025-11-08,49.80766634221928
2025-11-09,63.48035906361281
2025-11-10,70.31670542430957
2025-11-11,70.31670542430957
2025-11-12,55.66739179424508
2025-11-13,64.45697997228378
2025-11-14,56.644012702916044
2025-11-15,66.41022178962571
2025-11-16,62.50373815494184
2025-11-17,61.527117246270876
2025-11-18,72.26994724165151
2025-11-19,73.24656815032247
2025-11-20,88.87250268905794
2025-11-21,78.1296726936773
2025-11-22,69.34008451563861
2025-11-23,55.66739179424508
2025-11-24,65.43360088095474
2025-11-25,68.36346360696764
2025-11-26,70.31670542430957
2025-11-27,61.527117246270876
2025-11-28,67.38684269829668
2025-11-29,75.19980996766441
2025-11-30,86.919260871716
2025-12-01,85.94263996304504
2025-12-02,97.66209086709662
2025-12-03,69.34008451563861
2025-12-04,80.08291451101924
2025-12-05,84.96601905437407
2025-12-06,72.26994724165151
2025-12-07,64.45697997228378
2025-12-08,72.26994724165151
2025-12-09,61.527117246270876
2025-12-10,66.41022178962571
2025-12-11,58.59725452025798
2025-12-12,53.003880225142446
2025-12-13,70.67184030018993
2025-12-14,83.23473653445737
2025-12-15,71.1601507545254
2025-12-16,56.732796421886135
2025-12-17,67.43123455778172
2025-12-18,75.77690414096998
2025-12-19,73.02460885289726
2025-12-20,55.35664877784977
2025-12-21,51.62773258110609
2025-12-22,63.70231836103803
2025-12-23,79.99413079204916
2025-12-24,74.40075649693361
2025-12-25,62.32617071700167
2025-12-26,88.82811082957289
2025-12-27,70.67184030018993
2025-12-28,69.29569265615356
2025-12-29,88.82811082957289
2025-12-30,72.53629839856177
2025-12-31,78.1296726936773
2026-01-01,67.43123455778172
2026-01-02,66.05508691374536
2026-01-03,69.29569265615356
2026-01-04,64.19062881537351
2026-01-05,61.83786026266618
2026-01-06,57.22110687622162
2026-01-07,55.35664877784977
2026-01-08,67.43123455778172
2026-01-09,75.77690414096998
2026-01-10,76.35399831427556
2026-01-11,58.597254520257984
2026-01-12,56.82158014085623
2026-01-13,56.82158014085623
2026-01-14,65.69995203786502
2026-01-15,63.924277658463254
2026-01-16,67.47562641726677
2026-01-17,78.1296726936773
2026-01-18,92.33506772889137
2026-01-19,71.02697517607028
2026-01-20,71.02697517607028
2026-01-21,87.0080445906861
2026-01-22,95.88641648769489
2026-01-23,120.74585779931948
2026-01-24,161.5863685255599
2026-01-25,177.56743794017572
2026-01-26,127.84855531692651
2026-01-27,88.78371897008786
2026-01-28,74.5783239348738
2026-01-29,67.47562641726677
2026-01-30,79.90534707307907
2026-01-31,101.21343962590015
2026-02-01,87.0080445906861
2026-02-02,71.02697517607028
2026-02-03,71.02697517607028
2026-02-04,65.69995203786502
2026-02-05,60.37292889965974
2026-02-06,67.47562641726677
2026-02-07,63.924277658463254
2026-02-08,55.04590576145447
2026-02-09,46.16753386444569
2026-02-10,65.69995203786502
2026-02-11,69.25130079666853
2026-02-12,47.943208243847444
2026-02-13,49.7188826232492
2026-02-14,63.924277658463254
2026-02-15,71.02697517607028
2026-02-16,76.35399831427556
2026-02-17,71.02697517607028
2026-02-18,76.35399831427556
2026-02-19,79.90534707307907
2026-02-20,72.80264955547204
2026-02-21,63.924277658463254
2026-02-22,76.35399831427556
2026-02-23,74.5783239348738
2026-02-24,63.924277658463254
2026-02-25,63.924277658463254
2026-02-26,58.597254520257984
2026-02-27,53.270231382052714
2026-02-28,53.270231382052714
2026-03-01,53.270231382052714
2026-03-02,58.597254520257984
2026-03-03,65.69995203786502
2026-03-04,62.1486032790615
2026-03-05,67.47562641726677
2026-03-06,69.25130079666853
2026-03-07,72.80264955547204
2026-03-08,60.37292889965974
2026-03-09,56.82158014085623
2026-03-10,63.924277658463254
2026-03-11,78.1296726936773
2026-03-12,76.35399831427556
2026-03-13,56.82158014085623
2026-03-14,58.597254520257984
2026-03-15,72.80264955547204
2026-03-16,99.4377652464984
2026-03-17,71.02697517607028
2026-03-18,60.37292889965974
2026-03-19,51.49455700265096
2026-03-20,56.82158014085623
2026-03-21,53.270231382052714
2026-03-22,51.49455700265096
2026-03-23,55.04590576145447
2026-03-24,46.16753386444569
2026-03-25,51.49455700265096
2026-03-26,51.49455700265096
2026-03-27,51.49455700265096
2026-03-28,51.49455700265096
2026-03-29,51.49455700265096
2026-03-30,56.82158014085623
2026-03-31,69.25130079666853
2026-04-01,71.02697517607028
2026-04-02,76.35399831427556
2026-04-03,65.69995203786502
2026-04-04,74.5783239348738
2026-04-05,74.5783239348738
2026-04-06,53.270231382052714
2026-04-07,55.04590576145447
2026-04-08,55.04590576145447
2026-04-09,60.37292889965974
2026-04-10,67.47562641726677
2026-04-11,71.02697517607028
2026-04-12,72.80264955547204
2026-04-13,65.69995203786502
2026-04-14,56.82158014085623
2026-04-15,60.37292889965974
2026-04-16,53.270231382052714
2026-04-17,55.04590576145447
2026-04-18,69.25130079666853
2026-04-19,65.69995203786502
2026-04-20,62.1486032790615
2026-04-21,74.5783239348738
2026-04-22,69.25130079666853
2026-04-23,53.270231382052714
2026-04-24,55.04590576145447
2026-04-25,74.5783239348738
2026-04-26,72.80264955547204
2026-04-27,60.37292889965974
2026-04-28,72.80264955547204
2026-04-29,72.80264955547204
2026-04-30,65.69995203786502
2026-05-01,63.924277658463254
2026-05-02,58.597254520257984
2026-05-03,53.270231382052714
2026-05-04,53.270231382052714
2026-05-05,63.924277658463254
2026-05-06,76.35399831427556
2026-05-07,62.1486032790615
2026-05-08,58.597254520257984
2026-05-09,65.69995203786502
2026-05-10,60.37292889965974
2026-05-11,55.04590576145447
2026-05-12,51.49455700265096
2026-05-13,53.270231382052714
2026-05-14,46.16753386444569
2026-05-15,42.616185105642174
2026-05-16,49.7188826232492
2026-05-17,58.597254520257984
2026-05-18,63.924277658463254
2026-05-19,76.35399831427556
2026-05-20,88.78371897008786
2026-05-21,87.0080445906861
2026-05-22,76.35399831427556
2026-05-23,85.23237021128435
2026-05-24,74.5783239348738
2026-05-25,65.69995203786502
2026-05-26,79.90534707307907
2026-05-27,83.45669583188258
2026-05-28,71.02697517607028
2026-05-29,56.82158014085623
2026-05-30,58.597254520257984
2026-05-31,42.616185105642174
