Time,afloat
2022-05-22,0.0
2022-05-23,40.0
2022-05-24,51.0
2022-05-25,27.0
2022-05-26,0.0
2022-05-27,42.0
2022-05-28,100.0
2022-05-29,32.0
2022-05-30,50.0
2022-05-31,52.0
2022-06-01,31.0
2022-06-02,29.0
2022-06-03,26.0
2022-06-04,32.0
2022-06-05,26.0
2022-06-06,36.0
2022-06-07,64.0
2022-06-08,25.0
2022-06-09,28.0
2022-06-10,41.0
2022-06-11,30.0
2022-06-12,38.0
2022-06-13,38.0
2022-06-14,40.0
2022-06-15,46.0
2022-06-16,33.0
2022-06-17,35.0
2022-06-18,39.0
2022-06-19,59.0
2022-06-20,37.0
2022-06-21,42.0
2022-06-22,54.0
2022-06-23,45.0
2022-06-24,29.0
2022-06-25,24.0
2022-06-26,38.0
2022-06-27,62.0
2022-06-28,50.0
2022-06-29,39.0
2022-06-30,40.0
2022-07-01,27.0
2022-07-02,29.0
2022-07-03,27.0
2022-07-04,27.0
2022-07-05,43.0
2022-07-06,36.0
2022-07-07,49.0
2022-07-08,28.0
2022-07-09,25.0
2022-07-10,33.0
2022-07-11,38.0
2022-07-12,35.0
2022-07-13,43.0
2022-07-14,29.0
2022-07-15,39.0
2022-07-16,35.0
2022-07-17,43.0
2022-07-18,73.0
2022-07-19,53.0
2022-07-20,43.0
2022-07-21,0.0
2022-07-22,29.0
2022-07-23,0.0
2022-07-24,0.0
2022-07-25,37.0
2022-07-26,42.0
2022-07-27,30.0
2022-07-28,25.0
2022-07-29,0.0
2022-07-30,25.0
2022-07-31,30.0
2022-08-01,42.0
2022-08-02,41.0
2022-08-03,38.0
2022-08-04,28.0
2022-08-05,47.0
2022-08-06,0.0
2022-08-07,33.0
2022-08-08,41.0
2022-08-09,39.0
2022-08-10,23.0
2022-08-11,32.0
2022-08-12,62.0
2022-08-13,33.0
2022-08-14,39.0
2022-08-15,43.0
2022-08-16,44.0
2022-08-17,24.0
2022-08-18,21.0
2022-08-19,37.0
2022-08-20,29.0
2022-08-21,28.0
2022-08-22,29.0
2022-08-23,39.0
2022-08-24,24.0
2022-08-25,26.0
2022-08-26,0.0
2022-08-27,33.0
2022-08-28,40.0
2022-08-29,40.432432432432435
2022-08-30,37.229729729729726
2022-08-31,39.86486486486486
2022-09-01,32.95945945945946
2022-09-02,56.37837837837838
2022-09-03,30.824324324324323
2022-09-04,0.0
2022-09-05,33.527027027027025
2022-09-06,38.7972972972973
2022-09-07,26.054054054054053
2022-09-08,52.108108108108105
2022-09-09,24.986486486486484
2022-09-10,42.0
2022-09-11,0.0
2022-09-12,46.270270270270274
2022-09-13,28.18918918918919
2022-09-14,56.37837837837838
2022-09-15,49.97297297297297
2022-09-16,45.7027027027027
2022-09-17,31.39189189189189
2022-09-18,43.067567567567565
2022-09-19,49.47297297297297
2022-09-20,37.729729729729726
2022-09-21,40.932432432432435
2022-09-22,40.932432432432435
2022-09-23,48.4054054054054
2022-09-24,32.95945945945946
2022-09-25,31.89189189189189
2022-09-26,42.0
2022-09-27,26.108108108108105
2022-09-28,47.67567567567568
2022-09-29,32.91891891891892
2022-09-30,38.5945945945946
2022-10-01,28.37837837837838
2022-10-02,34.05405405405405
2022-10-03,47.67567567567568
2022-10-04,32.91891891891892
2022-10-05,37.45945945945946
2022-10-06,30.648648648648646
2022-10-07,30.648648648648646
2022-10-08,0.0
2022-10-09,32.91891891891892
2022-10-10,113.51351351351352
2022-10-11,70.37837837837837
2022-10-12,43.13513513513513
2022-10-13,37.45945945945946
2022-10-14,40.86486486486486
2022-10-15,27.243243243243242
2022-10-16,0.0
2022-10-17,48.81081081081081
2022-10-18,30.648648648648646
2022-10-19,110.1081081081081
2022-10-20,39.729729729729726
2022-10-21,32.91891891891892
2022-10-22,24.972972972972972
2022-10-23,0.0
2022-10-24,39.729729729729726
2022-10-25,32.91891891891892
2022-10-26,35.189189189189186
2022-10-27,49.945945945945944
2022-10-28,31.783783783783782
2022-10-29,38.5945945945946
2022-10-30,30.648648648648646
2022-10-31,42.0
2022-11-01,38.5945945945946
2022-11-02,52.21621621621621
2022-11-03,30.648648648648646
2022-11-04,34.05405405405405
2022-11-05,0.0
2022-11-06,29.513513513513512
2022-11-07,38.5945945945946
2022-11-08,37.45945945945946
2022-11-09,42.0
2022-11-10,44.27027027027027
2022-11-11,28.37837837837838
2022-11-12,34.05405405405405
2022-11-13,32.91891891891892
2022-11-14,51.08108108108108
2022-11-15,51.08108108108108
2022-11-16,35.189189189189186
2022-11-17,46.54054054054054
2022-11-18,39.729729729729726
2022-11-19,57.89189189189189
2022-11-20,31.783783783783782
2022-11-21,44.27027027027027
2022-11-22,20.43243243243243
2022-11-23,42.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,23.83783783783784
2022-11-27,27.243243243243242
2022-11-28,32.91891891891892
2022-11-29,43.13513513513513
2022-11-30,36.32432432432432
2022-12-01,31.783783783783782
2022-12-02,37.45945945945946
2022-12-03,23.83783783783784
2022-12-04,35.189189189189186
2022-12-05,28.37837837837838
2022-12-06,29.513513513513512
2022-12-07,40.86486486486486
2022-12-08,40.86486486486486
2022-12-09,34.05405405405405
2022-12-10,0.0
2022-12-11,22.7027027027027
2022-12-12,46.54054054054054
2022-12-13,35.189189189189186
2022-12-14,34.05405405405405
2022-12-15,32.91891891891892
2022-12-16,39.729729729729726
2022-12-17,29.513513513513512
2022-12-18,24.972972972972972
2022-12-19,31.783783783783782
2022-12-20,23.83783783783784
2022-12-21,38.5945945945946
2022-12-22,38.5945945945946
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,27.243243243243242
2022-12-28,0.0
2022-12-29,23.83783783783784
2022-12-30,23.83783783783784
2022-12-31,26.108108108108105
2023-01-01,0.0
2023-01-02,24.972972972972972
2023-01-03,34.05405405405405
2023-01-04,22.7027027027027
2023-01-05,30.648648648648646
2023-01-06,44.27027027027027
2023-01-07,27.243243243243242
2023-01-08,0.0
2023-01-09,40.86486486486486
2023-01-10,38.5945945945946
2023-01-11,36.32432432432432
2023-01-12,37.45945945945946
2023-01-13,29.513513513513512
2023-01-14,24.972972972972972
2023-01-15,0.0
2023-01-16,27.243243243243242
2023-01-17,19.2972972972973
2023-01-18,24.972972972972972
2023-01-19,35.189189189189186
2023-01-20,54.486486486486484
2023-01-21,0.0
2023-01-22,21.567567567567565
2023-01-23,37.45945945945946
2023-01-24,37.45945945945946
2023-01-25,44.27027027027027
2023-01-26,49.945945945945944
2023-01-27,48.81081081081081
2023-01-28,45.4054054054054
2023-01-29,59.027027027027025
2023-01-30,43.13513513513513
2023-01-31,59.027027027027025
2023-02-01,70.37837837837837
2023-02-02,38.5945945945946
2023-02-03,64.7027027027027
2023-02-04,23.83783783783784
2023-02-05,31.783783783783782
2023-02-06,57.89189189189189
2023-02-07,43.13513513513513
2023-02-08,36.32432432432432
2023-02-09,56.75675675675676
2023-02-10,39.729729729729726
2023-02-11,0.0
2023-02-12,27.243243243243242
2023-02-13,35.189189189189186
2023-02-14,31.783783783783782
2023-02-15,0.0
2023-02-16,47.67567567567568
2023-02-17,51.08108108108108
2023-02-18,26.108108108108105
2023-02-19,28.37837837837838
2023-02-20,0.0
2023-02-21,38.5945945945946
2023-02-22,37.45945945945946
2023-02-23,39.729729729729726
2023-02-24,48.81081081081081
2023-02-25,31.783783783783782
2023-02-26,37.45945945945946
2023-02-27,34.05405405405405
2023-02-28,36.32432432432432
2023-03-01,54.486486486486484
2023-03-02,70.37837837837837
2023-03-03,38.5945945945946
2023-03-04,26.108108108108105
2023-03-05,29.513513513513512
2023-03-06,37.45945945945946
2023-03-07,29.513513513513512
2023-03-08,43.13513513513513
2023-03-09,30.648648648648646
2023-03-10,32.91891891891892
2023-03-11,31.783783783783782
2023-03-12,30.648648648648646
2023-03-13,27.243243243243242
2023-03-14,52.21621621621621
2023-03-15,49.945945945945944
2023-03-16,35.189189189189186
2023-03-17,42.0
2023-03-18,31.783783783783782
2023-03-19,32.91891891891892
2023-03-20,46.54054054054054
2023-03-21,30.648648648648646
2023-03-22,30.648648648648646
2023-03-23,35.189189189189186
2023-03-24,44.27027027027027
2023-03-25,30.648648648648646
2023-03-26,23.83783783783784
2023-03-27,32.91891891891892
2023-03-28,54.486486486486484
2023-03-29,30.648648648648646
2023-03-30,45.4054054054054
2023-03-31,42.0
2023-04-01,28.37837837837838
2023-04-02,29.513513513513512
2023-04-03,35.189189189189186
2023-04-04,34.05405405405405
2023-04-05,43.13513513513513
2023-04-06,35.189189189189186
2023-04-07,23.83783783783784
2023-04-08,0.0
2023-04-09,30.648648648648646
2023-04-10,42.0
2023-04-11,39.729729729729726
2023-04-12,46.54054054054054
2023-04-13,48.81081081081081
2023-04-14,27.243243243243242
2023-04-15,32.91891891891892
2023-04-16,71.51351351351352
2023-04-17,32.91891891891892
2023-04-18,66.97297297297297
2023-04-19,56.75675675675676
2023-04-20,55.62162162162162
2023-04-21,45.4054054054054
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,44.27027027027027
2023-04-25,61.29729729729729
2023-04-26,39.945013979496736
2023-04-27,52.137931034482754
2023-04-28,38.63373718546132
2023-04-29,50.82665424044734
2023-04-30,47.636533084808946
2023-05-01,48.94780987884435
2023-05-02,53.44920782851817
2023-05-03,37.322460391425906
2023-05-04,36.01118359739049
2023-05-05,0.0
2023-05-06,0.0
2023-05-07,23.818266542404473
2023-05-08,47.636533084808946
2023-05-09,56.63932898415657
2023-05-10,48.94780987884435
2023-05-11,36.75489282385834
2023-05-12,43.13513513513513
2023-05-13,25.129543336439887
2023-05-14,31.50978564771668
2023-05-15,32.253494874184526
2023-05-16,34.13233923578751
2023-05-17,33.38863000931966
2023-05-18,25.129543336439887
2023-05-19,37.322460391425906
2023-05-20,0.0
2023-05-21,0.0
2023-05-22,38.63373718546132
2023-05-23,30.94221808014911
2023-05-24,40.5125815470643
2023-05-25,23.798695246971107
2023-05-26,47.597390493942214
2023-05-27,0.0
2023-05-28,0.0
2023-05-29,0.0
2023-05-30,37.18546132339235
2023-05-31,46.10997204100652
2023-06-01,37.18546132339235
2023-06-02,37.18546132339235
2023-06-03,49.08480894687791
2023-06-04,34.21062441752097
2023-06-05,32.723205964585276
2023-06-06,31.235787511649576
2023-06-07,32.723205964585276
2023-06-08,35.69804287045666
2023-06-09,47.597390493942214
2023-06-10,49.08480894687791
2023-06-11,22.311276794035415
2023-06-12,31.235787511649576
2023-06-13,32.723205964585276
2023-06-14,38.672879776328045
2023-06-15,41.64771668219944
2023-06-16,55.03448275862068
2023-06-17,38.672879776328045
2023-06-18,23.798695246971107
2023-06-19,41.64771668219944
2023-06-20,34.21062441752097
2023-06-21,47.597390493942214
2023-06-22,41.64771668219944
2023-06-23,47.597390493942214
2023-06-24,26.773532152842495
2023-06-25,41.64771668219944
2023-06-26,47.597390493942214
2023-06-27,32.723205964585276
2023-06-28,29.748369058713884
2023-06-29,38.672879776328045
2023-06-30,40.160298229263745
2023-07-01,38.672879776328045
2023-07-02,28.26095060577819
2023-07-03,37.18546132339235
2023-07-04,29.748369058713884
2023-07-05,32.723205964585276
2023-07-06,58.009319664492075
2023-07-07,0.0
2023-07-08,58.009319664492075
2023-07-09,31.235787511649576
2023-07-10,50.5722273998136
2023-07-11,40.160298229263745
2023-07-12,25.2861136999068
2023-07-13,41.64771668219944
2023-07-14,26.773532152842495
2023-07-15,34.21062441752097
2023-07-16,43.13513513513513
2023-07-17,35.69804287045666
2023-07-18,32.723205964585276
2023-07-19,29.748369058713884
2023-07-20,38.672879776328045
2023-07-21,37.18546132339235
2023-07-22,28.26095060577819
2023-07-23,32.723205964585276
2023-07-24,43.13513513513513
2023-07-25,40.160298229263745
2023-07-26,22.311276794035415
2023-07-27,26.773532152842495
2023-07-28,0.0
2023-07-29,28.26095060577819
2023-07-30,35.69804287045666
2023-07-31,38.672879776328045
2023-08-01,26.773532152842495
2023-08-02,34.21062441752097
2023-08-03,29.748369058713884
2023-08-04,29.748369058713884
2023-08-05,0.0
2023-08-06,31.235787511649576
2023-08-07,34.21062441752097
2023-08-08,22.311276794035415
2023-08-09,34.21062441752097
2023-08-10,31.235787511649576
2023-08-11,0.0
2023-08-12,0.0
2023-08-13,50.5722273998136
2023-08-14,31.235787511649576
2023-08-15,55.03448275862068
2023-08-16,0.0
2023-08-17,0.0
2023-08-18,43.13513513513513
2023-08-19,37.18546132339235
2023-08-20,0.0
2023-08-21,38.672879776328045
2023-08-22,35.69804287045666
2023-08-23,32.723205964585276
2023-08-24,52.0596458527493
2023-08-25,40.160298229263745
2023-08-26,0.0
2023-08-27,25.2861136999068
2023-08-28,41.64771668219944
2023-08-29,34.21062441752097
2023-08-30,148.7418452935694
2023-08-31,90.73252562907734
2023-09-01,38.672879776328045
2023-09-02,31.235787511649576
2023-09-03,29.748369058713884
2023-09-04,37.18546132339235
2023-09-05,41.64771668219944
2023-09-06,47.597390493942214
2023-09-07,38.672879776328045
2023-09-08,28.26095060577819
2023-09-09,0.0
2023-09-10,31.235787511649576
2023-09-11,44.62255358807083
2023-09-12,32.723205964585276
2023-09-13,37.18546132339235
2023-09-14,56.52190121155638
2023-09-15,63.95899347623485
2023-09-16,62.47157502329915
2023-09-17,28.26095060577819
2023-09-18,37.18546132339235
2023-09-19,52.0596458527493
2023-09-20,0.0
2023-09-21,46.10997204100652
2023-09-22,32.723205964585276
2023-09-23,0.0
2023-09-24,28.26095060577819
2023-09-25,28.26095060577819
2023-09-26,46.10997204100652
2023-09-27,40.160298229263745
2023-09-28,43.13513513513513
2023-09-29,25.2861136999068
2023-09-30,29.748369058713884
2023-10-01,23.798695246971107
2023-10-02,23.798695246971107
2023-10-03,41.64771668219944
2023-10-04,41.64771668219944
2023-10-05,26.773532152842495
2023-10-06,32.723205964585276
2023-10-07,34.21062441752097
2023-10-08,25.2861136999068
2023-10-09,25.2861136999068
2023-10-10,0.0
2023-10-11,41.64771668219944
2023-10-12,40.160298229263745
2023-10-13,23.798695246971107
2023-10-14,0.0
2023-10-15,41.64771668219944
2023-10-16,28.26095060577819
2023-10-17,50.5722273998136
2023-10-18,40.160298229263745
2023-10-19,55.03448275862068
2023-10-20,35.69804287045666
2023-10-21,46.10997204100652
2023-10-22,32.723205964585276
2023-10-23,40.160298229263745
2023-10-24,56.52190121155638
2023-10-25,40.160298229263745
2023-10-26,47.597390493942214
2023-10-27,0.0
2023-10-28,28.26095060577819
2023-10-29,0.0
2023-10-30,34.21062441752097
2023-10-31,52.0596458527493
2023-11-01,37.18546132339235
2023-11-02,31.235787511649576
2023-11-03,28.26095060577819
2023-11-04,28.26095060577819
2023-11-05,32.723205964585276
2023-11-06,26.773532152842495
2023-11-07,34.21062441752097
2023-11-08,29.748369058713884
2023-11-09,34.21062441752097
2023-11-10,29.748369058713884
2023-11-11,0.0
2023-11-12,25.2861136999068
2023-11-13,35.69804287045666
2023-11-14,41.64771668219944
2023-11-15,40.160298229263745
2023-11-16,46.10997204100652
2023-11-17,52.0596458527493
2023-11-18,0.0
2023-11-19,28.26095060577819
2023-11-20,37.18546132339235
2023-11-21,38.672879776328045
2023-11-22,0.0
2023-11-23,0.0
2023-11-24,0.0
2023-11-25,0.0
2023-11-26,0.0
2023-11-27,43.13513513513513
2023-11-28,34.21062441752097
2023-11-29,47.597390493942214
2023-11-30,43.13513513513513
2023-12-01,25.2861136999068
2023-12-02,0.0
2023-12-03,37.18546132339235
2023-12-04,41.64771668219944
2023-12-05,23.798695246971107
2023-12-06,52.0596458527493
2023-12-07,46.10997204100652
2023-12-08,53.54706430568499
2023-12-09,25.2861136999068
2023-12-10,28.26095060577819
2023-12-11,37.18546132339235
2023-12-12,29.748369058713884
2023-12-13,28.26095060577819
2023-12-14,38.672879776328045
2023-12-15,29.748369058713884
2023-12-16,0.0
2023-12-17,31.235787511649576
2023-12-18,35.69804287045666
2023-12-19,26.773532152842495
2023-12-20,34.21062441752097
2023-12-21,28.26095060577819
2023-12-22,33.80531442543352
2023-12-23,0.0
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,32.70628600286625
2023-12-27,46.15073376696598
2023-12-28,32.70628600286625
2023-12-29,33.06160519896568
2023-12-30,29.797590765532853
2023-12-31,0.0
2024-01-01,41.43237171486645
2024-01-02,0.0
2024-01-03,31.25193838419955
2024-01-04,35.614981240199654
2024-01-05,37.42464805496577
2024-01-06,25.079228713433324
2024-01-07,29.797590765532853
2024-01-08,31.607257580298977
2024-01-09,0.0
2024-01-10,33.06160519896568
2024-01-11,43.24203852963258
2024-01-12,41.43237171486645
2024-01-13,0.0
2024-01-14,43.24203852963258
2024-01-15,25.079228713433324
2024-01-16,39.97802409619975
2024-01-17,45.795414570866555
2024-01-18,41.78769091096588
2024-01-19,41.43237171486645
2024-01-20,38.37447317873805
2024-01-21,44.77021870852773
2024-01-22,27.71489729575526
2024-01-23,46.19149549292543
2024-01-24,44.059580316328876
2024-01-25,31.268089256749526
2024-01-26,36.953196394340345
2024-01-27,0.0
2024-01-28,34.110642825544936
2024-01-29,39.79574996313576
2024-01-30,54.71915619931167
2024-01-31,25.5829821191587
2024-02-01,33.40000443334608
2024-02-02,51.87660263051626
2024-02-03,45.48085710072658
2024-02-04,0.0
2024-02-05,71.06383921988528
2024-02-06,56.85107137590823
2024-02-07,37.6638347865392
2024-02-08,32.68936604114723
2024-02-09,38.37447317873805
2024-02-10,44.059580316328876
2024-02-11,0.0
2024-02-12,37.6638347865392
2024-02-13,41.21702674753347
2024-02-14,36.24255800214149
2024-02-15,41.92766513973232
2024-02-16,36.953196394340345
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,30.55745086455067
2024-02-20,44.059580316328876
2024-02-21,54.00851780711282
2024-02-22,55.42979459151052
2024-02-23,34.110642825544936
2024-02-24,46.19149549292543
2024-02-25,0.0
2024-02-26,41.92766513973232
2024-02-27,41.92766513973232
2024-02-28,47.61277227732314
2024-02-29,42.63830353193117
2024-03-01,31.268089256749526
2024-03-02,34.110642825544936
2024-03-03,0.0
2024-03-04,54.00851780711282
2024-03-05,26.293620511357556
2024-03-06,63.95745529789676
2024-03-07,49.03404906172084
2024-03-08,42.63830353193117
2024-03-09,38.37447317873805
2024-03-10,46.19149549292543
2024-03-11,32.68936604114723
2024-03-12,51.87660263051626
2024-03-13,32.68936604114723
2024-03-14,48.32341066952199
2024-03-15,42.63830353193117
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,27.00425890355641
2024-03-19,39.79574996313576
2024-03-20,54.00851780711282
2024-03-21,31.97872764894838
2024-03-22,35.53191960994264
2024-03-23,30.55745086455067
2024-03-24,39.79574996313576
2024-03-25,28.425535687954113
2024-03-26,28.425535687954113
2024-03-27,22.74042855036329
2024-03-28,44.77021870852773
2024-03-29,0.0
2024-03-30,29.136174080152966
2024-03-31,0.0
2024-04-01,40.506388355334614
2024-04-02,36.24255800214149
2024-04-03,53.297879414913965
2024-04-04,53.297879414913965
2024-04-05,35.53191960994264
2024-04-06,30.55745086455067
2024-04-07,31.97872764894838
2024-04-08,40.506388355334614
2024-04-09,50.45532584611855
2024-04-10,33.40000443334608
2024-04-11,34.82128121774379
2024-04-12,41.92766513973232
2024-04-13,0.0
2024-04-14,30.55745086455067
2024-04-15,37.6638347865392
2024-04-16,64.6680936900956
2024-04-17,41.21702674753347
2024-04-18,31.97872764894838
2024-04-19,35.53191960994264
2024-04-20,40.506388355334614
2024-04-21,27.00425890355641
2024-04-22,49.03404906172084
2024-04-23,45.48085710072658
2024-04-24,53.297879414913965
2024-04-25,44.059580316328876
2024-04-26,47.61277227732314
2024-04-27,27.71489729575526
2024-04-28,56.140432983709374
2024-04-29,26.293620511357556
2024-04-30,58.27234816030593
2024-05-01,53.297879414913965
2024-05-02,43.348941924130024
2024-05-03,48.32341066952199
2024-05-04,25.5829821191587
2024-05-05,32.68936604114723
2024-05-06,44.77021870852773
2024-05-07,41.92766513973232
2024-05-08,30.55745086455067
2024-05-09,44.059580316328876
2024-05-10,39.79574996313576
2024-05-11,0.0
2024-05-12,31.268089256749526
2024-05-13,39.79574996313576
2024-05-14,47.61277227732314
2024-05-15,47.61277227732314
2024-05-16,36.24255800214149
2024-05-17,24.872343726959848
2024-05-18,34.82128121774379
2024-05-19,33.40000443334608
2024-05-20,45.48085710072658
2024-05-21,40.506388355334614
2024-05-22,32.68936604114723
2024-05-23,33.40000443334608
2024-05-24,64.6680936900956
2024-05-25,29.136174080152966
2024-05-26,36.953196394340345
2024-05-27,41.21702674753347
2024-05-28,39.79574996313576
2024-05-29,0.0
2024-05-30,0.0
2024-05-31,51.87660263051626
2024-06-01,0.0
2024-06-02,32.68936604114723
2024-06-03,41.92766513973232
2024-06-04,34.110642825544936
2024-06-05,41.92766513973232
2024-06-06,34.110642825544936
2024-06-07,46.19149549292543
2024-06-08,31.97872764894838
2024-06-09,35.53191960994264
2024-06-10,27.71489729575526
2024-06-11,49.744687453919695
2024-06-12,46.902133885124286
2024-06-13,0.0
2024-06-14,34.110642825544936
2024-06-15,0.0
2024-06-16,35.53191960994264
2024-06-17,27.00425890355641
2024-06-18,33.40000443334608
2024-06-19,33.40000443334608
2024-06-20,45.48085710072658
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,64.6680936900956
2024-06-24,65.37873208229446
2024-06-25,43.348941924130024
2024-06-26,37.6638347865392
2024-06-27,31.97872764894838
2024-06-28,39.0851115709369
2024-06-29,40.506388355334614
2024-06-30,40.506388355334614
2024-07-01,43.348941924130024
2024-07-02,0.0
2024-07-03,36.24255800214149
2024-07-04,36.24255800214149
2024-07-05,37.6638347865392
2024-07-06,29.846812472351818
2024-07-07,42.63830353193117
2024-07-08,24.161705334760995
2024-07-09,29.136174080152966
2024-07-10,51.1659642383174
2024-07-11,51.87660263051626
2024-07-12,27.71489729575526
2024-07-13,27.71489729575526
2024-07-14,44.77021870852773
2024-07-15,33.40000443334608
2024-07-16,34.82128121774379
2024-07-17,38.37447317873805
2024-07-18,34.82128121774379
2024-07-19,24.872343726959848
2024-07-20,31.268089256749526
2024-07-21,39.79574996313576
2024-07-22,41.92766513973232
2024-07-23,38.37447317873805
2024-07-24,41.21702674753347
2024-07-25,0.0
2024-07-26,56.85107137590823
2024-07-27,0.0
2024-07-28,36.953196394340345
2024-07-29,49.744687453919695
2024-07-30,40.506388355334614
2024-07-31,24.872343726959848
2024-08-01,36.953196394340345
2024-08-02,27.00425890355641
2024-08-03,36.24255800214149
2024-08-04,0.0
2024-08-05,44.059580316328876
2024-08-06,38.37447317873805
2024-08-07,44.059580316328876
2024-08-08,46.902133885124286
2024-08-09,33.40000443334608
2024-08-10,31.97872764894838
2024-08-11,0.0
2024-08-12,37.6638347865392
2024-08-13,31.268089256749526
2024-08-14,34.110642825544936
2024-08-15,42.63830353193117
2024-08-16,58.27234816030593
2024-08-17,46.902133885124286
2024-08-18,0.0
2024-08-19,45.821664217342686
2024-08-20,49.49208657041315
2024-08-21,47.79485352459042
2024-08-22,31.771250262585276
2024-08-23,29.087422563138688
2024-08-24,27.74550871341539
2024-08-25,32.75784491620915
2024-08-26,0.0
2024-08-27,50.47868122403702
2024-08-28,41.79592266817279
2024-08-29,40.4540088184495
2024-08-30,50.47868122403702
2024-08-31,37.770181119002906
2024-09-01,0.0
2024-09-02,33.113164112308574
2024-09-03,61.84526747934783
2024-09-04,50.47868122403702
2024-09-05,45.111025825143834
2024-09-06,44.12443117151996
2024-09-07,34.09975876593245
2024-09-08,27.390189517315964
2024-09-09,51.820595073760316
2024-09-10,22.73317251062163
2024-09-11,45.46634502124326
2024-09-12,41.79592266817279
2024-09-13,40.09868962235008
2024-09-14,57.819525930177946
2024-09-15,33.113164112308574
2024-09-16,30.30122196117329
2024-09-17,50.50203660195549
2024-09-18,41.66418019661327
2024-09-19,41.66418019661327
2024-09-20,68.17774941263991
2024-09-21,0.0
2024-09-22,39.139078366515506
2024-09-23,31.563772876222178
2024-09-24,54.28968934710215
2024-09-25,39.139078366515506
2024-09-26,54.28968934710215
2024-09-27,39.139078366515506
2024-09-28,0.0
2024-09-29,26.51356921602663
2024-09-30,50.50203660195549
2024-10-01,35.35142562136884
2024-10-02,39.139078366515506
2024-10-03,47.976934771857714
2024-10-04,50.50203660195549
2024-10-05,0.0
2024-10-06,34.088874706319956
2024-10-07,46.71438385680882
2024-10-08,27.77612013107552
2024-10-09,30.30122196117329
2024-10-10,31.563772876222178
2024-10-11,31.563772876222178
2024-10-12,34.088874706319956
2024-10-13,0.0
2024-10-14,36.61397653641773
2024-10-15,49.2394856869066
2024-10-16,23.988467385928857
2024-10-17,23.988467385928857
2024-10-18,31.563772876222178
2024-10-19,30.30122196117329
