Time,thrifty
2022-12-13,64.4776119402985
2022-12-14,66.6268656716418
2022-12-15,72.0
2022-12-16,76.29850746268657
2022-12-17,75.22388059701493
2022-12-18,60.17910447761194
2022-12-19,66.6268656716418
2022-12-20,69.85074626865672
2022-12-21,74.14925373134328
2022-12-22,83.82089552238806
2022-12-23,75.22388059701493
2022-12-24,82.74626865671642
2022-12-25,82.74626865671642
2022-12-26,98.86567164179104
2022-12-27,107.46268656716418
2022-12-28,85.97014925373134
2022-12-29,83.82089552238806
2022-12-30,87.04477611940298
2022-12-31,80.59701492537313
2023-01-01,67.70149253731343
2023-01-02,81.67164179104478
2023-01-03,75.22388059701493
2023-01-04,72.0
2023-01-05,76.29850746268657
2023-01-06,82.74626865671642
2023-01-07,73.07462686567165
2023-01-08,64.4776119402985
2023-01-09,73.07462686567165
2023-01-10,77.3731343283582
2023-01-11,78.44776119402985
2023-01-12,79.5223880597015
2023-01-13,70.92537313432835
2023-01-14,70.92537313432835
2023-01-15,63.40298507462686
2023-01-16,65.55223880597015
2023-01-17,74.14925373134328
2023-01-18,69.85074626865672
2023-01-19,62.32835820895522
2023-01-20,66.6268656716418
2023-01-21,64.4776119402985
2023-01-22,63.40298507462686
2023-01-23,62.32835820895522
2023-01-24,76.29850746268657
2023-01-25,66.6268656716418
2023-01-26,65.55223880597015
2023-01-27,67.70149253731343
2023-01-28,70.92537313432835
2023-01-29,66.6268656716418
2023-01-30,65.55223880597015
2023-01-31,67.70149253731343
2023-02-01,70.92537313432835
2023-02-02,63.40298507462686
2023-02-03,70.92537313432835
2023-02-04,74.14925373134328
2023-02-05,67.70149253731343
2023-02-06,70.92537313432835
2023-02-07,62.32835820895522
2023-02-08,69.85074626865672
2023-02-09,72.0
2023-02-10,74.14925373134328
2023-02-11,70.92537313432835
2023-02-12,67.70149253731343
2023-02-13,67.70149253731343
2023-02-14,62.32835820895522
2023-02-15,72.0
2023-02-16,74.14925373134328
2023-02-17,81.67164179104478
2023-02-18,81.67164179104478
2023-02-19,88.11940298507463
2023-02-20,77.3731343283582
2023-02-21,67.70149253731343
2023-02-22,74.14925373134328
2023-02-23,69.85074626865672
2023-02-24,74.14925373134328
2023-02-25,75.22388059701493
2023-02-26,64.4776119402985
2023-02-27,68.77611940298507
2023-02-28,67.70149253731343
2023-03-01,65.55223880597015
2023-03-02,75.22388059701493
2023-03-03,75.22388059701493
2023-03-04,79.5223880597015
2023-03-05,68.77611940298507
2023-03-06,77.3731343283582
2023-03-07,69.85074626865672
2023-03-08,74.14925373134328
2023-03-09,69.85074626865672
2023-03-10,74.14925373134328
2023-03-11,78.44776119402985
2023-03-12,77.3731343283582
2023-03-13,77.3731343283582
2023-03-14,77.3731343283582
2023-03-15,74.14925373134328
2023-03-16,80.59701492537313
2023-03-17,80.59701492537313
2023-03-18,81.67164179104478
2023-03-19,74.14925373134328
2023-03-20,74.14925373134328
2023-03-21,69.85074626865672
2023-03-22,69.85074626865672
2023-03-23,77.3731343283582
2023-03-24,70.92537313432835
2023-03-25,70.92537313432835
2023-03-26,74.14925373134328
2023-03-27,75.22388059701493
2023-03-28,70.92537313432835
2023-03-29,73.07462686567165
2023-03-30,75.22388059701493
2023-03-31,73.07462686567165
2023-04-01,72.0
2023-04-02,83.82089552238806
2023-04-03,81.67164179104478
2023-04-04,66.6268656716418
2023-04-05,68.77611940298507
2023-04-06,72.0
2023-04-07,77.3731343283582
2023-04-08,77.3731343283582
2023-04-09,65.55223880597015
2023-04-10,80.59701492537313
2023-04-11,75.22388059701493
2023-04-12,74.14925373134328
2023-04-13,79.5223880597015
2023-04-14,82.74626865671642
2023-04-15,78.44776119402985
2023-04-16,74.14925373134328
2023-04-17,75.22388059701493
2023-04-18,75.22388059701493
2023-04-19,74.14925373134328
2023-04-20,73.07462686567165
2023-04-21,79.5223880597015
2023-04-22,81.67164179104478
2023-04-23,74.14925373134328
2023-04-24,75.22388059701493
2023-04-25,66.6268656716418
2023-04-26,76.56716417910448
2023-04-27,70.88699360341151
2023-04-28,75.03198294243072
2023-04-29,72.9594882729211
2023-04-30,71.92324093816632
2023-05-01,79.67590618336888
2023-05-02,73.45842217484008
2023-05-03,70.88699360341151
2023-05-04,77.60341151385927
2023-05-05,70.88699360341151
2023-05-06,69.85074626865672
2023-05-07,64.17057569296375
2023-05-08,72.9594882729211
2023-05-09,77.60341151385927
2023-05-10,75.53091684434969
2023-05-11,73.9957356076759
2023-05-12,84.85714285714286
2023-05-13,82.78464818763327
2023-05-14,71.3859275053305
2023-05-15,79.67590618336888
2023-05-16,69.85074626865672
2023-05-17,75.03198294243072
2023-05-18,78.63965884861408
2023-05-19,90.03837953091684
2023-05-20,78.63965884861408
2023-05-21,76.56716417910448
2023-05-22,76.0682302771855
2023-05-23,78.63965884861408
2023-05-24,76.56716417910448
2023-05-25,86.81449893390193
2023-05-26,93.7995735607676
2023-05-27,84.81876332622602
2023-05-28,80.82729211087421
2023-05-29,79.82942430703625
2023-05-30,77.83368869936035
2023-05-31,80.82729211087421
2023-06-01,80.82729211087421
2023-06-02,84.81876332622602
2023-06-03,81.82515991471216
2023-06-04,79.82942430703625
2023-06-05,78.8315565031983
2023-06-06,73.84221748400853
2023-06-07,78.8315565031983
2023-06-08,80.82729211087421
2023-06-09,82.82302771855011
2023-06-10,85.81663113006397
2023-06-11,69.85074626865672
2023-06-12,79.82942430703625
2023-06-13,81.82515991471216
2023-06-14,77.83368869936035
2023-06-15,84.81876332622602
2023-06-16,99.78678038379532
2023-06-17,83.82089552238807
2023-06-18,72.84434968017058
2023-06-19,90.80597014925374
2023-06-20,78.8315565031983
2023-06-21,76.83582089552239
2023-06-22,83.82089552238807
2023-06-23,87.81236673773988
2023-06-24,72.84434968017058
2023-06-25,86.81449893390193
2023-06-26,86.81449893390193
2023-06-27,84.81876332622602
2023-06-28,90.80597014925374
2023-06-29,87.81236673773988
2023-06-30,94.79744136460555
2023-07-01,91.80383795309169
2023-07-02,83.82089552238807
2023-07-03,93.7995735607676
2023-07-04,81.82515991471216
2023-07-05,86.81449893390193
2023-07-06,87.81236673773988
2023-07-07,81.82515991471216
2023-07-08,97.7910447761194
2023-07-09,74.84008528784649
2023-07-10,85.81663113006397
2023-07-11,86.81449893390193
2023-07-12,82.82302771855011
2023-07-13,80.82729211087421
2023-07-14,84.81876332622602
2023-07-15,80.82729211087421
2023-07-16,77.83368869936035
2023-07-17,89.80810234541579
2023-07-18,85.81663113006397
2023-07-19,81.82515991471216
2023-07-20,76.83582089552239
2023-07-21,87.81236673773988
2023-07-22,74.84008528784649
2023-07-23,79.82942430703625
2023-07-24,80.82729211087421
2023-07-25,74.84008528784649
2023-07-26,77.83368869936035
2023-07-27,75.83795309168444
2023-07-28,90.80597014925374
2023-07-29,90.80597014925374
2023-07-30,76.83582089552239
2023-07-31,82.82302771855011
2023-08-01,79.82942430703625
2023-08-02,74.84008528784649
2023-08-03,79.82942430703625
2023-08-04,76.83582089552239
2023-08-05,78.8315565031983
2023-08-06,74.84008528784649
2023-08-07,82.82302771855011
2023-08-08,81.82515991471216
2023-08-09,73.84221748400853
2023-08-10,68.85287846481877
2023-08-11,80.82729211087421
2023-08-12,73.84221748400853
2023-08-13,68.85287846481877
2023-08-14,76.83582089552239
2023-08-15,70.84861407249467
2023-08-16,74.84008528784649
2023-08-17,77.83368869936035
2023-08-18,72.84434968017058
2023-08-19,76.83582089552239
2023-08-20,67.85501066098081
2023-08-21,69.85074626865672
2023-08-22,74.84008528784649
2023-08-23,69.85074626865672
2023-08-24,78.8315565031983
2023-08-25,83.82089552238807
2023-08-26,74.84008528784649
2023-08-27,74.84008528784649
2023-08-28,71.84648187633263
2023-08-29,77.83368869936035
2023-08-30,79.82942430703625
2023-08-31,75.83795309168444
2023-09-01,82.82302771855011
2023-09-02,73.84221748400853
2023-09-03,77.83368869936035
2023-09-04,69.85074626865672
2023-09-05,68.85287846481877
2023-09-06,75.83795309168444
2023-09-07,63.863539445629
2023-09-08,71.84648187633263
2023-09-09,75.83795309168444
2023-09-10,61.8678038379531
2023-09-11,71.84648187633263
2023-09-12,68.85287846481877
2023-09-13,68.85287846481877
2023-09-14,73.84221748400853
2023-09-15,67.85501066098081
2023-09-16,69.85074626865672
2023-09-17,69.85074626865672
2023-09-18,73.84221748400853
2023-09-19,70.84861407249467
2023-09-20,62.865671641791046
2023-09-21,81.82515991471216
2023-09-22,82.82302771855011
2023-09-23,75.83795309168444
2023-09-24,65.85927505330491
2023-09-25,69.85074626865672
2023-09-26,62.865671641791046
2023-09-27,74.84008528784649
2023-09-28,70.84861407249467
2023-09-29,74.84008528784649
2023-09-30,68.85287846481877
2023-10-01,64.86140724946695
2023-10-02,69.85074626865672
2023-10-03,76.83582089552239
2023-10-04,67.85501066098081
2023-10-05,74.84008528784649
2023-10-06,71.84648187633263
2023-10-07,71.84648187633263
2023-10-08,68.85287846481877
2023-10-09,76.83582089552239
2023-10-10,67.85501066098081
2023-10-11,68.85287846481877
2023-10-12,69.85074626865672
2023-10-13,76.83582089552239
2023-10-14,70.84861407249467
2023-10-15,67.85501066098081
2023-10-16,75.83795309168444
2023-10-17,70.84861407249467
2023-10-18,70.84861407249467
2023-10-19,78.8315565031983
2023-10-20,68.85287846481877
2023-10-21,70.84861407249467
2023-10-22,57.87633262260128
2023-10-23,65.85927505330491
2023-10-24,59.872068230277186
2023-10-25,67.85501066098081
2023-10-26,64.86140724946695
2023-10-27,65.85927505330491
2023-10-28,63.863539445629
2023-10-29,57.87633262260128
2023-10-30,59.872068230277186
2023-10-31,66.85714285714286
2023-11-01,61.8678038379531
2023-11-02,66.85714285714286
2023-11-03,71.84648187633263
2023-11-04,60.86993603411514
2023-11-05,59.872068230277186
2023-11-06,58.87420042643924
2023-11-07,64.86140724946695
2023-11-08,60.86993603411514
2023-11-09,67.85501066098081
2023-11-10,68.85287846481877
2023-11-11,73.84221748400853
2023-11-12,55.88059701492538
2023-11-13,61.8678038379531
2023-11-14,63.863539445629
2023-11-15,60.86993603411514
2023-11-16,72.84434968017058
2023-11-17,74.84008528784649
2023-11-18,69.85074626865672
2023-11-19,67.85501066098081
2023-11-20,65.85927505330491
2023-11-21,68.85287846481877
2023-11-22,76.83582089552239
2023-11-23,68.85287846481877
2023-11-24,68.85287846481877
2023-11-25,70.84861407249467
2023-11-26,61.8678038379531
2023-11-27,69.85074626865672
2023-11-28,65.85927505330491
2023-11-29,63.863539445629
2023-11-30,58.87420042643924
2023-12-01,65.85927505330491
2023-12-02,66.85714285714286
2023-12-03,55.88059701492538
2023-12-04,61.8678038379531
2023-12-05,67.85501066098081
2023-12-06,60.86993603411514
2023-12-07,64.86140724946695
2023-12-08,64.86140724946695
2023-12-09,67.85501066098081
2023-12-10,66.85714285714286
2023-12-11,71.84648187633263
2023-12-12,63.863539445629
2023-12-13,64.86140724946695
2023-12-14,67.85501066098081
2023-12-15,63.863539445629
2023-12-16,76.83582089552239
2023-12-17,65.85927505330491
2023-12-18,63.863539445629
2023-12-19,69.85074626865672
2023-12-20,73.84221748400853
2023-12-21,80.82729211087421
2023-12-22,74.52825159914713
2023-12-23,78.1455223880597
2023-12-24,67.85501066098081
2023-12-25,57.06556503198294
2023-12-26,78.1455223880597
2023-12-27,67.85501066098081
2023-12-28,76.5863539445629
2023-12-29,76.5863539445629
2023-12-30,76.08742004264393
2023-12-31,68.35394456289978
2024-01-01,67.35607675906184
2024-01-02,78.64445628997868
2024-01-03,80.70255863539447
2024-01-04,65.79690831556503
2024-01-05,72.47014925373134
2024-01-06,67.85501066098081
2024-01-07,67.85501066098081
2024-01-08,74.52825159914713
2024-01-09,66.29584221748401
2024-01-10,70.41204690831557
2024-01-11,78.1455223880597
2024-01-12,67.85501066098081
2024-01-13,64.23773987206823
2024-01-14,67.85501066098081
2024-01-15,78.64445628997868
2024-01-16,59.62260127931769
2024-01-17,65.29797441364605
2024-01-18,71.97121535181236
2024-01-19,69.41417910447763
2024-01-20,65.73454157782515
2024-01-21,61.49360341151386
2024-01-22,63.61407249466951
2024-01-23,67.85501066098081
2024-01-24,67.85501066098081
2024-01-25,69.97547974413646
2024-01-26,65.73454157782515
2024-01-27,67.85501066098081
2024-01-28,61.49360341151386
2024-01-29,59.373134328358205
2024-01-30,61.49360341151386
2024-01-31,65.73454157782515
2024-02-01,63.61407249466951
2024-02-02,82.69829424307036
2024-02-03,80.57782515991471
2024-02-04,69.97547974413646
2024-02-05,69.97547974413646
2024-02-06,72.0959488272921
2024-02-07,57.25266524520256
2024-02-08,67.85501066098081
2024-02-09,74.21641791044776
2024-02-10,76.33688699360341
2024-02-11,65.73454157782515
2024-02-12,65.73454157782515
2024-02-13,67.85501066098081
2024-02-14,65.73454157782515
2024-02-15,67.85501066098081
2024-02-16,80.57782515991471
2024-02-17,82.69829424307036
2024-02-18,86.93923240938166
2024-02-19,82.69829424307036
2024-02-20,67.85501066098081
2024-02-21,76.33688699360341
2024-02-22,67.85501066098081
2024-02-23,80.57782515991471
2024-02-24,74.21641791044776
2024-02-25,72.0959488272921
2024-02-26,78.45735607675905
2024-02-27,72.0959488272921
2024-02-28,72.0959488272921
2024-02-29,72.0959488272921
2024-03-01,80.57782515991471
2024-03-02,76.33688699360341
2024-03-03,78.45735607675905
2024-03-04,76.33688699360341
2024-03-05,69.97547974413646
2024-03-06,72.0959488272921
2024-03-07,65.73454157782515
2024-03-08,76.33688699360341
2024-03-09,78.45735607675905
2024-03-10,72.0959488272921
2024-03-11,72.0959488272921
2024-03-12,72.0959488272921
2024-03-13,69.97547974413646
2024-03-14,74.21641791044776
2024-03-15,78.45735607675905
2024-03-16,86.93923240938166
2024-03-17,74.21641791044776
2024-03-18,72.0959488272921
2024-03-19,69.97547974413646
2024-03-20,74.21641791044776
2024-03-21,63.61407249466951
2024-03-22,76.33688699360341
2024-03-23,69.97547974413646
2024-03-24,67.85501066098081
2024-03-25,74.21641791044776
2024-03-26,67.85501066098081
2024-03-27,69.97547974413646
2024-03-28,74.21641791044776
2024-03-29,72.0959488272921
2024-03-30,67.85501066098081
2024-03-31,63.61407249466951
2024-04-01,74.21641791044776
2024-04-02,65.73454157782515
2024-04-03,69.97547974413646
2024-04-04,69.97547974413646
2024-04-05,80.57782515991471
2024-04-06,78.45735607675905
2024-04-07,67.85501066098081
2024-04-08,72.0959488272921
2024-04-09,72.0959488272921
2024-04-10,61.49360341151386
2024-04-11,69.97547974413646
2024-04-12,74.21641791044776
2024-04-13,76.33688699360341
2024-04-14,59.373134328358205
2024-04-15,63.61407249466951
2024-04-16,67.85501066098081
2024-04-17,67.85501066098081
2024-04-18,65.73454157782515
2024-04-19,74.21641791044776
2024-04-20,74.21641791044776
2024-04-21,69.97547974413646
2024-04-22,67.85501066098081
2024-04-23,69.97547974413646
2024-04-24,67.85501066098081
2024-04-25,76.33688699360341
2024-04-26,65.73454157782515
2024-04-27,72.0959488272921
2024-04-28,67.85501066098081
2024-04-29,63.61407249466951
2024-04-30,63.61407249466951
2024-05-01,67.85501066098081
2024-05-02,67.85501066098081
2024-05-03,74.21641791044776
2024-05-04,78.45735607675905
2024-05-05,57.25266524520256
2024-05-06,74.21641791044776
2024-05-07,67.85501066098081
2024-05-08,63.61407249466951
2024-05-09,72.0959488272921
2024-05-10,74.21641791044776
2024-05-11,65.73454157782515
2024-05-12,67.85501066098081
2024-05-13,82.69829424307036
2024-05-14,74.21641791044776
2024-05-15,61.49360341151386
2024-05-16,72.0959488272921
2024-05-17,76.33688699360341
2024-05-18,74.21641791044776
2024-05-19,76.33688699360341
2024-05-20,72.0959488272921
2024-05-21,76.33688699360341
2024-05-22,78.45735607675905
2024-05-23,84.81876332622602
2024-05-24,80.57782515991471
2024-05-25,86.93923240938166
2024-05-26,72.0959488272921
2024-05-27,80.57782515991471
2024-05-28,86.93923240938166
2024-05-29,76.33688699360341
2024-05-30,84.81876332622602
2024-05-31,84.81876332622602
2024-06-01,82.69829424307036
2024-06-02,72.0959488272921
2024-06-03,82.69829424307036
2024-06-04,76.33688699360341
2024-06-05,80.57782515991471
2024-06-06,76.33688699360341
2024-06-07,72.0959488272921
2024-06-08,80.57782515991471
2024-06-09,69.97547974413646
2024-06-10,84.81876332622602
2024-06-11,82.69829424307036
2024-06-12,78.45735607675905
2024-06-13,80.57782515991471
2024-06-14,80.57782515991471
2024-06-15,84.81876332622602
2024-06-16,69.97547974413646
2024-06-17,86.93923240938166
2024-06-18,80.57782515991471
2024-06-19,95.42110874200426
2024-06-20,84.81876332622602
2024-06-21,95.42110874200426
2024-06-22,82.69829424307036
2024-06-23,82.69829424307036
2024-06-24,78.45735607675905
2024-06-25,82.69829424307036
2024-06-26,80.57782515991471
2024-06-27,76.33688699360341
2024-06-28,80.57782515991471
2024-06-29,84.81876332622602
2024-06-30,82.69829424307036
2024-07-01,86.93923240938166
2024-07-02,80.57782515991471
2024-07-03,93.30063965884861
2024-07-04,91.18017057569297
2024-07-05,84.81876332622602
2024-07-06,76.33688699360341
2024-07-07,74.21641791044776
2024-07-08,80.57782515991471
2024-07-09,82.69829424307036
2024-07-10,76.33688699360341
2024-07-11,80.57782515991471
2024-07-12,86.93923240938166
2024-07-13,93.30063965884861
2024-07-14,72.0959488272921
2024-07-15,84.81876332622602
2024-07-16,82.69829424307036
2024-07-17,89.05970149253731
2024-07-18,69.97547974413646
2024-07-19,93.30063965884861
2024-07-20,86.93923240938166
2024-07-21,80.57782515991471
2024-07-22,86.93923240938166
2024-07-23,84.81876332622602
2024-07-24,80.57782515991471
2024-07-25,80.57782515991471
2024-07-26,76.33688699360341
2024-07-27,69.97547974413646
2024-07-28,67.85501066098081
2024-07-29,76.33688699360341
2024-07-30,76.33688699360341
2024-07-31,76.33688699360341
2024-08-01,69.97547974413646
2024-08-02,78.45735607675905
2024-08-03,76.33688699360341
2024-08-04,80.57782515991471
2024-08-05,91.18017057569297
2024-08-06,72.0959488272921
2024-08-07,72.0959488272921
2024-08-08,72.0959488272921
2024-08-09,78.45735607675905
2024-08-10,72.0959488272921
2024-08-11,72.0959488272921
2024-08-12,74.21641791044776
2024-08-13,69.97547974413646
2024-08-14,74.21641791044776
2024-08-15,69.97547974413646
2024-08-16,72.0959488272921
2024-08-17,74.21641791044776
2024-08-18,78.45735607675905
2024-08-19,80.57782515991471
2024-08-20,76.33688699360341
2024-08-21,74.21641791044776
2024-08-22,72.0959488272921
2024-08-23,74.21641791044776
2024-08-24,212.04690831556502
2024-08-25,103.90298507462687
2024-08-26,78.45735607675905
2024-08-27,69.97547974413646
2024-08-28,72.0959488272921
2024-08-29,74.21641791044776
2024-08-30,78.45735607675905
2024-08-31,78.45735607675905
2024-09-01,69.97547974413646
2024-09-02,69.97547974413646
2024-09-03,74.21641791044776
2024-09-04,59.373134328358205
2024-09-05,72.0959488272921
2024-09-06,65.73454157782515
2024-09-07,72.0959488272921
2024-09-08,72.0959488272921
2024-09-09,65.73454157782515
2024-09-10,69.97547974413646
2024-09-11,59.373134328358205
2024-09-12,65.73454157782515
2024-09-13,74.21641791044776
2024-09-14,67.85501066098081
2024-09-15,65.73454157782515
2024-09-16,72.0959488272921
2024-09-17,69.97547974413646
2024-09-18,69.97547974413646
2024-09-19,67.85501066098081
2024-09-20,69.97547974413646
2024-09-21,63.61407249466951
2024-09-22,57.25266524520256
2024-09-23,67.85501066098081
2024-09-24,67.85501066098081
2024-09-25,61.49360341151386
