Time,cooperative
2022-06-16,78.0
2022-06-17,72.0
2022-06-18,43.0
2022-06-19,37.0
2022-06-20,68.0
2022-06-21,68.0
2022-06-22,74.0
2022-06-23,72.0
2022-06-24,59.0
2022-06-25,40.0
2022-06-26,33.0
2022-06-27,75.0
2022-06-28,66.0
2022-06-29,71.0
2022-06-30,65.0
2022-07-01,65.0
2022-07-02,46.0
2022-07-03,31.0
2022-07-04,41.0
2022-07-05,68.0
2022-07-06,67.0
2022-07-07,75.0
2022-07-08,66.0
2022-07-09,44.0
2022-07-10,40.0
2022-07-11,75.0
2022-07-12,64.0
2022-07-13,70.0
2022-07-14,73.0
2022-07-15,67.0
2022-07-16,39.0
2022-07-17,40.0
2022-07-18,74.0
2022-07-19,72.0
2022-07-20,74.0
2022-07-21,74.0
2022-07-22,66.0
2022-07-23,40.0
2022-07-24,34.0
2022-07-25,77.0
2022-07-26,67.0
2022-07-27,71.0
2022-07-28,72.0
2022-07-29,66.0
2022-07-30,40.0
2022-07-31,39.0
2022-08-01,78.0
2022-08-02,68.0
2022-08-03,72.0
2022-08-04,71.0
2022-08-05,66.0
2022-08-06,40.0
2022-08-07,36.0
2022-08-08,67.0
2022-08-09,72.0
2022-08-10,68.0
2022-08-11,74.0
2022-08-12,65.0
2022-08-13,39.0
2022-08-14,39.0
2022-08-15,73.0
2022-08-16,79.0
2022-08-17,72.0
2022-08-18,69.0
2022-08-19,64.0
2022-08-20,40.0
2022-08-21,35.0
2022-08-22,64.0
2022-08-23,77.0
2022-08-24,67.0
2022-08-25,67.0
2022-08-26,66.0
2022-08-27,38.0
2022-08-28,35.0
2022-08-29,78.11111111111111
2022-08-30,72.0
2022-08-31,73.88888888888889
2022-09-01,72.0
2022-09-02,74.83333333333333
2022-09-03,33.888888888888886
2022-09-04,37.666666666666664
2022-09-05,42.83333333333333
2022-09-06,73.88888888888889
2022-09-07,75.77777777777777
2022-09-08,70.11111111111111
2022-09-09,75.27777777777777
2022-09-10,39.05555555555556
2022-09-11,36.22222222222222
2022-09-12,80.0
2022-09-13,80.0
2022-09-14,78.11111111111111
2022-09-15,79.05555555555554
2022-09-16,72.0
2022-09-17,41.888888888888886
2022-09-18,35.27777777777778
2022-09-19,86.61111111111111
2022-09-20,81.88888888888889
2022-09-21,84.72222222222223
2022-09-22,75.77777777777777
2022-09-23,76.72222222222223
2022-09-24,38.111111111111114
2022-09-25,40.94444444444444
2022-09-26,84.22222222222223
2022-09-27,75.55555555555556
2022-09-28,73.77777777777777
2022-09-29,75.55555555555556
2022-09-30,85.33333333333333
2022-10-01,50.666666666666664
2022-10-02,41.77777777777778
2022-10-03,87.1111111111111
2022-10-04,87.1111111111111
2022-10-05,76.44444444444444
2022-10-06,87.1111111111111
2022-10-07,74.66666666666666
2022-10-08,43.55555555555555
2022-10-09,37.33333333333333
2022-10-10,77.33333333333333
2022-10-11,81.77777777777777
2022-10-12,81.77777777777777
2022-10-13,76.44444444444444
2022-10-14,72.0
2022-10-15,38.22222222222222
2022-10-16,40.0
2022-10-17,75.55555555555556
2022-10-18,78.22222222222221
2022-10-19,72.88888888888889
2022-10-20,78.22222222222221
2022-10-21,71.11111111111111
2022-10-22,39.11111111111111
2022-10-23,40.0
2022-10-24,86.22222222222221
2022-10-25,84.44444444444444
2022-10-26,77.33333333333333
2022-10-27,75.55555555555556
2022-10-28,79.1111111111111
2022-10-29,46.22222222222222
2022-10-30,47.11111111111111
2022-10-31,85.33333333333333
2022-11-01,86.22222222222221
2022-11-02,79.1111111111111
2022-11-03,75.55555555555556
2022-11-04,72.88888888888889
2022-11-05,45.33333333333333
2022-11-06,41.77777777777778
2022-11-07,75.55555555555556
2022-11-08,67.55555555555556
2022-11-09,65.77777777777777
2022-11-10,68.44444444444444
2022-11-11,67.55555555555556
2022-11-12,45.33333333333333
2022-11-13,36.44444444444444
2022-11-14,83.55555555555556
2022-11-15,76.44444444444444
2022-11-16,73.77777777777777
2022-11-17,73.77777777777777
2022-11-18,72.88888888888889
2022-11-19,40.888888888888886
2022-11-20,36.44444444444444
2022-11-21,72.88888888888889
2022-11-22,65.77777777777777
2022-11-23,58.666666666666664
2022-11-24,29.333333333333332
2022-11-25,42.666666666666664
2022-11-26,36.44444444444444
2022-11-27,41.77777777777778
2022-11-28,69.33333333333333
2022-11-29,73.77777777777777
2022-11-30,71.11111111111111
2022-12-01,73.77777777777777
2022-12-02,72.0
2022-12-03,39.11111111111111
2022-12-04,35.55555555555556
2022-12-05,71.11111111111111
2022-12-06,76.44444444444444
2022-12-07,70.22222222222221
2022-12-08,65.77777777777777
2022-12-09,65.77777777777777
2022-12-10,40.888888888888886
2022-12-11,36.44444444444444
2022-12-12,74.66666666666666
2022-12-13,69.33333333333333
2022-12-14,68.44444444444444
2022-12-15,73.77777777777777
2022-12-16,72.88888888888889
2022-12-17,42.666666666666664
2022-12-18,29.333333333333332
2022-12-19,65.77777777777777
2022-12-20,64.88888888888889
2022-12-21,63.11111111111111
2022-12-22,59.55555555555555
2022-12-23,79.1111111111111
2022-12-24,46.22222222222222
2022-12-25,25.777777777777775
2022-12-26,40.0
2022-12-27,59.55555555555555
2022-12-28,61.33333333333333
2022-12-29,57.77777777777777
2022-12-30,52.44444444444444
2022-12-31,39.11111111111111
2023-01-01,26.666666666666664
2023-01-02,45.33333333333333
2023-01-03,68.44444444444444
2023-01-04,70.22222222222221
2023-01-05,72.88888888888889
2023-01-06,66.66666666666666
2023-01-07,41.77777777777778
2023-01-08,36.44444444444444
2023-01-09,70.22222222222221
2023-01-10,69.33333333333333
2023-01-11,68.44444444444444
2023-01-12,66.66666666666666
2023-01-13,72.0
2023-01-14,40.0
2023-01-15,30.22222222222222
2023-01-16,61.33333333333333
2023-01-17,76.44444444444444
2023-01-18,75.55555555555556
2023-01-19,72.0
2023-01-20,68.44444444444444
2023-01-21,40.888888888888886
2023-01-22,37.33333333333333
2023-01-23,77.33333333333333
2023-01-24,79.1111111111111
2023-01-25,81.77777777777777
2023-01-26,87.1111111111111
2023-01-27,71.11111111111111
2023-01-28,42.666666666666664
2023-01-29,38.22222222222222
2023-01-30,85.33333333333333
2023-01-31,84.44444444444444
2023-02-01,78.22222222222221
2023-02-02,84.44444444444444
2023-02-03,78.22222222222221
2023-02-04,47.11111111111111
2023-02-05,45.33333333333333
2023-02-06,86.22222222222221
2023-02-07,78.22222222222221
2023-02-08,75.55555555555556
2023-02-09,79.1111111111111
2023-02-10,77.33333333333333
2023-02-11,47.11111111111111
2023-02-12,44.44444444444444
2023-02-13,77.33333333333333
2023-02-14,79.1111111111111
2023-02-15,88.88888888888889
2023-02-16,71.11111111111111
2023-02-17,72.88888888888889
2023-02-18,41.77777777777778
2023-02-19,56.0
2023-02-20,74.66666666666666
2023-02-21,78.22222222222221
2023-02-22,86.22222222222221
2023-02-23,77.33333333333333
2023-02-24,72.0
2023-02-25,43.55555555555555
2023-02-26,40.0
2023-02-27,86.22222222222221
2023-02-28,83.55555555555556
2023-03-01,80.0
2023-03-02,84.44444444444444
2023-03-03,84.44444444444444
2023-03-04,52.44444444444444
2023-03-05,43.55555555555555
2023-03-06,73.77777777777777
2023-03-07,80.0
2023-03-08,79.1111111111111
2023-03-09,80.0
2023-03-10,72.88888888888889
2023-03-11,45.33333333333333
2023-03-12,43.55555555555555
2023-03-13,72.0
2023-03-14,79.1111111111111
2023-03-15,71.11111111111111
2023-03-16,74.66666666666666
2023-03-17,65.77777777777777
2023-03-18,40.0
2023-03-19,42.666666666666664
2023-03-20,77.33333333333333
2023-03-21,73.77777777777777
2023-03-22,86.22222222222221
2023-03-23,78.22222222222221
2023-03-24,70.22222222222221
2023-03-25,49.77777777777777
2023-03-26,43.55555555555555
2023-03-27,79.1111111111111
2023-03-28,78.22222222222221
2023-03-29,77.33333333333333
2023-03-30,78.22222222222221
2023-03-31,72.88888888888889
2023-04-01,56.888888888888886
2023-04-02,47.11111111111111
2023-04-03,87.1111111111111
2023-04-04,74.66666666666666
2023-04-05,73.77777777777777
2023-04-06,74.66666666666666
2023-04-07,65.77777777777777
2023-04-08,40.888888888888886
2023-04-09,35.55555555555556
2023-04-10,80.0
2023-04-11,75.55555555555556
2023-04-12,76.44444444444444
2023-04-13,74.66666666666666
2023-04-14,73.77777777777777
2023-04-15,39.11111111111111
2023-04-16,47.11111111111111
2023-04-17,76.44444444444444
2023-04-18,76.44444444444444
2023-04-19,72.88888888888889
2023-04-20,69.33333333333333
2023-04-21,68.44444444444444
2023-04-22,43.55555555555555
2023-04-23,43.55555555555555
2023-04-24,84.44444444444444
2023-04-25,76.44444444444444
2023-04-26,74.72527472527472
2023-04-27,72.97680097680097
2023-04-28,65.55311355311355
2023-04-29,42.393162393162385
2023-04-30,48.94261294261294
2023-05-01,78.2222222222222
2023-05-02,74.72527472527472
2023-05-03,73.85103785103783
2023-05-04,73.85103785103783
2023-05-05,63.8046398046398
2023-05-06,41.51892551892551
2023-05-07,41.07448107448107
2023-05-08,77.79242979242977
2023-05-09,80.84493284493283
2023-05-10,73.85103785103783
2023-05-11,69.05006105006103
2023-05-12,63.8046398046398
2023-05-13,37.147741147741144
2023-05-14,34.525030525030516
2023-05-15,75.5995115995116
2023-05-16,71.22832722832723
2023-05-17,72.10256410256409
2023-05-18,72.97680097680097
2023-05-19,65.55311355311355
2023-05-20,36.7032967032967
2023-05-21,33.2063492063492
2023-05-22,66.42735042735042
2023-05-23,78.2222222222222
2023-05-24,70.7985347985348
2023-05-25,64.46886446886445
2023-05-26,59.3113553113553
2023-05-27,40.40048840048839
2023-05-28,30.945054945054938
2023-05-29,36.102564102564095
2023-05-30,78.2222222222222
2023-05-31,74.78388278388277
2023-06-01,75.64346764346763
2023-06-02,70.48595848595848
2023-06-03,41.260073260073256
2023-06-04,39.540903540903535
2023-06-05,73.9242979242979
2023-06-06,69.6263736263736
2023-06-07,70.48595848595848
2023-06-08,72.20512820512819
2023-06-09,65.32844932844931
2023-06-10,37.821733821733815
2023-06-11,35.24297924297924
2023-06-12,70.48595848595848
2023-06-13,73.06471306471305
2023-06-14,69.6263736263736
2023-06-15,68.76678876678875
2023-06-16,74.78388278388277
2023-06-17,40.40048840048839
2023-06-18,37.821733821733815
2023-06-19,67.04761904761904
2023-06-20,74.78388278388277
2023-06-21,79.08180708180707
2023-06-22,64.46886446886445
2023-06-23,59.3113553113553
2023-06-24,36.96214896214895
2023-06-25,40.40048840048839
2023-06-26,79.08180708180707
2023-06-27,75.64346764346763
2023-06-28,70.48595848595848
2023-06-29,69.6263736263736
2023-06-30,62.74969474969474
2023-07-01,39.540903540903535
2023-07-02,42.97924297924297
2023-07-03,62.74969474969474
2023-07-04,36.96214896214895
2023-07-05,76.50305250305249
2023-07-06,74.78388278388277
2023-07-07,66.18803418803418
2023-07-08,39.540903540903535
2023-07-09,35.24297924297924
2023-07-10,80.80097680097678
2023-07-11,75.64346764346763
2023-07-12,71.34554334554333
2023-07-13,67.04761904761904
2023-07-14,67.9072039072039
2023-07-15,48.13675213675213
2023-07-16,36.96214896214895
2023-07-17,73.06471306471305
2023-07-18,77.36263736263734
2023-07-19,78.2222222222222
2023-07-20,73.9242979242979
2023-07-21,69.6263736263736
2023-07-22,36.96214896214895
2023-07-23,37.821733821733815
2023-07-24,70.48595848595848
2023-07-25,70.48595848595848
2023-07-26,69.6263736263736
2023-07-27,67.9072039072039
2023-07-28,63.6092796092796
2023-07-29,42.97924297924297
2023-07-30,36.96214896214895
2023-07-31,70.48595848595848
2023-08-01,76.50305250305249
2023-08-02,69.6263736263736
2023-08-03,69.6263736263736
2023-08-04,67.04761904761904
2023-08-05,38.68131868131867
2023-08-06,36.102564102564095
2023-08-07,77.36263736263734
2023-08-08,73.9242979242979
2023-08-09,66.18803418803418
2023-08-10,72.20512820512819
2023-08-11,67.9072039072039
2023-08-12,39.540903540903535
2023-08-13,36.102564102564095
2023-08-14,68.76678876678875
2023-08-15,73.06471306471305
2023-08-16,71.34554334554333
2023-08-17,75.64346764346763
2023-08-18,66.18803418803418
2023-08-19,39.540903540903535
2023-08-20,36.96214896214895
2023-08-21,71.34554334554333
2023-08-22,81.66056166056164
2023-08-23,67.9072039072039
2023-08-24,73.06471306471305
2023-08-25,70.48595848595848
2023-08-26,37.821733821733815
2023-08-27,39.540903540903535
2023-08-28,77.36263736263734
2023-08-29,79.94139194139193
2023-08-30,79.94139194139193
2023-08-31,73.9242979242979
2023-09-01,72.20512820512819
2023-09-02,40.40048840048839
2023-09-03,38.68131868131867
2023-09-04,45.55799755799755
2023-09-05,80.80097680097678
2023-09-06,75.64346764346763
2023-09-07,79.08180708180707
2023-09-08,70.48595848595848
2023-09-09,48.13675213675213
2023-09-10,42.11965811965811
2023-09-11,81.66056166056164
2023-09-12,82.52014652014651
2023-09-13,81.66056166056164
2023-09-14,77.36263736263734
2023-09-15,76.50305250305249
2023-09-16,42.97924297924297
2023-09-17,42.97924297924297
2023-09-18,77.36263736263734
2023-09-19,79.08180708180707
2023-09-20,84.23931623931622
2023-09-21,85.95848595848594
2023-09-22,72.20512820512819
2023-09-23,40.40048840048839
2023-09-24,36.96214896214895
2023-09-25,82.52014652014651
2023-09-26,82.52014652014651
2023-09-27,77.36263736263734
2023-09-28,79.94139194139193
2023-09-29,73.06471306471305
2023-09-30,42.97924297924297
2023-10-01,39.540903540903535
2023-10-02,85.09890109890108
2023-10-03,83.37973137973137
2023-10-04,77.36263736263734
2023-10-05,84.23931623931622
2023-10-06,74.78388278388277
2023-10-07,46.41758241758241
2023-10-08,36.96214896214895
2023-10-09,70.48595848595848
2023-10-10,79.94139194139193
2023-10-11,77.36263736263734
2023-10-12,77.36263736263734
2023-10-13,68.76678876678875
2023-10-14,41.260073260073256
2023-10-15,39.540903540903535
2023-10-16,80.80097680097678
2023-10-17,78.2222222222222
2023-10-18,73.06471306471305
2023-10-19,78.2222222222222
2023-10-20,73.06471306471305
2023-10-21,42.11965811965811
2023-10-22,39.540903540903535
2023-10-23,78.2222222222222
2023-10-24,75.64346764346763
2023-10-25,77.36263736263734
2023-10-26,76.50305250305249
2023-10-27,75.64346764346763
2023-10-28,38.68131868131867
2023-10-29,39.540903540903535
2023-10-30,79.94139194139193
2023-10-31,74.78388278388277
2023-11-01,84.23931623931622
2023-11-02,74.78388278388277
2023-11-03,70.48595848595848
2023-11-04,42.11965811965811
2023-11-05,38.68131868131867
2023-11-06,83.37973137973137
2023-11-07,78.2222222222222
2023-11-08,79.08180708180707
2023-11-09,70.48595848595848
2023-11-10,62.74969474969474
2023-11-11,39.540903540903535
2023-11-12,37.821733821733815
2023-11-13,77.36263736263734
2023-11-14,77.36263736263734
2023-11-15,74.78388278388277
2023-11-16,71.34554334554333
2023-11-17,66.18803418803418
2023-11-18,36.102564102564095
2023-11-19,34.383394383394375
2023-11-20,66.18803418803418
2023-11-21,67.04761904761904
2023-11-22,55.013431013431
2023-11-23,27.5067155067155
2023-11-24,37.821733821733815
2023-11-25,36.102564102564095
2023-11-26,34.383394383394375
2023-11-27,76.50305250305249
2023-11-28,78.2222222222222
2023-11-29,71.34554334554333
2023-11-30,76.50305250305249
2023-12-01,67.9072039072039
2023-12-02,43.83882783882783
2023-12-03,36.96214896214895
2023-12-04,71.34554334554333
2023-12-05,80.80097680097678
2023-12-06,75.64346764346763
2023-12-07,71.34554334554333
2023-12-08,72.20512820512819
2023-12-09,43.83882783882783
2023-12-10,37.821733821733815
2023-12-11,78.2222222222222
2023-12-12,73.06471306471305
2023-12-13,67.9072039072039
2023-12-14,70.48595848595848
2023-12-15,67.04761904761904
2023-12-16,41.260073260073256
2023-12-17,32.664224664224655
2023-12-18,70.48595848595848
2023-12-19,66.18803418803418
2023-12-20,63.6092796092796
2023-12-21,59.3113553113553
2023-12-22,53.35566021280306
2023-12-23,31.559044130472692
2023-12-24,22.226408512122795
2023-12-25,23.11669283097854
2023-12-26,51.57509157509156
2023-12-27,53.35566021280306
2023-12-28,54.24594453165881
2023-12-29,58.69736612593754
2023-12-30,36.900750043607175
2023-12-31,31.129251700680264
2024-01-01,31.559044130472692
2024-01-02,68.03000174428743
2024-01-03,69.81057038199893
2024-01-04,73.80150008721435
2024-01-05,69.35007849293561
2024-01-06,37.79103436246292
2024-01-07,31.559044130472692
2024-01-08,69.81057038199893
2024-01-09,81.81405895691609
2024-01-10,80.92377463806034
2024-01-11,69.35007849293561
2024-01-12,68.92028606314318
2024-01-13,37.79103436246292
2024-01-14,37.79103436246292
2024-01-15,56.0265131693703
2024-01-16,67.56950985522413
2024-01-17,80.03349031920459
2024-01-18,72.48142333856617
2024-01-19,72.9112157683586
2024-01-20,41.44427001569858
2024-01-21,38.68131868131867
2024-01-22,77.36263736263734
2024-01-23,72.75771847200417
2024-01-24,71.83673469387753
2024-01-25,72.75771847200417
2024-01-26,67.23181580324436
2024-01-27,42.36525379382521
2024-01-28,38.68131868131867
2024-01-29,76.4416535845107
2024-01-30,79.20460491889061
2024-01-31,79.20460491889061
2024-02-01,84.73050758765042
2024-02-02,71.83673469387753
2024-02-03,44.207221350078484
2024-02-04,40.52328623757194
2024-02-05,81.04657247514388
2024-02-06,81.96755625327052
2024-02-07,74.59968602825744
2024-02-08,77.36263736263734
2024-02-09,79.20460491889061
2024-02-10,43.286237571951844
2024-02-11,37.76033490319204
2024-02-12,72.75771847200417
2024-02-13,85.65149136577706
2024-02-14,79.20460491889061
2024-02-15,79.20460491889061
2024-02-16,69.07378335949763
2024-02-17,43.286237571951844
2024-02-18,44.207221350078484
2024-02-19,68.15279958137099
2024-02-20,79.20460491889061
2024-02-21,77.36263736263734
2024-02-22,79.20460491889061
2024-02-23,73.6787022501308
2024-02-24,44.207221350078484
2024-02-25,42.36525379382521
2024-02-26,82.88854003139716
2024-02-27,79.20460491889061
2024-02-28,81.96755625327052
2024-02-29,82.88854003139716
2024-03-01,80.12558869701725
2024-03-02,55.2590266875981
2024-03-03,40.52328623757194
2024-03-04,81.96755625327052
2024-03-05,78.28362114076397
2024-03-06,76.4416535845107
2024-03-07,71.83673469387753
2024-03-08,69.07378335949763
2024-03-09,42.36525379382521
2024-03-10,45.12820512820512
2024-03-11,77.36263736263734
2024-03-12,75.52066980638408
2024-03-13,72.75771847200417
2024-03-14,75.52066980638408
2024-03-15,75.52066980638408
2024-03-16,42.36525379382521
2024-03-17,43.286237571951844
2024-03-18,81.96755625327052
2024-03-19,78.28362114076397
2024-03-20,73.6787022501308
2024-03-21,76.4416535845107
2024-03-22,68.15279958137099
2024-03-23,37.76033490319204
2024-03-24,46.04918890633175
2024-03-25,74.59968602825744
2024-03-26,74.59968602825744
2024-03-27,82.88854003139716
2024-03-28,74.59968602825744
2024-03-29,66.31083202511772
2024-03-30,39.602302459445305
2024-03-31,36.8393511250654
2024-04-01,80.12558869701725
2024-04-02,81.04657247514388
2024-04-03,82.88854003139716
2024-04-04,79.20460491889061
2024-04-05,67.23181580324436
2024-04-06,41.44427001569858
2024-04-07,42.36525379382521
2024-04-08,69.07378335949763
2024-04-09,79.20460491889061
2024-04-10,77.36263736263734
2024-04-11,78.28362114076397
2024-04-12,72.75771847200417
2024-04-13,39.602302459445305
2024-04-14,34.99738356881213
2024-04-15,81.96755625327052
2024-04-16,79.20460491889061
2024-04-17,77.36263736263734
2024-04-18,81.96755625327052
2024-04-19,70.91575091575089
2024-04-20,43.286237571951844
2024-04-21,41.44427001569858
2024-04-22,78.28362114076397
2024-04-23,74.59968602825744
2024-04-24,70.91575091575089
2024-04-25,80.12558869701725
2024-04-26,62.62689691261118
2024-04-27,41.44427001569858
2024-04-28,38.68131868131867
2024-04-29,82.88854003139716
2024-04-30,80.12558869701725
2024-05-01,80.12558869701725
2024-05-02,78.28362114076397
2024-05-03,71.83673469387753
2024-05-04,42.36525379382521
2024-05-05,39.602302459445305
2024-05-06,81.96755625327052
2024-05-07,75.52066980638408
2024-05-08,76.4416535845107
2024-05-09,76.4416535845107
2024-05-10,69.99476713762427
2024-05-11,34.07639979068549
2024-05-12,33.15541601255886
2024-05-13,70.91575091575089
2024-05-14,67.23181580324436
2024-05-15,70.91575091575089
2024-05-16,76.4416535845107
2024-05-17,64.46886446886445
2024-05-18,34.99738356881213
2024-05-19,31.31344845630559
2024-05-20,69.99476713762427
2024-05-21,75.52066980638408
2024-05-22,67.23181580324436
2024-05-23,64.46886446886445
2024-05-24,58.94296180010464
2024-05-25,37.76033490319204
2024-05-26,40.52328623757194
2024-05-27,45.12820512820512
2024-05-28,73.6787022501308
2024-05-29,74.59968602825744
2024-05-30,67.23181580324436
2024-05-31,68.15279958137099
2024-06-01,36.8393511250654
2024-06-02,36.8393511250654
2024-06-03,68.15279958137099
2024-06-04,69.99476713762427
2024-06-05,71.83673469387753
2024-06-06,81.04657247514388
2024-06-07,63.54788069073781
2024-06-08,42.36525379382521
2024-06-09,35.918367346938766
2024-06-10,80.12558869701725
2024-06-11,77.36263736263734
2024-06-12,67.23181580324436
2024-06-13,68.15279958137099
2024-06-14,71.83673469387753
2024-06-15,47.89115646258502
2024-06-16,39.602302459445305
2024-06-17,76.4416535845107
2024-06-18,71.83673469387753
2024-06-19,63.54788069073781
2024-06-20,65.38984824699108
2024-06-21,65.38984824699108
2024-06-22,38.68131868131867
2024-06-23,39.602302459445305
2024-06-24,69.07378335949763
2024-06-25,72.75771847200417
2024-06-26,69.99476713762427
2024-06-27,69.07378335949763
2024-06-28,67.23181580324436
2024-06-29,41.44427001569858
2024-06-30,45.12820512820512
2024-07-01,72.75771847200417
2024-07-02,67.23181580324436
2024-07-03,71.83673469387753
2024-07-04,38.68131868131867
2024-07-05,50.65410779696492
2024-07-06,39.602302459445305
2024-07-07,38.68131868131867
2024-07-08,77.36263736263734
2024-07-09,75.52066980638408
2024-07-10,73.6787022501308
2024-07-11,74.59968602825744
2024-07-12,67.23181580324436
2024-07-13,34.99738356881213
2024-07-14,33.15541601255886
2024-07-15,63.54788069073781
2024-07-16,71.83673469387753
2024-07-17,74.59968602825744
2024-07-18,65.38984824699108
2024-07-19,58.94296180010464
2024-07-20,40.52328623757194
2024-07-21,37.76033490319204
2024-07-22,69.99476713762427
2024-07-23,72.75771847200417
2024-07-24,68.15279958137099
2024-07-25,67.23181580324436
2024-07-26,56.180010465724735
2024-07-27,33.15541601255886
2024-07-28,34.07639979068549
2024-07-29,68.15279958137099
2024-07-30,69.07378335949763
2024-07-31,68.15279958137099
2024-08-01,69.99476713762427
2024-08-02,62.62689691261118
2024-08-03,36.8393511250654
2024-08-04,37.76033490319204
2024-08-05,74.59968602825744
2024-08-06,70.91575091575089
2024-08-07,70.91575091575089
2024-08-08,68.15279958137099
2024-08-09,73.6787022501308
2024-08-10,39.602302459445305
2024-08-11,35.918367346938766
2024-08-12,70.91575091575089
2024-08-13,65.38984824699108
2024-08-14,69.07378335949763
2024-08-15,72.75771847200417
2024-08-16,69.99476713762427
2024-08-17,39.602302459445305
2024-08-18,38.825651959980306
2024-08-19,73.58248006435637
2024-08-20,71.08757624749094
2024-08-21,73.58248006435637
2024-08-22,71.08757624749094
2024-08-23,58.97732686645265
2024-08-24,39.286143849043626
2024-08-25,37.80844599607925
2024-08-26,70.07037028358988
2024-08-27,77.09458984512287
2024-08-28,73.58248006435637
2024-08-29,74.59968602825744
2024-08-30,73.58248006435637
2024-08-31,39.84285792388137
2024-09-01,38.825651959980306
2024-09-02,40.30334981294468
2024-09-03,82.18061966462817
2024-09-04,73.58248006435637
2024-09-05,80.14620773682606
2024-09-06,76.0773838812218
2024-09-07,42.3377617407468
2024-09-08,37.80844599607925
2024-09-09,80.14620773682606
2024-09-10,92.25645711786434
2024-09-11,72.56527410045533
2024-09-12,79.129001772925
2024-09-13,80.14620773682606
2024-09-14,46.867077485414356
2024-09-15,41.320555776845744
2024-09-16,82.39368307598582
2024-09-17,79.05339862695936
2024-09-18,80.16682677663485
2024-09-19,79.05339862695936
2024-09-20,74.59968602825744
2024-09-21,38.96998523864195
2024-09-22,41.19684153799291
2024-09-23,82.39368307598582
2024-09-24,82.39368307598582
2024-09-25,82.39368307598582
2024-09-26,82.39368307598582
2024-09-27,111.3428149675484
2024-09-28,65.69226083085356
