Time,prosperity
2023-07-16,20.30769230769231
2023-07-17,30.461538461538467
2023-07-18,26.653846153846157
2023-07-19,26.653846153846157
2023-07-20,29.192307692307697
2023-07-21,30.461538461538467
2023-07-22,22.84615384615385
2023-07-23,21.57692307692308
2023-07-24,27.923076923076927
2023-07-25,27.923076923076927
2023-07-26,27.923076923076927
2023-07-27,29.192307692307697
2023-07-28,26.653846153846157
2023-07-29,26.653846153846157
2023-07-30,19.03846153846154
2023-07-31,31.730769230769234
2023-08-01,33.00000000000001
2023-08-02,27.923076923076927
2023-08-03,29.192307692307697
2023-08-04,33.00000000000001
2023-08-05,24.115384615384617
2023-08-06,22.84615384615385
2023-08-07,30.461538461538467
2023-08-08,33.00000000000001
2023-08-09,30.461538461538467
2023-08-10,27.923076923076927
2023-08-11,27.923076923076927
2023-08-12,20.30769230769231
2023-08-13,22.84615384615385
2023-08-14,33.00000000000001
2023-08-15,29.192307692307697
2023-08-16,33.00000000000001
2023-08-17,30.461538461538467
2023-08-18,30.461538461538467
2023-08-19,21.57692307692308
2023-08-20,21.57692307692308
2023-08-21,31.730769230769234
2023-08-22,27.923076923076927
2023-08-23,30.461538461538467
2023-08-24,29.192307692307697
2023-08-25,30.461538461538467
2023-08-26,21.57692307692308
2023-08-27,21.57692307692308
2023-08-28,31.730769230769234
2023-08-29,33.00000000000001
2023-08-30,35.53846153846154
2023-08-31,31.730769230769234
2023-09-01,38.07692307692308
2023-09-02,24.115384615384617
2023-09-03,21.57692307692308
2023-09-04,21.57692307692308
2023-09-05,34.269230769230774
2023-09-06,33.00000000000001
2023-09-07,34.269230769230774
2023-09-08,34.269230769230774
2023-09-09,22.84615384615385
2023-09-10,21.57692307692308
2023-09-11,33.00000000000001
2023-09-12,34.269230769230774
2023-09-13,33.00000000000001
2023-09-14,31.730769230769234
2023-09-15,31.730769230769234
2023-09-16,24.115384615384617
2023-09-17,20.30769230769231
2023-09-18,36.807692307692314
2023-09-19,34.269230769230774
2023-09-20,34.269230769230774
2023-09-21,36.807692307692314
2023-09-22,34.269230769230774
2023-09-23,26.653846153846157
2023-09-24,22.84615384615385
2023-09-25,36.807692307692314
2023-09-26,34.269230769230774
2023-09-27,36.807692307692314
2023-09-28,33.00000000000001
2023-09-29,33.00000000000001
2023-09-30,25.384615384615387
2023-10-01,22.84615384615385
2023-10-02,36.807692307692314
2023-10-03,34.269230769230774
2023-10-04,34.269230769230774
2023-10-05,34.269230769230774
2023-10-06,33.00000000000001
2023-10-07,20.30769230769231
2023-10-08,21.57692307692308
2023-10-09,31.730769230769234
2023-10-10,34.269230769230774
2023-10-11,35.53846153846154
2023-10-12,31.730769230769234
2023-10-13,35.53846153846154
2023-10-14,22.84615384615385
2023-10-15,22.84615384615385
2023-10-16,33.00000000000001
2023-10-17,34.269230769230774
2023-10-18,34.269230769230774
2023-10-19,35.53846153846154
2023-10-20,36.807692307692314
2023-10-21,22.84615384615385
2023-10-22,21.57692307692308
2023-10-23,36.807692307692314
2023-10-24,33.00000000000001
2023-10-25,33.00000000000001
2023-10-26,33.00000000000001
2023-10-27,31.730769230769234
2023-10-28,21.57692307692308
2023-10-29,17.76923076923077
2023-10-30,34.269230769230774
2023-10-31,33.00000000000001
2023-11-01,34.269230769230774
2023-11-02,36.807692307692314
2023-11-03,35.53846153846154
2023-11-04,21.57692307692308
2023-11-05,22.84615384615385
2023-11-06,38.07692307692308
2023-11-07,35.53846153846154
2023-11-08,35.53846153846154
2023-11-09,35.53846153846154
2023-11-10,36.807692307692314
2023-11-11,24.115384615384617
2023-11-12,21.57692307692308
2023-11-13,38.07692307692308
2023-11-14,33.00000000000001
2023-11-15,38.07692307692308
2023-11-16,36.807692307692314
2023-11-17,35.53846153846154
2023-11-18,25.384615384615387
2023-11-19,17.76923076923077
2023-11-20,30.461538461538467
2023-11-21,30.461538461538467
2023-11-22,27.923076923076927
2023-11-23,17.76923076923077
2023-11-24,25.384615384615387
2023-11-25,21.57692307692308
2023-11-26,20.30769230769231
2023-11-27,34.269230769230774
2023-11-28,39.346153846153854
2023-11-29,36.807692307692314
2023-11-30,38.07692307692308
2023-12-01,39.346153846153854
2023-12-02,24.115384615384617
2023-12-03,22.84615384615385
2023-12-04,38.07692307692308
2023-12-05,35.53846153846154
2023-12-06,38.07692307692308
2023-12-07,35.53846153846154
2023-12-08,40.61538461538462
2023-12-09,26.653846153846157
2023-12-10,22.84615384615385
2023-12-11,35.53846153846154
2023-12-12,38.07692307692308
2023-12-13,38.07692307692308
2023-12-14,36.807692307692314
2023-12-15,39.346153846153854
2023-12-16,27.923076923076927
2023-12-17,22.84615384615385
2023-12-18,35.53846153846154
2023-12-19,48.23076923076923
2023-12-20,49.50000000000001
2023-12-21,39.346153846153854
2023-12-22,35.53846153846154
2023-12-23,39.346153846153854
2023-12-24,33.00000000000001
2023-12-25,26.653846153846157
2023-12-26,31.730769230769234
2023-12-27,31.730769230769234
2023-12-28,31.730769230769234
2023-12-29,38.07692307692308
2023-12-30,35.53846153846154
2023-12-31,55.846153846153854
2024-01-01,126.92307692307693
2024-01-02,53.307692307692314
2024-01-03,40.61538461538462
2024-01-04,39.346153846153854
2024-01-05,36.807692307692314
2024-01-06,27.923076923076927
2024-01-07,20.30769230769231
2024-01-08,34.269230769230774
2024-01-09,34.269230769230774
2024-01-10,44.42307692307693
2024-01-11,38.07692307692308
2024-01-12,40.61538461538462
2024-01-13,26.653846153846157
2024-01-14,21.57692307692308
2024-01-15,26.653846153846157
2024-01-16,33.00000000000001
2024-01-17,33.00000000000001
2024-01-18,36.807692307692314
2024-01-19,35.53846153846154
2024-01-20,25.384615384615387
2024-01-21,25.384615384615387
2024-01-22,35.53846153846154
2024-01-23,38.07692307692308
2024-01-24,38.07692307692308
2024-01-25,35.53846153846154
2024-01-26,34.269230769230774
2024-01-27,24.115384615384617
2024-01-28,22.84615384615385
2024-01-29,36.807692307692314
2024-01-30,39.346153846153854
2024-01-31,38.07692307692308
2024-02-01,36.807692307692314
2024-02-02,38.07692307692308
2024-02-03,25.384615384615387
2024-02-04,22.84615384615385
2024-02-05,35.53846153846154
2024-02-06,38.07692307692308
2024-02-07,36.807692307692314
2024-02-08,38.07692307692308
2024-02-09,40.61538461538462
2024-02-10,33.00000000000001
2024-02-11,26.653846153846157
2024-02-12,36.807692307692314
2024-02-13,36.807692307692314
2024-02-14,38.07692307692308
2024-02-15,36.807692307692314
2024-02-16,36.807692307692314
2024-02-17,24.115384615384617
2024-02-18,20.30769230769231
2024-02-19,27.923076923076927
2024-02-20,38.07692307692308
2024-02-21,36.807692307692314
2024-02-22,36.807692307692314
2024-02-23,36.807692307692314
2024-02-24,26.653846153846157
2024-02-25,22.84615384615385
2024-02-26,38.07692307692308
2024-02-27,38.07692307692308
2024-02-28,34.269230769230774
2024-02-29,34.269230769230774
2024-03-01,39.346153846153854
2024-03-02,24.115384615384617
2024-03-03,21.57692307692308
2024-03-04,39.346153846153854
2024-03-05,38.07692307692308
2024-03-06,36.807692307692314
2024-03-07,36.807692307692314
2024-03-08,35.53846153846154
2024-03-09,25.384615384615387
2024-03-10,22.84615384615385
2024-03-11,35.53846153846154
2024-03-12,35.53846153846154
2024-03-13,31.730769230769234
2024-03-14,31.730769230769234
2024-03-15,29.192307692307697
2024-03-16,24.115384615384617
2024-03-17,22.84615384615385
2024-03-18,35.53846153846154
2024-03-19,34.269230769230774
2024-03-20,31.730769230769234
2024-03-21,30.461538461538467
2024-03-22,30.461538461538467
2024-03-23,20.30769230769231
2024-03-24,21.57692307692308
2024-03-25,33.00000000000001
2024-03-26,31.730769230769234
2024-03-27,30.461538461538467
2024-03-28,34.269230769230774
2024-03-29,27.923076923076927
2024-03-30,21.57692307692308
2024-03-31,20.30769230769231
2024-04-01,33.00000000000001
2024-04-02,30.461538461538467
2024-04-03,31.730769230769234
2024-04-04,33.00000000000001
2024-04-05,35.53846153846154
2024-04-06,24.115384615384617
2024-04-07,20.30769230769231
2024-04-08,31.730769230769234
2024-04-09,38.07692307692308
2024-04-10,35.53846153846154
2024-04-11,35.53846153846154
2024-04-12,34.269230769230774
2024-04-13,21.57692307692308
2024-04-14,24.115384615384617
2024-04-15,38.07692307692308
2024-04-16,31.730769230769234
2024-04-17,36.807692307692314
2024-04-18,35.53846153846154
2024-04-19,31.730769230769234
2024-04-20,24.115384615384617
2024-04-21,21.57692307692308
2024-04-22,35.53846153846154
2024-04-23,35.53846153846154
2024-04-24,34.269230769230774
2024-04-25,31.730769230769234
2024-04-26,29.192307692307697
2024-04-27,24.115384615384617
2024-04-28,20.30769230769231
2024-04-29,31.730769230769234
2024-04-30,34.269230769230774
2024-05-01,33.00000000000001
2024-05-02,33.00000000000001
2024-05-03,34.269230769230774
2024-05-04,20.30769230769231
2024-05-05,21.57692307692308
2024-05-06,31.730769230769234
2024-05-07,29.192307692307697
2024-05-08,31.730769230769234
2024-05-09,27.923076923076927
2024-05-10,29.192307692307697
2024-05-11,21.57692307692308
2024-05-12,16.500000000000004
2024-05-13,29.192307692307697
2024-05-14,30.461538461538467
2024-05-15,31.730769230769234
2024-05-16,30.461538461538467
2024-05-17,27.923076923076927
2024-05-18,21.57692307692308
2024-05-19,20.30769230769231
2024-05-20,31.730769230769234
2024-05-21,31.730769230769234
2024-05-22,26.653846153846157
2024-05-23,26.653846153846157
2024-05-24,24.115384615384617
2024-05-25,21.57692307692308
2024-05-26,16.500000000000004
2024-05-27,20.30769230769231
2024-05-28,29.192307692307697
2024-05-29,26.653846153846157
2024-05-30,26.653846153846157
2024-05-31,29.192307692307697
2024-06-01,22.84615384615385
2024-06-02,21.57692307692308
2024-06-03,27.923076923076927
2024-06-04,29.192307692307697
2024-06-05,29.192307692307697
2024-06-06,30.461538461538467
2024-06-07,25.384615384615387
2024-06-08,21.57692307692308
2024-06-09,19.03846153846154
2024-06-10,29.192307692307697
2024-06-11,26.653846153846157
2024-06-12,22.84615384615385
2024-06-13,27.923076923076927
2024-06-14,26.653846153846157
2024-06-15,22.84615384615385
2024-06-16,17.76923076923077
2024-06-17,27.923076923076927
2024-06-18,25.384615384615387
2024-06-19,24.115384615384617
2024-06-20,29.192307692307697
2024-06-21,26.653846153846157
2024-06-22,22.84615384615385
2024-06-23,17.76923076923077
2024-06-24,25.384615384615387
2024-06-25,25.384615384615387
2024-06-26,25.384615384615387
2024-06-27,25.384615384615387
2024-06-28,29.192307692307697
2024-06-29,21.57692307692308
2024-06-30,20.30769230769231
2024-07-01,29.192307692307697
2024-07-02,27.923076923076927
2024-07-03,25.384615384615387
2024-07-04,21.57692307692308
2024-07-05,22.84615384615385
2024-07-06,22.84615384615385
2024-07-07,21.57692307692308
2024-07-08,26.653846153846157
2024-07-09,27.923076923076927
2024-07-10,29.192307692307697
2024-07-11,27.923076923076927
2024-07-12,25.384615384615387
2024-07-13,17.76923076923077
2024-07-14,15.230769230769234
2024-07-15,27.923076923076927
2024-07-16,26.653846153846157
2024-07-17,24.115384615384617
2024-07-18,26.653846153846157
2024-07-19,29.192307692307697
2024-07-20,24.115384615384617
2024-07-21,17.76923076923077
2024-07-22,26.653846153846157
2024-07-23,26.653846153846157
2024-07-24,24.115384615384617
2024-07-25,26.653846153846157
2024-07-26,24.115384615384617
2024-07-27,19.03846153846154
2024-07-28,16.500000000000004
2024-07-29,22.84615384615385
2024-07-30,26.653846153846157
2024-07-31,25.384615384615387
2024-08-01,27.923076923076927
2024-08-02,27.923076923076927
2024-08-03,22.84615384615385
2024-08-04,24.115384615384617
2024-08-05,22.84615384615385
2024-08-06,24.115384615384617
2024-08-07,26.653846153846157
2024-08-08,27.923076923076927
2024-08-09,27.923076923076927
2024-08-10,24.115384615384617
2024-08-11,22.84615384615385
2024-08-12,31.730769230769234
2024-08-13,26.653846153846157
2024-08-14,31.730769230769234
2024-08-15,30.461538461538467
2024-08-16,27.923076923076927
2024-08-17,22.84615384615385
2024-08-18,16.817307692307693
2024-08-19,28.24038461538462
2024-08-20,28.875000000000004
2024-08-21,27.669230769230772
2024-08-22,27.669230769230772
2024-08-23,26.463461538461544
2024-08-24,20.434615384615388
2024-08-25,18.657692307692308
2024-08-26,30.080769230769235
2024-08-27,28.24038461538462
2024-08-28,29.446153846153848
2024-08-29,30.080769230769235
2024-08-30,32.4923076923077
2024-08-31,21.64038461538462
2024-09-01,20.434615384615388
2024-09-02,18.023076923076925
2024-09-03,30.080769230769235
2024-09-04,30.651923076923083
2024-09-05,28.875000000000004
2024-09-06,29.446153846153848
2024-09-07,19.228846153846156
2024-09-08,19.228846153846156
2024-09-09,34.269230769230774
2024-09-10,27.669230769230772
2024-09-11,26.463461538461544
2024-09-12,32.4923076923077
2024-09-13,31.85769230769231
2024-09-14,21.64038461538462
2024-09-15,18.657692307692308
2024-09-16,31.984615384615388
2024-09-17,31.984615384615388
2024-09-18,31.984615384615388
2024-09-19,34.269230769230774
2024-09-20,28.55769230769231
2024-09-21,20.561538461538465
2024-09-22,19.419230769230772
2024-09-23,30.842307692307696
2024-09-24,30.842307692307696
2024-09-25,30.842307692307696
2024-09-26,29.700000000000003
2024-09-27,30.842307692307696
