Time,target
2024-09-24,44.858934169278996
2024-09-25,43.19749216300941
2024-09-26,44.858934169278996
2024-09-27,46.52037617554859
2024-09-28,56.489028213166144
2024-09-29,56.489028213166144
2024-09-30,46.52037617554859
2024-10-01,43.19749216300941
2024-10-02,46.52037617554859
2024-10-03,48.18181818181818
2024-10-04,51.504702194357364
2024-10-05,58.15047021943574
2024-10-06,63.13479623824451
2024-10-07,54.827586206896555
2024-10-08,51.504702194357364
2024-10-09,51.504702194357364
2024-10-10,51.504702194357364
2024-10-11,58.15047021943574
2024-10-12,61.47335423197492
2024-10-13,61.47335423197492
2024-10-14,56.489028213166144
2024-10-15,49.843260188087775
2024-10-16,46.52037617554859
2024-10-17,48.18181818181818
2024-10-18,49.843260188087775
2024-10-19,56.489028213166144
2024-10-20,56.489028213166144
2024-10-21,46.52037617554859
2024-10-22,46.52037617554859
2024-10-23,46.52037617554859
2024-10-24,46.52037617554859
2024-10-25,49.843260188087775
2024-10-26,61.47335423197492
2024-10-27,58.15047021943574
2024-10-28,49.843260188087775
2024-10-29,53.16614420062696
2024-10-30,53.16614420062696
2024-10-31,51.504702194357364
2024-11-01,51.504702194357364
2024-11-02,58.15047021943574
2024-11-03,59.81191222570533
2024-11-04,49.843260188087775
2024-11-05,43.19749216300941
2024-11-06,33.22884012539185
2024-11-07,48.18181818181818
2024-11-08,54.827586206896555
2024-11-09,64.7962382445141
2024-11-10,71.44200626959248
2024-11-11,61.47335423197492
2024-11-12,51.504702194357364
2024-11-13,56.489028213166144
2024-11-14,56.489028213166144
2024-11-15,56.489028213166144
2024-11-16,63.13479623824451
2024-11-17,71.44200626959248
2024-11-18,58.15047021943574
2024-11-19,58.15047021943574
2024-11-20,58.15047021943574
2024-11-21,61.47335423197492
2024-11-22,63.13479623824451
2024-11-23,71.44200626959248
2024-11-24,79.74921630094045
2024-11-25,68.11912225705329
2024-11-26,71.44200626959248
2024-11-27,83.07210031347962
2024-11-28,126.26959247648902
2024-11-29,142.88401253918497
2024-11-30,94.70219435736678
2024-12-01,84.73354231974922
2024-12-02,78.08777429467085
2024-12-03,66.4576802507837
2024-12-04,63.13479623824451
2024-12-05,61.47335423197492
2024-12-06,59.81191222570533
2024-12-07,74.76489028213166
2024-12-08,78.08777429467085
2024-12-09,61.47335423197492
2024-12-10,58.15047021943574
2024-12-11,61.47335423197492
2024-12-12,63.13479623824451
2024-12-13,69.78056426332289
2024-12-14,81.41065830721003
2024-12-15,81.41065830721003
2024-12-16,69.78056426332289
2024-12-17,69.78056426332289
2024-12-18,71.44200626959248
2024-12-19,74.76489028213166
2024-12-20,81.41065830721003
2024-12-21,91.37931034482759
2024-12-22,96.36363636363636
2024-12-23,101.34796238244515
2024-12-24,166.14420062695925
2024-12-25,109.65517241379311
2024-12-26,76.42633228840126
2024-12-27,69.78056426332289
2024-12-28,68.11912225705329
2024-12-29,69.78056426332289
2024-12-30,64.7962382445141
2024-12-31,79.74921630094045
2025-01-01,84.73354231974922
2025-01-02,56.489028213166144
2025-01-03,58.15047021943574
2025-01-04,59.81191222570533
2025-01-05,59.81191222570533
2025-01-06,48.18181818181818
2025-01-07,46.52037617554859
2025-01-08,44.858934169278996
2025-01-09,43.19749216300941
2025-01-10,46.52037617554859
2025-01-11,54.827586206896555
2025-01-12,54.827586206896555
2025-01-13,46.52037617554859
2025-01-14,43.19749216300941
2025-01-15,43.19749216300941
2025-01-16,46.52037617554859
2025-01-17,51.504702194357364
2025-01-18,53.16614420062696
2025-01-19,49.843260188087775
2025-01-20,49.843260188087775
2025-01-21,49.843260188087775
2025-01-22,43.19749216300941
2025-01-23,48.18181818181818
2025-01-24,48.18181818181818
2025-01-25,61.47335423197492
2025-01-26,63.13479623824451
2025-01-27,48.18181818181818
2025-01-28,46.52037617554859
2025-01-29,44.858934169278996
2025-01-30,44.858934169278996
2025-01-31,46.52037617554859
2025-02-01,54.827586206896555
2025-02-02,58.15047021943574
2025-02-03,48.18181818181818
2025-02-04,44.858934169278996
2025-02-05,46.52037617554859
2025-02-06,48.18181818181818
2025-02-07,49.843260188087775
2025-02-08,56.489028213166144
2025-02-09,51.504702194357364
2025-02-10,41.53605015673981
2025-02-11,41.53605015673981
2025-02-12,44.858934169278996
2025-02-13,49.843260188087775
2025-02-14,54.827586206896555
2025-02-15,54.827586206896555
2025-02-16,53.16614420062696
2025-02-17,48.18181818181818
2025-02-18,44.858934169278996
2025-02-19,43.19749216300941
2025-02-20,43.19749216300941
2025-02-21,44.858934169278996
2025-02-22,51.504702194357364
2025-02-23,53.16614420062696
2025-02-24,44.858934169278996
2025-02-25,41.53605015673981
2025-02-26,41.53605015673981
2025-02-27,41.53605015673981
2025-02-28,46.52037617554859
2025-03-01,53.16614420062696
2025-03-02,54.827586206896555
2025-03-03,43.19749216300941
2025-03-04,43.19749216300941
2025-03-05,46.52037617554859
2025-03-06,48.18181818181818
2025-03-07,46.52037617554859
2025-03-08,53.16614420062696
2025-03-09,51.504702194357364
2025-03-10,43.19749216300941
2025-03-11,43.19749216300941
2025-03-12,44.858934169278996
2025-03-13,44.858934169278996
2025-03-14,46.52037617554859
2025-03-15,54.827586206896555
2025-03-16,54.827586206896555
2025-03-17,43.19749216300941
2025-03-18,46.52037617554859
2025-03-19,44.858934169278996
2025-03-20,43.19749216300941
2025-03-21,44.858934169278996
2025-03-22,51.504702194357364
2025-03-23,56.489028213166144
2025-03-24,43.19749216300941
2025-03-25,46.52037617554859
2025-03-26,43.19749216300941
2025-03-27,43.19749216300941
2025-03-28,49.843260188087775
2025-03-29,53.16614420062696
2025-03-30,53.16614420062696
2025-03-31,43.19749216300941
2025-04-01,41.53605015673981
2025-04-02,41.53605015673981
2025-04-03,43.19749216300941
2025-04-04,44.858934169278996
2025-04-05,51.504702194357364
2025-04-06,51.504702194357364
2025-04-07,46.52037617554859
2025-04-08,43.19749216300941
2025-04-09,43.19749216300941
2025-04-10,43.19749216300941
2025-04-11,44.858934169278996
2025-04-12,56.489028213166144
2025-04-13,53.16614420062696
2025-04-14,44.858934169278996
2025-04-15,44.085504269808666
2025-04-16,44.858934169278996
2025-04-17,47.293806075018914
2025-04-18,49.67138687709436
2025-04-19,59.29629229272511
2025-04-20,85.73613663387742
2025-04-21,46.46308507188412
2025-04-22,43.25478326667387
2025-04-23,43.25478326667387
2025-04-24,51.27553777969949
2025-04-25,44.858934169278996
2025-04-26,51.27553777969949
2025-04-27,52.87968868230462
2025-04-28,41.65063236406875
2025-04-29,41.65063236406875
2025-04-30,41.65063236406875
2025-05-01,41.65063236406875
2025-05-02,46.46308507188412
2025-05-03,56.08799048751486
2025-05-04,55.25726948438007
2025-05-05,44.858934169278996
2025-05-06,41.65063236406875
2025-05-07,43.25478326667387
2025-05-08,44.858934169278996
2025-05-09,46.46308507188412
2025-05-10,57.692141390119986
2025-05-11,56.08799048751486
2025-05-12,44.858934169278996
2025-05-13,41.65063236406875
2025-05-14,43.25478326667387
2025-05-15,41.765214571397685
2025-05-16,46.40579396821965
2025-05-17,52.59323316398227
2025-05-18,54.14009296292292
2025-05-19,44.858934169278996
2025-05-20,44.858934169278996
2025-05-21,44.858934169278996
2025-05-22,44.858934169278996
2025-05-23,46.40579396821965
2025-05-24,54.14009296292292
2025-05-25,55.68695276186358
2025-05-26,64.9681115555075
2025-05-27,46.40579396821965
2025-05-28,46.40579396821965
2025-05-29,46.40579396821965
2025-05-30,51.04637336504161
2025-05-31,54.14009296292292
2025-06-01,57.23381256080423
2025-06-02,47.95265376716031
2025-06-03,49.49951356610096
2025-06-04,49.49951356610096
2025-06-05,55.68695276186358
2025-06-06,54.14009296292292
2025-06-07,54.14009296292292
2025-06-08,54.14009296292292
2025-06-09,47.95265376716031
2025-06-10,46.40579396821965
2025-06-11,46.40579396821965
2025-06-12,51.04637336504161
2025-06-13,52.59323316398227
2025-06-14,55.68695276186358
2025-06-15,54.14009296292292
2025-06-16,49.49951356610096
2025-06-17,46.40579396821965
2025-06-18,46.40579396821965
2025-06-19,49.49951356610096
2025-06-20,51.04637336504161
2025-06-21,52.59323316398227
2025-06-22,57.23381256080423
2025-06-23,47.95265376716031
2025-06-24,47.95265376716031
2025-06-25,46.40579396821965
2025-06-26,46.40579396821965
2025-06-27,49.49951356610096
2025-06-28,52.59323316398227
2025-06-29,55.68695276186358
2025-06-30,47.95265376716031
2025-07-01,47.95265376716031
2025-07-02,52.59323316398227
2025-07-03,57.23381256080423
2025-07-04,78.88984974597341
2025-07-05,55.68695276186358
2025-07-06,58.78067235974489
2025-07-07,52.59323316398227
2025-07-08,54.14009296292292
2025-07-09,54.14009296292292
2025-07-10,51.04637336504161
2025-07-11,54.14009296292292
2025-07-12,60.32753215868554
2025-07-13,58.78067235974489
2025-07-14,49.49951356610096
2025-07-15,49.49951356610096
2025-07-16,49.49951356610096
2025-07-17,57.23381256080423
2025-07-18,54.14009296292292
2025-07-19,58.78067235974489
2025-07-20,63.42125175656685
2025-07-21,57.23381256080423
2025-07-22,55.68695276186358
2025-07-23,52.59323316398227
2025-07-24,52.59323316398227
2025-07-25,54.14009296292292
2025-07-26,57.23381256080423
2025-07-27,58.78067235974489
2025-07-28,54.14009296292292
2025-07-29,54.14009296292292
2025-07-30,57.23381256080423
2025-07-31,58.78067235974489
2025-08-01,57.23381256080423
2025-08-02,55.68695276186358
2025-08-03,60.32753215868554
2025-08-04,52.59323316398227
2025-08-05,52.59323316398227
2025-08-06,52.59323316398227
2025-08-07,54.14009296292292
2025-08-08,54.14009296292292
2025-08-09,61.8743919576262
2025-08-10,63.42125175656685
2025-08-11,55.68695276186358
2025-08-12,58.78067235974489
2025-08-13,52.59323316398227
2025-08-14,52.59323316398227
2025-08-15,54.14009296292292
2025-08-16,61.8743919576262
2025-08-17,61.8743919576262
2025-08-18,51.04637336504161
2025-08-19,49.49951356610096
2025-08-20,57.23381256080423
2025-08-21,51.04637336504161
2025-08-22,52.59323316398227
2025-08-23,60.32753215868554
2025-08-24,57.23381256080423
2025-08-25,47.95265376716031
2025-08-26,46.40579396821965
2025-08-27,47.95265376716031
2025-08-28,43.31207437033834
2025-08-29,47.95265376716031
2025-08-30,52.59323316398227
2025-08-31,58.78067235974489
2025-09-01,64.9681115555075
2025-09-02,46.40579396821965
2025-09-03,44.858934169278996
2025-09-04,43.31207437033834
2025-09-05,44.858934169278996
2025-09-06,49.49951356610096
2025-09-07,51.04637336504161
2025-09-08,43.31207437033834
2025-09-09,41.765214571397685
2025-09-10,40.218354772457026
2025-09-11,40.218354772457026
2025-09-12,43.31207437033834
2025-09-13,49.49951356610096
2025-09-14,46.40579396821965
2025-09-15,40.218354772457026
2025-09-16,41.765214571397685
2025-09-17,40.218354772457026
2025-09-18,41.765214571397685
2025-09-19,46.40579396821965
2025-09-20,52.59323316398227
2025-09-21,51.04637336504161
2025-09-22,44.858934169278996
2025-09-23,44.858934169278996
2025-09-24,43.31207437033834
2025-09-25,41.765214571397685
2025-09-26,44.858934169278996
2025-09-27,51.04637336504161
2025-09-28,47.95265376716031
2025-09-29,41.765214571397685
2025-09-30,44.858934169278996
2025-10-01,44.858934169278996
2025-10-02,46.40579396821965
2025-10-03,51.04637336504161
2025-10-04,51.04637336504161
2025-10-05,57.23381256080423
2025-10-06,47.95265376716031
2025-10-07,49.49951356610096
2025-10-08,47.95265376716031
2025-10-09,44.858934169278996
2025-10-10,52.59323316398227
2025-10-11,52.59323316398227
2025-10-12,51.04637336504161
2025-10-13,49.49951356610096
2025-10-14,46.40579396821965
2025-10-15,55.68695276186358
2025-10-16,47.95265376716031
2025-10-17,49.49951356610096
2025-10-18,51.04637336504161
2025-10-19,54.14009296292292
2025-10-20,46.40579396821965
2025-10-21,46.40579396821965
2025-10-22,47.95265376716031
2025-10-23,51.04637336504161
2025-10-24,55.68695276186358
2025-10-25,57.23381256080423
2025-10-26,54.14009296292292
2025-10-27,47.95265376716031
2025-10-28,49.49951356610096
2025-10-29,52.59323316398227
2025-10-30,57.23381256080423
2025-10-31,58.78067235974489
2025-11-01,52.59323316398227
2025-11-02,55.68695276186358
2025-11-03,49.49951356610096
2025-11-04,44.858934169278996
2025-11-05,46.40579396821965
2025-11-06,55.68695276186358
2025-11-07,55.68695276186358
2025-11-08,63.42125175656685
2025-11-09,61.8743919576262
2025-11-10,54.14009296292292
2025-11-11,57.23381256080423
2025-11-12,51.04637336504161
2025-11-13,54.14009296292292
2025-11-14,55.68695276186358
2025-11-15,64.9681115555075
2025-11-16,63.42125175656685
2025-11-17,52.59323316398227
2025-11-18,55.68695276186358
2025-11-19,57.23381256080423
2025-11-20,52.59323316398227
2025-11-21,61.8743919576262
2025-11-22,69.60869095232947
2025-11-23,71.15555075127013
2025-11-24,64.9681115555075
2025-11-25,64.9681115555075
2025-11-26,78.88984974597341
2025-11-27,119.10820451843043
2025-11-28,139.21738190465894
2025-11-29,95.90530753432061
2025-11-30,83.53042914279537
2025-12-01,74.24927034915143
2025-12-02,66.51497135444816
2025-12-03,60.32753215868554
2025-12-04,61.8743919576262
2025-12-05,61.8743919576262
2025-12-06,75.79613014809209
2025-12-07,75.79613014809209
2025-12-08,63.42125175656685
2025-12-09,58.78067235974489
2025-12-10,58.78067235974489
2025-12-11,61.8743919576262
2025-12-12,64.9681115555075
2025-12-13,75.79613014809209
2025-12-14,74.24927034915143
2025-12-15,64.9681115555075
2025-12-16,66.51497135444816
2025-12-17,74.24927034915143
2025-12-18,74.24927034915143
2025-12-19,91.26472813749864
2025-12-20,89.71786833855799
2025-12-21,89.71786833855799
2025-12-22,89.71786833855799
2025-12-23,98.99902713220192
2025-12-24,154.6859798940655
2025-12-25,100.54588693114258
2025-12-26,74.24927034915143
2025-12-27,69.60869095232947
2025-12-28,63.42125175656685
2025-12-29,60.32753215868554
2025-12-30,60.32753215868554
2025-12-31,71.15555075127013
2026-01-01,77.34298994703275
2026-01-02,61.8743919576262
2026-01-03,61.8743919576262
2026-01-04,57.23381256080423
2026-01-05,47.95265376716031
2026-01-06,44.858934169278996
2026-01-07,55.68695276186358
2026-01-08,44.858934169278996
2026-01-09,51.04637336504161
2026-01-10,55.68695276186358
2026-01-11,55.68695276186358
2026-01-12,47.95265376716031
2026-01-13,47.95265376716031
2026-01-14,44.858934169278996
2026-01-15,44.858934169278996
2026-01-16,46.40579396821965
2026-01-17,54.14009296292292
2026-01-18,52.59323316398227
2026-01-19,54.14009296292292
2026-01-20,43.31207437033834
2026-01-21,46.40579396821965
2026-01-22,44.858934169278996
2026-01-23,47.95265376716031
2026-01-24,55.68695276186358
2026-01-25,47.95265376716031
2026-01-26,47.95265376716031
2026-01-27,43.31207437033834
2026-01-28,43.31207437033834
2026-01-29,47.95265376716031
2026-01-30,49.49951356610096
2026-01-31,54.14009296292292
2026-02-01,57.23381256080423
2026-02-02,46.40579396821965
2026-02-03,46.40579396821965
2026-02-04,46.40579396821965
2026-02-05,44.858934169278996
2026-02-06,49.49951356610096
2026-02-07,55.68695276186358
2026-02-08,49.49951356610096
2026-02-09,40.218354772457026
2026-02-10,46.40579396821965
2026-02-11,47.95265376716031
2026-02-12,47.95265376716031
2026-02-13,55.68695276186358
2026-02-14,60.32753215868554
2026-02-15,55.68695276186358
2026-02-16,51.04637336504161
2026-02-17,44.858934169278996
2026-02-18,41.765214571397685
2026-02-19,43.31207437033834
2026-02-20,47.95265376716031
2026-02-21,55.68695276186358
2026-02-22,52.59323316398227
2026-02-23,44.858934169278996
2026-02-24,44.858934169278996
2026-02-25,44.858934169278996
2026-02-26,47.95265376716031
2026-02-27,54.14009296292292
2026-02-28,57.23381256080423
2026-03-01,58.78067235974489
2026-03-02,52.59323316398227
2026-03-03,54.14009296292292
2026-03-04,49.49951356610096
2026-03-05,51.04637336504161
2026-03-06,54.14009296292292
2026-03-07,66.51497135444816
2026-03-08,61.8743919576262
2026-03-09,52.59323316398227
2026-03-10,51.04637336504161
2026-03-11,49.49951356610096
2026-03-12,52.59323316398227
2026-03-13,54.14009296292292
2026-03-14,61.8743919576262
2026-03-15,63.42125175656685
2026-03-16,51.04637336504161
2026-03-17,49.49951356610096
2026-03-18,51.04637336504161
2026-03-19,55.68695276186358
2026-03-20,58.78067235974489
2026-03-21,68.06183115338882
2026-03-22,60.32753215868554
2026-03-23,52.59323316398227
2026-03-24,49.49951356610096
2026-03-25,52.59323316398227
2026-03-26,54.14009296292292
2026-03-27,57.23381256080423
2026-03-28,61.8743919576262
2026-03-29,63.42125175656685
2026-03-30,51.04637336504161
2026-03-31,52.59323316398227
2026-04-01,52.59323316398227
2026-04-02,54.14009296292292
2026-04-03,55.68695276186358
2026-04-04,69.60869095232947
2026-04-05,97.45216733326126
2026-04-06,54.14009296292292
2026-04-07,51.04637336504161
2026-04-08,51.04637336504161
2026-04-09,51.04637336504161
2026-04-10,51.04637336504161
2026-04-11,57.23381256080423
2026-04-12,58.78067235974489
2026-04-13,46.40579396821965
2026-04-14,47.95265376716031
2026-04-15,49.49951356610096
2026-04-16,55.68695276186358
2026-04-17,57.23381256080423
2026-04-18,57.23381256080423
2026-04-19,60.32753215868554
2026-04-20,49.49951356610096
2026-04-21,49.49951356610096
2026-04-22,54.14009296292292
2026-04-23,51.04637336504161
2026-04-24,58.78067235974489
2026-04-25,61.8743919576262
2026-04-26,61.8743919576262
2026-04-27,49.49951356610096
2026-04-28,47.95265376716031
2026-04-29,49.49951356610096
2026-04-30,54.14009296292292
2026-05-01,51.04637336504161
2026-05-02,66.51497135444816
2026-05-03,66.51497135444816
2026-05-04,51.04637336504161
2026-05-05,49.49951356610096
2026-05-06,51.04637336504161
2026-05-07,52.59323316398227
2026-05-08,55.68695276186358
2026-05-09,63.42125175656685
2026-05-10,60.32753215868554
2026-05-11,52.59323316398227
2026-05-12,47.95265376716031
2026-05-13,51.04637336504161
2026-05-14,52.59323316398227
2026-05-15,54.14009296292292
2026-05-16,58.78067235974489
2026-05-17,60.32753215868554
2026-05-18,51.04637336504161
2026-05-19,51.04637336504161
2026-05-20,51.04637336504161
2026-05-21,52.59323316398227
2026-05-22,57.23381256080423
2026-05-23,63.42125175656685
2026-05-24,68.06183115338882
2026-05-25,72.70241055021079
2026-05-26,52.59323316398227
2026-05-27,54.14009296292292
2026-05-28,55.68695276186358
2026-05-29,55.68695276186358
2026-05-30,61.8743919576262
2026-05-31,60.32753215868554
