Time,jobless
2022-04-18,27.0
2022-04-19,18.0
2022-04-20,23.0
2022-04-21,33.0
2022-04-22,32.0
2022-04-23,27.0
2022-04-24,24.0
2022-04-25,28.0
2022-04-26,27.0
2022-04-27,26.0
2022-04-28,38.0
2022-04-29,26.0
2022-04-30,25.0
2022-05-01,24.0
2022-05-02,22.0
2022-05-03,22.0
2022-05-04,34.0
2022-05-05,38.0
2022-05-06,35.0
2022-05-07,30.0
2022-05-08,30.0
2022-05-09,26.0
2022-05-10,24.0
2022-05-11,20.0
2022-05-12,31.0
2022-05-13,22.0
2022-05-14,19.0
2022-05-15,24.0
2022-05-16,24.0
2022-05-17,26.0
2022-05-18,20.0
2022-05-19,38.0
2022-05-20,21.0
2022-05-21,24.0
2022-05-22,33.0
2022-05-23,20.0
2022-05-24,29.0
2022-05-25,22.0
2022-05-26,37.0
2022-05-27,21.0
2022-05-28,18.0
2022-05-29,20.0
2022-05-30,19.0
2022-05-31,23.0
2022-06-01,22.0
2022-06-02,27.0
2022-06-03,25.0
2022-06-04,25.0
2022-06-05,28.0
2022-06-06,24.0
2022-06-07,19.0
2022-06-08,16.0
2022-06-09,45.0
2022-06-10,29.0
2022-06-11,21.0
2022-06-12,22.0
2022-06-13,18.0
2022-06-14,30.0
2022-06-15,26.0
2022-06-16,32.0
2022-06-17,22.0
2022-06-18,25.0
2022-06-19,21.0
2022-06-20,23.0
2022-06-21,30.0
2022-06-22,27.0
2022-06-23,44.0
2022-06-24,21.0
2022-06-25,17.0
2022-06-26,26.0
2022-06-27,26.0
2022-06-28,21.0
2022-06-29,22.0
2022-06-30,36.0
2022-07-01,18.0
2022-07-02,22.0
2022-07-03,32.0
2022-07-04,47.0
2022-07-05,38.0
2022-07-06,35.0
2022-07-07,45.0
2022-07-08,34.0
2022-07-09,17.0
2022-07-10,27.0
2022-07-11,24.0
2022-07-12,20.0
2022-07-13,57.0
2022-07-14,100.0
2022-07-15,78.0
2022-07-16,69.0
2022-07-17,76.0
2022-07-18,52.0
2022-07-19,44.0
2022-07-20,35.0
2022-07-21,50.0
2022-07-22,32.0
2022-07-23,29.0
2022-07-24,23.0
2022-07-25,35.0
2022-07-26,46.0
2022-07-27,47.0
2022-07-28,60.0
2022-07-29,35.0
2022-07-30,26.0
2022-07-31,34.0
2022-08-01,36.0
2022-08-02,29.0
2022-08-03,29.0
2022-08-04,60.0
2022-08-05,45.0
2022-08-06,25.0
2022-08-07,29.0
2022-08-08,28.0
2022-08-09,18.0
2022-08-10,25.0
2022-08-11,48.0
2022-08-12,31.0
2022-08-13,27.0
2022-08-14,27.0
2022-08-15,35.0
2022-08-16,31.0
2022-08-17,25.0
2022-08-18,49.0
2022-08-19,29.0
2022-08-20,28.0
2022-08-21,27.0
2022-08-22,29.0
2022-08-23,21.0
2022-08-24,21.0
2022-08-25,40.0
2022-08-26,24.0
2022-08-27,23.0
2022-08-28,26.0
2022-08-29,20.0
2022-08-30,24.272727272727273
2022-08-31,14.272727272727273
2022-09-01,39.04545454545455
2022-09-02,21.909090909090907
2022-09-03,20.0
2022-09-04,23.81818181818182
2022-09-05,14.772727272727273
2022-09-06,18.59090909090909
2022-09-07,12.863636363636363
2022-09-08,30.0
2022-09-09,19.045454545454547
2022-09-10,15.227272727272727
2022-09-11,22.863636363636363
2022-09-12,21.909090909090907
2022-09-13,15.727272727272727
2022-09-14,21.909090909090907
2022-09-15,46.68181818181818
2022-09-16,14.772727272727273
2022-09-17,22.863636363636363
2022-09-18,17.136363636363637
2022-09-19,14.272727272727273
2022-09-20,19.045454545454547
2022-09-21,17.636363636363637
2022-09-22,40.0
2022-09-23,15.227272727272727
2022-09-24,17.136363636363637
2022-09-25,16.18181818181818
2022-09-26,23.81818181818182
2022-09-27,25.454545454545453
2022-09-28,19.09090909090909
2022-09-29,50.0
2022-09-30,32.72727272727273
2022-10-01,25.454545454545453
2022-10-02,20.0
2022-10-03,21.818181818181817
2022-10-04,24.545454545454543
2022-10-05,20.90909090909091
2022-10-06,56.36363636363636
2022-10-07,28.18181818181818
2022-10-08,11.818181818181818
2022-10-09,13.636363636363637
2022-10-10,17.272727272727273
2022-10-11,23.636363636363637
2022-10-12,17.272727272727273
2022-10-13,25.454545454545453
2022-10-14,19.09090909090909
2022-10-15,15.454545454545453
2022-10-16,18.18181818181818
2022-10-17,16.363636363636363
2022-10-18,13.636363636363637
2022-10-19,24.545454545454543
2022-10-20,42.72727272727273
2022-10-21,23.636363636363637
2022-10-22,19.09090909090909
2022-10-23,21.818181818181817
2022-10-24,20.90909090909091
2022-10-25,20.0
2022-10-26,23.636363636363637
2022-10-27,27.272727272727273
2022-10-28,20.0
2022-10-29,17.272727272727273
2022-10-30,19.09090909090909
2022-10-31,18.18181818181818
2022-11-01,17.272727272727273
2022-11-02,17.272727272727273
2022-11-03,33.63636363636363
2022-11-04,22.727272727272727
2022-11-05,19.09090909090909
2022-11-06,16.363636363636363
2022-11-07,23.636363636363637
2022-11-08,18.18181818181818
2022-11-09,18.18181818181818
2022-11-10,26.363636363636363
2022-11-11,20.90909090909091
2022-11-12,14.545454545454545
2022-11-13,11.818181818181818
2022-11-14,17.272727272727273
2022-11-15,11.818181818181818
2022-11-16,20.0
2022-11-17,42.72727272727273
2022-11-18,20.0
2022-11-19,18.18181818181818
2022-11-20,10.909090909090908
2022-11-21,20.90909090909091
2022-11-22,20.90909090909091
2022-11-23,36.36363636363636
2022-11-24,47.27272727272727
2022-11-25,41.81818181818182
2022-11-26,31.818181818181817
2022-11-27,36.36363636363636
2022-11-28,24.545454545454543
2022-11-29,24.545454545454543
2022-11-30,19.09090909090909
2022-12-01,38.18181818181818
2022-12-02,27.272727272727273
2022-12-03,22.727272727272727
2022-12-04,24.545454545454543
2022-12-05,18.18181818181818
2022-12-06,20.0
2022-12-07,23.636363636363637
2022-12-08,64.54545454545455
2022-12-09,19.09090909090909
2022-12-10,25.454545454545453
2022-12-11,18.18181818181818
2022-12-12,21.818181818181817
2022-12-13,17.272727272727273
2022-12-14,15.454545454545453
2022-12-15,40.90909090909091
2022-12-16,26.363636363636363
2022-12-17,13.636363636363637
2022-12-18,17.272727272727273
2022-12-19,18.18181818181818
2022-12-20,14.545454545454545
2022-12-21,15.454545454545453
2022-12-22,50.90909090909091
2022-12-23,24.545454545454543
2022-12-24,15.454545454545453
2022-12-25,16.363636363636363
2022-12-26,20.0
2022-12-27,18.18181818181818
2022-12-28,25.454545454545453
2022-12-29,80.0
2022-12-30,30.909090909090907
2022-12-31,20.90909090909091
2023-01-01,20.0
2023-01-02,21.818181818181817
2023-01-03,20.90909090909091
2023-01-04,25.454545454545453
2023-01-05,45.45454545454545
2023-01-06,21.818181818181817
2023-01-07,25.454545454545453
2023-01-08,27.272727272727273
2023-01-09,20.0
2023-01-10,26.363636363636363
2023-01-11,21.818181818181817
2023-01-12,24.545454545454543
2023-01-13,21.818181818181817
2023-01-14,20.0
2023-01-15,21.818181818181817
2023-01-16,21.818181818181817
2023-01-17,23.636363636363637
2023-01-18,17.272727272727273
2023-01-19,49.090909090909086
2023-01-20,23.636363636363637
2023-01-21,23.636363636363637
2023-01-22,25.454545454545453
2023-01-23,24.545454545454543
2023-01-24,21.818181818181817
2023-01-25,17.272727272727273
2023-01-26,33.63636363636363
2023-01-27,25.454545454545453
2023-01-28,24.545454545454543
2023-01-29,20.0
2023-01-30,25.454545454545453
2023-01-31,22.727272727272727
2023-02-01,18.18181818181818
2023-02-02,40.90909090909091
2023-02-03,33.63636363636363
2023-02-04,23.636363636363637
2023-02-05,22.727272727272727
2023-02-06,23.636363636363637
2023-02-07,24.545454545454543
2023-02-08,21.818181818181817
2023-02-09,57.27272727272727
2023-02-10,23.636363636363637
2023-02-11,17.272727272727273
2023-02-12,20.0
2023-02-13,14.545454545454545
2023-02-14,20.0
2023-02-15,24.545454545454543
2023-02-16,42.72727272727273
2023-02-17,21.818181818181817
2023-02-18,16.363636363636363
2023-02-19,20.0
2023-02-20,17.272727272727273
2023-02-21,20.90909090909091
2023-02-22,19.09090909090909
2023-02-23,38.18181818181818
2023-02-24,27.272727272727273
2023-02-25,24.545454545454543
2023-02-26,20.90909090909091
2023-02-27,19.09090909090909
2023-02-28,20.90909090909091
2023-03-01,20.0
2023-03-02,48.18181818181818
2023-03-03,23.636363636363637
2023-03-04,23.636363636363637
2023-03-05,23.636363636363637
2023-03-06,24.545454545454543
2023-03-07,21.818181818181817
2023-03-08,21.818181818181817
2023-03-09,90.0
2023-03-10,34.54545454545455
2023-03-11,20.0
2023-03-12,20.0
2023-03-13,20.90909090909091
2023-03-14,17.272727272727273
2023-03-15,19.09090909090909
2023-03-16,50.90909090909091
2023-03-17,22.727272727272727
2023-03-18,23.636363636363637
2023-03-19,19.09090909090909
2023-03-20,16.363636363636363
2023-03-21,21.818181818181817
2023-03-22,22.727272727272727
2023-03-23,41.81818181818182
2023-03-24,23.636363636363637
2023-03-25,20.90909090909091
2023-03-26,54.54545454545455
2023-03-27,90.9090909090909
2023-03-28,62.72727272727273
2023-03-29,28.18181818181818
2023-03-30,57.27272727272727
2023-03-31,20.0
2023-04-01,20.90909090909091
2023-04-02,28.18181818181818
2023-04-03,20.0
2023-04-04,20.0
2023-04-05,21.818181818181817
2023-04-06,82.72727272727272
2023-04-07,28.18181818181818
2023-04-08,25.454545454545453
2023-04-09,30.0
2023-04-10,24.545454545454543
2023-04-11,19.09090909090909
2023-04-12,21.818181818181817
2023-04-13,30.909090909090907
2023-04-14,21.818181818181817
2023-04-15,23.636363636363637
2023-04-16,20.90909090909091
2023-04-17,23.636363636363637
2023-04-18,17.272727272727273
2023-04-19,24.545454545454543
2023-04-20,42.72727272727273
2023-04-21,30.0
2023-04-22,19.09090909090909
2023-04-23,18.18181818181818
2023-04-24,23.636363636363637
2023-04-25,26.363636363636363
2023-04-26,23.96103896103896
2023-04-27,46.55844155844156
2023-04-28,25.58441558441558
2023-04-29,21.428571428571427
2023-04-30,18.441558441558442
2023-05-01,25.129870129870127
2023-05-02,26.493506493506494
2023-05-03,18.441558441558442
2023-05-04,44.93506493506493
2023-05-05,25.58441558441558
2023-05-06,20.974025974025974
2023-05-07,16.363636363636363
2023-05-08,18.896103896103895
2023-05-09,16.81818181818182
2023-05-10,23.051948051948052
2023-05-11,49.090909090909086
2023-05-12,23.506493506493506
2023-05-13,18.896103896103895
2023-05-14,19.35064935064935
2023-05-15,18.441558441558442
2023-05-16,18.896103896103895
2023-05-17,18.441558441558442
2023-05-18,41.94805194805195
2023-05-19,21.428571428571427
2023-05-20,19.35064935064935
2023-05-21,20.519480519480517
2023-05-22,16.81818181818182
2023-05-23,13.831168831168831
2023-05-24,18.441558441558442
2023-05-25,37.4025974025974
2023-05-26,23.376623376623375
2023-05-27,21.038961038961038
2023-05-28,23.376623376623375
2023-05-29,28.051948051948052
2023-05-30,21.038961038961038
2023-05-31,25.71428571428571
2023-06-01,35.064935064935064
2023-06-02,30.38961038961039
2023-06-03,25.71428571428571
2023-06-04,30.38961038961039
2023-06-05,28.051948051948052
2023-06-06,23.376623376623375
2023-06-07,18.7012987012987
2023-06-08,74.8051948051948
2023-06-09,30.38961038961039
2023-06-10,18.7012987012987
2023-06-11,18.7012987012987
2023-06-12,23.376623376623375
2023-06-13,21.038961038961038
2023-06-14,21.038961038961038
2023-06-15,42.077922077922075
2023-06-16,21.038961038961038
2023-06-17,25.71428571428571
2023-06-18,18.7012987012987
2023-06-19,30.38961038961039
2023-06-20,28.051948051948052
2023-06-21,23.376623376623375
2023-06-22,56.103896103896105
2023-06-23,28.051948051948052
2023-06-24,25.71428571428571
2023-06-25,32.72727272727273
2023-06-26,30.38961038961039
2023-06-27,37.4025974025974
2023-06-28,30.38961038961039
2023-06-29,49.090909090909086
2023-06-30,30.38961038961039
2023-07-01,46.75324675324675
2023-07-02,233.76623376623377
2023-07-03,231.42857142857142
2023-07-04,74.8051948051948
2023-07-05,46.75324675324675
2023-07-06,72.46753246753246
2023-07-07,56.103896103896105
2023-07-08,56.103896103896105
2023-07-09,72.46753246753246
2023-07-10,77.14285714285714
2023-07-11,63.116883116883116
2023-07-12,56.103896103896105
2023-07-13,67.79220779220779
2023-07-14,49.090909090909086
2023-07-15,53.76623376623376
2023-07-16,119.22077922077922
2023-07-17,100.51948051948051
2023-07-18,60.77922077922078
2023-07-19,56.103896103896105
2023-07-20,58.44155844155844
2023-07-21,42.077922077922075
2023-07-22,37.4025974025974
2023-07-23,86.49350649350649
2023-07-24,93.5064935064935
2023-07-25,60.77922077922078
2023-07-26,51.42857142857142
2023-07-27,65.45454545454545
2023-07-28,37.4025974025974
2023-07-29,44.41558441558441
2023-07-30,86.49350649350649
2023-07-31,86.49350649350649
2023-08-01,60.77922077922078
2023-08-02,51.42857142857142
2023-08-03,56.103896103896105
2023-08-04,35.064935064935064
2023-08-05,49.090909090909086
2023-08-06,79.48051948051948
2023-08-07,72.46753246753246
2023-08-08,53.76623376623376
2023-08-09,56.103896103896105
2023-08-10,56.103896103896105
2023-08-11,37.4025974025974
2023-08-12,44.41558441558441
2023-08-13,70.12987012987013
2023-08-14,58.44155844155844
2023-08-15,56.103896103896105
2023-08-16,42.077922077922075
2023-08-17,63.116883116883116
2023-08-18,46.75324675324675
2023-08-19,42.077922077922075
2023-08-20,67.79220779220779
2023-08-21,63.116883116883116
2023-08-22,42.077922077922075
2023-08-23,42.077922077922075
2023-08-24,56.103896103896105
2023-08-25,35.064935064935064
2023-08-26,37.4025974025974
2023-08-27,86.49350649350649
2023-08-28,65.45454545454545
2023-08-29,49.090909090909086
2023-08-30,32.72727272727273
2023-08-31,56.103896103896105
2023-09-01,32.72727272727273
2023-09-02,37.4025974025974
2023-09-03,65.45454545454545
2023-09-04,65.45454545454545
2023-09-05,56.103896103896105
2023-09-06,42.077922077922075
2023-09-07,63.116883116883116
2023-09-08,39.74025974025974
2023-09-09,37.4025974025974
2023-09-10,60.77922077922078
2023-09-11,60.77922077922078
2023-09-12,42.077922077922075
2023-09-13,39.74025974025974
2023-09-14,49.090909090909086
2023-09-15,35.064935064935064
2023-09-16,42.077922077922075
2023-09-17,65.45454545454545
2023-09-18,51.42857142857142
2023-09-19,44.41558441558441
2023-09-20,37.4025974025974
2023-09-21,63.116883116883116
2023-09-22,37.4025974025974
2023-09-23,42.077922077922075
2023-09-24,93.5064935064935
2023-09-25,84.15584415584415
2023-09-26,67.79220779220779
2023-09-27,44.41558441558441
2023-09-28,67.79220779220779
2023-09-29,39.74025974025974
2023-09-30,42.077922077922075
2023-10-01,63.116883116883116
2023-10-02,56.103896103896105
2023-10-03,49.090909090909086
2023-10-04,39.74025974025974
2023-10-05,60.77922077922078
2023-10-06,46.75324675324675
2023-10-07,44.41558441558441
2023-10-08,46.75324675324675
2023-10-09,51.42857142857142
2023-10-10,39.74025974025974
2023-10-11,35.064935064935064
2023-10-12,35.064935064935064
2023-10-13,32.72727272727273
2023-10-14,37.4025974025974
2023-10-15,39.74025974025974
2023-10-16,32.72727272727273
2023-10-17,30.38961038961039
2023-10-18,28.051948051948052
2023-10-19,49.090909090909086
2023-10-20,28.051948051948052
2023-10-21,28.051948051948052
2023-10-22,32.72727272727273
2023-10-23,32.72727272727273
2023-10-24,25.71428571428571
2023-10-25,23.376623376623375
2023-10-26,35.064935064935064
2023-10-27,28.051948051948052
2023-10-28,18.7012987012987
2023-10-29,21.038961038961038
2023-10-30,23.376623376623375
2023-10-31,18.7012987012987
2023-11-01,28.051948051948052
2023-11-02,44.41558441558441
2023-11-03,25.71428571428571
2023-11-04,23.376623376623375
2023-11-05,25.71428571428571
2023-11-06,25.71428571428571
2023-11-07,25.71428571428571
2023-11-08,32.72727272727273
2023-11-09,44.41558441558441
2023-11-10,32.72727272727273
2023-11-11,23.376623376623375
2023-11-12,28.051948051948052
2023-11-13,25.71428571428571
2023-11-14,23.376623376623375
2023-11-15,23.376623376623375
2023-11-16,53.76623376623376
2023-11-17,18.7012987012987
2023-11-18,23.376623376623375
2023-11-19,23.376623376623375
2023-11-20,25.71428571428571
2023-11-21,25.71428571428571
2023-11-22,37.4025974025974
2023-11-23,25.71428571428571
2023-11-24,25.71428571428571
2023-11-25,21.038961038961038
2023-11-26,30.38961038961039
2023-11-27,23.376623376623375
2023-11-28,25.71428571428571
2023-11-29,21.038961038961038
2023-11-30,30.38961038961039
2023-12-01,21.038961038961038
2023-12-02,25.71428571428571
2023-12-03,25.71428571428571
2023-12-04,25.71428571428571
2023-12-05,25.71428571428571
2023-12-06,23.376623376623375
2023-12-07,56.103896103896105
2023-12-08,44.41558441558441
2023-12-09,25.71428571428571
2023-12-10,18.7012987012987
2023-12-11,21.038961038961038
2023-12-12,21.038961038961038
2023-12-13,18.7012987012987
2023-12-14,37.4025974025974
2023-12-15,16.363636363636363
2023-12-16,21.038961038961038
2023-12-17,16.363636363636363
2023-12-18,18.7012987012987
2023-12-19,14.025974025974026
2023-12-20,18.7012987012987
2023-12-21,30.38961038961039
2023-12-22,21.116883116883116
2023-12-23,16.909090909090907
2023-12-24,25.948051948051948
2023-12-25,16.909090909090907
2023-12-26,22.909090909090907
2023-12-27,27.740259740259738
2023-12-28,44.64935064935065
2023-12-29,22.909090909090907
2023-12-30,18.7012987012987
2023-12-31,25.324675324675326
2024-01-01,18.7012987012987
2024-01-02,27.740259740259738
2024-01-03,30.155844155844157
2024-01-04,39.1948051948052
2024-01-05,23.532467532467532
2024-01-06,27.740259740259738
2024-01-07,21.116883116883116
2024-01-08,18.077922077922075
2024-01-09,18.7012987012987
2024-01-10,18.7012987012987
2024-01-11,30.155844155844157
2024-01-12,22.909090909090907
2024-01-13,25.948051948051948
2024-01-14,21.116883116883116
2024-01-15,18.7012987012987
2024-01-16,24.7012987012987
2024-01-17,22.909090909090907
2024-01-18,47.064935064935064
2024-01-19,27.740259740259738
2024-01-20,27.428571428571427
2024-01-21,22.441558441558442
2024-01-22,21.194805194805195
2024-01-23,23.68831168831169
2024-01-24,19.948051948051948
2024-01-25,41.14285714285714
2024-01-26,18.7012987012987
2024-01-27,23.68831168831169
2024-01-28,26.18181818181818
2024-01-29,21.194805194805195
2024-01-30,19.948051948051948
2024-01-31,13.714285714285714
2024-02-01,33.66233766233766
2024-02-02,21.194805194805195
2024-02-03,18.7012987012987
2024-02-04,23.68831168831169
2024-02-05,22.441558441558442
2024-02-06,18.7012987012987
2024-02-07,23.68831168831169
2024-02-08,37.4025974025974
2024-02-09,26.18181818181818
2024-02-10,22.441558441558442
2024-02-11,17.454545454545453
2024-02-12,21.194805194805195
2024-02-13,22.441558441558442
2024-02-14,19.948051948051948
2024-02-15,38.64935064935065
2024-02-16,24.935064935064936
2024-02-17,23.68831168831169
2024-02-18,23.68831168831169
2024-02-19,27.428571428571427
2024-02-20,19.948051948051948
2024-02-21,16.207792207792206
2024-02-22,39.896103896103895
2024-02-23,27.428571428571427
2024-02-24,19.948051948051948
2024-02-25,22.441558441558442
2024-02-26,27.428571428571427
2024-02-27,27.428571428571427
2024-02-28,24.935064935064936
2024-02-29,24.935064935064936
2024-03-01,27.428571428571427
2024-03-02,17.454545454545453
2024-03-03,13.714285714285714
2024-03-04,18.7012987012987
2024-03-05,19.948051948051948
2024-03-06,18.7012987012987
2024-03-07,32.41558441558441
2024-03-08,27.428571428571427
2024-03-09,14.96103896103896
2024-03-10,14.96103896103896
2024-03-11,21.194805194805195
2024-03-12,16.207792207792206
2024-03-13,19.948051948051948
2024-03-14,39.896103896103895
2024-03-15,22.441558441558442
2024-03-16,17.454545454545453
2024-03-17,19.948051948051948
2024-03-18,19.948051948051948
2024-03-19,18.7012987012987
2024-03-20,21.194805194805195
2024-03-21,44.883116883116884
2024-03-22,46.12987012987013
2024-03-23,44.883116883116884
2024-03-24,38.64935064935065
2024-03-25,41.14285714285714
2024-03-26,33.66233766233766
2024-03-27,17.454545454545453
2024-03-28,28.675324675324674
2024-03-29,22.441558441558442
2024-03-30,28.675324675324674
2024-03-31,31.16883116883117
2024-04-01,19.948051948051948
2024-04-02,32.41558441558441
2024-04-03,21.194805194805195
2024-04-04,57.35064935064935
2024-04-05,58.5974025974026
2024-04-06,27.428571428571427
2024-04-07,63.58441558441558
2024-04-08,52.36363636363636
2024-04-09,41.14285714285714
2024-04-10,34.90909090909091
2024-04-11,46.12987012987013
2024-04-12,36.15584415584416
2024-04-13,27.428571428571427
2024-04-14,44.883116883116884
2024-04-15,44.883116883116884
2024-04-16,37.4025974025974
2024-04-17,34.90909090909091
2024-04-18,48.62337662337662
2024-04-19,37.4025974025974
2024-04-20,31.16883116883117
2024-04-21,49.87012987012987
2024-04-22,48.62337662337662
2024-04-23,32.41558441558441
2024-04-24,32.41558441558441
2024-04-25,46.12987012987013
2024-04-26,29.92207792207792
2024-04-27,33.66233766233766
2024-04-28,52.36363636363636
2024-04-29,51.116883116883116
2024-04-30,37.4025974025974
2024-05-01,31.16883116883117
2024-05-02,46.12987012987013
2024-05-03,28.675324675324674
2024-05-04,33.66233766233766
2024-05-05,46.12987012987013
2024-05-06,44.883116883116884
2024-05-07,32.41558441558441
2024-05-08,33.66233766233766
2024-05-09,68.57142857142857
2024-05-10,36.15584415584416
2024-05-11,26.18181818181818
2024-05-12,63.58441558441558
2024-05-13,58.5974025974026
2024-05-14,34.90909090909091
2024-05-15,32.41558441558441
2024-05-16,64.83116883116882
2024-05-17,36.15584415584416
2024-05-18,28.675324675324674
2024-05-19,91.01298701298701
2024-05-20,81.03896103896103
2024-05-21,39.896103896103895
2024-05-22,27.428571428571427
2024-05-23,72.31168831168831
2024-05-24,31.16883116883117
2024-05-25,31.16883116883117
2024-05-26,47.37662337662338
2024-05-27,48.62337662337662
2024-05-28,38.64935064935065
2024-05-29,31.16883116883117
2024-05-30,46.12987012987013
2024-05-31,31.16883116883117
2024-06-01,28.675324675324674
2024-06-02,58.5974025974026
2024-06-03,44.883116883116884
2024-06-04,43.63636363636363
2024-06-05,36.15584415584416
2024-06-06,66.07792207792208
2024-06-07,42.38961038961039
2024-06-08,42.38961038961039
2024-06-09,53.61038961038961
2024-06-10,52.36363636363636
2024-06-11,42.38961038961039
2024-06-12,41.14285714285714
2024-06-13,54.857142857142854
2024-06-14,42.38961038961039
2024-06-15,28.675324675324674
2024-06-16,87.27272727272727
2024-06-17,94.75324675324676
2024-06-18,61.090909090909086
2024-06-19,56.103896103896105
2024-06-20,77.2987012987013
2024-06-21,44.883116883116884
2024-06-22,42.38961038961039
2024-06-23,89.76623376623377
2024-06-24,69.81818181818181
2024-06-25,57.35064935064935
2024-06-26,43.63636363636363
2024-06-27,77.2987012987013
2024-06-28,48.62337662337662
2024-06-29,57.35064935064935
2024-06-30,122.18181818181817
2024-07-01,108.46753246753246
2024-07-02,68.57142857142857
2024-07-03,71.06493506493506
2024-07-04,54.857142857142854
2024-07-05,52.36363636363636
2024-07-06,51.116883116883116
2024-07-07,54.857142857142854
2024-07-08,48.62337662337662
2024-07-09,47.37662337662338
2024-07-10,54.857142857142854
2024-07-11,53.61038961038961
2024-07-12,33.66233766233766
2024-07-13,37.4025974025974
2024-07-14,38.64935064935065
2024-07-15,32.41558441558441
2024-07-16,33.66233766233766
2024-07-17,36.15584415584416
2024-07-18,52.36363636363636
2024-07-19,32.41558441558441
2024-07-20,32.41558441558441
2024-07-21,42.38961038961039
2024-07-22,51.116883116883116
2024-07-23,43.63636363636363
2024-07-24,36.15584415584416
2024-07-25,54.857142857142854
2024-07-26,39.896103896103895
2024-07-27,42.38961038961039
2024-07-28,36.15584415584416
2024-07-29,32.41558441558441
2024-07-30,31.16883116883117
2024-07-31,26.18181818181818
2024-08-01,56.103896103896105
2024-08-02,41.14285714285714
2024-08-03,22.441558441558442
2024-08-04,26.18181818181818
2024-08-05,34.90909090909091
2024-08-06,26.18181818181818
2024-08-07,42.38961038961039
2024-08-08,124.67532467532467
2024-08-09,29.92207792207792
2024-08-10,23.68831168831169
2024-08-11,32.41558441558441
2024-08-12,23.68831168831169
2024-08-13,22.441558441558442
2024-08-14,31.16883116883117
2024-08-15,64.83116883116882
2024-08-16,28.675324675324674
2024-08-17,22.441558441558442
2024-08-18,24.76883116883117
2024-08-19,24.76883116883117
2024-08-20,21.236363636363635
2024-08-21,28.3012987012987
2024-08-22,64.33246753246753
2024-08-23,23.812987012987016
2024-08-24,23.480519480519483
2024-08-25,27.345454545454544
2024-08-26,22.524675324675325
2024-08-27,19.615584415584415
2024-08-28,18.65974025974026
2024-08-29,50.82597402597403
2024-08-30,19.948051948051948
2024-08-31,13.506493506493506
2024-09-01,19.948051948051948
2024-09-02,19.948051948051948
2024-09-03,19.948051948051948
2024-09-04,18.992207792207793
2024-09-05,48.249350649350646
2024-09-06,18.992207792207793
2024-09-07,16.415584415584412
2024-09-08,19.948051948051948
2024-09-09,23.812987012987016
2024-09-10,15.127272727272727
2024-09-11,19.948051948051948
2024-09-12,42.14025974025974
2024-09-13,18.992207792207793
2024-09-14,13.838961038961038
2024-09-15,23.480519480519483
2024-09-16,15.293506493506493
2024-09-17,16.623376623376622
2024-09-18,17.288311688311687
2024-09-19,52.52987012987013
2024-09-20,15.958441558441558
2024-09-21,23.272727272727273
2024-09-22,18.618181818181817
2024-09-23,15.293506493506493
2024-09-24,19.948051948051948
2024-09-25,23.93766233766234
2024-09-26,41.89090909090909
2024-09-27,17.953246753246752
2024-09-28,17.953246753246752
2024-09-29,13.2987012987013
2024-09-30,18.618181818181817
