Time,boom
2023-02-26,44.202380952380956
2023-02-27,47.55952380952381
2023-02-28,47.0
2023-03-01,47.55952380952381
2023-03-02,48.11904761904762
2023-03-03,44.202380952380956
2023-03-04,36.92857142857143
2023-03-05,43.083333333333336
2023-03-06,48.11904761904762
2023-03-07,46.44047619047619
2023-03-08,48.67857142857143
2023-03-09,47.55952380952381
2023-03-10,45.88095238095238
2023-03-11,36.92857142857143
2023-03-12,36.92857142857143
2023-03-13,40.285714285714285
2023-03-14,40.845238095238095
2023-03-15,41.404761904761905
2023-03-16,42.523809523809526
2023-03-17,39.726190476190474
2023-03-18,38.60714285714286
2023-03-19,37.48809523809524
2023-03-20,45.32142857142857
2023-03-21,48.11904761904762
2023-03-22,47.55952380952381
2023-03-23,48.11904761904762
2023-03-24,46.44047619047619
2023-03-25,36.36904761904762
2023-03-26,36.36904761904762
2023-03-27,53.714285714285715
2023-03-28,45.32142857142857
2023-03-29,47.0
2023-03-30,44.202380952380956
2023-03-31,43.083333333333336
2023-04-01,36.36904761904762
2023-04-02,35.25
2023-04-03,41.964285714285715
2023-04-04,43.642857142857146
2023-04-05,45.32142857142857
2023-04-06,42.523809523809526
2023-04-07,38.60714285714286
2023-04-08,36.36904761904762
2023-04-09,35.80952380952381
2023-04-10,41.404761904761905
2023-04-11,45.32142857142857
2023-04-12,45.88095238095238
2023-04-13,47.0
2023-04-14,47.0
2023-04-15,38.04761904761905
2023-04-16,40.285714285714285
2023-04-17,51.476190476190474
2023-04-18,45.88095238095238
2023-04-19,48.67857142857143
2023-04-20,48.11904761904762
2023-04-21,43.083333333333336
2023-04-22,47.55952380952381
2023-04-23,40.845238095238095
2023-04-24,47.0
2023-04-25,49.23809523809524
2023-04-26,46.461996336996336
2023-04-27,48.872252747252745
2023-04-28,44.05173992673993
2023-04-29,35.98168498168498
2023-04-30,37.466575091575095
2023-05-01,45.25686813186813
2023-05-02,47.94688644688645
2023-05-03,50.35714285714286
2023-05-04,44.33150183150183
2023-05-05,42.56684981684982
2023-05-06,34.776556776556774
2023-05-07,35.98168498168498
2023-05-08,45.25686813186813
2023-05-09,46.461996336996336
2023-05-10,43.77197802197803
2023-05-11,44.33150183150183
2023-05-12,41.36172161172161
2023-05-13,33.29166666666667
2023-05-14,33.57142857142857
2023-05-15,42.28708791208791
2023-05-16,44.977106227106226
2023-05-17,44.977106227106226
2023-05-18,47.66712454212454
2023-05-19,41.64148351648352
2023-05-20,35.056318681318686
2023-05-21,37.466575091575095
2023-05-22,45.25686813186813
2023-05-23,45.25686813186813
2023-05-24,42.56684981684982
2023-05-25,40.02747252747253
2023-05-26,37.44505494505495
2023-05-27,32.28021978021978
2023-05-28,34.862637362637365
2023-05-29,34.862637362637365
2023-05-30,38.73626373626374
2023-05-31,46.48351648351649
2023-06-01,37.44505494505495
2023-06-02,38.73626373626374
2023-06-03,34.862637362637365
2023-06-04,105.87912087912089
2023-06-05,129.12087912087912
2023-06-06,59.3956043956044
2023-06-07,45.19230769230769
2023-06-08,42.60989010989011
2023-06-09,40.02747252747253
2023-06-10,38.73626373626374
2023-06-11,36.15384615384615
2023-06-12,38.73626373626374
2023-06-13,37.44505494505495
2023-06-14,38.73626373626374
2023-06-15,37.44505494505495
2023-06-16,36.15384615384615
2023-06-17,37.44505494505495
2023-06-18,37.44505494505495
2023-06-19,38.73626373626374
2023-06-20,37.44505494505495
2023-06-21,40.02747252747253
2023-06-22,37.44505494505495
2023-06-23,37.44505494505495
2023-06-24,40.02747252747253
2023-06-25,40.02747252747253
2023-06-26,42.60989010989011
2023-06-27,41.31868131868132
2023-06-28,40.02747252747253
2023-06-29,47.77472527472528
2023-06-30,45.19230769230769
2023-07-01,52.939560439560445
2023-07-02,58.104395604395606
2023-07-03,85.21978021978022
2023-07-04,105.87912087912089
2023-07-05,56.81318681318682
2023-07-06,38.73626373626374
2023-07-07,36.15384615384615
2023-07-08,36.15384615384615
2023-07-09,38.73626373626374
2023-07-10,36.15384615384615
2023-07-11,37.44505494505495
2023-07-12,36.15384615384615
2023-07-13,45.19230769230769
2023-07-14,41.31868131868132
2023-07-15,40.02747252747253
2023-07-16,40.02747252747253
2023-07-17,34.862637362637365
2023-07-18,34.862637362637365
2023-07-19,36.15384615384615
2023-07-20,34.862637362637365
2023-07-21,34.862637362637365
2023-07-22,37.44505494505495
2023-07-23,38.73626373626374
2023-07-24,36.15384615384615
2023-07-25,36.15384615384615
2023-07-26,34.862637362637365
2023-07-27,34.862637362637365
2023-07-28,37.44505494505495
2023-07-29,38.73626373626374
2023-07-30,37.44505494505495
2023-07-31,34.862637362637365
2023-08-01,34.862637362637365
2023-08-02,34.862637362637365
2023-08-03,36.15384615384615
2023-08-04,37.44505494505495
2023-08-05,37.44505494505495
2023-08-06,37.44505494505495
2023-08-07,33.57142857142858
2023-08-08,34.862637362637365
2023-08-09,34.862637362637365
2023-08-10,36.15384615384615
2023-08-11,36.15384615384615
2023-08-12,36.15384615384615
2023-08-13,33.57142857142858
2023-08-14,36.15384615384615
2023-08-15,36.15384615384615
2023-08-16,37.44505494505495
2023-08-17,38.73626373626374
2023-08-18,38.73626373626374
2023-08-19,34.862637362637365
2023-08-20,34.862637362637365
2023-08-21,40.02747252747253
2023-08-22,41.31868131868132
2023-08-23,41.31868131868132
2023-08-24,41.31868131868132
2023-08-25,41.31868131868132
2023-08-26,38.73626373626374
2023-08-27,43.901098901098905
2023-08-28,51.64835164835165
2023-08-29,42.60989010989011
2023-08-30,43.901098901098905
2023-08-31,42.60989010989011
2023-09-01,43.901098901098905
2023-09-02,36.15384615384615
2023-09-03,38.73626373626374
2023-09-04,46.48351648351649
2023-09-05,51.64835164835165
2023-09-06,45.19230769230769
2023-09-07,47.77472527472528
2023-09-08,42.60989010989011
2023-09-09,36.15384615384615
2023-09-10,36.15384615384615
2023-09-11,43.901098901098905
2023-09-12,52.939560439560445
2023-09-13,47.77472527472528
2023-09-14,45.19230769230769
2023-09-15,42.60989010989011
2023-09-16,34.862637362637365
2023-09-17,36.15384615384615
2023-09-18,43.901098901098905
2023-09-19,46.48351648351649
2023-09-20,46.48351648351649
2023-09-21,46.48351648351649
2023-09-22,46.48351648351649
2023-09-23,37.44505494505495
2023-09-24,36.15384615384615
2023-09-25,45.19230769230769
2023-09-26,45.19230769230769
2023-09-27,45.19230769230769
2023-09-28,47.77472527472528
2023-09-29,43.901098901098905
2023-09-30,33.57142857142858
2023-10-01,33.57142857142858
2023-10-02,42.60989010989011
2023-10-03,45.19230769230769
2023-10-04,45.19230769230769
2023-10-05,46.48351648351649
2023-10-06,43.901098901098905
2023-10-07,34.862637362637365
2023-10-08,34.862637362637365
2023-10-09,42.60989010989011
2023-10-10,42.60989010989011
2023-10-11,43.901098901098905
2023-10-12,42.60989010989011
2023-10-13,41.31868131868132
2023-10-14,32.28021978021978
2023-10-15,36.15384615384615
2023-10-16,42.60989010989011
2023-10-17,42.60989010989011
2023-10-18,42.60989010989011
2023-10-19,43.901098901098905
2023-10-20,43.901098901098905
2023-10-21,36.15384615384615
2023-10-22,37.44505494505495
2023-10-23,43.901098901098905
2023-10-24,43.901098901098905
2023-10-25,43.901098901098905
2023-10-26,43.901098901098905
2023-10-27,42.60989010989011
2023-10-28,33.57142857142858
2023-10-29,33.57142857142858
2023-10-30,42.60989010989011
2023-10-31,40.02747252747253
2023-11-01,42.60989010989011
2023-11-02,45.19230769230769
2023-11-03,41.31868131868132
2023-11-04,34.862637362637365
2023-11-05,34.862637362637365
2023-11-06,43.901098901098905
2023-11-07,45.19230769230769
2023-11-08,45.19230769230769
2023-11-09,43.901098901098905
2023-11-10,41.31868131868132
2023-11-11,80.05494505494507
2023-11-12,46.48351648351649
2023-11-13,46.48351648351649
2023-11-14,46.48351648351649
2023-11-15,47.77472527472528
2023-11-16,52.939560439560445
2023-11-17,45.19230769230769
2023-11-18,36.15384615384615
2023-11-19,34.862637362637365
2023-11-20,41.31868131868132
2023-11-21,37.44505494505495
2023-11-22,36.15384615384615
2023-11-23,30.989010989010993
2023-11-24,34.862637362637365
2023-11-25,33.57142857142858
2023-11-26,37.44505494505495
2023-11-27,45.19230769230769
2023-11-28,46.48351648351649
2023-11-29,43.901098901098905
2023-11-30,45.19230769230769
2023-12-01,42.60989010989011
2023-12-02,34.862637362637365
2023-12-03,33.57142857142858
2023-12-04,42.60989010989011
2023-12-05,43.901098901098905
2023-12-06,45.19230769230769
2023-12-07,43.901098901098905
2023-12-08,43.901098901098905
2023-12-09,34.862637362637365
2023-12-10,36.15384615384615
2023-12-11,42.60989010989011
2023-12-12,42.60989010989011
2023-12-13,42.60989010989011
2023-12-14,42.60989010989011
2023-12-15,41.31868131868132
2023-12-16,33.57142857142858
2023-12-17,33.57142857142858
2023-12-18,41.31868131868132
2023-12-19,38.73626373626374
2023-12-20,38.73626373626374
2023-12-21,38.73626373626374
2023-12-22,34.574175824175825
2023-12-23,34.574175824175825
2023-12-24,32.40384615384615
2023-12-25,32.40384615384615
2023-12-26,34.574175824175825
2023-12-27,35.01373626373626
2023-12-28,35.01373626373626
2023-12-29,33.92857142857143
2023-12-30,33.48901098901099
2023-12-31,36.098901098901095
2024-01-01,39.14835164835165
2024-01-02,36.098901098901095
2024-01-03,40.23351648351648
2024-01-04,40.23351648351648
2024-01-05,40.23351648351648
2024-01-06,36.53846153846153
2024-01-07,37.184065934065934
2024-01-08,41.31868131868132
2024-01-09,39.793956043956044
2024-01-10,44.36813186813187
2024-01-11,45.01373626373626
2024-01-12,42.40384615384615
2024-01-13,33.92857142857143
2024-01-14,36.098901098901095
2024-01-15,40.23351648351648
2024-01-16,38.70879120879121
2024-01-17,42.40384615384615
2024-01-18,45.01373626373626
2024-01-19,43.92857142857143
2024-01-20,58.02197802197802
2024-01-21,47.472527472527474
2024-01-22,48.35164835164835
2024-01-23,50.10989010989011
2024-01-24,47.472527472527474
2024-01-25,46.59340659340659
2024-01-26,45.714285714285715
2024-01-27,37.8021978021978
2024-01-28,40.43956043956044
2024-01-29,46.59340659340659
2024-01-30,47.472527472527474
2024-01-31,50.989010989010985
2024-02-01,49.230769230769226
2024-02-02,48.35164835164835
2024-02-03,39.56043956043956
2024-02-04,43.956043956043956
2024-02-05,45.714285714285715
2024-02-06,46.59340659340659
2024-02-07,46.59340659340659
2024-02-08,48.35164835164835
2024-02-09,51.86813186813187
2024-02-10,40.43956043956044
2024-02-11,41.31868131868132
2024-02-12,44.83516483516483
2024-02-13,51.86813186813187
2024-02-14,44.83516483516483
2024-02-15,50.989010989010985
2024-02-16,43.956043956043956
2024-02-17,38.68131868131868
2024-02-18,39.56043956043956
2024-02-19,40.43956043956044
2024-02-20,44.83516483516483
2024-02-21,46.59340659340659
2024-02-22,50.10989010989011
2024-02-23,47.472527472527474
2024-02-24,38.68131868131868
2024-02-25,43.07692307692307
2024-02-26,46.59340659340659
2024-02-27,50.10989010989011
2024-02-28,47.472527472527474
2024-02-29,49.230769230769226
2024-03-01,45.714285714285715
2024-03-02,36.92307692307692
2024-03-03,40.43956043956044
2024-03-04,50.10989010989011
2024-03-05,47.472527472527474
2024-03-06,50.10989010989011
2024-03-07,46.59340659340659
2024-03-08,44.83516483516483
2024-03-09,36.043956043956044
2024-03-10,42.1978021978022
2024-03-11,45.714285714285715
2024-03-12,46.59340659340659
2024-03-13,43.956043956043956
2024-03-14,43.956043956043956
2024-03-15,41.31868131868132
2024-03-16,42.1978021978022
2024-03-17,36.043956043956044
2024-03-18,45.714285714285715
2024-03-19,46.59340659340659
2024-03-20,45.714285714285715
2024-03-21,45.714285714285715
2024-03-22,46.59340659340659
2024-03-23,37.8021978021978
2024-03-24,36.92307692307692
2024-03-25,45.714285714285715
2024-03-26,45.714285714285715
2024-03-27,45.714285714285715
2024-03-28,44.83516483516483
2024-03-29,36.043956043956044
2024-03-30,32.527472527472526
2024-03-31,34.285714285714285
2024-04-01,39.56043956043956
2024-04-02,42.1978021978022
2024-04-03,44.83516483516483
2024-04-04,44.83516483516483
2024-04-05,44.83516483516483
2024-04-06,36.92307692307692
2024-04-07,36.043956043956044
2024-04-08,41.31868131868132
2024-04-09,49.230769230769226
2024-04-10,47.472527472527474
2024-04-11,45.714285714285715
2024-04-12,47.472527472527474
2024-04-13,36.92307692307692
2024-04-14,42.1978021978022
2024-04-15,48.35164835164835
2024-04-16,48.35164835164835
2024-04-17,48.35164835164835
2024-04-18,51.86813186813187
2024-04-19,50.10989010989011
2024-04-20,39.56043956043956
2024-04-21,41.31868131868132
2024-04-22,47.472527472527474
2024-04-23,50.10989010989011
2024-04-24,48.35164835164835
2024-04-25,48.35164835164835
2024-04-26,44.83516483516483
2024-04-27,36.92307692307692
2024-04-28,40.43956043956044
2024-04-29,47.472527472527474
2024-04-30,49.230769230769226
2024-05-01,45.714285714285715
2024-05-02,46.59340659340659
2024-05-03,43.956043956043956
2024-05-04,33.40659340659341
2024-05-05,40.43956043956044
2024-05-06,47.472527472527474
2024-05-07,47.472527472527474
2024-05-08,45.714285714285715
2024-05-09,46.59340659340659
2024-05-10,43.956043956043956
2024-05-11,35.16483516483517
2024-05-12,36.043956043956044
2024-05-13,43.07692307692307
2024-05-14,43.956043956043956
2024-05-15,45.714285714285715
2024-05-16,43.07692307692307
2024-05-17,40.43956043956044
2024-05-18,40.43956043956044
2024-05-19,38.68131868131868
2024-05-20,43.956043956043956
2024-05-21,42.1978021978022
2024-05-22,41.31868131868132
2024-05-23,39.56043956043956
2024-05-24,40.43956043956044
2024-05-25,36.92307692307692
2024-05-26,38.68131868131868
2024-05-27,36.92307692307692
2024-05-28,43.07692307692307
2024-05-29,41.31868131868132
2024-05-30,40.43956043956044
2024-05-31,39.56043956043956
2024-06-01,35.16483516483517
2024-06-02,35.16483516483517
2024-06-03,36.92307692307692
2024-06-04,36.92307692307692
2024-06-05,39.56043956043956
2024-06-06,39.56043956043956
2024-06-07,37.8021978021978
2024-06-08,39.56043956043956
2024-06-09,36.92307692307692
2024-06-10,38.68131868131868
2024-06-11,37.8021978021978
2024-06-12,37.8021978021978
2024-06-13,42.1978021978022
2024-06-14,37.8021978021978
2024-06-15,36.92307692307692
2024-06-16,37.8021978021978
2024-06-17,38.68131868131868
2024-06-18,37.8021978021978
2024-06-19,38.68131868131868
2024-06-20,37.8021978021978
2024-06-21,36.92307692307692
2024-06-22,37.8021978021978
2024-06-23,39.56043956043956
2024-06-24,39.56043956043956
2024-06-25,37.8021978021978
2024-06-26,40.43956043956044
2024-06-27,38.68131868131868
2024-06-28,40.43956043956044
2024-06-29,46.59340659340659
2024-06-30,43.956043956043956
2024-07-01,43.956043956043956
2024-07-02,49.230769230769226
2024-07-03,76.48351648351648
2024-07-04,87.91208791208791
2024-07-05,63.2967032967033
2024-07-06,38.68131868131868
2024-07-07,37.8021978021978
2024-07-08,36.92307692307692
2024-07-09,36.043956043956044
2024-07-10,38.68131868131868
2024-07-11,40.43956043956044
2024-07-12,38.68131868131868
2024-07-13,35.16483516483517
2024-07-14,32.527472527472526
2024-07-15,33.40659340659341
2024-07-16,48.35164835164835
2024-07-17,63.2967032967033
2024-07-18,46.59340659340659
2024-07-19,42.1978021978022
2024-07-20,40.43956043956044
2024-07-21,39.56043956043956
2024-07-22,37.8021978021978
2024-07-23,37.8021978021978
2024-07-24,35.16483516483517
2024-07-25,36.92307692307692
2024-07-26,36.043956043956044
2024-07-27,35.16483516483517
2024-07-28,34.285714285714285
2024-07-29,33.40659340659341
2024-07-30,35.16483516483517
2024-07-31,34.285714285714285
2024-08-01,35.16483516483517
2024-08-02,37.8021978021978
2024-08-03,40.43956043956044
2024-08-04,59.78021978021978
2024-08-05,34.285714285714285
2024-08-06,34.285714285714285
2024-08-07,35.16483516483517
2024-08-08,34.285714285714285
2024-08-09,36.92307692307692
2024-08-10,35.16483516483517
2024-08-11,36.92307692307692
2024-08-12,38.68131868131868
2024-08-13,37.8021978021978
2024-08-14,41.31868131868132
2024-08-15,41.31868131868132
2024-08-16,39.56043956043956
2024-08-17,35.16483516483517
2024-08-18,37.62166405023548
2024-08-19,41.14599686028258
2024-08-20,43.08477237048666
2024-08-21,42.73155416012559
2024-08-22,42.73155416012559
2024-08-23,43.87755102040816
2024-08-24,41.14599686028258
2024-08-25,38.41444270015698
2024-08-26,44.67032967032967
2024-08-27,53.657770800627944
2024-08-28,46.60910518053375
2024-08-29,45.816326530612244
2024-08-30,44.67032967032967
2024-08-31,39.56043956043956
2024-09-01,41.14599686028258
2024-09-02,40.353218210361064
2024-09-03,45.46310832025118
2024-09-04,46.60910518053375
2024-09-05,48.547880690737834
2024-09-06,46.60910518053375
2024-09-07,39.56043956043956
2024-09-08,39.56043956043956
2024-09-09,46.60910518053375
2024-09-10,45.816326530612244
2024-09-11,45.816326530612244
2024-09-12,50.13343799058085
2024-09-13,48.19466248037676
2024-09-14,39.56043956043956
2024-09-15,37.62166405023548
2024-09-16,46.624803767660914
2024-09-17,49.45054945054945
2024-09-18,51.56985871271586
2024-09-19,50.86342229199373
2024-09-20,48.74411302982732
2024-09-21,41.67974882260597
2024-09-22,39.56043956043956
2024-09-23,49.45054945054945
2024-09-24,45.211930926216645
2024-09-25,52.276295133438
2024-09-26,47.33124018838305
