Time,intervention
2022-04-11,86.0
2022-04-12,81.0
2022-04-13,80.0
2022-04-14,90.0
2022-04-15,69.0
2022-04-16,60.0
2022-04-17,55.0
2022-04-18,91.0
2022-04-19,87.0
2022-04-20,89.0
2022-04-21,93.0
2022-04-22,82.0
2022-04-23,61.0
2022-04-24,69.0
2022-04-25,93.0
2022-04-26,100.0
2022-04-27,89.0
2022-04-28,91.0
2022-04-29,77.0
2022-04-30,63.0
2022-05-01,65.0
2022-05-02,91.0
2022-05-03,92.0
2022-05-04,92.0
2022-05-05,86.0
2022-05-06,72.0
2022-05-07,57.0
2022-05-08,45.0
2022-05-09,81.0
2022-05-10,78.0
2022-05-11,87.0
2022-05-12,71.0
2022-05-13,63.0
2022-05-14,41.0
2022-05-15,42.0
2022-05-16,64.0
2022-05-17,71.0
2022-05-18,64.0
2022-05-19,70.0
2022-05-20,59.0
2022-05-21,41.0
2022-05-22,39.0
2022-05-23,64.0
2022-05-24,65.0
2022-05-25,68.0
2022-05-26,65.0
2022-05-27,48.0
2022-05-28,36.0
2022-05-29,39.0
2022-05-30,42.0
2022-05-31,63.0
2022-06-01,66.0
2022-06-02,53.0
2022-06-03,54.0
2022-06-04,43.0
2022-06-05,47.0
2022-06-06,61.0
2022-06-07,63.0
2022-06-08,65.0
2022-06-09,61.0
2022-06-10,62.0
2022-06-11,40.0
2022-06-12,46.0
2022-06-13,63.0
2022-06-14,73.0
2022-06-15,66.0
2022-06-16,57.0
2022-06-17,49.0
2022-06-18,41.0
2022-06-19,44.0
2022-06-20,57.0
2022-06-21,69.0
2022-06-22,66.0
2022-06-23,67.0
2022-06-24,51.0
2022-06-25,40.0
2022-06-26,46.0
2022-06-27,63.0
2022-06-28,71.0
2022-06-29,65.0
2022-06-30,57.0
2022-07-01,48.0
2022-07-02,37.0
2022-07-03,38.0
2022-07-04,43.0
2022-07-05,51.0
2022-07-06,62.0
2022-07-07,63.0
2022-07-08,56.0
2022-07-09,44.0
2022-07-10,44.0
2022-07-11,58.0
2022-07-12,67.0
2022-07-13,63.0
2022-07-14,59.0
2022-07-15,53.0
2022-07-16,39.0
2022-07-17,44.0
2022-07-18,63.0
2022-07-19,72.0
2022-07-20,67.0
2022-07-21,65.0
2022-07-22,52.0
2022-07-23,40.0
2022-07-24,46.0
2022-07-25,68.0
2022-07-26,74.0
2022-07-27,66.0
2022-07-28,66.0
2022-07-29,53.0
2022-07-30,38.0
2022-07-31,48.0
2022-08-01,59.0
2022-08-02,66.0
2022-08-03,67.0
2022-08-04,64.0
2022-08-05,54.0
2022-08-06,42.0
2022-08-07,44.0
2022-08-08,60.0
2022-08-09,62.0
2022-08-10,67.0
2022-08-11,59.0
2022-08-12,53.0
2022-08-13,37.0
2022-08-14,40.0
2022-08-15,56.0
2022-08-16,64.0
2022-08-17,69.0
2022-08-18,65.0
2022-08-19,55.0
2022-08-20,41.0
2022-08-21,41.0
2022-08-22,59.0
2022-08-23,66.0
2022-08-24,68.0
2022-08-25,66.0
2022-08-26,55.0
2022-08-27,42.0
2022-08-28,47.0
2022-08-29,69.0
2022-08-30,74.327868852459
2022-08-31,69.0
2022-09-01,69.0
2022-09-02,63.67213114754098
2022-09-03,42.99180327868852
2022-09-04,47.25409836065573
2022-09-05,56.278688524590166
2022-09-06,73.76229508196721
2022-09-07,74.327868852459
2022-09-08,75.39344262295081
2022-09-09,69.0
2022-09-10,46.18852459016394
2022-09-11,53.08196721311475
2022-09-12,76.95901639344262
2022-09-13,82.28688524590163
2022-09-14,89.68032786885246
2022-09-15,80.15573770491804
2022-09-16,72.19672131147541
2022-09-17,49.885245901639344
2022-09-18,57.84426229508196
2022-09-19,83.85245901639344
2022-09-20,89.68032786885246
2022-09-21,92.37704918032787
2022-09-22,90.74590163934425
2022-09-23,83.85245901639344
2022-09-24,58.40983606557377
2022-09-25,64.73770491803279
2022-09-26,81.22131147540983
2022-09-27,93.88524590163934
2022-09-28,90.49180327868852
2022-09-29,90.49180327868852
2022-09-30,75.78688524590163
2022-10-01,54.29508196721311
2022-10-02,57.68852459016393
2022-10-03,87.0983606557377
2022-10-04,83.70491803278688
2022-10-05,88.22950819672131
2022-10-06,83.70491803278688
2022-10-07,73.52459016393442
2022-10-08,64.47540983606557
2022-10-09,75.78688524590163
2022-10-10,76.91803278688523
2022-10-11,85.96721311475409
2022-10-12,89.36065573770492
2022-10-13,85.96721311475409
2022-10-14,75.78688524590163
2022-10-15,48.639344262295076
2022-10-16,57.68852459016393
2022-10-17,87.0983606557377
2022-10-18,93.88524590163934
2022-10-19,90.49180327868852
2022-10-20,85.96721311475409
2022-10-21,73.52459016393442
2022-10-22,52.0327868852459
2022-10-23,56.557377049180324
2022-10-24,84.83606557377048
2022-10-25,91.62295081967213
2022-10-26,85.96721311475409
2022-10-27,85.96721311475409
2022-10-28,79.18032786885246
2022-10-29,52.0327868852459
2022-10-30,54.29508196721311
2022-10-31,81.44262295081967
2022-11-01,89.36065573770492
2022-11-02,84.83606557377048
2022-11-03,84.83606557377048
2022-11-04,75.78688524590163
2022-11-05,50.90163934426229
2022-11-06,53.1639344262295
2022-11-07,85.96721311475409
2022-11-08,81.44262295081967
2022-11-09,75.78688524590163
2022-11-10,84.83606557377048
2022-11-11,70.1311475409836
2022-11-12,55.42622950819672
2022-11-13,56.557377049180324
2022-11-14,85.96721311475409
2022-11-15,85.96721311475409
2022-11-16,81.44262295081967
2022-11-17,91.62295081967213
2022-11-18,72.39344262295081
2022-11-19,52.0327868852459
2022-11-20,54.29508196721311
2022-11-21,74.65573770491802
2022-11-22,67.8688524590164
2022-11-23,63.34426229508196
2022-11-24,75.78688524590163
2022-11-25,47.50819672131147
2022-11-26,42.983606557377044
2022-11-27,52.0327868852459
2022-11-28,79.18032786885246
2022-11-29,84.83606557377048
2022-11-30,84.83606557377048
2022-12-01,87.0983606557377
2022-12-02,78.04918032786885
2022-12-03,54.29508196721311
2022-12-04,52.0327868852459
2022-12-05,84.83606557377048
2022-12-06,85.96721311475409
2022-12-07,83.70491803278688
2022-12-08,88.22950819672131
2022-12-09,80.31147540983606
2022-12-10,46.377049180327866
2022-12-11,48.639344262295076
2022-12-12,79.18032786885246
2022-12-13,73.52459016393442
2022-12-14,74.65573770491802
2022-12-15,69.0
2022-12-16,62.213114754098356
2022-12-17,35.0655737704918
2022-12-18,32.803278688524586
2022-12-19,50.90163934426229
2022-12-20,50.90163934426229
2022-12-21,42.983606557377044
2022-12-22,44.114754098360656
2022-12-23,31.67213114754098
2022-12-24,23.754098360655735
2022-12-25,21.491803278688522
2022-12-26,27.147540983606554
2022-12-27,33.9344262295082
2022-12-28,46.377049180327866
2022-12-29,46.377049180327866
2022-12-30,39.59016393442623
2022-12-31,27.147540983606554
2023-01-01,29.409836065573767
2023-01-02,39.59016393442623
2023-01-03,46.377049180327866
2023-01-04,59.950819672131146
2023-01-05,64.47540983606557
2023-01-06,66.73770491803278
2023-01-07,39.59016393442623
2023-01-08,37.32786885245901
2023-01-09,63.34426229508196
2023-01-10,67.8688524590164
2023-01-11,73.52459016393442
2023-01-12,72.39344262295081
2023-01-13,62.213114754098356
2023-01-14,39.59016393442623
2023-01-15,39.59016393442623
2023-01-16,48.639344262295076
2023-01-17,71.26229508196721
2023-01-18,75.78688524590163
2023-01-19,76.91803278688523
2023-01-20,75.78688524590163
2023-01-21,48.639344262295076
2023-01-22,49.77049180327869
2023-01-23,74.65573770491802
2023-01-24,89.36065573770492
2023-01-25,82.57377049180327
2023-01-26,87.0983606557377
2023-01-27,75.78688524590163
2023-01-28,49.77049180327869
2023-01-29,52.0327868852459
2023-01-30,81.44262295081967
2023-01-31,76.91803278688523
2023-02-01,83.70491803278688
2023-02-02,87.0983606557377
2023-02-03,91.62295081967213
2023-02-04,61.08196721311475
2023-02-05,63.34426229508196
2023-02-06,89.36065573770492
2023-02-07,96.14754098360655
2023-02-08,93.88524590163934
2023-02-09,96.14754098360655
2023-02-10,90.49180327868852
2023-02-11,55.42622950819672
2023-02-12,65.60655737704917
2023-02-13,84.83606557377048
2023-02-14,89.36065573770492
2023-02-15,87.0983606557377
2023-02-16,88.22950819672131
2023-02-17,81.44262295081967
2023-02-18,55.42622950819672
2023-02-19,55.42622950819672
2023-02-20,79.18032786885246
2023-02-21,90.49180327868852
2023-02-22,90.49180327868852
2023-02-23,88.22950819672131
2023-02-24,78.04918032786885
2023-02-25,55.42622950819672
2023-02-26,58.819672131147534
2023-02-27,93.88524590163934
2023-02-28,84.83606557377048
2023-03-01,88.22950819672131
2023-03-02,89.36065573770492
2023-03-03,75.78688524590163
2023-03-04,53.1639344262295
2023-03-05,54.29508196721311
2023-03-06,88.22950819672131
2023-03-07,84.83606557377048
2023-03-08,88.22950819672131
2023-03-09,87.0983606557377
2023-03-10,72.39344262295081
2023-03-11,49.77049180327869
2023-03-12,48.639344262295076
2023-03-13,72.39344262295081
2023-03-14,73.52459016393442
2023-03-15,70.1311475409836
2023-03-16,76.91803278688523
2023-03-17,67.8688524590164
2023-03-18,48.639344262295076
2023-03-19,50.90163934426229
2023-03-20,83.70491803278688
2023-03-21,85.96721311475409
2023-03-22,85.96721311475409
2023-03-23,91.62295081967213
2023-03-24,75.78688524590163
2023-03-25,52.0327868852459
2023-03-26,54.29508196721311
2023-03-27,89.36065573770492
2023-03-28,91.62295081967213
2023-03-29,83.70491803278688
2023-03-30,79.18032786885246
2023-03-31,72.39344262295081
2023-04-01,47.50819672131147
2023-04-02,58.819672131147534
2023-04-03,89.36065573770492
2023-04-04,89.36065573770492
2023-04-05,78.04918032786885
2023-04-06,80.31147540983606
2023-04-07,64.47540983606557
2023-04-08,48.639344262295076
2023-04-09,57.68852459016393
2023-04-10,84.83606557377048
2023-04-11,89.36065573770492
2023-04-12,91.62295081967213
2023-04-13,93.88524590163934
2023-04-14,81.44262295081967
2023-04-15,62.213114754098356
2023-04-16,62.213114754098356
2023-04-17,91.62295081967213
2023-04-18,90.49180327868852
2023-04-19,99.54098360655738
2023-04-20,95.01639344262294
2023-04-21,76.91803278688523
2023-04-22,58.819672131147534
2023-04-23,59.950819672131146
2023-04-24,93.88524590163934
2023-04-25,92.75409836065573
2023-04-26,113.11475409836065
2023-04-27,111.98360655737704
2023-04-28,91.62295081967213
2023-04-29,70.1311475409836
2023-04-30,83.70491803278688
2023-05-01,97.27868852459015
2023-05-02,90.49180327868852
2023-05-03,91.62295081967213
2023-05-04,88.22950819672131
2023-05-05,76.91803278688523
2023-05-06,48.639344262295076
2023-05-07,52.0327868852459
2023-05-08,78.04918032786885
2023-05-09,80.31147540983606
2023-05-10,82.57377049180327
2023-05-11,71.26229508196721
2023-05-12,66.73770491803278
2023-05-13,46.377049180327866
2023-05-14,44.114754098360656
2023-05-15,71.26229508196721
2023-05-16,76.91803278688523
2023-05-17,74.65573770491802
2023-05-18,74.65573770491802
2023-05-19,64.47540983606557
2023-05-20,42.983606557377044
2023-05-21,46.377049180327866
2023-05-22,66.73770491803278
2023-05-23,70.1311475409836
2023-05-24,67.8688524590164
2023-05-25,71.26229508196721
2023-05-26,57.68852459016393
2023-05-27,41.85245901639344
2023-05-28,46.377049180327866
2023-05-29,42.983606557377044
2023-05-30,65.60655737704917
2023-05-31,67.8688524590164
2023-06-01,67.8688524590164
2023-06-02,54.29508196721311
2023-06-03,44.114754098360656
2023-06-04,47.50819672131147
2023-06-05,67.8688524590164
2023-06-06,72.39344262295081
2023-06-07,70.1311475409836
2023-06-08,63.34426229508196
2023-06-09,55.42622950819672
2023-06-10,44.114754098360656
2023-06-11,48.639344262295076
2023-06-12,64.47540983606557
2023-06-13,65.60655737704917
2023-06-14,66.73770491803278
2023-06-15,71.26229508196721
2023-06-16,57.68852459016393
2023-06-17,44.114754098360656
2023-06-18,39.59016393442623
2023-06-19,57.68852459016393
2023-06-20,65.60655737704917
2023-06-21,64.47540983606557
2023-06-22,59.950819672131146
2023-06-23,55.42622950819672
2023-06-24,44.114754098360656
2023-06-25,44.114754098360656
2023-06-26,63.34426229508196
2023-06-27,63.34426229508196
2023-06-28,65.60655737704917
2023-06-29,69.0
2023-06-30,55.42622950819672
2023-07-01,40.721311475409834
2023-07-02,40.721311475409834
2023-07-03,47.50819672131147
2023-07-04,41.85245901639344
2023-07-05,54.29508196721311
2023-07-06,65.60655737704917
2023-07-07,49.77049180327869
2023-07-08,39.59016393442623
2023-07-09,50.90163934426229
2023-07-10,67.8688524590164
2023-07-11,70.1311475409836
2023-07-12,66.73770491803278
2023-07-13,66.73770491803278
2023-07-14,57.68852459016393
2023-07-15,44.114754098360656
2023-07-16,45.24590163934426
2023-07-17,61.08196721311475
2023-07-18,61.08196721311475
2023-07-19,65.60655737704917
2023-07-20,62.213114754098356
2023-07-21,55.42622950819672
2023-07-22,44.114754098360656
2023-07-23,47.50819672131147
2023-07-24,61.08196721311475
2023-07-25,65.60655737704917
2023-07-26,69.0
2023-07-27,57.68852459016393
2023-07-28,54.29508196721311
2023-07-29,39.59016393442623
2023-07-30,48.639344262295076
2023-07-31,58.819672131147534
2023-08-01,67.8688524590164
2023-08-02,62.213114754098356
2023-08-03,59.950819672131146
2023-08-04,57.68852459016393
2023-08-05,42.983606557377044
2023-08-06,47.50819672131147
2023-08-07,59.950819672131146
2023-08-08,67.8688524590164
2023-08-09,69.0
2023-08-10,61.08196721311475
2023-08-11,57.68852459016393
2023-08-12,42.983606557377044
2023-08-13,44.114754098360656
2023-08-14,75.78688524590163
2023-08-15,59.950819672131146
2023-08-16,67.8688524590164
2023-08-17,67.8688524590164
2023-08-18,58.819672131147534
2023-08-19,44.114754098360656
2023-08-20,45.24590163934426
2023-08-21,67.8688524590164
2023-08-22,74.65573770491802
2023-08-23,75.78688524590163
2023-08-24,73.52459016393442
2023-08-25,64.47540983606557
2023-08-26,44.114754098360656
2023-08-27,46.377049180327866
2023-08-28,72.39344262295081
2023-08-29,73.52459016393442
2023-08-30,84.83606557377048
2023-08-31,70.1311475409836
2023-09-01,65.60655737704917
2023-09-02,44.114754098360656
2023-09-03,50.90163934426229
2023-09-04,53.1639344262295
2023-09-05,75.78688524590163
2023-09-06,80.31147540983606
2023-09-07,90.49180327868852
2023-09-08,75.78688524590163
2023-09-09,55.42622950819672
2023-09-10,62.213114754098356
2023-09-11,97.27868852459015
2023-09-12,90.49180327868852
2023-09-13,93.88524590163934
2023-09-14,87.0983606557377
2023-09-15,78.04918032786885
2023-09-16,61.08196721311475
2023-09-17,71.26229508196721
2023-09-18,96.14754098360655
2023-09-19,100.67213114754098
2023-09-20,96.14754098360655
2023-09-21,98.40983606557377
2023-09-22,84.83606557377048
2023-09-23,61.08196721311475
2023-09-24,71.26229508196721
2023-09-25,101.80327868852459
2023-09-26,99.54098360655738
2023-09-27,100.67213114754098
2023-09-28,93.88524590163934
2023-09-29,85.96721311475409
2023-09-30,57.68852459016393
2023-10-01,64.47540983606557
2023-10-02,98.40983606557377
2023-10-03,95.01639344262294
2023-10-04,93.88524590163934
2023-10-05,95.01639344262294
2023-10-06,81.44262295081967
2023-10-07,55.42622950819672
2023-10-08,57.68852459016393
2023-10-09,92.75409836065573
2023-10-10,89.36065573770492
2023-10-11,93.88524590163934
2023-10-12,89.36065573770492
2023-10-13,74.65573770491802
2023-10-14,53.1639344262295
2023-10-15,64.47540983606557
2023-10-16,91.62295081967213
2023-10-17,87.0983606557377
2023-10-18,97.27868852459015
2023-10-19,96.14754098360655
2023-10-20,78.04918032786885
2023-10-21,55.42622950819672
2023-10-22,58.819672131147534
2023-10-23,96.14754098360655
2023-10-24,96.14754098360655
2023-10-25,96.14754098360655
2023-10-26,93.88524590163934
2023-10-27,81.44262295081967
2023-10-28,46.377049180327866
2023-10-29,57.68852459016393
2023-10-30,91.62295081967213
2023-10-31,93.88524590163934
2023-11-01,91.62295081967213
2023-11-02,90.49180327868852
2023-11-03,80.31147540983606
2023-11-04,54.29508196721311
2023-11-05,58.819672131147534
2023-11-06,98.40983606557377
2023-11-07,101.80327868852459
2023-11-08,93.88524590163934
2023-11-09,92.75409836065573
2023-11-10,81.44262295081967
2023-11-11,52.0327868852459
2023-11-12,58.819672131147534
2023-11-13,97.27868852459015
2023-11-14,93.88524590163934
2023-11-15,92.75409836065573
2023-11-16,97.27868852459015
2023-11-17,78.04918032786885
2023-11-18,50.90163934426229
2023-11-19,54.29508196721311
2023-11-20,82.57377049180327
2023-11-21,74.65573770491802
2023-11-22,58.819672131147534
2023-11-23,40.721311475409834
2023-11-24,39.59016393442623
2023-11-25,45.24590163934426
2023-11-26,57.68852459016393
2023-11-27,88.22950819672131
2023-11-28,93.88524590163934
2023-11-29,98.40983606557377
2023-11-30,89.36065573770492
2023-12-01,79.18032786885246
2023-12-02,57.68852459016393
2023-12-03,59.950819672131146
2023-12-04,95.01639344262294
2023-12-05,95.01639344262294
2023-12-06,91.62295081967213
2023-12-07,90.49180327868852
2023-12-08,84.83606557377048
2023-12-09,48.639344262295076
2023-12-10,53.1639344262295
2023-12-11,83.70491803278688
2023-12-12,84.83606557377048
2023-12-13,75.78688524590163
2023-12-14,80.31147540983606
2023-12-15,62.213114754098356
2023-12-16,41.85245901639344
2023-12-17,38.45901639344262
2023-12-18,55.42622950819672
2023-12-19,56.557377049180324
2023-12-20,55.42622950819672
2023-12-21,50.90163934426229
2023-12-22,42.00670640834575
2023-12-23,26.94187779433681
2023-12-24,26.94187779433681
2023-12-25,19.383755588673623
2023-12-26,35.01415797317436
2023-12-27,46.32563338301043
2023-12-28,37.17362146050671
2023-12-29,38.253353204172875
2023-12-30,28.535767511177347
2023-12-31,26.37630402384501
2024-01-01,29.615499254843513
2024-01-02,50.07898658718331
2024-01-03,55.99180327868852
2024-01-04,58.71684053651266
2024-01-05,56.55737704918033
2024-01-06,35.528315946348734
2024-01-07,33.9344262295082
2024-01-08,63.54992548435171
2024-01-09,68.94858420268255
2024-01-10,74.86140089418777
2024-01-11,74.86140089418777
2024-01-12,67.8688524590164
2024-01-13,48.48509687034277
2024-01-14,45.24590163934426
2024-01-15,50.64456035767511
2024-01-16,68.94858420268255
2024-01-17,85.09314456035767
2024-01-18,84.0134128166915
2024-01-19,72.70193740685544
2024-01-20,50.38748137108793
2024-01-21,54.500745156482864
2024-01-22,83.2935916542474
2024-01-23,83.2935916542474
2024-01-24,88.43517138599105
2024-01-25,91.52011922503726
2024-01-26,81.23695976154993
2024-01-27,59.642324888226526
2024-01-28,60.67064083457526
2024-01-29,89.4634873323398
2024-01-30,91.52011922503726
2024-01-31,95.6333830104322
2024-02-01,87.40685543964233
2024-02-02,84.32190760059612
2024-02-03,57.58569299552906
2024-02-04,61.69895678092399
2024-02-05,96.66169895678092
2024-02-06,96.66169895678092
2024-02-07,97.69001490312966
2024-02-08,94.60506706408346
2024-02-09,84.32190760059612
2024-02-10,62.72727272727273
2024-02-11,60.67064083457526
2024-02-12,85.35022354694486
2024-02-13,100.77496274217586
2024-02-14,90.49180327868852
2024-02-15,91.52011922503726
2024-02-16,85.35022354694486
2024-02-17,57.58569299552906
2024-02-18,65.81222056631893
2024-02-19,88.43517138599105
2024-02-20,96.66169895678092
2024-02-21,98.71833084947839
2024-02-22,96.66169895678092
2024-02-23,81.23695976154993
2024-02-24,58.61400894187779
2024-02-25,62.72727272727273
2024-02-26,101.80327868852459
2024-02-27,99.74664679582712
2024-02-28,98.71833084947839
2024-02-29,87.40685543964233
2024-03-01,86.37853949329359
2024-03-02,58.61400894187779
2024-03-03,64.7839046199702
2024-03-04,92.54843517138599
2024-03-05,95.6333830104322
2024-03-06,93.57675111773473
2024-03-07,86.37853949329359
2024-03-08,79.18032786885246
2024-03-09,54.500745156482864
2024-03-10,58.61400894187779
2024-03-11,85.35022354694486
2024-03-12,83.2935916542474
2024-03-13,82.26527570789867
2024-03-14,82.26527570789867
2024-03-15,70.95380029806259
2024-03-16,53.47242921013413
2024-03-17,55.5290611028316
2024-03-18,88.43517138599105
2024-03-19,91.52011922503726
2024-03-20,90.49180327868852
2024-03-21,89.4634873323398
2024-03-22,77.12369597615499
2024-03-23,58.61400894187779
2024-03-24,63.75558867362146
2024-03-25,91.52011922503726
2024-03-26,84.32190760059612
2024-03-27,85.35022354694486
2024-03-28,83.2935916542474
2024-03-29,60.67064083457526
2024-03-30,52.4441132637854
2024-03-31,51.41579731743666
2024-04-01,84.32190760059612
2024-04-02,89.4634873323398
2024-04-03,89.4634873323398
2024-04-04,93.57675111773473
2024-04-05,77.12369597615499
2024-04-06,57.58569299552906
2024-04-07,60.67064083457526
2024-04-08,82.26527570789867
2024-04-09,91.52011922503726
2024-04-10,95.6333830104322
2024-04-11,88.43517138599105
2024-04-12,86.37853949329359
2024-04-13,51.41579731743666
2024-04-14,67.8688524590164
2024-04-15,99.74664679582712
2024-04-16,95.6333830104322
2024-04-17,95.6333830104322
2024-04-18,91.52011922503726
2024-04-19,86.37853949329359
2024-04-20,62.72727272727273
2024-04-21,61.69895678092399
2024-04-22,101.80327868852459
2024-04-23,102.83159463487333
2024-04-24,100.77496274217586
2024-04-25,89.4634873323398
2024-04-26,81.23695976154993
2024-04-27,56.55737704918033
2024-04-28,63.75558867362146
2024-04-29,96.66169895678092
2024-04-30,98.71833084947839
2024-05-01,89.4634873323398
2024-05-02,85.35022354694486
2024-05-03,77.12369597615499
2024-05-04,50.38748137108793
2024-05-05,52.4441132637854
2024-05-06,87.40685543964233
2024-05-07,80.2086438152012
2024-05-08,81.23695976154993
2024-05-09,85.35022354694486
2024-05-10,67.8688524590164
2024-05-11,45.24590163934426
2024-05-12,45.24590163934426
2024-05-13,74.0387481371088
2024-05-14,82.26527570789867
2024-05-15,77.12369597615499
2024-05-16,71.98211624441133
2024-05-17,63.75558867362146
2024-05-18,42.16095380029806
2024-05-19,44.21758569299553
2024-05-20,76.09538002980626
2024-05-21,69.92548435171386
2024-05-22,74.0387481371088
2024-05-23,75.06706408345752
2024-05-24,58.61400894187779
2024-05-25,40.1043219076006
2024-05-26,42.16095380029806
2024-05-27,52.4441132637854
2024-05-28,74.0387481371088
2024-05-29,79.18032786885246
2024-05-30,75.06706408345752
2024-05-31,65.81222056631893
2024-06-01,43.189269746646794
2024-06-02,48.33084947839046
2024-06-03,67.8688524590164
2024-06-04,76.09538002980626
2024-06-05,76.09538002980626
2024-06-06,73.01043219076006
2024-06-07,55.5290611028316
2024-06-08,51.41579731743666
2024-06-09,50.38748137108793
2024-06-10,71.98211624441133
2024-06-11,81.23695976154993
2024-06-12,75.06706408345752
2024-06-13,63.75558867362146
2024-06-14,59.642324888226526
2024-06-15,46.274217585692995
2024-06-16,49.359165424739196
2024-06-17,74.0387481371088
2024-06-18,78.15201192250373
2024-06-19,60.67064083457526
2024-06-20,62.72727272727273
2024-06-21,58.61400894187779
2024-06-22,47.30253353204173
2024-06-23,55.5290611028316
2024-06-24,63.75558867362146
2024-06-25,81.23695976154993
2024-06-26,68.89716840536512
2024-06-27,69.92548435171386
2024-06-28,55.5290611028316
2024-06-29,46.274217585692995
2024-06-30,49.359165424739196
2024-07-01,59.642324888226526
2024-07-02,69.92548435171386
2024-07-03,54.500745156482864
2024-07-04,47.30253353204173
2024-07-05,48.33084947839046
2024-07-06,47.30253353204173
2024-07-07,46.274217585692995
2024-07-08,63.75558867362146
2024-07-09,68.89716840536512
2024-07-10,70.95380029806259
2024-07-11,73.01043219076006
2024-07-12,60.67064083457526
2024-07-13,45.24590163934426
2024-07-14,59.642324888226526
2024-07-15,79.18032786885246
2024-07-16,75.06706408345752
2024-07-17,77.12369597615499
2024-07-18,70.95380029806259
2024-07-19,63.75558867362146
2024-07-20,49.359165424739196
2024-07-21,51.41579731743666
2024-07-22,73.01043219076006
2024-07-23,75.06706408345752
2024-07-24,70.95380029806259
2024-07-25,62.72727272727273
2024-07-26,59.642324888226526
2024-07-27,43.189269746646794
2024-07-28,48.33084947839046
2024-07-29,62.72727272727273
2024-07-30,67.8688524590164
2024-07-31,64.7839046199702
2024-08-01,61.69895678092399
2024-08-02,56.55737704918033
2024-08-03,43.189269746646794
2024-08-04,45.24590163934426
2024-08-05,66.84053651266765
2024-08-06,68.89716840536512
2024-08-07,64.7839046199702
2024-08-08,67.8688524590164
2024-08-09,59.642324888226526
2024-08-10,46.274217585692995
2024-08-11,46.274217585692995
2024-08-12,67.8688524590164
2024-08-13,82.26527570789867
2024-08-14,75.06706408345752
2024-08-15,63.75558867362146
2024-08-16,60.67064083457526
2024-08-17,43.189269746646794
2024-08-18,46.18007598497093
2024-08-19,66.64501164962952
2024-08-20,72.94525723641402
2024-08-21,76.09538002980626
2024-08-22,76.60953800298063
2024-08-23,65.59497071849879
2024-08-24,45.13003505384018
2024-08-25,51.43028064062467
2024-08-26,82.39562561659076
2024-08-27,80.29554375432926
2024-08-28,85.545748409983
2024-08-29,78.19546189206777
2024-08-30,71.89521630528327
2024-08-31,44.07999412270944
2024-09-01,54.58040343401692
2024-09-02,54.58040343401692
2024-09-03,82.39562561659076
2024-09-04,86.59578934111374
2024-09-05,89.745912134506
2024-09-06,79.75966079637288
2024-09-07,57.73052622740917
2024-09-08,62.98073088306291
2024-09-09,94.46023383220336
2024-09-10,92.36015196994185
2024-09-11,93.4101929010726
2024-09-12,89.745912134506
2024-09-13,88.15998824541887
2024-09-14,55.63044436514767
2024-09-15,66.64501164962952
2024-09-16,103.96129384353814
2024-09-17,105.03305975945091
2024-09-18,100.74599609579985
2024-09-19,97.53069834806156
2024-09-20,83.59774144119562
2024-09-21,65.37772087067863
2024-09-22,66.4494867865914
2024-09-23,101.81776201171262
2024-09-24,97.53069834806156
