Time,jurassic_world
2022-06-24,19.0
2022-06-25,27.0
2022-06-26,30.0
2022-06-27,18.0
2022-06-28,14.0
2022-06-29,14.0
2022-06-30,12.0
2022-07-01,13.0
2022-07-02,19.0
2022-07-03,21.0
2022-07-04,18.0
2022-07-05,12.0
2022-07-06,12.0
2022-07-07,12.0
2022-07-08,14.0
2022-07-09,17.0
2022-07-10,17.0
2022-07-11,11.0
2022-07-12,10.0
2022-07-13,9.0
2022-07-14,10.0
2022-07-15,14.0
2022-07-16,22.0
2022-07-17,23.0
2022-07-18,13.0
2022-07-19,11.0
2022-07-20,9.0
2022-07-21,10.0
2022-07-22,11.0
2022-07-23,14.0
2022-07-24,17.0
2022-07-25,10.0
2022-07-26,9.0
2022-07-27,8.0
2022-07-28,7.0
2022-07-29,8.0
2022-07-30,11.0
2022-07-31,12.0
2022-08-01,8.0
2022-08-02,7.0
2022-08-03,6.0
2022-08-04,6.0
2022-08-05,7.0
2022-08-06,9.0
2022-08-07,9.0
2022-08-08,6.0
2022-08-09,6.0
2022-08-10,5.0
2022-08-11,5.0
2022-08-12,5.0
2022-08-13,8.0
2022-08-14,8.0
2022-08-15,6.0
2022-08-16,8.0
2022-08-17,7.0
2022-08-18,7.0
2022-08-19,7.0
2022-08-20,11.0
2022-08-21,11.0
2022-08-22,6.0
2022-08-23,5.0
2022-08-24,5.0
2022-08-25,5.0
2022-08-26,5.0
2022-08-27,8.0
2022-08-28,9.0
2022-08-29,5.070888468809073
2022-08-30,4.844045368620038
2022-08-31,4.7684310018903595
2022-09-01,4.19281663516068
2022-09-02,8.007561436672969
2022-09-03,15.061436672967865
2022-09-04,14.985822306238186
2022-09-05,12.049149338374292
2022-09-06,7.7807183364839325
2022-09-07,5.222117202268431
2022-09-08,4.844045368620038
2022-09-09,4.9196597353497165
2022-09-10,7.205103969754253
2022-09-11,7.9319470699432895
2022-09-12,4.2684310018903595
2022-09-13,3.8903591682419663
2022-09-14,3.9659735349716447
2022-09-15,3.9659735349716447
2022-09-16,3.9659735349716447
2022-09-17,6.024574669187146
2022-09-18,8.083175803402646
2022-09-19,4.844045368620038
2022-09-20,3.0879017013232515
2022-09-21,3.0879017013232515
2022-09-22,3.16351606805293
2022-09-23,3.16351606805293
2022-09-24,5.948960302457467
2022-09-25,5.948960302457467
2022-09-26,3.9659735349716447
2022-09-27,3.012287334593573
2022-09-28,2.873345935727788
2022-09-29,2.873345935727788
2022-09-30,3.0245746691871456
2022-10-01,4.385633270321361
2022-10-02,4.839319470699433
2022-10-03,2.7221172022684312
2022-10-04,2.570888468809074
2022-10-05,2.7221172022684312
2022-10-06,2.7221172022684312
2022-10-07,2.873345935727788
2022-10-08,4.385633270321361
2022-10-09,4.99054820415879
2022-10-10,3.175803402646503
2022-10-11,2.7221172022684312
2022-10-12,2.7221172022684312
2022-10-13,2.7221172022684312
2022-10-14,3.0245746691871456
2022-10-15,3.6294896030245747
2022-10-16,3.780718336483932
2022-10-17,2.873345935727788
2022-10-18,2.570888468809074
2022-10-19,2.873345935727788
2022-10-20,2.570888468809074
2022-10-21,3.0245746691871456
2022-10-22,3.780718336483932
2022-10-23,4.234404536862003
2022-10-24,2.570888468809074
2022-10-25,2.570888468809074
2022-10-26,2.7221172022684312
2022-10-27,2.7221172022684312
2022-10-28,2.7221172022684312
2022-10-29,3.6294896030245747
2022-10-30,4.234404536862003
2022-10-31,3.9319470699432895
2022-11-01,3.4782608695652173
2022-11-02,2.7221172022684312
2022-11-03,2.7221172022684312
2022-11-04,3.175803402646503
2022-11-05,4.385633270321361
2022-11-06,4.536862003780718
2022-11-07,2.873345935727788
2022-11-08,2.570888468809074
2022-11-09,2.4196597353497165
2022-11-10,2.570888468809074
2022-11-11,3.0245746691871456
2022-11-12,4.234404536862003
2022-11-13,4.536862003780718
2022-11-14,2.7221172022684312
2022-11-15,2.570888468809074
2022-11-16,2.570888468809074
2022-11-17,2.7221172022684312
2022-11-18,2.873345935727788
2022-11-19,3.9319470699432895
2022-11-20,4.234404536862003
2022-11-21,3.780718336483932
2022-11-22,2.7221172022684312
2022-11-23,3.175803402646503
2022-11-24,4.385633270321361
2022-11-25,4.688090737240076
2022-11-26,4.536862003780718
2022-11-27,4.688090737240076
2022-11-28,3.175803402646503
2022-11-29,2.873345935727788
2022-11-30,2.570888468809074
2022-12-01,2.7221172022684312
2022-12-02,3.9319470699432895
2022-12-03,3.780718336483932
2022-12-04,3.9319470699432895
2022-12-05,2.7221172022684312
2022-12-06,2.570888468809074
2022-12-07,2.7221172022684312
2022-12-08,2.873345935727788
2022-12-09,2.873345935727788
2022-12-10,4.083175803402646
2022-12-11,5.141776937618148
2022-12-12,3.0245746691871456
2022-12-13,2.7221172022684312
2022-12-14,3.0245746691871456
2022-12-15,2.7221172022684312
2022-12-16,2.873345935727788
2022-12-17,3.9319470699432895
2022-12-18,3.6294896030245747
2022-12-19,2.873345935727788
2022-12-20,2.7221172022684312
2022-12-21,3.0245746691871456
2022-12-22,2.873345935727788
2022-12-23,3.175803402646503
2022-12-24,3.4782608695652173
2022-12-25,4.385633270321361
2022-12-26,4.536862003780718
2022-12-27,4.234404536862003
2022-12-28,3.780718336483932
2022-12-29,3.9319470699432895
2022-12-30,3.6294896030245747
2022-12-31,3.9319470699432895
2023-01-01,4.688090737240076
2023-01-02,4.385633270321361
2023-01-03,3.32703213610586
2023-01-04,2.873345935727788
2023-01-05,3.6294896030245747
2023-01-06,4.385633270321361
2023-01-07,9.829867674858223
2023-01-08,11.190926275992439
2023-01-09,5.595463137996219
2023-01-10,4.385633270321361
2023-01-11,4.083175803402646
2023-01-12,3.32703213610586
2023-01-13,3.780718336483932
2023-01-14,7.107750472589792
2023-01-15,7.863894139886579
2023-01-16,5.141776937618148
2023-01-17,3.32703213610586
2023-01-18,3.0245746691871456
2023-01-19,2.7221172022684312
2023-01-20,2.873345935727788
2023-01-21,4.536862003780718
2023-01-22,5.141776937618148
2023-01-23,3.780718336483932
2023-01-24,2.7221172022684312
2023-01-25,2.7221172022684312
2023-01-26,2.873345935727788
2023-01-27,2.570888468809074
2023-01-28,4.234404536862003
2023-01-29,4.536862003780718
2023-01-30,3.175803402646503
2023-01-31,2.7221172022684312
2023-02-01,2.570888468809074
2023-02-02,2.570888468809074
2023-02-03,2.570888468809074
2023-02-04,3.4782608695652173
2023-02-05,3.780718336483932
2023-02-06,2.4196597353497165
2023-02-07,2.1172022684310017
2023-02-08,2.1172022684310017
2023-02-09,1.9659735349716447
2023-02-10,2.1172022684310017
2023-02-11,3.9319470699432895
2023-02-12,3.32703213610586
2023-02-13,1.9659735349716447
2023-02-14,2.4196597353497165
2023-02-15,2.1172022684310017
2023-02-16,1.9659735349716447
2023-02-17,2.4196597353497165
2023-02-18,3.175803402646503
2023-02-19,4.083175803402646
2023-02-20,3.0245746691871456
2023-02-21,2.1172022684310017
2023-02-22,2.1172022684310017
2023-02-23,2.1172022684310017
2023-02-24,2.268431001890359
2023-02-25,3.32703213610586
2023-02-26,3.4782608695652173
2023-02-27,2.1172022684310017
2023-02-28,2.1172022684310017
2023-03-01,1.9659735349716447
2023-03-02,1.9659735349716447
2023-03-03,2.1172022684310017
2023-03-04,3.4782608695652173
2023-03-05,4.385633270321361
2023-03-06,3.0245746691871456
2023-03-07,2.268431001890359
2023-03-08,2.268431001890359
2023-03-09,2.268431001890359
2023-03-10,2.1172022684310017
2023-03-11,3.175803402646503
2023-03-12,3.32703213610586
2023-03-13,2.1172022684310017
2023-03-14,2.1172022684310017
2023-03-15,2.268431001890359
2023-03-16,3.175803402646503
2023-03-17,2.1172022684310017
2023-03-18,3.32703213610586
2023-03-19,3.780718336483932
2023-03-20,2.1172022684310017
2023-03-21,1.9659735349716447
2023-03-22,1.9659735349716447
2023-03-23,2.1172022684310017
2023-03-24,2.268431001890359
2023-03-25,3.780718336483932
2023-03-26,5.141776937618148
2023-03-27,2.268431001890359
2023-03-28,2.1172022684310017
2023-03-29,1.9659735349716447
2023-03-30,1.9659735349716447
2023-03-31,2.1172022684310017
2023-04-01,2.873345935727788
2023-04-02,3.0245746691871456
2023-04-03,2.1172022684310017
2023-04-04,1.9659735349716447
2023-04-05,1.9659735349716447
2023-04-06,1.9659735349716447
2023-04-07,2.7221172022684312
2023-04-08,3.780718336483932
2023-04-09,3.780718336483932
2023-04-10,3.175803402646503
2023-04-11,2.1172022684310017
2023-04-12,2.1172022684310017
2023-04-13,1.9659735349716447
2023-04-14,2.7221172022684312
2023-04-15,2.7221172022684312
2023-04-16,3.175803402646503
2023-04-17,2.1172022684310017
2023-04-18,1.8147448015122873
2023-04-19,1.66351606805293
2023-04-20,1.8147448015122873
2023-04-21,2.268431001890359
2023-04-22,2.570888468809074
2023-04-23,3.32703213610586
2023-04-24,2.4196597353497165
2023-04-25,1.8147448015122873
2023-04-26,1.6544423440453686
2023-04-27,1.6544423440453686
2023-04-28,1.8510396975425332
2023-04-29,2.4196597353497165
2023-04-30,2.6676748582230623
2023-05-01,1.6786389413988658
2023-05-02,1.826843100189036
2023-05-03,1.5304347826086957
2023-05-04,1.4820415879017013
2023-05-05,1.6786389413988658
2023-05-06,2.4196597353497165
2023-05-07,2.5436672967863894
2023-05-08,1.8026465028355387
2023-05-09,1.554631379962193
2023-05-10,1.6786389413988658
2023-05-11,1.9992438563327033
2023-05-12,1.7784499054820415
2023-05-13,2.2714555765595463
2023-05-14,2.4438563327032137
2023-05-15,2.4196597353497165
2023-05-16,1.6786389413988658
2023-05-17,1.8026465028355387
2023-05-18,1.826843100189036
2023-05-19,1.6544423440453686
2023-05-20,2.4196597353497165
2023-05-21,2.4196597353497165
2023-05-22,1.8026465028355387
2023-05-23,1.8026465028355387
2023-05-24,1.6786389413988658
2023-05-25,1.8026465028355387
2023-05-26,1.7905482041587903
2023-05-27,2.6132325141776938
2023-05-28,3.4359168241965974
2023-05-29,3.0003780718336484
2023-05-30,1.9841209829867676
2023-05-31,2.2744801512287336
2023-06-01,2.1776937618147447
2023-06-02,2.1293005671077507
2023-06-03,2.806805293005671
2023-06-04,2.90359168241966
2023-06-05,2.1293005671077507
2023-06-06,2.2744801512287336
2023-06-07,2.806805293005671
2023-06-08,3.0971644612476372
2023-06-09,2.8551984877126655
2023-06-10,3.2907372400756145
2023-06-11,3.677882797731569
2023-06-12,2.90359168241966
2023-06-13,2.5648393194706998
2023-06-14,2.7100189035916826
2023-06-15,2.6132325141776938
2023-06-16,2.3712665406427225
2023-06-17,3.048771266540643
2023-06-18,4.210207939508507
2023-06-19,3.3875236294896034
2023-06-20,2.7100189035916826
2023-06-21,2.322873345935728
2023-06-22,2.2744801512287336
2023-06-23,2.9519848771266544
2023-06-24,3.193950850661626
2023-06-25,3.5327032136105863
2023-06-26,3.1455576559546317
2023-06-27,2.322873345935728
2023-06-28,2.322873345935728
2023-06-29,2.226086956521739
2023-06-30,2.226086956521739
2023-07-01,2.90359168241966
2023-07-02,3.484310018903592
2023-07-03,3.0971644612476372
2023-07-04,3.3875236294896034
2023-07-05,2.5648393194706998
2023-07-06,2.661625708884688
2023-07-07,2.90359168241966
2023-07-08,3.8714555765595464
2023-07-09,4.839319470699433
2023-07-10,3.5327032136105863
2023-07-11,2.6132325141776938
2023-07-12,2.3712665406427225
2023-07-13,2.4196597353497165
2023-07-14,2.5648393194706998
2023-07-15,3.048771266540643
2023-07-16,3.9682419659735353
2023-07-17,2.9519848771266544
2023-07-18,2.3712665406427225
2023-07-19,2.5164461247637053
2023-07-20,2.468052930056711
2023-07-21,2.5164461247637053
2023-07-22,3.5810964083175807
2023-07-23,3.5327032136105863
2023-07-24,2.468052930056711
2023-07-25,2.3712665406427225
2023-07-26,2.1776937618147447
2023-07-27,2.1776937618147447
2023-07-28,2.4196597353497165
2023-07-29,3.193950850661626
2023-07-30,2.8551984877126655
2023-07-31,2.3712665406427225
2023-08-01,2.1293005671077507
2023-08-02,2.1293005671077507
2023-08-03,2.2744801512287336
2023-08-04,2.3712665406427225
2023-08-05,2.8551984877126655
2023-08-06,3.4359168241965974
2023-08-07,3.5810964083175807
2023-08-08,2.468052930056711
2023-08-09,2.2744801512287336
2023-08-10,2.1293005671077507
2023-08-11,2.468052930056711
2023-08-12,2.661625708884688
2023-08-13,3.339130434782609
2023-08-14,2.9519848771266544
2023-08-15,2.0809073724007563
2023-08-16,1.9841209829867676
2023-08-17,1.9841209829867676
2023-08-18,2.226086956521739
2023-08-19,2.758412098298677
2023-08-20,3.1455576559546317
2023-08-21,2.2744801512287336
2023-08-22,1.887334593572779
2023-08-23,1.7905482041587903
2023-08-24,1.742155009451796
2023-08-25,1.8389413988657846
2023-08-26,3.4359168241965974
2023-08-27,3.7262759924385636
2023-08-28,2.5164461247637053
2023-08-29,1.887334593572779
2023-08-30,1.8389413988657846
2023-08-31,1.742155009451796
2023-09-01,1.8389413988657846
2023-09-02,3.193950850661626
2023-09-03,3.0971644612476372
2023-09-04,2.90359168241966
2023-09-05,2.1293005671077507
2023-09-06,1.6453686200378073
2023-09-07,1.887334593572779
2023-09-08,1.5485822306238186
2023-09-09,2.0809073724007563
2023-09-10,2.661625708884688
2023-09-11,2.226086956521739
2023-09-12,1.5485822306238186
2023-09-13,1.6453686200378073
2023-09-14,1.596975425330813
2023-09-15,1.6937618147448017
2023-09-16,2.032514177693762
2023-09-17,2.1776937618147447
2023-09-18,1.6453686200378073
2023-09-19,1.3550094517958413
2023-09-20,1.5001890359168242
2023-09-21,1.5485822306238186
2023-09-22,1.5485822306238186
2023-09-23,1.9841209829867676
2023-09-24,2.1776937618147447
2023-09-25,1.5001890359168242
2023-09-26,1.45179584120983
2023-09-27,1.4034026465028355
2023-09-28,1.5485822306238186
2023-09-29,1.3550094517958413
2023-09-30,1.9841209829867676
2023-10-01,2.032514177693762
2023-10-02,1.45179584120983
2023-10-03,1.5001890359168242
2023-10-04,1.4034026465028355
2023-10-05,1.3550094517958413
2023-10-06,1.5001890359168242
2023-10-07,1.8389413988657846
2023-10-08,1.742155009451796
2023-10-09,1.5001890359168242
2023-10-10,1.5485822306238186
2023-10-11,1.3550094517958413
2023-10-12,1.5001890359168242
2023-10-13,1.8389413988657846
2023-10-14,1.742155009451796
2023-10-15,1.9357277882797732
2023-10-16,1.3550094517958413
2023-10-17,1.2098298676748582
2023-10-18,1.5001890359168242
2023-10-19,1.4034026465028355
2023-10-20,1.6937618147448017
2023-10-21,1.7905482041587903
2023-10-22,1.9841209829867676
2023-10-23,1.45179584120983
2023-10-24,1.3066162570888469
2023-10-25,1.5485822306238186
2023-10-26,1.5485822306238186
2023-10-27,1.45179584120983
2023-10-28,1.887334593572779
2023-10-29,1.7905482041587903
2023-10-30,1.4034026465028355
2023-10-31,1.3066162570888469
2023-11-01,1.3550094517958413
2023-11-02,1.45179584120983
2023-11-03,1.6937618147448017
2023-11-04,2.322873345935728
2023-11-05,2.1776937618147447
2023-11-06,1.887334593572779
2023-11-07,1.5485822306238186
2023-11-08,1.45179584120983
2023-11-09,1.6453686200378073
2023-11-10,1.9841209829867676
2023-11-11,2.0809073724007563
2023-11-12,2.6132325141776938
2023-11-13,1.6937618147448017
2023-11-14,1.5001890359168242
2023-11-15,1.5485822306238186
2023-11-16,1.45179584120983
2023-11-17,1.6453686200378073
2023-11-18,2.0809073724007563
2023-11-19,2.1293005671077507
2023-11-20,1.6937618147448017
2023-11-21,1.6453686200378073
2023-11-22,1.8389413988657846
2023-11-23,2.5164461247637053
2023-11-24,2.322873345935728
2023-11-25,2.661625708884688
2023-11-26,2.468052930056711
2023-11-27,1.887334593572779
2023-11-28,1.887334593572779
2023-11-29,1.6937618147448017
2023-11-30,1.596975425330813
2023-12-01,1.742155009451796
2023-12-02,2.1293005671077507
2023-12-03,2.6132325141776938
2023-12-04,2.0809073724007563
2023-12-05,1.7905482041587903
2023-12-06,1.5485822306238186
2023-12-07,1.887334593572779
2023-12-08,1.7905482041587903
2023-12-09,2.758412098298677
2023-12-10,3.1455576559546317
2023-12-11,1.887334593572779
2023-12-12,1.7905482041587903
2023-12-13,1.6937618147448017
2023-12-14,1.9841209829867676
2023-12-15,1.8389413988657846
2023-12-16,2.5164461247637053
2023-12-17,2.4196597353497165
2023-12-18,1.9841209829867676
2023-12-19,1.887334593572779
2023-12-20,2.0809073724007563
2023-12-21,1.887334593572779
2023-12-22,2.1406176492905384
2023-12-23,2.463703454441684
2023-12-24,2.2197527687328655
2023-12-25,2.841727781681661
2023-12-26,2.6834575427970058
2023-12-27,2.518641976530515
2023-12-28,2.384568334999357
2023-12-29,2.518641976530515
2023-12-30,2.6285190207081754
2023-12-31,2.707654140150503
2024-01-01,3.006543347948152
2024-01-02,2.518641976530515
2024-01-03,2.164814246644035
2024-01-04,1.975802083024047
2024-01-05,2.329629812910526
2024-01-06,3.116420392125813
2024-01-07,3.384567675188129
2024-01-08,2.329629812910526
2024-01-09,2.2197527687328655
2024-01-10,2.1406176492905384
2024-01-11,2.0307406051128774
2024-01-12,2.2197527687328655
2024-01-13,2.841727781681661
2024-01-14,3.3296291530992983
2024-01-15,3.116420392125813
2024-01-16,2.0307406051128774
2024-01-17,2.0856791272017077
2024-01-18,2.0307406051128774
2024-01-19,2.2197527687328655
2024-01-20,2.872469706416994
2024-01-21,2.76677322617999
2024-01-22,2.090450882002659
2024-01-23,2.3363862798853248
2024-01-24,2.090450882002659
2024-01-25,1.9674831830613262
2024-01-26,2.5823216777679905
2024-01-27,2.9512247745919895
2024-01-28,2.9512247745919895
2024-01-29,1.8445154841199933
2024-01-30,1.8445154841199933
2024-01-31,1.660063935707994
2024-02-01,1.5985800862373276
2024-02-02,1.5985800862373276
2024-02-03,2.3978701293559914
2024-02-04,2.7052893767093233
2024-02-05,1.7215477851786605
2024-02-06,2.5208378282973243
2024-02-07,1.9059993335906598
2024-02-08,1.783031634649327
2024-02-09,2.028967032531993
2024-02-10,2.889740925121323
2024-02-11,2.889740925121323
2024-02-12,1.8445154841199933
2024-02-13,1.5985800862373276
2024-02-14,1.414128537825328
2024-02-15,1.5985800862373276
2024-02-16,1.9059993335906598
2024-02-17,2.3978701293559914
2024-02-18,2.76677322617999
2024-02-19,2.3363862798853248
2024-02-20,1.783031634649327
2024-02-21,1.8445154841199933
2024-02-22,1.5985800862373276
2024-02-23,1.7215477851786605
2024-02-24,2.643805527238657
2024-02-25,2.7052893767093233
2024-02-26,1.783031634649327
2024-02-27,1.5985800862373276
2024-02-28,1.5370962367666612
2024-02-29,1.660063935707994
2024-03-01,1.9059993335906598
2024-03-02,2.76677322617999
2024-03-03,3.996450215593319
2024-03-04,2.213418580943992
2024-03-05,1.9674831830613262
2024-03-06,2.090450882002659
2024-03-07,1.9059993335906598
2024-03-08,1.9674831830613262
2024-03-09,2.889740925121323
2024-03-10,3.320127871415988
2024-03-11,2.2749024304146586
2024-03-12,1.9059993335906598
2024-03-13,1.8445154841199933
2024-03-14,2.090450882002659
2024-03-15,2.090450882002659
2024-03-16,2.76677322617999
2024-03-17,2.828257075650656
2024-03-18,1.9674831830613262
2024-03-19,1.660063935707994
2024-03-20,1.9059993335906598
2024-03-21,1.783031634649327
2024-03-22,1.783031634649327
2024-03-23,2.5823216777679905
2024-03-24,3.0741924735333224
2024-03-25,3.0127086240626557
2024-03-26,2.213418580943992
2024-03-27,1.9674831830613262
2024-03-28,2.028967032531993
2024-03-29,2.2749024304146586
2024-03-30,2.5208378282973243
2024-03-31,3.1356763230039886
2024-04-01,2.213418580943992
2024-04-02,1.9059993335906598
2024-04-03,1.9674831830613262
2024-04-04,1.8445154841199933
2024-04-05,2.028967032531993
2024-04-06,2.5208378282973243
2024-04-07,2.4593539788266576
2024-04-08,1.7215477851786605
2024-04-09,1.5985800862373276
2024-04-10,1.660063935707994
2024-04-11,1.660063935707994
2024-04-12,1.660063935707994
2024-04-13,2.5208378282973243
2024-04-14,3.0741924735333224
2024-04-15,1.783031634649327
2024-04-16,1.5370962367666612
2024-04-17,1.5985800862373276
2024-04-18,1.5985800862373276
2024-04-19,1.8445154841199933
2024-04-20,2.3363862798853248
2024-04-21,2.76677322617999
2024-04-22,1.9059993335906598
2024-04-23,1.7215477851786605
2024-04-24,1.9674831830613262
2024-04-25,1.7215477851786605
2024-04-26,1.8445154841199933
2024-04-27,2.5823216777679905
2024-04-28,2.7052893767093233
2024-04-29,3.3816117208866543
2024-04-30,2.213418580943992
2024-05-01,2.2749024304146586
2024-05-02,2.1519347314733257
2024-05-03,2.028967032531993
2024-05-04,2.5823216777679905
2024-05-05,2.4593539788266576
2024-05-06,1.783031634649327
2024-05-07,1.660063935707994
2024-05-08,1.5985800862373276
2024-05-09,1.7215477851786605
2024-05-10,1.783031634649327
2024-05-11,2.5208378282973243
2024-05-12,2.828257075650656
2024-05-13,2.3978701293559914
2024-05-14,2.213418580943992
2024-05-15,2.028967032531993
2024-05-16,2.028967032531993
2024-05-17,2.1519347314733257
2024-05-18,3.1971601724746552
2024-05-19,3.320127871415988
2024-05-20,2.2749024304146586
2024-05-21,2.1519347314733257
2024-05-22,2.4593539788266576
2024-05-23,2.4593539788266576
2024-05-24,4.303869462946651
2024-05-25,6.025417248125311
2024-05-26,6.148384947066645
2024-05-27,6.148384947066645
2024-05-28,3.996450215593319
2024-05-29,3.750514817710653
2024-05-30,3.3816117208866543
2024-05-31,3.1971601724746552
2024-06-01,4.057934065063986
2024-06-02,4.119417914534652
2024-06-03,2.9512247745919895
2024-06-04,2.5208378282973243
2024-06-05,2.3978701293559914
2024-06-06,2.5823216777679905
2024-06-07,2.643805527238657
2024-06-08,2.889740925121323
2024-06-09,3.1971601724746552
2024-06-10,2.76677322617999
2024-06-11,2.4593539788266576
2024-06-12,2.213418580943992
2024-06-13,2.643805527238657
2024-06-14,2.3978701293559914
2024-06-15,3.0741924735333224
2024-06-16,2.9512247745919895
2024-06-17,2.4593539788266576
2024-06-18,2.4593539788266576
2024-06-19,2.4593539788266576
2024-06-20,2.213418580943992
2024-06-21,2.090450882002659
2024-06-22,2.5208378282973243
2024-06-23,2.828257075650656
2024-06-24,2.3978701293559914
2024-06-25,2.9512247745919895
2024-06-26,2.2749024304146586
2024-06-27,2.1519347314733257
2024-06-28,2.3978701293559914
2024-06-29,2.7052893767093233
2024-06-30,2.643805527238657
2024-07-01,2.3978701293559914
2024-07-02,2.213418580943992
2024-07-03,2.1519347314733257
2024-07-04,3.2586440219453214
2024-07-05,2.76677322617999
2024-07-06,3.0127086240626557
2024-07-07,3.320127871415988
2024-07-08,2.76677322617999
2024-07-09,2.643805527238657
2024-07-10,2.5823216777679905
2024-07-11,2.3363862798853248
2024-07-12,2.2749024304146586
2024-07-13,2.7052893767093233
2024-07-14,2.643805527238657
2024-07-15,2.213418580943992
2024-07-16,2.090450882002659
2024-07-17,2.1519347314733257
2024-07-18,2.213418580943992
2024-07-19,2.7052893767093233
2024-07-20,2.5208378282973243
2024-07-21,2.828257075650656
2024-07-22,2.3363862798853248
2024-07-23,2.213418580943992
2024-07-24,2.213418580943992
2024-07-25,2.090450882002659
2024-07-26,2.213418580943992
2024-07-27,2.3978701293559914
2024-07-28,2.828257075650656
2024-07-29,2.3978701293559914
2024-07-30,2.028967032531993
2024-07-31,2.090450882002659
2024-08-01,1.9674831830613262
2024-08-02,1.9674831830613262
2024-08-03,2.5208378282973243
2024-08-04,3.0127086240626557
2024-08-05,2.4593539788266576
2024-08-06,1.9674831830613262
2024-08-07,2.213418580943992
2024-08-08,1.9674831830613262
2024-08-09,2.213418580943992
2024-08-10,2.4593539788266576
2024-08-11,2.76677322617999
2024-08-12,1.9674831830613262
2024-08-13,1.783031634649327
2024-08-14,1.783031634649327
2024-08-15,1.9059993335906598
2024-08-16,1.9059993335906598
2024-08-17,2.889740925121323
2024-08-18,2.698910014868002
2024-08-19,2.0132386059232177
2024-08-20,1.934046527893021
2024-08-21,1.7318867509214917
2024-08-22,1.5912108234206288
2024-08-23,1.7318867509214917
2024-08-24,2.698910014868002
