Time,gain
2022-07-21,75.0
2022-07-22,61.0
2022-07-23,58.0
2022-07-24,61.0
2022-07-25,66.0
2022-07-26,65.0
2022-07-27,64.0
2022-07-28,67.0
2022-07-29,67.0
2022-07-30,63.0
2022-07-31,64.0
2022-08-01,67.0
2022-08-02,66.0
2022-08-03,68.0
2022-08-04,67.0
2022-08-05,63.0
2022-08-06,58.0
2022-08-07,63.0
2022-08-08,65.0
2022-08-09,69.0
2022-08-10,69.0
2022-08-11,61.0
2022-08-12,62.0
2022-08-13,58.0
2022-08-14,61.0
2022-08-15,64.0
2022-08-16,65.0
2022-08-17,62.0
2022-08-18,65.0
2022-08-19,58.0
2022-08-20,59.0
2022-08-21,60.0
2022-08-22,63.0
2022-08-23,70.0
2022-08-24,69.0
2022-08-25,67.0
2022-08-26,60.0
2022-08-27,60.0
2022-08-28,61.0
2022-08-29,64.0
2022-08-30,71.91836734693877
2022-08-31,73.07142857142857
2022-09-01,67.95918367346938
2022-09-02,64.0
2022-09-03,56.08163265306122
2022-09-04,60.04081632653061
2022-09-05,62.8469387755102
2022-09-06,67.95918367346938
2022-09-07,71.91836734693877
2022-09-08,74.22448979591837
2022-09-09,69.11224489795919
2022-09-10,58.88775510204081
2022-09-11,58.88775510204081
2022-09-12,74.22448979591837
2022-09-13,75.87755102040816
2022-09-14,77.03061224489795
2022-09-15,75.87755102040816
2022-09-16,68.61224489795919
2022-09-17,54.92857142857143
2022-09-18,61.19387755102041
2022-09-19,77.03061224489795
2022-09-20,74.22448979591837
2022-09-21,79.33673469387755
2022-09-22,71.91836734693877
2022-09-23,66.80612244897958
2022-09-24,56.08163265306122
2022-09-25,58.38775510204081
2022-09-26,67.95918367346938
2022-09-27,71.83673469387755
2022-09-28,70.53061224489795
2022-09-29,65.3061224489796
2022-09-30,60.08163265306122
2022-10-01,50.938775510204074
2022-10-02,60.08163265306122
2022-10-03,71.83673469387755
2022-10-04,73.14285714285714
2022-10-05,84.89795918367346
2022-10-06,77.06122448979592
2022-10-07,73.14285714285714
2022-10-08,58.77551020408163
2022-10-09,57.469387755102034
2022-10-10,67.91836734693877
2022-10-11,74.44897959183673
2022-10-12,73.14285714285714
2022-10-13,78.3673469387755
2022-10-14,66.61224489795917
2022-10-15,54.857142857142854
2022-10-16,57.469387755102034
2022-10-17,74.44897959183673
2022-10-18,83.59183673469387
2022-10-19,71.83673469387755
2022-10-20,73.14285714285714
2022-10-21,66.61224489795917
2022-10-22,53.55102040816326
2022-10-23,60.08163265306122
2022-10-24,75.75510204081633
2022-10-25,74.44897959183673
2022-10-26,78.3673469387755
2022-10-27,75.75510204081633
2022-10-28,65.3061224489796
2022-10-29,56.16326530612245
2022-10-30,57.469387755102034
2022-10-31,70.53061224489795
2022-11-01,75.75510204081633
2022-11-02,80.97959183673468
2022-11-03,80.97959183673468
2022-11-04,77.06122448979592
2022-11-05,71.83673469387755
2022-11-06,130.6122448979592
2022-11-07,92.73469387755101
2022-11-08,74.44897959183673
2022-11-09,80.97959183673468
2022-11-10,79.67346938775509
2022-11-11,62.69387755102041
2022-11-12,57.469387755102034
2022-11-13,58.77551020408163
2022-11-14,73.14285714285714
2022-11-15,74.44897959183673
2022-11-16,77.06122448979592
2022-11-17,79.67346938775509
2022-11-18,73.14285714285714
2022-11-19,61.38775510204081
2022-11-20,58.77551020408163
2022-11-21,67.91836734693877
2022-11-22,63.99999999999999
2022-11-23,58.77551020408163
2022-11-24,47.0204081632653
2022-11-25,48.326530612244895
2022-11-26,48.326530612244895
2022-11-27,63.99999999999999
2022-11-28,71.83673469387755
2022-11-29,74.44897959183673
2022-11-30,77.06122448979592
2022-12-01,75.75510204081633
2022-12-02,71.83673469387755
2022-12-03,56.16326530612245
2022-12-04,60.08163265306122
2022-12-05,80.97959183673468
2022-12-06,77.06122448979592
2022-12-07,79.67346938775509
2022-12-08,79.67346938775509
2022-12-09,70.53061224489795
2022-12-10,60.08163265306122
2022-12-11,57.469387755102034
2022-12-12,88.81632653061224
2022-12-13,79.67346938775509
2022-12-14,80.97959183673468
2022-12-15,70.53061224489795
2022-12-16,63.99999999999999
2022-12-17,52.24489795918367
2022-12-18,49.63265306122449
2022-12-19,60.08163265306122
2022-12-20,62.69387755102041
2022-12-21,61.38775510204081
2022-12-22,54.857142857142854
2022-12-23,52.24489795918367
2022-12-24,45.71428571428571
2022-12-25,44.40816326530612
2022-12-26,53.55102040816326
2022-12-27,57.469387755102034
2022-12-28,66.61224489795917
2022-12-29,63.99999999999999
2022-12-30,60.08163265306122
2022-12-31,53.55102040816326
2023-01-01,52.24489795918367
2023-01-02,62.69387755102041
2023-01-03,63.99999999999999
2023-01-04,74.44897959183673
2023-01-05,77.06122448979592
2023-01-06,70.53061224489795
2023-01-07,63.99999999999999
2023-01-08,63.99999999999999
2023-01-09,71.83673469387755
2023-01-10,78.3673469387755
2023-01-11,87.51020408163265
2023-01-12,80.97959183673468
2023-01-13,75.75510204081633
2023-01-14,66.61224489795917
2023-01-15,58.77551020408163
2023-01-16,69.22448979591836
2023-01-17,83.59183673469387
2023-01-18,84.89795918367346
2023-01-19,86.20408163265306
2023-01-20,77.06122448979592
2023-01-21,63.99999999999999
2023-01-22,69.22448979591836
2023-01-23,79.67346938775509
2023-01-24,90.12244897959182
2023-01-25,79.67346938775509
2023-01-26,91.42857142857142
2023-01-27,82.28571428571428
2023-01-28,67.91836734693877
2023-01-29,65.3061224489796
2023-01-30,80.97959183673468
2023-01-31,91.42857142857142
2023-02-01,86.20408163265306
2023-02-02,87.51020408163265
2023-02-03,80.97959183673468
2023-02-04,65.3061224489796
2023-02-05,67.91836734693877
2023-02-06,91.42857142857142
2023-02-07,94.0408163265306
2023-02-08,90.12244897959182
2023-02-09,87.51020408163265
2023-02-10,84.89795918367346
2023-02-11,63.99999999999999
2023-02-12,63.99999999999999
2023-02-13,79.67346938775509
2023-02-14,75.75510204081633
2023-02-15,87.51020408163265
2023-02-16,86.20408163265306
2023-02-17,82.28571428571428
2023-02-18,65.3061224489796
2023-02-19,69.22448979591836
2023-02-20,78.3673469387755
2023-02-21,83.59183673469387
2023-02-22,90.12244897959182
2023-02-23,88.81632653061224
2023-02-24,77.06122448979592
2023-02-25,69.22448979591836
2023-02-26,75.75510204081633
2023-02-27,94.0408163265306
2023-02-28,95.3469387755102
2023-03-01,95.3469387755102
2023-03-02,88.81632653061224
2023-03-03,82.28571428571428
2023-03-04,71.83673469387755
2023-03-05,70.53061224489795
2023-03-06,83.59183673469387
2023-03-07,92.73469387755101
2023-03-08,92.73469387755101
2023-03-09,97.95918367346938
2023-03-10,87.51020408163265
2023-03-11,80.97959183673468
2023-03-12,107.10204081632652
2023-03-13,101.87755102040815
2023-03-14,88.81632653061224
2023-03-15,91.42857142857142
2023-03-16,84.89795918367346
2023-03-17,73.14285714285714
2023-03-18,63.99999999999999
2023-03-19,69.22448979591836
2023-03-20,83.59183673469387
2023-03-21,90.12244897959182
2023-03-22,94.0408163265306
2023-03-23,94.0408163265306
2023-03-24,88.81632653061224
2023-03-25,65.3061224489796
2023-03-26,75.75510204081633
2023-03-27,83.59183673469387
2023-03-28,87.51020408163265
2023-03-29,86.20408163265306
2023-03-30,87.51020408163265
2023-03-31,74.44897959183673
2023-04-01,62.69387755102041
2023-04-02,65.3061224489796
2023-04-03,86.20408163265306
2023-04-04,91.42857142857142
2023-04-05,86.20408163265306
2023-04-06,83.59183673469387
2023-04-07,70.53061224489795
2023-04-08,62.69387755102041
2023-04-09,66.61224489795917
2023-04-10,86.20408163265306
2023-04-11,87.51020408163265
2023-04-12,91.42857142857142
2023-04-13,87.51020408163265
2023-04-14,82.28571428571428
2023-04-15,66.61224489795917
2023-04-16,73.14285714285714
2023-04-17,88.81632653061224
2023-04-18,87.51020408163265
2023-04-19,86.20408163265306
2023-04-20,83.59183673469387
2023-04-21,75.75510204081633
2023-04-22,61.38775510204081
2023-04-23,67.91836734693877
2023-04-24,84.89795918367346
2023-04-25,86.20408163265306
2023-04-26,87.69351951306838
2023-04-27,83.03043322592194
2023-04-28,77.0612244897959
2023-04-29,59.78374507697815
2023-04-30,69.08700322234156
2023-05-01,82.37737200143215
2023-05-02,83.70640887934121
2023-05-03,79.71929824561403
2023-05-04,79.71929824561403
2023-05-05,78.39026136770497
2023-05-06,61.11278195488721
2023-05-07,67.7579663444325
2023-05-08,85.03544575725026
2023-05-09,86.36448263515932
2023-05-10,79.71929824561403
2023-05-11,75.73218761188686
2023-05-12,71.74507697815969
2023-05-13,62.44181883279627
2023-05-14,56.47261009667024
2023-05-15,81.04833512352309
2023-05-16,85.03544575725026
2023-05-17,78.39026136770497
2023-05-18,73.07411385606873
2023-05-19,77.0612244897959
2023-05-20,63.77085571070533
2023-05-21,63.11779448621553
2023-05-22,77.0612244897959
2023-05-23,71.74507697815969
2023-05-24,74.4031507339778
2023-05-25,70.30146795560329
2023-05-26,64.89366272824918
2023-05-27,64.89366272824918
2023-05-28,62.18976011457214
2023-05-29,64.89366272824918
2023-05-30,74.35732187611886
2023-05-31,75.70927318295739
2023-06-01,67.59756534192624
2023-06-02,64.89366272824918
2023-06-03,60.83780880773361
2023-06-04,63.54171142141066
2023-06-05,70.30146795560329
2023-06-06,71.65341926244182
2023-06-07,73.00537056928033
2023-06-08,68.94951664876476
2023-06-09,67.59756534192624
2023-06-10,64.89366272824918
2023-06-11,62.18976011457214
2023-06-12,71.65341926244182
2023-06-13,70.30146795560329
2023-06-14,71.65341926244182
2023-06-15,68.94951664876476
2023-06-16,63.54171142141066
2023-06-17,60.83780880773361
2023-06-18,59.48585750089509
2023-06-19,70.30146795560329
2023-06-20,71.65341926244182
2023-06-21,71.65341926244182
2023-06-22,66.24561403508771
2023-06-23,66.24561403508771
2023-06-24,60.83780880773361
2023-06-25,60.83780880773361
2023-06-26,71.65341926244182
2023-06-27,73.00537056928033
2023-06-28,71.65341926244182
2023-06-29,64.89366272824918
2023-06-30,60.83780880773361
2023-07-01,60.83780880773361
2023-07-02,66.24561403508771
2023-07-03,64.89366272824918
2023-07-04,64.89366272824918
2023-07-05,67.59756534192624
2023-07-06,70.30146795560329
2023-07-07,64.89366272824918
2023-07-08,64.89366272824918
2023-07-09,64.89366272824918
2023-07-10,67.59756534192624
2023-07-11,77.0612244897959
2023-07-12,68.94951664876476
2023-07-13,67.59756534192624
2023-07-14,64.89366272824918
2023-07-15,62.18976011457214
2023-07-16,64.89366272824918
2023-07-17,67.59756534192624
2023-07-18,67.59756534192624
2023-07-19,71.65341926244182
2023-07-20,67.59756534192624
2023-07-21,64.89366272824918
2023-07-22,58.133906194056564
2023-07-23,62.18976011457214
2023-07-24,70.30146795560329
2023-07-25,66.24561403508771
2023-07-26,67.59756534192624
2023-07-27,62.18976011457214
2023-07-28,62.18976011457214
2023-07-29,59.48585750089509
2023-07-30,64.89366272824918
2023-07-31,62.18976011457214
2023-08-01,66.24561403508771
2023-08-02,66.24561403508771
2023-08-03,68.94951664876476
2023-08-04,67.59756534192624
2023-08-05,60.83780880773361
2023-08-06,62.18976011457214
2023-08-07,63.54171142141066
2023-08-08,66.24561403508771
2023-08-09,64.89366272824918
2023-08-10,64.89366272824918
2023-08-11,62.18976011457214
2023-08-12,58.133906194056564
2023-08-13,66.24561403508771
2023-08-14,63.54171142141066
2023-08-15,67.59756534192624
2023-08-16,66.24561403508771
2023-08-17,66.24561403508771
2023-08-18,68.94951664876476
2023-08-19,60.83780880773361
2023-08-20,59.48585750089509
2023-08-21,67.59756534192624
2023-08-22,70.30146795560329
2023-08-23,73.00537056928033
2023-08-24,66.24561403508771
2023-08-25,62.18976011457214
2023-08-26,55.43000358037951
2023-08-27,59.48585750089509
2023-08-28,68.94951664876476
2023-08-29,68.94951664876476
2023-08-30,66.24561403508771
2023-08-31,74.35732187611886
2023-09-01,59.48585750089509
2023-09-02,58.133906194056564
2023-09-03,59.48585750089509
2023-09-04,67.59756534192624
2023-09-05,71.65341926244182
2023-09-06,81.11707841031148
2023-09-07,75.70927318295739
2023-09-08,63.54171142141066
2023-09-09,55.43000358037951
2023-09-10,60.83780880773361
2023-09-11,74.35732187611886
2023-09-12,74.35732187611886
2023-09-13,77.0612244897959
2023-09-14,73.00537056928033
2023-09-15,68.94951664876476
2023-09-16,62.18976011457214
2023-09-17,60.83780880773361
2023-09-18,77.0612244897959
2023-09-19,81.11707841031148
2023-09-20,75.70927318295739
2023-09-21,77.0612244897959
2023-09-22,68.94951664876476
2023-09-23,55.43000358037951
2023-09-24,62.18976011457214
2023-09-25,75.70927318295739
2023-09-26,82.46902971715001
2023-09-27,73.00537056928033
2023-09-28,79.76512710347296
2023-09-29,71.65341926244182
2023-09-30,56.781954887218035
2023-10-01,62.18976011457214
2023-10-02,78.41317579663443
2023-10-03,81.11707841031148
2023-10-04,82.46902971715001
2023-10-05,73.00537056928033
2023-10-06,68.94951664876476
2023-10-07,58.133906194056564
2023-10-08,59.48585750089509
2023-10-09,73.00537056928033
2023-10-10,81.11707841031148
2023-10-11,77.0612244897959
2023-10-12,73.00537056928033
2023-10-13,64.89366272824918
2023-10-14,64.89366272824918
2023-10-15,62.18976011457214
2023-10-16,70.30146795560329
2023-10-17,78.41317579663443
2023-10-18,75.70927318295739
2023-10-19,73.00537056928033
2023-10-20,66.24561403508771
2023-10-21,58.133906194056564
2023-10-22,63.54171142141066
2023-10-23,75.70927318295739
2023-10-24,77.0612244897959
2023-10-25,77.0612244897959
2023-10-26,78.41317579663443
2023-10-27,68.94951664876476
2023-10-28,58.133906194056564
2023-10-29,59.48585750089509
2023-10-30,79.76512710347296
2023-10-31,74.35732187611886
2023-11-01,77.0612244897959
2023-11-02,90.58073755818116
2023-11-03,82.46902971715001
2023-11-04,77.0612244897959
2023-11-05,135.19513068385248
2023-11-06,95.98854278553526
2023-11-07,82.46902971715001
2023-11-08,82.46902971715001
2023-11-09,77.0612244897959
2023-11-10,66.24561403508771
2023-11-11,55.43000358037951
2023-11-12,59.48585750089509
2023-11-13,79.76512710347296
2023-11-14,78.41317579663443
2023-11-15,82.46902971715001
2023-11-16,86.52488363766558
2023-11-17,74.35732187611886
2023-11-18,59.48585750089509
2023-11-19,58.133906194056564
2023-11-20,68.94951664876476
2023-11-21,64.89366272824918
2023-11-22,58.133906194056564
2023-11-23,48.67024704618689
2023-11-24,48.67024704618689
2023-11-25,52.72610096670246
2023-11-26,59.48585750089509
2023-11-27,70.30146795560329
2023-11-28,79.76512710347296
2023-11-29,79.76512710347296
2023-11-30,77.0612244897959
2023-12-01,70.30146795560329
2023-12-02,59.48585750089509
2023-12-03,55.43000358037951
2023-12-04,75.70927318295739
2023-12-05,82.46902971715001
2023-12-06,85.17293233082705
2023-12-07,78.41317579663443
2023-12-08,78.41317579663443
2023-12-09,55.43000358037951
2023-12-10,60.83780880773361
2023-12-11,78.41317579663443
2023-12-12,81.11707841031148
2023-12-13,81.11707841031148
2023-12-14,73.00537056928033
2023-12-15,68.94951664876476
2023-12-16,55.43000358037951
2023-12-17,58.133906194056564
2023-12-18,63.54171142141066
2023-12-19,67.59756534192624
2023-12-20,64.89366272824918
2023-12-21,63.54171142141066
2023-12-22,55.43952436423049
2023-12-23,52.48808137042808
2023-12-24,47.65152317413251
2023-12-25,47.11835927847788
2023-12-26,56.64866391330438
2023-12-27,59.60010690710679
2023-12-28,58.39096735803291
2023-12-29,60.80924645618069
2023-12-30,57.85780346237827
2023-12-31,62.55154990090921
2024-01-01,54.2303848151566
2024-01-02,66.17896854813088
2024-01-03,66.71213244378552
2024-01-04,63.760689449983104
2024-01-05,70.3395510910072
2024-01-06,62.018386005254584
2024-01-07,62.018386005254584
2024-01-08,63.760689449983104
2024-01-09,70.3395510910072
2024-01-10,75.17610928730275
2024-01-11,79.8698557258337
2024-01-12,71.54869064008108
2024-01-13,60.80924645618069
2024-01-14,60.80924645618069
2024-01-15,58.39096735803291
2024-01-16,71.54869064008108
2024-01-17,75.70927318295739
2024-01-18,83.49727437305538
2024-01-19,70.3395510910072
2024-01-20,61.84701189593702
2024-01-21,65.0459952698648
2024-01-22,76.77560097426665
2024-01-23,89.57153446997776
2024-01-24,83.1735677221222
2024-01-25,88.5052066786685
2024-01-26,76.77560097426665
2024-01-27,67.17865085248332
2024-01-28,66.11232306117407
2024-01-29,84.23989551343146
2024-01-30,87.43887888735924
2024-01-31,90.63786226128701
2024-02-01,79.97458434819443
2024-02-02,76.77560097426665
2024-02-03,63.97966747855554
2024-02-04,71.44396201772035
2024-02-05,85.30622330474073
2024-02-06,78.90825655688516
2024-02-07,85.30622330474073
2024-02-08,83.1735677221222
2024-02-09,83.1735677221222
2024-02-10,60.78068410462777
2024-02-11,68.24497864379258
2024-02-12,70.37763422641109
2024-02-13,85.30622330474073
2024-02-14,77.84192876557591
2024-02-15,81.04091213950369
2024-02-16,85.30622330474073
2024-02-17,67.17865085248332
2024-02-18,67.17865085248332
2024-02-19,75.70927318295739
2024-02-20,86.37255109604997
2024-02-21,87.43887888735924
2024-02-22,89.57153446997776
2024-02-23,85.30622330474073
2024-02-24,70.37763422641109
2024-02-25,72.51028980902962
2024-02-26,93.8368456352148
2024-02-27,88.5052066786685
2024-02-28,90.63786226128701
2024-02-29,91.70419005259627
2024-03-01,81.04091213950369
2024-03-02,63.97966747855554
2024-03-03,70.37763422641109
2024-03-04,92.77051784390554
2024-03-05,89.57153446997776
2024-03-06,92.77051784390554
2024-03-07,89.57153446997776
2024-03-08,78.90825655688516
2024-03-09,71.44396201772035
2024-03-10,106.6327791309259
2024-03-11,90.63786226128701
2024-03-12,86.37255109604997
2024-03-13,79.97458434819443
2024-03-14,84.23989551343146
2024-03-15,86.37255109604997
2024-03-16,73.57661760033888
2024-03-17,82.10723993081295
2024-03-18,95.96950121783331
2024-03-19,102.36746796568886
2024-03-20,99.16848459176109
2024-03-21,95.96950121783331
2024-03-22,90.63786226128701
2024-03-23,71.44396201772035
2024-03-24,72.51028980902962
2024-03-25,89.57153446997776
2024-03-26,87.43887888735924
2024-03-27,86.37255109604997
2024-03-28,82.10723993081295
2024-03-29,70.37763422641109
2024-03-30,73.57661760033888
2024-03-31,70.37763422641109
2024-04-01,85.30622330474073
2024-04-02,90.63786226128701
2024-04-03,89.57153446997776
2024-04-04,85.30622330474073
2024-04-05,73.57661760033888
2024-04-06,66.11232306117407
2024-04-07,69.31130643510184
2024-04-08,82.10723993081295
2024-04-09,91.70419005259627
2024-04-10,95.96950121783331
2024-04-11,89.57153446997776
2024-04-12,81.04091213950369
2024-04-13,63.97966747855554
2024-04-14,75.70927318295739
2024-04-15,91.70419005259627
2024-04-16,89.57153446997776
2024-04-17,92.77051784390554
2024-04-18,88.5052066786685
2024-04-19,79.97458434819443
2024-04-20,63.97966747855554
2024-04-21,75.70927318295739
2024-04-22,85.30622330474073
2024-04-23,88.5052066786685
2024-04-24,90.63786226128701
2024-04-25,89.57153446997776
2024-04-26,82.10723993081295
2024-04-27,67.17865085248332
2024-04-28,70.37763422641109
2024-04-29,88.5052066786685
2024-04-30,88.5052066786685
2024-05-01,84.23989551343146
2024-05-02,84.23989551343146
2024-05-03,77.84192876557591
2024-05-04,63.97966747855554
2024-05-05,67.17865085248332
2024-05-06,83.1735677221222
2024-05-07,82.10723993081295
2024-05-08,81.04091213950369
2024-05-09,81.04091213950369
2024-05-10,74.64294539164813
2024-05-11,62.913339687246285
2024-05-12,61.84701189593702
2024-05-13,74.64294539164813
2024-05-14,76.77560097426665
2024-05-15,82.10723993081295
2024-05-16,77.84192876557591
2024-05-17,68.24497864379258
2024-05-18,62.913339687246285
2024-05-19,68.24497864379258
2024-05-20,78.90825655688516
2024-05-21,79.97458434819443
2024-05-22,78.90825655688516
2024-05-23,75.70927318295739
2024-05-24,66.11232306117407
2024-05-25,66.11232306117407
2024-05-26,61.84701189593702
2024-05-27,67.17865085248332
2024-05-28,71.44396201772035
2024-05-29,75.70927318295739
2024-05-30,74.64294539164813
2024-05-31,70.37763422641109
2024-06-01,70.37763422641109
2024-06-02,70.37763422641109
2024-06-03,70.37763422641109
2024-06-04,74.64294539164813
2024-06-05,76.77560097426665
2024-06-06,72.51028980902962
2024-06-07,67.17865085248332
2024-06-08,63.97966747855554
2024-06-09,65.0459952698648
2024-06-10,73.57661760033888
2024-06-11,72.51028980902962
2024-06-12,73.57661760033888
2024-06-13,73.57661760033888
2024-06-14,62.913339687246285
2024-06-15,66.11232306117407
2024-06-16,65.0459952698648
2024-06-17,67.17865085248332
2024-06-18,70.37763422641109
2024-06-19,68.24497864379258
2024-06-20,67.17865085248332
2024-06-21,61.84701189593702
2024-06-22,63.97966747855554
2024-06-23,69.31130643510184
2024-06-24,72.51028980902962
2024-06-25,67.17865085248332
2024-06-26,70.37763422641109
2024-06-27,59.714356313318504
2024-06-28,62.913339687246285
2024-06-29,63.97966747855554
2024-06-30,62.913339687246285
2024-07-01,71.44396201772035
2024-07-02,70.37763422641109
2024-07-03,69.31130643510184
2024-07-04,68.24497864379258
2024-07-05,63.97966747855554
2024-07-06,70.37763422641109
2024-07-07,66.11232306117407
2024-07-08,67.17865085248332
2024-07-09,72.51028980902962
2024-07-10,68.24497864379258
2024-07-11,67.17865085248332
2024-07-12,68.24497864379258
2024-07-13,65.0459952698648
2024-07-14,58.64802852200925
2024-07-15,65.0459952698648
2024-07-16,66.11232306117407
2024-07-17,71.44396201772035
2024-07-18,69.31130643510184
2024-07-19,63.97966747855554
2024-07-20,59.714356313318504
2024-07-21,58.64802852200925
2024-07-22,61.84701189593702
2024-07-23,70.37763422641109
2024-07-24,70.37763422641109
2024-07-25,68.24497864379258
2024-07-26,62.913339687246285
2024-07-27,60.78068410462777
2024-07-28,67.17865085248332
2024-07-29,65.0459952698648
2024-07-30,65.0459952698648
2024-07-31,69.31130643510184
2024-08-01,66.11232306117407
2024-08-02,61.84701189593702
2024-08-03,60.78068410462777
2024-08-04,62.913339687246285
2024-08-05,65.0459952698648
2024-08-06,61.84701189593702
2024-08-07,71.44396201772035
2024-08-08,63.97966747855554
2024-08-09,63.97966747855554
2024-08-10,58.64802852200925
2024-08-11,65.0459952698648
2024-08-12,61.84701189593702
2024-08-13,69.31130643510184
2024-08-14,67.17865085248332
2024-08-15,75.70927318295739
2024-08-16,66.11232306117407
2024-08-17,60.78068410462777
2024-08-18,63.45784749557442
2024-08-19,64.81911701639476
2024-08-20,63.45784749557442
2024-08-21,71.33052289098532
2024-08-22,69.969253370165
2024-08-23,67.54165605803541
2024-08-24,62.92468359991979
2024-08-25,69.43608947451037
2024-08-26,77.84192876557591
2024-08-27,79.73636218205087
2024-08-28,80.56446780721657
2024-08-29,75.94749534910096
2024-08-30,72.69179241180566
2024-08-31,64.81911701639476
2024-09-01,69.969253370165
2024-09-02,69.969253370165
2024-09-03,77.84192876557591
2024-09-04,82.99206511934617
2024-09-05,81.09763170287121
2024-09-06,72.69179241180566
2024-09-07,76.48065924475559
2024-09-08,67.54165605803541
2024-09-09,78.37509266123054
2024-09-10,81.09763170287121
2024-09-11,79.20319828639624
2024-09-12,79.20319828639624
2024-09-13,74.58622582828062
2024-09-14,64.81911701639476
2024-09-15,72.69179241180566
2024-09-16,86.12298501723293
2024-09-17,86.12298501723293
2024-09-18,86.12298501723293
2024-09-19,82.81056251657013
2024-09-20,76.18571751524452
2024-09-21,67.90466126358751
2024-09-22,69.56087251391891
2024-09-23,86.12298501723293
