Time,google_flights
2022-05-09,80.0
2022-05-10,85.0
2022-05-11,77.0
2022-05-12,77.0
2022-05-13,72.0
2022-05-14,62.0
2022-05-15,72.0
2022-05-16,80.0
2022-05-17,83.0
2022-05-18,77.0
2022-05-19,74.0
2022-05-20,73.0
2022-05-21,64.0
2022-05-22,70.0
2022-05-23,82.0
2022-05-24,89.0
2022-05-25,78.0
2022-05-26,75.0
2022-05-27,69.0
2022-05-28,60.0
2022-05-29,59.0
2022-05-30,71.0
2022-05-31,98.0
2022-06-01,84.0
2022-06-02,83.0
2022-06-03,74.0
2022-06-04,81.0
2022-06-05,95.0
2022-06-06,89.0
2022-06-07,100.0
2022-06-08,97.0
2022-06-09,88.0
2022-06-10,84.0
2022-06-11,64.0
2022-06-12,78.0
2022-06-13,83.0
2022-06-14,90.0
2022-06-15,86.0
2022-06-16,89.0
2022-06-17,80.0
2022-06-18,65.0
2022-06-19,71.0
2022-06-20,83.0
2022-06-21,88.0
2022-06-22,87.0
2022-06-23,84.0
2022-06-24,71.0
2022-06-25,59.0
2022-06-26,69.0
2022-06-27,79.0
2022-06-28,83.0
2022-06-29,84.0
2022-06-30,76.0
2022-07-01,69.0
2022-07-02,56.0
2022-07-03,55.0
2022-07-04,60.0
2022-07-05,80.0
2022-07-06,82.0
2022-07-07,78.0
2022-07-08,73.0
2022-07-09,61.0
2022-07-10,72.0
2022-07-11,79.0
2022-07-12,82.0
2022-07-13,84.0
2022-07-14,75.0
2022-07-15,68.0
2022-07-16,60.0
2022-07-17,69.0
2022-07-18,82.0
2022-07-19,88.0
2022-07-20,82.0
2022-07-21,72.0
2022-07-22,70.0
2022-07-23,57.0
2022-07-24,67.0
2022-07-25,83.0
2022-07-26,83.0
2022-07-27,82.0
2022-07-28,79.0
2022-07-29,69.0
2022-07-30,57.0
2022-07-31,65.0
2022-08-01,78.0
2022-08-02,80.0
2022-08-03,78.0
2022-08-04,76.0
2022-08-05,73.0
2022-08-06,57.0
2022-08-07,69.0
2022-08-08,76.0
2022-08-09,81.0
2022-08-10,80.0
2022-08-11,75.0
2022-08-12,66.0
2022-08-13,55.0
2022-08-14,65.0
2022-08-15,76.0
2022-08-16,81.0
2022-08-17,78.0
2022-08-18,75.0
2022-08-19,66.0
2022-08-20,60.0
2022-08-21,66.0
2022-08-22,75.0
2022-08-23,80.0
2022-08-24,79.0
2022-08-25,73.0
2022-08-26,69.0
2022-08-27,57.0
2022-08-28,66.0
2022-08-29,71.93400649116481
2022-08-30,76.14532996754417
2022-08-31,74.03966822935449
2022-09-01,69.82834475297511
2022-09-02,66.16985214569058
2022-09-03,50.930219978362786
2022-09-04,55.641543454742155
2022-09-05,79.3038225748287
2022-09-06,77.19816083663902
2022-09-07,77.69816083663902
2022-09-08,69.32834475297511
2022-09-09,67.22268301478543
2022-09-10,53.03588171655247
2022-09-11,59.852866931121525
2022-09-12,76.14532996754417
2022-09-13,76.64532996754417
2022-09-14,79.8038225748287
2022-09-15,72.98683736025964
2022-09-16,67.72268301478543
2022-09-17,55.641543454742155
2022-09-18,63.011359538406055
2022-09-19,75.09249909844934
2022-09-20,80.85665344392355
2022-09-21,76.14532996754417
2022-09-22,71.93400649116481
2022-09-23,65.11702127659575
2022-09-24,56.694374323836996
2022-09-25,59.852866931121525
2022-09-26,77.19816083663902
2022-09-27,77.19816083663902
2022-09-28,70.76235124413992
2022-09-29,63.022719076812116
2022-09-30,60.811395600432746
2022-10-01,54.17742517129463
2022-10-02,60.811395600432746
2022-10-03,74.07933645870898
2022-10-04,80.7133068878471
2022-10-05,75.18499819689866
2022-10-06,75.18499819689866
2022-10-07,68.55102776776054
2022-10-08,56.388748647674
2022-10-09,60.811395600432746
2022-10-10,79.60764514965742
2022-10-11,79.60764514965742
2022-10-12,74.07933645870898
2022-10-13,71.8680129823296
2022-10-14,67.44536602957086
2022-10-15,51.96610169491525
2022-10-16,59.70573386224306
2022-10-17,72.9736747205193
2022-10-18,75.18499819689866
2022-10-19,75.18499819689866
2022-10-20,82.92463036422647
2022-10-21,64.1283808150018
2022-10-22,51.96610169491525
2022-10-23,60.811395600432746
2022-10-24,74.07933645870898
2022-10-25,76.29065993508836
2022-10-26,72.9736747205193
2022-10-27,68.55102776776054
2022-10-28,60.811395600432746
2022-10-29,53.07176343310494
2022-10-30,57.49441038586369
2022-10-31,70.76235124413992
2022-11-01,71.8680129823296
2022-11-02,75.18499819689866
2022-11-03,74.07933645870898
2022-11-04,67.44536602957086
2022-11-05,57.49441038586369
2022-11-06,63.022719076812116
2022-11-07,74.07933645870898
2022-11-08,69.65668950595024
2022-11-09,69.65668950595024
2022-11-10,68.55102776776054
2022-11-11,66.33970429138118
2022-11-12,57.49441038586369
2022-11-13,61.91705733862243
2022-11-14,77.39632167327804
2022-11-15,77.39632167327804
2022-11-16,75.18499819689866
2022-11-17,69.65668950595024
2022-11-18,65.23404255319149
2022-11-19,57.49441038586369
2022-11-20,58.60007212405337
2022-11-21,64.1283808150018
2022-11-22,65.23404255319149
2022-11-23,63.022719076812116
2022-11-24,49.75477821853588
2022-11-25,65.23404255319149
2022-11-26,58.60007212405337
2022-11-27,72.9736747205193
2022-11-28,81.81896862603678
2022-11-29,98.40389469888208
2022-11-30,79.60764514965742
2022-12-01,71.8680129823296
2022-12-02,63.022719076812116
2022-12-03,56.388748647674
2022-12-04,60.811395600432746
2022-12-05,69.65668950595024
2022-12-06,71.8680129823296
2022-12-07,68.55102776776054
2022-12-08,68.55102776776054
2022-12-09,54.17742517129463
2022-12-10,54.17742517129463
2022-12-11,58.60007212405337
2022-12-12,67.44536602957086
2022-12-13,71.8680129823296
2022-12-14,64.1283808150018
2022-12-15,63.022719076812116
2022-12-16,58.60007212405337
2022-12-17,50.86043995672557
2022-12-18,49.75477821853588
2022-12-19,66.33970429138118
2022-12-20,71.8680129823296
2022-12-21,71.8680129823296
2022-12-22,66.33970429138118
2022-12-23,63.022719076812116
2022-12-24,60.811395600432746
2022-12-25,61.91705733862243
2022-12-26,86.24161557879553
2022-12-27,107.24918860439956
2022-12-28,92.87558600793365
2022-12-29,81.81896862603678
2022-12-30,74.07933645870898
2022-12-31,57.49441038586369
2023-01-01,59.70573386224306
2023-01-02,86.24161557879553
2023-01-03,96.1925712225027
2023-01-04,93.98124774612333
2023-01-05,88.45293905517491
2023-01-06,82.92463036422647
2023-01-07,86.24161557879553
2023-01-08,87.34727731698521
2023-01-09,93.98124774612333
2023-01-10,99.50955643707177
2023-01-11,98.40389469888208
2023-01-12,88.45293905517491
2023-01-13,85.13595384060584
2023-01-14,79.60764514965742
2023-01-15,80.7133068878471
2023-01-16,92.87558600793365
2023-01-17,100.61521817526145
2023-01-18,90.66426253155427
2023-01-19,89.55860079336459
2023-01-20,81.81896862603678
2023-01-21,77.39632167327804
2023-01-22,79.60764514965742
2023-01-23,100.61521817526145
2023-01-24,99.50955643707177
2023-01-25,99.50955643707177
2023-01-26,105.0378651280202
2023-01-27,90.66426253155427
2023-01-28,81.81896862603678
2023-01-29,91.76992426974397
2023-01-30,96.1925712225027
2023-01-31,100.61521817526145
2023-02-01,96.1925712225027
2023-02-02,92.87558600793365
2023-02-03,87.34727731698521
2023-02-04,84.03029210241615
2023-02-05,96.1925712225027
2023-02-06,92.87558600793365
2023-02-07,96.1925712225027
2023-02-08,90.66426253155427
2023-02-09,88.45293905517491
2023-02-10,85.13595384060584
2023-02-11,79.60764514965742
2023-02-12,87.34727731698521
2023-02-13,79.60764514965742
2023-02-14,87.34727731698521
2023-02-15,99.50955643707177
2023-02-16,101.72087991345114
2023-02-17,95.08690948431303
2023-02-18,87.34727731698521
2023-02-19,90.66426253155427
2023-02-20,107.24918860439956
2023-02-21,99.50955643707177
2023-02-22,100.61521817526145
2023-02-23,98.40389469888208
2023-02-24,91.76992426974397
2023-02-25,92.87558600793365
2023-02-26,100.61521817526145
2023-02-27,106.14352686620988
2023-02-28,109.46051208077894
2023-03-01,99.50955643707177
2023-03-02,99.50955643707177
2023-03-03,88.45293905517491
2023-03-04,86.24161557879553
2023-03-05,97.29823296069239
2023-03-06,105.0378651280202
2023-03-07,106.14352686620988
2023-03-08,103.9322033898305
2023-03-09,97.29823296069239
2023-03-10,92.87558600793365
2023-03-11,86.24161557879553
2023-03-12,95.08690948431303
2023-03-13,109.46051208077894
2023-03-14,110.56617381896862
2023-03-15,98.40389469888208
2023-03-16,93.98124774612333
2023-03-17,89.55860079336459
2023-03-18,84.03029210241615
2023-03-19,96.1925712225027
2023-03-20,101.72087991345114
2023-03-21,108.35485034258926
2023-03-22,103.9322033898305
2023-03-23,98.40389469888208
2023-03-24,89.55860079336459
2023-03-25,82.92463036422647
2023-03-26,93.98124774612333
2023-03-27,96.1925712225027
2023-03-28,100.61521817526145
2023-03-29,95.08690948431303
2023-03-30,92.87558600793365
2023-03-31,84.03029210241615
2023-04-01,84.03029210241615
2023-04-02,92.87558600793365
2023-04-03,96.1925712225027
2023-04-04,98.40389469888208
2023-04-05,100.61521817526145
2023-04-06,92.87558600793365
2023-04-07,82.92463036422647
2023-04-08,75.18499819689866
2023-04-09,80.7133068878471
2023-04-10,96.1925712225027
2023-04-11,102.82654165164082
2023-04-12,96.1925712225027
2023-04-13,91.76992426974397
2023-04-14,86.24161557879553
2023-04-15,78.50198341146772
2023-04-16,90.66426253155427
2023-04-17,98.40389469888208
2023-04-18,101.72087991345114
2023-04-19,100.61521817526145
2023-04-20,97.29823296069239
2023-04-21,85.13595384060584
2023-04-22,81.81896862603678
2023-04-23,90.66426253155427
2023-04-24,95.08690948431303
2023-04-25,98.40389469888208
2023-04-26,93.98593228643567
2023-04-27,86.40596027540013
2023-04-28,77.03643875281256
2023-04-29,75.31241769339425
2023-04-30,86.95879114449498
2023-05-01,91.64355190578878
2023-05-02,98.67069304772947
2023-05-03,93.98593228643567
2023-05-04,87.57715046572359
2023-05-05,80.55000932378289
2023-05-06,73.5228681818422
2023-05-07,84.06357989475325
2023-05-08,95.15712247675913
2023-05-09,93.98593228643567
2023-05-10,90.47236171546533
2023-05-11,90.47236171546533
2023-05-12,82.8923897044298
2023-05-13,72.97003731274737
2023-05-14,84.06357989475325
2023-05-15,99.22352391682432
2023-05-16,102.73709448779465
2023-05-17,93.98593228643567
2023-05-18,90.47236171546533
2023-05-19,84.06357989475325
2023-05-20,82.2740303832012
2023-05-21,86.40596027540013
2023-05-22,95.15712247675913
2023-05-23,100.39471410714776
2023-05-24,100.39471410714776
2023-05-25,93.98593228643567
2023-05-26,82.86014904463312
2023-05-27,76.67655583234706
2023-05-28,76.67655583234706
2023-05-29,89.04374225691917
2023-05-30,100.17421003903407
2023-05-31,93.99061682674801
2023-06-01,91.5171795418336
2023-06-02,86.57030497200475
2023-06-03,80.3867117597187
2023-06-04,90.28046089937638
2023-06-05,96.46405411166243
2023-06-06,97.70077275411965
2023-06-07,95.22733546920523
2023-06-08,95.22733546920523
2023-06-09,84.09686768709034
2023-06-10,79.14999311726149
2023-06-11,87.80702361446197
2023-06-12,96.46405411166243
2023-06-13,102.64764732394849
2023-06-14,107.59452189377734
2023-06-15,96.46405411166243
2023-06-16,89.04374225691917
2023-06-17,79.14999311726149
2023-06-18,84.09686768709034
2023-06-19,97.70077275411965
2023-06-20,105.12108460886292
2023-06-21,101.41092868149128
2023-06-22,96.46405411166243
2023-06-23,86.57030497200475
2023-06-24,80.3867117597187
2023-06-25,93.99061682674801
2023-06-26,102.64764732394849
2023-06-27,108.83124053623455
2023-06-28,101.41092868149128
2023-06-29,93.99061682674801
2023-06-30,87.80702361446197
2023-07-01,79.14999311726149
2023-07-02,75.43983718988986
2023-07-03,84.09686768709034
2023-07-04,90.28046089937638
2023-07-05,91.5171795418336
2023-07-06,90.28046089937638
2023-07-07,89.04374225691917
2023-07-08,81.62343040217591
2023-07-09,91.5171795418336
2023-07-10,95.22733546920523
2023-07-11,87.80702361446197
2023-07-12,85.33358632954754
2023-07-13,85.33358632954754
2023-07-14,84.09686768709034
2023-07-15,70.49296262006101
2023-07-16,82.86014904463312
2023-07-17,87.80702361446197
2023-07-18,84.09686768709034
2023-07-19,80.3867117597187
2023-07-20,75.43983718988986
2023-07-21,65.54608805023217
2023-07-22,60.59921348040333
2023-07-23,72.96639990497543
2023-07-24,77.91327447480428
2023-07-25,85.33358632954754
2023-07-26,76.67655583234706
2023-07-27,72.96639990497543
2023-07-28,69.2562439776038
2023-07-29,59.362494837946116
2023-07-30,68.0195253351466
2023-07-31,75.43983718988986
2023-08-01,81.62343040217591
2023-08-02,72.96639990497543
2023-08-03,72.96639990497543
2023-08-04,70.49296262006101
2023-08-05,56.88905755303169
2023-08-06,69.2562439776038
2023-08-07,79.14999311726149
2023-08-08,80.3867117597187
2023-08-09,76.67655583234706
2023-08-10,72.96639990497543
2023-08-11,66.78280669268938
2023-08-12,60.59921348040333
2023-08-13,68.0195253351466
2023-08-14,72.96639990497543
2023-08-15,75.43983718988986
2023-08-16,81.62343040217591
2023-08-17,77.91327447480428
2023-08-18,63.072650765317746
2023-08-19,69.2562439776038
2023-08-20,65.54608805023217
2023-08-21,65.54608805023217
2023-08-22,71.72968126251823
2023-08-23,69.2562439776038
2023-08-24,68.0195253351466
2023-08-25,58.1257761954889
2023-08-26,53.17890162566006
2023-08-27,65.54608805023217
2023-08-28,70.49296262006101
2023-08-29,74.20311854743264
2023-08-30,68.0195253351466
2023-08-31,72.96639990497543
2023-09-01,61.83593212286054
2023-09-02,55.652338910574485
2023-09-03,58.1257761954889
2023-09-04,75.43983718988986
2023-09-05,75.43983718988986
2023-09-06,70.49296262006101
2023-09-07,70.49296262006101
2023-09-08,65.54608805023217
2023-09-09,61.83593212286054
2023-09-10,69.2562439776038
2023-09-11,71.72968126251823
2023-09-12,70.49296262006101
2023-09-13,71.72968126251823
2023-09-14,66.78280669268938
2023-09-15,61.83593212286054
2023-09-16,58.1257761954889
2023-09-17,68.0195253351466
2023-09-18,70.49296262006101
2023-09-19,75.43983718988986
2023-09-20,68.0195253351466
2023-09-21,66.78280669268938
2023-09-22,60.59921348040333
2023-09-23,61.83593212286054
2023-09-24,68.0195253351466
2023-09-25,70.49296262006101
2023-09-26,76.67655583234706
2023-09-27,69.2562439776038
2023-09-28,69.2562439776038
2023-09-29,61.83593212286054
2023-09-30,58.1257761954889
2023-10-01,59.362494837946116
2023-10-02,70.49296262006101
2023-10-03,72.96639990497543
2023-10-04,77.91327447480428
2023-10-05,70.49296262006101
2023-10-06,60.59921348040333
2023-10-07,56.88905755303169
2023-10-08,59.362494837946116
2023-10-09,71.72968126251823
2023-10-10,71.72968126251823
2023-10-11,69.2562439776038
2023-10-12,64.30936940777497
2023-10-13,59.362494837946116
2023-10-14,55.652338910574485
2023-10-15,66.78280669268938
2023-10-16,66.78280669268938
2023-10-17,71.72968126251823
2023-10-18,72.96639990497543
2023-10-19,66.78280669268938
2023-10-20,59.362494837946116
2023-10-21,53.17890162566006
2023-10-22,60.59921348040333
2023-10-23,66.78280669268938
2023-10-24,69.2562439776038
2023-10-25,65.54608805023217
2023-10-26,64.30936940777497
2023-10-27,53.17890162566006
2023-10-28,51.942182983202855
2023-10-29,51.942182983202855
2023-10-30,64.30936940777497
2023-10-31,64.30936940777497
2023-11-01,63.072650765317746
2023-11-02,65.54608805023217
2023-11-03,59.362494837946116
2023-11-04,59.362494837946116
2023-11-05,64.30936940777497
2023-11-06,75.43983718988986
2023-11-07,82.86014904463312
2023-11-08,74.20311854743264
2023-11-09,72.96639990497543
2023-11-10,70.49296262006101
2023-11-11,63.072650765317746
2023-11-12,74.20311854743264
2023-11-13,75.43983718988986
2023-11-14,77.91327447480428
2023-11-15,75.43983718988986
2023-11-16,72.96639990497543
2023-11-17,65.54608805023217
2023-11-18,60.59921348040333
2023-11-19,65.54608805023217
2023-11-20,69.2562439776038
2023-11-21,70.49296262006101
2023-11-22,70.49296262006101
2023-11-23,61.83593212286054
2023-11-24,80.3867117597187
2023-11-25,74.20311854743264
2023-11-26,80.3867117597187
2023-11-27,91.5171795418336
2023-11-28,123.67186424572108
2023-11-29,95.22733546920523
2023-11-30,76.67655583234706
2023-12-01,65.54608805023217
2023-12-02,68.0195253351466
2023-12-03,76.67655583234706
2023-12-04,86.57030497200475
2023-12-05,82.86014904463312
2023-12-06,81.62343040217591
2023-12-07,69.2562439776038
2023-12-08,66.78280669268938
2023-12-09,60.59921348040333
2023-12-10,69.2562439776038
2023-12-11,72.96639990497543
2023-12-12,77.91327447480428
2023-12-13,72.96639990497543
2023-12-14,64.30936940777497
2023-12-15,66.78280669268938
2023-12-16,65.54608805023217
2023-12-17,74.20311854743264
2023-12-18,74.20311854743264
2023-12-19,77.91327447480428
2023-12-20,72.96639990497543
2023-12-21,68.0195253351466
2023-12-22,63.37948577523393
2023-12-23,61.733927731664195
2023-12-24,57.824452323296114
2023-12-25,63.37948577523393
2023-12-26,86.42749882432987
2023-12-27,94.24644964106602
2023-12-28,87.55945750672905
2023-12-29,86.42749882432987
2023-12-30,83.64998209836097
2023-12-31,75.21267196039621
2024-01-01,81.8996640947332
2024-01-02,99.90624305306189
2024-01-03,102.6837597790308
2024-01-04,102.6837597790308
2024-01-05,97.12872632709298
2024-01-06,95.37840832346521
2024-01-07,102.6837597790308
2024-01-08,98.77428437066271
2024-01-09,99.28788373183329
2024-01-10,100.41984241423245
2024-01-11,91.46893291509713
2024-01-12,77.99018868636512
2024-01-13,74.08071327799703
2024-01-14,76.85823000396594
2024-01-15,80.25410605116346
2024-01-16,84.16358145953154
2024-01-17,86.94109818550044
2024-01-18,80.25410605116346
2024-01-19,77.99018868636512
2024-01-20,79.12214736876429
2024-01-21,81.14869906494934
2024-01-22,84.23029523197273
2024-01-23,93.47508373304292
2024-01-24,102.7198722341131
2024-01-25,87.31189139899614
2024-01-26,88.33909012133726
2024-01-27,96.55667990006631
2024-01-28,95.52948117772517
2024-01-29,93.47508373304292
2024-01-30,99.6382760670897
2024-01-31,96.55667990006631
2024-02-01,89.36628884367839
2024-02-02,88.33909012133726
2024-02-03,87.31189139899614
2024-02-04,98.61107734474857
2024-02-05,92.44788501070178
2024-02-06,97.58387862240744
2024-02-07,95.52948117772517
2024-02-08,95.52948117772517
2024-02-09,91.42068628836066
2024-02-10,87.31189139899614
2024-02-11,84.23029523197273
2024-02-12,76.0127054532437
2024-02-13,85.25749395431387
2024-02-14,77.03990417558482
2024-02-15,78.06710289792595
2024-02-16,79.09430162026709
2024-02-17,73.95830800856143
2024-02-18,83.2030965096316
2024-02-19,94.50228245538405
2024-02-20,89.36628884367839
2024-02-21,85.25749395431387
2024-02-22,81.14869906494934
2024-02-23,79.09430162026709
2024-02-24,76.0127054532437
2024-02-25,86.284692676655
2024-02-26,82.17589778729048
2024-02-27,85.25749395431387
2024-02-28,82.17589778729048
2024-02-29,86.284692676655
2024-03-01,87.31189139899614
2024-03-02,91.42068628836066
2024-03-03,101.69267351177197
2024-03-04,98.61107734474857
2024-03-05,101.69267351177197
2024-03-06,100.66547478943083
2024-03-07,88.33909012133726
2024-03-08,87.31189139899614
2024-03-09,90.39348756601953
2024-03-10,96.55667990006631
2024-03-11,93.47508373304292
2024-03-12,95.52948117772517
2024-03-13,95.52948117772517
2024-03-14,89.36628884367839
2024-03-15,82.17589778729048
2024-03-16,85.25749395431387
2024-03-17,92.44788501070178
2024-03-18,93.47508373304292
2024-03-19,95.52948117772517
2024-03-20,93.47508373304292
2024-03-21,87.31189139899614
2024-03-22,80.12150034260821
2024-03-23,85.25749395431387
2024-03-24,92.44788501070178
2024-03-25,86.284692676655
2024-03-26,88.33909012133726
2024-03-27,90.39348756601953
2024-03-28,87.31189139899614
2024-03-29,80.12150034260821
2024-03-30,74.98550673090256
2024-03-31,85.25749395431387
2024-04-01,91.42068628836066
2024-04-02,91.42068628836066
2024-04-03,91.42068628836066
2024-04-04,83.2030965096316
2024-04-05,79.09430162026709
2024-04-06,74.98550673090256
2024-04-07,79.09430162026709
2024-04-08,76.0127054532437
2024-04-09,84.23029523197273
2024-04-10,86.284692676655
2024-04-11,81.14869906494934
2024-04-12,77.03990417558482
2024-04-13,70.87671184153804
2024-04-14,85.25749395431387
2024-04-15,85.25749395431387
2024-04-16,88.33909012133726
2024-04-17,86.284692676655
2024-04-18,83.2030965096316
2024-04-19,74.98550673090256
2024-04-20,72.9311092862203
2024-04-21,87.31189139899614
2024-04-22,87.31189139899614
2024-04-23,86.284692676655
2024-04-24,80.12150034260821
2024-04-25,83.2030965096316
2024-04-26,74.98550673090256
2024-04-27,71.90391056387917
2024-04-28,83.2030965096316
2024-04-29,82.17589778729048
2024-04-30,90.39348756601953
2024-05-01,85.25749395431387
2024-05-02,83.2030965096316
2024-05-03,76.0127054532437
2024-05-04,73.95830800856143
2024-05-05,85.25749395431387
2024-05-06,86.284692676655
2024-05-07,90.39348756601953
2024-05-08,90.39348756601953
2024-05-09,82.17589778729048
2024-05-10,80.12150034260821
2024-05-11,76.0127054532437
2024-05-12,90.39348756601953
2024-05-13,85.25749395431387
2024-05-14,83.2030965096316
2024-05-15,81.14869906494934
2024-05-16,80.12150034260821
2024-05-17,71.90391056387917
2024-05-18,69.8495131191969
2024-05-19,74.98550673090256
2024-05-20,81.14869906494934
2024-05-21,82.17589778729048
2024-05-22,82.17589778729048
2024-05-23,78.06710289792595
2024-05-24,70.87671184153804
2024-05-25,63.68632078515012
2024-05-26,65.74071822983238
2024-05-27,82.17589778729048
2024-05-28,81.14869906494934
2024-05-29,85.25749395431387
2024-05-30,84.23029523197273
2024-05-31,76.0127054532437
2024-06-01,68.82231439685577
2024-06-02,83.2030965096316
2024-06-03,89.36628884367839
2024-06-04,97.58387862240744
2024-06-05,99.6382760670897
2024-06-06,91.42068628836066
2024-06-07,83.2030965096316
2024-06-08,87.31189139899614
2024-06-09,92.44788501070178
2024-06-10,94.50228245538405
2024-06-11,101.69267351177197
2024-06-12,101.69267351177197
2024-06-13,97.58387862240744
2024-06-14,87.31189139899614
2024-06-15,83.2030965096316
2024-06-16,88.33909012133726
2024-06-17,93.47508373304292
2024-06-18,91.42068628836066
2024-06-19,97.58387862240744
2024-06-20,89.36628884367839
2024-06-21,85.25749395431387
2024-06-22,81.14869906494934
2024-06-23,95.52948117772517
2024-06-24,92.44788501070178
2024-06-25,97.58387862240744
2024-06-26,91.42068628836066
2024-06-27,91.42068628836066
2024-06-28,83.2030965096316
2024-06-29,79.09430162026709
2024-06-30,88.33909012133726
2024-07-01,92.44788501070178
2024-07-02,96.55667990006631
2024-07-03,91.42068628836066
2024-07-04,87.31189139899614
2024-07-05,78.06710289792595
2024-07-06,78.06710289792595
2024-07-07,93.47508373304292
2024-07-08,93.47508373304292
2024-07-09,97.58387862240744
2024-07-10,93.47508373304292
2024-07-11,90.39348756601953
2024-07-12,79.09430162026709
2024-07-13,79.09430162026709
2024-07-14,80.12150034260821
2024-07-15,91.42068628836066
2024-07-16,92.44788501070178
2024-07-17,94.50228245538405
2024-07-18,94.50228245538405
2024-07-19,99.6382760670897
2024-07-20,93.47508373304292
2024-07-21,89.36628884367839
2024-07-22,99.6382760670897
2024-07-23,102.7198722341131
2024-07-24,94.50228245538405
2024-07-25,86.284692676655
2024-07-26,87.31189139899614
2024-07-27,73.95830800856143
2024-07-28,84.23029523197273
2024-07-29,91.42068628836066
2024-07-30,90.39348756601953
2024-07-31,88.33909012133726
2024-08-01,86.284692676655
2024-08-02,82.17589778729048
2024-08-03,82.17589778729048
2024-08-04,99.6382760670897
2024-08-05,94.50228245538405
2024-08-06,92.44788501070178
2024-08-07,95.52948117772517
2024-08-08,88.33909012133726
2024-08-09,83.2030965096316
2024-08-10,70.87671184153804
2024-08-11,92.44788501070178
2024-08-12,86.284692676655
2024-08-13,94.50228245538405
2024-08-14,92.44788501070178
2024-08-15,89.36628884367839
2024-08-16,81.14869906494934
2024-08-17,76.0127054532437
2024-08-18,93.47004790265109
2024-08-19,92.37229221602891
2024-08-20,90.17678084278454
2024-08-21,81.97889167525867
2024-08-22,86.36991442174741
2024-08-23,83.07664736188084
2024-08-24,77.07426956759936
2024-08-25,89.07902515616234
2024-08-26,88.5654257949918
2024-08-27,87.4676701083696
2024-08-28,85.27215873512523
2024-08-29,81.97889167525867
2024-08-30,78.17202525422155
2024-08-31,66.68086902682913
2024-09-01,74.87875819435499
2024-09-02,90.76093716823615
2024-09-03,85.27215873512523
2024-09-04,85.27215873512523
2024-09-05,81.97889167525867
2024-09-06,75.97651388097718
2024-09-07,72.68324682111063
2024-09-08,76.49011324214774
2024-09-09,81.97889167525867
2024-09-10,86.36991442174741
2024-09-11,79.7833803020143
2024-09-12,78.17202525422155
2024-09-13,69.97413608669568
2024-09-14,59.58073554592544
2024-09-15,63.97175829241418
2024-09-16,77.07426956759936
2024-09-17,73.60369700690417
2024-09-18,75.94032230871066
2024-09-19,70.09875905419446
2024-09-20,64.25719579967824
2024-09-21,58.41563254516204
2024-09-22,61.920570497871765
2024-09-23,71.26707170509769
