Time,commoner
2023-05-17,0.0
2023-05-18,17.25
2023-05-19,21.0
2023-05-20,25.6875
2023-05-21,28.9375
2023-05-22,17.75
2023-05-23,23.8125
2023-05-24,17.25
2023-05-25,16.625
2023-05-26,25.375
2023-05-27,26.25
2023-05-28,38.5
2023-05-29,36.75
2023-05-30,31.5
2023-05-31,32.375
2023-06-01,31.5
2023-06-02,28.875
2023-06-03,27.125
2023-06-04,29.75
2023-06-05,30.625
2023-06-06,29.75
2023-06-07,28.875
2023-06-08,22.75
2023-06-09,26.25
2023-06-10,28.875
2023-06-11,24.5
2023-06-12,28.0
2023-06-13,23.625
2023-06-14,26.25
2023-06-15,29.75
2023-06-16,29.75
2023-06-17,31.5
2023-06-18,32.375
2023-06-19,24.5
2023-06-20,26.25
2023-06-21,0.0
2023-06-22,24.5
2023-06-23,20.125
2023-06-24,31.5
2023-06-25,32.375
2023-06-26,28.0
2023-06-27,16.625
2023-06-28,25.375
2023-06-29,31.5
2023-06-30,24.5
2023-07-01,29.75
2023-07-02,25.375
2023-07-03,16.625
2023-07-04,25.375
2023-07-05,31.5
2023-07-06,27.125
2023-07-07,27.125
2023-07-08,45.5
2023-07-09,49.875
2023-07-10,26.25
2023-07-11,30.625
2023-07-12,21.0
2023-07-13,33.25
2023-07-14,22.75
2023-07-15,28.0
2023-07-16,31.5
2023-07-17,19.25
2023-07-18,24.5
2023-07-19,27.125
2023-07-20,0.0
2023-07-21,18.375
2023-07-22,33.25
2023-07-23,62.125
2023-07-24,32.375
2023-07-25,20.125
2023-07-26,26.25
2023-07-27,23.625
2023-07-28,46.375
2023-07-29,48.125
2023-07-30,35.875
2023-07-31,29.75
2023-08-01,22.75
2023-08-02,21.0
2023-08-03,48.125
2023-08-04,23.625
2023-08-05,26.25
2023-08-06,29.75
2023-08-07,16.625
2023-08-08,35.0
2023-08-09,23.625
2023-08-10,31.5
2023-08-11,44.625
2023-08-12,23.625
2023-08-13,32.375
2023-08-14,30.625
2023-08-15,27.125
2023-08-16,35.875
2023-08-17,32.375
2023-08-18,29.75
2023-08-19,29.75
2023-08-20,23.625
2023-08-21,27.125
2023-08-22,28.875
2023-08-23,37.625
2023-08-24,19.25
2023-08-25,24.5
2023-08-26,30.625
2023-08-27,20.125
2023-08-28,26.25
2023-08-29,21.0
2023-08-30,24.5
2023-08-31,27.125
2023-09-01,35.875
2023-09-02,27.125
2023-09-03,0.0
2023-09-04,38.5
2023-09-05,25.375
2023-09-06,25.375
2023-09-07,38.5
2023-09-08,21.875
2023-09-09,28.0
2023-09-10,41.125
2023-09-11,19.25
2023-09-12,24.5
2023-09-13,30.625
2023-09-14,22.75
2023-09-15,31.5
2023-09-16,41.125
2023-09-17,30.625
2023-09-18,24.5
2023-09-19,37.625
2023-09-20,26.25
2023-09-21,28.875
2023-09-22,24.5
2023-09-23,23.625
2023-09-24,34.125
2023-09-25,25.375
2023-09-26,30.625
2023-09-27,20.125
2023-09-28,36.75
2023-09-29,28.0
2023-09-30,0.0
2023-10-01,0.0
2023-10-02,43.75
2023-10-03,35.875
2023-10-04,24.5
2023-10-05,21.875
2023-10-06,30.625
2023-10-07,28.0
2023-10-08,28.875
2023-10-09,31.5
2023-10-10,39.375
2023-10-11,21.875
2023-10-12,37.625
2023-10-13,45.5
2023-10-14,33.25
2023-10-15,22.75
2023-10-16,36.75
2023-10-17,26.25
2023-10-18,25.375
2023-10-19,0.0
2023-10-20,28.0
2023-10-21,36.75
2023-10-22,28.875
2023-10-23,33.25
2023-10-24,23.625
2023-10-25,36.75
2023-10-26,17.5
2023-10-27,20.125
2023-10-28,0.0
2023-10-29,22.75
2023-10-30,44.625
2023-10-31,0.0
2023-11-01,28.0
2023-11-02,38.5
2023-11-03,29.75
2023-11-04,21.875
2023-11-05,36.75
2023-11-06,30.625
2023-11-07,23.625
2023-11-08,21.875
2023-11-09,28.0
2023-11-10,21.875
2023-11-11,28.0
2023-11-12,24.5
2023-11-13,32.375
2023-11-14,42.875
2023-11-15,21.875
2023-11-16,42.875
2023-11-17,23.625
2023-11-18,37.625
2023-11-19,29.75
2023-11-20,33.25
2023-11-21,21.875
2023-11-22,24.5
2023-11-23,0.0
2023-11-24,22.75
2023-11-25,33.25
2023-11-26,37.625
2023-11-27,23.625
2023-11-28,39.375
2023-11-29,25.375
2023-11-30,47.25
2023-12-01,24.5
2023-12-02,34.125
2023-12-03,35.0
2023-12-04,38.5
2023-12-05,29.75
2023-12-06,35.875
2023-12-07,23.625
2023-12-08,21.0
2023-12-09,19.25
2023-12-10,23.625
2023-12-11,29.75
2023-12-12,27.125
2023-12-13,17.5
2023-12-14,23.625
2023-12-15,34.125
2023-12-16,30.625
2023-12-17,42.875
2023-12-18,45.5
2023-12-19,28.0
2023-12-20,35.0
2023-12-21,28.0
2023-12-22,21.146083476272157
2023-12-23,37.44314608347628
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,29.846054888507723
2023-12-27,21.146083476272157
2023-12-28,0.0
2023-12-29,33.259505431675244
2023-12-30,31.719125214408237
2023-12-31,32.48931532304174
2024-01-01,30.616244997141223
2024-01-02,22.686463693539167
2024-01-03,23.45665380217267
2024-01-04,37.00564608347628
2024-01-05,38.21333619210978
2024-01-06,31.38643510577473
2024-01-07,42.729666952544314
2024-01-08,24.226843910806174
2024-01-09,31.719125214408237
2024-01-10,27.202794453973702
2024-01-11,29.075864779874216
2024-01-12,22.686463693539167
2024-01-13,44.60273727844483
2024-01-14,30.616244997141223
2024-01-15,32.48931532304174
2024-01-16,16.629752715837622
2024-01-17,39.31621640937679
2024-01-18,43.83254716981132
2024-01-19,31.38643510577473
2024-01-20,32.60363064608348
2024-01-21,25.949828473413383
2024-01-22,37.26129216695255
2024-01-23,21.957547169811324
2024-01-24,22.622927387078335
2024-01-25,26.61520869068039
2024-01-26,25.949828473413383
2024-01-27,28.61134934248142
2024-01-28,32.60363064608348
2024-01-29,21.292166952544314
2024-01-30,27.94596912521441
2024-01-31,25.949828473413383
2024-02-01,45.24585477415667
2024-02-02,26.61520869068039
2024-02-03,25.284448256146373
2024-02-04,25.949828473413383
2024-02-05,35.93053173241853
2024-02-06,40.5881932532876
2024-02-07,25.949828473413383
2024-02-08,31.93825042881647
2024-02-09,20.626786735277303
2024-02-10,25.284448256146373
2024-02-11,27.94596912521441
2024-02-12,33.26901086335049
2024-02-13,35.26515151515152
2024-02-14,30.60748999428245
2024-02-15,26.61520869068039
2024-02-16,17.965265866209265
2024-02-17,35.93053173241853
2024-02-18,39.25743281875358
2024-02-19,30.60748999428245
2024-02-20,33.9343910806175
2024-02-21,27.2805889079474
2024-02-22,25.949828473413383
2024-02-23,38.59205260148657
2024-02-24,31.27287021154946
2024-02-25,37.92667238421956
2024-02-26,31.93825042881647
2024-02-27,21.957547169811324
2024-02-28,43.91509433962265
2024-02-29,35.26515151515152
2024-03-01,43.249714122355634
2024-03-02,45.911234991423676
2024-03-03,33.9343910806175
2024-03-04,21.957547169811324
2024-03-05,19.961406518010293
2024-03-06,66.53802172670098
2024-03-07,45.911234991423676
2024-03-08,31.27287021154946
2024-03-09,24.619068038879362
2024-03-10,35.93053173241853
2024-03-11,41.253573470554606
2024-03-12,32.60363064608348
2024-03-13,49.238136077758725
2024-03-14,27.94596912521441
2024-03-15,31.93825042881647
2024-03-16,33.9343910806175
2024-03-17,33.9343910806175
2024-03-18,29.276729559748432
2024-03-19,0.0
2024-03-20,25.284448256146373
2024-03-21,35.93053173241853
2024-03-22,41.91895368782162
2024-03-23,61.88036020583191
2024-03-24,43.91509433962265
2024-03-25,34.59977129788451
2024-03-26,40.5881932532876
2024-03-27,27.94596912521441
2024-03-28,36.59591194968554
2024-03-29,20.626786735277303
2024-03-30,27.2805889079474
2024-03-31,47.2419954259577
2024-04-01,29.276729559748432
2024-04-02,23.953687821612352
2024-04-03,23.28830760434534
2024-04-04,25.949828473413383
2024-04-05,31.93825042881647
2024-04-06,25.284448256146373
2024-04-07,43.249714122355634
2024-04-08,21.957547169811324
2024-04-09,23.28830760434534
2024-04-10,27.94596912521441
2024-04-11,31.27287021154946
2024-04-12,27.2805889079474
2024-04-13,31.93825042881647
2024-04-14,30.60748999428245
2024-04-15,32.60363064608348
2024-04-16,24.619068038879362
2024-04-17,34.59977129788451
2024-04-18,34.59977129788451
2024-04-19,31.93825042881647
2024-04-20,29.942109777015443
2024-04-21,31.27287021154946
2024-04-22,27.2805889079474
2024-04-23,27.94596912521441
2024-04-24,30.60748999428245
2024-04-25,21.957547169811324
2024-04-26,34.59977129788451
2024-04-27,62.54574042309892
2024-04-28,43.91509433962265
2024-04-29,25.284448256146373
2024-04-30,21.957547169811324
2024-05-01,22.622927387078335
2024-05-02,39.922813036020585
2024-05-03,33.26901086335049
2024-05-04,25.949828473413383
2024-05-05,39.25743281875358
2024-05-06,43.91509433962265
2024-05-07,31.93825042881647
2024-05-08,20.626786735277303
2024-05-09,33.9343910806175
2024-05-10,19.961406518010293
2024-05-11,27.2805889079474
2024-05-12,27.94596912521441
2024-05-13,26.61520869068039
2024-05-14,21.292166952544314
2024-05-15,42.58433390508863
2024-05-16,31.93825042881647
2024-05-17,22.622927387078335
2024-05-18,36.59591194968554
2024-05-19,27.2805889079474
2024-05-20,30.60748999428245
2024-05-21,25.949828473413383
2024-05-22,19.296026300743286
2024-05-23,24.619068038879362
2024-05-24,22.622927387078335
2024-05-25,30.60748999428245
2024-05-26,29.942109777015443
2024-05-27,44.580474556889655
2024-05-28,31.27287021154946
2024-05-29,27.2805889079474
2024-05-30,49.90351629502573
2024-05-31,30.60748999428245
2024-06-01,37.92667238421956
2024-06-02,29.276729559748432
2024-06-03,17.299885648942254
2024-06-04,25.284448256146373
2024-06-05,20.626786735277303
2024-06-06,21.292166952544314
2024-06-07,22.622927387078335
2024-06-08,29.276729559748432
2024-06-09,37.26129216695255
2024-06-10,33.26901086335049
2024-06-11,21.292166952544314
2024-06-12,21.292166952544314
2024-06-13,25.284448256146373
2024-06-14,27.2805889079474
2024-06-15,41.253573470554606
2024-06-16,31.27287021154946
2024-06-17,26.61520869068039
2024-06-18,0.0
2024-06-19,26.61520869068039
2024-06-20,22.622927387078335
2024-06-21,19.961406518010293
2024-06-22,27.2805889079474
2024-06-23,0.0
2024-06-24,25.284448256146373
2024-06-25,23.953687821612352
2024-06-26,19.296026300743286
2024-06-27,29.942109777015443
2024-06-28,25.949828473413383
2024-06-29,23.28830760434534
2024-06-30,0.0
2024-07-01,32.60363064608348
2024-07-02,0.0
2024-07-03,18.630646083476275
2024-07-04,27.94596912521441
2024-07-05,25.949828473413383
2024-07-06,23.953687821612352
2024-07-07,25.284448256146373
2024-07-08,29.942109777015443
2024-07-09,19.296026300743286
2024-07-10,33.9343910806175
2024-07-11,25.284448256146373
2024-07-12,39.922813036020585
2024-07-13,26.61520869068039
2024-07-14,25.949828473413383
2024-07-15,23.953687821612352
2024-07-16,24.619068038879362
2024-07-17,21.957547169811324
2024-07-18,0.0
2024-07-19,0.0
2024-07-20,33.26901086335049
2024-07-21,40.5881932532876
2024-07-22,23.953687821612352
2024-07-23,17.299885648942254
2024-07-24,19.296026300743286
2024-07-25,19.296026300743286
2024-07-26,22.622927387078335
2024-07-27,21.292166952544314
2024-07-28,31.27287021154946
2024-07-29,19.961406518010293
2024-07-30,17.965265866209265
2024-07-31,0.0
2024-08-01,19.961406518010293
2024-08-02,0.0
2024-08-03,33.26901086335049
2024-08-04,29.942109777015443
2024-08-05,0.0
2024-08-06,0.0
2024-08-07,23.953687821612352
2024-08-08,27.2805889079474
2024-08-09,18.630646083476275
2024-08-10,31.93825042881647
2024-08-11,37.26129216695255
2024-08-12,26.61520869068039
2024-08-13,41.253573470554606
2024-08-14,31.27287021154946
2024-08-15,29.276729559748432
2024-08-16,23.28830760434534
2024-08-17,37.92667238421956
2024-08-18,26.89671570567797
2024-08-19,22.635723160487316
2024-08-20,33.57610942516604
2024-08-21,34.996440273562925
2024-08-22,24.0560540088842
2024-08-23,39.25743281875358
2024-08-24,34.996440273562925
2024-08-25,39.590122927387085
2024-08-26,0.0
2024-08-27,57.63216343405023
2024-08-28,28.317046554074857
2024-08-29,39.25743281875358
2024-08-30,36.0840810133263
2024-08-31,34.66375016492941
2024-09-01,30.07006751110525
2024-09-02,21.21539231209043
2024-09-03,24.0560540088842
2024-09-04,15.534068918502882
2024-09-05,19.462371355060036
2024-09-06,15.534068918502882
2024-09-07,28.649736662708364
2024-09-08,33.243419316532524
2024-09-09,31.490398359502137
2024-09-10,19.795061463693543
2024-09-11,26.89671570567797
2024-09-12,36.74946123059331
2024-09-13,19.795061463693543
2024-09-14,20.882702203456923
2024-09-15,25.80907496591459
2024-09-16,16.608913884857284
2024-09-17,27.178222720675553
2024-09-18,27.178222720675553
2024-09-19,34.72772903197432
2024-09-20,18.118815147117036
2024-09-21,36.23763029423407
2024-09-22,39.25743281875358
2024-09-23,24.158420196156047
2024-09-24,27.178222720675553
2024-09-25,34.72772903197432
2024-09-26,36.23763029423407
2024-09-27,24.158420196156047
2024-09-28,45.29703786779259
2024-09-29,33.21782776971457
2024-09-30,16.608913884857284
2024-10-01,28.688123982935306
2024-10-02,25.6683214584158
2024-10-03,25.6683214584158
2024-10-04,34.72772903197432
2024-10-05,31.70792650745481
2024-10-06,28.688123982935306
2024-10-07,28.688123982935306
2024-10-08,27.178222720675553
2024-10-09,21.138617671636542
2024-10-10,0.0
2024-10-11,0.0
2024-10-12,34.72772903197432
2024-10-13,33.21782776971457
2024-10-14,28.688123982935306
2024-10-15,21.138617671636542
2024-10-16,21.138617671636542
2024-10-17,31.70792650745481
2024-10-18,28.688123982935306
2024-10-19,22.648518933896295
2024-10-20,21.138617671636542
2024-10-21,36.23763029423407
2024-10-22,24.158420196156047
2024-10-23,25.6683214584158
2024-10-24,30.19802524519506
2024-10-25,33.21782776971457
2024-10-26,0.0
2024-10-27,25.6683214584158
2024-10-28,22.648518933896295
2024-10-29,24.158420196156047
2024-10-30,0.0
2024-10-31,22.648518933896295
2024-11-01,72.47526058846815
2024-11-02,64.92575427716937
2024-11-03,0.0
2024-11-04,31.70792650745481
2024-11-05,21.138617671636542
2024-11-06,0.0
2024-11-07,19.62871640937679
2024-11-08,24.158420196156047
2024-11-09,51.3366429168316
2024-11-10,31.70792650745481
2024-11-11,16.608913884857284
2024-11-12,36.23763029423407
2024-11-13,34.72772903197432
2024-11-14,34.72772903197432
2024-11-15,34.72772903197432
2024-11-16,24.158420196156047
2024-11-17,150.9901262259753
2024-11-18,72.47526058846815
2024-11-19,30.19802524519506
2024-11-20,28.688123982935306
2024-11-21,34.72772903197432
2024-11-22,28.688123982935306
2024-11-23,19.62871640937679
2024-11-24,18.118815147117036
2024-11-25,27.178222720675553
2024-11-26,0.0
2024-11-27,27.178222720675553
2024-11-28,0.0
2024-11-29,33.21782776971457
2024-11-30,22.648518933896295
2024-12-01,31.70792650745481
2024-12-02,0.0
2024-12-03,33.21782776971457
2024-12-04,33.21782776971457
2024-12-05,22.648518933896295
2024-12-06,16.608913884857284
2024-12-07,36.23763029423407
2024-12-08,33.21782776971457
2024-12-09,22.648518933896295
2024-12-10,33.21782776971457
2024-12-11,30.19802524519506
2024-12-12,22.648518933896295
2024-12-13,18.118815147117036
2024-12-14,24.158420196156047
2024-12-15,0.0
2024-12-16,22.648518933896295
2024-12-17,19.62871640937679
2024-12-18,18.118815147117036
2024-12-19,45.29703786779259
2024-12-20,49.82674165457185
2024-12-21,46.80693913005234
2024-12-22,36.23763029423407
2024-12-23,31.70792650745481
2024-12-24,24.158420196156047
2024-12-25,22.648518933896295
2024-12-26,25.6683214584158
2024-12-27,33.21782776971457
2024-12-28,0.0
2024-12-29,22.648518933896295
2024-12-30,31.70792650745481
2024-12-31,24.158420196156047
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,25.6683214584158
2025-01-04,28.688123982935306
2025-01-05,21.138617671636542
2025-01-06,24.158420196156047
2025-01-07,21.138617671636542
2025-01-08,28.688123982935306
2025-01-09,31.70792650745481
2025-01-10,22.648518933896295
2025-01-11,42.277235343273084
2025-01-12,27.178222720675553
2025-01-13,25.6683214584158
2025-01-14,33.21782776971457
2025-01-15,19.62871640937679
2025-01-16,33.21782776971457
2025-01-17,28.688123982935306
2025-01-18,25.6683214584158
2025-01-19,24.158420196156047
2025-01-20,18.118815147117036
2025-01-21,21.138617671636542
2025-01-22,22.648518933896295
2025-01-23,43.78713660553284
2025-01-24,34.72772903197432
2025-01-25,21.138617671636542
2025-01-26,28.688123982935306
2025-01-27,18.118815147117036
2025-01-28,28.688123982935306
2025-01-29,25.6683214584158
2025-01-30,28.688123982935306
2025-01-31,30.19802524519506
2025-02-01,30.19802524519506
2025-02-02,39.25743281875358
2025-02-03,15.09901262259753
