Time,dicks_sporting_goods
2022-09-08,46.1875
2022-09-09,46.1875
2022-09-10,61.140625
2022-09-11,58.3984375
2022-09-12,41.703125
2022-09-13,47.1015625
2022-09-14,43.03125
2022-09-15,49.84375
2022-09-16,52.0859375
2022-09-17,62.0546875
2022-09-18,57.0703125
2022-09-19,43.9453125
2022-09-20,43.9453125
2022-09-21,41.203125
2022-09-22,44.859375
2022-09-23,48.9296875
2022-09-24,59.8125
2022-09-25,58.3984375
2022-09-26,43.9453125
2022-09-27,41.203125
2022-09-28,44.71875
2022-09-29,47.203125
2022-09-30,47.203125
2022-10-01,57.140625
2022-10-02,58.796875
2022-10-03,41.40625
2022-10-04,43.0625
2022-10-05,48.859375
2022-10-06,44.71875
2022-10-07,48.859375
2022-10-08,56.3125
2022-10-09,53.828125
2022-10-10,21.53125
2022-10-11,11.59375
2022-10-12,12.421875
2022-10-13,11.59375
2022-10-14,13.25
2022-10-15,14.90625
2022-10-16,14.078125
2022-10-17,12.421875
2022-10-18,12.421875
2022-10-19,11.59375
2022-10-20,10.765625
2022-10-21,11.59375
2022-10-22,14.90625
2022-10-23,13.25
2022-10-24,10.765625
2022-10-25,10.765625
2022-10-26,9.9375
2022-10-27,9.9375
2022-10-28,10.765625
2022-10-29,13.25
2022-10-30,11.59375
2022-10-31,8.28125
2022-11-01,8.28125
2022-11-02,9.109375
2022-11-03,9.9375
2022-11-04,10.765625
2022-11-05,14.078125
2022-11-06,14.078125
2022-11-07,9.9375
2022-11-08,9.9375
2022-11-09,9.9375
2022-11-10,9.9375
2022-11-11,13.25
2022-11-12,14.90625
2022-11-13,15.734375
2022-11-14,11.59375
2022-11-15,12.421875
2022-11-16,13.25
2022-11-17,13.25
2022-11-18,14.078125
2022-11-19,17.390625
2022-11-20,17.390625
2022-11-21,14.90625
2022-11-22,14.90625
2022-11-23,16.5625
2022-11-24,17.390625
2022-11-25,38.09375
2022-11-26,22.359375
2022-11-27,19.875
2022-11-28,20.703125
2022-11-29,17.390625
2022-11-30,13.25
2022-12-01,14.078125
2022-12-02,14.078125
2022-12-03,17.390625
2022-12-04,19.046875
2022-12-05,15.734375
2022-12-06,14.078125
2022-12-07,15.734375
2022-12-08,15.734375
2022-12-09,15.734375
2022-12-10,21.53125
2022-12-11,22.359375
2022-12-12,19.046875
2022-12-13,18.21875
2022-12-14,19.046875
2022-12-15,19.046875
2022-12-16,21.53125
2022-12-17,26.5
2022-12-18,24.84375
2022-12-19,25.671875
2022-12-20,25.671875
2022-12-21,25.671875
2022-12-22,26.5
2022-12-23,28.15625
2022-12-24,26.5
2022-12-25,14.078125
2022-12-26,24.84375
2022-12-27,18.21875
2022-12-28,17.390625
2022-12-29,16.5625
2022-12-30,16.5625
2022-12-31,15.734375
2023-01-01,15.734375
2023-01-02,14.90625
2023-01-03,10.765625
2023-01-04,11.59375
2023-01-05,12.421875
2023-01-06,13.25
2023-01-07,15.734375
2023-01-08,14.90625
2023-01-09,12.421875
2023-01-10,10.765625
2023-01-11,11.59375
2023-01-12,9.9375
2023-01-13,12.421875
2023-01-14,15.734375
2023-01-15,14.078125
2023-01-16,13.25
2023-01-17,9.9375
2023-01-18,9.9375
2023-01-19,10.765625
2023-01-20,9.9375
2023-01-21,13.25
2023-01-22,14.078125
2023-01-23,9.9375
2023-01-24,9.9375
2023-01-25,9.9375
2023-01-26,9.9375
2023-01-27,10.765625
2023-01-28,12.421875
2023-01-29,12.421875
2023-01-30,11.59375
2023-01-31,9.9375
2023-02-01,9.9375
2023-02-02,9.9375
2023-02-03,10.765625
2023-02-04,14.078125
2023-02-05,14.90625
2023-02-06,10.765625
2023-02-07,10.765625
2023-02-08,9.9375
2023-02-09,10.765625
2023-02-10,10.765625
2023-02-11,15.734375
2023-02-12,13.25
2023-02-13,9.9375
2023-02-14,10.765625
2023-02-15,10.765625
2023-02-16,9.109375
2023-02-17,11.59375
2023-02-18,15.734375
2023-02-19,15.734375
2023-02-20,13.25
2023-02-21,10.765625
2023-02-22,10.765625
2023-02-23,12.421875
2023-02-24,14.90625
2023-02-25,17.390625
2023-02-26,19.046875
2023-02-27,13.25
2023-02-28,15.734375
2023-03-01,16.5625
2023-03-02,19.046875
2023-03-03,19.046875
2023-03-04,22.359375
2023-03-05,21.53125
2023-03-06,15.734375
2023-03-07,15.734375
2023-03-08,19.046875
2023-03-09,19.046875
2023-03-10,19.875
2023-03-11,23.1875
2023-03-12,49.6875
2023-03-13,38.921875
2023-03-14,41.40625
2023-03-15,38.09375
2023-03-16,41.40625
2023-03-17,41.40625
2023-03-18,51.34375
2023-03-19,59.625
2023-03-20,48.859375
2023-03-21,39.75
2023-03-22,36.4375
2023-03-23,38.09375
2023-03-24,42.234375
2023-03-25,52.171875
2023-03-26,57.96875
2023-03-27,43.0625
2023-03-28,39.75
2023-03-29,39.75
2023-03-30,38.921875
2023-03-31,42.234375
2023-04-01,53.0
2023-04-02,55.484375
2023-04-03,41.40625
2023-04-04,38.921875
2023-04-05,40.578125
2023-04-06,44.71875
2023-04-07,51.34375
2023-04-08,58.796875
2023-04-09,56.3125
2023-04-10,45.546875
2023-04-11,48.859375
2023-04-12,45.546875
2023-04-13,45.546875
2023-04-14,43.890625
2023-04-15,57.96875
2023-04-16,62.9375
2023-04-17,38.09375
2023-04-18,38.09375
2023-04-19,41.40625
2023-04-20,42.234375
2023-04-21,43.0625
2023-04-22,59.625
2023-04-23,58.796875
2023-04-24,38.921875
2023-04-25,37.265625
2023-04-26,39.762939453125
2023-04-27,34.535400390625
2023-04-28,39.348876953125
2023-04-29,54.759765625
2023-04-30,53.659912109375
2023-05-01,42.790771484375
2023-05-02,38.6630859375
2023-05-03,49.1181640625
2023-05-04,39.762939453125
2023-05-05,42.790771484375
2023-05-06,56.273681640625
2023-05-07,58.887451171875
2023-05-08,46.50439453125
2023-05-09,42.376708984375
2023-05-10,43.890625
2023-05-11,43.890625
2023-05-12,48.432373046875
2023-05-13,61.915283203125
2023-05-14,59.301513671875
2023-05-15,44.990478515625
2023-05-16,43.4765625
2023-05-17,43.4765625
2023-05-18,42.376708984375
2023-05-19,46.50439453125
2023-05-20,64.529052734375
2023-05-21,64.529052734375
2023-05-22,42.790771484375
2023-05-23,43.890625
2023-05-24,48.018310546875
2023-05-25,46.91845703125
2023-05-26,56.23486328125
2023-05-27,64.46435546875
2023-05-28,67.20751953125
2023-05-29,68.5791015625
2023-05-30,48.00537109375
2023-05-31,43.890625
2023-06-01,52.1201171875
2023-06-02,53.49169921875
2023-06-03,69.95068359375
2023-06-04,67.20751953125
2023-06-05,50.74853515625
2023-06-06,49.376953125
2023-06-07,46.6337890625
2023-06-08,48.00537109375
2023-06-09,52.1201171875
2023-06-10,60.349609375
2023-06-11,67.20751953125
2023-06-12,48.00537109375
2023-06-13,57.6064453125
2023-06-14,50.74853515625
2023-06-15,57.6064453125
2023-06-16,69.95068359375
2023-06-17,80.92333984375
2023-06-18,82.294921875
2023-06-19,58.97802734375
2023-06-20,50.74853515625
2023-06-21,49.376953125
2023-06-22,43.890625
2023-06-23,57.6064453125
2023-06-24,60.349609375
2023-06-25,67.20751953125
2023-06-26,50.74853515625
2023-06-27,48.00537109375
2023-06-28,46.6337890625
2023-06-29,48.00537109375
2023-06-30,52.1201171875
2023-07-01,63.0927734375
2023-07-02,68.5791015625
2023-07-03,58.97802734375
2023-07-04,63.0927734375
2023-07-05,45.26220703125
2023-07-06,48.00537109375
2023-07-07,54.86328125
2023-07-08,56.23486328125
2023-07-09,68.5791015625
2023-07-10,50.74853515625
2023-07-11,49.376953125
2023-07-12,46.6337890625
2023-07-13,24.6884765625
2023-07-14,17.83056640625
2023-07-15,19.2021484375
2023-07-16,19.2021484375
2023-07-17,15.08740234375
2023-07-18,16.458984375
2023-07-19,16.458984375
2023-07-20,16.458984375
2023-07-21,17.83056640625
2023-07-22,19.2021484375
2023-07-23,20.57373046875
2023-07-24,16.458984375
2023-07-25,15.08740234375
2023-07-26,15.08740234375
2023-07-27,15.08740234375
2023-07-28,16.458984375
2023-07-29,20.57373046875
2023-07-30,19.2021484375
2023-07-31,16.458984375
2023-08-01,16.458984375
2023-08-02,15.08740234375
2023-08-03,16.458984375
2023-08-04,17.83056640625
2023-08-05,19.2021484375
2023-08-06,21.9453125
2023-08-07,16.458984375
2023-08-08,16.458984375
2023-08-09,17.83056640625
2023-08-10,16.458984375
2023-08-11,16.458984375
2023-08-12,20.57373046875
2023-08-13,23.31689453125
2023-08-14,16.458984375
2023-08-15,16.458984375
2023-08-16,16.458984375
2023-08-17,15.08740234375
2023-08-18,16.458984375
2023-08-19,20.57373046875
2023-08-20,19.2021484375
2023-08-21,15.08740234375
2023-08-22,17.83056640625
2023-08-23,17.83056640625
2023-08-24,15.08740234375
2023-08-25,16.458984375
2023-08-26,19.2021484375
2023-08-27,20.57373046875
2023-08-28,15.08740234375
2023-08-29,13.7158203125
2023-08-30,13.7158203125
2023-08-31,13.7158203125
2023-09-01,16.458984375
2023-09-02,19.2021484375
2023-09-03,19.2021484375
2023-09-04,21.9453125
2023-09-05,13.7158203125
2023-09-06,12.34423828125
2023-09-07,12.34423828125
2023-09-08,13.7158203125
2023-09-09,17.83056640625
2023-09-10,15.08740234375
2023-09-11,12.34423828125
2023-09-12,10.97265625
2023-09-13,12.34423828125
2023-09-14,12.34423828125
2023-09-15,12.34423828125
2023-09-16,15.08740234375
2023-09-17,15.08740234375
2023-09-18,10.97265625
2023-09-19,10.97265625
2023-09-20,10.97265625
2023-09-21,10.97265625
2023-09-22,13.7158203125
2023-09-23,15.08740234375
2023-09-24,12.34423828125
2023-09-25,10.97265625
2023-09-26,10.97265625
2023-09-27,10.97265625
2023-09-28,9.60107421875
2023-09-29,10.97265625
2023-09-30,13.7158203125
2023-10-01,12.34423828125
2023-10-02,10.97265625
2023-10-03,9.60107421875
2023-10-04,9.60107421875
2023-10-05,10.97265625
2023-10-06,12.34423828125
2023-10-07,13.7158203125
2023-10-08,13.7158203125
2023-10-09,10.97265625
2023-10-10,10.97265625
2023-10-11,9.60107421875
2023-10-12,10.97265625
2023-10-13,10.97265625
2023-10-14,13.7158203125
2023-10-15,12.34423828125
2023-10-16,10.97265625
2023-10-17,10.97265625
2023-10-18,10.97265625
2023-10-19,9.60107421875
2023-10-20,9.60107421875
2023-10-21,13.7158203125
2023-10-22,12.34423828125
2023-10-23,10.97265625
2023-10-24,10.97265625
2023-10-25,10.97265625
2023-10-26,10.97265625
2023-10-27,10.97265625
2023-10-28,12.34423828125
2023-10-29,12.34423828125
2023-10-30,10.97265625
2023-10-31,9.60107421875
2023-11-01,9.60107421875
2023-11-02,10.97265625
2023-11-03,13.7158203125
2023-11-04,13.7158203125
2023-11-05,13.7158203125
2023-11-06,9.60107421875
2023-11-07,12.34423828125
2023-11-08,10.97265625
2023-11-09,10.97265625
2023-11-10,13.7158203125
2023-11-11,16.458984375
2023-11-12,15.08740234375
2023-11-13,12.34423828125
2023-11-14,12.34423828125
2023-11-15,12.34423828125
2023-11-16,12.34423828125
2023-11-17,13.7158203125
2023-11-18,16.458984375
2023-11-19,16.458984375
2023-11-20,15.08740234375
2023-11-21,16.458984375
2023-11-22,16.458984375
2023-11-23,19.2021484375
2023-11-24,69.95068359375
2023-11-25,104.240234375
2023-11-26,80.92333984375
2023-11-27,94.63916015625
2023-11-28,64.46435546875
2023-11-29,43.890625
2023-11-30,45.26220703125
2023-12-01,45.26220703125
2023-12-02,54.86328125
2023-12-03,58.97802734375
2023-12-04,46.6337890625
2023-12-05,39.77587890625
2023-12-06,39.77587890625
2023-12-07,38.404296875
2023-12-08,42.51904296875
2023-12-09,53.49169921875
2023-12-10,69.95068359375
2023-12-11,58.97802734375
2023-12-12,49.376953125
2023-12-13,53.49169921875
2023-12-14,60.349609375
2023-12-15,58.97802734375
2023-12-16,79.5517578125
2023-12-17,87.78125
2023-12-18,86.40966796875
2023-12-19,93.267578125
2023-12-20,93.267578125
2023-12-21,102.86865234375
2023-12-22,109.7265625
2023-12-23,137.158203125
2023-12-24,111.09814453125
2023-12-25,56.23486328125
2023-12-26,86.40966796875
2023-12-27,65.8359375
2023-12-28,61.72119140625
2023-12-29,60.349609375
2023-12-30,60.349609375
2023-12-31,61.72119140625
2024-01-01,56.23486328125
2024-01-02,49.376953125
2024-01-03,52.1201171875
2024-01-04,48.00537109375
2024-01-05,53.49169921875
2024-01-06,63.0927734375
2024-01-07,61.72119140625
2024-01-08,49.376953125
2024-01-09,43.890625
2024-01-10,42.51904296875
2024-01-11,46.6337890625
2024-01-12,45.26220703125
2024-01-13,63.0927734375
2024-01-14,60.349609375
2024-01-15,49.376953125
2024-01-16,48.00537109375
2024-01-17,41.1474609375
2024-01-18,41.1474609375
2024-01-19,46.6337890625
2024-01-20,64.46435546875
2024-01-21,56.23486328125
2024-01-22,41.1474609375
2024-01-23,39.77587890625
2024-01-24,39.77587890625
2024-01-25,43.890625
2024-01-26,41.1474609375
2024-01-27,57.6064453125
2024-01-28,54.86328125
2024-01-29,39.77587890625
2024-01-30,43.890625
2024-01-31,43.890625
2024-02-01,45.26220703125
2024-02-02,43.890625
2024-02-03,58.97802734375
2024-02-04,60.349609375
2024-02-05,41.1474609375
2024-02-06,39.77587890625
2024-02-07,39.77587890625
2024-02-08,43.890625
2024-02-09,46.6337890625
2024-02-10,60.349609375
2024-02-11,54.86328125
2024-02-12,35.6611328125
2024-02-13,42.51904296875
2024-02-14,39.77587890625
2024-02-15,45.26220703125
2024-02-16,45.26220703125
2024-02-17,61.72119140625
2024-02-18,63.0927734375
2024-02-19,48.00537109375
2024-02-20,39.77587890625
2024-02-21,39.77587890625
2024-02-22,42.51904296875
2024-02-23,48.00537109375
2024-02-24,61.72119140625
2024-02-25,64.46435546875
2024-02-26,42.51904296875
2024-02-27,42.51904296875
2024-02-28,41.1474609375
2024-02-29,42.51904296875
2024-03-01,46.6337890625
2024-03-02,65.8359375
2024-03-03,61.72119140625
2024-03-04,45.26220703125
2024-03-05,43.890625
2024-03-06,43.890625
2024-03-07,42.51904296875
2024-03-08,46.6337890625
2024-03-09,58.97802734375
2024-03-10,63.0927734375
2024-03-11,46.6337890625
2024-03-12,45.26220703125
2024-03-13,45.26220703125
2024-03-14,45.26220703125
2024-03-15,49.376953125
2024-03-16,72.69384765625
2024-03-17,64.46435546875
2024-03-18,48.00537109375
2024-03-19,43.890625
2024-03-20,45.26220703125
2024-03-21,43.890625
2024-03-22,49.376953125
2024-03-23,65.8359375
2024-03-24,64.46435546875
2024-03-25,46.6337890625
2024-03-26,43.890625
2024-03-27,48.00537109375
2024-03-28,52.1201171875
2024-03-29,60.349609375
2024-03-30,68.5791015625
2024-03-31,64.46435546875
2024-04-01,53.49169921875
2024-04-02,45.26220703125
2024-04-03,45.26220703125
2024-04-04,43.890625
2024-04-05,46.6337890625
2024-04-06,58.97802734375
2024-04-07,63.0927734375
2024-04-08,42.51904296875
2024-04-09,42.51904296875
2024-04-10,45.26220703125
2024-04-11,45.26220703125
2024-04-12,50.74853515625
2024-04-13,63.0927734375
2024-04-14,64.46435546875
2024-04-15,46.6337890625
2024-04-16,42.51904296875
2024-04-17,49.376953125
2024-04-18,45.26220703125
2024-04-19,46.6337890625
2024-04-20,67.20751953125
2024-04-21,63.0927734375
2024-04-22,43.890625
2024-04-23,42.51904296875
2024-04-24,42.51904296875
2024-04-25,45.26220703125
2024-04-26,43.890625
2024-04-27,58.97802734375
2024-04-28,58.97802734375
2024-04-29,42.51904296875
2024-04-30,42.51904296875
2024-05-01,48.00537109375
2024-05-02,42.51904296875
2024-05-03,46.6337890625
2024-05-04,61.72119140625
2024-05-05,58.97802734375
2024-05-06,43.890625
2024-05-07,48.00537109375
2024-05-08,43.890625
2024-05-09,45.26220703125
2024-05-10,50.74853515625
2024-05-11,60.349609375
2024-05-12,58.97802734375
2024-05-13,45.26220703125
2024-05-14,41.1474609375
2024-05-15,43.890625
2024-05-16,45.26220703125
2024-05-17,52.1201171875
2024-05-18,63.0927734375
2024-05-19,67.20751953125
2024-05-20,49.376953125
2024-05-21,48.00537109375
2024-05-22,48.00537109375
2024-05-23,50.74853515625
2024-05-24,52.1201171875
2024-05-25,64.46435546875
2024-05-26,71.322265625
2024-05-27,72.69384765625
2024-05-28,48.00537109375
2024-05-29,46.6337890625
2024-05-30,49.376953125
2024-05-31,56.23486328125
2024-06-01,67.20751953125
2024-06-02,68.5791015625
2024-06-03,48.00537109375
2024-06-04,49.376953125
2024-06-05,35.6611328125
2024-06-06,23.31689453125
2024-06-07,24.6884765625
2024-06-08,27.431640625
2024-06-09,27.431640625
2024-06-10,21.9453125
2024-06-11,23.31689453125
2024-06-12,21.9453125
2024-06-13,21.9453125
2024-06-14,24.6884765625
2024-06-15,28.80322265625
2024-06-16,27.431640625
2024-06-17,20.57373046875
2024-06-18,21.9453125
2024-06-19,20.57373046875
2024-06-20,19.2021484375
2024-06-21,21.9453125
2024-06-22,27.431640625
2024-06-23,28.80322265625
2024-06-24,23.31689453125
2024-06-25,21.9453125
2024-06-26,16.458984375
2024-06-27,17.83056640625
2024-06-28,19.2021484375
2024-06-29,21.9453125
2024-06-30,20.57373046875
2024-07-01,17.83056640625
2024-07-02,17.83056640625
2024-07-03,19.2021484375
2024-07-04,21.9453125
2024-07-05,17.83056640625
2024-07-06,20.57373046875
2024-07-07,19.2021484375
2024-07-08,16.458984375
2024-07-09,16.458984375
2024-07-10,16.458984375
2024-07-11,17.83056640625
2024-07-12,17.83056640625
2024-07-13,19.2021484375
2024-07-14,20.57373046875
2024-07-15,16.458984375
2024-07-16,17.83056640625
2024-07-17,16.458984375
2024-07-18,17.83056640625
2024-07-19,21.9453125
2024-07-20,24.6884765625
2024-07-21,19.2021484375
2024-07-22,16.458984375
2024-07-23,16.458984375
2024-07-24,16.458984375
2024-07-25,16.458984375
2024-07-26,17.83056640625
2024-07-27,20.57373046875
2024-07-28,20.57373046875
2024-07-29,16.458984375
2024-07-30,17.83056640625
2024-07-31,17.83056640625
2024-08-01,17.83056640625
2024-08-02,19.2021484375
2024-08-03,23.31689453125
2024-08-04,21.9453125
2024-08-05,17.83056640625
2024-08-06,17.83056640625
2024-08-07,16.458984375
2024-08-08,16.458984375
2024-08-09,24.6884765625
2024-08-10,45.26220703125
2024-08-11,60.349609375
2024-08-12,49.376953125
2024-08-13,43.890625
2024-08-14,34.28955078125
2024-08-15,28.80322265625
2024-08-16,28.80322265625
2024-08-17,32.91796875
2024-08-18,35.85511124745776
2024-08-19,25.321910566919588
2024-08-20,23.194155963997964
2024-08-21,21.787383154724658
2024-08-22,23.194155963997964
2024-08-23,28.821247201091207
2024-08-24,52.73638495873749
2024-08-25,60.456040020729034
2024-08-26,43.574766309449316
2024-08-27,33.041565628911144
2024-08-28,26.007701582544588
2024-08-29,26.007701582544588
2024-08-30,27.414474391817897
2024-08-31,30.228020010364517
2024-09-01,30.228020010364517
2024-09-02,34.44833843818445
2024-09-03,23.915137757646278
2024-09-04,21.787383154724658
2024-09-05,21.787383154724658
2024-09-06,24.600928773271278
2024-09-07,28.821247201091207
2024-09-08,26.007701582544588
2024-09-09,16.160291917631415
2024-09-10,17.567064726904725
2024-09-11,16.881273711279725
2024-09-12,16.881273711279725
2024-09-13,18.973837536178035
2024-09-14,23.915137757646278
2024-09-15,19.694819329826345
2024-09-16,13.346746299084794
2024-09-17,14.419635872966207
2024-09-18,15.861599460262829
2024-09-19,15.861599460262829
2024-09-20,15.861599460262829
2024-09-21,18.74552663485607
2024-09-22,15.861599460262829
2024-09-23,11.535708698372966
2024-09-24,11.535708698372966
2024-09-25,11.535708698372966
2024-09-26,11.535708698372966
2024-09-27,11.535708698372966
2024-09-28,14.419635872966207
2024-09-29,12.977672285669588
2024-09-30,11.535708698372966
2024-10-01,11.535708698372966
2024-10-02,11.535708698372966
2024-10-03,11.535708698372966
2024-10-04,12.977672285669588
2024-10-05,14.419635872966207
2024-10-06,12.977672285669588
2024-10-07,11.535708698372966
2024-10-08,11.535708698372966
2024-10-09,11.535708698372966
2024-10-10,11.535708698372966
2024-10-11,12.977672285669588
2024-10-12,15.861599460262829
2024-10-13,14.419635872966207
2024-10-14,12.977672285669588
2024-10-15,30.281235333229038
2024-10-16,37.49105326971214
2024-10-17,38.93301685700876
2024-10-18,43.258907618898625
2024-10-19,50.468725555381724
2024-10-20,47.584798380788484
2024-10-21,38.93301685700876
2024-10-22,36.04908968241552
2024-10-23,34.6071260951189
2024-10-24,37.49105326971214
2024-10-25,41.816944031602006
2024-10-26,49.026761968085104
2024-10-27,53.35265272997497
2024-10-28,36.04908968241552
2024-10-29,36.04908968241552
2024-10-30,37.49105326971214
2024-10-31,43.258907618898625
2024-11-01,40.37498044430538
2024-11-02,59.12050707916145
2024-11-03,53.35265272997497
2024-11-04,38.93301685700876
2024-11-05,34.6071260951189
2024-11-06,27.397308158635795
2024-11-07,38.93301685700876
2024-11-08,44.700871206195245
2024-11-09,53.35265272997497
2024-11-10,60.562470666458076
2024-11-11,49.026761968085104
2024-11-12,38.93301685700876
2024-11-13,43.258907618898625
2024-11-14,41.816944031602006
2024-11-15,44.700871206195245
2024-11-16,54.79461631727159
2024-11-17,60.562470666458076
2024-11-18,44.700871206195245
2024-11-19,43.258907618898625
2024-11-20,43.258907618898625
2024-11-21,43.258907618898625
2024-11-22,49.026761968085104
2024-11-23,56.23657990456821
2024-11-24,64.88836142834793
2024-11-25,53.35265272997497
2024-11-26,54.79461631727159
2024-11-27,59.12050707916145
2024-11-28,67.77228860294117
2024-11-29,144.19635872966208
2024-11-30,83.63388806320401
2024-12-01,76.4240701267209
2024-12-02,74.98210653942428
2024-12-03,63.446397841051315
2024-12-04,60.562470666458076
2024-12-05,56.23657990456821
2024-12-06,64.88836142834793
2024-12-07,74.98210653942428
2024-12-08,76.4240701267209
2024-12-09,62.004434253754695
2024-12-10,60.562470666458076
2024-12-11,62.004434253754695
2024-12-12,57.67854349186483
2024-12-13,31.723198920525657
2024-12-14,36.04908968241552
2024-12-15,37.49105326971214
2024-12-16,31.723198920525657
2024-12-17,28.839271745932415
2024-12-18,28.839271745932415
2024-12-19,30.281235333229038
2024-12-20,34.6071260951189
2024-12-21,37.49105326971214
2024-12-22,38.93301685700876
