Time,skill
2022-10-10,70.77966101694916
2022-10-11,70.77966101694916
2022-10-12,69.55932203389831
2022-10-13,70.77966101694916
2022-10-14,67.11864406779661
2022-10-15,62.237288135593225
2022-10-16,67.11864406779661
2022-10-17,70.77966101694916
2022-10-18,72.0
2022-10-19,74.4406779661017
2022-10-20,69.55932203389831
2022-10-21,65.89830508474577
2022-10-22,62.237288135593225
2022-10-23,64.67796610169492
2022-10-24,74.4406779661017
2022-10-25,70.77966101694916
2022-10-26,70.77966101694916
2022-10-27,72.0
2022-10-28,64.67796610169492
2022-10-29,63.45762711864407
2022-10-30,61.016949152542374
2022-10-31,69.55932203389831
2022-11-01,65.89830508474577
2022-11-02,73.22033898305085
2022-11-03,73.22033898305085
2022-11-04,67.11864406779661
2022-11-05,64.67796610169492
2022-11-06,67.11864406779661
2022-11-07,74.4406779661017
2022-11-08,68.33898305084746
2022-11-09,64.67796610169492
2022-11-10,67.11864406779661
2022-11-11,64.67796610169492
2022-11-12,67.11864406779661
2022-11-13,70.77966101694916
2022-11-14,73.22033898305085
2022-11-15,68.33898305084746
2022-11-16,70.77966101694916
2022-11-17,70.77966101694916
2022-11-18,69.55932203389831
2022-11-19,63.45762711864407
2022-11-20,63.45762711864407
2022-11-21,67.11864406779661
2022-11-22,62.237288135593225
2022-11-23,62.237288135593225
2022-11-24,58.57627118644068
2022-11-25,58.57627118644068
2022-11-26,63.45762711864407
2022-11-27,65.89830508474577
2022-11-28,69.55932203389831
2022-11-29,73.22033898305085
2022-11-30,72.0
2022-12-01,74.4406779661017
2022-12-02,64.67796610169492
2022-12-03,62.237288135593225
2022-12-04,67.11864406779661
2022-12-05,73.22033898305085
2022-12-06,72.0
2022-12-07,75.66101694915255
2022-12-08,76.88135593220339
2022-12-09,72.0
2022-12-10,67.11864406779661
2022-12-11,74.4406779661017
2022-12-12,75.66101694915255
2022-12-13,76.88135593220339
2022-12-14,72.0
2022-12-15,75.66101694915255
2022-12-16,70.77966101694916
2022-12-17,67.11864406779661
2022-12-18,62.237288135593225
2022-12-19,68.33898305084746
2022-12-20,68.33898305084746
2022-12-21,67.11864406779661
2022-12-22,64.67796610169492
2022-12-23,61.016949152542374
2022-12-24,61.016949152542374
2022-12-25,59.79661016949153
2022-12-26,65.89830508474577
2022-12-27,74.4406779661017
2022-12-28,72.0
2022-12-29,68.33898305084746
2022-12-30,69.55932203389831
2022-12-31,69.55932203389831
2023-01-01,62.237288135593225
2023-01-02,70.77966101694916
2023-01-03,67.11864406779661
2023-01-04,72.0
2023-01-05,72.0
2023-01-06,74.4406779661017
2023-01-07,70.77966101694916
2023-01-08,70.77966101694916
2023-01-09,72.0
2023-01-10,81.76271186440678
2023-01-11,87.86440677966102
2023-01-12,82.98305084745763
2023-01-13,73.22033898305085
2023-01-14,72.0
2023-01-15,73.22033898305085
2023-01-16,74.4406779661017
2023-01-17,80.54237288135593
2023-01-18,80.54237288135593
2023-01-19,79.3220338983051
2023-01-20,78.10169491525424
2023-01-21,74.4406779661017
2023-01-22,80.54237288135593
2023-01-23,81.76271186440678
2023-01-24,82.98305084745763
2023-01-25,84.20338983050848
2023-01-26,82.98305084745763
2023-01-27,79.3220338983051
2023-01-28,72.0
2023-01-29,74.4406779661017
2023-01-30,81.76271186440678
2023-01-31,82.98305084745763
2023-02-01,81.76271186440678
2023-02-02,79.3220338983051
2023-02-03,81.76271186440678
2023-02-04,76.88135593220339
2023-02-05,85.42372881355932
2023-02-06,84.20338983050848
2023-02-07,80.54237288135593
2023-02-08,80.54237288135593
2023-02-09,80.54237288135593
2023-02-10,78.10169491525424
2023-02-11,73.22033898305085
2023-02-12,76.88135593220339
2023-02-13,73.22033898305085
2023-02-14,73.22033898305085
2023-02-15,76.88135593220339
2023-02-16,74.4406779661017
2023-02-17,73.22033898305085
2023-02-18,72.0
2023-02-19,75.66101694915255
2023-02-20,79.3220338983051
2023-02-21,79.3220338983051
2023-02-22,75.66101694915255
2023-02-23,80.54237288135593
2023-02-24,72.0
2023-02-25,73.22033898305085
2023-02-26,76.88135593220339
2023-02-27,79.3220338983051
2023-02-28,78.10169491525424
2023-03-01,76.88135593220339
2023-03-02,78.10169491525424
2023-03-03,73.22033898305085
2023-03-04,70.77966101694916
2023-03-05,72.0
2023-03-06,74.4406779661017
2023-03-07,73.22033898305085
2023-03-08,79.3220338983051
2023-03-09,79.3220338983051
2023-03-10,70.77966101694916
2023-03-11,67.11864406779661
2023-03-12,69.55932203389831
2023-03-13,74.4406779661017
2023-03-14,75.66101694915255
2023-03-15,74.4406779661017
2023-03-16,73.22033898305085
2023-03-17,72.0
2023-03-18,75.66101694915255
2023-03-19,79.3220338983051
2023-03-20,84.20338983050848
2023-03-21,81.76271186440678
2023-03-22,80.54237288135593
2023-03-23,80.54237288135593
2023-03-24,80.54237288135593
2023-03-25,78.10169491525424
2023-03-26,82.98305084745763
2023-03-27,85.42372881355932
2023-03-28,86.64406779661017
2023-03-29,81.76271186440678
2023-03-30,78.10169491525424
2023-03-31,73.22033898305085
2023-04-01,72.0
2023-04-02,74.4406779661017
2023-04-03,90.30508474576271
2023-04-04,122.03389830508475
2023-04-05,90.30508474576271
2023-04-06,81.76271186440678
2023-04-07,78.10169491525424
2023-04-08,78.10169491525424
2023-04-09,79.3220338983051
2023-04-10,86.64406779661017
2023-04-11,86.64406779661017
2023-04-12,81.76271186440678
2023-04-13,78.10169491525424
2023-04-14,75.66101694915255
2023-04-15,72.0
2023-04-16,81.76271186440678
2023-04-17,84.20338983050848
2023-04-18,84.20338983050848
2023-04-19,81.76271186440678
2023-04-20,76.88135593220339
2023-04-21,73.22033898305085
2023-04-22,75.66101694915255
2023-04-23,81.76271186440678
2023-04-24,86.64406779661017
2023-04-25,84.20338983050848
2023-04-26,85.27118644067798
2023-04-27,79.38305084745764
2023-04-28,74.57796610169493
2023-04-29,70.38305084745764
2023-04-30,75.66101694915255
2023-05-01,85.74406779661018
2023-05-02,85.74406779661018
2023-05-03,80.46610169491527
2023-05-04,80.46610169491527
2023-05-05,69.30000000000001
2023-05-06,65.57796610169493
2023-05-07,68.21694915254238
2023-05-08,84.18813559322035
2023-05-09,79.38305084745764
2023-05-10,77.82711864406781
2023-05-11,71.93898305084747
2023-05-12,69.77288135593221
2023-05-13,73.0220338983051
2023-05-14,66.05084745762713
2023-05-15,75.66101694915255
2023-05-16,79.38305084745764
2023-05-17,75.66101694915255
2023-05-18,75.66101694915255
2023-05-19,71.93898305084747
2023-05-20,65.57796610169493
2023-05-21,69.77288135593221
2023-05-22,72.41186440677967
2023-05-23,74.57796610169493
2023-05-24,70.85593220338984
2023-05-25,73.76949152542373
2023-05-26,68.09491525423729
2023-05-27,64.31186440677966
2023-05-28,66.20338983050848
2023-05-29,75.66101694915255
2023-05-30,77.55254237288136
2023-05-31,71.87796610169492
2023-06-01,73.76949152542373
2023-06-02,85.11864406779662
2023-06-03,83.2271186440678
2023-06-04,89.84745762711866
2023-06-05,91.73898305084747
2023-06-06,89.84745762711866
2023-06-07,88.90169491525424
2023-06-08,87.01016949152543
2023-06-09,83.2271186440678
2023-06-10,88.90169491525424
2023-06-11,87.95593220338984
2023-06-12,89.84745762711866
2023-06-13,85.11864406779662
2023-06-14,86.06440677966103
2023-06-15,81.33559322033899
2023-06-16,77.55254237288136
2023-06-17,80.38983050847459
2023-06-18,87.95593220338984
2023-06-19,86.06440677966103
2023-06-20,83.2271186440678
2023-06-21,79.44406779661017
2023-06-22,73.76949152542373
2023-06-23,75.66101694915255
2023-06-24,73.76949152542373
2023-06-25,82.2813559322034
2023-06-26,81.33559322033899
2023-06-27,87.01016949152543
2023-06-28,87.01016949152543
2023-06-29,87.95593220338984
2023-06-30,77.55254237288136
2023-07-01,76.60677966101696
2023-07-02,79.44406779661017
2023-07-03,78.49830508474577
2023-07-04,80.38983050847459
2023-07-05,69.9864406779661
2023-07-06,76.60677966101696
2023-07-07,73.76949152542373
2023-07-08,81.33559322033899
2023-07-09,85.11864406779662
2023-07-10,77.55254237288136
2023-07-11,83.2271186440678
2023-07-12,79.44406779661017
2023-07-13,79.44406779661017
2023-07-14,75.66101694915255
2023-07-15,77.55254237288136
2023-07-16,82.2813559322034
2023-07-17,77.55254237288136
2023-07-18,75.66101694915255
2023-07-19,75.66101694915255
2023-07-20,74.71525423728814
2023-07-21,77.55254237288136
2023-07-22,78.49830508474577
2023-07-23,81.33559322033899
2023-07-24,77.55254237288136
2023-07-25,72.82372881355933
2023-07-26,74.71525423728814
2023-07-27,66.20338983050848
2023-07-28,70.93220338983052
2023-07-29,76.60677966101696
2023-07-30,76.60677966101696
2023-07-31,75.66101694915255
2023-08-01,72.82372881355933
2023-08-02,71.87796610169492
2023-08-03,66.20338983050848
2023-08-04,68.09491525423729
2023-08-05,67.14915254237289
2023-08-06,73.76949152542373
2023-08-07,73.76949152542373
2023-08-08,69.0406779661017
2023-08-09,69.9864406779661
2023-08-10,68.09491525423729
2023-08-11,69.0406779661017
2023-08-12,70.93220338983052
2023-08-13,70.93220338983052
2023-08-14,69.0406779661017
2023-08-15,70.93220338983052
2023-08-16,74.71525423728814
2023-08-17,71.87796610169492
2023-08-18,75.66101694915255
2023-08-19,74.71525423728814
2023-08-20,72.82372881355933
2023-08-21,81.33559322033899
2023-08-22,78.49830508474577
2023-08-23,81.33559322033899
2023-08-24,74.71525423728814
2023-08-25,73.76949152542373
2023-08-26,73.76949152542373
2023-08-27,75.66101694915255
2023-08-28,78.49830508474577
2023-08-29,79.44406779661017
2023-08-30,79.44406779661017
2023-08-31,75.66101694915255
2023-09-01,77.55254237288136
2023-09-02,78.49830508474577
2023-09-03,79.44406779661017
2023-09-04,89.84745762711866
2023-09-05,87.01016949152543
2023-09-06,90.79322033898306
2023-09-07,89.84745762711866
2023-09-08,88.90169491525424
2023-09-09,86.06440677966103
2023-09-10,87.95593220338984
2023-09-11,93.63050847457627
2023-09-12,94.57627118644069
2023-09-13,90.79322033898306
2023-09-14,89.84745762711866
2023-09-15,86.06440677966103
2023-09-16,84.1728813559322
2023-09-17,86.06440677966103
2023-09-18,89.84745762711866
2023-09-19,90.79322033898306
2023-09-20,91.73898305084747
2023-09-21,91.73898305084747
2023-09-22,86.06440677966103
2023-09-23,83.2271186440678
2023-09-24,87.95593220338984
2023-09-25,92.68474576271187
2023-09-26,94.57627118644069
2023-09-27,91.73898305084747
2023-09-28,90.79322033898306
2023-09-29,84.1728813559322
2023-09-30,78.49830508474577
2023-10-01,84.1728813559322
2023-10-02,85.11864406779662
2023-10-03,87.95593220338984
2023-10-04,84.1728813559322
2023-10-05,87.01016949152543
2023-10-06,83.2271186440678
2023-10-07,76.60677966101696
2023-10-08,76.60677966101696
2023-10-09,83.2271186440678
2023-10-10,85.11864406779662
2023-10-11,83.2271186440678
2023-10-12,85.11864406779662
2023-10-13,74.71525423728814
2023-10-14,69.0406779661017
2023-10-15,80.38983050847459
2023-10-16,89.84745762711866
2023-10-17,85.11864406779662
2023-10-18,79.44406779661017
2023-10-19,86.06440677966103
2023-10-20,76.60677966101696
2023-10-21,71.87796610169492
2023-10-22,75.66101694915255
2023-10-23,81.33559322033899
2023-10-24,78.49830508474577
2023-10-25,78.49830508474577
2023-10-26,79.44406779661017
2023-10-27,75.66101694915255
2023-10-28,67.14915254237289
2023-10-29,70.93220338983052
2023-10-30,82.2813559322034
2023-10-31,74.71525423728814
2023-11-01,77.55254237288136
2023-11-02,79.44406779661017
2023-11-03,73.76949152542373
2023-11-04,69.0406779661017
2023-11-05,72.82372881355933
2023-11-06,79.44406779661017
2023-11-07,82.2813559322034
2023-11-08,76.60677966101696
2023-11-09,77.55254237288136
2023-11-10,70.93220338983052
2023-11-11,71.87796610169492
2023-11-12,70.93220338983052
2023-11-13,80.38983050847459
2023-11-14,77.55254237288136
2023-11-15,84.1728813559322
2023-11-16,86.06440677966103
2023-11-17,74.71525423728814
2023-11-18,67.14915254237289
2023-11-19,72.82372881355933
2023-11-20,73.76949152542373
2023-11-21,70.93220338983052
2023-11-22,66.20338983050848
2023-11-23,60.52881355932204
2023-11-24,60.52881355932204
2023-11-25,71.87796610169492
2023-11-26,74.71525423728814
2023-11-27,82.2813559322034
2023-11-28,85.11864406779662
2023-11-29,83.2271186440678
2023-11-30,84.1728813559322
2023-12-01,76.60677966101696
2023-12-02,71.87796610169492
2023-12-03,76.60677966101696
2023-12-04,78.49830508474577
2023-12-05,81.33559322033899
2023-12-06,82.2813559322034
2023-12-07,80.38983050847459
2023-12-08,79.44406779661017
2023-12-09,71.87796610169492
2023-12-10,69.0406779661017
2023-12-11,78.49830508474577
2023-12-12,76.60677966101696
2023-12-13,73.76949152542373
2023-12-14,80.38983050847459
2023-12-15,69.9864406779661
2023-12-16,66.20338983050848
2023-12-17,69.0406779661017
2023-12-18,71.87796610169492
2023-12-19,69.0406779661017
2023-12-20,73.76949152542373
2023-12-21,69.0406779661017
2023-12-22,63.42137354171253
2023-12-23,64.36099493726613
2023-12-24,63.42137354171253
2023-12-25,59.662887959498136
2023-12-26,64.36099493726613
2023-12-27,67.17985912392693
2023-12-28,70.93834470614132
2023-12-29,72.81758749724852
2023-12-30,70.93834470614132
2023-12-31,70.93834470614132
2024-01-01,69.99872331058772
2024-01-02,71.87796610169494
2024-01-03,73.75720889280211
2024-01-04,71.87796610169494
2024-01-05,78.45531587057012
2024-01-06,74.69683028835573
2024-01-07,70.93834470614132
2024-01-08,76.57607307946293
2024-01-09,76.10319172353073
2024-01-10,81.27418005723092
2024-01-11,82.21380145278451
2024-01-12,76.57607307946293
2024-01-13,75.63645168390933
2024-01-14,69.99872331058772
2024-01-15,75.63645168390933
2024-01-16,77.51569447501652
2024-01-17,83.15342284833812
2024-01-18,84.5597842835131
2024-01-19,85.97228703499891
2024-01-20,76.54536649790889
2024-01-21,77.47884657715167
2024-01-22,86.8136473695796
2024-01-23,88.68060752806517
2024-01-24,87.74712744882238
2024-01-25,91.48104776579355
2024-01-26,87.74712744882238
2024-01-27,83.07972705260843
2024-01-28,87.74712744882238
2024-01-29,87.74712744882238
2024-01-30,93.34800792427913
2024-01-31,90.54756768655076
2024-02-01,90.54756768655076
2024-02-02,83.07972705260843
2024-02-03,83.07972705260843
2024-02-04,92.41452784503633
2024-02-05,88.68060752806517
2024-02-06,89.61408760730797
2024-02-07,89.61408760730797
2024-02-08,87.74712744882238
2024-02-09,91.48104776579355
2024-02-10,83.07972705260843
2024-02-11,82.14624697336563
2024-02-12,78.41232665639447
2024-02-13,89.61408760730797
2024-02-14,81.21276689412284
2024-02-15,81.21276689412284
2024-02-16,80.27928681488005
2024-02-17,77.47884657715167
2024-02-18,81.21276689412284
2024-02-19,84.946687211094
2024-02-20,85.8801672903368
2024-02-21,85.8801672903368
2024-02-22,82.14624697336563
2024-02-23,76.54536649790889
2024-02-24,76.54536649790889
2024-02-25,82.14624697336563
2024-02-26,93.34800792427913
2024-02-27,82.14624697336563
2024-02-28,86.8136473695796
2024-02-29,86.8136473695796
2024-03-01,80.27928681488005
2024-03-02,73.7449262601805
2024-03-03,76.54536649790889
2024-03-04,88.68060752806517
2024-03-05,85.8801672903368
2024-03-06,79.34580673563727
2024-03-07,81.21276689412284
2024-03-08,72.81144618093772
2024-03-09,71.87796610169494
2024-03-10,71.87796610169494
2024-03-11,80.27928681488005
2024-03-12,79.34580673563727
2024-03-13,74.6784063394233
2024-03-14,78.41232665639447
2024-03-15,70.01100594320934
2024-03-16,72.81144618093772
2024-03-17,72.81144618093772
2024-03-18,85.8801672903368
2024-03-19,79.34580673563727
2024-03-20,78.41232665639447
2024-03-21,72.81144618093772
2024-03-22,74.6784063394233
2024-03-23,70.01100594320934
2024-03-24,81.21276689412284
2024-03-25,81.21276689412284
2024-03-26,77.47884657715167
2024-03-27,81.21276689412284
2024-03-28,80.27928681488005
2024-03-29,72.81144618093772
2024-03-30,75.6118864186661
2024-03-31,76.54536649790889
2024-04-01,81.21276689412284
2024-04-02,87.74712744882238
2024-04-03,83.07972705260843
2024-04-04,79.34580673563727
2024-04-05,79.34580673563727
2024-04-06,77.47884657715167
2024-04-07,77.47884657715167
2024-04-08,78.41232665639447
2024-04-09,86.8136473695796
2024-04-10,79.34580673563727
2024-04-11,81.21276689412284
2024-04-12,79.34580673563727
2024-04-13,73.7449262601805
2024-04-14,78.41232665639447
2024-04-15,85.8801672903368
2024-04-16,86.8136473695796
2024-04-17,80.27928681488005
2024-04-18,82.14624697336563
2024-04-19,77.47884657715167
2024-04-20,72.81144618093772
2024-04-21,82.14624697336563
2024-04-22,90.54756768655076
2024-04-23,83.07972705260843
2024-04-24,81.21276689412284
2024-04-25,81.21276689412284
2024-04-26,78.41232665639447
2024-04-27,77.47884657715167
2024-04-28,83.07972705260843
2024-04-29,82.14624697336563
2024-04-30,84.946687211094
2024-05-01,81.21276689412284
2024-05-02,79.34580673563727
2024-05-03,79.34580673563727
2024-05-04,70.01100594320934
2024-05-05,77.47884657715167
2024-05-06,80.27928681488005
2024-05-07,80.27928681488005
2024-05-08,79.34580673563727
2024-05-09,81.21276689412284
2024-05-10,70.01100594320934
2024-05-11,68.14404578472377
2024-05-12,67.21056570548097
2024-05-13,79.34580673563727
2024-05-14,77.47884657715167
2024-05-15,76.54536649790889
2024-05-16,76.54536649790889
2024-05-17,70.94448602245214
2024-05-18,70.01100594320934
2024-05-19,73.7449262601805
2024-05-20,81.21276689412284
2024-05-21,74.6784063394233
2024-05-22,80.27928681488005
2024-05-23,75.6118864186661
2024-05-24,68.14404578472377
2024-05-25,69.07752586396656
2024-05-26,75.6118864186661
2024-05-27,74.6784063394233
2024-05-28,75.6118864186661
2024-05-29,75.6118864186661
2024-05-30,74.6784063394233
2024-05-31,71.87796610169494
2024-06-01,69.07752586396656
2024-06-02,71.87796610169494
2024-06-03,74.6784063394233
2024-06-04,72.81144618093772
2024-06-05,76.54536649790889
2024-06-06,74.6784063394233
2024-06-07,67.21056570548097
2024-06-08,66.27708562623818
2024-06-09,72.81144618093772
2024-06-10,77.47884657715167
2024-06-11,74.6784063394233
2024-06-12,75.6118864186661
2024-06-13,70.01100594320934
2024-06-14,69.07752586396656
2024-06-15,67.21056570548097
2024-06-16,72.81144618093772
2024-06-17,74.6784063394233
2024-06-18,71.87796610169494
2024-06-19,71.87796610169494
2024-06-20,72.81144618093772
2024-06-21,70.01100594320934
2024-06-22,73.7449262601805
2024-06-23,73.7449262601805
2024-06-24,79.34580673563727
2024-06-25,74.6784063394233
2024-06-26,74.6784063394233
2024-06-27,69.07752586396656
2024-06-28,69.07752586396656
2024-06-29,70.01100594320934
2024-06-30,73.7449262601805
2024-07-01,71.87796610169494
2024-07-02,72.81144618093772
2024-07-03,70.94448602245214
2024-07-04,73.7449262601805
2024-07-05,75.6118864186661
2024-07-06,84.01320713185122
2024-07-07,87.74712744882238
2024-07-08,78.41232665639447
2024-07-09,75.6118864186661
2024-07-10,74.6784063394233
2024-07-11,79.34580673563727
2024-07-12,73.7449262601805
2024-07-13,70.94448602245214
2024-07-14,75.6118864186661
2024-07-15,92.41452784503633
2024-07-16,79.34580673563727
2024-07-17,77.47884657715167
2024-07-18,75.6118864186661
2024-07-19,76.54536649790889
2024-07-20,81.21276689412284
2024-07-21,81.21276689412284
2024-07-22,76.54536649790889
2024-07-23,76.54536649790889
2024-07-24,75.6118864186661
2024-07-25,82.14624697336563
2024-07-26,79.34580673563727
2024-07-27,81.21276689412284
2024-07-28,85.8801672903368
2024-07-29,83.07972705260843
2024-07-30,78.41232665639447
2024-07-31,80.27928681488005
2024-08-01,75.6118864186661
2024-08-02,69.07752586396656
2024-08-03,73.7449262601805
2024-08-04,76.54536649790889
2024-08-05,70.01100594320934
2024-08-06,70.94448602245214
2024-08-07,75.6118864186661
2024-08-08,70.94448602245214
2024-08-09,71.87796610169494
2024-08-10,71.87796610169494
2024-08-11,77.47884657715167
2024-08-12,74.6784063394233
2024-08-13,76.54536649790889
2024-08-14,77.47884657715167
2024-08-15,76.54536649790889
2024-08-16,73.7449262601805
2024-08-17,69.07752586396656
2024-08-18,75.59321681708124
2024-08-19,80.66512524763374
2024-08-20,81.13186528725514
2024-08-21,80.66512524763374
2024-08-22,82.14624697336563
2024-08-23,77.62198018930223
2024-08-24,74.57883513097075
2024-08-25,84.17501034558664
2024-08-26,82.14624697336563
2024-08-27,83.16062865947615
2024-08-28,80.11748360114464
2024-08-29,80.66512524763374
2024-08-30,81.13186528725514
2024-08-31,73.09771340523885
2024-09-01,73.09771340523885
2024-09-02,83.16062865947615
2024-09-03,83.16062865947615
2024-09-04,87.68489544353955
2024-09-05,85.65613207131854
2024-09-06,75.59321681708124
2024-09-07,72.08333171912835
2024-09-08,75.59321681708124
2024-09-09,87.68489544353955
2024-09-10,79.65074356152326
2024-09-11,79.10310191503415
2024-09-12,84.17501034558664
2024-09-13,79.10310191503415
2024-09-14,69.04018666079685
2024-09-15,72.08333171912835
2024-09-16,84.33681355932207
2024-09-17,85.43209685230028
2024-09-18,83.24153026634386
2024-09-19,82.14624697336565
2024-09-20,81.05096368038744
2024-09-21,76.6698305084746
2024-09-22,77.76511380145281
2024-09-23,89.8132300242131
2024-09-24,86.52738014527849
2024-09-25,87.6226634382567
2024-09-26,79.95568038740923
2024-09-27,76.6698305084746
2024-09-28,69.00284745762714
