Time,bonus
2022-09-25,61.57534246575342
2022-09-26,62.0
2022-09-27,62.0
2022-09-28,61.150684931506845
2022-09-29,62.0
2022-09-30,60.3013698630137
2022-10-01,62.84931506849315
2022-10-02,58.602739726027394
2022-10-03,65.3972602739726
2022-10-04,67.94520547945206
2022-10-05,67.0958904109589
2022-10-06,62.84931506849315
2022-10-07,62.0
2022-10-08,61.150684931506845
2022-10-09,60.3013698630137
2022-10-10,62.0
2022-10-11,62.84931506849315
2022-10-12,63.698630136986296
2022-10-13,63.698630136986296
2022-10-14,63.698630136986296
2022-10-15,63.698630136986296
2022-10-16,61.150684931506845
2022-10-17,63.698630136986296
2022-10-18,67.0958904109589
2022-10-19,67.94520547945206
2022-10-20,66.24657534246575
2022-10-21,69.64383561643835
2022-10-22,67.0958904109589
2022-10-23,62.0
2022-10-24,64.54794520547945
2022-10-25,64.54794520547945
2022-10-26,63.698630136986296
2022-10-27,62.0
2022-10-28,62.84931506849315
2022-10-29,61.150684931506845
2022-10-30,59.45205479452054
2022-10-31,62.0
2022-11-01,65.3972602739726
2022-11-02,63.698630136986296
2022-11-03,66.24657534246575
2022-11-04,68.7945205479452
2022-11-05,72.1917808219178
2022-11-06,65.3972602739726
2022-11-07,64.54794520547945
2022-11-08,64.54794520547945
2022-11-09,62.84931506849315
2022-11-10,65.3972602739726
2022-11-11,63.698630136986296
2022-11-12,62.84931506849315
2022-11-13,65.3972602739726
2022-11-14,66.24657534246575
2022-11-15,67.94520547945206
2022-11-16,70.4931506849315
2022-11-17,67.94520547945206
2022-11-18,70.4931506849315
2022-11-19,66.24657534246575
2022-11-20,62.0
2022-11-21,63.698630136986296
2022-11-22,73.04109589041096
2022-11-23,67.0958904109589
2022-11-24,61.150684931506845
2022-11-25,63.698630136986296
2022-11-26,57.75342465753425
2022-11-27,69.64383561643835
2022-11-28,63.698630136986296
2022-11-29,63.698630136986296
2022-11-30,68.7945205479452
2022-12-01,70.4931506849315
2022-12-02,69.64383561643835
2022-12-03,65.3972602739726
2022-12-04,66.24657534246575
2022-12-05,66.24657534246575
2022-12-06,72.1917808219178
2022-12-07,69.64383561643835
2022-12-08,76.43835616438356
2022-12-09,76.43835616438356
2022-12-10,74.73972602739725
2022-12-11,67.94520547945206
2022-12-12,72.1917808219178
2022-12-13,73.04109589041096
2022-12-14,77.2876712328767
2022-12-15,72.1917808219178
2022-12-16,78.98630136986301
2022-12-17,70.4931506849315
2022-12-18,62.84931506849315
2022-12-19,73.8904109589041
2022-12-20,75.58904109589041
2022-12-21,84.08219178082192
2022-12-22,78.13698630136986
2022-12-23,72.1917808219178
2022-12-24,62.84931506849315
2022-12-25,62.84931506849315
2022-12-26,65.3972602739726
2022-12-27,67.94520547945206
2022-12-28,69.64383561643835
2022-12-29,75.58904109589041
2022-12-30,70.4931506849315
2022-12-31,67.0958904109589
2023-01-01,67.94520547945206
2023-01-02,84.93150684931507
2023-01-03,62.84931506849315
2023-01-04,74.73972602739725
2023-01-05,70.4931506849315
2023-01-06,72.1917808219178
2023-01-07,77.2876712328767
2023-01-08,68.7945205479452
2023-01-09,63.698630136986296
2023-01-10,72.1917808219178
2023-01-11,70.4931506849315
2023-01-12,64.54794520547945
2023-01-13,83.23287671232876
2023-01-14,67.94520547945206
2023-01-15,73.04109589041096
2023-01-16,67.94520547945206
2023-01-17,66.24657534246575
2023-01-18,76.43835616438356
2023-01-19,73.04109589041096
2023-01-20,71.34246575342465
2023-01-21,72.1917808219178
2023-01-22,71.34246575342465
2023-01-23,80.68493150684931
2023-01-24,70.4931506849315
2023-01-25,67.94520547945206
2023-01-26,72.1917808219178
2023-01-27,72.1917808219178
2023-01-28,73.8904109589041
2023-01-29,68.7945205479452
2023-01-30,63.698630136986296
2023-01-31,71.34246575342465
2023-02-01,71.34246575342465
2023-02-02,66.24657534246575
2023-02-03,66.24657534246575
2023-02-04,66.24657534246575
2023-02-05,69.64383561643835
2023-02-06,67.0958904109589
2023-02-07,69.64383561643835
2023-02-08,72.1917808219178
2023-02-09,68.7945205479452
2023-02-10,66.24657534246575
2023-02-11,67.0958904109589
2023-02-12,68.7945205479452
2023-02-13,73.8904109589041
2023-02-14,67.94520547945206
2023-02-15,68.7945205479452
2023-02-16,67.0958904109589
2023-02-17,67.0958904109589
2023-02-18,70.4931506849315
2023-02-19,65.3972602739726
2023-02-20,67.0958904109589
2023-02-21,77.2876712328767
2023-02-22,72.1917808219178
2023-02-23,66.24657534246575
2023-02-24,69.64383561643835
2023-02-25,68.7945205479452
2023-02-26,65.3972602739726
2023-02-27,66.24657534246575
2023-02-28,68.7945205479452
2023-03-01,64.54794520547945
2023-03-02,70.4931506849315
2023-03-03,68.7945205479452
2023-03-04,66.24657534246575
2023-03-05,69.64383561643835
2023-03-06,68.7945205479452
2023-03-07,69.64383561643835
2023-03-08,78.13698630136986
2023-03-09,71.34246575342465
2023-03-10,78.13698630136986
2023-03-11,73.8904109589041
2023-03-12,74.73972602739725
2023-03-13,67.0958904109589
2023-03-14,72.1917808219178
2023-03-15,75.58904109589041
2023-03-16,71.34246575342465
2023-03-17,66.24657534246575
2023-03-18,68.7945205479452
2023-03-19,70.4931506849315
2023-03-20,70.4931506849315
2023-03-21,63.698630136986296
2023-03-22,67.0958904109589
2023-03-23,67.94520547945206
2023-03-24,67.94520547945206
2023-03-25,72.1917808219178
2023-03-26,68.7945205479452
2023-03-27,65.3972602739726
2023-03-28,67.0958904109589
2023-03-29,68.7945205479452
2023-03-30,67.94520547945206
2023-03-31,67.0958904109589
2023-04-01,71.34246575342465
2023-04-02,68.7945205479452
2023-04-03,65.3972602739726
2023-04-04,64.54794520547945
2023-04-05,62.84931506849315
2023-04-06,65.3972602739726
2023-04-07,66.24657534246575
2023-04-08,67.0958904109589
2023-04-09,63.698630136986296
2023-04-10,77.2876712328767
2023-04-11,71.34246575342465
2023-04-12,65.3972602739726
2023-04-13,65.3972602739726
2023-04-14,66.24657534246575
2023-04-15,65.3972602739726
2023-04-16,67.0958904109589
2023-04-17,66.24657534246575
2023-04-18,70.4931506849315
2023-04-19,67.94520547945206
2023-04-20,65.3972602739726
2023-04-21,63.698630136986296
2023-04-22,65.3972602739726
2023-04-23,69.64383561643835
2023-04-24,62.84931506849315
2023-04-25,65.3972602739726
2023-04-26,61.026554267650155
2023-04-27,67.0958904109589
2023-04-28,68.03667017913594
2023-04-29,69.91822971548999
2023-04-30,70.34288724973656
2023-05-01,71.79978925184403
2023-05-02,67.0958904109589
2023-05-03,65.7304531085353
2023-05-04,61.026554267650155
2023-05-05,62.908113804004216
2023-05-06,68.97744994731295
2023-05-07,61.026554267650155
2023-05-08,61.967334035827186
2023-05-09,64.78967334035826
2023-05-10,64.27355110642782
2023-05-11,69.40210748155954
2023-05-12,64.27355110642782
2023-05-13,61.026554267650155
2023-05-14,67.0958904109589
2023-05-15,62.908113804004216
2023-05-16,64.27355110642782
2023-05-17,64.27355110642782
2023-05-18,61.967334035827186
2023-05-19,68.03667017913594
2023-05-20,63.84889357218124
2023-05-21,63.33277133825079
2023-05-22,57.779557428872494
2023-05-23,60.60189673340358
2023-05-24,63.84889357218124
2023-05-25,66.063645943098
2023-05-26,60.902423603793466
2023-05-27,63.99915700737618
2023-05-28,63.99915700737618
2023-05-29,61.93466807165437
2023-05-30,62.96691253951528
2023-05-31,63.99915700737618
2023-06-01,70.19262381454162
2023-06-02,72.25711275026343
2023-06-03,63.99915700737618
2023-06-04,62.96691253951528
2023-06-05,63.99915700737618
2023-06-06,62.96691253951528
2023-06-07,66.063645943098
2023-06-08,60.902423603793466
2023-06-09,68.12813487881981
2023-06-10,60.902423603793466
2023-06-11,61.93466807165437
2023-06-12,59.87017913593256
2023-06-13,68.12813487881981
2023-06-14,68.12813487881981
2023-06-15,63.99915700737618
2023-06-16,61.93466807165437
2023-06-17,60.902423603793466
2023-06-18,62.96691253951528
2023-06-19,61.93466807165437
2023-06-20,61.93466807165437
2023-06-21,66.063645943098
2023-06-22,65.03140147523709
2023-06-23,71.22486828240253
2023-06-24,59.87017913593256
2023-06-25,60.902423603793466
2023-06-26,60.902423603793466
2023-06-27,61.93466807165437
2023-06-28,63.99915700737618
2023-06-29,67.0958904109589
2023-06-30,65.03140147523709
2023-07-01,63.99915700737618
2023-07-02,66.063645943098
2023-07-03,69.16037934668071
2023-07-04,61.93466807165437
2023-07-05,62.96691253951528
2023-07-06,69.16037934668071
2023-07-07,63.99915700737618
2023-07-08,65.03140147523709
2023-07-09,67.0958904109589
2023-07-10,79.48282402528977
2023-07-11,82.57955742887249
2023-07-12,74.32160168598524
2023-07-13,71.22486828240253
2023-07-14,69.16037934668071
2023-07-15,67.0958904109589
2023-07-16,67.0958904109589
2023-07-17,66.063645943098
2023-07-18,75.35384615384615
2023-07-19,69.16037934668071
2023-07-20,72.25711275026343
2023-07-21,63.99915700737618
2023-07-22,65.03140147523709
2023-07-23,66.063645943098
2023-07-24,66.063645943098
2023-07-25,68.12813487881981
2023-07-26,66.063645943098
2023-07-27,65.03140147523709
2023-07-28,79.48282402528977
2023-07-29,65.03140147523709
2023-07-30,63.99915700737618
2023-07-31,62.96691253951528
2023-08-01,70.19262381454162
2023-08-02,75.35384615384615
2023-08-03,74.32160168598524
2023-08-04,72.25711275026343
2023-08-05,67.0958904109589
2023-08-06,67.0958904109589
2023-08-07,66.063645943098
2023-08-08,67.0958904109589
2023-08-09,69.16037934668071
2023-08-10,71.22486828240253
2023-08-11,67.0958904109589
2023-08-12,69.16037934668071
2023-08-13,66.063645943098
2023-08-14,65.03140147523709
2023-08-15,70.19262381454162
2023-08-16,67.0958904109589
2023-08-17,68.12813487881981
2023-08-18,69.16037934668071
2023-08-19,66.063645943098
2023-08-20,66.063645943098
2023-08-21,68.12813487881981
2023-08-22,63.99915700737618
2023-08-23,72.25711275026343
2023-08-24,68.12813487881981
2023-08-25,68.12813487881981
2023-08-26,67.0958904109589
2023-08-27,65.03140147523709
2023-08-28,62.96691253951528
2023-08-29,67.0958904109589
2023-08-30,67.0958904109589
2023-08-31,77.41833508956796
2023-09-01,71.22486828240253
2023-09-02,71.22486828240253
2023-09-03,63.99915700737618
2023-09-04,62.96691253951528
2023-09-05,63.99915700737618
2023-09-06,63.99915700737618
2023-09-07,68.12813487881981
2023-09-08,70.19262381454162
2023-09-09,67.0958904109589
2023-09-10,69.16037934668071
2023-09-11,68.12813487881981
2023-09-12,67.0958904109589
2023-09-13,76.38609062170705
2023-09-14,66.063645943098
2023-09-15,66.063645943098
2023-09-16,67.0958904109589
2023-09-17,67.0958904109589
2023-09-18,62.96691253951528
2023-09-19,66.063645943098
2023-09-20,61.93466807165437
2023-09-21,67.0958904109589
2023-09-22,68.12813487881981
2023-09-23,66.063645943098
2023-09-24,68.12813487881981
2023-09-25,67.0958904109589
2023-09-26,71.22486828240253
2023-09-27,62.96691253951528
2023-09-28,67.0958904109589
2023-09-29,63.99915700737618
2023-09-30,63.99915700737618
2023-10-01,69.16037934668071
2023-10-02,67.0958904109589
2023-10-03,67.0958904109589
2023-10-04,67.0958904109589
2023-10-05,65.03140147523709
2023-10-06,71.22486828240253
2023-10-07,67.0958904109589
2023-10-08,62.96691253951528
2023-10-09,65.03140147523709
2023-10-10,66.063645943098
2023-10-11,71.22486828240253
2023-10-12,70.19262381454162
2023-10-13,66.063645943098
2023-10-14,68.12813487881981
2023-10-15,65.03140147523709
2023-10-16,71.22486828240253
2023-10-17,68.12813487881981
2023-10-18,69.16037934668071
2023-10-19,69.16037934668071
2023-10-20,68.12813487881981
2023-10-21,66.063645943098
2023-10-22,62.96691253951528
2023-10-23,66.063645943098
2023-10-24,70.19262381454162
2023-10-25,71.22486828240253
2023-10-26,73.28935721812434
2023-10-27,66.063645943098
2023-10-28,67.0958904109589
2023-10-29,58.837934668071654
2023-10-30,65.03140147523709
2023-10-31,70.19262381454162
2023-11-01,68.12813487881981
2023-11-02,71.22486828240253
2023-11-03,67.0958904109589
2023-11-04,72.25711275026343
2023-11-05,68.12813487881981
2023-11-06,68.12813487881981
2023-11-07,73.28935721812434
2023-11-08,69.16037934668071
2023-11-09,75.35384615384615
2023-11-10,71.22486828240253
2023-11-11,74.32160168598524
2023-11-12,70.19262381454162
2023-11-13,74.32160168598524
2023-11-14,72.25711275026343
2023-11-15,74.32160168598524
2023-11-16,79.48282402528977
2023-11-17,74.32160168598524
2023-11-18,71.22486828240253
2023-11-19,71.22486828240253
2023-11-20,71.22486828240253
2023-11-21,73.28935721812434
2023-11-22,69.16037934668071
2023-11-23,67.0958904109589
2023-11-24,68.12813487881981
2023-11-25,67.0958904109589
2023-11-26,67.0958904109589
2023-11-27,71.22486828240253
2023-11-28,72.25711275026343
2023-11-29,74.32160168598524
2023-11-30,71.22486828240253
2023-12-01,79.48282402528977
2023-12-02,73.28935721812434
2023-12-03,62.96691253951528
2023-12-04,70.19262381454162
2023-12-05,75.35384615384615
2023-12-06,73.28935721812434
2023-12-07,74.32160168598524
2023-12-08,74.32160168598524
2023-12-09,66.063645943098
2023-12-10,69.16037934668071
2023-12-11,72.25711275026343
2023-12-12,76.38609062170705
2023-12-13,71.22486828240253
2023-12-14,79.48282402528977
2023-12-15,84.6440463645943
2023-12-16,72.25711275026343
2023-12-17,71.22486828240253
2023-12-18,82.57955742887249
2023-12-19,103.22444678609062
2023-12-20,89.80526870389883
2023-12-21,86.70853530031611
2023-12-22,92.83667017913592
2023-12-23,76.69315068493151
2023-12-24,68.90558482613277
2023-12-25,73.28935721812434
2023-12-26,74.26933614330875
2023-12-27,74.73319283456269
2023-12-28,77.20927291886196
2023-12-29,83.55300316122234
2023-12-30,70.34942044257113
2023-12-31,68.3894625922023
2024-01-01,73.28935721812434
2024-01-02,77.67312961011591
2024-01-03,81.59304531085353
2024-01-04,74.26933614330875
2024-01-05,74.26933614330875
2024-01-06,75.24931506849315
2024-01-07,88.45289778714437
2024-01-08,75.7131717597471
2024-01-09,70.34942044257113
2024-01-10,75.7131717597471
2024-01-11,74.26933614330875
2024-01-12,72.30937829293993
2024-01-13,78.6531085353003
2024-01-14,72.30937829293993
2024-01-15,70.86554267650158
2024-01-16,74.73319283456269
2024-01-17,77.20927291886196
2024-01-18,74.73319283456269
2024-01-19,82.57302423603792
2024-01-20,76.07249736564805
2024-01-21,73.28935721812434
2024-01-22,70.50621707060063
2024-01-23,77.00021074815595
2024-01-24,77.92792413066385
2024-01-25,77.92792413066385
2024-01-26,76.07249736564805
2024-01-27,71.43393045310853
2024-01-28,77.92792413066385
2024-01-29,72.36164383561643
2024-01-30,80.71106427818756
2024-01-31,83.49420442571127
2024-02-01,76.07249736564805
2024-02-02,77.00021074815595
2024-02-03,77.92792413066385
2024-02-04,70.50621707060063
2024-02-05,67.72307692307692
2024-02-06,72.36164383561643
2024-02-07,75.14478398314014
2024-02-08,77.00021074815595
2024-02-09,77.92792413066385
2024-02-10,78.85563751317176
2024-02-11,87.20505795574289
2024-02-12,77.92792413066385
2024-02-13,72.36164383561643
2024-02-14,72.36164383561643
2024-02-15,75.14478398314014
2024-02-16,72.36164383561643
2024-02-17,70.50621707060063
2024-02-18,69.57850368809272
2024-02-19,72.36164383561643
2024-02-20,78.85563751317176
2024-02-21,76.07249736564805
2024-02-22,69.57850368809272
2024-02-23,71.43393045310853
2024-02-24,75.14478398314014
2024-02-25,68.65079030558482
2024-02-26,68.65079030558482
2024-02-27,78.85563751317176
2024-02-28,78.85563751317176
2024-02-29,82.56649104320337
2024-03-01,79.78335089567966
2024-03-02,77.92792413066385
2024-03-03,71.43393045310853
2024-03-04,74.21707060063224
2024-03-05,72.36164383561643
2024-03-06,71.43393045310853
2024-03-07,74.21707060063224
2024-03-08,73.28935721812434
2024-03-09,69.57850368809272
2024-03-10,72.36164383561643
2024-03-11,75.14478398314014
2024-03-12,72.36164383561643
2024-03-13,73.28935721812434
2024-03-14,72.36164383561643
2024-03-15,75.14478398314014
2024-03-16,71.43393045310853
2024-03-17,68.65079030558482
2024-03-18,69.57850368809272
2024-03-19,69.57850368809272
2024-03-20,85.34963119072708
2024-03-21,71.43393045310853
2024-03-22,78.85563751317176
2024-03-23,74.21707060063224
2024-03-24,70.50621707060063
2024-03-25,72.36164383561643
2024-03-26,65.86765015806111
2024-03-27,71.43393045310853
2024-03-28,69.57850368809272
2024-03-29,69.57850368809272
2024-03-30,67.72307692307692
2024-03-31,67.72307692307692
2024-04-01,75.14478398314014
2024-04-02,70.50621707060063
2024-04-03,66.79536354056901
2024-04-04,64.9399367755532
2024-04-05,65.86765015806111
2024-04-06,68.65079030558482
2024-04-07,68.65079030558482
2024-04-08,63.08451001053741
2024-04-09,77.00021074815595
2024-04-10,72.36164383561643
2024-04-11,68.65079030558482
2024-04-12,72.36164383561643
2024-04-13,70.50621707060063
2024-04-14,86.27734457323498
2024-04-15,75.14478398314014
2024-04-16,64.0122233930453
2024-04-17,64.0122233930453
2024-04-18,64.9399367755532
2024-04-19,70.50621707060063
2024-04-20,62.156796628029504
2024-04-21,62.156796628029504
2024-04-22,64.0122233930453
2024-04-23,64.0122233930453
2024-04-24,67.72307692307692
2024-04-25,64.0122233930453
2024-04-26,70.50621707060063
2024-04-27,69.57850368809272
2024-04-28,64.0122233930453
2024-04-29,66.79536354056901
2024-04-30,70.50621707060063
2024-05-01,63.08451001053741
2024-05-02,65.86765015806111
2024-05-03,64.9399367755532
2024-05-04,64.0122233930453
2024-05-05,64.0122233930453
2024-05-06,67.72307692307692
2024-05-07,61.2290832455216
2024-05-08,64.0122233930453
2024-05-09,71.43393045310853
2024-05-10,60.3013698630137
2024-05-11,58.44594309799789
2024-05-12,64.0122233930453
2024-05-13,63.08451001053741
2024-05-14,63.08451001053741
2024-05-15,64.9399367755532
2024-05-16,66.79536354056901
2024-05-17,60.3013698630137
2024-05-18,59.373656480505794
2024-05-19,58.44594309799789
2024-05-20,64.0122233930453
2024-05-21,64.9399367755532
2024-05-22,64.9399367755532
2024-05-23,64.9399367755532
2024-05-24,62.156796628029504
2024-05-25,63.08451001053741
2024-05-26,56.590516332982084
2024-05-27,59.373656480505794
2024-05-28,61.2290832455216
2024-05-29,67.72307692307692
2024-05-30,67.72307692307692
2024-05-31,64.9399367755532
2024-06-01,65.86765015806111
2024-06-02,64.0122233930453
2024-06-03,63.08451001053741
2024-06-04,64.9399367755532
2024-06-05,65.86765015806111
2024-06-06,69.57850368809272
2024-06-07,64.0122233930453
2024-06-08,65.86765015806111
2024-06-09,60.3013698630137
2024-06-10,65.86765015806111
2024-06-11,69.57850368809272
2024-06-12,68.65079030558482
2024-06-13,64.9399367755532
2024-06-14,64.9399367755532
2024-06-15,63.08451001053741
2024-06-16,64.9399367755532
2024-06-17,64.9399367755532
2024-06-18,69.57850368809272
2024-06-19,66.79536354056901
2024-06-20,66.79536354056901
2024-06-21,68.65079030558482
2024-06-22,60.3013698630137
2024-06-23,61.2290832455216
2024-06-24,65.86765015806111
2024-06-25,74.21707060063224
2024-06-26,64.9399367755532
2024-06-27,64.0122233930453
2024-06-28,64.0122233930453
2024-06-29,58.44594309799789
2024-06-30,60.3013698630137
2024-07-01,63.08451001053741
2024-07-02,64.9399367755532
2024-07-03,63.08451001053741
2024-07-04,60.3013698630137
2024-07-05,57.51822971548999
2024-07-06,64.9399367755532
2024-07-07,59.373656480505794
2024-07-08,62.156796628029504
2024-07-09,63.08451001053741
2024-07-10,65.86765015806111
2024-07-11,67.72307692307692
2024-07-12,69.57850368809272
2024-07-13,62.156796628029504
2024-07-14,54.73508956796628
2024-07-15,67.72307692307692
2024-07-16,66.79536354056901
2024-07-17,68.65079030558482
2024-07-18,69.57850368809272
2024-07-19,69.57850368809272
2024-07-20,63.08451001053741
2024-07-21,62.156796628029504
2024-07-22,65.86765015806111
2024-07-23,65.86765015806111
2024-07-24,66.79536354056901
2024-07-25,65.86765015806111
2024-07-26,66.79536354056901
2024-07-27,64.0122233930453
2024-07-28,60.3013698630137
2024-07-29,67.72307692307692
2024-07-30,66.79536354056901
2024-07-31,65.86765015806111
2024-08-01,64.9399367755532
2024-08-02,68.65079030558482
2024-08-03,67.72307692307692
2024-08-04,65.86765015806111
2024-08-05,64.9399367755532
2024-08-06,64.9399367755532
2024-08-07,68.65079030558482
2024-08-08,67.72307692307692
2024-08-09,64.0122233930453
2024-08-10,64.9399367755532
2024-08-11,63.08451001053741
2024-08-12,68.65079030558482
2024-08-13,69.57850368809272
2024-08-14,72.36164383561643
2024-08-15,72.36164383561643
2024-08-16,67.72307692307692
2024-08-17,67.72307692307692
2024-08-18,66.33150684931506
2024-08-19,71.40215944685826
2024-08-20,66.79536354056901
2024-08-21,66.79536354056901
2024-08-22,64.95264517805332
2024-08-23,66.79536354056901
2024-08-24,69.55944108434255
2024-08-25,65.87400435931116
2024-08-26,70.48080026560041
2024-08-27,68.63808190308471
2024-08-28,66.79536354056901
2024-08-29,71.40215944685826
2024-08-30,67.71672272182687
2024-08-31,66.79536354056901
2024-09-01,67.71672272182687
2024-09-02,74.1662369906318
2024-09-03,64.95264517805332
2024-09-04,69.55944108434255
2024-09-05,68.63808190308471
2024-09-06,68.63808190308471
2024-09-07,71.85966193686215
2024-09-08,73.70238029937786
2024-09-09,65.87400435931116
2024-09-10,64.95264517805332
2024-09-11,63.10992681553762
2024-09-12,71.40215944685826
2024-09-13,66.79536354056901
2024-09-14,68.63808190308471
2024-09-15,64.95264517805332
2024-09-16,63.13534362053784
2024-09-17,64.96535358055343
2024-09-18,68.6253735005846
2024-09-19,69.5403784805924
2024-09-20,63.13534362053784
2024-09-21,65.88035856056122
2024-09-22,64.05034860054563
2024-09-23,67.71036852057681
2024-09-24,76.86041832065476
2024-09-25,64.05034860054563
2024-09-26,67.71036852057681
2024-09-27,66.79536354056901
