Time,scratch
2024-09-25,101.07328506498087
2024-09-26,109.38067835799299
2024-09-27,109.38067835799299
2024-09-28,59.536318599920236
2024-09-29,51.22892530690811
2024-09-30,85.84306402779197
2024-10-01,96.9195884184748
2024-10-02,96.9195884184748
2024-10-03,98.30415396731016
2024-10-04,117.68807165100512
2024-10-05,52.613490855743464
2024-10-06,48.4597942092374
2024-10-07,81.6893673812859
2024-10-08,88.61219512546268
2024-10-09,89.99676067429803
2024-10-10,98.30415396731016
2024-10-11,102.45785061381622
2024-10-12,53.99805640457882
2024-10-13,55.38262195341417
2024-10-14,67.84371189293236
2024-10-15,88.61219512546268
2024-10-16,95.53502286963945
2024-10-17,95.53502286963945
2024-10-18,109.38067835799299
2024-10-19,52.613490855743464
2024-10-20,47.07522866040205
2024-10-21,81.6893673812859
2024-10-22,96.9195884184748
2024-10-23,102.45785061381622
2024-10-24,99.68871951614551
2024-10-25,117.68807165100512
2024-10-26,55.38262195341417
2024-10-27,55.38262195341417
2024-10-28,89.99676067429803
2024-10-29,95.53502286963945
2024-10-30,99.68871951614551
2024-10-31,99.68871951614551
2024-11-01,120.45720274867583
2024-11-02,62.305449697590944
2024-11-03,58.15175305108488
2024-11-04,87.22762957662732
2024-11-05,71.99740853943842
2024-11-06,78.9202362836152
2024-11-07,102.45785061381622
2024-11-08,121.84176829751118
2024-11-09,60.92088414875559
2024-11-10,53.99805640457882
2024-11-11,71.99740853943842
2024-11-12,92.76589177196874
2024-11-13,101.07328506498087
2024-11-14,107.99611280915764
2024-11-15,124.61089939518189
2024-11-16,55.38262195341417
2024-11-17,53.99805640457882
2024-11-18,99.68871951614551
2024-11-19,99.68871951614551
2024-11-20,109.38067835799299
2024-11-21,116.30350610216976
2024-11-22,138.45655488353543
2024-11-23,66.45914634409701
2024-11-24,59.536318599920236
2024-11-25,83.07393293012126
2024-11-26,98.30415396731016
2024-11-27,77.53567073477984
2024-11-28,71.99740853943842
2024-11-29,52.613490855743464
2024-11-30,48.4597942092374
2024-12-01,51.22892530690811
2024-12-02,85.84306402779197
2024-12-03,98.30415396731016
2024-12-04,103.84241616265157
2024-12-05,107.99611280915764
2024-12-06,127.3800304928526
2024-12-07,60.92088414875559
2024-12-08,55.38262195341417
2024-12-09,96.9195884184748
2024-12-10,110.76524390682835
2024-12-11,113.53437500449905
2024-12-12,116.30350610216976
2024-12-13,130.1491615905233
2024-12-14,59.536318599920236
2024-12-15,53.99805640457882
2024-12-16,102.45785061381622
2024-12-17,112.1498094556637
2024-12-18,120.45720274867583
2024-12-19,137.07198933470008
2024-12-20,134.30285823702937
2024-12-21,60.92088414875559
2024-12-22,58.15175305108488
2024-12-23,59.536318599920236
2024-12-24,69.22827744176772
2024-12-25,70.61284299060307
2024-12-26,51.22892530690811
2024-12-27,51.22892530690811
2024-12-28,53.99805640457882
2024-12-29,53.99805640457882
2024-12-30,51.22892530690811
2024-12-31,48.4597942092374
2025-01-01,49.844359758072756
2025-01-02,49.844359758072756
2025-01-03,52.613490855743464
2025-01-04,53.99805640457882
2025-01-05,53.99805640457882
2025-01-06,63.6900152464263
2025-01-07,81.6893673812859
2025-01-08,99.68871951614551
2025-01-09,96.9195884184748
2025-01-10,102.45785061381622
2025-01-11,52.613490855743464
2025-01-12,52.613490855743464
2025-01-13,91.38132622313339
2025-01-14,98.30415396731016
2025-01-15,96.9195884184748
2025-01-16,98.30415396731016
2025-01-17,112.1498094556637
2025-01-18,56.76718750224953
2025-01-19,51.22892530690811
2025-01-20,52.613490855743464
2025-01-21,73.38197408827378
2025-01-22,81.6893673812859
2025-01-23,95.53502286963945
2025-01-24,110.76524390682835
2025-01-25,56.76718750224953
2025-01-26,48.4597942092374
2025-01-27,81.6893673812859
2025-01-28,84.45849847895661
2025-01-29,81.6893673812859
2025-01-30,98.30415396731016
2025-01-31,114.91894055333441
2025-02-01,55.38262195341417
2025-02-02,52.613490855743464
2025-02-03,83.07393293012126
2025-02-04,91.38132622313339
2025-02-05,98.30415396731016
2025-02-06,99.68871951614551
2025-02-07,120.45720274867583
2025-02-08,59.536318599920236
2025-02-09,52.613490855743464
2025-02-10,80.30480183245055
2025-02-11,94.1504573208041
2025-02-12,105.22698171148693
2025-02-13,114.91894055333441
2025-02-14,109.38067835799299
2025-02-15,53.99805640457882
2025-02-16,53.99805640457882
2025-02-17,52.613490855743464
2025-02-18,83.07393293012126
2025-02-19,92.76589177196874
2025-02-20,94.1504573208041
2025-02-21,112.1498094556637
2025-02-22,53.99805640457882
2025-02-23,53.99805640457882
2025-02-24,84.45849847895661
2025-02-25,94.1504573208041
2025-02-26,92.76589177196874
2025-02-27,101.07328506498087
2025-02-28,113.53437500449905
2025-03-01,52.613490855743464
2025-03-02,53.99805640457882
2025-03-03,83.07393293012126
2025-03-04,95.53502286963945
2025-03-05,98.30415396731016
2025-03-06,109.38067835799299
2025-03-07,120.45720274867583
2025-03-08,58.15175305108488
2025-03-09,53.99805640457882
2025-03-10,87.22762957662732
2025-03-11,89.99676067429803
2025-03-12,96.9195884184748
2025-03-13,101.07328506498087
2025-03-14,109.38067835799299
2025-03-15,55.38262195341417
2025-03-16,53.99805640457882
2025-03-17,76.15110518594449
2025-03-18,85.84306402779197
2025-03-19,87.22762957662732
2025-03-20,94.1504573208041
2025-03-21,96.9195884184748
2025-03-22,56.76718750224953
2025-03-23,49.844359758072756
2025-03-24,80.30480183245055
2025-03-25,83.07393293012126
2025-03-26,84.45849847895661
2025-03-27,106.61154726032228
2025-03-28,113.53437500449905
2025-03-29,56.76718750224953
2025-03-30,51.22892530690811
2025-03-31,76.15110518594449
2025-04-01,85.84306402779197
2025-04-02,87.22762957662732
2025-04-03,95.53502286963945
2025-04-04,107.99611280915764
2025-04-05,49.844359758072756
2025-04-06,51.22892530690811
2025-04-07,85.84306402779197
2025-04-08,87.22762957662732
2025-04-09,88.61219512546268
2025-04-10,95.53502286963945
2025-04-11,114.91894055333441
2025-04-12,55.38262195341417
2025-04-13,48.4597942092374
2025-04-14,77.53567073477984
2025-04-15,88.37140111696957
2025-04-16,99.68871951614551
2025-04-17,95.44472511645453
2025-04-18,69.288475943891
2025-04-19,51.620215570709405
2025-04-20,50.897833545230085
2025-04-21,63.62981674430302
2025-04-22,88.37140111696957
2025-04-23,89.78606591686656
2025-04-24,93.33777754213986
2025-04-25,106.76204351563047
2025-04-26,50.20555077081241
2025-04-27,46.65383914553911
2025-04-28,85.54207151717559
2025-04-29,96.85938991635152
2025-04-30,91.20073071676356
2025-05-01,105.34737871573348
2025-05-02,116.66469711490942
2025-05-03,57.27887477029738
2025-05-04,52.31249834512708
2025-05-05,91.92311274224286
2025-05-06,104.62499669025416
2025-05-07,103.93271391583649
2025-05-08,113.83536751511544
2025-05-09,121.60097428901807
2025-05-10,53.72716314502408
2025-05-11,50.20555077081241
2025-05-12,99.68871951614551
2025-05-13,106.76204351563047
2025-05-14,105.34737871573348
2025-05-15,109.80206787285593
2025-05-16,115.58112407669044
2025-05-17,52.0115058345107
2025-05-18,47.67721368163481
2025-05-19,96.79919141422825
2025-05-20,104.0230116690214
2025-05-21,108.35730382189729
2025-05-22,104.0230116690214
2025-05-23,93.90966331231098
2025-05-24,49.12197773259344
2025-05-25,50.56674178355207
2025-05-26,47.67721368163481
2025-05-27,72.23820254793154
2025-05-28,82.35155090464194
2025-05-29,79.46202280272468
2025-05-30,88.13060710847647
2025-05-31,50.56674178355207
2025-06-01,47.67721368163481
2025-06-02,63.56961824217974
2025-06-03,70.7934384969729
2025-06-04,66.45914634409701
2025-06-05,67.90391039505563
2025-06-06,65.01438229313838
2025-06-07,49.12197773259344
2025-06-08,49.12197773259344
2025-06-09,59.235326089303854
2025-06-10,62.12485419122112
2025-06-11,50.56674178355207
2025-06-12,56.34579798738659
2025-06-13,53.45626988546933
2025-06-14,44.78768557971755
2025-06-15,50.56674178355207
2025-06-16,47.67721368163481
2025-06-17,49.12197773259344
2025-06-18,47.67721368163481
2025-06-19,41.89815747780029
2025-06-20,44.78768557971755
2025-06-21,44.78768557971755
2025-06-22,43.342921528758914
2025-06-23,43.342921528758914
2025-06-24,46.23244963067618
2025-06-25,47.67721368163481
2025-06-26,44.78768557971755
2025-06-27,40.45339342684166
2025-06-28,44.78768557971755
2025-06-29,46.23244963067618
2025-06-30,40.45339342684166
2025-07-01,40.45339342684166
2025-07-02,40.45339342684166
2025-07-03,44.78768557971755
2025-07-04,47.67721368163481
2025-07-05,49.12197773259344
2025-07-06,46.23244963067618
2025-07-07,41.89815747780029
2025-07-08,46.23244963067618
2025-07-09,47.67721368163481
2025-07-10,44.78768557971755
2025-07-11,49.12197773259344
2025-07-12,46.23244963067618
2025-07-13,56.34579798738659
2025-07-14,49.12197773259344
2025-07-15,43.342921528758914
2025-07-16,43.342921528758914
2025-07-17,46.23244963067618
2025-07-18,43.342921528758914
2025-07-19,49.12197773259344
2025-07-20,52.0115058345107
2025-07-21,46.23244963067618
2025-07-22,43.342921528758914
2025-07-23,44.78768557971755
2025-07-24,43.342921528758914
2025-07-25,44.78768557971755
2025-07-26,46.23244963067618
2025-07-27,50.56674178355207
2025-07-28,43.342921528758914
2025-07-29,44.78768557971755
2025-07-30,41.89815747780029
2025-07-31,44.78768557971755
2025-08-01,44.78768557971755
2025-08-02,49.12197773259344
2025-08-03,47.67721368163481
2025-08-04,43.342921528758914
2025-08-05,44.78768557971755
2025-08-06,44.78768557971755
2025-08-07,47.67721368163481
2025-08-08,49.12197773259344
2025-08-09,47.67721368163481
2025-08-10,49.12197773259344
2025-08-11,44.78768557971755
2025-08-12,52.0115058345107
2025-08-13,52.0115058345107
2025-08-14,60.680090140262486
2025-08-15,69.34867444601427
2025-08-16,50.56674178355207
2025-08-17,49.12197773259344
2025-08-18,62.12485419122112
2025-08-19,70.7934384969729
2025-08-20,70.7934384969729
2025-08-21,83.79631495560058
2025-08-22,99.68871951614551
2025-08-23,56.34579798738659
2025-08-24,53.45626988546933
2025-08-25,75.12773064984879
2025-08-26,85.2410790065592
2025-08-27,88.13060710847647
2025-08-28,96.79919141422825
2025-08-29,109.80206787285593
2025-08-30,52.0115058345107
2025-08-31,54.901033936427964
2025-09-01,52.0115058345107
2025-09-02,78.01725875176605
2025-09-03,91.02013521039373
2025-09-04,99.68871951614551
2025-09-05,114.13636002573182
2025-09-06,53.45626988546933
2025-09-07,50.56674178355207
2025-09-08,83.79631495560058
2025-09-09,91.02013521039373
2025-09-10,99.68871951614551
2025-09-11,102.57824761806278
2025-09-12,118.47065217860771
2025-09-13,49.12197773259344
2025-09-14,47.67721368163481
2025-09-15,83.79631495560058
2025-09-16,98.24395546518689
2025-09-17,102.57824761806278
2025-09-18,104.0230116690214
2025-09-19,124.24970838244224
2025-09-20,54.901033936427964
2025-09-21,50.56674178355207
2025-09-22,89.5753711594351
2025-09-23,91.02013521039373
2025-09-24,98.24395546518689
2025-09-25,106.91253977093866
2025-09-26,117.02588812764908
2025-09-27,57.79056203834522
2025-09-28,50.56674178355207
2025-09-29,89.5753711594351
2025-09-30,95.35442736326962
2025-10-01,98.24395546518689
2025-10-02,99.68871951614551
2025-10-03,117.02588812764908
2025-10-04,52.0115058345107
2025-10-05,50.56674178355207
2025-10-06,86.68584305751783
2025-10-07,93.90966331231098
2025-10-08,99.68871951614551
2025-10-09,102.57824761806278
2025-10-10,99.68871951614551
2025-10-11,54.901033936427964
2025-10-12,53.45626988546933
2025-10-13,67.90391039505563
2025-10-14,91.02013521039373
2025-10-15,91.02013521039373
2025-10-16,96.79919141422825
2025-10-17,104.0230116690214
2025-10-18,52.0115058345107
2025-10-19,50.56674178355207
2025-10-20,83.79631495560058
2025-10-21,92.46489926135236
2025-10-22,98.24395546518689
2025-10-23,104.0230116690214
2025-10-24,117.02588812764908
2025-10-25,53.45626988546933
2025-10-26,53.45626988546933
2025-10-27,88.13060710847647
2025-10-28,91.02013521039373
2025-10-29,101.13348356710414
2025-10-30,109.80206787285593
2025-10-31,112.69159597477318
2025-11-01,56.34579798738659
2025-11-02,49.12197773259344
2025-11-03,83.79631495560058
2025-11-04,85.2410790065592
2025-11-05,99.68871951614551
2025-11-06,104.0230116690214
2025-11-07,119.91541622956633
2025-11-08,60.680090140262486
2025-11-09,54.901033936427964
2025-11-10,91.02013521039373
2025-11-11,83.79631495560058
2025-11-12,96.79919141422825
2025-11-13,102.57824761806278
2025-11-14,128.58400053531813
2025-11-15,54.901033936427964
2025-11-16,54.901033936427964
2025-11-17,95.35442736326962
2025-11-18,108.35730382189729
2025-11-19,111.24683192381455
2025-11-20,119.91541622956633
2025-11-21,132.91829268819401
2025-11-22,63.56961824217974
2025-11-23,57.79056203834522
2025-11-24,82.35155090464194
2025-11-25,104.0230116690214
2025-11-26,80.90678685368331
2025-11-27,75.12773064984879
2025-11-28,50.56674178355207
2025-11-29,53.45626988546933
2025-11-30,54.901033936427964
2025-12-01,85.2410790065592
2025-12-02,99.68871951614551
2025-12-03,102.57824761806278
2025-12-04,114.13636002573182
2025-12-05,125.69447243340086
2025-12-06,65.01438229313838
2025-12-07,56.34579798738659
2025-12-08,99.68871951614551
2025-12-09,108.35730382189729
2025-12-10,111.24683192381455
2025-12-11,121.7195637433039
2025-12-12,136.79091531580775
2025-12-13,65.89178830936672
2025-12-14,57.28487335521605
2025-12-15,104.5674031866037
2025-12-16,116.0021768910705
2025-12-17,131.78357661873343
2025-12-18,143.24301806384068
2025-12-19,137.50096347096684
2025-12-20,64.44702425840808
2025-12-21,63.00226020744945
2025-12-22,69.46669682580261
2025-12-23,76.62884772899466
2025-12-24,71.60917516160012
2025-12-25,78.07361177995327
2025-12-26,58.00725538069536
2025-12-27,57.28487335521605
2025-12-28,55.14239501941855
2025-12-29,47.99257798654674
2025-12-30,48.714960012026054
2025-12-31,53.72229870910037
2026-01-01,51.567486502982646
2026-01-02,49.41267429686492
2026-01-03,51.567486502982646
2026-01-04,51.567486502982646
2026-01-05,63.73697610324899
2026-01-06,81.6485202963892
2026-01-07,90.95314953537871
2026-01-08,100.95549305920713
2026-01-09,116.76156052751048
2026-01-10,59.64404503336368
2026-01-11,55.38375610240914
2026-01-12,89.46606755004552
2026-01-13,97.98664541195463
2026-01-14,100.82683803259098
2026-01-15,110.76751220481827
2026-01-16,124.9684753080001
2026-01-17,59.64404503336368
2026-01-18,59.64404503336368
2026-01-19,51.123467171454585
2026-01-20,95.14645279131825
2026-01-21,106.50722327386372
2026-01-22,105.08712696354554
2026-01-23,132.06895685959103
2026-01-24,65.32443027463641
2026-01-25,59.64404503336368
2026-01-26,73.84500813654552
2026-01-27,83.78568230877279
2026-01-28,95.14645279131825
2026-01-29,99.40674172227281
2026-01-30,115.02780113577282
2026-01-31,62.48423765400005
2026-02-01,58.2239487230455
2026-02-02,88.04597123972734
2026-02-03,90.88616386036371
2026-02-04,93.72635648100008
2026-02-05,100.82683803259098
2026-02-06,115.02780113577282
2026-02-07,61.06414134368187
2026-02-08,53.96365979209095
2026-02-09,80.94548968813643
2026-02-10,89.46606755004552
2026-02-11,103.66703065322736
2026-02-12,100.82683803259098
2026-02-13,99.40674172227281
2026-02-14,62.48423765400005
2026-02-15,56.803852412727316
2026-02-16,56.803852412727316
2026-02-17,82.3655859984546
2026-02-18,83.78568230877279
2026-02-19,93.72635648100008
2026-02-20,106.50722327386372
2026-02-21,55.38375610240914
2026-02-22,53.96365979209095
2026-02-23,83.78568230877279
2026-02-24,92.3062601706819
2026-02-25,90.88616386036371
2026-02-26,100.82683803259098
2026-02-27,116.447897446091
2026-02-28,58.2239487230455
2026-03-01,55.38375610240914
2026-03-02,83.78568230877279
2026-03-03,93.72635648100008
2026-03-04,100.82683803259098
2026-03-05,103.66703065322736
2026-03-06,119.28809006672736
2026-03-07,61.06414134368187
2026-03-08,61.06414134368187
2026-03-09,83.78568230877279
2026-03-10,93.72635648100008
2026-03-11,95.14645279131825
2026-03-12,105.08712696354554
2026-03-13,103.66703065322736
2026-03-14,61.06414134368187
2026-03-15,58.2239487230455
2026-03-16,79.52539337781825
2026-03-17,80.94548968813643
2026-03-18,83.78568230877279
2026-03-19,83.78568230877279
2026-03-20,90.88616386036371
2026-03-21,58.2239487230455
2026-03-22,56.803852412727316
2026-03-23,76.68520075718187
2026-03-24,83.78568230877279
2026-03-25,86.62587492940916
2026-03-26,89.46606755004552
2026-03-27,103.66703065322736
2026-03-28,56.803852412727316
2026-03-29,58.2239487230455
2026-03-30,76.68520075718187
2026-03-31,85.20577861909098
2026-04-01,92.3062601706819
2026-04-02,100.82683803259098
2026-04-03,71.00481551590914
2026-04-04,62.48423765400005
2026-04-05,61.06414134368187
2026-04-06,69.58471920559097
2026-04-07,79.52539337781825
2026-04-08,88.04597123972734
2026-04-09,85.20577861909098
2026-04-10,96.56654910163644
2026-04-11,59.64404503336368
2026-04-12,59.64404503336368
2026-04-13,85.20577861909098
2026-04-14,85.20577861909098
2026-04-15,90.88616386036371
2026-04-16,95.14645279131825
2026-04-17,112.18760851513645
2026-04-18,63.90433396431823
2026-04-19,63.90433396431823
2026-04-20,85.20577861909098
2026-04-21,89.46606755004552
2026-04-22,96.56654910163644
2026-04-23,93.72635648100008
2026-04-24,99.40674172227281
2026-04-25,55.38375610240914
2026-04-26,55.38375610240914
2026-04-27,89.46606755004552
2026-04-28,90.88616386036371
2026-04-29,95.14645279131825
2026-04-30,100.82683803259098
2026-05-01,103.66703065322736
2026-05-02,69.58471920559097
2026-05-03,58.2239487230455
2026-05-04,89.46606755004552
2026-05-05,93.72635648100008
2026-05-06,97.98664541195463
2026-05-07,109.34741589450009
2026-05-08,110.76751220481827
2026-05-09,58.2239487230455
2026-05-10,59.64404503336368
2026-05-11,92.3062601706819
2026-05-12,97.98664541195463
2026-05-13,105.08712696354554
2026-05-14,106.50722327386372
2026-05-15,120.70818637704555
2026-05-16,62.48423765400005
2026-05-17,59.64404503336368
2026-05-18,95.14645279131825
2026-05-19,100.82683803259098
2026-05-20,105.08712696354554
2026-05-21,115.02780113577282
2026-05-22,96.56654910163644
2026-05-23,69.58471920559097
2026-05-24,58.2239487230455
2026-05-25,58.2239487230455
2026-05-26,80.94548968813643
2026-05-27,82.3655859984546
2026-05-28,82.3655859984546
2026-05-29,82.3655859984546
2026-05-30,62.48423765400005
2026-05-31,61.06414134368187
