Time,associate
2023-02-27,76.144578313253
2023-02-28,74.2168674698795
2023-03-01,79.99999999999999
2023-03-02,77.10843373493975
2023-03-03,68.43373493975903
2023-03-04,50.120481927710834
2023-03-05,46.26506024096385
2023-03-06,74.2168674698795
2023-03-07,76.144578313253
2023-03-08,73.25301204819276
2023-03-09,75.18072289156626
2023-03-10,67.46987951807228
2023-03-11,47.2289156626506
2023-03-12,46.26506024096385
2023-03-13,66.50602409638553
2023-03-14,71.32530120481927
2023-03-15,74.2168674698795
2023-03-16,73.25301204819276
2023-03-17,63.614457831325296
2023-03-18,47.2289156626506
2023-03-19,47.2289156626506
2023-03-20,74.2168674698795
2023-03-21,77.10843373493975
2023-03-22,75.18072289156626
2023-03-23,74.2168674698795
2023-03-24,66.50602409638553
2023-03-25,47.2289156626506
2023-03-26,44.33734939759036
2023-03-27,73.25301204819276
2023-03-28,74.2168674698795
2023-03-29,75.18072289156626
2023-03-30,75.18072289156626
2023-03-31,64.57831325301204
2023-04-01,46.26506024096385
2023-04-02,46.26506024096385
2023-04-03,76.144578313253
2023-04-04,75.18072289156626
2023-04-05,75.18072289156626
2023-04-06,69.39759036144578
2023-04-07,61.6867469879518
2023-04-08,44.33734939759036
2023-04-09,41.44578313253012
2023-04-10,75.18072289156626
2023-04-11,80.96385542168673
2023-04-12,78.0722891566265
2023-04-13,72.28915662650601
2023-04-14,65.54216867469879
2023-04-15,46.26506024096385
2023-04-16,44.33734939759036
2023-04-17,73.25301204819276
2023-04-18,74.2168674698795
2023-04-19,82.89156626506023
2023-04-20,72.28915662650601
2023-04-21,64.57831325301204
2023-04-22,47.2289156626506
2023-04-23,46.26506024096385
2023-04-24,75.18072289156626
2023-04-25,79.03614457831324
2023-04-26,74.21060866843999
2023-04-27,73.24049444531371
2023-04-28,66.44969488342983
2023-04-29,50.92786731340948
2023-04-30,47.53559693318729
2023-05-01,75.18072289156626
2023-05-02,76.15083711469254
2023-05-03,79.06117978407134
2023-05-04,76.15083711469254
2023-05-05,70.33015177593491
2023-05-06,47.53559693318729
2023-05-07,44.13706775152558
2023-05-08,74.21060866843999
2023-05-09,77.12095133781881
2023-05-10,77.12095133781881
2023-05-11,73.24049444531371
2023-05-12,69.36003755280863
2023-05-13,49.957753090283205
2023-05-14,41.714911594429665
2023-05-15,75.18072289156626
2023-05-16,80.03129400719762
2023-05-17,78.09106556094508
2023-05-18,80.03129400719762
2023-05-19,69.36003755280863
2023-05-20,49.47582537943983
2023-05-21,49.957753090283205
2023-05-22,73.24049444531371
2023-05-23,79.06117978407134
2023-05-24,80.03129400719762
2023-05-25,78.10984196526366
2023-05-26,60.53512752307933
2023-05-27,47.842278203723986
2023-05-28,40.03129400719762
2023-05-29,50.77139727742137
2023-05-30,74.20434986700047
2023-05-31,84.94445313722423
2023-06-01,77.13346894069785
2023-06-02,71.27523079330308
2023-06-03,52.72414332655297
2023-06-04,49.795024252855576
2023-06-05,71.27523079330308
2023-06-06,77.13346894069785
2023-06-07,84.94445313722423
2023-06-08,74.20434986700047
2023-06-09,69.32248474417149
2023-06-10,50.77139727742137
2023-06-11,43.936786105460804
2023-06-12,72.25160381786888
2023-06-13,77.13346894069785
2023-06-14,79.08621498982944
2023-06-15,74.20434986700047
2023-06-16,72.25160381786888
2023-06-17,44.9131591300266
2023-06-18,44.9131591300266
2023-06-19,65.41699264590831
2023-06-20,80.06258801439525
2023-06-21,79.08621498982944
2023-06-22,76.15709591613206
2023-06-23,71.27523079330308
2023-06-24,50.77139727742137
2023-06-25,48.81865122828978
2023-06-26,76.15709591613206
2023-06-27,80.06258801439525
2023-06-28,76.15709591613206
2023-06-29,80.06258801439525
2023-06-30,69.32248474417149
2023-07-01,50.77139727742137
2023-07-02,48.81865122828978
2023-07-03,60.53512752307933
2023-07-04,42.96041308089501
2023-07-05,68.3461117196057
2023-07-06,76.15709591613206
2023-07-07,72.25160381786888
2023-07-08,52.72414332655297
2023-07-09,49.795024252855576
2023-07-10,82.99170708809262
2023-07-11,82.01533406352684
2023-07-12,83.96808011265843
2023-07-13,75.18072289156626
2023-07-14,69.32248474417149
2023-07-15,53.700516351118765
2023-07-16,47.842278203723986
2023-07-17,79.08621498982944
2023-07-18,81.03896103896103
2023-07-19,81.03896103896103
2023-07-20,77.13346894069785
2023-07-21,70.29885776873729
2023-07-22,53.700516351118765
2023-07-23,52.72414332655297
2023-07-24,77.13346894069785
2023-07-25,79.08621498982944
2023-07-26,82.99170708809262
2023-07-27,82.01533406352684
2023-07-28,69.32248474417149
2023-07-29,48.81865122828978
2023-07-30,49.795024252855576
2023-07-31,79.08621498982944
2023-08-01,80.06258801439525
2023-08-02,82.01533406352684
2023-08-03,81.03896103896103
2023-08-04,70.29885776873729
2023-08-05,46.86590517915819
2023-08-06,47.842278203723986
2023-08-07,78.10984196526366
2023-08-08,83.96808011265843
2023-08-09,80.06258801439525
2023-08-10,81.03896103896103
2023-08-11,75.18072289156626
2023-08-12,50.77139727742137
2023-08-13,44.9131591300266
2023-08-14,77.13346894069785
2023-08-15,80.06258801439525
2023-08-16,85.92082616179002
2023-08-17,82.01533406352684
2023-08-18,70.29885776873729
2023-08-19,49.795024252855576
2023-08-20,46.86590517915819
2023-08-21,82.01533406352684
2023-08-22,84.94445313722423
2023-08-23,89.8263182600532
2023-08-24,81.03896103896103
2023-08-25,72.25160381786888
2023-08-26,50.77139727742137
2023-08-27,47.842278203723986
2023-08-28,77.13346894069785
2023-08-29,87.87357221092161
2023-08-30,87.87357221092161
2023-08-31,79.08621498982944
2023-09-01,72.25160381786888
2023-09-02,47.842278203723986
2023-09-03,48.81865122828978
2023-09-04,54.67688937568456
2023-09-05,78.10984196526366
2023-09-06,82.01533406352684
2023-09-07,78.10984196526366
2023-09-08,75.18072289156626
2023-09-09,49.795024252855576
2023-09-10,49.795024252855576
2023-09-11,77.13346894069785
2023-09-12,81.03896103896103
2023-09-13,81.03896103896103
2023-09-14,78.10984196526366
2023-09-15,71.27523079330308
2023-09-16,51.74777030198717
2023-09-17,49.795024252855576
2023-09-18,79.08621498982944
2023-09-19,91.77906430918479
2023-09-20,84.94445313722423
2023-09-21,82.01533406352684
2023-09-22,75.18072289156626
2023-09-23,50.77139727742137
2023-09-24,46.86590517915819
2023-09-25,78.10984196526366
2023-09-26,82.01533406352684
2023-09-27,84.94445313722423
2023-09-28,80.06258801439525
2023-09-29,72.25160381786888
2023-09-30,49.795024252855576
2023-10-01,44.9131591300266
2023-10-02,75.18072289156626
2023-10-03,90.802691284619
2023-10-04,82.99170708809262
2023-10-05,79.08621498982944
2023-10-06,74.20434986700047
2023-10-07,51.74777030198717
2023-10-08,44.9131591300266
2023-10-09,72.25160381786888
2023-10-10,80.06258801439525
2023-10-11,81.03896103896103
2023-10-12,78.10984196526366
2023-10-13,67.3697386950399
2023-10-14,49.795024252855576
2023-10-15,51.74777030198717
2023-10-16,80.06258801439525
2023-10-17,80.06258801439525
2023-10-18,78.10984196526366
2023-10-19,77.13346894069785
2023-10-20,70.29885776873729
2023-10-21,50.77139727742137
2023-10-22,44.9131591300266
2023-10-23,78.10984196526366
2023-10-24,81.03896103896103
2023-10-25,88.84994523548741
2023-10-26,77.13346894069785
2023-10-27,69.32248474417149
2023-10-28,45.889532154592395
2023-10-29,42.96041308089501
2023-10-30,78.10984196526366
2023-10-31,82.01533406352684
2023-11-01,81.03896103896103
2023-11-02,77.13346894069785
2023-11-03,75.18072289156626
2023-11-04,51.74777030198717
2023-11-05,44.9131591300266
2023-11-06,79.08621498982944
2023-11-07,97.63730245657956
2023-11-08,83.96808011265843
2023-11-09,80.06258801439525
2023-11-10,67.3697386950399
2023-11-11,48.81865122828978
2023-11-12,44.9131591300266
2023-11-13,76.15709591613206
2023-11-14,85.92082616179002
2023-11-15,87.87357221092161
2023-11-16,76.15709591613206
2023-11-17,65.41699264590831
2023-11-18,44.9131591300266
2023-11-19,40.03129400719762
2023-11-20,64.44061962134252
2023-11-21,68.3461117196057
2023-11-22,56.62963542481615
2023-11-23,34.17305585980285
2023-11-24,35.149428884368646
2023-11-25,40.03129400719762
2023-11-26,42.96041308089501
2023-11-27,69.32248474417149
2023-11-28,74.20434986700047
2023-11-29,79.08621498982944
2023-11-30,76.15709591613206
2023-12-01,72.25160381786888
2023-12-02,51.74777030198717
2023-12-03,44.9131591300266
2023-12-04,73.22797684243467
2023-12-05,78.10984196526366
2023-12-06,75.18072289156626
2023-12-07,69.32248474417149
2023-12-08,68.3461117196057
2023-12-09,47.842278203723986
2023-12-10,42.96041308089501
2023-12-11,65.41699264590831
2023-12-12,70.29885776873729
2023-12-13,74.20434986700047
2023-12-14,73.22797684243467
2023-12-15,63.46424659677672
2023-12-16,44.9131591300266
2023-12-17,38.07854795806603
2023-12-18,60.53512752307933
2023-12-19,66.39336567047411
2023-12-20,67.3697386950399
2023-12-21,61.51150054764513
2023-12-22,50.692838528318376
2023-12-23,40.261358915284966
2023-12-24,29.857935998359764
2023-12-25,27.961303341444598
2023-12-26,45.951256886030464
2023-12-27,55.4344201706063
2023-12-28,58.73949897215373
2023-12-29,52.10128467295065
2023-12-30,42.646178084483026
2023-12-31,35.05964745682236
2024-01-01,36.956280113737535
2024-01-02,71.527741058277
2024-01-03,80.06258801439525
2024-01-04,81.95922067131042
2024-01-05,74.86087655593263
2024-01-06,53.997917329865814
2024-01-07,47.84788954294563
2024-01-08,76.26932270056491
2024-01-09,79.11427168593767
2024-01-10,91.90251377206093
2024-01-11,80.06258801439525
2024-01-12,76.75750921284781
2024-01-13,52.58947118523355
2024-01-14,44.5428107413982
2024-01-15,59.227685484436634
2024-01-16,76.26932270056491
2024-01-17,85.75248598514074
2024-01-18,80.06258801439525
2024-01-19,76.26932270056491
2024-01-20,54.29531830861287
2024-01-21,44.17246235276979
2024-01-22,79.14232838204587
2024-01-23,82.82336691144336
2024-01-24,88.34492470553958
2024-01-25,89.26518433788895
2024-01-26,79.14232838204587
2024-01-27,58.896616470359724
2024-01-28,50.61427977921539
2024-01-29,78.2220687496965
2024-01-30,84.6638861761421
2024-01-31,84.6638861761421
2024-02-01,86.50440544084084
2024-02-02,73.62077058794965
2024-02-03,57.05609720566098
2024-02-04,50.61427977921539
2024-02-05,75.46128985264839
2024-02-06,80.98284764674462
2024-02-07,80.06258801439525
2024-02-08,81.90310727909399
2024-02-09,71.78025132325091
2024-02-10,48.773760514516646
2024-02-11,42.33194308807105
2024-02-12,64.41817426445594
2024-02-13,79.14232838204587
2024-02-14,73.62077058794965
2024-02-15,74.54103022029902
2024-02-16,70.85999169090154
2024-02-17,52.45479904391413
2024-02-18,45.09272198511916
2024-02-19,66.25869352915468
2024-02-20,80.98284764674462
2024-02-21,81.90310727909399
2024-02-22,80.06258801439525
2024-02-23,69.93973205855217
2024-02-24,48.773760514516646
2024-02-25,48.773760514516646
2024-02-26,77.30180911734713
2024-02-27,81.90310727909399
2024-02-28,80.06258801439525
2024-02-29,76.38154948499776
2024-03-01,73.62077058794965
2024-03-02,52.45479904391413
2024-03-03,45.09272198511916
2024-03-04,81.90310727909399
2024-03-05,80.98284764674462
2024-03-06,77.30180911734713
2024-03-07,74.54103022029902
2024-03-08,67.17895316150405
2024-03-09,46.933241249817904
2024-03-10,43.25220272042042
2024-03-11,73.62077058794965
2024-03-12,79.14232838204587
2024-03-13,77.30180911734713
2024-03-14,72.70051095560028
2024-03-15,66.25869352915468
2024-03-16,48.773760514516646
2024-03-17,44.17246235276979
2024-03-18,78.2220687496965
2024-03-19,79.14232838204587
2024-03-20,80.98284764674462
2024-03-21,76.38154948499776
2024-03-22,64.41817426445594
2024-03-23,46.933241249817904
2024-03-24,45.09272198511916
2024-03-25,77.30180911734713
2024-03-26,75.46128985264839
2024-03-27,80.06258801439525
2024-03-28,77.30180911734713
2024-03-29,61.65739536740784
2024-03-30,44.17246235276979
2024-03-31,43.25220272042042
2024-04-01,78.2220687496965
2024-04-02,76.38154948499776
2024-04-03,81.90310727909399
2024-04-04,74.54103022029902
2024-04-05,66.25869352915468
2024-04-06,47.853500882167275
2024-04-07,44.17246235276979
2024-04-08,63.49791463210658
2024-04-09,77.30180911734713
2024-04-10,80.06258801439525
2024-04-11,77.30180911734713
2024-04-12,68.09921279385343
2024-04-13,50.61427977921539
2024-04-14,45.09272198511916
2024-04-15,77.30180911734713
2024-04-16,78.2220687496965
2024-04-17,79.14232838204587
2024-04-18,80.06258801439525
2024-04-19,68.09921279385343
2024-04-20,46.933241249817904
2024-04-21,43.25220272042042
2024-04-22,74.54103022029902
2024-04-23,78.2220687496965
2024-04-24,79.14232838204587
2024-04-25,79.14232838204587
2024-04-26,65.33843389680531
2024-04-27,46.01298161746853
2024-04-28,46.01298161746853
2024-04-29,75.46128985264839
2024-04-30,76.38154948499776
2024-05-01,73.62077058794965
2024-05-02,73.62077058794965
2024-05-03,70.85999169090154
2024-05-04,56.13583757331161
2024-05-05,46.933241249817904
2024-05-06,89.26518433788895
2024-05-07,87.42466507319021
2024-05-08,82.82336691144336
2024-05-09,78.2220687496965
2024-05-10,71.78025132325091
2024-05-11,49.694020146866016
2024-05-12,41.41168345572168
2024-05-13,79.14232838204587
2024-05-14,80.98284764674462
2024-05-15,80.06258801439525
2024-05-16,79.14232838204587
2024-05-17,69.93973205855217
2024-05-18,53.3750586762635
2024-05-19,46.933241249817904
2024-05-20,77.30180911734713
2024-05-21,81.90310727909399
2024-05-22,76.38154948499776
2024-05-23,73.62077058794965
2024-05-24,69.0194724262028
2024-05-25,48.773760514516646
2024-05-26,46.933241249817904
2024-05-27,52.45479904391413
2024-05-28,77.30180911734713
2024-05-29,81.90310727909399
2024-05-30,78.2220687496965
2024-05-31,73.62077058794965
2024-06-01,52.45479904391413
2024-06-02,46.01298161746853
2024-06-03,77.30180911734713
2024-06-04,85.58414580849147
2024-06-05,88.34492470553958
2024-06-06,80.98284764674462
2024-06-07,73.62077058794965
2024-06-08,49.694020146866016
2024-06-09,47.853500882167275
2024-06-10,79.14232838204587
2024-06-11,81.90310727909399
2024-06-12,86.50440544084084
2024-06-13,81.90310727909399
2024-06-14,69.93973205855217
2024-06-15,50.61427977921539
2024-06-16,42.33194308807105
2024-06-17,81.90310727909399
2024-06-18,84.6638861761421
2024-06-19,75.46128985264839
2024-06-20,73.62077058794965
2024-06-21,70.85999169090154
2024-06-22,53.3750586762635
2024-06-23,52.45479904391413
2024-06-24,83.74362654379273
2024-06-25,87.42466507319021
2024-06-26,79.14232838204587
2024-06-27,80.98284764674462
2024-06-28,69.93973205855217
2024-06-29,51.53453941156476
2024-06-30,45.09272198511916
2024-07-01,74.54103022029902
2024-07-02,80.98284764674462
2024-07-03,71.78025132325091
2024-07-04,44.17246235276979
2024-07-05,50.61427977921539
2024-07-06,46.01298161746853
2024-07-07,47.853500882167275
2024-07-08,74.54103022029902
2024-07-09,80.98284764674462
2024-07-10,83.74362654379273
2024-07-11,79.14232838204587
2024-07-12,72.70051095560028
2024-07-13,47.853500882167275
2024-07-14,45.09272198511916
2024-07-15,75.46128985264839
2024-07-16,80.98284764674462
2024-07-17,83.74362654379273
2024-07-18,79.14232838204587
2024-07-19,68.09921279385343
2024-07-20,52.45479904391413
2024-07-21,46.933241249817904
2024-07-22,79.14232838204587
2024-07-23,86.50440544084084
2024-07-24,82.82336691144336
2024-07-25,80.06258801439525
2024-07-26,69.0194724262028
2024-07-27,48.773760514516646
2024-07-28,46.01298161746853
2024-07-29,77.30180911734713
2024-07-30,80.98284764674462
2024-07-31,76.38154948499776
2024-08-01,80.06258801439525
2024-08-02,71.78025132325091
2024-08-03,47.853500882167275
2024-08-04,43.25220272042042
2024-08-05,78.2220687496965
2024-08-06,82.82336691144336
2024-08-07,85.58414580849147
2024-08-08,74.54103022029902
2024-08-09,69.93973205855217
2024-08-10,49.694020146866016
2024-08-11,46.01298161746853
2024-08-12,76.38154948499776
2024-08-13,78.2220687496965
2024-08-14,86.50440544084084
2024-08-15,83.74362654379273
2024-08-16,74.54103022029902
2024-08-17,53.3750586762635
2024-08-18,46.96261123808438
2024-08-19,80.1702779713723
2024-08-20,86.32818551124203
2024-08-21,86.32818551124203
2024-08-22,82.06953721260399
2024-08-23,73.52287062706142
2024-08-24,54.07014839856994
2024-08-25,47.912240858700216
2024-08-26,81.11990759198814
2024-08-27,84.9184260744515
2024-08-28,84.42892627001035
2024-08-29,83.47929664939451
2024-08-30,66.87546328275053
2024-08-31,50.76112972054773
2024-09-01,46.01298161746853
2024-09-02,52.17088915733826
2024-09-03,78.27101873014061
2024-09-04,87.27781513185786
2024-09-05,83.01916683321983
2024-09-06,74.47250024767726
2024-09-07,51.221259536722414
2024-09-08,46.01298161746853
2024-09-09,82.06953721260399
2024-09-10,84.9184260744515
2024-09-11,80.63040778754699
2024-09-12,80.1702779713723
2024-09-13,74.47250024767726
2024-09-14,55.50927782362693
2024-09-15,44.11372237623685
2024-09-16,82.23596714611398
2024-09-17,89.08896440829014
2024-09-18,85.1729659727609
2024-09-19,81.25696753723166
2024-09-20,75.3829698839378
2024-09-21,52.86597887964469
2024-09-22,46.991981226350845
2024-09-23,84.19396636387859
