Time,pbs_kids
2022-08-29,45.65308184573931
2022-08-30,53.00892556416302
2022-08-31,53.99090602896598
2022-09-01,53.99090602896598
2022-09-02,72.6485348602223
2022-09-03,26.013472549680028
2022-09-04,24.0495116200741
2022-09-05,22.085550690468175
2022-09-06,45.65308184573931
2022-09-07,53.00892556416302
2022-09-08,56.93684742337488
2022-09-09,76.57645671943416
2022-09-10,23.067531155271137
2022-09-11,21.60357022566521
2022-09-12,50.06298416975413
2022-09-13,53.00892556416302
2022-09-14,56.93684742337488
2022-09-15,61.846749747389694
2022-09-16,80.98635904344897
2022-09-17,24.0495116200741
2022-09-18,23.067531155271137
2022-09-19,51.04496463455709
2022-09-20,56.93684742337488
2022-09-21,54.972886493768954
2022-09-22,63.310710676995626
2022-09-23,91.78814415628159
2022-09-24,26.013472549680028
2022-09-25,25.031492084877065
2022-09-26,47.61704277534524
2022-09-27,53.00892556416302
2022-09-28,52.05389019872011
2022-09-29,63.62142135399125
2022-09-30,78.08083529808017
2022-10-01,31.810710676995626
2022-10-02,25.06298416975413
2022-10-03,50.12596833950826
2022-10-04,57.83765577635568
2022-10-05,54.9457729875379
2022-10-06,65.5493432132031
2022-10-07,78.08083529808017
2022-10-08,27.954866958571913
2022-10-09,24.099023240148203
2022-10-10,38.55843718423712
2022-10-11,49.16200740990233
2022-10-12,56.87369484674976
2022-10-13,60.72953856517347
2022-10-14,72.2970697204446
2022-10-15,27.954866958571913
2022-10-16,24.099023240148203
2022-10-17,49.16200740990233
2022-10-18,56.87369484674976
2022-10-19,60.72953856517347
2022-10-20,62.65746042438532
2022-10-21,75.18895250926239
2022-10-22,26.990906028965984
2022-10-23,25.06298416975413
2022-10-24,51.08992926911419
2022-10-25,57.83765577635568
2022-10-26,63.62142135399125
2022-10-27,60.72953856517347
2022-10-28,81.93667901650389
2022-10-29,26.026945099360056
2022-10-30,23.135062310542274
2022-10-31,53.01785112832604
2022-11-01,53.98181205793197
2022-11-02,55.909733917143825
2022-11-03,59.76557763556754
2022-11-04,96.39609296059281
2022-11-05,28.91882788817784
2022-11-06,25.06298416975413
2022-11-07,47.23408555069047
2022-11-08,47.23408555069047
2022-11-09,51.08992926911419
2022-11-10,62.65746042438532
2022-11-11,71.33310879083868
2022-11-12,27.954866958571913
2022-11-13,26.026945099360056
2022-11-14,55.909733917143825
2022-11-15,64.58538228359718
2022-11-16,62.65746042438532
2022-11-17,71.33310879083868
2022-11-18,86.75648366453352
2022-11-19,31.810710676995626
2022-11-20,26.026945099360056
2022-11-21,39.52239811384305
2022-11-22,45.306163691478616
2022-11-23,32.77467160660155
2022-11-24,26.026945099360056
2022-11-25,25.06298416975413
2022-11-26,20.24317952172449
2022-11-27,24.099023240148203
2022-11-28,42.414280902660835
2022-11-29,50.12596833950826
2022-11-30,64.58538228359718
2022-12-01,57.83765577635568
2022-12-02,73.26103065005053
2022-12-03,24.099023240148203
2022-12-04,25.06298416975413
2022-12-05,56.87369484674976
2022-12-06,59.76557763556754
2022-12-07,64.58538228359718
2022-12-08,69.40518693162682
2022-12-09,80.97271808689796
2022-12-10,29.88278881778377
2022-12-11,24.099023240148203
2022-12-12,56.87369484674976
2022-12-13,66.51330414280903
2022-12-14,74.22499157965646
2022-12-15,80.97271808689796
2022-12-16,79.0447962276861
2022-12-17,27.954866958571913
2022-12-18,23.135062310542274
2022-12-19,45.306163691478616
2022-12-20,51.08992926911419
2022-12-21,44.34220276187269
2022-12-22,36.630515325025264
2022-12-23,29.88278881778377
2022-12-24,24.099023240148203
2022-12-25,20.24317952172449
2022-12-26,18.315257662512632
2022-12-27,18.315257662512632
2022-12-28,20.24317952172449
2022-12-29,20.24317952172449
2022-12-30,20.24317952172449
2022-12-31,22.171101380936346
2023-01-01,23.135062310542274
2023-01-02,22.171101380936346
2023-01-03,29.88278881778377
2023-01-04,41.4503199730549
2023-01-05,46.27012462108455
2023-01-06,65.5493432132031
2023-01-07,23.135062310542274
2023-01-08,22.171101380936346
2023-01-09,47.23408555069047
2023-01-10,54.9457729875379
2023-01-11,57.83765577635568
2023-01-12,67.47726507241497
2023-01-13,81.93667901650389
2023-01-14,24.099023240148203
2023-01-15,21.207140451330417
2023-01-16,25.06298416975413
2023-01-17,52.05389019872011
2023-01-18,63.62142135399125
2023-01-19,65.5493432132031
2023-01-20,78.08083529808017
2023-01-21,28.91882788817784
2023-01-22,23.135062310542274
2023-01-23,53.98181205793197
2023-01-24,64.58538228359718
2023-01-25,63.62142135399125
2023-01-26,68.4412260020209
2023-01-27,86.75648366453352
2023-01-28,26.990906028965984
2023-01-29,25.06298416975413
2023-01-30,59.76557763556754
2023-01-31,63.62142135399125
2023-02-01,62.65746042438532
2023-02-02,70.36914786123275
2023-02-03,88.68440552374538
2023-02-04,27.954866958571913
2023-02-05,26.990906028965984
2023-02-06,53.01785112832604
2023-02-07,63.62142135399125
2023-02-08,63.62142135399125
2023-02-09,64.58538228359718
2023-02-10,90.61232738295723
2023-02-11,30.846749747389698
2023-02-12,25.06298416975413
2023-02-13,46.27012462108455
2023-02-14,59.76557763556754
2023-02-15,61.693499494779395
2023-02-16,67.47726507241497
2023-02-17,84.82856180532167
2023-02-18,27.954866958571913
2023-02-19,25.06298416975413
2023-02-20,28.91882788817784
2023-02-21,50.12596833950826
2023-02-22,56.87369484674976
2023-02-23,58.801616705961614
2023-02-24,80.00875715729202
2023-02-25,27.954866958571913
2023-02-26,25.06298416975413
2023-02-27,54.9457729875379
2023-02-28,55.909733917143825
2023-03-01,57.83765577635568
2023-03-02,67.47726507241497
2023-03-03,83.86460087571574
2023-03-04,26.026945099360056
2023-03-05,24.099023240148203
2023-03-06,51.08992926911419
2023-03-07,58.801616705961614
2023-03-08,63.62142135399125
2023-03-09,70.36914786123275
2023-03-10,84.82856180532167
2023-03-11,25.06298416975413
2023-03-12,23.135062310542274
2023-03-13,47.23408555069047
2023-03-14,50.12596833950826
2023-03-15,53.01785112832604
2023-03-16,53.01785112832604
2023-03-17,59.76557763556754
2023-03-18,24.099023240148203
2023-03-19,22.171101380936346
2023-03-20,49.16200740990233
2023-03-21,53.98181205793197
2023-03-22,59.76557763556754
2023-03-23,62.65746042438532
2023-03-24,80.00875715729202
2023-03-25,26.026945099360056
2023-03-26,25.06298416975413
2023-03-27,50.12596833950826
2023-03-28,56.87369484674976
2023-03-29,55.909733917143825
2023-03-30,63.62142135399125
2023-03-31,74.22499157965646
2023-04-01,25.06298416975413
2023-04-02,22.171101380936346
2023-04-03,42.414280902660835
2023-04-04,51.08992926911419
2023-04-05,53.01785112832604
2023-04-06,68.4412260020209
2023-04-07,31.810710676995626
2023-04-08,21.207140451330417
2023-04-09,19.27921859211856
2023-04-10,35.66655439541934
2023-04-11,49.16200740990233
2023-04-12,48.198046480296405
2023-04-13,54.9457729875379
2023-04-14,76.15291343886831
2023-04-15,22.171101380936346
2023-04-16,21.207140451330417
2023-04-17,53.01785112832604
2023-04-18,55.909733917143825
2023-04-19,60.72953856517347
2023-04-20,66.51330414280903
2023-04-21,80.00875715729202
2023-04-22,25.06298416975413
2023-04-23,22.171101380936346
2023-04-24,54.9457729875379
2023-04-25,60.72953856517347
2023-04-26,65.43877753864919
2023-04-27,72.5997835090291
2023-04-28,78.33202333541624
2023-04-29,24.357725449541327
2023-04-30,22.928959305548577
2023-05-01,60.661911016659914
2023-05-02,68.77829029143766
2023-05-03,68.30489745184278
2023-05-04,71.17101736503633
2023-05-05,85.97500977059909
2023-05-06,25.313098753939187
2023-05-07,20.062839392355006
2023-05-08,66.39415084304704
2023-05-09,74.03713727822992
2023-05-10,83.10888985740553
2023-05-11,78.33202333541624
2023-05-12,94.57336951017982
2023-05-13,23.40235214514347
2023-05-14,21.97358600115072
2023-05-15,72.12639066943419
2023-05-16,82.63549701781062
2023-05-17,77.85863049582134
2023-05-18,85.97500977059909
2023-05-19,92.6626229013841
2023-05-20,23.40235214514347
2023-05-21,21.01821269675286
2023-05-22,70.68903690023338
2023-05-23,74.5105301178248
2023-05-24,68.30489745184278
2023-05-25,64.48340423425134
2023-05-26,51.126426676248485
2023-05-27,21.776070621365093
2023-05-28,20.82928494217531
2023-05-29,18.935713583795735
2023-05-30,37.87142716759147
2023-05-31,42.6053555635404
2023-06-01,41.65856988435062
2023-06-02,43.55214124273019
2023-06-03,20.82928494217531
2023-06-04,18.935713583795735
2023-06-05,35.977855809211896
2023-06-06,38.81821284678126
2023-06-07,38.81821284678126
2023-06-08,36.92464148840168
2023-06-09,33.137498771642534
2023-06-10,20.82928494217531
2023-06-11,19.882499262985522
2023-06-12,33.137498771642534
2023-06-13,30.297141734073175
2023-06-14,31.243927413262963
2023-06-15,29.350356054883388
2023-06-16,27.456784696503814
2023-06-17,18.935713583795735
2023-06-18,18.935713583795735
2023-06-19,20.82928494217531
2023-06-20,24.616427658934455
2023-06-21,25.563213338124243
2023-06-22,26.50999901731403
2023-06-23,23.669641979744668
2023-06-24,18.935713583795735
2023-06-25,17.04214222541616
2023-06-26,20.82928494217531
2023-06-27,23.669641979744668
2023-06-28,21.776070621365093
2023-06-29,21.776070621365093
2023-06-30,20.82928494217531
2023-07-01,17.04214222541616
2023-07-02,16.095356546226373
2023-07-03,17.988927904605948
2023-07-04,17.988927904605948
2023-07-05,17.988927904605948
2023-07-06,18.935713583795735
2023-07-07,18.935713583795735
2023-07-08,17.04214222541616
2023-07-09,17.988927904605948
2023-07-10,18.935713583795735
2023-07-11,19.882499262985522
2023-07-12,19.882499262985522
2023-07-13,17.988927904605948
2023-07-14,18.935713583795735
2023-07-15,18.935713583795735
2023-07-16,16.095356546226373
2023-07-17,17.04214222541616
2023-07-18,18.935713583795735
2023-07-19,18.935713583795735
2023-07-20,18.935713583795735
2023-07-21,18.935713583795735
2023-07-22,17.988927904605948
2023-07-23,17.04214222541616
2023-07-24,17.04214222541616
2023-07-25,17.988927904605948
2023-07-26,17.988927904605948
2023-07-27,19.882499262985522
2023-07-28,18.935713583795735
2023-07-29,17.988927904605948
2023-07-30,17.04214222541616
2023-07-31,18.935713583795735
2023-08-01,17.988927904605948
2023-08-02,17.988927904605948
2023-08-03,20.82928494217531
2023-08-04,23.669641979744668
2023-08-05,17.04214222541616
2023-08-06,17.04214222541616
2023-08-07,23.669641979744668
2023-08-08,20.82928494217531
2023-08-09,24.616427658934455
2023-08-10,30.297141734073175
2023-08-11,39.764998525971045
2023-08-12,19.882499262985522
2023-08-13,18.935713583795735
2023-08-14,32.19071309245275
2023-08-15,38.81821284678126
2023-08-16,36.92464148840168
2023-08-17,40.71178420516083
2023-08-18,55.860355072197414
2023-08-19,19.882499262985522
2023-08-20,20.82928494217531
2023-08-21,43.55214124273019
2023-08-22,47.339283959489336
2023-08-23,50.1796409970587
2023-08-24,52.07321235543827
2023-08-25,69.11535458085443
2023-08-26,21.776070621365093
2023-08-27,20.82928494217531
2023-08-28,45.44571260110976
2023-08-29,51.126426676248485
2023-08-30,52.07321235543827
2023-08-31,54.91356939300763
2023-09-01,69.11535458085443
2023-09-02,23.669641979744668
2023-09-03,22.72285630055488
2023-09-04,21.776070621365093
2023-09-05,45.44571260110976
2023-09-06,54.91356939300763
2023-09-07,58.700712109766776
2023-09-08,79.52999705194209
2023-09-09,26.50999901731403
2023-09-10,21.776070621365093
2023-09-11,51.126426676248485
2023-09-12,56.8071407513872
2023-09-13,57.75392643057699
2023-09-14,63.43464050571571
2023-09-15,81.42356841032166
2023-09-16,25.563213338124243
2023-09-17,23.669641979744668
2023-09-18,49.23285531786891
2023-09-19,59.647497788956564
2023-09-20,55.860355072197414
2023-09-21,60.59428346814635
2023-09-22,84.26392544789103
2023-09-23,27.456784696503814
2023-09-24,23.669641979744668
2023-09-25,47.339283959489336
2023-09-26,59.647497788956564
2023-09-27,58.700712109766776
2023-09-28,60.59428346814635
2023-09-29,84.26392544789103
2023-09-30,27.456784696503814
2023-10-01,24.616427658934455
2023-10-02,45.44571260110976
2023-10-03,53.96678371381785
2023-10-04,58.700712109766776
2023-10-05,69.11535458085443
2023-10-06,76.68964001437273
2023-10-07,25.563213338124243
2023-10-08,23.669641979744668
2023-10-09,35.977855809211896
2023-10-10,50.1796409970587
2023-10-11,52.07321235543827
2023-10-12,57.75392643057699
2023-10-13,72.90249729761358
2023-10-14,27.456784696503814
2023-10-15,24.616427658934455
2023-10-16,48.28606963867912
2023-10-17,52.07321235543827
2023-10-18,53.01999803462806
2023-10-19,61.54106914733614
2023-10-20,81.42356841032166
2023-10-21,26.50999901731403
2023-10-22,23.669641979744668
2023-10-23,49.23285531786891
2023-10-24,54.91356939300763
2023-10-25,56.8071407513872
2023-10-26,60.59428346814635
2023-10-27,80.47678273113188
2023-10-28,23.669641979744668
2023-10-29,22.72285630055488
2023-10-30,52.07321235543827
2023-10-31,57.75392643057699
2023-11-01,54.91356939300763
2023-11-02,60.59428346814635
2023-11-03,77.63642569356251
2023-11-04,26.50999901731403
2023-11-05,24.616427658934455
2023-11-06,49.23285531786891
2023-11-07,47.339283959489336
2023-11-08,53.01999803462806
2023-11-09,67.22178322247485
2023-11-10,71.008925939234
2023-11-11,26.50999901731403
2023-11-12,24.616427658934455
2023-11-13,51.126426676248485
2023-11-14,57.75392643057699
2023-11-15,61.54106914733614
2023-11-16,66.27499754328507
2023-11-17,85.2107111270808
2023-11-18,26.50999901731403
2023-11-19,23.669641979744668
2023-11-20,40.71178420516083
2023-11-21,48.28606963867912
2023-11-22,27.456784696503814
2023-11-23,23.669641979744668
2023-11-24,21.776070621365093
2023-11-25,20.82928494217531
2023-11-26,20.82928494217531
2023-11-27,45.44571260110976
2023-11-28,55.860355072197414
2023-11-29,55.860355072197414
2023-11-30,58.700712109766776
2023-12-01,91.83821088140931
2023-12-02,25.563213338124243
2023-12-03,22.72285630055488
2023-12-04,48.28606963867912
2023-12-05,57.75392643057699
2023-12-06,55.860355072197414
2023-12-07,65.32821186409528
2023-12-08,79.52999705194209
2023-12-09,24.616427658934455
2023-12-10,22.72285630055488
2023-12-11,53.96678371381785
2023-12-12,57.75392643057699
2023-12-13,64.3814261849055
2023-12-14,72.90249729761358
2023-12-15,85.2107111270808
2023-12-16,26.50999901731403
2023-12-17,22.72285630055488
2023-12-18,54.91356939300763
2023-12-19,59.647497788956564
2023-12-20,55.860355072197414
2023-12-21,53.01999803462806
2023-12-22,39.829204351368446
2023-12-23,23.695024015397316
2023-12-24,19.645052106922293
2023-12-25,20.657545084041047
2023-12-26,18.159166290208645
2023-12-27,19.1716592673274
2023-12-28,19.1716592673274
2023-12-29,19.645052106922293
2023-12-30,17.146673313089885
2023-12-31,19.1716592673274
2024-01-01,21.670038061159804
2024-01-02,22.68253103827856
2024-01-03,34.29334662617977
2024-01-04,39.829204351368446
2024-01-05,57.98837064157709
2024-01-06,22.68253103827856
2024-01-07,19.1716592673274
2024-01-08,45.36506207655712
2024-01-09,57.44927050405323
2024-01-10,56.97587766445834
2024-01-11,60.48674943540949
2024-01-12,80.1318015423318
2024-01-13,25.72000996963483
2024-01-14,21.670038061159804
2024-01-15,22.68253103827856
2024-01-16,42.32758314520085
2024-01-17,54.950891710220816
2024-01-18,61.499242412528254
2024-01-19,71.55846488578685
2024-01-20,24.707516992516073
2024-01-21,23.720406051049967
2024-01-22,50.67541292724311
2024-01-23,56.06641430248174
2024-01-24,64.69201650286354
2024-01-25,71.1612181531499
2024-01-26,107.82002750477258
2024-01-27,29.111407426288594
2024-01-28,22.642205776002243
2024-01-29,51.753613202290836
2024-01-30,59.301015127624915
2024-01-31,60.37921540267264
2024-02-01,62.5356159527681
2024-02-02,79.78682035353171
2024-02-03,25.876806601145418
2024-02-04,22.642205776002243
2024-02-05,56.06641430248174
2024-02-06,62.5356159527681
2024-02-07,57.14461457752947
2024-02-08,63.61381622781582
2024-02-09,80.86502062857943
2024-02-10,26.955006876193146
2024-02-11,23.720406051049967
2024-02-12,53.91001375238629
2024-02-13,57.14461457752947
2024-02-14,57.14461457752947
2024-02-15,64.69201650286354
2024-02-16,72.23941842819762
2024-02-17,23.720406051049967
2024-02-18,24.79860632609769
2024-02-19,25.876806601145418
2024-02-20,48.51901237714766
2024-02-21,51.753613202290836
2024-02-22,61.45741567772037
2024-02-23,78.70862007848397
2024-02-24,23.720406051049967
2024-02-25,23.720406051049967
2024-02-26,48.51901237714766
2024-02-27,59.301015127624915
2024-02-28,65.77021677791127
2024-02-29,69.00481760305445
2024-03-01,87.33422227886578
2024-03-02,25.876806601145418
2024-03-03,24.79860632609769
2024-03-04,53.91001375238629
2024-03-05,60.37921540267264
2024-03-06,70.08301787810217
2024-03-07,73.31761870324536
2024-03-08,89.49062282896124
2024-03-09,26.955006876193146
2024-03-10,23.720406051049967
2024-03-11,47.44081210209993
2024-03-12,49.59721265219538
2024-03-13,49.59721265219538
2024-03-14,59.301015127624915
2024-03-15,65.77021677791127
2024-03-16,25.876806601145418
2024-03-17,21.564005500954515
2024-03-18,49.59721265219538
2024-03-19,58.22281485257719
2024-03-20,54.98821402743401
2024-03-21,63.61381622781582
2024-03-22,79.78682035353171
2024-03-23,24.79860632609769
2024-03-24,22.642205776002243
2024-03-25,49.59721265219538
2024-03-26,54.98821402743401
2024-03-27,60.37921540267264
2024-03-28,64.69201650286354
2024-03-29,36.65880935162268
2024-03-30,22.642205776002243
2024-03-31,19.407604950859064
2024-04-01,33.4242085264795
2024-04-02,46.362611827052206
2024-04-03,47.44081210209993
2024-04-04,51.753613202290836
2024-04-05,69.00481760305445
2024-04-06,22.642205776002243
2024-04-07,21.564005500954515
2024-04-08,49.59721265219538
2024-04-09,60.37921540267264
2024-04-10,60.37921540267264
2024-04-11,69.00481760305445
2024-04-12,90.56882310400897
2024-04-13,21.564005500954515
2024-04-14,20.485805225906788
2024-04-15,56.06641430248174
2024-04-16,62.5356159527681
2024-04-17,70.08301787810217
2024-04-18,72.23941842819762
2024-04-19,90.56882310400897
2024-04-20,23.720406051049967
2024-04-21,22.642205776002243
2024-04-22,57.14461457752947
2024-04-23,64.69201650286354
2024-04-24,70.08301787810217
2024-04-25,76.55221952838853
2024-04-26,93.80342392915215
2024-04-27,24.79860632609769
2024-04-28,22.642205776002243
2024-04-29,64.69201650286354
2024-04-30,74.39581897829308
2024-05-01,72.23941842819762
2024-05-02,80.86502062857943
2024-05-03,95.95982447924759
2024-05-04,25.876806601145418
2024-05-05,20.485805225906788
2024-05-06,69.00481760305445
2024-05-07,79.78682035353171
2024-05-08,81.94322090362715
2024-05-09,93.80342392915215
2024-05-10,105.66362695467713
2024-05-11,23.720406051049967
2024-05-12,20.485805225906788
2024-05-13,79.78682035353171
2024-05-14,101.35082585448622
2024-05-15,92.72522365410441
2024-05-16,92.72522365410441
2024-05-17,98.11622502934304
2024-05-18,25.876806601145418
2024-05-19,20.485805225906788
2024-05-20,75.4740192533408
2024-05-21,80.86502062857943
2024-05-22,77.63041980343625
2024-05-23,71.1612181531499
2024-05-24,63.61381622781582
2024-05-25,22.642205776002243
2024-05-26,20.485805225906788
2024-05-27,20.485805225906788
2024-05-28,46.362611827052206
2024-05-29,47.44081210209993
2024-05-30,47.44081210209993
2024-05-31,48.51901237714766
2024-06-01,21.564005500954515
2024-06-02,19.407604950859064
2024-06-03,37.7370096266704
2024-06-04,40.971610451813575
2024-06-05,40.971610451813575
2024-06-06,38.81520990171813
2024-06-07,35.58060907657495
2024-06-08,18.32940467581134
2024-06-09,18.32940467581134
2024-06-10,29.111407426288594
2024-06-11,32.34600825143177
2024-06-12,30.18960770133632
2024-06-13,31.26780797638405
2024-06-14,24.79860632609769
2024-06-15,18.32940467581134
2024-06-16,19.407604950859064
2024-06-17,24.79860632609769
2024-06-18,25.876806601145418
2024-06-19,19.407604950859064
2024-06-20,24.79860632609769
2024-06-21,22.642205776002243
2024-06-22,18.32940467581134
2024-06-23,16.173004125715885
2024-06-24,24.79860632609769
2024-06-25,23.720406051049967
2024-06-26,22.642205776002243
2024-06-27,21.564005500954515
2024-06-28,19.407604950859064
2024-06-29,16.173004125715885
2024-06-30,17.251204400763612
2024-07-01,17.251204400763612
2024-07-02,17.251204400763612
2024-07-03,19.407604950859064
2024-07-04,17.251204400763612
2024-07-05,17.251204400763612
2024-07-06,16.173004125715885
2024-07-07,16.173004125715885
2024-07-08,18.32940467581134
2024-07-09,19.407604950859064
2024-07-10,18.32940467581134
2024-07-11,19.407604950859064
2024-07-12,18.32940467581134
2024-07-13,15.09480385066816
2024-07-14,17.251204400763612
2024-07-15,17.251204400763612
2024-07-16,18.32940467581134
2024-07-17,19.407604950859064
2024-07-18,18.32940467581134
2024-07-19,18.32940467581134
2024-07-20,17.251204400763612
2024-07-21,18.32940467581134
2024-07-22,18.32940467581134
2024-07-23,16.173004125715885
2024-07-24,19.407604950859064
2024-07-25,18.32940467581134
2024-07-26,18.32940467581134
2024-07-27,16.173004125715885
2024-07-28,15.09480385066816
2024-07-29,16.173004125715885
2024-07-30,18.32940467581134
2024-07-31,19.407604950859064
2024-08-01,19.407604950859064
2024-08-02,22.642205776002243
2024-08-03,18.32940467581134
2024-08-04,16.173004125715885
2024-08-05,20.485805225906788
2024-08-06,21.564005500954515
2024-08-07,23.720406051049967
2024-08-08,24.79860632609769
2024-08-09,32.34600825143177
2024-08-10,17.251204400763612
2024-08-11,16.173004125715885
2024-08-12,26.955006876193146
2024-08-13,35.58060907657495
2024-08-14,38.81520990171813
2024-08-15,43.12801100190903
2024-08-16,54.98821402743401
2024-08-17,20.485805225906788
2024-08-18,18.437601038490648
2024-08-19,37.993858383291716
2024-08-20,46.90265280251241
2024-08-21,48.6008652776094
2024-08-22,49.719521583919814
2024-08-23,65.34025384100306
2024-08-24,21.79356995742192
2024-08-25,21.214013788635356
2024-08-26,45.244896358678126
2024-08-27,52.49593433406453
2024-08-28,52.49593433406453
2024-08-29,59.74697230945094
2024-08-30,81.00144212934899
2024-08-31,24.030882570042767
2024-09-01,21.214013788635356
2024-09-02,20.674913651111495
2024-09-03,47.482208971298974
2024-09-04,59.20787217192708
2024-09-05,60.3265284782375
2024-09-06,85.4760673545907
2024-09-07,24.030882570042767
2024-09-08,22.912226263732343
2024-09-09,48.6008652776094
2024-09-10,56.970559559306224
2024-09-11,56.970559559306224
2024-09-12,65.91981000978961
2024-09-13,86.01516749211456
2024-09-14,25.14953887635319
2024-09-15,21.214013788635356
2024-09-16,50.25862172144368
2024-09-17,62.5920662289486
2024-09-18,63.75117856652172
2024-09-19,63.75117856652172
2024-09-20,86.93342531798417
2024-09-21,25.50047142660869
2024-09-22,23.182246751462444
