Time,google_docs
2023-03-04,26.092927443350884
2023-03-05,31.31151293202106
2023-03-06,79.32249942778668
2023-03-07,77.23506523231862
2023-03-08,79.32249942778668
2023-03-09,75.14763103685054
2023-03-10,62.62302586404212
2023-03-11,26.092927443350884
2023-03-12,28.180361638818955
2023-03-13,64.71046005951018
2023-03-14,65.75417715724423
2023-03-15,63.66674296177615
2023-03-16,65.75417715724423
2023-03-17,51.14213778896773
2023-03-18,24.00549324788281
2023-03-19,29.22407873655299
2023-03-20,80.36621652552071
2023-03-21,73.06019684138248
2023-03-22,72.01647974364843
2023-03-23,74.10391393911651
2023-03-24,60.53559166857405
2023-03-25,24.00549324788281
2023-03-26,30.267795834287025
2023-03-27,73.06019684138248
2023-03-28,74.10391393911651
2023-03-29,69.92904554818037
2023-03-30,72.01647974364843
2023-03-31,57.40444037537194
2023-04-01,25.04921034561685
2023-04-02,30.267795834287025
2023-04-03,67.84161135271229
2023-04-04,64.71046005951018
2023-04-05,63.66674296177615
2023-04-06,58.44815747310598
2023-04-07,37.57381551842527
2023-04-08,21.91805905241474
2023-04-09,21.91805905241474
2023-04-10,64.71046005951018
2023-04-11,70.9727626459144
2023-04-12,69.92904554818037
2023-04-13,68.88532845044634
2023-04-14,60.53559166857405
2023-04-15,25.04921034561685
2023-04-16,32.35523002975509
2023-04-17,78.27878233005265
2023-04-18,78.27878233005265
2023-04-19,75.14763103685054
2023-04-20,76.19134813458457
2023-04-21,61.57930876630808
2023-04-22,27.13664454108492
2023-04-23,33.39894712748913
2023-04-24,79.32249942778668
2023-04-25,80.36621652552071
2023-04-26,77.45250629434653
2023-04-27,75.16937514305333
2023-04-28,64.57999542229342
2023-04-29,30.42000457770657
2023-04-30,39.66124971389334
2023-05-01,82.1274891279469
2023-05-02,82.54062714579996
2023-05-03,78.38750286106661
2023-05-04,76.51750972762645
2023-05-05,64.0581368734264
2023-05-06,26.26688029297322
2023-05-07,29.485008010986498
2023-05-08,75.16937514305333
2023-05-09,74.23437857633326
2023-05-10,71.95124742504005
2023-05-11,71.95124742504005
2023-05-12,59.49187457084001
2023-05-13,24.918745708400092
2023-05-14,24.918745708400092
2023-05-15,71.95124742504005
2023-05-16,68.73311970702679
2023-05-17,63.644998855573355
2023-05-18,66.44998855573357
2023-05-19,58.55687800411994
2023-05-20,19.83062485694667
2023-05-21,24.918745708400092
2023-05-22,59.49187457084001
2023-05-23,56.27374685282673
2023-05-24,56.27374685282673
2023-05-25,53.99061570153353
2023-05-26,40.48752574959945
2023-05-27,17.351796749828335
2023-05-28,16.525520714122223
2023-05-29,20.65690089265278
2023-05-30,45.44518196383611
2023-05-31,46.27145799954223
2023-06-01,43.792629892423896
2023-06-02,38.00869764248112
2023-06-03,18.178072785534447
2023-06-04,19.00434882124056
2023-06-05,38.834973678187225
2023-06-06,41.31380178530556
2023-06-07,39.66124971389334
2023-06-08,35.52986953536278
2023-06-09,30.572213321126114
2023-06-10,16.525520714122223
2023-06-11,17.351796749828335
2023-06-12,33.87731746395056
2023-06-13,31.398489356832226
2023-06-14,31.398489356832226
2023-06-15,29.745937285420002
2023-06-16,24.788281071183334
2023-06-17,14.872968642710001
2023-06-18,15.699244678416113
2023-06-19,23.135728999771114
2023-06-20,27.26710917830167
2023-06-21,27.26710917830167
2023-06-22,24.788281071183334
2023-06-23,24.788281071183334
2023-06-24,15.699244678416113
2023-06-25,15.699244678416113
2023-06-26,28.91966124971389
2023-06-27,27.26710917830167
2023-06-28,28.09338521400778
2023-06-29,27.26710917830167
2023-06-30,22.309452964065002
2023-07-01,14.04669260700389
2023-07-02,14.872968642710001
2023-07-03,20.65690089265278
2023-07-04,16.525520714122223
2023-07-05,25.614557106889446
2023-07-06,27.26710917830167
2023-07-07,24.788281071183334
2023-07-08,15.699244678416113
2023-07-09,15.699244678416113
2023-07-10,24.788281071183334
2023-07-11,25.614557106889446
2023-07-12,25.614557106889446
2023-07-13,25.614557106889446
2023-07-14,21.48317692835889
2023-07-15,14.872968642710001
2023-07-16,14.872968642710001
2023-07-17,24.788281071183334
2023-07-18,20.65690089265278
2023-07-19,20.65690089265278
2023-07-20,19.00434882124056
2023-07-21,16.525520714122223
2023-07-22,12.394140535591667
2023-07-23,12.394140535591667
2023-07-24,20.65690089265278
2023-07-25,20.65690089265278
2023-07-26,20.65690089265278
2023-07-27,19.00434882124056
2023-07-28,16.525520714122223
2023-07-29,12.394140535591667
2023-07-30,13.220416571297779
2023-07-31,19.00434882124056
2023-08-01,21.48317692835889
2023-08-02,20.65690089265278
2023-08-03,22.309452964065002
2023-08-04,18.178072785534447
2023-08-05,12.394140535591667
2023-08-06,13.220416571297779
2023-08-07,23.135728999771114
2023-08-08,23.135728999771114
2023-08-09,26.440833142595558
2023-08-10,26.440833142595558
2023-08-11,24.788281071183334
2023-08-12,12.394140535591667
2023-08-13,14.04669260700389
2023-08-14,30.572213321126114
2023-08-15,33.051041428244446
2023-08-16,33.87731746395056
2023-08-17,38.00869764248112
2023-08-18,33.87731746395056
2023-08-19,14.04669260700389
2023-08-20,16.525520714122223
2023-08-21,42.96635385671778
2023-08-22,46.27145799954223
2023-08-23,51.22911421377889
2023-08-24,48.75028610666056
2023-08-25,43.792629892423896
2023-08-26,15.699244678416113
2023-08-27,19.00434882124056
2023-08-28,57.83932249942778
2023-08-29,57.83932249942778
2023-08-30,58.665598535133896
2023-08-31,57.01304646372167
2023-09-01,47.92401007095445
2023-09-02,14.872968642710001
2023-09-03,17.351796749828335
2023-09-04,26.440833142595558
2023-09-05,61.14442664225223
2023-09-06,66.928358892195
2023-09-07,64.44953078507667
2023-09-08,58.665598535133896
2023-09-09,19.00434882124056
2023-09-10,24.788281071183334
2023-09-11,71.88601510643167
2023-09-12,71.88601510643167
2023-09-13,74.36484321355
2023-09-14,74.36484321355
2023-09-15,54.53421835660334
2023-09-16,19.00434882124056
2023-09-17,26.440833142595558
2023-09-18,70.23346303501945
2023-09-19,72.71229114213779
2023-09-20,70.23346303501945
2023-09-21,70.23346303501945
2023-09-22,61.14442664225223
2023-09-23,19.83062485694667
2023-09-24,25.614557106889446
2023-09-25,65.27580682078279
2023-09-26,70.23346303501945
2023-09-27,72.71229114213779
2023-09-28,71.05973907072556
2023-09-29,60.31815060654612
2023-09-30,20.65690089265278
2023-10-01,26.440833142595558
2023-10-02,69.40718699931334
2023-10-03,71.05973907072556
2023-10-04,69.40718699931334
2023-10-05,68.58091096360722
2023-10-06,57.83932249942778
2023-10-07,19.83062485694667
2023-10-08,23.135728999771114
2023-10-09,57.01304646372167
2023-10-10,62.79697871366445
2023-10-11,65.27580682078279
2023-10-12,66.928358892195
2023-10-13,52.05539024948501
2023-10-14,19.00434882124056
2023-10-15,25.614557106889446
2023-10-16,63.62325474937056
2023-10-17,68.58091096360722
2023-10-18,66.928358892195
2023-10-19,64.44953078507667
2023-10-20,54.53421835660334
2023-10-21,19.00434882124056
2023-10-22,26.440833142595558
2023-10-23,67.75463492790112
2023-10-24,67.75463492790112
2023-10-25,64.44953078507667
2023-10-26,66.10208285648889
2023-10-27,52.881666285191116
2023-10-28,18.178072785534447
2023-10-29,23.962005035477226
2023-10-30,66.928358892195
2023-10-31,64.44953078507667
2023-11-01,60.31815060654612
2023-11-02,63.62325474937056
2023-11-03,55.36049439230945
2023-11-04,19.83062485694667
2023-11-05,23.135728999771114
2023-11-06,66.928358892195
2023-11-07,62.79697871366445
2023-11-08,63.62325474937056
2023-11-09,58.665598535133896
2023-11-10,41.31380178530556
2023-11-11,19.00434882124056
2023-11-12,23.962005035477226
2023-11-13,62.79697871366445
2023-11-14,66.10208285648889
2023-11-15,65.27580682078279
2023-11-16,62.79697871366445
2023-11-17,52.05539024948501
2023-11-18,18.178072785534447
2023-11-19,19.83062485694667
2023-11-20,47.92401007095445
2023-11-21,40.48752574959945
2023-11-22,23.962005035477226
2023-11-23,14.04669260700389
2023-11-24,14.04669260700389
2023-11-25,15.699244678416113
2023-11-26,21.48317692835889
2023-11-27,58.665598535133896
2023-11-28,63.62325474937056
2023-11-29,63.62325474937056
2023-11-30,66.10208285648889
2023-12-01,60.31815060654612
2023-12-02,24.788281071183334
2023-12-03,28.09338521400778
2023-12-04,71.05973907072556
2023-12-05,69.40718699931334
2023-12-06,70.23346303501945
2023-12-07,68.58091096360722
2023-12-08,70.23346303501945
2023-12-09,32.22476539253834
2023-12-10,34.70359349965667
2023-12-11,72.71229114213779
2023-12-12,71.05973907072556
2023-12-13,67.75463492790112
2023-12-14,55.36049439230945
2023-12-15,47.92401007095445
2023-12-16,17.351796749828335
2023-12-17,16.525520714122223
2023-12-18,39.66124971389334
2023-12-19,38.00869764248112
2023-12-20,33.87731746395056
2023-12-21,28.09338521400778
2023-12-22,15.90581368734264
2023-12-23,11.49040112153811
2023-12-24,9.243963149462118
2023-12-25,8.495150492103456
2023-12-26,11.49040112153811
2023-12-27,12.988026436255435
2023-12-28,12.574888418402379
2023-12-29,12.574888418402379
2023-12-30,10.741588464179445
2023-12-31,10.741588464179445
2024-01-01,11.826075761043716
2024-01-02,22.98080224307622
2024-01-03,29.642652780956738
2024-01-04,33.72239070725566
2024-01-05,31.140278095674063
2024-01-06,14.821326390478369
2024-01-07,14.821326390478369
2024-01-08,42.21754119935912
2024-01-09,42.21754119935912
2024-01-10,46.297279125658044
2024-01-11,49.6282043945983
2024-01-12,42.21754119935912
2024-01-13,15.570139047837031
2024-01-14,14.821326390478369
2024-01-15,21.48317692835889
2024-01-16,41.46872854200045
2024-01-17,49.6282043945983
2024-01-18,51.125829709315624
2024-01-19,43.715166514076444
2024-01-20,17.40343900205997
2024-01-21,18.126430533302813
2024-01-22,48.3371480888075
2024-01-23,53.03659304188601
2024-01-24,57.73603799496452
2024-01-25,55.05064087891966
2024-01-26,47.665798809796286
2024-01-27,18.79777981231403
2024-01-28,22.82587548638132
2024-01-29,59.078736552986946
2024-01-30,67.13492790112153
2024-01-31,61.76413366903181
2024-02-01,60.42143511100938
2024-02-02,54.37929159990844
2024-02-03,22.154526207370107
2024-02-04,26.1826218814374
2024-02-05,61.76413366903181
2024-02-06,63.10683222705424
2024-02-07,63.10683222705424
2024-02-08,65.12088006408788
2024-02-09,54.37929159990844
2024-02-10,22.154526207370107
2024-02-11,24.83992332341497
2024-02-12,56.393339436942085
2024-02-13,61.76413366903181
2024-02-14,62.435482948043024
2024-02-15,63.10683222705424
2024-02-16,52.3652437628748
2024-02-17,22.154526207370107
2024-02-18,21.48317692835889
2024-02-19,40.28095674067292
2024-02-20,58.407387273975736
2024-02-21,60.42143511100938
2024-02-22,57.73603799496452
2024-02-23,51.022545204852364
2024-02-24,20.811827649347673
2024-02-25,26.1826218814374
2024-02-26,64.44953078507667
2024-02-27,59.078736552986946
2024-02-28,60.42143511100938
2024-02-29,59.75008583199816
2024-03-01,50.35119592584115
2024-03-02,19.469129091325243
2024-03-03,24.16857404440375
2024-03-04,56.393339436942085
2024-03-05,56.393339436942085
2024-03-06,54.37929159990844
2024-03-07,54.37929159990844
2024-03-08,46.994449530785076
2024-03-09,18.79777981231403
2024-03-10,18.79777981231403
2024-03-11,46.994449530785076
2024-03-12,48.3371480888075
2024-03-13,47.665798809796286
2024-03-14,46.32310025177386
2024-03-15,38.938258182650486
2024-03-16,18.126430533302813
2024-03-17,19.469129091325243
2024-03-18,50.35119592584115
2024-03-19,53.03659304188601
2024-03-20,50.35119592584115
2024-03-21,48.3371480888075
2024-03-22,40.95230601968414
2024-03-23,17.4550812542916
2024-03-24,19.469129091325243
2024-03-25,47.665798809796286
2024-03-26,46.994449530785076
2024-03-27,45.65175097276264
2024-03-28,41.62365529869535
2024-03-29,27.52532043945983
2024-03-30,16.783731975280382
2024-03-31,16.783731975280382
2024-04-01,41.62365529869535
2024-04-02,46.32310025177386
2024-04-03,45.65175097276264
2024-04-04,46.32310025177386
2024-04-05,40.28095674067292
2024-04-06,17.4550812542916
2024-04-07,20.14047837033646
2024-04-08,42.96635385671778
2024-04-09,55.05064087891966
2024-04-10,47.665798809796286
2024-04-11,53.03659304188601
2024-04-12,44.980401693751425
2024-04-13,18.79777981231403
2024-04-14,22.154526207370107
2024-04-15,54.37929159990844
2024-04-16,55.05064087891966
2024-04-17,54.37929159990844
2024-04-18,52.3652437628748
2024-04-19,44.309052414740215
2024-04-20,18.79777981231403
2024-04-21,24.16857404440375
2024-04-22,53.707942320897224
2024-04-23,53.03659304188601
2024-04-24,54.37929159990844
2024-04-25,52.3652437628748
2024-04-26,42.96635385671778
2024-04-27,19.469129091325243
2024-04-28,22.82587548638132
2024-04-29,56.393339436942085
2024-04-30,55.721990157930875
2024-05-01,51.022545204852364
2024-05-02,50.35119592584115
2024-05-03,43.637703135729
2024-05-04,18.126430533302813
2024-05-05,19.469129091325243
2024-05-06,50.35119592584115
2024-05-07,49.67984664682994
2024-05-08,46.32310025177386
2024-05-09,45.65175097276264
2024-05-10,39.6096074616617
2024-05-11,17.4550812542916
2024-05-12,16.11238269626917
2024-05-13,45.65175097276264
2024-05-14,45.65175097276264
2024-05-15,45.65175097276264
2024-05-16,42.96635385671778
2024-05-17,37.59555962462806
2024-05-18,16.11238269626917
2024-05-19,16.11238269626917
2024-05-20,42.295004577706564
2024-05-21,39.6096074616617
2024-05-22,37.59555962462806
2024-05-23,34.9101625085832
2024-05-24,28.196669718471043
2024-05-25,13.426985580224306
2024-05-26,12.755636301213091
2024-05-27,16.11238269626917
2024-05-28,33.567463950560764
2024-05-29,34.23881322957198
2024-05-30,32.22476539253834
2024-05-31,28.86801899748226
2024-06-01,15.441033417257952
2024-06-02,16.11238269626917
2024-06-03,30.882066834515904
2024-06-04,29.539368276493473
2024-06-05,30.882066834515904
2024-06-06,27.52532043945983
2024-06-07,22.154526207370107
2024-06-08,16.11238269626917
2024-06-09,15.441033417257952
2024-06-10,24.83992332341497
2024-06-11,25.511272602426182
2024-06-12,22.82587548638132
2024-06-13,21.48317692835889
2024-06-14,18.126430533302813
2024-06-15,12.755636301213091
2024-06-16,14.769684138246737
2024-06-17,18.79777981231403
2024-06-18,20.14047837033646
2024-06-19,16.783731975280382
2024-06-20,18.126430533302813
2024-06-21,16.783731975280382
2024-06-22,13.426985580224306
2024-06-23,12.755636301213091
2024-06-24,20.811827649347673
2024-06-25,18.79777981231403
2024-06-26,19.469129091325243
2024-06-27,18.126430533302813
2024-06-28,16.783731975280382
2024-06-29,12.755636301213091
2024-06-30,12.755636301213091
2024-07-01,19.469129091325243
2024-07-02,20.14047837033646
2024-07-03,16.11238269626917
2024-07-04,11.41293774319066
2024-07-05,12.755636301213091
2024-07-06,12.084287022201876
2024-07-07,12.755636301213091
2024-07-08,18.79777981231403
2024-07-09,19.469129091325243
2024-07-10,18.79777981231403
2024-07-11,18.79777981231403
2024-07-12,16.783731975280382
2024-07-13,12.084287022201876
2024-07-14,12.084287022201876
2024-07-15,18.79777981231403
2024-07-16,18.79777981231403
2024-07-17,19.469129091325243
2024-07-18,19.469129091325243
2024-07-19,16.11238269626917
2024-07-20,12.084287022201876
2024-07-21,13.426985580224306
2024-07-22,18.126430533302813
2024-07-23,19.469129091325243
2024-07-24,18.126430533302813
2024-07-25,16.783731975280382
2024-07-26,16.11238269626917
2024-07-27,12.084287022201876
2024-07-28,12.755636301213091
2024-07-29,19.469129091325243
2024-07-30,18.79777981231403
2024-07-31,19.469129091325243
2024-08-01,18.126430533302813
2024-08-02,18.126430533302813
2024-08-03,12.084287022201876
2024-08-04,15.441033417257952
2024-08-05,19.469129091325243
2024-08-06,20.14047837033646
2024-08-07,22.82587548638132
2024-08-08,20.811827649347673
2024-08-09,20.14047837033646
2024-08-10,12.755636301213091
2024-08-11,13.426985580224306
2024-08-12,24.16857404440375
2024-08-13,26.853971160448612
2024-08-14,28.196669718471043
2024-08-15,30.21071755550469
2024-08-16,28.196669718471043
2024-08-17,12.755636301213091
2024-08-18,14.604654466161872
2024-08-19,35.512113595618985
2024-08-20,37.83183067723372
2024-08-21,37.50365738645924
2024-08-22,40.15904910757958
2024-08-23,37.50365738645924
2024-08-24,14.604654466161872
2024-08-25,17.923894117562295
2024-08-26,49.78109342227525
2024-08-27,48.1252242709406
2024-08-28,49.78109342227525
2024-08-29,52.436485143395586
2024-08-30,41.15107032863415
2024-08-31,15.268502396441956
2024-09-01,17.588219478056686
2024-09-02,22.89900292029737
2024-09-03,53.10033307367567
2024-09-04,57.08342065535618
2024-09-05,57.08342065535618
2024-09-06,48.78907220122069
2024-09-07,19.579763268896944
2024-09-08,22.57082962952289
2024-09-09,59.07496444619643
2024-09-10,59.07496444619643
2024-09-11,58.411116515916355
2024-09-12,60.40266030675661
2024-09-13,49.78109342227525
2024-09-14,19.579763268896944
2024-09-15,22.89900292029737
2024-09-16,62.06603080682238
2024-09-17,64.32196499179757
2024-09-18,63.00927182869965
2024-09-19,59.727538920954885
2024-09-20,50.53868677926952
2024-09-21,21.659437191115508
2024-09-22,27.5665564250561
