Time,nasdaq
2024-09-22,5.972490307682783
2024-09-23,33.84411174353577
2024-09-24,35.8349418460967
2024-09-25,33.84411174353577
2024-09-26,33.84411174353577
2024-09-27,31.853281640974842
2024-09-28,7.9633204102437105
2024-09-29,5.972490307682783
2024-09-30,29.862451538413914
2024-10-01,33.84411174353577
2024-10-02,29.862451538413914
2024-10-03,27.871621435852987
2024-10-04,31.853281640974842
2024-10-05,7.9633204102437105
2024-10-06,5.972490307682783
2024-10-07,27.871621435852987
2024-10-08,29.862451538413914
2024-10-09,29.862451538413914
2024-10-10,25.88079133329206
2024-10-11,29.862451538413914
2024-10-12,7.9633204102437105
2024-10-13,5.972490307682783
2024-10-14,29.862451538413914
2024-10-15,27.871621435852987
2024-10-16,29.862451538413914
2024-10-17,31.853281640974842
2024-10-18,27.871621435852987
2024-10-19,7.9633204102437105
2024-10-20,5.972490307682783
2024-10-21,25.88079133329206
2024-10-22,27.871621435852987
2024-10-23,27.871621435852987
2024-10-24,27.871621435852987
2024-10-25,27.871621435852987
2024-10-26,7.9633204102437105
2024-10-27,5.972490307682783
2024-10-28,27.871621435852987
2024-10-29,29.862451538413914
2024-10-30,31.853281640974842
2024-10-31,33.84411174353577
2024-11-01,33.84411174353577
2024-11-02,7.9633204102437105
2024-11-03,7.9633204102437105
2024-11-04,27.871621435852987
2024-11-05,27.871621435852987
2024-11-06,45.789092358901335
2024-11-07,43.79826225634041
2024-11-08,39.81660205121855
2024-11-09,9.954150512804638
2024-11-10,7.9633204102437105
2024-11-11,33.84411174353577
2024-11-12,31.853281640974842
2024-11-13,31.853281640974842
2024-11-14,31.853281640974842
2024-11-15,33.84411174353577
2024-11-16,11.944980615365566
2024-11-17,7.9633204102437105
2024-11-18,31.853281640974842
2024-11-19,31.853281640974842
2024-11-20,33.84411174353577
2024-11-21,29.862451538413914
2024-11-22,31.853281640974842
2024-11-23,9.954150512804638
2024-11-24,7.9633204102437105
2024-11-25,27.871621435852987
2024-11-26,31.853281640974842
2024-11-27,29.862451538413914
2024-11-28,7.9633204102437105
2024-11-29,23.88996123073113
2024-11-30,7.9633204102437105
2024-12-01,5.972490307682783
2024-12-02,29.862451538413914
2024-12-03,31.853281640974842
2024-12-04,31.853281640974842
2024-12-05,31.853281640974842
2024-12-06,29.862451538413914
2024-12-07,9.954150512804638
2024-12-08,7.9633204102437105
2024-12-09,27.871621435852987
2024-12-10,27.871621435852987
2024-12-11,35.8349418460967
2024-12-12,35.8349418460967
2024-12-13,45.789092358901335
2024-12-14,21.899131128170204
2024-12-15,9.954150512804638
2024-12-16,33.84411174353577
2024-12-17,31.853281640974842
2024-12-18,41.80743215377948
2024-12-19,41.80743215377948
2024-12-20,35.8349418460967
2024-12-21,9.954150512804638
2024-12-22,7.9633204102437105
2024-12-23,29.862451538413914
2024-12-24,25.88079133329206
2024-12-25,9.954150512804638
2024-12-26,27.871621435852987
2024-12-27,31.853281640974842
2024-12-28,9.954150512804638
2024-12-29,5.972490307682783
2024-12-30,29.862451538413914
2024-12-31,29.862451538413914
2025-01-01,11.944980615365566
2025-01-02,29.862451538413914
2025-01-03,27.871621435852987
2025-01-04,9.954150512804638
2025-01-05,5.972490307682783
2025-01-06,31.853281640974842
2025-01-07,33.84411174353577
2025-01-08,27.871621435852987
2025-01-09,19.908301025609276
2025-01-10,29.862451538413914
2025-01-11,9.954150512804638
2025-01-12,5.972490307682783
2025-01-13,31.853281640974842
2025-01-14,29.862451538413914
2025-01-15,29.862451538413914
2025-01-16,31.853281640974842
2025-01-17,31.853281640974842
2025-01-18,9.954150512804638
2025-01-19,7.9633204102437105
2025-01-20,13.935810717926493
2025-01-21,35.8349418460967
2025-01-22,35.8349418460967
2025-01-23,35.8349418460967
2025-01-24,31.853281640974842
2025-01-25,7.9633204102437105
2025-01-26,7.9633204102437105
2025-01-27,71.6698836921934
2025-01-28,69.67905358963247
2025-01-29,49.77075256402319
2025-01-30,39.81660205121855
2025-01-31,39.81660205121855
2025-02-01,13.935810717926493
2025-02-02,13.935810717926493
2025-02-03,59.72490307682783
2025-02-04,39.81660205121855
2025-02-05,33.84411174353577
2025-02-06,33.84411174353577
2025-02-07,33.84411174353577
2025-02-08,9.954150512804638
2025-02-09,7.9633204102437105
2025-02-10,29.862451538413914
2025-02-11,31.853281640974842
2025-02-12,33.84411174353577
2025-02-13,33.84411174353577
2025-02-14,33.84411174353577
2025-02-15,9.954150512804638
2025-02-16,7.9633204102437105
2025-02-17,13.935810717926493
2025-02-18,33.84411174353577
2025-02-19,35.8349418460967
2025-02-20,33.84411174353577
2025-02-21,33.84411174353577
2025-02-22,11.944980615365566
2025-02-23,9.954150512804638
2025-02-24,39.81660205121855
2025-02-25,43.79826225634041
2025-02-26,39.81660205121855
2025-02-27,43.79826225634041
2025-02-28,45.789092358901335
2025-03-01,11.944980615365566
2025-03-02,7.9633204102437105
2025-03-03,45.789092358901335
2025-03-04,73.66071379475432
2025-03-05,57.7340729742669
2025-03-06,59.72490307682783
2025-03-07,55.743242871705974
2025-03-08,13.935810717926493
2025-03-09,9.954150512804638
2025-03-10,85.6056944101199
2025-03-11,91.57818471780267
2025-03-12,65.6973933845106
2025-03-13,67.68822348707154
2025-03-14,51.76158266658412
2025-03-15,11.944980615365566
2025-03-16,11.944980615365566
2025-03-17,47.77992246146226
2025-03-18,45.789092358901335
2025-03-19,45.789092358901335
2025-03-20,41.80743215377948
2025-03-21,35.8349418460967
2025-03-22,9.954150512804638
2025-03-23,7.9633204102437105
2025-03-24,37.825771948657625
2025-03-25,35.8349418460967
2025-03-26,39.81660205121855
2025-03-27,37.825771948657625
2025-03-28,43.79826225634041
2025-03-29,11.944980615365566
2025-03-30,9.954150512804638
2025-03-31,51.76158266658412
2025-04-01,41.80743215377948
2025-04-02,57.7340729742669
2025-04-03,167.22972861511792
2025-04-04,149.31225769206958
2025-04-05,43.79826225634041
2025-04-06,35.8349418460967
2025-04-07,199.08301025609276
2025-04-08,129.4039566664603
2025-04-09,169.22055871767884
2025-04-10,127.41312656389937
2025-04-11,81.62403420499803
2025-04-12,21.899131128170204
2025-04-13,17.91747092304835
2025-04-14,59.72490307682783
2025-04-15,53.58564554164087
2025-04-16,55.95077542148894
2025-04-17,55.60834671434704
2025-04-18,28.317816417886377
2025-04-19,10.113505863530847
2025-04-20,9.771077156388946
2025-04-21,59.311320352617486
2025-04-22,55.95077542148894
2025-04-23,54.27050295592468
2025-04-24,50.22510061051234
2025-04-25,45.494840850816196
2025-04-26,11.793778329095115
2025-04-27,10.113505863530847
2025-04-28,47.51754202352237
2025-04-29,45.837269557958095
2025-04-30,48.202399437806164
2025-05-01,50.22510061051234
2025-05-02,45.837269557958095
2025-05-03,11.793778329095115
2025-05-04,9.771077156388946
2025-05-05,43.81456838525193
2025-05-06,39.76916603983959
2025-05-07,41.79186721254575
2025-05-08,41.79186721254575
2025-05-09,39.76916603983959
2025-05-10,9.771077156388946
2025-05-11,10.113505863530847
2025-05-12,64.04158011231362
2025-05-13,53.58564554164087
2025-05-14,47.859970730664266
2025-05-15,44.51573192844725
2025-05-16,40.40658744274443
2025-05-17,11.642576042824667
2025-05-18,10.272861214257057
2025-05-19,44.51573192844725
2025-05-20,39.03687261417682
2025-05-21,39.03687261417682
2025-05-22,41.09144485702823
2025-05-23,35.6125855427578
2025-05-24,9.588003799973254
2025-05-25,7.533431557121842
2025-05-26,10.957718628540862
2025-05-27,41.09144485702823
2025-05-28,41.09144485702823
2025-05-29,43.83087451416345
2025-05-30,39.03687261417682
2025-05-31,8.90314638568945
2025-06-01,8.218288971405647
2025-06-02,34.927728128473994
2025-06-03,36.2974429570416
2025-06-04,36.98230037132541
2025-06-05,41.09144485702823
2025-06-06,43.83087451416345
2025-06-07,10.272861214257057
2025-06-08,9.588003799973254
2025-06-09,39.03687261417682
2025-06-10,39.72173002846063
2025-06-11,41.09144485702823
2025-06-12,37.66715778560921
2025-06-13,38.35201519989302
2025-06-14,8.90314638568945
2025-06-15,8.90314638568945
2025-06-16,34.2428707141902
2025-06-17,33.55801329990639
2025-06-18,34.2428707141902
2025-06-19,20.545722428514114
2025-06-20,31.503441057054978
2025-06-21,8.90314638568945
2025-06-22,13.697148285676077
2025-06-23,40.40658744274443
2025-06-24,38.35201519989302
2025-06-25,38.35201519989302
2025-06-26,41.09144485702823
2025-06-27,45.88544675701486
2025-06-28,13.012290871392274
2025-06-29,8.90314638568945
2025-06-30,39.03687261417682
2025-07-01,44.51573192844725
2025-07-02,41.776302271312034
2025-07-03,43.83087451416345
2025-07-04,13.012290871392274
2025-07-05,6.8485741428380384
2025-07-06,10.272861214257057
2025-07-07,39.03687261417682
2025-07-08,38.35201519989302
2025-07-09,39.03687261417682
2025-07-10,40.40658744274443
2025-07-11,38.35201519989302
2025-07-12,11.642576042824667
2025-07-13,10.272861214257057
2025-07-14,41.776302271312034
2025-07-15,41.776302271312034
2025-07-16,42.46115968559584
2025-07-17,49.99459124271768
2025-07-18,38.35201519989302
2025-07-19,20.545722428514114
2025-07-20,21.23057984279792
2025-07-21,49.99459124271768
2025-07-22,47.255161585582464
2025-07-23,49.30973382843388
2025-07-24,52.7340208998529
2025-07-25,43.83087451416345
2025-07-26,17.1214353570951
2025-07-27,18.491150185662704
2025-07-28,52.7340208998529
2025-07-29,54.78859314270431
2025-07-30,63.006882114109956
2025-07-31,68.4857414283804
2025-08-01,58.21288021412333
2025-08-02,12.32743345710847
2025-08-03,11.642576042824667
2025-08-04,45.20058934273106
2025-08-05,47.255161585582464
2025-08-06,47.255161585582464
2025-08-07,49.30973382843388
2025-08-08,45.20058934273106
2025-08-09,15.751720528527489
2025-08-10,15.751720528527489
2025-08-11,45.20058934273106
2025-08-12,44.51573192844725
2025-08-13,43.83087451416345
2025-08-14,40.40658744274443
2025-08-15,43.14601709987964
2025-08-16,10.957718628540862
2025-08-17,9.588003799973254
2025-08-18,36.2974429570416
2025-08-19,45.20058934273106
2025-08-20,44.51573192844725
2025-08-21,35.6125855427578
2025-08-22,44.51573192844725
2025-08-23,12.32743345710847
2025-08-24,9.588003799973254
2025-08-25,38.35201519989302
2025-08-26,35.6125855427578
2025-08-27,36.98230037132541
2025-08-28,37.66715778560921
2025-08-29,34.2428707141902
2025-08-30,9.588003799973254
2025-08-31,7.533431557121842
2025-09-01,10.272861214257057
2025-09-02,37.66715778560921
2025-09-03,39.03687261417682
2025-09-04,36.2974429570416
2025-09-05,35.6125855427578
2025-09-06,10.272861214257057
2025-09-07,7.533431557121842
2025-09-08,39.03687261417682
2025-09-09,40.40658744274443
2025-09-10,36.98230037132541
2025-09-11,34.927728128473994
2025-09-12,39.03687261417682
2025-09-13,9.588003799973254
2025-09-14,7.533431557121842
2025-09-15,38.35201519989302
2025-09-16,38.35201519989302
2025-09-17,43.14601709987964
2025-09-18,41.776302271312034
2025-09-19,40.40658744274443
2025-09-20,11.642576042824667
2025-09-21,9.588003799973254
2025-09-22,40.40658744274443
2025-09-23,39.72173002846063
2025-09-24,37.66715778560921
2025-09-25,35.6125855427578
2025-09-26,36.2974429570416
2025-09-27,10.272861214257057
2025-09-28,8.90314638568945
2025-09-29,35.6125855427578
2025-09-30,36.2974429570416
2025-10-01,40.40658744274443
2025-10-02,37.66715778560921
2025-10-03,39.72173002846063
2025-10-04,9.588003799973254
2025-10-05,7.533431557121842
2025-10-06,36.2974429570416
2025-10-07,39.72173002846063
2025-10-08,37.66715778560921
2025-10-09,38.35201519989302
2025-10-10,49.30973382843388
2025-10-11,17.8062927713789
2025-10-12,13.697148285676077
2025-10-13,53.4188783141367
2025-10-14,45.88544675701486
2025-10-15,43.14601709987964
2025-10-16,41.09144485702823
2025-10-17,41.09144485702823
2025-10-18,10.957718628540862
2025-10-19,8.90314638568945
2025-10-20,41.09144485702823
2025-10-21,43.14601709987964
2025-10-22,41.09144485702823
2025-10-23,36.98230037132541
2025-10-24,39.72173002846063
2025-10-25,9.588003799973254
2025-10-26,9.588003799973254
2025-10-27,41.776302271312034
2025-10-28,43.14601709987964
2025-10-29,47.255161585582464
2025-10-30,49.99459124271768
2025-10-31,50.67944865700149
2025-11-01,15.066863114243684
2025-11-02,13.012290871392274
2025-11-03,47.255161585582464
2025-11-04,47.94001899986627
2025-11-05,49.99459124271768
2025-11-06,47.94001899986627
2025-11-07,51.36430607128529
2025-11-08,15.751720528527489
2025-11-09,13.697148285676077
2025-11-10,48.62487641415007
2025-11-11,50.67944865700149
2025-11-12,49.30973382843388
2025-11-13,54.1037357284205
2025-11-14,54.78859314270431
2025-11-15,15.066863114243684
2025-11-16,13.012290871392274
2025-11-17,45.20058934273106
2025-11-18,49.99459124271768
2025-11-19,52.7340208998529
2025-11-20,60.95230987125854
2025-11-21,59.58259504269093
2025-11-22,15.751720528527489
2025-11-23,13.697148285676077
2025-11-24,47.94001899986627
2025-11-25,50.67944865700149
2025-11-26,52.7340208998529
2025-11-27,21.915437257081724
2025-11-28,40.40658744274443
2025-11-29,15.066863114243684
2025-11-30,14.382005699959882
2025-12-01,43.14601709987964
2025-12-02,45.20058934273106
2025-12-03,44.51573192844725
2025-12-04,43.83087451416345
2025-12-05,41.776302271312034
2025-12-06,15.066863114243684
2025-12-07,13.697148285676077
2025-12-08,39.72173002846063
2025-12-09,43.83087451416345
2025-12-10,47.255161585582464
2025-12-11,52.22037783914004
2025-12-12,50.03739483111042
2025-12-13,19.946472191015786
2025-12-14,13.782755462461552
2025-12-15,44.601339105232725
2025-12-16,54.01812855163503
2025-12-17,52.94803884181658
2025-12-18,49.30973382843388
2025-12-19,46.39908981772771
2025-12-20,15.580506174956538
2025-12-21,14.125184169603454
2025-12-22,44.94376781237463
2025-12-23,43.873678102556184
2025-12-24,39.16528337935503
2025-12-25,15.238077467814636
2025-12-26,37.70996137400195
2025-12-27,14.510416465138094
2025-12-28,13.05509445978501
2025-12-29,38.43762237667849
2025-12-30,41.69069509452656
2025-12-31,39.50771208649694
2026-01-01,16.30816717763308
2026-01-02,40.96303409185002
2026-01-03,17.035828180309622
2026-01-04,17.035828180309622
2026-01-05,43.14601709987964
2026-01-06,44.601339105232725
2026-01-07,44.94376781237463
2026-01-08,42.4183560972031
2026-01-09,43.14601709987964
2026-01-10,16.179756412454864
2026-01-11,13.097898048177749
2026-01-12,44.6869462820182
2026-01-13,43.14601709987964
2026-01-14,46.22787546415676
2026-01-15,43.14601709987964
2026-01-16,41.60508791774109
2026-01-17,15.409291821385587
2026-01-18,14.638827230316307
2026-01-19,27.736725278494056
2026-01-20,49.30973382843388
2026-01-21,57.78484433019595
2026-01-22,47.76880464629532
2026-01-23,41.60508791774109
2026-01-24,17.720685594593427
2026-01-25,18.491150185662704
2026-01-26,44.6869462820182
2026-01-27,47.76880464629532
2026-01-28,48.5392692373646
2026-01-29,60.09623810340379
2026-01-30,52.391592192710995
2026-01-31,26.195796096355497
2026-02-01,24.65486691421694
2026-02-02,51.62112760164172
2026-02-03,52.391592192710995
2026-02-04,57.78484433019595
2026-02-05,60.86670269447307
2026-02-06,57.01437973912667
2026-02-07,23.11393773207838
2026-02-08,20.032079367801263
2026-02-09,50.85066301057243
2026-02-10,46.99834005522604
2026-02-11,47.76880464629532
2026-02-12,49.30973382843388
2026-02-13,49.30973382843388
2026-02-14,20.802543958870544
2026-02-15,21.57300854993982
2026-02-16,33.90044200704829
2026-02-17,48.5392692373646
2026-02-18,48.5392692373646
2026-02-19,42.375552508810365
2026-02-20,48.5392692373646
2026-02-21,29.277654460632615
2026-02-22,32.35951282490973
2026-02-23,77.04645910692793
2026-02-24,53.93252137484956
2026-02-25,52.391592192710995
2026-02-26,53.16205678378027
2026-02-27,50.85066301057243
2026-02-28,19.26161477673198
2026-03-01,18.491150185662704
2026-03-02,60.86670269447307
2026-03-03,59.32577351233451
2026-03-04,53.16205678378027
2026-03-05,60.09623810340379
2026-03-06,61.63716728554235
2026-03-07,22.3434731410091
2026-03-08,27.736725278494056
2026-03-09,64.71902564981946
2026-03-10,54.702985965918835
2026-03-11,53.93252137484956
2026-03-12,55.47345055698811
2026-03-13,53.16205678378027
2026-03-14,21.57300854993982
2026-03-15,21.57300854993982
2026-03-16,51.62112760164172
2026-03-17,52.391592192710995
2026-03-18,52.391592192710995
2026-03-19,63.1780964676809
2026-03-20,66.25995483195803
2026-03-21,26.96626068742478
2026-03-22,24.65486691421694
2026-03-23,60.09623810340379
2026-03-24,51.62112760164172
2026-03-25,48.5392692373646
2026-03-26,52.391592192710995
2026-03-27,63.94856105875019
2026-03-28,26.195796096355497
2026-03-29,26.195796096355497
2026-03-30,57.78484433019595
2026-03-31,60.09623810340379
2026-04-01,60.86670269447307
2026-04-02,55.47345055698811
2026-04-03,38.52322955346396
2026-04-04,18.491150185662704
2026-04-05,20.802543958870544
2026-04-06,54.702985965918835
2026-04-07,50.080198419503155
2026-04-08,61.63716728554235
2026-04-09,53.16205678378027
2026-04-10,49.30973382843388
2026-04-11,18.491150185662704
2026-04-12,21.57300854993982
2026-04-13,53.93252137484956
2026-04-14,57.78484433019595
2026-04-15,60.86670269447307
2026-04-16,58.55530892126523
2026-04-17,74.7350653337201
2026-04-18,29.277654460632615
2026-04-19,21.57300854993982
2026-04-20,51.62112760164172
2026-04-21,53.16205678378027
2026-04-22,60.09623810340379
2026-04-23,56.24391514805739
2026-04-24,56.24391514805739
2026-04-25,25.425331505286216
2026-04-26,26.96626068742478
2026-04-27,55.47345055698811
2026-04-28,51.62112760164172
2026-04-29,45.45741087308748
2026-04-30,51.62112760164172
2026-05-01,50.85066301057243
2026-05-02,20.802543958870544
2026-05-03,20.802543958870544
2026-05-04,43.14601709987964
2026-05-05,51.62112760164172
2026-05-06,54.702985965918835
2026-05-07,54.702985965918835
2026-05-08,57.78484433019595
2026-05-09,23.88440232314766
2026-05-10,23.88440232314766
2026-05-11,58.55530892126523
2026-05-12,57.78484433019595
2026-05-13,53.16205678378027
2026-05-14,60.86670269447307
2026-05-15,57.01437973912667
2026-05-16,24.65486691421694
2026-05-17,23.88440232314766
2026-05-18,55.47345055698811
2026-05-19,53.93252137484956
2026-05-20,61.63716728554235
2026-05-21,53.93252137484956
2026-05-22,60.86670269447307
2026-05-23,37.752764962394686
2026-05-24,26.195796096355497
2026-05-25,36.21183578025613
2026-05-26,65.48949024088874
2026-05-27,62.407631876611624
2026-05-28,63.1780964676809
2026-05-29,67.80088401409658
2026-05-30,30.818583642771173
2026-05-31,36.98230037132541
