Time,united_airlines
2023-02-23,71.27173252279636
2023-02-24,60.9258358662614
2023-02-25,52.87902735562311
2023-02-26,62.07537993920973
2023-02-27,67.82310030395138
2023-02-28,70.12218844984803
2023-03-01,67.82310030395138
2023-03-02,65.52401215805472
2023-03-03,59.77629179331308
2023-03-04,57.47720364741642
2023-03-05,57.47720364741642
2023-03-06,68.97264437689971
2023-03-07,74.72036474164135
2023-03-08,67.82310030395138
2023-03-09,64.37446808510639
2023-03-10,64.37446808510639
2023-03-11,57.47720364741642
2023-03-12,60.9258358662614
2023-03-13,64.37446808510639
2023-03-14,71.27173252279636
2023-03-15,63.22492401215806
2023-03-16,56.32765957446809
2023-03-17,55.17811550151976
2023-03-18,52.87902735562311
2023-03-19,56.32765957446809
2023-03-20,64.37446808510639
2023-03-21,65.52401215805472
2023-03-22,66.67355623100305
2023-03-23,59.77629179331308
2023-03-24,55.17811550151976
2023-03-25,52.87902735562311
2023-03-26,55.17811550151976
2023-03-27,62.07537993920973
2023-03-28,62.07537993920973
2023-03-29,62.07537993920973
2023-03-30,64.37446808510639
2023-03-31,57.47720364741642
2023-04-01,52.87902735562311
2023-04-02,57.47720364741642
2023-04-03,60.9258358662614
2023-04-04,58.62674772036475
2023-04-05,63.22492401215806
2023-04-06,62.07537993920973
2023-04-07,52.87902735562311
2023-04-08,47.13130699088146
2023-04-09,48.28085106382979
2023-04-10,64.37446808510639
2023-04-11,59.77629179331308
2023-04-12,55.17811550151976
2023-04-13,63.22492401215806
2023-04-14,56.32765957446809
2023-04-15,55.17811550151976
2023-04-16,60.9258358662614
2023-04-17,63.22492401215806
2023-04-18,66.67355623100305
2023-04-19,65.52401215805472
2023-04-20,64.37446808510639
2023-04-21,58.62674772036475
2023-04-22,56.32765957446809
2023-04-23,55.17811550151976
2023-04-24,63.22492401215806
2023-04-25,64.37446808510639
2023-04-26,63.218391161981145
2023-04-27,53.22419940315233
2023-04-28,54.90943719060748
2023-04-29,47.136176933740614
2023-04-30,54.90943719060748
2023-05-01,69.30641363139287
2023-05-02,65.97501637844992
2023-05-03,59.88699390903821
2023-05-04,59.88699390903821
2023-05-05,56.555596656095275
2023-05-06,49.35710843570258
2023-05-07,52.68850568864552
2023-05-08,60.99745966001919
2023-05-09,62.10792541100017
2023-05-10,60.99745966001919
2023-05-11,61.572231696493354
2023-05-12,58.77652815805723
2023-05-13,53.7989714396265
2023-05-14,52.68850568864552
2023-05-15,73.74827663531678
2023-05-16,70.99165141884801
2023-05-17,67.66025416590507
2023-05-18,65.97501637844992
2023-05-19,59.88699390903821
2023-05-20,54.90943719060748
2023-05-21,64.32885691296212
2023-05-22,65.4393226639431
2023-05-23,65.4393226639431
2023-05-24,67.66025416590507
2023-05-25,62.10792541100017
2023-05-26,59.99769602476334
2023-05-27,54.64075887969519
2023-05-28,53.56937145068156
2023-05-29,58.92630859574972
2023-05-30,63.211858311804235
2023-05-31,65.3546331698315
2023-06-01,70.71157031489966
2023-06-02,58.92630859574972
2023-06-03,58.92630859574972
2023-06-04,63.211858311804235
2023-06-05,67.49740802785877
2023-06-06,69.64018288588602
2023-06-07,70.71157031489966
2023-06-08,68.5687954568724
2023-06-09,58.92630859574972
2023-06-10,54.64075887969519
2023-06-11,57.854921166736084
2023-06-12,71.78295774391329
2023-06-13,74.99712003095418
2023-06-14,77.13989488898144
2023-06-15,70.71157031489966
2023-06-16,63.211858311804235
2023-06-17,54.64075887969519
2023-06-18,56.78353373772245
2023-06-19,69.64018288588602
2023-06-20,69.64018288588602
2023-06-21,71.78295774391329
2023-06-22,65.3546331698315
2023-06-23,64.28324574081788
2023-06-24,55.71214630870882
2023-06-25,74.99712003095418
2023-06-26,94.28209375319955
2023-06-27,107.13874290136312
2023-06-28,104.99596804333585
2023-06-29,99.63903089826769
2023-06-30,88.92515660813139
2023-07-01,74.99712003095418
2023-07-02,71.78295774391329
2023-07-03,66.42602059884513
2023-07-04,59.99769602476334
2023-07-05,68.5687954568724
2023-07-06,72.85434517292691
2023-07-07,71.78295774391329
2023-07-08,57.854921166736084
2023-07-09,67.49740802785877
2023-07-10,73.92573260194055
2023-07-11,76.06850745996782
2023-07-12,72.85434517292691
2023-07-13,71.78295774391329
2023-07-14,66.42602059884513
2023-07-15,59.99769602476334
2023-07-16,72.85434517292691
2023-07-17,76.06850745996782
2023-07-18,71.78295774391329
2023-07-19,76.06850745996782
2023-07-20,65.3546331698315
2023-07-21,61.069083453776976
2023-07-22,55.71214630870882
2023-07-23,58.92630859574972
2023-07-24,61.069083453776976
2023-07-25,68.5687954568724
2023-07-26,65.3546331698315
2023-07-27,59.99769602476334
2023-07-28,58.92630859574972
2023-07-29,62.14047088279061
2023-07-30,59.99769602476334
2023-07-31,70.71157031489966
2023-08-01,56.78353373772245
2023-08-02,63.211858311804235
2023-08-03,59.99769602476334
2023-08-04,64.28324574081788
2023-08-05,50.355209163640666
2023-08-06,55.71214630870882
2023-08-07,67.49740802785877
2023-08-08,71.78295774391329
2023-08-09,63.211858311804235
2023-08-10,61.069083453776976
2023-08-11,57.854921166736084
2023-08-12,54.64075887969519
2023-08-13,52.497984021667925
2023-08-14,58.92630859574972
2023-08-15,65.3546331698315
2023-08-16,59.99769602476334
2023-08-17,57.854921166736084
2023-08-18,56.78353373772245
2023-08-19,52.497984021667925
2023-08-20,56.78353373772245
2023-08-21,53.56937145068156
2023-08-22,56.78353373772245
2023-08-23,52.497984021667925
2023-08-24,52.497984021667925
2023-08-25,47.14104687659977
2023-08-26,44.99827201857251
2023-08-27,52.497984021667925
2023-08-28,57.854921166736084
2023-08-29,52.497984021667925
2023-08-30,55.71214630870882
2023-08-31,53.56937145068156
2023-09-01,51.42659659265429
2023-09-02,44.99827201857251
2023-09-03,44.99827201857251
2023-09-04,53.56937145068156
2023-09-05,102.85319318530858
2023-09-06,72.85434517292691
2023-09-07,55.71214630870882
2023-09-08,58.92630859574972
2023-09-09,52.497984021667925
2023-09-10,52.497984021667925
2023-09-11,58.92630859574972
2023-09-12,58.92630859574972
2023-09-13,53.56937145068156
2023-09-14,52.497984021667925
2023-09-15,53.56937145068156
2023-09-16,51.42659659265429
2023-09-17,52.497984021667925
2023-09-18,56.78353373772245
2023-09-19,54.64075887969519
2023-09-20,52.497984021667925
2023-09-21,52.497984021667925
2023-09-22,54.64075887969519
2023-09-23,46.06965944758614
2023-09-24,50.355209163640666
2023-09-25,52.497984021667925
2023-09-26,54.64075887969519
2023-09-27,51.42659659265429
2023-09-28,50.355209163640666
2023-09-29,49.28382173462703
2023-09-30,46.06965944758614
2023-10-01,49.28382173462703
2023-10-02,51.42659659265429
2023-10-03,58.92630859574972
2023-10-04,49.28382173462703
2023-10-05,50.355209163640666
2023-10-06,50.355209163640666
2023-10-07,47.14104687659977
2023-10-08,49.28382173462703
2023-10-09,52.497984021667925
2023-10-10,47.14104687659977
2023-10-11,52.497984021667925
2023-10-12,52.497984021667925
2023-10-13,48.2124343056134
2023-10-14,51.42659659265429
2023-10-15,48.2124343056134
2023-10-16,54.64075887969519
2023-10-17,52.497984021667925
2023-10-18,58.92630859574972
2023-10-19,51.42659659265429
2023-10-20,47.14104687659977
2023-10-21,46.06965944758614
2023-10-22,49.28382173462703
2023-10-23,48.2124343056134
2023-10-24,51.42659659265429
2023-10-25,49.28382173462703
2023-10-26,49.28382173462703
2023-10-27,48.2124343056134
2023-10-28,44.99827201857251
2023-10-29,43.926884589558874
2023-10-30,49.28382173462703
2023-10-31,47.14104687659977
2023-11-01,54.64075887969519
2023-11-02,52.497984021667925
2023-11-03,48.2124343056134
2023-11-04,44.99827201857251
2023-11-05,47.14104687659977
2023-11-06,50.355209163640666
2023-11-07,51.42659659265429
2023-11-08,50.355209163640666
2023-11-09,50.355209163640666
2023-11-10,47.14104687659977
2023-11-11,42.85549716054525
2023-11-12,44.99827201857251
2023-11-13,48.2124343056134
2023-11-14,50.355209163640666
2023-11-15,50.355209163640666
2023-11-16,48.2124343056134
2023-11-17,43.926884589558874
2023-11-18,47.14104687659977
2023-11-19,50.355209163640666
2023-11-20,49.28382173462703
2023-11-21,49.28382173462703
2023-11-22,51.42659659265429
2023-11-23,38.56994744449072
2023-11-24,48.2124343056134
2023-11-25,44.99827201857251
2023-11-26,49.28382173462703
2023-11-27,56.78353373772245
2023-11-28,66.42602059884513
2023-11-29,53.56937145068156
2023-11-30,50.355209163640666
2023-12-01,46.06965944758614
2023-12-02,42.85549716054525
2023-12-03,47.14104687659977
2023-12-04,48.2124343056134
2023-12-05,49.28382173462703
2023-12-06,54.64075887969519
2023-12-07,46.06965944758614
2023-12-08,44.99827201857251
2023-12-09,43.926884589558874
2023-12-10,44.99827201857251
2023-12-11,48.2124343056134
2023-12-12,49.28382173462703
2023-12-13,48.2124343056134
2023-12-14,48.2124343056134
2023-12-15,47.14104687659977
2023-12-16,46.06965944758614
2023-12-17,52.497984021667925
2023-12-18,48.2124343056134
2023-12-19,49.28382173462703
2023-12-20,54.64075887969519
2023-12-21,47.14104687659977
2023-12-22,52.792588536709516
2023-12-23,47.09780217714413
2023-12-24,42.006279374985
2023-12-25,39.72836483115884
2023-12-26,56.745154066955564
2023-12-27,55.60619679504249
2023-12-28,55.07050308053567
2023-12-29,53.931545808622595
2023-12-30,45.95884490523105
2023-12-31,44.284193918811155
2024-01-01,48.2367594490572
2024-01-02,58.41980505337546
2024-01-03,61.8366768691147
2024-01-04,61.30098315460788
2024-01-05,55.60619679504249
2024-01-06,56.745154066955564
2024-01-07,60.1620258826948
2024-01-08,66.392505956767
2024-01-09,69.20611421509997
2024-01-10,67.53146322868008
2024-01-11,67.53146322868008
2024-01-12,57.88411133886865
2024-01-13,53.328282251216336
2024-01-14,50.51467399288336
2024-01-15,57.88411133886865
2024-01-16,67.53146322868008
2024-01-17,61.8366768691147
2024-01-18,60.69771959720161
2024-01-19,74.90090057466537
2024-01-20,91.9176898104621
2024-01-21,76.01120823318908
2024-01-22,82.0438438072517
2024-01-23,71.18509977393899
2024-01-24,59.11982862581373
2024-01-25,56.706774396188685
2024-01-26,54.29372016656363
2024-01-27,47.05455747768848
2024-01-28,49.46761170731353
2024-01-29,48.26108459250101
2024-01-30,54.29372016656363
2024-01-31,53.08719305175111
2024-02-01,53.08719305175111
2024-02-02,49.46761170731353
2024-02-03,48.26108459250101
2024-02-04,54.29372016656363
2024-02-05,53.08719305175111
2024-02-06,50.674138822126054
2024-02-07,51.880665936938584
2024-02-08,51.880665936938584
2024-02-09,54.29372016656363
2024-02-10,51.880665936938584
2024-02-11,45.84803036287596
2024-02-12,47.05455747768848
2024-02-13,54.29372016656363
2024-02-14,49.46761170731353
2024-02-15,55.50024728137616
2024-02-16,48.26108459250101
2024-02-17,51.880665936938584
2024-02-18,51.880665936938584
2024-02-19,55.50024728137616
2024-02-20,54.29372016656363
2024-02-21,56.706774396188685
2024-02-22,51.880665936938584
2024-02-23,54.29372016656363
2024-02-24,53.08719305175111
2024-02-25,50.674138822126054
2024-02-26,54.29372016656363
2024-02-27,54.29372016656363
2024-02-28,51.880665936938584
2024-02-29,53.08719305175111
2024-03-01,54.29372016656363
2024-03-02,51.880665936938584
2024-03-03,55.50024728137616
2024-03-04,55.50024728137616
2024-03-05,60.326355740626255
2024-03-06,60.326355740626255
2024-03-07,56.706774396188685
2024-03-08,68.77204554431394
2024-03-09,71.18509977393899
2024-03-10,63.94593708506383
2024-03-11,61.532882855438785
2024-03-12,62.73940997025131
2024-03-13,61.532882855438785
2024-03-14,62.73940997025131
2024-03-15,57.91330151100121
2024-03-16,61.532882855438785
2024-03-17,54.29372016656363
2024-03-18,71.18509977393899
2024-03-19,79.63078957762666
2024-03-20,69.97857265912646
2024-03-21,55.50024728137616
2024-03-22,49.46761170731353
2024-03-23,54.29372016656363
2024-03-24,56.706774396188685
2024-03-25,66.35899131468888
2024-03-26,56.706774396188685
2024-03-27,56.706774396188685
2024-03-28,54.29372016656363
2024-03-29,49.46761170731353
2024-03-30,62.73940997025131
2024-03-31,65.15246419987636
2024-04-01,66.35899131468888
2024-04-02,55.50024728137616
2024-04-03,56.706774396188685
2024-04-04,55.50024728137616
2024-04-05,53.08719305175111
2024-04-06,51.880665936938584
2024-04-07,47.05455747768848
2024-04-08,44.64150324806343
2024-04-09,54.29372016656363
2024-04-10,54.29372016656363
2024-04-11,54.29372016656363
2024-04-12,50.674138822126054
2024-04-13,49.46761170731353
2024-04-14,51.880665936938584
2024-04-15,51.880665936938584
2024-04-16,56.706774396188685
2024-04-17,63.94593708506383
2024-04-18,51.880665936938584
2024-04-19,47.05455747768848
2024-04-20,49.46761170731353
2024-04-21,53.08719305175111
2024-04-22,66.35899131468888
2024-04-23,56.706774396188685
2024-04-24,55.50024728137616
2024-04-25,53.08719305175111
2024-04-26,45.84803036287596
2024-04-27,48.26108459250101
2024-04-28,48.26108459250101
2024-04-29,55.50024728137616
2024-04-30,53.08719305175111
2024-05-01,51.880665936938584
2024-05-02,51.880665936938584
2024-05-03,53.08719305175111
2024-05-04,47.05455747768848
2024-05-05,51.880665936938584
2024-05-06,55.50024728137616
2024-05-07,53.08719305175111
2024-05-08,54.29372016656363
2024-05-09,54.29372016656363
2024-05-10,56.706774396188685
2024-05-11,49.46761170731353
2024-05-12,54.29372016656363
2024-05-13,63.94593708506383
2024-05-14,61.532882855438785
2024-05-15,55.50024728137616
2024-05-16,59.11982862581373
2024-05-17,54.29372016656363
2024-05-18,54.29372016656363
2024-05-19,53.08719305175111
2024-05-20,57.91330151100121
2024-05-21,61.532882855438785
2024-05-22,59.11982862581373
2024-05-23,57.91330151100121
2024-05-24,56.706774396188685
2024-05-25,51.880665936938584
2024-05-26,54.29372016656363
2024-05-27,57.91330151100121
2024-05-28,68.77204554431394
2024-05-29,77.21773534800161
2024-05-30,59.11982862581373
2024-05-31,55.50024728137616
2024-06-01,53.08719305175111
2024-06-02,55.50024728137616
2024-06-03,71.18509977393899
2024-06-04,91.69606072575192
2024-06-05,91.69606072575192
2024-06-06,62.73940997025131
2024-06-07,61.532882855438785
2024-06-08,50.674138822126054
2024-06-09,55.50024728137616
2024-06-10,54.29372016656363
2024-06-11,63.94593708506383
2024-06-12,65.15246419987636
2024-06-13,57.91330151100121
2024-06-14,54.29372016656363
2024-06-15,50.674138822126054
2024-06-16,53.08719305175111
2024-06-17,55.50024728137616
2024-06-18,56.706774396188685
2024-06-19,59.11982862581373
2024-06-20,56.706774396188685
2024-06-21,55.50024728137616
2024-06-22,54.29372016656363
2024-06-23,56.706774396188685
2024-06-24,59.11982862581373
2024-06-25,67.56551842950141
2024-06-26,57.91330151100121
2024-06-27,62.73940997025131
2024-06-28,61.532882855438785
2024-06-29,67.56551842950141
2024-06-30,57.91330151100121
2024-07-01,63.94593708506383
2024-07-02,61.532882855438785
2024-07-03,56.706774396188685
2024-07-04,53.08719305175111
2024-07-05,51.880665936938584
2024-07-06,53.08719305175111
2024-07-07,60.326355740626255
2024-07-08,63.94593708506383
2024-07-09,73.59815400356403
2024-07-10,79.63078957762666
2024-07-11,60.326355740626255
2024-07-12,60.326355740626255
2024-07-13,53.08719305175111
2024-07-14,55.50024728137616
2024-07-15,60.326355740626255
2024-07-16,61.532882855438785
2024-07-17,72.39162688875152
2024-07-18,63.94593708506383
2024-07-19,120.65271148125251
2024-07-20,77.21773534800161
2024-07-21,61.532882855438785
2024-07-22,68.77204554431394
2024-07-23,69.97857265912646
2024-07-24,60.326355740626255
2024-07-25,56.706774396188685
2024-07-26,53.08719305175111
2024-07-27,43.434976133250906
2024-07-28,49.46761170731353
2024-07-29,61.532882855438785
2024-07-30,62.73940997025131
2024-07-31,59.11982862581373
2024-08-01,54.29372016656363
2024-08-02,62.73940997025131
2024-08-03,55.50024728137616
2024-08-04,66.35899131468888
2024-08-05,60.326355740626255
2024-08-06,60.326355740626255
2024-08-07,56.706774396188685
2024-08-08,53.08719305175111
2024-08-09,54.29372016656363
2024-08-10,44.64150324806343
2024-08-11,45.84803036287596
2024-08-12,51.880665936938584
2024-08-13,55.50024728137616
2024-08-14,56.706774396188685
2024-08-15,55.50024728137616
2024-08-16,53.08719305175111
2024-08-17,53.08719305175111
2024-08-18,53.20438249688263
2024-08-19,58.81272114220629
2024-08-20,60.15656208769609
2024-08-21,57.839168890758266
2024-08-22,51.860541551392835
2024-08-23,52.83409380284086
2024-08-24,47.2257551575172
2024-08-25,50.8869892999448
2024-08-26,53.20438249688263
2024-08-27,53.20438249688263
2024-08-28,57.839168890758266
2024-08-29,55.521775693820445
2024-08-30,55.521775693820445
2024-08-31,49.54314835445501
2024-09-01,48.56959610300699
2024-09-02,52.83409380284086
2024-09-03,48.199307408965225
2024-09-04,51.860541551392835
2024-09-05,50.51670060590304
2024-09-06,47.2257551575172
2024-09-07,47.2257551575172
2024-09-08,43.56452101508958
2024-09-09,49.54314835445501
2024-09-10,50.8869892999448
2024-09-11,48.199307408965225
2024-09-12,52.2308302454346
2024-09-13,51.49025285735107
2024-09-14,44.53807326653761
2024-09-15,45.511625517985635
2024-09-16,50.51670060590304
2024-09-17,51.840417165847086
2024-09-18,49.618685001596496
2024-09-19,53.321571942014145
2024-09-20,46.65637544926238
2024-09-21,43.69406589692826
2024-09-22,47.39695283734591
