Time,news
2024-09-23,34.1760973196256
2024-09-24,36.07476939293813
2024-09-25,36.07476939293813
2024-09-26,37.97344146625066
2024-09-27,39.8721135395632
2024-09-28,33.226761282969335
2024-09-29,28.480081099688
2024-09-30,34.1760973196256
2024-10-01,39.8721135395632
2024-10-02,40.821449576219464
2024-10-03,37.97344146625066
2024-10-04,34.1760973196256
2024-10-05,29.429417136344266
2024-10-06,30.378753173000533
2024-10-07,37.97344146625066
2024-10-08,37.0241054295944
2024-10-09,40.821449576219464
2024-10-10,42.720121649532
2024-10-11,32.277425246313065
2024-10-12,26.581409026375468
2024-10-13,27.530745063031734
2024-10-14,32.277425246313065
2024-10-15,33.226761282969335
2024-10-16,36.07476939293813
2024-10-17,36.07476939293813
2024-10-18,30.378753173000533
2024-10-19,26.581409026375468
2024-10-20,27.530745063031734
2024-10-21,31.3280892096568
2024-10-22,31.3280892096568
2024-10-23,33.226761282969335
2024-10-24,33.226761282969335
2024-10-25,31.3280892096568
2024-10-26,29.429417136344266
2024-10-27,28.480081099688
2024-10-28,33.226761282969335
2024-10-29,32.277425246313065
2024-10-30,34.1760973196256
2024-10-31,34.1760973196256
2024-11-01,34.1760973196256
2024-11-02,28.480081099688
2024-11-03,31.3280892096568
2024-11-04,37.97344146625066
2024-11-05,56.01082616271973
2024-11-06,94.93360366562666
2024-11-07,42.720121649532
2024-11-08,37.0241054295944
2024-11-09,31.3280892096568
2024-11-10,32.277425246313065
2024-11-11,34.1760973196256
2024-11-12,34.1760973196256
2024-11-13,36.07476939293813
2024-11-14,33.226761282969335
2024-11-15,31.3280892096568
2024-11-16,24.682736953062932
2024-11-17,25.632072989719198
2024-11-18,33.226761282969335
2024-11-19,34.1760973196256
2024-11-20,33.226761282969335
2024-11-21,33.226761282969335
2024-11-22,31.3280892096568
2024-11-23,25.632072989719198
2024-11-24,25.632072989719198
2024-11-25,30.378753173000533
2024-11-26,30.378753173000533
2024-11-27,28.480081099688
2024-11-28,25.632072989719198
2024-11-29,24.682736953062932
2024-11-30,23.733400916406666
2024-12-01,23.733400916406666
2024-12-02,29.429417136344266
2024-12-03,31.3280892096568
2024-12-04,32.277425246313065
2024-12-05,33.226761282969335
2024-12-06,30.378753173000533
2024-12-07,26.581409026375468
2024-12-08,28.480081099688
2024-12-09,33.226761282969335
2024-12-10,32.277425246313065
2024-12-11,30.378753173000533
2024-12-12,32.277425246313065
2024-12-13,31.3280892096568
2024-12-14,28.480081099688
2024-12-15,27.530745063031734
2024-12-16,34.1760973196256
2024-12-17,33.226761282969335
2024-12-18,33.226761282969335
2024-12-19,34.1760973196256
2024-12-20,34.1760973196256
2024-12-21,27.530745063031734
2024-12-22,26.581409026375468
2024-12-23,31.3280892096568
2024-12-24,29.429417136344266
2024-12-25,26.581409026375468
2024-12-26,30.378753173000533
2024-12-27,30.378753173000533
2024-12-28,26.581409026375468
2024-12-29,27.530745063031734
2024-12-30,31.3280892096568
2024-12-31,29.429417136344266
2025-01-01,47.46680183281333
2025-01-02,38.92277750290693
2025-01-03,33.226761282969335
2025-01-04,28.480081099688
2025-01-05,29.429417136344266
2025-01-06,35.12543335628187
2025-01-07,35.12543335628187
2025-01-08,40.821449576219464
2025-01-09,38.92277750290693
2025-01-10,39.8721135395632
2025-01-11,30.378753173000533
2025-01-12,28.480081099688
2025-01-13,34.1760973196256
2025-01-14,34.1760973196256
2025-01-15,33.226761282969335
2025-01-16,36.07476939293813
2025-01-17,34.1760973196256
2025-01-18,27.530745063031734
2025-01-19,29.429417136344266
2025-01-20,41.770785612875734
2025-01-21,45.5681297595008
2025-01-22,39.8721135395632
2025-01-23,41.770785612875734
2025-01-24,37.97344146625066
2025-01-25,31.3280892096568
2025-01-26,31.3280892096568
2025-01-27,35.12543335628187
2025-01-28,41.770785612875734
2025-01-29,38.92277750290693
2025-01-30,47.46680183281333
2025-01-31,39.8721135395632
2025-02-01,37.97344146625066
2025-02-02,35.12543335628187
2025-02-03,40.821449576219464
2025-02-04,39.8721135395632
2025-02-05,40.821449576219464
2025-02-06,39.8721135395632
2025-02-07,35.12543335628187
2025-02-08,30.378753173000533
2025-02-09,30.378753173000533
2025-02-10,34.1760973196256
2025-02-11,35.12543335628187
2025-02-12,37.0241054295944
2025-02-13,37.0241054295944
2025-02-14,34.1760973196256
2025-02-15,29.429417136344266
2025-02-16,31.3280892096568
2025-02-17,35.12543335628187
2025-02-18,37.97344146625066
2025-02-19,38.92277750290693
2025-02-20,37.0241054295944
2025-02-21,35.12543335628187
2025-02-22,29.429417136344266
2025-02-23,30.378753173000533
2025-02-24,37.0241054295944
2025-02-25,36.07476939293813
2025-02-26,36.07476939293813
2025-02-27,36.07476939293813
2025-02-28,39.8721135395632
2025-03-01,35.12543335628187
2025-03-02,31.3280892096568
2025-03-03,36.07476939293813
2025-03-04,40.821449576219464
2025-03-05,40.821449576219464
2025-03-06,36.07476939293813
2025-03-07,35.12543335628187
2025-03-08,30.378753173000533
2025-03-09,29.429417136344266
2025-03-10,39.8721135395632
2025-03-11,40.821449576219464
2025-03-12,39.8721135395632
2025-03-13,37.0241054295944
2025-03-14,37.97344146625066
2025-03-15,32.277425246313065
2025-03-16,32.277425246313065
2025-03-17,34.1760973196256
2025-03-18,36.07476939293813
2025-03-19,35.12543335628187
2025-03-20,34.1760973196256
2025-03-21,32.277425246313065
2025-03-22,27.530745063031734
2025-03-23,28.480081099688
2025-03-24,32.277425246313065
2025-03-25,36.07476939293813
2025-03-26,36.07476939293813
2025-03-27,33.226761282969335
2025-03-28,33.226761282969335
2025-03-29,28.480081099688
2025-03-30,32.277425246313065
2025-03-31,36.07476939293813
2025-04-01,32.277425246313065
2025-04-02,35.12543335628187
2025-04-03,37.97344146625066
2025-04-04,34.1760973196256
2025-04-05,32.277425246313065
2025-04-06,30.378753173000533
2025-04-07,35.12543335628187
2025-04-08,35.12543335628187
2025-04-09,37.97344146625066
2025-04-10,34.1760973196256
2025-04-11,33.226761282969335
2025-04-12,27.530745063031734
2025-04-13,29.429417136344266
2025-04-14,34.1760973196256
2025-04-15,33.118882187894755
2025-04-16,33.118882187894755
2025-04-17,35.1685849943117
2025-04-18,30.227722439896127
2025-04-19,25.65364880873411
2025-04-20,27.336562691897498
2025-04-21,36.37683085914694
2025-04-22,33.118882187894755
2025-04-23,33.485671111148314
2025-04-24,31.910636323059506
2025-04-25,33.118882187894755
2025-04-26,28.544808556732747
2025-04-27,28.544808556732747
2025-04-28,33.485671111148314
2025-04-29,34.327128052730004
2025-04-30,32.277425246313065
2025-05-01,32.277425246313065
2025-05-02,30.227722439896127
2025-05-03,26.02043773198767
2025-05-04,26.49510575031581
2025-05-05,30.594511363149685
2025-05-06,33.485671111148314
2025-05-07,33.960339129476445
2025-05-08,40.5841155670554
2025-05-09,33.118882187894755
2025-05-10,29.386265498314437
2025-05-11,26.861894673569363
2025-05-12,33.118882187894755
2025-05-13,31.435968304731375
2025-05-14,31.435968304731375
2025-05-15,30.07669170679172
2025-05-16,30.07669170679172
2025-05-17,26.408802474256145
2025-05-18,27.875958167270372
2025-05-19,33.01100309282018
2025-05-20,31.543847399805948
2025-05-21,32.277425246313065
2025-05-22,37.41247017186287
2025-05-23,28.60953601377749
2025-05-24,24.208068934734797
2025-05-25,26.408802474256145
2025-05-26,26.408802474256145
2025-05-27,35.21173663234153
2025-05-28,31.543847399805948
2025-05-29,32.277425246313065
2025-05-30,32.277425246313065
2025-05-31,24.941646781241914
2025-06-01,27.14238032076326
2025-06-02,32.277425246313065
2025-06-03,33.74458093932729
2025-06-04,30.810269553298834
2025-06-05,30.810269553298834
2025-06-06,33.74458093932729
2025-06-07,27.14238032076326
2025-06-08,33.74458093932729
2025-06-09,39.613203711384216
2025-06-10,37.41247017186287
2025-06-11,37.41247017186287
2025-06-12,39.613203711384216
2025-06-13,49.88329356248383
2025-06-14,46.94898217645537
2025-06-15,39.613203711384216
2025-06-16,40.34678155789133
2025-06-17,43.28109294391979
2025-06-18,46.94898217645537
2025-06-19,40.34678155789133
2025-06-20,38.14604801836999
2025-06-21,31.543847399805948
2025-06-22,73.35778465071151
2025-06-23,55.751916334540745
2025-06-24,47.682560022962484
2025-06-25,41.08035940439844
2025-06-26,38.14604801836999
2025-06-27,37.41247017186287
2025-06-28,31.543847399805948
2025-06-29,31.543847399805948
2025-06-30,38.8796258648771
2025-07-01,37.41247017186287
2025-07-02,37.41247017186287
2025-07-03,38.8796258648771
2025-07-04,33.74458093932729
2025-07-05,34.47815878583441
2025-07-06,35.21173663234153
2025-07-07,37.41247017186287
2025-07-08,35.21173663234153
2025-07-09,34.47815878583441
2025-07-10,33.74458093932729
2025-07-11,32.277425246313065
2025-07-12,30.07669170679172
2025-07-13,30.07669170679172
2025-07-14,33.74458093932729
2025-07-15,34.47815878583441
2025-07-16,35.21173663234153
2025-07-17,44.014670790426905
2025-07-18,35.94531447884864
2025-07-19,39.613203711384216
2025-07-20,38.8796258648771
2025-07-21,45.48182648344114
2025-07-22,41.81393725090556
2025-07-23,38.8796258648771
2025-07-24,44.014670790426905
2025-07-25,39.613203711384216
2025-07-26,35.94531447884864
2025-07-27,38.8796258648771
2025-07-28,41.08035940439844
2025-07-29,52.08402710200517
2025-07-30,68.95631757166882
2025-07-31,59.419805567076324
2025-08-01,46.21540432994825
2025-08-02,28.60953601377749
2025-08-03,30.07669170679172
2025-08-04,35.21173663234153
2025-08-05,37.41247017186287
2025-08-06,43.28109294391979
2025-08-07,37.41247017186287
2025-08-08,36.678892325355754
2025-08-09,32.277425246313065
2025-08-10,32.277425246313065
2025-08-11,38.14604801836999
2025-08-12,34.47815878583441
2025-08-13,35.21173663234153
2025-08-14,33.01100309282018
2025-08-15,34.47815878583441
2025-08-16,30.07669170679172
2025-08-17,30.07669170679172
2025-08-18,34.47815878583441
2025-08-19,35.21173663234153
2025-08-20,33.01100309282018
2025-08-21,33.74458093932729
2025-08-22,32.277425246313065
2025-08-23,29.343113860284603
2025-08-24,28.60953601377749
2025-08-25,35.21173663234153
2025-08-26,35.21173663234153
2025-08-27,38.8796258648771
2025-08-28,35.94531447884864
2025-08-29,32.277425246313065
2025-08-30,29.343113860284603
2025-08-31,29.343113860284603
2025-09-01,30.07669170679172
2025-09-02,35.21173663234153
2025-09-03,33.74458093932729
2025-09-04,33.01100309282018
2025-09-05,31.543847399805948
2025-09-06,27.875958167270372
2025-09-07,24.941646781241914
2025-09-08,32.277425246313065
2025-09-09,33.01100309282018
2025-09-10,46.94898217645537
2025-09-11,48.416137869469594
2025-09-12,44.74824863693402
2025-09-13,30.810269553298834
2025-09-14,27.875958167270372
2025-09-15,33.01100309282018
2025-09-16,33.74458093932729
2025-09-17,34.47815878583441
2025-09-18,34.47815878583441
2025-09-19,33.74458093932729
2025-09-20,30.810269553298834
2025-09-21,29.343113860284603
2025-09-22,35.21173663234153
2025-09-23,35.94531447884864
2025-09-24,35.94531447884864
2025-09-25,32.277425246313065
2025-09-26,32.277425246313065
2025-09-27,27.14238032076326
2025-09-28,30.810269553298834
2025-09-29,35.21173663234153
2025-09-30,36.678892325355754
2025-10-01,36.678892325355754
2025-10-02,35.21173663234153
2025-10-03,33.74458093932729
2025-10-04,27.875958167270372
2025-10-05,25.675224627749028
2025-10-06,30.07669170679172
2025-10-07,33.74458093932729
2025-10-08,33.01100309282018
2025-10-09,33.74458093932729
2025-10-10,33.74458093932729
2025-10-11,27.875958167270372
2025-10-12,27.875958167270372
2025-10-13,34.47815878583441
2025-10-14,33.74458093932729
2025-10-15,30.810269553298834
2025-10-16,32.277425246313065
2025-10-17,30.810269553298834
2025-10-18,29.343113860284603
2025-10-19,27.875958167270372
2025-10-20,34.47815878583441
2025-10-21,32.277425246313065
2025-10-22,32.277425246313065
2025-10-23,33.01100309282018
2025-10-24,30.810269553298834
2025-10-25,26.408802474256145
2025-10-26,24.941646781241914
2025-10-27,32.277425246313065
2025-10-28,33.01100309282018
2025-10-29,37.41247017186287
2025-10-30,43.28109294391979
2025-10-31,42.54751509741268
2025-11-01,38.8796258648771
2025-11-02,38.8796258648771
2025-11-03,45.48182648344114
2025-11-04,48.416137869469594
2025-11-05,51.350449255498056
2025-11-06,46.21540432994825
2025-11-07,42.54751509741268
2025-11-08,38.8796258648771
2025-11-09,37.41247017186287
2025-11-10,45.48182648344114
2025-11-11,43.28109294391979
2025-11-12,42.54751509741268
2025-11-13,43.28109294391979
2025-11-14,41.08035940439844
2025-11-15,36.678892325355754
2025-11-16,37.41247017186287
2025-11-17,44.014670790426905
2025-11-18,44.014670790426905
2025-11-19,45.48182648344114
2025-11-20,45.48182648344114
2025-11-21,40.34678155789133
2025-11-22,38.8796258648771
2025-11-23,38.14604801836999
2025-11-24,44.014670790426905
2025-11-25,42.54751509741268
2025-11-26,44.014670790426905
2025-11-27,38.8796258648771
2025-11-28,41.08035940439844
2025-11-29,38.8796258648771
2025-11-30,44.74824863693402
2025-12-01,44.014670790426905
2025-12-02,45.48182648344114
2025-12-03,43.28109294391979
2025-12-04,44.014670790426905
2025-12-05,41.81393725090556
2025-12-06,38.8796258648771
2025-12-07,40.34678155789133
2025-12-08,41.81393725090556
2025-12-09,46.21540432994825
2025-12-10,42.54751509741268
2025-12-11,43.191758784631915
2025-12-12,40.5752051016085
2025-12-13,39.346367685848065
2025-12-14,40.94199402486206
2025-12-15,44.133246702890055
2025-12-16,43.191758784631915
2025-12-17,42.53762036387606
2025-12-18,44.787385123645905
2025-12-19,42.53762036387606
2025-12-20,33.171772401543116
2025-12-21,30.92200764177327
2025-12-22,35.78832608456652
2025-12-23,37.38395242358052
2025-12-24,33.171772401543116
2025-12-25,29.980519723515123
2025-12-26,34.76739874055711
2025-12-27,32.51763398078727
2025-12-28,32.884422904040825
2025-12-29,36.72981400282467
2025-12-30,35.78832608456652
2025-12-31,36.07567558206881
2026-01-01,34.76739874055711
2026-01-02,34.48004924305482
2026-01-03,55.748859424992844
2026-01-04,40.94199402486206
2026-01-05,40.5752051016085
2026-01-06,40.94199402486206
2026-01-07,41.88348194312021
2026-01-08,43.479108282134206
2026-01-09,42.53762036387606
2026-01-10,40.2289296503211
2026-01-11,39.07953166031192
2026-01-12,41.37832764033027
2026-01-13,43.102424625344035
2026-01-14,41.95302663533486
2026-01-15,45.975919600366964
2026-01-16,39.07953166031192
2026-01-17,35.056638695279815
2026-01-18,34.48193970027523
2026-01-19,37.93013367030275
2026-01-20,40.80362864532568
2026-01-21,43.67712362034862
2026-01-22,41.95302663533486
2026-01-23,39.65423065531651
2026-01-24,41.95302663533486
2026-01-25,47.12531759037614
2026-01-26,46.55061859537155
2026-01-27,40.2289296503211
2026-01-28,38.50483266530733
2026-01-29,40.2289296503211
2026-01-30,38.50483266530733
2026-01-31,35.6313376902844
2026-02-01,35.6313376902844
2026-02-02,36.780735680293574
2026-02-03,40.2289296503211
2026-02-04,40.2289296503211
2026-02-05,40.80362864532568
2026-02-06,37.93013367030275
2026-02-07,33.90724070527064
2026-02-08,34.48193970027523
2026-02-09,36.206036685288986
2026-02-10,38.50483266530733
2026-02-11,39.07953166031192
2026-02-12,36.780735680293574
2026-02-13,36.206036685288986
2026-02-14,32.75784271526147
2026-02-15,32.75784271526147
2026-02-16,35.6313376902844
2026-02-17,35.056638695279815
2026-02-18,35.056638695279815
2026-02-19,37.35543467529816
2026-02-20,35.6313376902844
2026-02-21,31.033745730247702
2026-02-22,33.90724070527064
2026-02-23,47.12531759037614
2026-02-24,37.93013367030275
2026-02-25,35.6313376902844
2026-02-26,37.35543467529816
2026-02-27,36.206036685288986
2026-02-28,57.46989950045871
2026-03-01,51.72290955041284
2026-03-02,51.148210555408255
2026-03-03,48.27471558038532
2026-03-04,42.52772563033945
2026-03-05,45.975919600366964
2026-03-06,45.40122060536238
2026-03-07,38.50483266530733
2026-03-08,37.93013367030275
2026-03-09,47.70001658538073
2026-03-10,44.826521610357794
2026-03-11,46.55061859537155
2026-03-12,43.102424625344035
2026-03-13,40.80362864532568
2026-03-14,37.93013367030275
2026-03-15,39.07953166031192
2026-03-16,41.95302663533486
2026-03-17,40.80362864532568
2026-03-18,40.2289296503211
2026-03-19,43.67712362034862
2026-03-20,42.52772563033945
2026-03-21,33.90724070527064
2026-03-22,32.18314372025688
2026-03-23,40.80362864532568
2026-03-24,37.35543467529816
2026-03-25,45.40122060536238
2026-03-26,41.37832764033027
2026-03-27,47.70001658538073
2026-03-28,45.975919600366964
2026-03-29,46.55061859537155
2026-03-30,52.297608545417425
2026-03-31,41.37832764033027
2026-04-01,37.35543467529816
2026-04-02,40.80362864532568
2026-04-03,35.056638695279815
2026-04-04,33.90724070527064
2026-04-05,33.33254171026605
2026-04-06,40.2289296503211
2026-04-07,50.57351156040367
2026-04-08,45.40122060536238
2026-04-09,39.65423065531651
2026-04-10,38.50483266530733
2026-04-11,32.18314372025688
2026-04-12,31.60844472525229
2026-04-13,36.206036685288986
2026-04-14,38.50483266530733
2026-04-15,35.6313376902844
2026-04-16,36.780735680293574
2026-04-17,38.50483266530733
2026-04-18,31.033745730247702
2026-04-19,30.459046735243117
2026-04-20,35.056638695279815
2026-04-21,35.056638695279815
2026-04-22,37.93013367030275
2026-04-23,35.6313376902844
2026-04-24,35.056638695279815
2026-04-25,30.459046735243117
2026-04-26,40.80362864532568
2026-04-27,35.6313376902844
2026-04-28,34.48193970027523
2026-04-29,32.75784271526147
2026-04-30,35.056638695279815
2026-05-01,32.75784271526147
2026-05-02,29.309648745233943
2026-05-03,29.309648745233943
2026-05-04,30.459046735243117
2026-05-05,33.90724070527064
2026-05-06,35.056638695279815
2026-05-07,34.48193970027523
2026-05-08,34.48193970027523
2026-05-09,29.88434774023853
2026-05-10,28.734949750229354
2026-05-11,33.33254171026605
2026-05-12,34.48193970027523
2026-05-13,32.18314372025688
2026-05-14,32.75784271526147
2026-05-15,31.033745730247702
2026-05-16,26.436153770211007
2026-05-17,27.58555176022018
2026-05-18,31.033745730247702
2026-05-19,30.459046735243117
2026-05-20,32.18314372025688
2026-05-21,32.75784271526147
2026-05-22,36.206036685288986
2026-05-23,35.056638695279815
2026-05-24,31.60844472525229
2026-05-25,28.734949750229354
2026-05-26,32.75784271526147
2026-05-27,32.18314372025688
2026-05-28,32.75784271526147
2026-05-29,32.18314372025688
2026-05-30,28.734949750229354
2026-05-31,28.16025075522477
