Time,premier_league
2024-09-13,8.096275776396343
2024-09-14,63.925700213663944
2024-09-15,36.76829794286901
2024-09-16,9.27583872298862
2024-09-17,6.701138981709361
2024-09-18,5.360911185367489
2024-09-19,4.690797287196553
2024-09-20,8.71148067622217
2024-09-21,53.60911185367489
2024-09-22,50.25854236282021
2024-09-23,12.062050167076851
2024-09-24,6.701138981709361
2024-09-25,7.371252879880298
2024-09-26,5.360911185367489
2024-09-27,8.041366778051234
2024-09-28,67.01138981709362
2024-09-29,44.89763117745272
2024-09-30,12.732164065247787
2024-10-01,6.701138981709361
2024-10-02,5.360911185367489
2024-10-03,6.031025083538426
2024-10-04,8.041366778051234
2024-10-05,53.60911185367489
2024-10-06,42.217175584768974
2024-10-07,9.381594574393105
2024-10-08,5.360911185367489
2024-10-09,4.020683389025617
2024-10-10,3.3505694908546806
2024-10-11,4.020683389025617
2024-10-12,9.381594574393105
2024-10-13,5.360911185367489
2024-10-14,3.3505694908546806
2024-10-15,3.3505694908546806
2024-10-16,3.3505694908546806
2024-10-17,4.020683389025617
2024-10-18,6.701138981709361
2024-10-19,47.578086770136466
2024-10-20,39.53671999208523
2024-10-21,10.051708472564043
2024-10-22,5.360911185367489
2024-10-23,4.690797287196553
2024-10-24,4.690797287196553
2024-10-25,9.381594574393105
2024-10-26,36.18615050123055
2024-10-27,46.237858973794594
2024-10-28,10.721822370734978
2024-10-29,5.360911185367489
2024-10-30,6.701138981709361
2024-10-31,5.360911185367489
2024-11-01,7.371252879880298
2024-11-02,54.27922575184583
2024-11-03,40.20683389025617
2024-11-04,10.721822370734978
2024-11-05,6.031025083538426
2024-11-06,3.3505694908546806
2024-11-07,4.690797287196553
2024-11-08,6.701138981709361
2024-11-09,52.93899795550396
2024-11-10,46.237858973794594
2024-11-11,8.71148067622217
2024-11-12,5.360911185367489
2024-11-13,4.020683389025617
2024-11-14,3.3505694908546806
2024-11-15,3.3505694908546806
2024-11-16,7.371252879880298
2024-11-17,4.690797287196553
2024-11-18,3.3505694908546806
2024-11-19,3.3505694908546806
2024-11-20,4.020683389025617
2024-11-21,4.020683389025617
2024-11-22,6.031025083538426
2024-11-23,49.588428464649276
2024-11-24,38.8666060939143
2024-11-25,10.721822370734978
2024-11-26,6.701138981709361
2024-11-27,6.031025083538426
2024-11-28,6.701138981709361
2024-11-29,11.391936268905914
2024-11-30,37.52637829757242
2024-12-01,49.588428464649276
2024-12-02,10.721822370734978
2024-12-03,12.062050167076851
2024-12-04,34.17580880671774
2024-12-05,20.77353084329902
2024-12-06,10.721822370734978
2024-12-07,46.237858973794594
2024-12-08,41.54706168659804
2024-12-09,11.391936268905914
2024-12-10,6.701138981709361
2024-12-11,5.360911185367489
2024-12-12,5.360911185367489
2024-12-13,7.371252879880298
2024-12-14,48.91831456647834
2024-12-15,58.97002303904238
2024-12-16,14.07239186158966
2024-12-17,8.041366778051234
2024-12-18,7.371252879880298
2024-12-19,7.371252879880298
2024-12-20,8.041366778051234
2024-12-21,46.90797287196553
2024-12-22,46.237858973794594
2024-12-23,12.062050167076851
2024-12-24,10.051708472564043
2024-12-25,12.062050167076851
2024-12-26,60.31025083538425
2024-12-27,30.82523931586306
2024-12-28,18.093075250615275
2024-12-29,46.90797287196553
2024-12-30,32.16546711220494
2024-12-31,14.07239186158966
2025-01-01,21.443644741469956
2025-01-02,10.051708472564043
2025-01-03,10.051708472564043
2025-01-04,45.567745075623655
2025-01-05,40.20683389025617
2025-01-06,12.732164065247787
2025-01-07,10.721822370734978
2025-01-08,8.041366778051234
2025-01-09,6.701138981709361
2025-01-10,6.701138981709361
2025-01-11,14.07239186158966
2025-01-12,10.051708472564043
2025-01-13,6.701138981709361
2025-01-14,25.464328130495574
2025-01-15,25.464328130495574
2025-01-16,18.76318914878621
2025-01-17,10.721822370734978
2025-01-18,44.89763117745272
2025-01-19,36.18615050123055
2025-01-20,14.742505759760595
2025-01-21,8.041366778051234
2025-01-22,5.360911185367489
2025-01-23,5.360911185367489
2025-01-24,7.371252879880298
2025-01-25,48.91831456647834
2025-01-26,43.55740338111085
2025-01-27,10.721822370734978
2025-01-28,6.031025083538426
2025-01-29,6.031025083538426
2025-01-30,5.360911185367489
2025-01-31,6.701138981709361
2025-02-01,41.54706168659804
2025-02-02,45.567745075623655
2025-02-03,14.07239186158966
2025-02-04,8.041366778051234
2025-02-05,7.371252879880298
2025-02-06,6.031025083538426
2025-02-07,6.701138981709361
2025-02-08,12.732164065247787
2025-02-09,9.381594574393105
2025-02-10,4.690797287196553
2025-02-11,5.360911185367489
2025-02-12,12.732164065247787
2025-02-13,8.71148067622217
2025-02-14,12.732164065247787
2025-02-15,43.55740338111085
2025-02-16,36.18615050123055
2025-02-17,10.051708472564043
2025-02-18,6.701138981709361
2025-02-19,14.07239186158966
2025-02-20,8.71148067622217
2025-02-21,10.721822370734978
2025-02-22,45.567745075623655
2025-02-23,42.217175584768974
2025-02-24,10.721822370734978
2025-02-25,16.752847454273404
2025-02-26,30.155125417692126
2025-02-27,14.07239186158966
2025-02-28,8.71148067622217
2025-03-01,14.742505759760595
2025-03-02,10.051708472564043
2025-03-03,5.360911185367489
2025-03-04,4.690797287196553
2025-03-05,4.690797287196553
2025-03-06,4.690797287196553
2025-03-07,6.701138981709361
2025-03-08,41.54706168659804
2025-03-09,40.20683389025617
2025-03-10,11.391936268905914
2025-03-11,7.371252879880298
2025-03-12,5.360911185367489
2025-03-13,5.360911185367489
2025-03-14,6.701138981709361
2025-03-15,32.83558101037587
2025-03-16,36.18615050123055
2025-03-17,8.71148067622217
2025-03-18,4.690797287196553
2025-03-19,4.020683389025617
2025-03-20,3.3505694908546806
2025-03-21,3.3505694908546806
2025-03-22,6.031025083538426
2025-03-23,5.360911185367489
2025-03-24,3.3505694908546806
2025-03-25,3.3505694908546806
2025-03-26,4.020683389025617
2025-03-27,4.020683389025617
2025-03-28,4.690797287196553
2025-03-29,12.062050167076851
2025-03-30,9.381594574393105
2025-03-31,6.031025083538426
2025-04-01,16.08273355610247
2025-04-02,19.43330304695715
2025-04-03,12.732164065247787
2025-04-04,8.71148067622217
2025-04-05,30.82523931586306
2025-04-06,35.51603660305962
2025-04-07,10.051708472564043
2025-04-08,6.701138981709361
2025-04-09,5.360911185367489
2025-04-10,4.690797287196553
2025-04-11,6.701138981709361
2025-04-12,37.52637829757242
2025-04-13,36.18615050123055
2025-04-14,10.051708472564043
2025-04-15,5.975682770565282
2025-04-16,8.164921709340113
2025-04-17,6.902773765409964
2025-04-18,7.533847737375039
2025-04-19,33.625817758410996
2025-04-20,41.15966549578603
2025-04-21,15.402752423835544
2025-04-22,16.664900367765696
2025-04-23,16.664900367765696
2025-04-24,10.058143625235338
2025-04-25,7.533847737375039
2025-04-26,28.28120895981079
2025-04-27,39.26644357989081
2025-04-28,11.320291569165487
2025-04-29,7.237830714495432
2025-04-30,5.344608798600207
2025-05-01,8.499978658425581
2025-05-02,11.320291569165487
2025-05-03,32.06765279160124
2025-05-04,35.18398272522076
2025-05-05,11.951365541130563
2025-05-06,6.902773765409964
2025-05-07,5.640625821479814
2025-05-08,5.975682770565282
2025-05-09,6.606756742530356
2025-05-10,31.436578819636164
2025-05-11,37.70827861308105
2025-05-12,9.427069653270262
2025-05-13,6.271699793444888
2025-05-14,5.344608798600207
2025-05-15,5.328306411832925
2025-05-16,17.761021372776415
2025-05-17,20.72119160157248
2025-05-18,33.15390656251597
2025-05-19,13.616783052461917
2025-05-20,15.392885189739559
2025-05-21,11.840680915184276
2025-05-22,7.104408549110566
2025-05-23,7.104408549110566
2025-05-24,14.208817098221132
2025-05-25,52.69103007257003
2025-05-26,11.248646869425063
2025-05-27,6.512374503351352
2025-05-28,5.328306411832925
2025-05-29,4.144238320314496
2025-05-30,3.552204274555283
2025-05-31,4.7362723660737105
2025-06-01,3.552204274555283
2025-06-02,2.960170228796069
2025-06-03,2.960170228796069
2025-06-04,2.960170228796069
2025-06-05,2.960170228796069
2025-06-06,2.960170228796069
2025-06-07,3.552204274555283
2025-06-08,2.960170228796069
2025-06-09,2.960170228796069
2025-06-10,2.3681361830368552
2025-06-11,2.3681361830368552
2025-06-12,2.3681361830368552
2025-06-13,2.3681361830368552
2025-06-14,2.960170228796069
2025-06-15,2.960170228796069
2025-06-16,2.3681361830368552
2025-06-17,2.3681361830368552
2025-06-18,4.144238320314496
2025-06-19,2.960170228796069
2025-06-20,3.552204274555283
2025-06-21,2.960170228796069
2025-06-22,2.960170228796069
2025-06-23,2.3681361830368552
2025-06-24,2.3681361830368552
2025-06-25,2.3681361830368552
2025-06-26,2.3681361830368552
2025-06-27,2.3681361830368552
2025-06-28,2.3681361830368552
2025-06-29,2.960170228796069
2025-06-30,2.3681361830368552
2025-07-01,2.3681361830368552
2025-07-02,1.7761021372776415
2025-07-03,2.960170228796069
2025-07-04,2.960170228796069
2025-07-05,2.960170228796069
2025-07-06,2.3681361830368552
2025-07-07,2.960170228796069
2025-07-08,2.3681361830368552
2025-07-09,2.3681361830368552
2025-07-10,2.3681361830368552
2025-07-11,2.960170228796069
2025-07-12,2.960170228796069
2025-07-13,4.7362723660737105
2025-07-14,3.552204274555283
2025-07-15,2.960170228796069
2025-07-16,2.960170228796069
2025-07-17,5.328306411832925
2025-07-18,2.960170228796069
2025-07-19,8.288476640628993
2025-07-20,11.840680915184276
2025-07-21,7.104408549110566
2025-07-22,5.328306411832925
2025-07-23,4.7362723660737105
2025-07-24,5.328306411832925
2025-07-25,5.328306411832925
2025-07-26,11.248646869425063
2025-07-27,10.064578777906634
2025-07-28,6.512374503351352
2025-07-29,10.064578777906634
2025-07-30,15.392885189739559
2025-07-31,16.576953281257985
2025-08-01,9.472544732147421
2025-08-02,4.7362723660737105
2025-08-03,8.288476640628993
2025-08-04,4.7362723660737105
2025-08-05,4.7362723660737105
2025-08-06,6.512374503351352
2025-08-07,7.104408549110566
2025-08-08,8.288476640628993
2025-08-09,11.840680915184276
2025-08-10,13.024749006702704
2025-08-11,9.472544732147421
2025-08-12,6.512374503351352
2025-08-13,7.104408549110566
2025-08-14,9.472544732147421
2025-08-15,34.337974654034404
2025-08-16,56.24323434712531
2025-08-17,47.3627236607371
2025-08-18,13.616783052461917
2025-08-19,8.288476640628993
2025-08-20,7.104408549110566
2025-08-21,7.696442594869779
2025-08-22,17.168987327017202
2025-08-23,50.91492793529239
2025-08-24,40.85034915738575
2025-08-25,21.905259693090912
2025-08-26,9.472544732147421
2025-08-27,8.288476640628993
2025-08-28,7.104408549110566
2025-08-29,10.064578777906634
2025-08-30,48.54679175225553
2025-08-31,51.5069619810516
2025-09-01,13.024749006702704
2025-09-02,7.104408549110566
2025-09-03,4.7362723660737105
2025-09-04,4.7362723660737105
2025-09-05,4.144238320314496
2025-09-06,8.288476640628993
2025-09-07,4.7362723660737105
2025-09-08,3.552204274555283
2025-09-09,3.552204274555283
2025-09-10,3.552204274555283
2025-09-11,4.144238320314496
2025-09-12,7.104408549110566
2025-09-13,48.54679175225553
2025-09-14,39.07424702010811
2025-09-15,8.288476640628993
2025-09-16,5.328306411832925
2025-09-17,4.7362723660737105
2025-09-18,4.7362723660737105
2025-09-19,7.696442594869779
2025-09-20,53.28306411832924
2025-09-21,40.85034915738575
2025-09-22,8.288476640628993
2025-09-23,5.920340457592138
2025-09-24,4.7362723660737105
2025-09-25,4.7362723660737105
2025-09-26,7.104408549110566
2025-09-27,50.91492793529239
2025-09-28,31.969838470997544
2025-09-29,10.064578777906634
2025-09-30,5.328306411832925
2025-10-01,4.144238320314496
2025-10-02,4.144238320314496
2025-10-03,10.65661282366585
2025-10-04,50.91492793529239
2025-10-05,35.52204274555283
2025-10-06,7.104408549110566
2025-10-07,4.144238320314496
2025-10-08,3.552204274555283
2025-10-09,3.552204274555283
2025-10-10,2.960170228796069
2025-10-11,7.104408549110566
2025-10-12,4.7362723660737105
2025-10-13,3.552204274555283
2025-10-14,2.960170228796069
2025-10-15,3.552204274555283
2025-10-16,3.552204274555283
2025-10-17,5.920340457592138
2025-10-18,42.034417248904184
2025-10-19,41.44238320314496
2025-10-20,10.65661282366585
2025-10-21,5.328306411832925
2025-10-22,4.144238320314496
2025-10-23,4.144238320314496
2025-10-24,9.472544732147421
2025-10-25,55.651200301366096
2025-10-26,42.034417248904184
2025-10-27,10.064578777906634
2025-10-28,5.328306411832925
2025-10-29,7.696442594869779
2025-10-30,7.104408549110566
2025-10-31,9.472544732147421
2025-11-01,59.20340457592138
2025-11-02,39.666281065867324
2025-11-03,13.024749006702704
2025-11-04,8.880510686388208
2025-11-05,8.288476640628993
2025-11-06,8.288476640628993
2025-11-07,10.064578777906634
2025-11-08,57.42730243864374
2025-11-09,47.3627236607371
2025-11-10,14.208817098221132
2025-11-11,8.288476640628993
2025-11-12,8.288476640628993
2025-11-13,7.696442594869779
2025-11-14,6.512374503351352
2025-11-15,9.472544732147421
2025-11-16,7.696442594869779
2025-11-17,6.512374503351352
2025-11-18,6.512374503351352
2025-11-19,6.512374503351352
2025-11-20,7.104408549110566
2025-11-21,9.472544732147421
2025-11-22,47.954757706496316
2025-11-23,40.85034915738575
2025-11-24,18.945089464294842
2025-11-25,10.064578777906634
2025-11-26,8.288476640628993
2025-11-27,8.880510686388208
2025-11-28,10.064578777906634
2025-11-29,42.034417248904184
2025-11-30,52.69103007257003
2025-12-01,11.248646869425063
2025-12-02,24.86542992188698
2025-12-03,33.745940608275184
2025-12-04,20.72119160157248
2025-12-05,11.248646869425063
2025-12-06,56.24323434712531
2025-12-07,31.969838470997544
2025-12-08,17.761021372776415
2025-12-09,13.616783052461917
2025-12-10,9.472544732147421
2025-12-11,9.007375124765183
2025-12-12,11.33322316167638
2025-12-13,52.606453780318716
2025-12-14,42.6264512946634
2025-12-15,19.96000497131064
2025-12-16,11.33322316167638
2025-12-17,10.65661282366585
2025-12-18,9.683985462775713
2025-12-19,10.65661282366585
2025-12-20,50.28060574340752
2025-12-21,32.64644880900808
2025-12-22,12.982460860577046
2025-12-23,9.30339214764479
2025-12-24,8.62678180963426
2025-12-25,10.65661282366585
2025-12-26,24.992294360263955
2025-12-27,53.28306411832924
2025-12-28,29.643990434086348
2025-12-29,12.00983349968691
2025-12-30,36.325517521940334
2025-12-31,18.31076727240997
2026-01-01,38.27077224372061
2026-01-02,14.335681536598106
2026-01-03,40.596620280631804
2026-01-04,46.60153703047526
2026-01-05,12.305850522566516
2026-01-06,13.659071198587576
2026-01-07,34.29568650790874
2026-01-08,28.967380096075818
2026-01-09,12.982460860577046
2026-01-10,16.74610586576062
2026-01-11,11.417799453927694
2026-01-12,9.134239563142156
2026-01-13,10.656612823665848
2026-01-14,10.656612823665848
2026-01-15,10.656612823665848
2026-01-16,10.656612823665848
2026-01-17,50.238317597281856
2026-01-18,30.44746521047385
2026-01-19,12.940172714451387
2026-01-20,9.895426193404003
2026-01-21,13.701359344713234
2026-01-22,9.895426193404003
2026-01-23,14.462545974975079
2026-01-24,52.521877488067396
2026-01-25,56.32781063937663
2026-01-26,21.313225647331695
2026-01-27,12.940172714451387
2026-01-28,12.940172714451387
2026-01-29,18.268479126284312
2026-01-30,19.02966575654616
2026-01-31,65.46205020251878
2026-02-01,68.50679672356617
2026-02-02,25.119158798640928
2026-02-03,15.223732605236926
2026-02-04,16.74610586576062
2026-02-05,23.596785538117235
2026-02-06,19.02966575654616
2026-02-07,53.28306411832924
2026-02-08,47.19357107623447
2026-02-09,15.984919235498772
2026-02-10,37.29814488283047
2026-02-11,31.208651840735698
2026-02-12,22.83559890785539
2026-02-13,23.596785538117235
2026-02-14,25.880345428902775
2026-02-15,25.119158798640928
2026-02-16,25.119158798640928
2026-02-17,22.07441227759354
2026-02-18,24.35797216837908
2026-02-19,19.02966575654616
2026-02-20,15.223732605236926
2026-02-21,55.56662400911478
2026-02-22,49.47713096702001
2026-02-23,32.73102510125939
2026-02-24,18.268479126284312
2026-02-25,12.940172714451387
2026-02-26,16.74610586576062
2026-02-27,22.83559890785539
2026-02-28,44.91001118544893
2026-03-01,50.238317597281856
2026-03-02,18.268479126284312
2026-03-03,37.29814488283047
2026-03-04,47.19357107623447
2026-03-05,35.77577162230678
2026-03-06,22.07441227759354
2026-03-07,26.64153205916462
2026-03-08,19.790852386808005
2026-03-09,13.701359344713234
2026-03-10,12.17898608418954
2026-03-11,10.656612823665848
2026-03-12,9.134239563142156
2026-03-13,11.417799453927694
2026-03-14,54.805437378852936
2026-03-15,53.28306411832924
2026-03-16,27.402718689426468
2026-03-17,15.223732605236926
2026-03-18,18.268479126284312
2026-03-19,25.880345428902775
2026-03-20,33.49221173152124
2026-03-21,52.521877488067396
2026-03-22,47.19357107623447
2026-03-23,15.984919235498772
2026-03-24,9.134239563142156
2026-03-25,19.02966575654616
2026-03-26,13.701359344713234
2026-03-27,19.790852386808005
2026-03-28,26.64153205916462
2026-03-29,28.163905319688315
2026-03-30,25.119158798640928
2026-03-31,11.417799453927694
2026-04-01,9.895426193404003
2026-04-02,9.895426193404003
2026-04-03,12.940172714451387
2026-04-04,18.268479126284312
2026-04-05,15.984919235498772
2026-04-06,12.17898608418954
2026-04-07,11.417799453927694
2026-04-08,12.940172714451387
2026-04-09,13.701359344713234
2026-04-10,16.74610586576062
2026-04-11,48.71594433675816
2026-04-12,49.47713096702001
2026-04-13,23.596785538117235
2026-04-14,14.462545974975079
2026-04-15,12.17898608418954
2026-04-16,9.895426193404003
2026-04-17,15.223732605236926
2026-04-18,59.37255716042401
2026-04-19,70.02916998408986
2026-04-20,24.35797216837908
2026-04-21,24.35797216837908
2026-04-22,36.536958252568624
2026-04-23,19.790852386808005
2026-04-24,21.313225647331695
2026-04-25,61.65611705120955
2026-04-26,31.208651840735698
2026-04-27,23.596785538117235
2026-04-28,12.940172714451387
2026-04-29,11.417799453927694
2026-04-30,11.417799453927694
2026-05-01,15.984919235498772
2026-05-02,50.238317597281856
2026-05-03,60.8949304209477
2026-05-04,41.86526466440154
2026-05-05,20.55203901706985
2026-05-06,12.940172714451387
2026-05-07,12.940172714451387
2026-05-08,14.462545974975079
2026-05-09,60.133743790685855
2026-05-10,55.56662400911478
2026-05-11,25.880345428902775
2026-05-12,15.223732605236926
2026-05-13,25.880345428902775
2026-05-14,16.74610586576062
2026-05-15,23.596785538117235
2026-05-16,34.253398361783084
2026-05-17,48.71594433675816
2026-05-18,35.77577162230678
2026-05-19,59.37255716042401
2026-05-20,30.44746521047385
2026-05-21,13.701359344713234
2026-05-22,13.701359344713234
2026-05-23,28.925091949950158
2026-05-24,76.11866302618463
2026-05-25,18.268479126284312
2026-05-26,11.417799453927694
2026-05-27,9.134239563142156
2026-05-28,9.134239563142156
2026-05-29,7.611866302618463
2026-05-30,13.701359344713234
2026-05-31,9.895426193404003
