Time,gold
2022-05-07,88.0
2022-05-08,78.0
2022-05-09,81.0
2022-05-10,78.0
2022-05-11,76.0
2022-05-12,77.0
2022-05-13,74.0
2022-05-14,80.0
2022-05-15,81.0
2022-05-16,75.0
2022-05-17,73.0
2022-05-18,76.0
2022-05-19,78.0
2022-05-20,73.0
2022-05-21,83.0
2022-05-22,75.0
2022-05-23,73.0
2022-05-24,76.0
2022-05-25,72.0
2022-05-26,71.0
2022-05-27,73.0
2022-05-28,83.0
2022-05-29,78.0
2022-05-30,81.0
2022-05-31,73.0
2022-06-01,73.0
2022-06-02,75.0
2022-06-03,76.0
2022-06-04,77.0
2022-06-05,80.0
2022-06-06,70.0
2022-06-07,79.0
2022-06-08,73.0
2022-06-09,77.0
2022-06-10,77.0
2022-06-11,80.0
2022-06-12,83.0
2022-06-13,81.0
2022-06-14,82.0
2022-06-15,81.0
2022-06-16,81.0
2022-06-17,78.0
2022-06-18,83.0
2022-06-19,83.0
2022-06-20,76.0
2022-06-21,76.0
2022-06-22,76.0
2022-06-23,75.0
2022-06-24,70.0
2022-06-25,79.0
2022-06-26,76.0
2022-06-27,76.0
2022-06-28,77.0
2022-06-29,75.0
2022-06-30,72.0
2022-07-01,77.0
2022-07-02,81.0
2022-07-03,80.0
2022-07-04,83.0
2022-07-05,74.0
2022-07-06,80.0
2022-07-07,78.0
2022-07-08,79.0
2022-07-09,81.0
2022-07-10,87.0
2022-07-11,81.0
2022-07-12,83.0
2022-07-13,77.0
2022-07-14,81.0
2022-07-15,79.0
2022-07-16,83.0
2022-07-17,86.0
2022-07-18,81.0
2022-07-19,79.0
2022-07-20,77.0
2022-07-21,79.0
2022-07-22,78.0
2022-07-23,83.0
2022-07-24,85.0
2022-07-25,81.0
2022-07-26,81.0
2022-07-27,79.0
2022-07-28,80.0
2022-07-29,78.0
2022-07-30,78.0
2022-07-31,81.0
2022-08-01,78.0
2022-08-02,78.0
2022-08-03,77.0
2022-08-04,77.0
2022-08-05,77.0
2022-08-06,82.0
2022-08-07,87.0
2022-08-08,77.0
2022-08-09,79.0
2022-08-10,75.0
2022-08-11,78.0
2022-08-12,81.0
2022-08-13,81.0
2022-08-14,86.0
2022-08-15,78.0
2022-08-16,74.0
2022-08-17,77.0
2022-08-18,76.0
2022-08-19,72.0
2022-08-20,82.0
2022-08-21,87.0
2022-08-22,76.0
2022-08-23,77.0
2022-08-24,74.0
2022-08-25,77.0
2022-08-26,75.0
2022-08-27,87.0
2022-08-28,84.0
2022-08-29,76.0126582278481
2022-08-30,75.0253164556962
2022-08-31,75.0253164556962
2022-09-01,77.0
2022-09-02,79.9620253164557
2022-09-03,77.0
2022-09-04,81.9367088607595
2022-09-05,79.9620253164557
2022-09-06,77.0
2022-09-07,74.5379746835443
2022-09-08,69.10126582278481
2022-09-09,70.08860759493672
2022-09-10,78.97468354430379
2022-09-11,78.97468354430379
2022-09-12,77.9873417721519
2022-09-13,75.0253164556962
2022-09-14,77.9873417721519
2022-09-15,77.9873417721519
2022-09-16,75.0253164556962
2022-09-17,82.92405063291139
2022-09-18,78.97468354430379
2022-09-19,76.0126582278481
2022-09-20,77.0
2022-09-21,77.9873417721519
2022-09-22,74.0379746835443
2022-09-23,77.9873417721519
2022-09-24,82.42405063291139
2022-09-25,79.9620253164557
2022-09-26,77.0
2022-09-27,71.15189873417721
2022-09-28,73.10126582278481
2022-09-29,68.22784810126582
2022-09-30,73.10126582278481
2022-10-01,79.92405063291139
2022-10-02,80.89873417721519
2022-10-03,76.0253164556962
2022-10-04,76.0253164556962
2022-10-05,75.0506329113924
2022-10-06,74.07594936708861
2022-10-07,75.0506329113924
2022-10-08,78.94936708860759
2022-10-09,80.89873417721519
2022-10-10,78.94936708860759
2022-10-11,72.12658227848101
2022-10-12,76.0253164556962
2022-10-13,77.0
2022-10-14,72.12658227848101
2022-10-15,77.0
2022-10-16,72.12658227848101
2022-10-17,73.10126582278481
2022-10-18,76.0253164556962
2022-10-19,74.07594936708861
2022-10-20,77.0
2022-10-21,77.0
2022-10-22,80.89873417721519
2022-10-23,79.92405063291139
2022-10-24,75.0506329113924
2022-10-25,73.10126582278481
2022-10-26,75.0506329113924
2022-10-27,74.07594936708861
2022-10-28,75.0506329113924
2022-10-29,80.89873417721519
2022-10-30,76.0253164556962
2022-10-31,71.15189873417721
2022-11-01,75.0506329113924
2022-11-02,76.0253164556962
2022-11-03,75.0506329113924
2022-11-04,77.9746835443038
2022-11-05,83.82278481012658
2022-11-06,79.92405063291139
2022-11-07,77.0
2022-11-08,72.12658227848101
2022-11-09,67.25316455696202
2022-11-10,75.0506329113924
2022-11-11,77.0
2022-11-12,82.84810126582278
2022-11-13,84.79746835443038
2022-11-14,77.9746835443038
2022-11-15,76.0253164556962
2022-11-16,77.9746835443038
2022-11-17,77.9746835443038
2022-11-18,78.94936708860759
2022-11-19,85.77215189873418
2022-11-20,82.84810126582278
2022-11-21,77.9746835443038
2022-11-22,76.0253164556962
2022-11-23,77.9746835443038
2022-11-24,77.0
2022-11-25,97.46835443037975
2022-11-26,92.59493670886076
2022-11-27,91.62025316455696
2022-11-28,82.84810126582278
2022-11-29,79.92405063291139
2022-11-30,79.92405063291139
2022-12-01,80.89873417721519
2022-12-02,82.84810126582278
2022-12-03,85.77215189873418
2022-12-04,84.79746835443038
2022-12-05,83.82278481012658
2022-12-06,80.89873417721519
2022-12-07,84.79746835443038
2022-12-08,80.89873417721519
2022-12-09,82.84810126582278
2022-12-10,88.69620253164557
2022-12-11,91.62025316455696
2022-12-12,82.84810126582278
2022-12-13,79.92405063291139
2022-12-14,82.84810126582278
2022-12-15,77.9746835443038
2022-12-16,81.87341772151899
2022-12-17,88.69620253164557
2022-12-18,80.89873417721519
2022-12-19,83.82278481012658
2022-12-20,82.84810126582278
2022-12-21,81.87341772151899
2022-12-22,77.9746835443038
2022-12-23,80.89873417721519
2022-12-24,78.94936708860759
2022-12-25,84.79746835443038
2022-12-26,91.62025316455696
2022-12-27,87.72151898734177
2022-12-28,83.82278481012658
2022-12-29,85.77215189873418
2022-12-30,82.84810126582278
2022-12-31,82.84810126582278
2023-01-01,77.9746835443038
2023-01-02,82.84810126582278
2023-01-03,74.07594936708861
2023-01-04,77.0
2023-01-05,77.9746835443038
2023-01-06,77.9746835443038
2023-01-07,83.82278481012658
2023-01-08,85.77215189873418
2023-01-09,76.0253164556962
2023-01-10,75.0506329113924
2023-01-11,79.92405063291139
2023-01-12,76.0253164556962
2023-01-13,78.94936708860759
2023-01-14,85.77215189873418
2023-01-15,79.92405063291139
2023-01-16,80.89873417721519
2023-01-17,82.84810126582278
2023-01-18,76.0253164556962
2023-01-19,77.0
2023-01-20,79.92405063291139
2023-01-21,86.74683544303797
2023-01-22,85.77215189873418
2023-01-23,77.9746835443038
2023-01-24,79.92405063291139
2023-01-25,76.0253164556962
2023-01-26,82.84810126582278
2023-01-27,78.94936708860759
2023-01-28,86.74683544303797
2023-01-29,85.77215189873418
2023-01-30,73.10126582278481
2023-01-31,75.0506329113924
2023-02-01,79.92405063291139
2023-02-02,78.94936708860759
2023-02-03,82.84810126582278
2023-02-04,86.74683544303797
2023-02-05,91.62025316455696
2023-02-06,77.0
2023-02-07,86.74683544303797
2023-02-08,77.9746835443038
2023-02-09,76.0253164556962
2023-02-10,80.89873417721519
2023-02-11,84.79746835443038
2023-02-12,82.84810126582278
2023-02-13,70.17721518987342
2023-02-14,74.07594936708861
2023-02-15,74.07594936708861
2023-02-16,73.10126582278481
2023-02-17,77.0
2023-02-18,80.89873417721519
2023-02-19,80.89873417721519
2023-02-20,77.9746835443038
2023-02-21,76.0253164556962
2023-02-22,75.0506329113924
2023-02-23,75.0506329113924
2023-02-24,77.0
2023-02-25,85.77215189873418
2023-02-26,85.77215189873418
2023-02-27,76.0253164556962
2023-02-28,74.07594936708861
2023-03-01,73.10126582278481
2023-03-02,69.20253164556962
2023-03-03,75.0506329113924
2023-03-04,79.92405063291139
2023-03-05,82.84810126582278
2023-03-06,80.89873417721519
2023-03-07,74.07594936708861
2023-03-08,77.0
2023-03-09,75.0506329113924
2023-03-10,78.94936708860759
2023-03-11,85.77215189873418
2023-03-12,85.77215189873418
2023-03-13,91.62025316455696
2023-03-14,85.77215189873418
2023-03-15,81.87341772151899
2023-03-16,84.79746835443038
2023-03-17,89.67088607594937
2023-03-18,89.67088607594937
2023-03-19,89.67088607594937
2023-03-20,88.69620253164557
2023-03-21,83.82278481012658
2023-03-22,82.84810126582278
2023-03-23,84.79746835443038
2023-03-24,87.72151898734177
2023-03-25,87.72151898734177
2023-03-26,88.69620253164557
2023-03-27,80.89873417721519
2023-03-28,83.82278481012658
2023-03-29,81.87341772151899
2023-03-30,79.92405063291139
2023-03-31,82.84810126582278
2023-04-01,87.72151898734177
2023-04-02,88.69620253164557
2023-04-03,82.84810126582278
2023-04-04,87.72151898734177
2023-04-05,83.82278481012658
2023-04-06,89.67088607594937
2023-04-07,85.77215189873418
2023-04-08,90.64556962025316
2023-04-09,83.82278481012658
2023-04-10,94.54430379746836
2023-04-11,88.69620253164557
2023-04-12,84.79746835443038
2023-04-13,84.79746835443038
2023-04-14,86.74683544303797
2023-04-15,84.79746835443038
2023-04-16,89.67088607594937
2023-04-17,82.84810126582278
2023-04-18,79.92405063291139
2023-04-19,81.87341772151899
2023-04-20,79.92405063291139
2023-04-21,86.74683544303797
2023-04-22,95.51898734177215
2023-04-23,89.67088607594937
2023-04-24,82.84810126582278
2023-04-25,78.94936708860759
2023-04-26,80.94003432739756
2023-04-27,75.1745333619395
2023-04-28,76.85957948937997
2023-04-29,90.7859901308732
2023-04-30,87.19287706500751
2023-05-01,83.82278481012659
2023-05-02,85.02048916541514
2023-05-03,79.74232997210899
2023-05-04,85.02048916541514
2023-05-05,86.70553529285561
2023-05-06,86.70553529285561
2023-05-07,82.62508045483801
2023-05-08,82.13773868268612
2023-05-09,83.82278481012659
2023-05-10,78.05728384466853
2023-05-11,78.54462561682043
2023-05-12,80.94003432739756
2023-05-13,85.50783093756705
2023-05-14,83.82278481012659
2023-05-15,78.05728384466853
2023-05-16,83.33544303797468
2023-05-17,76.85957948937997
2023-05-18,79.2549881999571
2023-05-19,79.2549881999571
2023-05-20,82.13773868268612
2023-05-21,79.74232997210899
2023-05-22,78.54462561682043
2023-05-23,76.85957948937997
2023-05-24,73.97682900665095
2023-05-25,78.13988414503326
2023-05-26,76.71915897875994
2023-05-27,82.40205964385325
2023-05-28,83.82278481012659
2023-05-29,80.98133447757992
2023-05-30,78.13988414503326
2023-05-31,78.13988414503326
2023-06-01,73.87770864621326
2023-06-02,76.71915897875994
2023-06-03,78.13988414503326
2023-06-04,80.98133447757992
2023-06-05,75.29843381248659
2023-06-06,75.29843381248659
2023-06-07,73.87770864621326
2023-06-08,73.87770864621326
2023-06-09,76.71915897875994
2023-06-10,79.56060931130659
2023-06-11,78.13988414503326
2023-06-12,73.87770864621326
2023-06-13,76.71915897875994
2023-06-14,78.13988414503326
2023-06-15,73.87770864621326
2023-06-16,78.13988414503326
2023-06-17,80.98133447757992
2023-06-18,75.29843381248659
2023-06-19,85.24350997639992
2023-06-20,80.98133447757992
2023-06-21,76.71915897875994
2023-06-22,71.0362583136666
2023-06-23,82.40205964385325
2023-06-24,86.66423514267325
2023-06-25,106.5543874704999
2023-06-26,95.18858614031325
2023-06-27,89.50568547521992
2023-06-28,90.92641064149325
2023-06-29,96.60931130658658
2023-06-30,100.87148680540658
2023-07-01,96.60931130658658
2023-07-02,117.92018880068656
2023-07-03,125.02381463205322
2023-07-04,100.87148680540658
2023-07-05,105.13366230422656
2023-07-06,83.82278481012659
2023-07-07,86.66423514267325
2023-07-08,103.71293713795323
2023-07-09,142.0725166273332
2023-07-10,122.18236429950656
2023-07-11,89.50568547521992
2023-07-12,102.2922119716799
2023-07-13,132.12744046341987
2023-07-14,88.08496030894659
2023-07-15,90.92641064149325
2023-07-16,107.97511263677323
2023-07-17,115.07873846813989
2023-07-18,80.98133447757992
2023-07-19,78.13988414503326
2023-07-20,75.29843381248659
2023-07-21,73.87770864621326
2023-07-22,78.13988414503326
2023-07-23,82.40205964385325
2023-07-24,75.29843381248659
2023-07-25,73.87770864621326
2023-07-26,76.71915897875994
2023-07-27,78.13988414503326
2023-07-28,73.87770864621326
2023-07-29,80.98133447757992
2023-07-30,78.13988414503326
2023-07-31,79.56060931130659
2023-08-01,75.29843381248659
2023-08-02,76.71915897875994
2023-08-03,75.29843381248659
2023-08-04,73.87770864621326
2023-08-05,80.98133447757992
2023-08-06,78.13988414503326
2023-08-07,75.29843381248659
2023-08-08,73.87770864621326
2023-08-09,78.13988414503326
2023-08-10,71.0362583136666
2023-08-11,75.29843381248659
2023-08-12,82.40205964385325
2023-08-13,82.40205964385325
2023-08-14,73.87770864621326
2023-08-15,75.29843381248659
2023-08-16,76.71915897875994
2023-08-17,73.87770864621326
2023-08-18,75.29843381248659
2023-08-19,82.40205964385325
2023-08-20,83.82278481012659
2023-08-21,73.87770864621326
2023-08-22,76.71915897875994
2023-08-23,72.45698347993994
2023-08-24,72.45698347993994
2023-08-25,72.45698347993994
2023-08-26,79.56060931130659
2023-08-27,82.40205964385325
2023-08-28,75.29843381248659
2023-08-29,71.0362583136666
2023-08-30,71.0362583136666
2023-08-31,72.45698347993994
2023-09-01,73.87770864621326
2023-09-02,76.71915897875994
2023-09-03,82.40205964385325
2023-09-04,79.56060931130659
2023-09-05,75.29843381248659
2023-09-06,71.0362583136666
2023-09-07,71.0362583136666
2023-09-08,71.0362583136666
2023-09-09,80.98133447757992
2023-09-10,76.71915897875994
2023-09-11,76.71915897875994
2023-09-12,78.13988414503326
2023-09-13,72.45698347993994
2023-09-14,71.0362583136666
2023-09-15,73.87770864621326
2023-09-16,82.40205964385325
2023-09-17,78.13988414503326
2023-09-18,73.87770864621326
2023-09-19,72.45698347993994
2023-09-20,75.29843381248659
2023-09-21,71.0362583136666
2023-09-22,76.71915897875994
2023-09-23,82.40205964385325
2023-09-24,82.40205964385325
2023-09-25,88.08496030894659
2023-09-26,76.71915897875994
2023-09-27,80.98133447757992
2023-09-28,83.82278481012659
2023-09-29,85.24350997639992
2023-09-30,86.66423514267325
2023-10-01,82.40205964385325
2023-10-02,76.71915897875994
2023-10-03,78.13988414503326
2023-10-04,79.56060931130659
2023-10-05,79.56060931130659
2023-10-06,79.56060931130659
2023-10-07,83.82278481012659
2023-10-08,82.40205964385325
2023-10-09,82.40205964385325
2023-10-10,73.87770864621326
2023-10-11,72.45698347993994
2023-10-12,72.45698347993994
2023-10-13,78.13988414503326
2023-10-14,79.56060931130659
2023-10-15,89.50568547521992
2023-10-16,75.29843381248659
2023-10-17,73.87770864621326
2023-10-18,76.71915897875994
2023-10-19,76.71915897875994
2023-10-20,72.45698347993994
2023-10-21,83.82278481012659
2023-10-22,82.40205964385325
2023-10-23,75.29843381248659
2023-10-24,75.29843381248659
2023-10-25,75.29843381248659
2023-10-26,73.87770864621326
2023-10-27,76.71915897875994
2023-10-28,79.56060931130659
2023-10-29,76.71915897875994
2023-10-30,73.87770864621326
2023-10-31,75.29843381248659
2023-11-01,72.45698347993994
2023-11-02,72.45698347993994
2023-11-03,73.87770864621326
2023-11-04,79.56060931130659
2023-11-05,79.56060931130659
2023-11-06,83.82278481012659
2023-11-07,78.13988414503326
2023-11-08,78.13988414503326
2023-11-09,76.71915897875994
2023-11-10,80.98133447757992
2023-11-11,89.50568547521992
2023-11-12,88.08496030894659
2023-11-13,80.98133447757992
2023-11-14,82.40205964385325
2023-11-15,82.40205964385325
2023-11-16,79.56060931130659
2023-11-17,80.98133447757992
2023-11-18,89.50568547521992
2023-11-19,86.66423514267325
2023-11-20,82.40205964385325
2023-11-21,83.82278481012659
2023-11-22,85.24350997639992
2023-11-23,79.56060931130659
2023-11-24,90.92641064149325
2023-11-25,102.2922119716799
2023-11-26,96.60931130658658
2023-11-27,86.66423514267325
2023-11-28,92.34713580776658
2023-11-29,89.50568547521992
2023-11-30,83.82278481012659
2023-12-01,85.24350997639992
2023-12-02,93.7678609740399
2023-12-03,93.7678609740399
2023-12-04,96.60931130658658
2023-12-05,93.7678609740399
2023-12-06,90.92641064149325
2023-12-07,85.24350997639992
2023-12-08,88.08496030894659
2023-12-09,93.7678609740399
2023-12-10,98.0300364728599
2023-12-11,85.24350997639992
2023-12-12,88.08496030894659
2023-12-13,86.66423514267325
2023-12-14,88.08496030894659
2023-12-15,92.34713580776658
2023-12-16,99.45076163913325
2023-12-17,95.18858614031325
2023-12-18,89.50568547521992
2023-12-19,89.50568547521992
2023-12-20,90.92641064149325
2023-12-21,86.66423514267325
2023-12-22,87.30694414646356
2023-12-23,94.86723163841808
2023-12-24,85.49721089894874
2023-12-25,93.05749839090325
2023-12-26,96.67696488593293
2023-12-27,90.53740256025173
2023-12-28,92.34713580776658
2023-12-29,92.34713580776658
2023-12-30,90.53740256025173
2023-12-31,87.30694414646356
2024-01-01,79.35764857326754
2024-01-02,81.16738182078238
2024-01-03,83.68747765143388
2024-01-04,81.87774440391905
2024-01-05,87.30694414646356
2024-01-06,85.49721089894874
2024-01-07,85.49721089894874
2024-01-08,81.16738182078238
2024-01-09,69.98762783379819
2024-01-10,75.0278194951012
2024-01-11,76.83755274261604
2024-01-12,75.0278194951012
2024-01-13,85.49721089894874
2024-01-14,83.68747765143388
2024-01-15,80.06801115640421
2024-01-16,73.21808624758636
2024-01-17,77.54791532575271
2024-01-18,77.54791532575271
2024-01-19,76.83755274261604
2024-01-20,85.75091182149754
2024-01-21,81.35342916398484
2024-01-22,74.7572051777158
2024-01-23,76.95594650647215
2024-01-24,74.7572051777158
2024-01-25,76.95594650647215
2024-01-26,76.95594650647215
2024-01-27,85.75091182149754
2024-01-28,85.75091182149754
2024-01-29,74.7572051777158
2024-01-30,72.55846384895945
2024-01-31,74.7572051777158
2024-02-01,74.7572051777158
2024-02-02,74.7572051777158
2024-02-03,83.55217049274118
2024-02-04,85.75091182149754
2024-02-05,79.1546878352285
2024-02-06,74.7572051777158
2024-02-07,72.55846384895945
2024-02-08,76.95594650647215
2024-02-09,76.95594650647215
2024-02-10,87.94965315025388
2024-02-11,83.55217049274118
2024-02-12,68.16098119144677
2024-02-13,76.95594650647215
2024-02-14,76.95594650647215
2024-02-15,79.1546878352285
2024-02-16,79.1546878352285
2024-02-17,83.55217049274118
2024-02-18,94.54587713652292
2024-02-19,83.55217049274118
2024-02-20,81.35342916398484
2024-02-21,81.35342916398484
2024-02-22,81.35342916398484
2024-02-23,81.35342916398484
2024-02-24,90.14839447901024
2024-02-25,92.34713580776658
2024-02-26,79.1546878352285
2024-02-27,83.55217049274118
2024-02-28,76.95594650647215
2024-02-29,76.95594650647215
2024-03-01,79.1546878352285
2024-03-02,90.14839447901024
2024-03-03,94.54587713652292
2024-03-04,98.94335979403562
2024-03-05,85.75091182149754
2024-03-06,85.75091182149754
2024-03-07,98.94335979403562
2024-03-08,87.94965315025388
2024-03-09,92.34713580776658
2024-03-10,94.54587713652292
2024-03-11,94.54587713652292
2024-03-12,83.55217049274118
2024-03-13,79.1546878352285
2024-03-14,79.1546878352285
2024-03-15,79.1546878352285
2024-03-16,87.94965315025388
2024-03-17,90.14839447901024
2024-03-18,79.1546878352285
2024-03-19,74.7572051777158
2024-03-20,81.35342916398484
2024-03-21,76.95594650647215
2024-03-22,76.95594650647215
2024-03-23,87.94965315025388
2024-03-24,85.75091182149754
2024-03-25,81.35342916398484
2024-03-26,76.95594650647215
2024-03-27,83.55217049274118
2024-03-28,81.35342916398484
2024-03-29,83.55217049274118
2024-03-30,85.75091182149754
2024-03-31,76.95594650647215
2024-04-01,83.55217049274118
2024-04-02,85.75091182149754
2024-04-03,83.55217049274118
2024-04-04,83.55217049274118
2024-04-05,87.94965315025388
2024-04-06,85.75091182149754
2024-04-07,85.75091182149754
2024-04-08,79.1546878352285
2024-04-09,85.75091182149754
2024-04-10,90.14839447901024
2024-04-11,87.94965315025388
2024-04-12,101.14210112279197
2024-04-13,96.74461846527927
2024-04-14,94.54587713652292
2024-04-15,87.94965315025388
2024-04-16,83.55217049274118
2024-04-17,83.55217049274118
2024-04-18,85.75091182149754
2024-04-19,90.14839447901024
2024-04-20,94.54587713652292
2024-04-21,94.54587713652292
2024-04-22,87.94965315025388
2024-04-23,81.35342916398484
2024-04-24,83.55217049274118
2024-04-25,79.1546878352285
2024-04-26,79.1546878352285
2024-04-27,85.75091182149754
2024-04-28,85.75091182149754
2024-04-29,83.55217049274118
2024-04-30,83.55217049274118
2024-05-01,81.35342916398484
2024-05-02,79.1546878352285
2024-05-03,83.55217049274118
2024-05-04,83.55217049274118
2024-05-05,87.94965315025388
2024-05-06,83.55217049274118
2024-05-07,79.1546878352285
2024-05-08,76.95594650647215
2024-05-09,81.35342916398484
2024-05-10,83.55217049274118
2024-05-11,90.14839447901024
2024-05-12,83.55217049274118
2024-05-13,79.1546878352285
2024-05-14,72.55846384895945
2024-05-15,81.35342916398484
2024-05-16,81.35342916398484
2024-05-17,81.35342916398484
2024-05-18,85.75091182149754
2024-05-19,85.75091182149754
2024-05-20,85.75091182149754
2024-05-21,83.55217049274118
2024-05-22,72.55846384895945
2024-05-23,76.95594650647215
2024-05-24,81.35342916398484
2024-05-25,79.1546878352285
2024-05-26,81.35342916398484
2024-05-27,81.35342916398484
2024-05-28,81.35342916398484
2024-05-29,79.1546878352285
2024-05-30,76.95594650647215
2024-05-31,76.95594650647215
2024-06-01,83.55217049274118
2024-06-02,85.75091182149754
2024-06-03,83.55217049274118
2024-06-04,79.1546878352285
2024-06-05,74.7572051777158
2024-06-06,81.35342916398484
2024-06-07,81.35342916398484
2024-06-08,85.75091182149754
2024-06-09,87.94965315025388
2024-06-10,81.35342916398484
2024-06-11,79.1546878352285
2024-06-12,79.1546878352285
2024-06-13,79.1546878352285
2024-06-14,76.95594650647215
2024-06-15,81.35342916398484
2024-06-16,83.55217049274118
2024-06-17,76.95594650647215
2024-06-18,74.7572051777158
2024-06-19,81.35342916398484
2024-06-20,76.95594650647215
2024-06-21,76.95594650647215
2024-06-22,83.55217049274118
2024-06-23,83.55217049274118
2024-06-24,79.1546878352285
2024-06-25,74.7572051777158
2024-06-26,74.7572051777158
2024-06-27,79.1546878352285
2024-06-28,74.7572051777158
2024-06-29,81.35342916398484
2024-06-30,81.35342916398484
2024-07-01,79.1546878352285
2024-07-02,79.1546878352285
2024-07-03,79.1546878352285
2024-07-04,76.95594650647215
2024-07-05,76.95594650647215
2024-07-06,81.35342916398484
2024-07-07,81.35342916398484
2024-07-08,76.95594650647215
2024-07-09,79.1546878352285
2024-07-10,76.95594650647215
2024-07-11,76.95594650647215
2024-07-12,81.35342916398484
2024-07-13,83.55217049274118
2024-07-14,76.95594650647215
2024-07-15,81.35342916398484
2024-07-16,90.14839447901024
2024-07-17,85.75091182149754
2024-07-18,83.55217049274118
2024-07-19,83.55217049274118
2024-07-20,90.14839447901024
2024-07-21,87.94965315025388
2024-07-22,83.55217049274118
2024-07-23,87.94965315025388
2024-07-24,81.35342916398484
2024-07-25,87.94965315025388
2024-07-26,87.94965315025388
2024-07-27,107.73832510906101
2024-07-28,123.12951441035544
2024-07-29,114.33454909533005
2024-07-30,116.5332904240864
2024-07-31,118.73203175284274
2024-08-01,116.5332904240864
2024-08-02,118.73203175284274
2024-08-03,138.52070371164987
2024-08-04,156.11063434170063
2024-08-05,136.32196238289353
2024-08-06,123.12951441035544
2024-08-07,118.73203175284274
2024-08-08,131.92447972538082
2024-08-09,153.9118930129443
2024-08-10,219.8741328756347
2024-08-11,211.07916756060933
2024-08-12,129.72573839662448
2024-08-13,101.14210112279197
2024-08-14,92.34713580776658
2024-08-15,90.14839447901024
2024-08-16,92.34713580776658
2024-08-17,101.14210112279197
2024-08-18,98.21044601778351
2024-08-19,90.64810841736394
2024-08-20,96.47810436482396
2024-08-21,88.28279577582302
2024-08-22,85.28451214570075
2024-08-23,85.28451214570075
2024-08-24,91.74747908174211
2024-08-25,94.74576271186442
2024-08-26,90.64810841736394
2024-08-27,83.5521704927412
2024-08-28,83.5521704927412
2024-08-29,81.18685785120027
2024-08-30,85.28451214570075
2024-08-31,81.18685785120027
2024-09-01,94.74576271186442
2024-09-02,94.74576271186442
2024-09-03,82.91919950415982
2024-09-04,81.18685785120027
2024-09-05,78.82154520965935
2024-09-06,79.45451619824073
2024-09-07,85.91748313428212
2024-09-08,87.64982478724166
2024-09-09,79.45451619824073
2024-09-10,77.0892035566998
2024-09-11,77.0892035566998
2024-09-12,81.18685785120027
2024-09-13,88.28279577582302
2024-09-14,90.01513742878258
2024-09-15,85.91748313428212
2024-09-16,86.08405444706669
2024-09-17,92.41376433288042
2024-09-18,89.88188037855492
2024-09-19,84.81811246990394
2024-09-20,89.88188037855492
2024-09-21,91.14782235571766
2024-09-22,87.34999642422943
2024-09-23,84.81811246990394
2024-09-24,91.14782235571766
2024-09-25,87.34999642422943
2024-09-26,84.81811246990394
2024-09-27,83.5521704927412
