Time,donation
2022-10-11,77.39999999999999
2022-10-12,69.3
2022-10-13,68.39999999999999
2022-10-14,63.89999999999999
2022-10-15,69.3
2022-10-16,56.699999999999996
2022-10-17,72.0
2022-10-18,70.19999999999999
2022-10-19,72.0
2022-10-20,67.5
2022-10-21,63.89999999999999
2022-10-22,65.69999999999999
2022-10-23,61.199999999999996
2022-10-24,68.39999999999999
2022-10-25,70.19999999999999
2022-10-26,73.8
2022-10-27,68.39999999999999
2022-10-28,61.199999999999996
2022-10-29,62.099999999999994
2022-10-30,56.699999999999996
2022-10-31,64.8
2022-11-01,68.39999999999999
2022-11-02,67.5
2022-11-03,71.1
2022-11-04,64.8
2022-11-05,64.8
2022-11-06,60.3
2022-11-07,72.89999999999999
2022-11-08,67.5
2022-11-09,62.099999999999994
2022-11-10,63.89999999999999
2022-11-11,65.69999999999999
2022-11-12,66.6
2022-11-13,64.8
2022-11-14,74.69999999999999
2022-11-15,70.19999999999999
2022-11-16,72.0
2022-11-17,71.1
2022-11-18,67.5
2022-11-19,72.89999999999999
2022-11-20,64.8
2022-11-21,71.1
2022-11-22,70.19999999999999
2022-11-23,66.6
2022-11-24,35.099999999999994
2022-11-25,53.99999999999999
2022-11-26,62.99999999999999
2022-11-27,65.69999999999999
2022-11-28,72.0
2022-11-29,82.8
2022-11-30,80.99999999999999
2022-12-01,75.6
2022-12-02,69.3
2022-12-03,70.19999999999999
2022-12-04,74.69999999999999
2022-12-05,74.69999999999999
2022-12-06,72.89999999999999
2022-12-07,72.89999999999999
2022-12-08,70.19999999999999
2022-12-09,68.39999999999999
2022-12-10,68.39999999999999
2022-12-11,62.099999999999994
2022-12-12,72.0
2022-12-13,68.39999999999999
2022-12-14,67.5
2022-12-15,68.39999999999999
2022-12-16,67.5
2022-12-17,69.3
2022-12-18,61.199999999999996
2022-12-19,70.19999999999999
2022-12-20,69.3
2022-12-21,69.3
2022-12-22,61.199999999999996
2022-12-23,58.49999999999999
2022-12-24,47.699999999999996
2022-12-25,35.099999999999994
2022-12-26,64.8
2022-12-27,73.8
2022-12-28,84.6
2022-12-29,89.99999999999999
2022-12-30,82.8
2022-12-31,79.19999999999999
2023-01-01,58.49999999999999
2023-01-02,75.6
2023-01-03,71.1
2023-01-04,79.19999999999999
2023-01-05,72.0
2023-01-06,72.0
2023-01-07,79.19999999999999
2023-01-08,73.8
2023-01-09,70.19999999999999
2023-01-10,69.3
2023-01-11,71.1
2023-01-12,68.39999999999999
2023-01-13,66.6
2023-01-14,74.69999999999999
2023-01-15,62.99999999999999
2023-01-16,73.8
2023-01-17,73.8
2023-01-18,70.19999999999999
2023-01-19,85.49999999999999
2023-01-20,71.1
2023-01-21,73.8
2023-01-22,62.99999999999999
2023-01-23,66.6
2023-01-24,70.19999999999999
2023-01-25,66.6
2023-01-26,67.5
2023-01-27,79.19999999999999
2023-01-28,74.69999999999999
2023-01-29,64.8
2023-01-30,69.3
2023-01-31,71.1
2023-02-01,72.0
2023-02-02,71.1
2023-02-03,69.3
2023-02-04,72.89999999999999
2023-02-05,74.69999999999999
2023-02-06,74.69999999999999
2023-02-07,80.1
2023-02-08,76.49999999999999
2023-02-09,77.39999999999999
2023-02-10,73.8
2023-02-11,80.99999999999999
2023-02-12,66.6
2023-02-13,66.6
2023-02-14,66.6
2023-02-15,70.19999999999999
2023-02-16,73.8
2023-02-17,74.69999999999999
2023-02-18,74.69999999999999
2023-02-19,71.1
2023-02-20,72.89999999999999
2023-02-21,72.89999999999999
2023-02-22,65.69999999999999
2023-02-23,65.69999999999999
2023-02-24,64.8
2023-02-25,70.19999999999999
2023-02-26,66.6
2023-02-27,70.19999999999999
2023-02-28,67.5
2023-03-01,67.5
2023-03-02,67.5
2023-03-03,62.99999999999999
2023-03-04,67.5
2023-03-05,66.6
2023-03-06,70.19999999999999
2023-03-07,67.5
2023-03-08,68.39999999999999
2023-03-09,67.5
2023-03-10,63.89999999999999
2023-03-11,65.69999999999999
2023-03-12,60.3
2023-03-13,66.6
2023-03-14,67.5
2023-03-15,64.8
2023-03-16,66.6
2023-03-17,61.199999999999996
2023-03-18,67.5
2023-03-19,64.8
2023-03-20,74.69999999999999
2023-03-21,71.1
2023-03-22,69.3
2023-03-23,72.89999999999999
2023-03-24,69.3
2023-03-25,68.39999999999999
2023-03-26,70.19999999999999
2023-03-27,74.69999999999999
2023-03-28,71.1
2023-03-29,71.1
2023-03-30,71.1
2023-03-31,62.099999999999994
2023-04-01,68.39999999999999
2023-04-02,67.5
2023-04-03,74.69999999999999
2023-04-04,71.1
2023-04-05,74.69999999999999
2023-04-06,80.99999999999999
2023-04-07,73.8
2023-04-08,71.1
2023-04-09,54.89999999999999
2023-04-10,80.1
2023-04-11,76.49999999999999
2023-04-12,75.6
2023-04-13,71.1
2023-04-14,72.89999999999999
2023-04-15,76.49999999999999
2023-04-16,73.8
2023-04-17,78.3
2023-04-18,77.39999999999999
2023-04-19,71.1
2023-04-20,67.5
2023-04-21,65.69999999999999
2023-04-22,65.69999999999999
2023-04-23,65.69999999999999
2023-04-24,69.3
2023-04-25,70.19999999999999
2023-04-26,65.69999999999999
2023-04-27,62.12432432432432
2023-04-28,60.33648648648648
2023-04-29,67.04391891891892
2023-04-30,63.912162162162154
2023-05-01,69.27567567567567
2023-05-02,65.69999999999999
2023-05-03,66.59391891891892
2023-05-04,65.69999999999999
2023-05-05,58.548648648648644
2023-05-06,63.018243243243234
2023-05-07,56.76081081081081
2023-05-08,65.69999999999999
2023-05-09,65.69999999999999
2023-05-10,63.912162162162154
2023-05-11,65.69999999999999
2023-05-12,67.48783783783784
2023-05-13,63.018243243243234
2023-05-14,50.953378378378375
2023-05-15,66.59391891891892
2023-05-16,67.48783783783784
2023-05-17,66.59391891891892
2023-05-18,62.12432432432432
2023-05-19,63.018243243243234
2023-05-20,66.59391891891892
2023-05-21,63.018243243243234
2023-05-22,68.38175675675674
2023-05-23,70.16959459459459
2023-05-24,67.48783783783784
2023-05-25,71.02702702702702
2023-05-26,61.2608108108108
2023-05-27,64.81216216216215
2023-05-28,62.148648648648646
2023-05-29,61.2608108108108
2023-05-30,70.13918918918918
2023-05-31,71.91486486486485
2023-06-01,66.58783783783784
2023-06-02,62.148648648648646
2023-06-03,68.36351351351351
2023-06-04,61.2608108108108
2023-06-05,71.02702702702702
2023-06-06,71.02702702702702
2023-06-07,68.36351351351351
2023-06-08,65.69999999999999
2023-06-09,61.2608108108108
2023-06-10,66.58783783783784
2023-06-11,58.597297297297295
2023-06-12,71.02702702702702
2023-06-13,66.58783783783784
2023-06-14,71.02702702702702
2023-06-15,69.25135135135135
2023-06-16,63.92432432432432
2023-06-17,68.36351351351351
2023-06-18,56.82162162162162
2023-06-19,73.69054054054054
2023-06-20,72.8027027027027
2023-06-21,72.8027027027027
2023-06-22,65.69999999999999
2023-06-23,66.58783783783784
2023-06-24,71.02702702702702
2023-06-25,63.92432432432432
2023-06-26,74.57837837837837
2023-06-27,79.01756756756757
2023-06-28,73.69054054054054
2023-06-29,72.8027027027027
2023-06-30,66.58783783783784
2023-07-01,68.36351351351351
2023-07-02,62.148648648648646
2023-07-03,70.13918918918918
2023-07-04,54.1581081081081
2023-07-05,70.13918918918918
2023-07-06,71.91486486486485
2023-07-07,70.13918918918918
2023-07-08,71.02702702702702
2023-07-09,63.03648648648648
2023-07-10,75.46621621621621
2023-07-11,72.8027027027027
2023-07-12,68.36351351351351
2023-07-13,66.58783783783784
2023-07-14,68.36351351351351
2023-07-15,67.47567567567567
2023-07-16,64.81216216216215
2023-07-17,73.69054054054054
2023-07-18,65.69999999999999
2023-07-19,74.57837837837837
2023-07-20,68.36351351351351
2023-07-21,64.81216216216215
2023-07-22,69.25135135135135
2023-07-23,70.13918918918918
2023-07-24,72.8027027027027
2023-07-25,73.69054054054054
2023-07-26,81.68108108108108
2023-07-27,73.69054054054054
2023-07-28,68.36351351351351
2023-07-29,70.13918918918918
2023-07-30,64.81216216216215
2023-07-31,71.02702702702702
2023-08-01,70.13918918918918
2023-08-02,71.91486486486485
2023-08-03,69.25135135135135
2023-08-04,67.47567567567567
2023-08-05,81.68108108108108
2023-08-06,69.25135135135135
2023-08-07,70.13918918918918
2023-08-08,74.57837837837837
2023-08-09,71.02702702702702
2023-08-10,73.69054054054054
2023-08-11,76.35405405405405
2023-08-12,81.68108108108108
2023-08-13,76.35405405405405
2023-08-14,77.24189189189188
2023-08-15,76.35405405405405
2023-08-16,72.8027027027027
2023-08-17,71.91486486486485
2023-08-18,71.91486486486485
2023-08-19,71.02702702702702
2023-08-20,67.47567567567567
2023-08-21,72.8027027027027
2023-08-22,71.91486486486485
2023-08-23,66.58783783783784
2023-08-24,65.69999999999999
2023-08-25,64.81216216216215
2023-08-26,67.47567567567567
2023-08-27,67.47567567567567
2023-08-28,70.13918918918918
2023-08-29,70.13918918918918
2023-08-30,67.47567567567567
2023-08-31,63.92432432432432
2023-09-01,63.03648648648648
2023-09-02,64.81216216216215
2023-09-03,61.2608108108108
2023-09-04,65.69999999999999
2023-09-05,69.25135135135135
2023-09-06,67.47567567567567
2023-09-07,68.36351351351351
2023-09-08,67.47567567567567
2023-09-09,63.03648648648648
2023-09-10,58.597297297297295
2023-09-11,71.02702702702702
2023-09-12,74.57837837837837
2023-09-13,71.02702702702702
2023-09-14,69.25135135135135
2023-09-15,63.03648648648648
2023-09-16,67.47567567567567
2023-09-17,58.597297297297295
2023-09-18,67.47567567567567
2023-09-19,63.92432432432432
2023-09-20,69.25135135135135
2023-09-21,64.81216216216215
2023-09-22,61.2608108108108
2023-09-23,62.148648648648646
2023-09-24,57.70945945945945
2023-09-25,69.25135135135135
2023-09-26,68.36351351351351
2023-09-27,69.25135135135135
2023-09-28,67.47567567567567
2023-09-29,60.37297297297297
2023-09-30,66.58783783783784
2023-10-01,56.82162162162162
2023-10-02,64.81216216216215
2023-10-03,71.02702702702702
2023-10-04,66.58783783783784
2023-10-05,66.58783783783784
2023-10-06,63.92432432432432
2023-10-07,63.92432432432432
2023-10-08,57.70945945945945
2023-10-09,68.36351351351351
2023-10-10,71.02702702702702
2023-10-11,68.36351351351351
2023-10-12,71.02702702702702
2023-10-13,66.58783783783784
2023-10-14,68.36351351351351
2023-10-15,69.25135135135135
2023-10-16,76.35405405405405
2023-10-17,69.25135135135135
2023-10-18,71.91486486486485
2023-10-19,69.25135135135135
2023-10-20,69.25135135135135
2023-10-21,64.81216216216215
2023-10-22,57.70945945945945
2023-10-23,72.8027027027027
2023-10-24,72.8027027027027
2023-10-25,72.8027027027027
2023-10-26,70.13918918918918
2023-10-27,61.2608108108108
2023-10-28,58.597297297297295
2023-10-29,51.49459459459459
2023-10-30,65.69999999999999
2023-10-31,65.69999999999999
2023-11-01,71.91486486486485
2023-11-02,70.13918918918918
2023-11-03,66.58783783783784
2023-11-04,70.13918918918918
2023-11-05,63.92432432432432
2023-11-06,72.8027027027027
2023-11-07,73.69054054054054
2023-11-08,69.25135135135135
2023-11-09,71.91486486486485
2023-11-10,70.13918918918918
2023-11-11,69.25135135135135
2023-11-12,63.92432432432432
2023-11-13,74.57837837837837
2023-11-14,77.24189189189188
2023-11-15,77.24189189189188
2023-11-16,71.02702702702702
2023-11-17,65.69999999999999
2023-11-18,70.13918918918918
2023-11-19,62.148648648648646
2023-11-20,76.35405405405405
2023-11-21,71.91486486486485
2023-11-22,66.58783783783784
2023-11-23,36.40135135135135
2023-11-24,53.27027027027027
2023-11-25,62.148648648648646
2023-11-26,68.36351351351351
2023-11-27,79.9054054054054
2023-11-28,88.78378378378378
2023-11-29,80.79324324324324
2023-11-30,69.25135135135135
2023-12-01,67.47567567567567
2023-12-02,68.36351351351351
2023-12-03,66.58783783783784
2023-12-04,72.8027027027027
2023-12-05,75.46621621621621
2023-12-06,76.35405405405405
2023-12-07,71.02702702702702
2023-12-08,72.8027027027027
2023-12-09,71.91486486486485
2023-12-10,65.69999999999999
2023-12-11,68.36351351351351
2023-12-12,78.12972972972972
2023-12-13,71.91486486486485
2023-12-14,73.69054054054054
2023-12-15,65.69999999999999
2023-12-16,65.69999999999999
2023-12-17,63.92432432432432
2023-12-18,69.25135135135135
2023-12-19,68.36351351351351
2023-12-20,74.57837837837837
2023-12-21,72.8027027027027
2023-12-22,68.19996443812232
2023-12-23,59.508499288762444
2023-12-24,43.620874822190615
2023-12-25,33.878022759601706
2023-12-26,70.30273826458037
2023-12-27,76.4475106685633
2023-12-28,80.48950924608819
2023-12-29,83.03620199146513
2023-12-30,80.04559032716926
2023-12-31,73.29334992887624
2024-01-01,66.7046586059744
2024-01-02,75.39612375533429
2024-01-03,74.34473684210526
2024-01-04,71.7980440967283
2024-01-05,69.25135135135135
2024-01-06,67.75604551920341
2024-01-07,66.7046586059744
2024-01-08,68.80743243243242
2024-01-09,69.25135135135135
2024-01-10,74.34473684210526
2024-01-11,70.30273826458037
2024-01-12,66.0971906116643
2024-01-13,66.7046586059744
2024-01-14,61.00380512091038
2024-01-15,69.25135135135135
2024-01-16,60.55988620199146
2024-01-17,69.25135135135135
2024-01-18,74.34473684210526
2024-01-19,67.75604551920341
2024-01-20,65.60654338549075
2024-01-21,64.39160739687055
2024-01-22,69.25135135135135
2024-01-23,71.68122332859176
2024-01-24,71.68122332859176
2024-01-25,70.46628733997154
2024-01-26,66.82147937411095
2024-01-27,70.46628733997154
2024-01-28,64.39160739687055
2024-01-29,69.25135135135135
2024-01-30,74.11109530583215
2024-01-31,71.68122332859176
2024-02-01,68.03641536273115
2024-02-02,65.60654338549075
2024-02-03,69.25135135135135
2024-02-04,66.82147937411095
2024-02-05,69.25135135135135
2024-02-06,71.68122332859176
2024-02-07,70.46628733997154
2024-02-08,69.25135135135135
2024-02-09,64.39160739687055
2024-02-10,64.39160739687055
2024-02-11,55.88705547652916
2024-02-12,58.31692745376956
2024-02-13,68.03641536273115
2024-02-14,64.39160739687055
2024-02-15,64.39160739687055
2024-02-16,68.03641536273115
2024-02-17,70.46628733997154
2024-02-18,61.96173541963016
2024-02-19,75.32603129445235
2024-02-20,74.11109530583215
2024-02-21,72.89615931721195
2024-02-22,66.82147937411095
2024-02-23,65.60654338549075
2024-02-24,69.25135135135135
2024-02-25,65.60654338549075
2024-02-26,76.54096728307255
2024-02-27,94.76500711237553
2024-02-28,76.54096728307255
2024-02-29,71.68122332859176
2024-03-01,68.03641536273115
2024-03-02,68.03641536273115
2024-03-03,66.82147937411095
2024-03-04,69.25135135135135
2024-03-05,65.60654338549075
2024-03-06,68.03641536273115
2024-03-07,63.17667140825036
2024-03-08,65.60654338549075
2024-03-09,66.82147937411095
2024-03-10,60.746799431009954
2024-03-11,69.25135135135135
2024-03-12,71.68122332859176
2024-03-13,64.39160739687055
2024-03-14,61.96173541963016
2024-03-15,61.96173541963016
2024-03-16,68.03641536273115
2024-03-17,65.60654338549075
2024-03-18,69.25135135135135
2024-03-19,69.25135135135135
2024-03-20,72.89615931721195
2024-03-21,66.82147937411095
2024-03-22,63.17667140825036
2024-03-23,65.60654338549075
2024-03-24,66.82147937411095
2024-03-25,69.25135135135135
2024-03-26,69.25135135135135
2024-03-27,72.89615931721195
2024-03-28,63.17667140825036
2024-03-29,63.17667140825036
2024-03-30,69.25135135135135
2024-03-31,49.81237553342817
2024-04-01,70.46628733997154
2024-04-02,69.25135135135135
2024-04-03,69.25135135135135
2024-04-04,69.25135135135135
2024-04-05,63.17667140825036
2024-04-06,69.25135135135135
2024-04-07,65.60654338549075
2024-04-08,63.17667140825036
2024-04-09,72.89615931721195
2024-04-10,74.11109530583215
2024-04-11,66.82147937411095
2024-04-12,65.60654338549075
2024-04-13,70.46628733997154
2024-04-14,70.46628733997154
2024-04-15,75.32603129445235
2024-04-16,71.68122332859176
2024-04-17,69.25135135135135
2024-04-18,63.17667140825036
2024-04-19,61.96173541963016
2024-04-20,61.96173541963016
2024-04-21,59.531863442389756
2024-04-22,64.39160739687055
2024-04-23,69.25135135135135
2024-04-24,66.82147937411095
2024-04-25,60.746799431009954
2024-04-26,59.531863442389756
2024-04-27,58.31692745376956
2024-04-28,60.746799431009954
2024-04-29,64.39160739687055
2024-04-30,66.82147937411095
2024-05-01,60.746799431009954
2024-05-02,58.31692745376956
2024-05-03,61.96173541963016
2024-05-04,57.10199146514936
2024-05-05,55.88705547652916
2024-05-06,65.60654338549075
2024-05-07,63.17667140825036
2024-05-08,65.60654338549075
2024-05-09,63.17667140825036
2024-05-10,61.96173541963016
2024-05-11,61.96173541963016
2024-05-12,48.59743954480797
2024-05-13,61.96173541963016
2024-05-14,63.17667140825036
2024-05-15,64.39160739687055
2024-05-16,61.96173541963016
2024-05-17,60.746799431009954
2024-05-18,61.96173541963016
2024-05-19,53.45718349928876
2024-05-20,63.17667140825036
2024-05-21,64.39160739687055
2024-05-22,63.17667140825036
2024-05-23,59.531863442389756
2024-05-24,58.31692745376956
2024-05-25,60.746799431009954
2024-05-26,55.88705547652916
2024-05-27,59.531863442389756
2024-05-28,69.25135135135135
2024-05-29,69.25135135135135
2024-05-30,91.12019914651493
2024-05-31,104.48449502133712
2024-06-01,74.11109530583215
2024-06-02,70.46628733997154
2024-06-03,74.11109530583215
2024-06-04,69.25135135135135
2024-06-05,69.25135135135135
2024-06-06,65.60654338549075
2024-06-07,66.82147937411095
2024-06-08,64.39160739687055
2024-06-09,58.31692745376956
2024-06-10,71.68122332859176
2024-06-11,72.89615931721195
2024-06-12,68.03641536273115
2024-06-13,68.03641536273115
2024-06-14,60.746799431009954
2024-06-15,63.17667140825036
2024-06-16,53.45718349928876
2024-06-17,65.60654338549075
2024-06-18,66.82147937411095
2024-06-19,70.46628733997154
2024-06-20,65.60654338549075
2024-06-21,69.25135135135135
2024-06-22,69.25135135135135
2024-06-23,63.17667140825036
2024-06-24,70.46628733997154
2024-06-25,75.32603129445235
2024-06-26,68.03641536273115
2024-06-27,66.82147937411095
2024-06-28,68.03641536273115
2024-06-29,69.25135135135135
2024-06-30,61.96173541963016
2024-07-01,69.25135135135135
2024-07-02,68.03641536273115
2024-07-03,66.82147937411095
2024-07-04,53.45718349928876
2024-07-05,58.31692745376956
2024-07-06,61.96173541963016
2024-07-07,63.17667140825036
2024-07-08,74.11109530583215
2024-07-09,78.97083926031294
2024-07-10,76.54096728307255
2024-07-11,70.46628733997154
2024-07-12,66.82147937411095
2024-07-13,71.68122332859176
2024-07-14,75.32603129445235
2024-07-15,80.18577524893314
2024-07-16,83.83058321479373
2024-07-17,78.97083926031294
2024-07-18,75.32603129445235
2024-07-19,69.25135135135135
2024-07-20,69.25135135135135
2024-07-21,75.32603129445235
2024-07-22,114.20398293029872
2024-07-23,102.05462304409673
2024-07-24,104.48449502133712
2024-07-25,106.91436699857752
2024-07-26,121.49359886201991
2024-07-27,95.97994310099573
2024-07-28,82.61564722617354
2024-07-29,83.83058321479373
2024-07-30,82.61564722617354
2024-07-31,76.54096728307255
2024-08-01,74.11109530583215
2024-08-02,64.39160739687055
2024-08-03,70.46628733997154
2024-08-04,66.82147937411095
2024-08-05,71.68122332859176
2024-08-06,76.54096728307255
2024-08-07,78.97083926031294
2024-08-08,71.68122332859176
2024-08-09,68.03641536273115
2024-08-10,75.32603129445235
2024-08-11,71.68122332859176
2024-08-12,80.18577524893314
2024-08-13,76.54096728307255
2024-08-14,70.46628733997154
2024-08-15,69.25135135135135
2024-08-16,65.60654338549075
2024-08-17,68.03641536273115
2024-08-18,63.103356305488795
2024-08-19,71.62885539804779
2024-08-20,70.48723451218913
2024-08-21,78.47858071319959
2024-08-22,81.83012826801394
2024-08-23,77.87111271888949
2024-08-24,72.16300828959632
2024-08-25,68.20399274047188
2024-08-26,72.77047628390642
2024-08-27,69.3456136263305
2024-08-28,70.48723451218913
2024-08-29,70.48723451218913
2024-08-30,63.63750919703733
2024-08-31,64.24497719134743
2024-09-01,60.285961642222986
2024-09-02,66.52821896306469
2024-09-03,69.3456136263305
2024-09-04,67.06237185461323
2024-09-05,63.103356305488795
2024-09-06,61.96173541963016
2024-09-07,66.52821896306469
2024-09-08,54.57785721292981
2024-09-09,69.3456136263305
2024-09-10,67.06237185461323
2024-09-11,71.62885539804779
2024-09-12,65.38659807720606
2024-09-13,68.20399274047188
2024-09-14,63.103356305488795
2024-09-15,56.86109898464708
2024-09-16,66.23495855201844
2024-09-17,69.43987590130966
2024-09-18,68.37157011821259
2024-09-19,68.37157011821259
2024-09-20,65.16665276892137
2024-09-21,67.30326433511551
2024-09-22,58.756818070338944
2024-09-23,63.03004120272723
2024-09-24,64.0983469858243
2024-09-25,65.16665276892137
2024-09-26,66.23495855201844
2024-09-27,61.96173541963016
2024-09-28,61.96173541963016
2024-09-29,69.43987590130966
2024-09-30,77.98632216608624
2024-10-01,82.25954529847452
2024-10-02,81.19123951537745
2024-10-03,83.3278510815716
2024-10-04,84.39615686466867
2024-10-05,83.3278510815716
2024-10-06,69.43987590130966
2024-10-07,80.12293373228037
2024-10-08,77.98632216608624
2024-10-09,72.64479325060087
2024-10-10,77.98632216608624
2024-10-11,75.84971059989209
2024-10-12,73.71309903369794
2024-10-13,66.23495855201844
2024-10-14,76.91801638298917
2024-10-15,72.64479325060087
2024-10-16,74.78140481679502
2024-10-17,72.64479325060087
2024-10-18,68.37157011821259
2024-10-19,66.23495855201844
2024-10-20,60.893429636533085
2024-10-21,73.71309903369794
2024-10-22,71.57648746750381
2024-10-23,75.84971059989209
2024-10-24,67.30326433511551
2024-10-25,67.30326433511551
2024-10-26,61.96173541963016
