Time,pollution
2023-01-11,45.361702127659576
2023-01-12,49.72340425531915
2023-01-13,40.12765957446808
2023-01-14,17.4468085106383
2023-01-15,15.702127659574469
2023-01-16,20.06382978723404
2023-01-17,43.61702127659575
2023-01-18,49.72340425531915
2023-01-19,48.851063829787236
2023-01-20,50.59574468085107
2023-01-21,20.06382978723404
2023-01-22,18.319148936170215
2023-01-23,50.59574468085107
2023-01-24,54.95744680851064
2023-01-25,50.59574468085107
2023-01-26,54.08510638297872
2023-01-27,46.23404255319149
2023-01-28,19.19148936170213
2023-01-29,24.425531914893618
2023-01-30,52.340425531914896
2023-01-31,53.21276595744681
2023-02-01,50.59574468085107
2023-02-02,54.08510638297872
2023-02-03,49.72340425531915
2023-02-04,21.808510638297875
2023-02-05,21.808510638297875
2023-02-06,51.46808510638298
2023-02-07,57.57446808510639
2023-02-08,55.829787234042556
2023-02-09,56.70212765957447
2023-02-10,50.59574468085107
2023-02-11,20.06382978723404
2023-02-12,20.06382978723404
2023-02-13,55.829787234042556
2023-02-14,60.19148936170213
2023-02-15,61.93617021276596
2023-02-16,63.68085106382979
2023-02-17,51.46808510638298
2023-02-18,21.808510638297875
2023-02-19,21.808510638297875
2023-02-20,31.404255319148938
2023-02-21,54.95744680851064
2023-02-22,54.08510638297872
2023-02-23,53.21276595744681
2023-02-24,53.21276595744681
2023-02-25,23.5531914893617
2023-02-26,26.170212765957448
2023-02-27,68.91489361702128
2023-02-28,57.57446808510639
2023-03-01,63.68085106382979
2023-03-02,67.17021276595744
2023-03-03,56.70212765957447
2023-03-04,23.5531914893617
2023-03-05,23.5531914893617
2023-03-06,61.93617021276596
2023-03-07,62.808510638297875
2023-03-08,66.29787234042553
2023-03-09,65.42553191489363
2023-03-10,54.08510638297872
2023-03-11,20.93617021276596
2023-03-12,20.06382978723404
2023-03-13,47.1063829787234
2023-03-14,50.59574468085107
2023-03-15,54.95744680851064
2023-03-16,54.08510638297872
2023-03-17,43.61702127659575
2023-03-18,18.319148936170215
2023-03-19,22.680851063829788
2023-03-20,59.319148936170215
2023-03-21,62.808510638297875
2023-03-22,62.808510638297875
2023-03-23,68.04255319148936
2023-03-24,58.4468085106383
2023-03-25,23.5531914893617
2023-03-26,25.297872340425535
2023-03-27,68.04255319148936
2023-03-28,64.55319148936171
2023-03-29,64.55319148936171
2023-03-30,64.55319148936171
2023-03-31,51.46808510638298
2023-04-01,19.19148936170213
2023-04-02,22.680851063829788
2023-04-03,55.829787234042556
2023-04-04,55.829787234042556
2023-04-05,54.95744680851064
2023-04-06,50.59574468085107
2023-04-07,27.04255319148936
2023-04-08,18.319148936170215
2023-04-09,20.93617021276596
2023-04-10,54.08510638297872
2023-04-11,61.93617021276596
2023-04-12,64.55319148936171
2023-04-13,64.55319148936171
2023-04-14,61.06382978723404
2023-04-15,22.680851063829788
2023-04-16,26.170212765957448
2023-04-17,75.02127659574468
2023-04-18,74.14893617021276
2023-04-19,75.8936170212766
2023-04-20,82.0
2023-04-21,71.53191489361703
2023-04-22,29.659574468085108
2023-04-23,31.404255319148938
2023-04-24,87.2340425531915
2023-04-25,78.51063829787235
2023-04-26,71.53191489361703
2023-04-27,74.58510638297872
2023-04-28,69.7872340425532
2023-04-29,21.372340425531917
2023-04-30,28.351063829787236
2023-05-01,73.27659574468086
2023-05-02,74.58510638297872
2023-05-03,71.09574468085107
2023-05-04,75.45744680851064
2023-05-05,63.24468085106383
2023-05-06,22.680851063829788
2023-05-07,22.680851063829788
2023-05-08,74.58510638297872
2023-05-09,73.27659574468086
2023-05-10,72.8404255319149
2023-05-11,70.22340425531915
2023-05-12,68.04255319148936
2023-05-13,19.627659574468083
2023-05-14,19.19148936170213
2023-05-15,76.32978723404256
2023-05-16,74.58510638297872
2023-05-17,75.02127659574468
2023-05-18,68.04255319148936
2023-05-19,61.06382978723404
2023-05-20,20.93617021276596
2023-05-21,22.680851063829788
2023-05-22,62.37234042553192
2023-05-23,61.5
2023-05-24,54.52127659574468
2023-05-25,54.08510638297872
2023-05-26,38.38297872340426
2023-05-27,19.19148936170213
2023-05-28,17.4468085106383
2023-05-29,22.680851063829788
2023-05-30,43.61702127659575
2023-05-31,43.61702127659575
2023-06-01,40.12765957446808
2023-06-02,40.12765957446808
2023-06-03,17.4468085106383
2023-06-04,22.680851063829788
2023-06-05,43.61702127659575
2023-06-06,62.808510638297875
2023-06-07,174.468085106383
2023-06-08,127.36170212765958
2023-06-09,62.808510638297875
2023-06-10,27.914893617021278
2023-06-11,22.680851063829788
2023-06-12,34.8936170212766
2023-06-13,27.914893617021278
2023-06-14,29.659574468085108
2023-06-15,24.425531914893618
2023-06-16,20.93617021276596
2023-06-17,17.4468085106383
2023-06-18,15.702127659574469
2023-06-19,20.93617021276596
2023-06-20,24.425531914893618
2023-06-21,22.680851063829788
2023-06-22,20.93617021276596
2023-06-23,19.19148936170213
2023-06-24,15.702127659574469
2023-06-25,17.4468085106383
2023-06-26,20.93617021276596
2023-06-27,40.12765957446808
2023-06-28,59.319148936170215
2023-06-29,57.57446808510639
2023-06-30,40.12765957446808
2023-07-01,26.170212765957448
2023-07-02,24.425531914893618
2023-07-03,17.4468085106383
2023-07-04,17.4468085106383
2023-07-05,26.170212765957448
2023-07-06,20.93617021276596
2023-07-07,17.4468085106383
2023-07-08,13.957446808510639
2023-07-09,17.4468085106383
2023-07-10,20.93617021276596
2023-07-11,20.93617021276596
2023-07-12,22.680851063829788
2023-07-13,22.680851063829788
2023-07-14,19.19148936170213
2023-07-15,17.4468085106383
2023-07-16,19.19148936170213
2023-07-17,24.425531914893618
2023-07-18,24.425531914893618
2023-07-19,22.680851063829788
2023-07-20,20.93617021276596
2023-07-21,17.4468085106383
2023-07-22,15.702127659574469
2023-07-23,17.4468085106383
2023-07-24,19.19148936170213
2023-07-25,20.93617021276596
2023-07-26,22.680851063829788
2023-07-27,20.93617021276596
2023-07-28,19.19148936170213
2023-07-29,15.702127659574469
2023-07-30,13.957446808510639
2023-07-31,17.4468085106383
2023-08-01,19.19148936170213
2023-08-02,17.4468085106383
2023-08-03,19.19148936170213
2023-08-04,15.702127659574469
2023-08-05,15.702127659574469
2023-08-06,15.702127659574469
2023-08-07,17.4468085106383
2023-08-08,17.4468085106383
2023-08-09,17.4468085106383
2023-08-10,20.93617021276596
2023-08-11,24.425531914893618
2023-08-12,26.170212765957448
2023-08-13,31.404255319148938
2023-08-14,22.680851063829788
2023-08-15,19.19148936170213
2023-08-16,20.93617021276596
2023-08-17,22.680851063829788
2023-08-18,22.680851063829788
2023-08-19,15.702127659574469
2023-08-20,17.4468085106383
2023-08-21,24.425531914893618
2023-08-22,24.425531914893618
2023-08-23,26.170212765957448
2023-08-24,27.914893617021278
2023-08-25,27.914893617021278
2023-08-26,19.19148936170213
2023-08-27,19.19148936170213
2023-08-28,33.148936170212764
2023-08-29,36.63829787234043
2023-08-30,31.404255319148938
2023-08-31,31.404255319148938
2023-09-01,27.914893617021278
2023-09-02,17.4468085106383
2023-09-03,17.4468085106383
2023-09-04,20.93617021276596
2023-09-05,31.404255319148938
2023-09-06,33.148936170212764
2023-09-07,34.8936170212766
2023-09-08,31.404255319148938
2023-09-09,17.4468085106383
2023-09-10,17.4468085106383
2023-09-11,36.63829787234043
2023-09-12,38.38297872340426
2023-09-13,36.63829787234043
2023-09-14,40.12765957446808
2023-09-15,31.404255319148938
2023-09-16,19.19148936170213
2023-09-17,20.93617021276596
2023-09-18,41.87234042553192
2023-09-19,38.38297872340426
2023-09-20,43.61702127659575
2023-09-21,45.361702127659576
2023-09-22,38.38297872340426
2023-09-23,19.19148936170213
2023-09-24,20.93617021276596
2023-09-25,36.63829787234043
2023-09-26,43.61702127659575
2023-09-27,41.87234042553192
2023-09-28,43.61702127659575
2023-09-29,38.38297872340426
2023-09-30,19.19148936170213
2023-10-01,22.680851063829788
2023-10-02,47.1063829787234
2023-10-03,43.61702127659575
2023-10-04,43.61702127659575
2023-10-05,41.87234042553192
2023-10-06,33.148936170212764
2023-10-07,17.4468085106383
2023-10-08,20.93617021276596
2023-10-09,36.63829787234043
2023-10-10,40.12765957446808
2023-10-11,41.87234042553192
2023-10-12,43.61702127659575
2023-10-13,34.8936170212766
2023-10-14,15.702127659574469
2023-10-15,20.93617021276596
2023-10-16,41.87234042553192
2023-10-17,43.61702127659575
2023-10-18,43.61702127659575
2023-10-19,52.340425531914896
2023-10-20,40.12765957446808
2023-10-21,19.19148936170213
2023-10-22,20.93617021276596
2023-10-23,45.361702127659576
2023-10-24,47.1063829787234
2023-10-25,47.1063829787234
2023-10-26,47.1063829787234
2023-10-27,38.38297872340426
2023-10-28,19.19148936170213
2023-10-29,20.93617021276596
2023-10-30,48.851063829787236
2023-10-31,43.61702127659575
2023-11-01,48.851063829787236
2023-11-02,52.340425531914896
2023-11-03,45.361702127659576
2023-11-04,20.93617021276596
2023-11-05,27.914893617021278
2023-11-06,54.08510638297872
2023-11-07,50.59574468085107
2023-11-08,55.829787234042556
2023-11-09,54.08510638297872
2023-11-10,38.38297872340426
2023-11-11,20.93617021276596
2023-11-12,24.425531914893618
2023-11-13,54.08510638297872
2023-11-14,55.829787234042556
2023-11-15,57.57446808510639
2023-11-16,59.319148936170215
2023-11-17,43.61702127659575
2023-11-18,20.93617021276596
2023-11-19,20.93617021276596
2023-11-20,38.38297872340426
2023-11-21,33.148936170212764
2023-11-22,20.93617021276596
2023-11-23,13.957446808510639
2023-11-24,15.702127659574469
2023-11-25,15.702127659574469
2023-11-26,20.93617021276596
2023-11-27,54.08510638297872
2023-11-28,55.829787234042556
2023-11-29,61.06382978723404
2023-11-30,62.808510638297875
2023-12-01,54.08510638297872
2023-12-02,31.404255319148938
2023-12-03,29.659574468085108
2023-12-04,57.57446808510639
2023-12-05,57.57446808510639
2023-12-06,61.06382978723404
2023-12-07,57.57446808510639
2023-12-08,62.808510638297875
2023-12-09,22.680851063829788
2023-12-10,24.425531914893618
2023-12-11,52.340425531914896
2023-12-12,57.57446808510639
2023-12-13,54.08510638297872
2023-12-14,54.08510638297872
2023-12-15,47.1063829787234
2023-12-16,17.4468085106383
2023-12-17,17.4468085106383
2023-12-18,36.63829787234043
2023-12-19,34.8936170212766
2023-12-20,31.404255319148938
2023-12-21,22.680851063829788
2023-12-22,15.082306830907056
2023-12-23,10.536954087346025
2023-12-24,10.536954087346025
2023-12-25,11.89137737961926
2023-12-26,11.89137737961926
2023-12-27,11.89137737961926
2023-12-28,12.373460246360583
2023-12-29,12.373460246360583
2023-12-30,13.727883538633819
2023-12-31,11.89137737961926
2024-01-01,14.209966405375141
2024-01-02,21.07390817469205
2024-01-03,26.101343784994405
2024-01-04,29.77435610302352
2024-01-05,27.93784994400896
2024-01-06,15.564389697648377
2024-01-07,13.727883538633819
2024-01-08,31.610862262038076
2024-01-09,36.63829787234043
2024-01-10,41.66573348264278
2024-01-11,45.3387458006719
2024-01-12,37.99272116461367
2024-01-13,27.93784994400896
2024-01-14,14.209966405375141
2024-01-15,17.882978723404257
2024-01-16,36.63829787234043
2024-01-17,45.3387458006719
2024-01-18,47.17525195968645
2024-01-19,41.66573348264278
2024-01-20,18.319148936170215
2024-01-21,19.283314669652857
2024-01-22,46.27995520716686
2024-01-23,51.100783874580074
2024-01-24,51.100783874580074
2024-01-25,53.029115341545356
2024-01-26,46.27995520716686
2024-01-27,18.319148936170215
2024-01-28,23.13997760358343
2024-01-29,53.993281075028
2024-01-30,55.92161254199329
2024-01-31,56.88577827547593
2024-02-01,59.77827547592386
2024-02-02,53.029115341545356
2024-02-03,18.319148936170215
2024-02-04,21.211646136618143
2024-02-05,53.993281075028
2024-02-06,56.88577827547593
2024-02-07,60.7424412094065
2024-02-08,62.67077267637179
2024-02-09,51.100783874580074
2024-02-10,23.13997760358343
2024-02-11,22.175811870100787
2024-02-12,53.029115341545356
2024-02-13,55.92161254199329
2024-02-14,52.06494960806272
2024-02-15,59.77827547592386
2024-02-16,47.2441209406495
2024-02-17,19.283314669652857
2024-02-18,21.211646136618143
2024-02-19,31.817469204927214
2024-02-20,53.993281075028
2024-02-21,60.7424412094065
2024-02-22,63.63493840985443
2024-02-23,54.957446808510646
2024-02-24,22.175811870100787
2024-02-25,26.996640537514
2024-02-26,68.45576707726765
2024-02-27,66.52743561030236
2024-02-28,61.706606942889145
2024-02-29,64.59910414333707
2024-03-01,58.81410974244122
2024-03-02,21.211646136618143
2024-03-03,24.104143337066073
2024-03-04,62.67077267637179
2024-03-05,63.63493840985443
2024-03-06,63.63493840985443
2024-03-07,66.52743561030236
2024-03-08,53.993281075028
2024-03-09,19.283314669652857
2024-03-10,21.211646136618143
2024-03-11,54.957446808510646
2024-03-12,57.84994400895857
2024-03-13,56.88577827547593
2024-03-14,52.06494960806272
2024-03-15,45.31578947368422
2024-03-16,17.35498320268757
2024-03-17,24.104143337066073
2024-03-18,61.706606942889145
2024-03-19,67.491601343785
2024-03-20,67.491601343785
2024-03-21,67.491601343785
2024-03-22,54.957446808510646
2024-03-23,21.211646136618143
2024-03-24,24.104143337066073
2024-03-25,55.92161254199329
2024-03-26,56.88577827547593
2024-03-27,57.84994400895857
2024-03-28,51.100783874580074
2024-03-29,30.853303471444573
2024-03-30,19.283314669652857
2024-03-31,21.211646136618143
2024-04-01,44.351623740201575
2024-04-02,53.993281075028
2024-04-03,54.957446808510646
2024-04-04,53.029115341545356
2024-04-05,50.13661814109743
2024-04-06,22.175811870100787
2024-04-07,24.104143337066073
2024-04-08,54.957446808510646
2024-04-09,69.41993281075028
2024-04-10,66.52743561030236
2024-04-11,72.31243001119822
2024-04-12,66.52743561030236
2024-04-13,23.13997760358343
2024-04-14,26.996640537514
2024-04-15,75.20492721164615
2024-04-16,75.20492721164615
2024-04-17,76.1690929451288
2024-04-18,82.9182530795073
2024-04-19,76.1690929451288
2024-04-20,23.13997760358343
2024-04-21,27.960806270996645
2024-04-22,96.4165733482643
2024-04-23,88.70324748040315
2024-04-24,86.77491601343786
2024-04-25,84.84658454647257
2024-04-26,73.27659574468086
2024-04-27,24.104143337066073
2024-04-28,27.960806270996645
2024-04-29,83.88241881298993
2024-04-30,80.02575587905936
2024-05-01,79.06159014557672
2024-05-02,79.06159014557672
2024-05-03,68.45576707726765
2024-05-04,22.175811870100787
2024-05-05,25.068309070548715
2024-05-06,79.06159014557672
2024-05-07,77.13325867861143
2024-05-08,80.02575587905936
2024-05-09,76.1690929451288
2024-05-10,80.989921612542
2024-05-11,95.45240761478165
2024-05-12,66.52743561030236
2024-05-13,77.13325867861143
2024-05-14,71.34826427771557
2024-05-15,73.27659574468086
2024-05-16,68.45576707726765
2024-05-17,61.706606942889145
2024-05-18,18.319148936170215
2024-05-19,21.211646136618143
2024-05-20,61.706606942889145
2024-05-21,62.67077267637179
2024-05-22,55.92161254199329
2024-05-23,55.92161254199329
2024-05-24,35.674132138857786
2024-05-25,17.35498320268757
2024-05-26,15.426651735722286
2024-05-27,20.2474804031355
2024-05-28,47.2441209406495
2024-05-29,44.351623740201575
2024-05-30,44.351623740201575
2024-05-31,37.602463605823075
2024-06-01,16.39081746920493
2024-06-02,19.283314669652857
2024-06-03,38.56662933930571
2024-06-04,39.53079507278836
2024-06-05,38.56662933930571
2024-06-06,32.78163493840986
2024-06-07,27.960806270996645
2024-06-08,16.39081746920493
2024-06-09,16.39081746920493
2024-06-10,30.853303471444573
2024-06-11,25.068309070548715
2024-06-12,26.996640537514
2024-06-13,24.104143337066073
2024-06-14,19.283314669652857
2024-06-15,15.426651735722286
2024-06-16,15.426651735722286
2024-06-17,21.211646136618143
2024-06-18,20.2474804031355
2024-06-19,16.39081746920493
2024-06-20,19.283314669652857
2024-06-21,18.319148936170215
2024-06-22,15.426651735722286
2024-06-23,15.426651735722286
2024-06-24,20.2474804031355
2024-06-25,20.2474804031355
2024-06-26,16.39081746920493
2024-06-27,18.319148936170215
2024-06-28,20.2474804031355
2024-06-29,14.462486002239643
2024-06-30,14.462486002239643
2024-07-01,18.319148936170215
2024-07-02,17.35498320268757
2024-07-03,16.39081746920493
2024-07-04,15.426651735722286
2024-07-05,20.2474804031355
2024-07-06,14.462486002239643
2024-07-07,16.39081746920493
2024-07-08,18.319148936170215
2024-07-09,19.283314669652857
2024-07-10,16.39081746920493
2024-07-11,18.319148936170215
2024-07-12,18.319148936170215
2024-07-13,16.39081746920493
2024-07-14,16.39081746920493
2024-07-15,18.319148936170215
2024-07-16,19.283314669652857
2024-07-17,19.283314669652857
2024-07-18,19.283314669652857
2024-07-19,18.319148936170215
2024-07-20,15.426651735722286
2024-07-21,15.426651735722286
2024-07-22,18.319148936170215
2024-07-23,20.2474804031355
2024-07-24,18.319148936170215
2024-07-25,18.319148936170215
2024-07-26,18.319148936170215
2024-07-27,16.39081746920493
2024-07-28,15.426651735722286
2024-07-29,19.283314669652857
2024-07-30,18.319148936170215
2024-07-31,21.211646136618143
2024-08-01,23.13997760358343
2024-08-02,20.2474804031355
2024-08-03,19.283314669652857
2024-08-04,17.35498320268757
2024-08-05,19.283314669652857
2024-08-06,16.39081746920493
2024-08-07,21.211646136618143
2024-08-08,19.283314669652857
2024-08-09,18.319148936170215
2024-08-10,16.39081746920493
2024-08-11,21.211646136618143
2024-08-12,26.03247480403136
2024-08-13,21.211646136618143
2024-08-14,18.319148936170215
2024-08-15,21.211646136618143
2024-08-16,19.283314669652857
2024-08-17,13.498320268757
2024-08-18,13.473598070462574
2024-08-19,21.53303471444569
2024-08-20,23.337755189938843
2024-08-21,22.917477818933587
2024-08-22,27.367473511930402
2024-08-23,26.044835903178573
2024-08-24,15.69859591696098
2024-08-25,15.278318545955726
2024-08-26,30.074554225170132
2024-08-27,29.172193987423555
2024-08-28,28.7519166164183
2024-08-29,29.654276854164877
2024-08-30,27.849556378671725
2024-08-31,14.37595830820915
2024-09-01,15.69859591696098
2024-09-02,17.985399259195454
2024-09-03,31.87927470066328
2024-09-04,32.78163493840986
2024-09-05,37.713713498147996
2024-09-06,32.78163493840986
2024-09-07,16.600956154707557
2024-09-08,18.40567663020071
2024-09-09,36.39107588939616
2024-09-10,38.61607373589457
2024-09-11,39.518433973641145
2024-09-12,41.3231544491343
2024-09-13,34.58635541390301
2024-09-14,17.985399259195454
2024-09-15,21.112757343440435
2024-09-16,39.50607287449393
2024-09-17,41.18718235851495
2024-09-18,41.18718235851495
2024-09-19,42.02773710052546
2024-09-20,34.46274442243087
2024-09-21,18.492204324231203
2024-09-22,21.85442329227324
2024-09-23,38.66551813248342
2024-09-24,43.70884658454648
