Time,depreciation
2022-05-04,54.0
2022-05-05,50.0
2022-05-06,38.0
2022-05-07,32.0
2022-05-08,31.0
2022-05-09,45.0
2022-05-10,48.0
2022-05-11,52.0
2022-05-12,38.0
2022-05-13,32.0
2022-05-14,19.0
2022-05-15,22.0
2022-05-16,33.0
2022-05-17,36.0
2022-05-18,39.0
2022-05-19,35.0
2022-05-20,32.0
2022-05-21,19.0
2022-05-22,19.0
2022-05-23,34.0
2022-05-24,34.0
2022-05-25,32.0
2022-05-26,33.0
2022-05-27,25.0
2022-05-28,16.0
2022-05-29,16.0
2022-05-30,16.0
2022-05-31,30.0
2022-06-01,32.0
2022-06-02,29.0
2022-06-03,28.0
2022-06-04,18.0
2022-06-05,22.0
2022-06-06,34.0
2022-06-07,34.0
2022-06-08,36.0
2022-06-09,37.0
2022-06-10,31.0
2022-06-11,20.0
2022-06-12,24.0
2022-06-13,32.0
2022-06-14,33.0
2022-06-15,28.0
2022-06-16,33.0
2022-06-17,28.0
2022-06-18,19.0
2022-06-19,22.0
2022-06-20,33.0
2022-06-21,36.0
2022-06-22,36.0
2022-06-23,36.0
2022-06-24,31.0
2022-06-25,18.0
2022-06-26,24.0
2022-06-27,32.0
2022-06-28,33.0
2022-06-29,35.0
2022-06-30,32.0
2022-07-01,26.0
2022-07-02,17.0
2022-07-03,18.0
2022-07-04,17.0
2022-07-05,30.0
2022-07-06,32.0
2022-07-07,34.0
2022-07-08,29.0
2022-07-09,18.0
2022-07-10,22.0
2022-07-11,34.0
2022-07-12,32.0
2022-07-13,37.0
2022-07-14,33.0
2022-07-15,27.0
2022-07-16,22.0
2022-07-17,22.0
2022-07-18,33.0
2022-07-19,39.0
2022-07-20,36.0
2022-07-21,34.0
2022-07-22,29.0
2022-07-23,19.0
2022-07-24,20.0
2022-07-25,29.0
2022-07-26,38.0
2022-07-27,33.0
2022-07-28,34.0
2022-07-29,31.0
2022-07-30,20.0
2022-07-31,22.0
2022-08-01,31.0
2022-08-02,35.0
2022-08-03,32.0
2022-08-04,32.0
2022-08-05,29.0
2022-08-06,17.0
2022-08-07,21.0
2022-08-08,31.0
2022-08-09,35.0
2022-08-10,34.0
2022-08-11,35.0
2022-08-12,28.0
2022-08-13,19.0
2022-08-14,18.0
2022-08-15,30.0
2022-08-16,32.0
2022-08-17,34.0
2022-08-18,35.0
2022-08-19,28.0
2022-08-20,17.0
2022-08-21,18.0
2022-08-22,30.0
2022-08-23,36.0
2022-08-24,38.0
2022-08-25,40.0
2022-08-26,30.0
2022-08-27,22.0
2022-08-28,24.0
2022-08-29,38.96153846153846
2022-08-30,44.0
2022-08-31,41.730769230769226
2022-09-01,41.230769230769226
2022-09-02,34.84615384615385
2022-09-03,21.076923076923077
2022-09-04,25.192307692307693
2022-09-05,30.73076923076923
2022-09-06,48.11538461538461
2022-09-07,44.92307692307692
2022-09-08,45.84615384615385
2022-09-09,39.88461538461539
2022-09-10,32.07692307692308
2022-09-11,33.0
2022-09-12,52.230769230769226
2022-09-13,51.30769230769231
2022-09-14,58.19230769230769
2022-09-15,55.0
2022-09-16,37.61538461538461
2022-09-17,28.884615384615387
2022-09-18,35.269230769230774
2022-09-19,50.88461538461539
2022-09-20,49.03846153846153
2022-09-21,47.19230769230769
2022-09-22,44.0
2022-09-23,40.80769230769231
2022-09-24,27.96153846153846
2022-09-25,33.0
2022-09-26,52.730769230769226
2022-09-27,55.0
2022-09-28,51.61538461538461
2022-09-29,46.53846153846154
2022-09-30,39.76923076923077
2022-10-01,25.384615384615383
2022-10-02,33.0
2022-10-03,50.76923076923077
2022-10-04,44.84615384615385
2022-10-05,49.92307692307692
2022-10-06,52.46153846153846
2022-10-07,41.46153846153846
2022-10-08,24.538461538461537
2022-10-09,35.53846153846154
2022-10-10,52.46153846153846
2022-10-11,54.15384615384615
2022-10-12,54.15384615384615
2022-10-13,53.30769230769231
2022-10-14,47.38461538461539
2022-10-15,31.307692307692307
2022-10-16,38.92307692307692
2022-10-17,56.69230769230769
2022-10-18,49.92307692307692
2022-10-19,51.61538461538461
2022-10-20,48.23076923076923
2022-10-21,38.92307692307692
2022-10-22,24.538461538461537
2022-10-23,30.46153846153846
2022-10-24,50.76923076923077
2022-10-25,47.38461538461539
2022-10-26,47.38461538461539
2022-10-27,50.76923076923077
2022-10-28,36.38461538461539
2022-10-29,25.384615384615383
2022-10-30,33.0
2022-10-31,51.61538461538461
2022-11-01,49.92307692307692
2022-11-02,53.30769230769231
2022-11-03,52.46153846153846
2022-11-04,43.15384615384615
2022-11-05,27.923076923076923
2022-11-06,34.69230769230769
2022-11-07,51.61538461538461
2022-11-08,48.23076923076923
2022-11-09,48.23076923076923
2022-11-10,46.53846153846154
2022-11-11,38.92307692307692
2022-11-12,26.23076923076923
2022-11-13,36.38461538461539
2022-11-14,54.15384615384615
2022-11-15,54.15384615384615
2022-11-16,49.92307692307692
2022-11-17,48.23076923076923
2022-11-18,42.30769230769231
2022-11-19,28.76923076923077
2022-11-20,31.307692307692307
2022-11-21,45.69230769230769
2022-11-22,41.46153846153846
2022-11-23,32.15384615384615
2022-11-24,18.615384615384617
2022-11-25,16.076923076923077
2022-11-26,20.307692307692307
2022-11-27,27.076923076923077
2022-11-28,48.23076923076923
2022-11-29,46.53846153846154
2022-11-30,51.61538461538461
2022-12-01,50.76923076923077
2022-12-02,44.84615384615385
2022-12-03,30.46153846153846
2022-12-04,33.84615384615385
2022-12-05,54.15384615384615
2022-12-06,58.38461538461539
2022-12-07,55.84615384615385
2022-12-08,51.61538461538461
2022-12-09,46.53846153846154
2022-12-10,29.615384615384617
2022-12-11,33.84615384615385
2022-12-12,54.15384615384615
2022-12-13,53.30769230769231
2022-12-14,47.38461538461539
2022-12-15,46.53846153846154
2022-12-16,35.53846153846154
2022-12-17,22.846153846153847
2022-12-18,16.923076923076923
2022-12-19,34.69230769230769
2022-12-20,37.23076923076923
2022-12-21,34.69230769230769
2022-12-22,27.923076923076923
2022-12-23,19.46153846153846
2022-12-24,15.23076923076923
2022-12-25,8.461538461538462
2022-12-26,16.076923076923077
2022-12-27,26.23076923076923
2022-12-28,28.76923076923077
2022-12-29,28.76923076923077
2022-12-30,27.076923076923077
2022-12-31,18.615384615384617
2023-01-01,14.384615384615385
2023-01-02,19.46153846153846
2023-01-03,26.23076923076923
2023-01-04,34.69230769230769
2023-01-05,32.15384615384615
2023-01-06,30.46153846153846
2023-01-07,16.923076923076923
2023-01-08,18.615384615384617
2023-01-09,29.615384615384617
2023-01-10,36.38461538461539
2023-01-11,36.38461538461539
2023-01-12,37.23076923076923
2023-01-13,38.07692307692307
2023-01-14,23.692307692307693
2023-01-15,20.307692307692307
2023-01-16,32.15384615384615
2023-01-17,41.46153846153846
2023-01-18,46.53846153846154
2023-01-19,43.15384615384615
2023-01-20,42.30769230769231
2023-01-21,27.076923076923077
2023-01-22,31.307692307692307
2023-01-23,47.38461538461539
2023-01-24,54.15384615384615
2023-01-25,50.76923076923077
2023-01-26,52.46153846153846
2023-01-27,44.84615384615385
2023-01-28,33.0
2023-01-29,38.07692307692307
2023-01-30,55.84615384615385
2023-01-31,58.38461538461539
2023-02-01,56.69230769230769
2023-02-02,55.84615384615385
2023-02-03,52.46153846153846
2023-02-04,45.69230769230769
2023-02-05,43.15384615384615
2023-02-06,66.0
2023-02-07,70.23076923076923
2023-02-08,62.61538461538461
2023-02-09,65.15384615384615
2023-02-10,54.15384615384615
2023-02-11,43.15384615384615
2023-02-12,46.53846153846154
2023-02-13,55.0
2023-02-14,66.84615384615384
2023-02-15,67.6923076923077
2023-02-16,59.23076923076923
2023-02-17,58.38461538461539
2023-02-18,44.84615384615385
2023-02-19,42.30769230769231
2023-02-20,62.61538461538461
2023-02-21,67.6923076923077
2023-02-22,64.3076923076923
2023-02-23,62.61538461538461
2023-02-24,59.23076923076923
2023-02-25,44.0
2023-02-26,48.23076923076923
2023-02-27,68.53846153846153
2023-02-28,65.15384615384615
2023-03-01,59.23076923076923
2023-03-02,55.0
2023-03-03,51.61538461538461
2023-03-04,46.53846153846154
2023-03-05,48.23076923076923
2023-03-06,65.15384615384615
2023-03-07,63.46153846153846
2023-03-08,66.0
2023-03-09,60.92307692307692
2023-03-10,50.76923076923077
2023-03-11,44.0
2023-03-12,46.53846153846154
2023-03-13,55.0
2023-03-14,56.69230769230769
2023-03-15,52.46153846153846
2023-03-16,49.07692307692307
2023-03-17,47.38461538461539
2023-03-18,37.23076923076923
2023-03-19,44.84615384615385
2023-03-20,60.92307692307692
2023-03-21,66.0
2023-03-22,65.15384615384615
2023-03-23,60.92307692307692
2023-03-24,55.84615384615385
2023-03-25,44.84615384615385
2023-03-26,45.69230769230769
2023-03-27,70.23076923076923
2023-03-28,71.07692307692308
2023-03-29,65.15384615384615
2023-03-30,66.0
2023-03-31,55.84615384615385
2023-04-01,45.69230769230769
2023-04-02,55.84615384615385
2023-04-03,66.84615384615384
2023-04-04,67.6923076923077
2023-04-05,60.07692307692307
2023-04-06,64.3076923076923
2023-04-07,51.61538461538461
2023-04-08,46.53846153846154
2023-04-09,46.53846153846154
2023-04-10,71.07692307692308
2023-04-11,78.6923076923077
2023-04-12,73.61538461538461
2023-04-13,71.92307692307692
2023-04-14,61.76923076923077
2023-04-15,57.53846153846154
2023-04-16,61.76923076923077
2023-04-17,84.61538461538461
2023-04-18,81.23076923076923
2023-04-19,59.23076923076923
2023-04-20,48.23076923076923
2023-04-21,40.61538461538461
2023-04-22,29.615384615384617
2023-04-23,35.53846153846154
2023-04-24,55.84615384615385
2023-04-25,48.23076923076923
2023-04-26,53.392307692307696
2023-04-27,54.15384615384616
2023-04-28,40.95384615384616
2023-04-29,28.93846153846154
2023-04-30,33.84615384615385
2023-05-01,50.34615384615385
2023-05-02,54.15384615384616
2023-05-03,46.62307692307692
2023-05-04,46.284615384615385
2023-05-05,38.330769230769235
2023-05-06,24.453846153846154
2023-05-07,24.79230769230769
2023-05-08,46.62307692307692
2023-05-09,48.14615384615385
2023-05-10,44.761538461538464
2023-05-11,39.09230769230769
2023-05-12,33.84615384615385
2023-05-13,20.646153846153844
2023-05-14,21.83076923076923
2023-05-15,38.753846153846155
2023-05-16,39.51538461538462
2023-05-17,39.09230769230769
2023-05-18,34.184615384615384
2023-05-19,31.223076923076924
2023-05-20,17.684615384615384
2023-05-21,16.923076923076923
2023-05-22,36.469230769230776
2023-05-23,37.99230769230769
2023-05-24,33.84615384615385
2023-05-25,36.55384615384616
2023-05-26,29.10769230769231
2023-05-27,17.6
2023-05-28,16.923076923076923
2023-05-29,20.30769230769231
2023-05-30,32.49230769230769
2023-05-31,36.55384615384616
2023-06-01,33.16923076923077
2023-06-02,30.461538461538463
2023-06-03,21.661538461538463
2023-06-04,23.015384615384615
2023-06-05,33.16923076923077
2023-06-06,39.93846153846154
2023-06-07,37.23076923076923
2023-06-08,33.16923076923077
2023-06-09,32.49230769230769
2023-06-10,18.953846153846154
2023-06-11,23.015384615384615
2023-06-12,39.93846153846154
2023-06-13,31.815384615384616
2023-06-14,37.23076923076923
2023-06-15,37.23076923076923
2023-06-16,30.461538461538463
2023-06-17,19.630769230769232
2023-06-18,19.630769230769232
2023-06-19,32.49230769230769
2023-06-20,35.87692307692308
2023-06-21,38.58461538461539
2023-06-22,35.2
2023-06-23,29.10769230769231
2023-06-24,20.30769230769231
2023-06-25,19.630769230769232
2023-06-26,35.87692307692308
2023-06-27,36.55384615384616
2023-06-28,37.90769230769231
2023-06-29,35.87692307692308
2023-06-30,29.10769230769231
2023-07-01,18.27692307692308
2023-07-02,20.984615384615385
2023-07-03,27.07692307692308
2023-07-04,18.953846153846154
2023-07-05,32.49230769230769
2023-07-06,35.87692307692308
2023-07-07,32.49230769230769
2023-07-08,19.630769230769232
2023-07-09,21.661538461538463
2023-07-10,34.52307692307693
2023-07-11,37.23076923076923
2023-07-12,35.87692307692308
2023-07-13,37.90769230769231
2023-07-14,30.461538461538463
2023-07-15,22.33846153846154
2023-07-16,19.630769230769232
2023-07-17,35.87692307692308
2023-07-18,38.58461538461539
2023-07-19,36.55384615384616
2023-07-20,35.2
2023-07-21,29.784615384615385
2023-07-22,24.36923076923077
2023-07-23,22.33846153846154
2023-07-24,34.52307692307693
2023-07-25,36.55384615384616
2023-07-26,39.261538461538464
2023-07-27,36.55384615384616
2023-07-28,33.16923076923077
2023-07-29,21.661538461538463
2023-07-30,21.661538461538463
2023-07-31,35.87692307692308
2023-08-01,35.87692307692308
2023-08-02,35.2
2023-08-03,36.55384615384616
2023-08-04,26.400000000000002
2023-08-05,23.015384615384615
2023-08-06,20.984615384615385
2023-08-07,31.815384615384616
2023-08-08,35.87692307692308
2023-08-09,36.55384615384616
2023-08-10,32.49230769230769
2023-08-11,34.52307692307693
2023-08-12,20.984615384615385
2023-08-13,19.630769230769232
2023-08-14,31.13846153846154
2023-08-15,33.84615384615385
2023-08-16,35.87692307692308
2023-08-17,35.87692307692308
2023-08-18,29.10769230769231
2023-08-19,19.630769230769232
2023-08-20,20.984615384615385
2023-08-21,31.815384615384616
2023-08-22,36.55384615384616
2023-08-23,38.58461538461539
2023-08-24,35.87692307692308
2023-08-25,35.87692307692308
2023-08-26,20.30769230769231
2023-08-27,23.692307692307693
2023-08-28,41.292307692307695
2023-08-29,41.96923076923077
2023-08-30,44.67692307692308
2023-08-31,42.64615384615385
2023-09-01,37.90769230769231
2023-09-02,20.984615384615385
2023-09-03,29.10769230769231
2023-09-04,35.2
2023-09-05,46.03076923076923
2023-09-06,52.800000000000004
2023-09-07,50.769230769230774
2023-09-08,41.96923076923077
2023-09-09,35.2
2023-09-10,36.55384615384616
2023-09-11,56.861538461538466
2023-09-12,56.18461538461539
2023-09-13,59.56923076923077
2023-09-14,53.47692307692308
2023-09-15,50.769230769230774
2023-09-16,33.16923076923077
2023-09-17,35.2
2023-09-18,46.70769230769231
2023-09-19,58.21538461538462
2023-09-20,52.800000000000004
2023-09-21,54.830769230769235
2023-09-22,43.323076923076925
2023-09-23,32.49230769230769
2023-09-24,37.90769230769231
2023-09-25,57.53846153846154
2023-09-26,54.830769230769235
2023-09-27,54.830769230769235
2023-09-28,50.09230769230769
2023-09-29,43.323076923076925
2023-09-30,29.784615384615385
2023-10-01,35.87692307692308
2023-10-02,48.73846153846154
2023-10-03,54.830769230769235
2023-10-04,54.830769230769235
2023-10-05,50.09230769230769
2023-10-06,45.353846153846156
2023-10-07,32.49230769230769
2023-10-08,37.23076923076923
2023-10-09,54.15384615384616
2023-10-10,54.830769230769235
2023-10-11,58.21538461538462
2023-10-12,58.892307692307696
2023-10-13,50.769230769230774
2023-10-14,41.292307692307695
2023-10-15,50.09230769230769
2023-10-16,67.6923076923077
2023-10-17,54.15384615384616
2023-10-18,47.38461538461539
2023-10-19,48.73846153846154
2023-10-20,42.64615384615385
2023-10-21,29.10769230769231
2023-10-22,37.23076923076923
2023-10-23,60.24615384615385
2023-10-24,51.44615384615385
2023-10-25,50.09230769230769
2023-10-26,49.41538461538462
2023-10-27,46.70769230769231
2023-10-28,25.046153846153846
2023-10-29,33.16923076923077
2023-10-30,54.830769230769235
2023-10-31,58.892307692307696
2023-11-01,53.47692307692308
2023-11-02,55.50769230769231
2023-11-03,46.70769230769231
2023-11-04,26.400000000000002
2023-11-05,39.93846153846154
2023-11-06,58.892307692307696
2023-11-07,55.50769230769231
2023-11-08,53.47692307692308
2023-11-09,54.15384615384616
2023-11-10,47.38461538461539
2023-11-11,32.49230769230769
2023-11-12,35.87692307692308
2023-11-13,58.892307692307696
2023-11-14,58.892307692307696
2023-11-15,50.769230769230774
2023-11-16,57.53846153846154
2023-11-17,46.03076923076923
2023-11-18,27.753846153846155
2023-11-19,33.16923076923077
2023-11-20,50.09230769230769
2023-11-21,47.38461538461539
2023-11-22,33.16923076923077
2023-11-23,17.6
2023-11-24,17.6
2023-11-25,21.661538461538463
2023-11-26,27.753846153846155
2023-11-27,49.41538461538462
2023-11-28,56.18461538461539
2023-11-29,54.15384615384616
2023-11-30,55.50769230769231
2023-12-01,47.38461538461539
2023-12-02,31.815384615384616
2023-12-03,33.16923076923077
2023-12-04,57.53846153846154
2023-12-05,58.892307692307696
2023-12-06,60.24615384615385
2023-12-07,55.50769230769231
2023-12-08,60.24615384615385
2023-12-09,34.52307692307693
2023-12-10,36.55384615384616
2023-12-11,61.6
2023-12-12,60.92307692307693
2023-12-13,60.92307692307693
2023-12-14,56.861538461538466
2023-12-15,45.353846153846156
2023-12-16,25.723076923076924
2023-12-17,23.692307692307693
2023-12-18,39.93846153846154
2023-12-19,39.261538461538464
2023-12-20,37.90769230769231
2023-12-21,34.52307692307693
2023-12-22,28.022624434389144
2023-12-23,17.918552036199095
2023-12-24,17.580090497737558
2023-12-25,14.76289592760181
2023-12-26,23.214479638009053
2023-12-27,31.17828054298643
2023-12-28,35.49864253393665
2023-12-29,28.36108597285068
2023-12-30,22.726696832579186
2023-12-31,18.40633484162896
2024-01-01,15.589140271493214
2024-01-02,25.543891402714934
2024-01-03,35.49864253393665
2024-01-04,34.33393665158371
2024-01-05,33.16923076923077
2024-01-06,21.561990950226246
2024-01-07,16.415384615384617
2024-01-08,33.16923076923077
2024-01-09,37.977375565610856
2024-01-10,39.142081447963804
2024-01-11,42.785520361990955
2024-01-12,39.142081447963804
2024-01-13,30.013574660633488
2024-01-14,24.040723981900456
2024-01-15,37.15113122171946
2024-01-16,40.79457013574661
2024-01-17,52.40180995475113
2024-01-18,53.904977375565615
2024-01-19,46.76742081447964
2024-01-20,32.19366515837105
2024-01-21,34.1447963800905
2024-01-22,49.753846153846155
2024-01-23,54.6316742081448
2024-01-24,53.65610859728507
2024-01-25,58.533936651583716
2024-01-26,49.753846153846155
2024-01-27,40.9737556561086
2024-01-28,43.90045248868779
2024-01-29,62.43619909502263
2024-01-30,71.21628959276019
2024-01-31,64.3873303167421
2024-02-01,74.14298642533937
2024-02-02,60.48506787330317
2024-02-03,45.85158371040724
2024-02-04,51.70497737556562
2024-02-05,76.09411764705882
2024-02-06,80.97194570135747
2024-02-07,78.04524886877829
2024-02-08,76.09411764705882
2024-02-09,60.48506787330317
2024-02-10,48.77828054298643
2024-02-11,50.72941176470589
2024-02-12,62.43619909502263
2024-02-13,77.06968325791856
2024-02-14,77.06968325791856
2024-02-15,72.19185520361992
2024-02-16,65.36289592760181
2024-02-17,48.77828054298643
2024-02-18,56.58280542986426
2024-02-19,79.02081447963802
2024-02-20,77.06968325791856
2024-02-21,72.19185520361992
2024-02-22,74.14298642533937
2024-02-23,57.55837104072398
2024-02-24,51.70497737556562
2024-02-25,52.680542986425344
2024-02-26,79.02081447963802
2024-02-27,77.06968325791856
2024-02-28,69.26515837104073
2024-02-29,71.21628959276019
2024-03-01,65.36289592760181
2024-03-02,48.77828054298643
2024-03-03,47.802714932126705
2024-03-04,74.14298642533937
2024-03-05,70.24072398190046
2024-03-06,67.31402714932128
2024-03-07,63.41176470588236
2024-03-08,58.533936651583716
2024-03-09,49.753846153846155
2024-03-10,46.82714932126697
2024-03-11,72.19185520361992
2024-03-12,66.33846153846154
2024-03-13,64.3873303167421
2024-03-14,63.41176470588236
2024-03-15,54.6316742081448
2024-03-16,45.85158371040724
2024-03-17,42.92488687782806
2024-03-18,66.33846153846154
2024-03-19,64.3873303167421
2024-03-20,67.31402714932128
2024-03-21,62.43619909502263
2024-03-22,57.55837104072398
2024-03-23,52.680542986425344
2024-03-24,48.77828054298643
2024-03-25,77.06968325791856
2024-03-26,73.16742081447964
2024-03-27,68.289592760181
2024-03-28,68.289592760181
2024-03-29,58.533936651583716
2024-03-30,49.753846153846155
2024-03-31,45.85158371040724
2024-04-01,79.02081447963802
2024-04-02,75.1185520361991
2024-04-03,79.99638009049775
2024-04-04,72.19185520361992
2024-04-05,65.36289592760181
2024-04-06,54.6316742081448
2024-04-07,63.41176470588236
2024-04-08,82.92307692307693
2024-04-09,81.9475113122172
2024-04-10,81.9475113122172
2024-04-11,84.87420814479638
2024-04-12,76.09411764705882
2024-04-13,60.48506787330317
2024-04-14,78.04524886877829
2024-04-15,97.55656108597286
2024-04-16,74.14298642533937
2024-04-17,55.60723981900453
2024-04-18,51.70497737556562
2024-04-19,46.82714932126697
2024-04-20,35.12036199095023
2024-04-21,39.022624434389144
2024-04-22,58.533936651583716
2024-04-23,56.58280542986426
2024-04-24,58.533936651583716
2024-04-25,55.60723981900453
2024-04-26,51.70497737556562
2024-04-27,29.266968325791858
2024-04-28,34.1447963800905
2024-04-29,54.6316742081448
2024-04-30,55.60723981900453
2024-05-01,52.680542986425344
2024-05-02,52.680542986425344
2024-05-03,43.90045248868779
2024-05-04,27.3158371040724
2024-05-05,30.242533936651586
2024-05-06,49.753846153846155
2024-05-07,50.72941176470589
2024-05-08,43.90045248868779
2024-05-09,40.9737556561086
2024-05-10,39.022624434389144
2024-05-11,24.389140271493215
2024-05-12,23.413574660633486
2024-05-13,47.802714932126705
2024-05-14,43.90045248868779
2024-05-15,43.90045248868779
2024-05-16,41.949321266968326
2024-05-17,33.16923076923077
2024-05-18,23.413574660633486
2024-05-19,21.46244343891403
2024-05-20,38.04705882352941
2024-05-21,37.07149321266969
2024-05-22,40.9737556561086
2024-05-23,39.022624434389144
2024-05-24,32.19366515837105
2024-05-25,23.413574660633486
2024-05-26,17.560180995475115
2024-05-27,21.46244343891403
2024-05-28,33.16923076923077
2024-05-29,41.949321266968326
2024-05-30,42.92488687782806
2024-05-31,32.19366515837105
2024-06-01,20.4868778280543
2024-06-02,23.413574660633486
2024-06-03,35.12036199095023
2024-06-04,36.09592760180996
2024-06-05,42.92488687782806
2024-06-06,43.90045248868779
2024-06-07,33.16923076923077
2024-06-08,25.364705882352943
2024-06-09,28.29140271493213
2024-06-10,40.9737556561086
2024-06-11,42.92488687782806
2024-06-12,42.92488687782806
2024-06-13,46.82714932126697
2024-06-14,36.09592760180996
2024-06-15,22.438009049773758
2024-06-16,22.438009049773758
2024-06-17,43.90045248868779
2024-06-18,37.07149321266969
2024-06-19,38.04705882352941
2024-06-20,41.949321266968326
2024-06-21,39.022624434389144
2024-06-22,26.340271493212672
2024-06-23,29.266968325791858
2024-06-24,40.9737556561086
2024-06-25,41.949321266968326
2024-06-26,38.04705882352941
2024-06-27,39.022624434389144
2024-06-28,33.16923076923077
2024-06-29,23.413574660633486
2024-06-30,23.413574660633486
2024-07-01,39.998190045248876
2024-07-02,37.07149321266969
2024-07-03,28.29140271493213
2024-07-04,23.413574660633486
2024-07-05,21.46244343891403
2024-07-06,21.46244343891403
2024-07-07,23.413574660633486
2024-07-08,39.022624434389144
2024-07-09,41.949321266968326
2024-07-10,38.04705882352941
2024-07-11,38.04705882352941
2024-07-12,32.19366515837105
2024-07-13,22.438009049773758
2024-07-14,23.413574660633486
2024-07-15,37.07149321266969
2024-07-16,38.04705882352941
2024-07-17,40.9737556561086
2024-07-18,39.022624434389144
2024-07-19,32.19366515837105
2024-07-20,24.389140271493215
2024-07-21,25.364705882352943
2024-07-22,37.07149321266969
2024-07-23,39.022624434389144
2024-07-24,39.022624434389144
2024-07-25,39.022624434389144
2024-07-26,32.19366515837105
2024-07-27,24.389140271493215
2024-07-28,24.389140271493215
2024-07-29,40.9737556561086
2024-07-30,40.9737556561086
2024-07-31,36.09592760180996
2024-08-01,37.07149321266969
2024-08-02,35.12036199095023
2024-08-03,22.438009049773758
2024-08-04,18.535746606334843
2024-08-05,36.09592760180996
2024-08-06,39.022624434389144
2024-08-07,38.04705882352941
2024-08-08,34.1447963800905
2024-08-09,31.218099547511315
2024-08-10,19.511312217194572
2024-08-11,23.413574660633486
2024-08-12,37.07149321266969
2024-08-13,40.9737556561086
2024-08-14,38.04705882352941
2024-08-15,35.12036199095023
2024-08-16,36.09592760180996
2024-08-17,25.364705882352943
2024-08-18,22.475530804037597
2024-08-19,35.12036199095023
2024-08-20,38.8725374173338
2024-08-21,41.68666898712148
2024-08-22,36.058405847546126
2024-08-23,33.73205708318831
2024-08-24,21.5374869474417
2024-08-25,23.413574660633486
2024-08-26,40.74862513052559
2024-08-27,44.013017751479296
2024-08-28,45.889105464671076
2024-08-29,43.56275670031327
2024-08-30,36.058405847546126
2024-08-31,24.35161851722938
2024-09-01,31.368186564566656
2024-09-02,34.18231813435433
2024-09-03,44.013017751479296
2024-09-04,53.39345631743822
2024-09-05,52.45541246084233
2024-09-06,45.889105464671076
2024-09-07,32.30623042116255
2024-09-08,37.934493560737906
2024-09-09,56.657848938391936
2024-09-10,58.08367560041769
2024-09-11,54.78176122520014
2024-09-12,58.533936651583716
2024-09-13,53.39345631743822
2024-09-14,36.996449704142016
2024-09-15,41.19888618169162
2024-09-16,60.33498085624783
2024-09-17,59.43445875391578
2024-09-18,55.832370344587545
2024-09-19,54.93184824225549
2024-09-20,44.1255830142708
2024-09-21,32.41879568395406
2024-09-22,40.52349460494258
2024-09-23,57.63341454925166
2024-09-24,55.832370344587545
2024-09-25,54.93184824225549
2024-09-26,51.32975983292726
2024-09-27,45.026105116602864
2024-09-28,35.12036199095023
2024-09-29,36.02088409328229
