Time,weather_tomorrow
2022-06-07,64.0
2022-06-08,75.0
2022-06-09,67.0
2022-06-10,69.0
2022-06-11,81.0
2022-06-12,85.0
2022-06-13,72.0
2022-06-14,67.0
2022-06-15,63.0
2022-06-16,69.0
2022-06-17,69.0
2022-06-18,72.0
2022-06-19,67.0
2022-06-20,62.0
2022-06-21,63.0
2022-06-22,77.0
2022-06-23,66.0
2022-06-24,61.0
2022-06-25,72.0
2022-06-26,81.0
2022-06-27,80.0
2022-06-28,62.0
2022-06-29,62.0
2022-06-30,65.0
2022-07-01,76.0
2022-07-02,91.0
2022-07-03,79.0
2022-07-04,75.0
2022-07-05,72.0
2022-07-06,70.0
2022-07-07,63.0
2022-07-08,72.0
2022-07-09,73.0
2022-07-10,66.0
2022-07-11,61.0
2022-07-12,65.0
2022-07-13,60.0
2022-07-14,59.0
2022-07-15,65.0
2022-07-16,68.0
2022-07-17,77.0
2022-07-18,69.0
2022-07-19,61.0
2022-07-20,57.0
2022-07-21,67.0
2022-07-22,56.0
2022-07-23,67.0
2022-07-24,73.0
2022-07-25,72.0
2022-07-26,62.0
2022-07-27,61.0
2022-07-28,62.0
2022-07-29,64.0
2022-07-30,62.0
2022-07-31,67.0
2022-08-01,70.0
2022-08-02,55.0
2022-08-03,55.0
2022-08-04,66.0
2022-08-05,76.0
2022-08-06,78.0
2022-08-07,79.0
2022-08-08,67.0
2022-08-09,68.0
2022-08-10,65.0
2022-08-11,63.0
2022-08-12,58.0
2022-08-13,60.0
2022-08-14,64.0
2022-08-15,57.0
2022-08-16,55.0
2022-08-17,62.0
2022-08-18,65.0
2022-08-19,66.0
2022-08-20,76.0
2022-08-21,81.0
2022-08-22,72.0
2022-08-23,67.0
2022-08-24,56.0
2022-08-25,55.0
2022-08-26,60.0
2022-08-27,59.0
2022-08-28,63.0
2022-08-29,61.04991816693944
2022-08-30,67.9443535188216
2022-08-31,51.29770867430442
2022-09-01,51.29770867430442
2022-09-02,54.65548281505728
2022-09-03,73.65990180032733
2022-09-04,83.41211129296235
2022-09-05,76.5176759410802
2022-09-06,69.12324058919803
2022-09-07,62.228805237315875
2022-09-08,54.15548281505728
2022-09-09,66.76546644844517
2022-09-10,81.73322422258593
2022-09-11,83.41211129296235
2022-09-12,71.30212765957447
2022-09-13,59.87103109656301
2022-09-14,47.76104746317512
2022-09-15,47.26104746317512
2022-09-16,48.93993453355155
2022-09-17,54.15548281505728
2022-09-18,62.728805237315875
2022-09-19,62.728805237315875
2022-09-20,50.118821603927984
2022-09-21,51.79770867430442
2022-09-22,65.08657937806873
2022-09-23,59.87103109656301
2022-09-24,61.04991816693944
2022-09-25,70.30212765957447
2022-09-26,54.15548281505728
2022-09-27,50.118821603927984
2022-09-28,51.595417348608834
2022-09-29,50.23764320785597
2022-09-30,61.09983633387888
2022-10-01,61.09983633387888
2022-10-02,54.310965630114566
2022-10-03,48.87986906710311
2022-10-04,51.595417348608834
2022-10-05,50.23764320785597
2022-10-06,43.44877250409165
2022-10-07,50.23764320785597
2022-10-08,54.310965630114566
2022-10-09,51.595417348608834
2022-10-10,47.52209492635024
2022-10-11,48.87986906710311
2022-10-12,62.45761047463175
2022-10-13,69.24648117839607
2022-10-14,51.595417348608834
2022-10-15,63.81538461538461
2022-10-16,63.81538461538461
2022-10-17,73.31980360065467
2022-10-18,62.45761047463175
2022-10-19,55.668739770867425
2022-10-20,54.310965630114566
2022-10-21,54.310965630114566
2022-10-22,59.74206219312602
2022-10-23,65.17315875613747
2022-10-24,71.9620294599018
2022-10-25,61.09983633387888
2022-10-26,62.45761047463175
2022-10-27,55.668739770867425
2022-10-28,59.74206219312602
2022-10-29,59.74206219312602
2022-10-30,62.45761047463175
2022-10-31,61.09983633387888
2022-11-01,59.74206219312602
2022-11-02,52.9531914893617
2022-11-03,57.02651391162029
2022-11-04,67.8887070376432
2022-11-05,71.9620294599018
2022-11-06,65.17315875613747
2022-11-07,74.67757774140752
2022-11-08,66.53093289689033
2022-11-09,59.74206219312602
2022-11-10,73.31980360065467
2022-11-11,84.18199672667757
2022-11-12,71.9620294599018
2022-11-13,66.53093289689033
2022-11-14,65.17315875613747
2022-11-15,76.03535188216038
2022-11-16,57.02651391162029
2022-11-17,55.668739770867425
2022-11-18,57.02651391162029
2022-11-19,63.81538461538461
2022-11-20,65.17315875613747
2022-11-21,58.38428805237316
2022-11-22,48.87986906710311
2022-11-23,51.595417348608834
2022-11-24,59.74206219312602
2022-11-25,70.60425531914893
2022-11-26,61.09983633387888
2022-11-27,74.67757774140752
2022-11-28,58.38428805237316
2022-11-29,66.53093289689033
2022-11-30,73.31980360065467
2022-12-01,65.17315875613747
2022-12-02,62.45761047463175
2022-12-03,81.46644844517185
2022-12-04,67.8887070376432
2022-12-05,62.45761047463175
2022-12-06,61.09983633387888
2022-12-07,62.45761047463175
2022-12-08,62.45761047463175
2022-12-09,59.74206219312602
2022-12-10,73.31980360065467
2022-12-11,92.32864157119475
2022-12-12,76.03535188216038
2022-12-13,67.8887070376432
2022-12-14,82.8242225859247
2022-12-15,82.8242225859247
2022-12-16,76.03535188216038
2022-12-17,66.53093289689033
2022-12-18,63.81538461538461
2022-12-19,73.31980360065467
2022-12-20,78.75090016366612
2022-12-21,89.61309328968903
2022-12-22,133.06186579378067
2022-12-23,135.7774140752864
2022-12-24,112.69525368248772
2022-12-25,93.68641571194762
2022-12-26,84.18199672667757
2022-12-27,85.53977086743043
2022-12-28,76.03535188216038
2022-12-29,74.67757774140752
2022-12-30,73.31980360065467
2022-12-31,88.25531914893617
2023-01-01,73.31980360065467
2023-01-02,93.68641571194762
2023-01-03,85.53977086743043
2023-01-04,81.46644844517185
2023-01-05,78.75090016366612
2023-01-06,63.81538461538461
2023-01-07,63.81538461538461
2023-01-08,71.9620294599018
2023-01-09,66.53093289689033
2023-01-10,63.81538461538461
2023-01-11,59.74206219312602
2023-01-12,74.67757774140752
2023-01-13,71.9620294599018
2023-01-14,78.75090016366612
2023-01-15,77.39312602291325
2023-01-16,84.18199672667757
2023-01-17,66.53093289689033
2023-01-18,66.53093289689033
2023-01-19,77.39312602291325
2023-01-20,65.17315875613747
2023-01-21,67.8887070376432
2023-01-22,81.46644844517185
2023-01-23,76.03535188216038
2023-01-24,88.25531914893617
2023-01-25,103.19083469721767
2023-01-26,67.8887070376432
2023-01-27,59.74206219312602
2023-01-28,71.9620294599018
2023-01-29,90.9708674304419
2023-01-30,95.04418985270048
2023-01-31,85.53977086743043
2023-02-01,73.31980360065467
2023-02-02,74.67757774140752
2023-02-03,77.39312602291325
2023-02-04,71.9620294599018
2023-02-05,71.9620294599018
2023-02-06,52.9531914893617
2023-02-07,58.38428805237316
2023-02-08,61.09983633387888
2023-02-09,65.17315875613747
2023-02-10,65.17315875613747
2023-02-11,71.9620294599018
2023-02-12,69.24648117839607
2023-02-13,59.74206219312602
2023-02-14,73.31980360065467
2023-02-15,73.31980360065467
2023-02-16,82.8242225859247
2023-02-17,80.10867430441898
2023-02-18,65.17315875613747
2023-02-19,63.81538461538461
2023-02-20,63.81538461538461
2023-02-21,76.03535188216038
2023-02-22,99.11751227495908
2023-02-23,85.53977086743043
2023-02-24,84.18199672667757
2023-02-25,89.61309328968903
2023-02-26,90.9708674304419
2023-02-27,96.40196399345335
2023-02-28,84.18199672667757
2023-03-01,76.03535188216038
2023-03-02,88.25531914893617
2023-03-03,88.25531914893617
2023-03-04,80.10867430441898
2023-03-05,73.31980360065467
2023-03-06,65.17315875613747
2023-03-07,58.38428805237316
2023-03-08,61.09983633387888
2023-03-09,71.9620294599018
2023-03-10,95.04418985270048
2023-03-11,86.8975450081833
2023-03-12,84.18199672667757
2023-03-13,90.9708674304419
2023-03-14,90.9708674304419
2023-03-15,78.75090016366612
2023-03-16,84.18199672667757
2023-03-17,78.75090016366612
2023-03-18,76.03535188216038
2023-03-19,85.53977086743043
2023-03-20,77.39312602291325
2023-03-21,82.8242225859247
2023-03-22,80.10867430441898
2023-03-23,84.18199672667757
2023-03-24,81.46644844517185
2023-03-25,85.53977086743043
2023-03-26,84.18199672667757
2023-03-27,80.10867430441898
2023-03-28,71.9620294599018
2023-03-29,78.75090016366612
2023-03-30,81.46644844517185
2023-03-31,92.32864157119475
2023-04-01,96.40196399345335
2023-04-02,78.75090016366612
2023-04-03,84.18199672667757
2023-04-04,85.53977086743043
2023-04-05,90.9708674304419
2023-04-06,88.25531914893617
2023-04-07,84.18199672667757
2023-04-08,80.10867430441898
2023-04-09,78.75090016366612
2023-04-10,71.9620294599018
2023-04-11,65.17315875613747
2023-04-12,69.24648117839607
2023-04-13,76.03535188216038
2023-04-14,77.39312602291325
2023-04-15,96.40196399345335
2023-04-16,93.68641571194762
2023-04-17,77.39312602291325
2023-04-18,66.53093289689033
2023-04-19,66.53093289689033
2023-04-20,73.31980360065467
2023-04-21,80.10867430441898
2023-04-22,95.04418985270048
2023-04-23,84.18199672667757
2023-04-24,67.8887070376432
2023-04-25,69.24648117839607
2023-04-26,75.22842324251846
2023-04-27,79.1595661722385
2023-04-28,85.71147105510522
2023-04-29,91.63188203177502
2023-04-30,89.64261398482525
2023-05-01,69.35540543002818
2023-05-02,66.73464347688149
2023-05-03,64.1138815237348
2023-05-04,78.52807226604159
2023-05-05,81.14883421918827
2023-05-06,83.76959617233496
2023-05-07,90.95299496139859
2023-05-08,78.52807226604159
2023-05-09,71.97616738317487
2023-05-10,70.66578640660151
2023-05-11,70.0342925004046
2023-05-12,83.76959617233496
2023-05-13,92.26337593797193
2023-05-14,85.71147105510522
2023-05-15,74.59692933632155
2023-05-16,77.21769128946823
2023-05-17,66.73464347688149
2023-05-18,69.35540543002818
2023-05-19,83.76959617233496
2023-05-20,96.19451886769195
2023-05-21,74.59692933632155
2023-05-22,58.240863711244515
2023-05-23,58.240863711244515
2023-05-24,68.04502445345483
2023-05-25,64.1138815237348
2023-05-26,63.14939061969117
2023-05-27,71.99030530644794
2023-05-28,74.51628093123558
2023-05-29,70.7273174940541
2023-05-30,63.14939061969117
2023-05-31,60.62341499490353
2023-06-01,65.67536624447882
2023-06-02,74.51628093123558
2023-06-03,87.14615905517381
2023-06-04,85.88317124278
2023-06-05,70.7273174940541
2023-06-06,68.20134186926646
2023-06-07,66.93835405687264
2023-06-08,64.41237843208499
2023-06-09,74.51628093123558
2023-06-10,85.88317124278
2023-06-11,98.51304936671822
2023-06-12,82.09420780559851
2023-06-13,73.25329311884175
2023-06-14,83.35719561799235
2023-06-15,73.25329311884175
2023-06-16,88.40914686756764
2023-06-17,80.8312199932047
2023-06-18,80.8312199932047
2023-06-19,73.25329311884175
2023-06-20,75.7792687436294
2023-06-21,70.7273174940541
2023-06-22,80.8312199932047
2023-06-23,83.35719561799235
2023-06-24,94.72408592953676
2023-06-25,89.67213467996146
2023-06-26,84.62018343038616
2023-06-27,73.25329311884175
2023-06-28,65.67536624447882
2023-06-29,68.20134186926646
2023-06-30,71.99030530644794
2023-07-01,90.93512249235529
2023-07-02,98.51304936671822
2023-07-03,97.2500615543244
2023-07-04,90.93512249235529
2023-07-05,83.35719561799235
2023-07-06,78.30524436841705
2023-07-07,82.09420780559851
2023-07-08,94.72408592953676
2023-07-09,94.72408592953676
2023-07-10,73.25329311884175
2023-07-11,66.93835405687264
2023-07-12,73.25329311884175
2023-07-13,74.51628093123558
2023-07-14,90.93512249235529
2023-07-15,101.03902499150587
2023-07-16,89.67213467996146
2023-07-17,71.99030530644794
2023-07-18,70.7273174940541
2023-07-19,71.99030530644794
2023-07-20,74.51628093123558
2023-07-21,73.25329311884175
2023-07-22,75.7792687436294
2023-07-23,78.30524436841705
2023-07-24,70.7273174940541
2023-07-25,70.7273174940541
2023-07-26,60.62341499490353
2023-07-27,66.93835405687264
2023-07-28,74.51628093123558
2023-07-29,97.2500615543244
2023-07-30,68.20134186926646
2023-07-31,65.67536624447882
2023-08-01,54.30847593293441
2023-08-02,54.30847593293441
2023-08-03,65.67536624447882
2023-08-04,75.7792687436294
2023-08-05,79.56823218081088
2023-08-06,87.14615905517381
2023-08-07,85.88317124278
2023-08-08,61.886402807297344
2023-08-09,66.93835405687264
2023-08-10,80.8312199932047
2023-08-11,74.51628093123558
2023-08-12,82.09420780559851
2023-08-13,78.30524436841705
2023-08-14,83.35719561799235
2023-08-15,83.35719561799235
2023-08-16,64.41237843208499
2023-08-17,77.04225655602323
2023-08-18,71.99030530644794
2023-08-19,77.04225655602323
2023-08-20,99.77603717911205
2023-08-21,75.7792687436294
2023-08-22,61.886402807297344
2023-08-23,68.20134186926646
2023-08-24,71.99030530644794
2023-08-25,70.7273174940541
2023-08-26,69.46432968166029
2023-08-27,74.51628093123558
2023-08-28,80.8312199932047
2023-08-29,77.04225655602323
2023-08-30,77.04225655602323
2023-08-31,59.3604271825097
2023-09-01,61.886402807297344
2023-09-02,61.886402807297344
2023-09-03,66.93835405687264
2023-09-04,59.3604271825097
2023-09-05,53.04548812054058
2023-09-06,59.3604271825097
2023-09-07,63.14939061969117
2023-09-08,71.99030530644794
2023-09-09,82.09420780559851
2023-09-10,75.7792687436294
2023-09-11,70.7273174940541
2023-09-12,68.20134186926646
2023-09-13,66.93835405687264
2023-09-14,63.14939061969117
2023-09-15,64.41237843208499
2023-09-16,77.04225655602323
2023-09-17,79.56823218081088
2023-09-18,59.3604271825097
2023-09-19,51.78250030814676
2023-09-20,54.30847593293441
2023-09-21,59.3604271825097
2023-09-22,68.20134186926646
2023-09-23,79.56823218081088
2023-09-24,83.35719561799235
2023-09-25,71.99030530644794
2023-09-26,69.46432968166029
2023-09-27,58.09743937011588
2023-09-28,59.3604271825097
2023-09-29,65.67536624447882
2023-09-30,56.834451557722055
2023-10-01,25.259756247876467
2023-10-02,20.207804998301174
2023-10-03,46.73054905857147
2023-10-04,58.09743937011588
2023-10-05,66.93835405687264
2023-10-06,75.7792687436294
2023-10-07,83.35719561799235
2023-10-08,65.67536624447882
2023-10-09,59.3604271825097
2023-10-10,58.09743937011588
2023-10-11,68.20134186926646
2023-10-12,70.7273174940541
2023-10-13,74.51628093123558
2023-10-14,88.40914686756764
2023-10-15,71.99030530644794
2023-10-16,59.3604271825097
2023-10-17,50.519512495752934
2023-10-18,54.30847593293441
2023-10-19,58.09743937011588
2023-10-20,79.56823218081088
2023-10-21,64.41237843208499
2023-10-22,69.46432968166029
2023-10-23,63.14939061969117
2023-10-24,61.886402807297344
2023-10-25,61.886402807297344
2023-10-26,64.41237843208499
2023-10-27,65.67536624447882
2023-10-28,77.04225655602323
2023-10-29,85.88317124278
2023-10-30,79.56823218081088
2023-10-31,71.99030530644794
2023-11-01,64.41237843208499
2023-11-02,58.09743937011588
2023-11-03,56.834451557722055
2023-11-04,58.09743937011588
2023-11-05,55.57146374532823
2023-11-06,60.62341499490353
2023-11-07,51.78250030814676
2023-11-08,55.57146374532823
2023-11-09,66.93835405687264
2023-11-10,66.93835405687264
2023-11-11,64.41237843208499
2023-11-12,63.14939061969117
2023-11-13,56.834451557722055
2023-11-14,53.04548812054058
2023-11-15,73.25329311884175
2023-11-16,65.67536624447882
2023-11-17,65.67536624447882
2023-11-18,66.93835405687264
2023-11-19,55.57146374532823
2023-11-20,56.834451557722055
2023-11-21,68.20134186926646
2023-11-22,65.67536624447882
2023-11-23,54.30847593293441
2023-11-24,60.62341499490353
2023-11-25,64.41237843208499
2023-11-26,90.93512249235529
2023-11-27,59.3604271825097
2023-11-28,63.14939061969117
2023-11-29,60.62341499490353
2023-11-30,79.56823218081088
2023-12-01,83.35719561799235
2023-12-02,68.20134186926646
2023-12-03,73.25329311884175
2023-12-04,55.57146374532823
2023-12-05,55.57146374532823
2023-12-06,54.30847593293441
2023-12-07,47.993536870965286
2023-12-08,44.20457343378382
2023-12-09,66.93835405687264
2023-12-10,78.30524436841705
2023-12-11,51.78250030814676
2023-12-12,39.152622184208525
2023-12-13,40.41560999660235
2023-12-14,45.467561246177645
2023-12-15,55.57146374532823
2023-12-16,65.67536624447882
2023-12-17,84.62018343038616
2023-12-18,74.51628093123558
2023-12-19,66.93835405687264
2023-12-20,66.93835405687264
2023-12-21,61.886402807297344
2023-12-22,70.7273174940541
2023-12-23,74.51628093123558
2023-12-24,75.7792687436294
2023-12-25,87.14615905517381
2023-12-26,73.25329311884175
2023-12-27,77.04225655602323
2023-12-28,71.99030530644794
2023-12-29,68.20134186926646
2023-12-30,71.99030530644794
2023-12-31,68.20134186926646
2024-01-01,64.41237843208499
2024-01-02,68.20134186926646
2024-01-03,71.99030530644794
2024-01-04,59.3604271825097
2024-01-05,71.99030530644794
2024-01-06,111.14292749065646
2024-01-07,88.40914686756764
2024-01-08,104.82798842868735
2024-01-09,123.77280561459469
2024-01-10,87.14615905517381
2024-01-11,83.35719561799235
2024-01-12,112.40591530305028
2024-01-13,99.77603717911205
2024-01-14,113.66890311544411
2024-01-15,117.45786655262557
2024-01-16,126.29878123938234
2024-01-17,92.19811030474911
2024-01-18,98.51304936671822
2024-01-19,101.03902499150587
2024-01-20,89.67213467996146
2024-01-21,89.67213467996146
2024-01-22,104.82798842868735
2024-01-23,90.93512249235529
2024-01-24,87.14615905517381
2024-01-25,79.56823218081088
2024-01-26,51.78250030814676
2024-01-27,58.09743937011588
2024-01-28,63.14939061969117
2024-01-29,55.57146374532823
2024-01-30,47.993536870965286
2024-01-31,53.04548812054058
2024-02-01,64.41237843208499
2024-02-02,64.41237843208499
2024-02-03,59.3604271825097
2024-02-04,83.35719561799235
2024-02-05,65.67536624447882
2024-02-06,58.09743937011588
2024-02-07,59.3604271825097
2024-02-08,58.09743937011588
2024-02-09,58.09743937011588
2024-02-10,75.7792687436294
2024-02-11,71.99030530644794
2024-02-12,78.30524436841705
2024-02-13,70.7273174940541
2024-02-14,51.78250030814676
2024-02-15,58.09743937011588
2024-02-16,65.67536624447882
2024-02-17,80.8312199932047
2024-02-18,73.25329311884175
2024-02-19,59.3604271825097
2024-02-20,59.3604271825097
2024-02-21,51.78250030814676
2024-02-22,59.3604271825097
2024-02-23,69.46432968166029
2024-02-24,61.886402807297344
2024-02-25,58.09743937011588
2024-02-26,66.93835405687264
2024-02-27,77.04225655602323
2024-02-28,78.30524436841705
2024-02-29,73.25329311884175
2024-03-01,75.7792687436294
2024-03-02,93.46109811714294
2024-03-03,87.14615905517381
2024-03-04,75.7792687436294
2024-03-05,73.25329311884175
2024-03-06,79.56823218081088
2024-03-07,74.51628093123558
2024-03-08,75.7792687436294
2024-03-09,78.30524436841705
2024-03-10,70.7273174940541
2024-03-11,59.3604271825097
2024-03-12,63.14939061969117
2024-03-13,56.834451557722055
2024-03-14,77.04225655602323
2024-03-15,82.09420780559851
2024-03-16,79.56823218081088
2024-03-17,73.25329311884175
2024-03-18,63.14939061969117
2024-03-19,53.04548812054058
2024-03-20,59.3604271825097
2024-03-21,64.41237843208499
2024-03-22,83.35719561799235
2024-03-23,98.51304936671822
2024-03-24,88.40914686756764
2024-03-25,82.09420780559851
2024-03-26,71.99030530644794
2024-03-27,80.8312199932047
2024-03-28,77.04225655602323
2024-03-29,66.93835405687264
2024-03-30,87.14615905517381
2024-03-31,87.14615905517381
2024-04-01,85.88317124278
2024-04-02,83.35719561799235
2024-04-03,82.09420780559851
2024-04-04,77.04225655602323
2024-04-05,70.7273174940541
2024-04-06,68.20134186926646
2024-04-07,78.30524436841705
2024-04-08,75.7792687436294
2024-04-09,75.7792687436294
2024-04-10,80.8312199932047
2024-04-11,82.09420780559851
2024-04-12,68.20134186926646
2024-04-13,79.56823218081088
2024-04-14,83.35719561799235
2024-04-15,70.7273174940541
2024-04-16,73.25329311884175
2024-04-17,71.99030530644794
2024-04-18,71.99030530644794
2024-04-19,71.99030530644794
2024-04-20,89.67213467996146
2024-04-21,84.62018343038616
2024-04-22,64.41237843208499
2024-04-23,69.46432968166029
2024-04-24,69.46432968166029
2024-04-25,68.20134186926646
2024-04-26,79.56823218081088
2024-04-27,88.40914686756764
2024-04-28,90.93512249235529
2024-04-29,74.51628093123558
2024-04-30,75.7792687436294
2024-05-01,69.46432968166029
2024-05-02,74.51628093123558
2024-05-03,82.09420780559851
2024-05-04,99.77603717911205
2024-05-05,97.2500615543244
2024-05-06,84.62018343038616
2024-05-07,80.8312199932047
2024-05-08,78.30524436841705
2024-05-09,90.93512249235529
2024-05-10,83.35719561799235
2024-05-11,79.56823218081088
2024-05-12,88.40914686756764
2024-05-13,88.40914686756764
2024-05-14,83.35719561799235
2024-05-15,80.8312199932047
2024-05-16,80.8312199932047
2024-05-17,85.88317124278
2024-05-18,90.93512249235529
2024-05-19,83.35719561799235
2024-05-20,68.20134186926646
2024-05-21,68.20134186926646
2024-05-22,74.51628093123558
2024-05-23,78.30524436841705
2024-05-24,82.09420780559851
2024-05-25,88.40914686756764
2024-05-26,95.98707374193057
2024-05-27,98.51304936671822
2024-05-28,75.7792687436294
2024-05-29,74.51628093123558
2024-05-30,70.7273174940541
2024-05-31,71.99030530644794
2024-06-01,85.88317124278
2024-06-02,84.62018343038616
2024-06-03,71.99030530644794
2024-06-04,75.7792687436294
2024-06-05,79.56823218081088
2024-06-06,78.30524436841705
2024-06-07,59.3604271825097
2024-06-08,69.46432968166029
2024-06-09,75.7792687436294
2024-06-10,74.51628093123558
2024-06-11,64.41237843208499
2024-06-12,64.41237843208499
2024-06-13,65.67536624447882
2024-06-14,77.04225655602323
2024-06-15,65.67536624447882
2024-06-16,70.7273174940541
2024-06-17,68.20134186926646
2024-06-18,65.67536624447882
2024-06-19,68.20134186926646
2024-06-20,69.46432968166029
2024-06-21,77.04225655602323
2024-06-22,85.88317124278
2024-06-23,89.67213467996146
2024-06-24,70.7273174940541
2024-06-25,70.7273174940541
2024-06-26,82.09420780559851
2024-06-27,75.7792687436294
2024-06-28,71.99030530644794
2024-06-29,88.40914686756764
2024-06-30,99.77603717911205
2024-07-01,66.93835405687264
2024-07-02,68.20134186926646
2024-07-03,71.99030530644794
2024-07-04,97.2500615543244
2024-07-05,109.87993967826263
2024-07-06,99.77603717911205
2024-07-07,87.14615905517381
2024-07-08,87.14615905517381
2024-07-09,77.04225655602323
2024-07-10,75.7792687436294
2024-07-11,71.99030530644794
2024-07-12,80.8312199932047
2024-07-13,80.8312199932047
2024-07-14,68.20134186926646
2024-07-15,77.04225655602323
2024-07-16,75.7792687436294
2024-07-17,87.14615905517381
2024-07-18,71.99030530644794
2024-07-19,65.67536624447882
2024-07-20,94.72408592953676
2024-07-21,104.82798842868735
2024-07-22,104.82798842868735
2024-07-23,95.98707374193057
2024-07-24,106.09097624108117
2024-07-25,88.40914686756764
2024-07-26,64.41237843208499
2024-07-27,65.67536624447882
2024-07-28,78.30524436841705
2024-07-29,82.09420780559851
2024-07-30,68.20134186926646
2024-07-31,73.25329311884175
2024-08-01,68.20134186926646
2024-08-02,84.62018343038616
2024-08-03,84.62018343038616
2024-08-04,83.35719561799235
2024-08-05,74.51628093123558
2024-08-06,79.56823218081088
2024-08-07,74.51628093123558
2024-08-08,70.7273174940541
2024-08-09,73.25329311884175
2024-08-10,64.41237843208499
2024-08-11,61.886402807297344
2024-08-12,55.57146374532823
2024-08-13,51.78250030814676
2024-08-14,54.30847593293441
2024-08-15,59.3604271825097
2024-08-16,63.14939061969117
2024-08-17,74.51628093123558
2024-08-18,79.58047502702233
2024-08-19,60.60445832980193
2024-08-20,55.108605172430934
2024-08-21,50.80070302809328
2024-08-22,51.43219693429019
2024-08-23,58.15351950437477
2024-08-24,55.702580678947605
2024-08-25,59.37898891708835
2024-08-26,59.37898891708835
2024-08-27,55.702580678947605
2024-08-28,66.73180539336984
2024-08-29,64.28086656794267
2024-08-30,74.08462186965133
2024-08-31,72.85915245693775
2024-09-01,86.93329150330382
2024-09-02,67.95727480608342
2024-09-03,56.92805009166119
2024-09-04,58.15351950437477
2024-09-05,61.82992774251551
2024-09-06,72.22765855074084
2024-09-07,75.90406678888158
2024-09-08,64.28086656794267
2024-09-09,60.60445832980193
2024-09-10,53.25164185352044
2024-09-11,53.88313575971735
2024-09-12,54.47711126623402
2024-09-13,53.88313575971735
2024-09-14,56.92805009166119
2024-09-15,59.37898891708835
2024-09-16,61.82992774251551
2024-09-17,61.77345267773368
2024-09-18,57.02164862560032
2024-09-19,53.457795586500296
2024-09-20,53.457795586500296
2024-09-21,61.77345267773368
2024-09-22,65.3373057168337
