Time,yellowstone_national_park
2024-09-04,4.071973977092961
2024-09-05,4.101372742344822
2024-09-06,3.48473364118707
2024-09-07,3.2301893320480537
2024-09-08,4.267720755728259
2024-09-09,4.042575211841102
2024-09-10,3.846828433205805
2024-09-11,3.2007905667961944
2024-09-12,3.709879185074227
2024-09-13,3.6510816545705076
2024-09-14,3.425936110683351
2024-09-15,3.48473364118707
2024-09-16,4.297119520980118
2024-09-17,3.6454468912305678
2024-09-18,3.7630419522380056
2024-09-19,3.7630419522380056
2024-09-20,3.7042444217342867
2024-09-21,3.7630419522380056
2024-09-22,3.8806370132454435
2024-09-23,4.174624665764037
2024-09-24,3.8806370132454435
2024-09-25,3.7042444217342867
2024-09-26,3.233864177704536
2024-09-27,3.4690542997194114
2024-09-28,3.233864177704536
2024-09-29,3.292661708208255
2024-09-30,3.4690542997194114
2024-10-01,3.7630419522380056
2024-10-02,3.0574715861933797
2024-10-03,3.233864177704536
2024-10-04,3.1162691166970986
2024-10-05,2.6458888726673475
2024-10-06,3.175066647200817
2024-10-07,3.292661708208255
2024-10-08,2.9986740556896607
2024-10-09,3.1162691166970986
2024-10-10,2.8810789946822233
2024-10-11,2.469496281156191
2024-10-12,2.8810789946822233
2024-10-13,3.0574715861933797
2024-10-14,3.175066647200817
2024-10-15,2.6458888726673475
2024-10-16,2.8222814641785043
2024-10-17,2.8810789946822233
2024-10-18,2.7634839336747854
2024-10-19,2.52829381165991
2024-10-20,2.52829381165991
2024-10-21,2.939876525185942
2024-10-22,2.7046864031710665
2024-10-23,2.8810789946822233
2024-10-24,2.587091342163629
2024-10-25,2.2931036896450347
2024-10-26,2.175508628637597
2024-10-27,2.8222814641785043
2024-10-28,2.8810789946822233
2024-10-29,2.6458888726673475
2024-10-30,2.469496281156191
2024-10-31,2.3519012201487537
2024-11-01,1.9403185066227218
2024-11-02,2.2931036896450347
2024-11-03,2.3519012201487537
2024-11-04,2.6458888726673475
2024-11-05,1.9991160371264405
2024-11-06,1.5875333236004086
2024-11-07,2.410698750652472
2024-11-08,2.3519012201487537
2024-11-09,2.2931036896450347
2024-11-10,2.6458888726673475
2024-11-11,3.175066647200817
2024-11-12,2.3519012201487537
2024-11-13,2.8222814641785043
2024-11-14,2.6458888726673475
2024-11-15,2.0579135676301594
2024-11-16,2.1167110981338784
2024-11-17,2.6458888726673475
2024-11-18,2.6458888726673475
2024-11-19,2.7046864031710665
2024-11-20,2.8222814641785043
2024-11-21,2.7046864031710665
2024-11-22,1.8815209761190028
2024-11-23,1.9403185066227218
2024-11-24,2.175508628637597
2024-11-25,2.3519012201487537
2024-11-26,1.7051283846078462
2024-11-27,1.5875333236004086
2024-11-28,2.1167110981338784
2024-11-29,2.1167110981338784
2024-11-30,2.3519012201487537
2024-12-01,2.1167110981338784
2024-12-02,2.7046864031710665
2024-12-03,2.6458888726673475
2024-12-04,2.7634839336747854
2024-12-05,2.410698750652472
2024-12-06,2.469496281156191
2024-12-07,1.8815209761190028
2024-12-08,2.52829381165991
2024-12-09,2.8810789946822233
2024-12-10,2.587091342163629
2024-12-11,2.52829381165991
2024-12-12,2.7634839336747854
2024-12-13,2.52829381165991
2024-12-14,2.469496281156191
2024-12-15,2.52829381165991
2024-12-16,2.939876525185942
2024-12-17,2.7634839336747854
2024-12-18,2.410698750652472
2024-12-19,2.469496281156191
2024-12-20,1.8227234456152839
2024-12-21,2.175508628637597
2024-12-22,2.469496281156191
2024-12-23,1.8815209761190028
2024-12-24,2.2931036896450347
2024-12-25,2.587091342163629
2024-12-26,2.7634839336747854
2024-12-27,2.587091342163629
2024-12-28,2.939876525185942
2024-12-29,3.1162691166970986
2024-12-30,2.8222814641785043
2024-12-31,2.410698750652472
2025-01-01,4.703802440297507
2025-01-02,3.8806370132454435
2025-01-03,3.4102567692156924
2025-01-04,2.8222814641785043
2025-01-05,3.4102567692156924
2025-01-06,3.292661708208255
2025-01-07,3.351459238711974
2025-01-08,2.9986740556896607
2025-01-09,2.7634839336747854
2025-01-10,2.8222814641785043
2025-01-11,2.8222814641785043
2025-01-12,3.4102567692156924
2025-01-13,3.5278518302231303
2025-01-14,2.8222814641785043
2025-01-15,2.939876525185942
2025-01-16,3.175066647200817
2025-01-17,2.6458888726673475
2025-01-18,2.8222814641785043
2025-01-19,2.8810789946822233
2025-01-20,2.939876525185942
2025-01-21,2.7634839336747854
2025-01-22,2.8810789946822233
2025-01-23,2.7046864031710665
2025-01-24,2.587091342163629
2025-01-25,2.7634839336747854
2025-01-26,2.9986740556896607
2025-01-27,2.9986740556896607
2025-01-28,2.939876525185942
2025-01-29,2.9986740556896607
2025-01-30,2.8810789946822233
2025-01-31,2.0579135676301594
2025-02-01,2.2931036896450347
2025-02-02,3.0574715861933797
2025-02-03,3.175066647200817
2025-02-04,2.6458888726673475
2025-02-05,2.469496281156191
2025-02-06,2.8222814641785043
2025-02-07,2.52829381165991
2025-02-08,2.175508628637597
2025-02-09,3.0574715861933797
2025-02-10,2.6458888726673475
2025-02-11,2.939876525185942
2025-02-12,2.7634839336747854
2025-02-13,2.52829381165991
2025-02-14,2.410698750652472
2025-02-15,2.7634839336747854
2025-02-16,3.4690542997194114
2025-02-17,3.292661708208255
2025-02-18,3.6454468912305678
2025-02-19,3.8806370132454435
2025-02-20,3.175066647200817
2025-02-21,3.1162691166970986
2025-02-22,3.1162691166970986
2025-02-23,3.6454468912305678
2025-02-24,3.998232074252881
2025-02-25,3.4102567692156924
2025-02-26,2.939876525185942
2025-02-27,3.292661708208255
2025-02-28,2.8222814641785043
2025-03-01,2.9986740556896607
2025-03-02,3.351459238711974
2025-03-03,3.7630419522380056
2025-03-04,3.5866493607268493
2025-03-05,3.175066647200817
2025-03-06,2.9986740556896607
2025-03-07,2.939876525185942
2025-03-08,2.6458888726673475
2025-03-09,3.5866493607268493
2025-03-10,3.4102567692156924
2025-03-11,3.4102567692156924
2025-03-12,2.939876525185942
2025-03-13,2.939876525185942
2025-03-14,2.7046864031710665
2025-03-15,2.6458888726673475
2025-03-16,4.174624665764037
2025-03-17,2.939876525185942
2025-03-18,3.292661708208255
2025-03-19,2.9986740556896607
2025-03-20,2.7634839336747854
2025-03-21,3.233864177704536
2025-03-22,3.998232074252881
2025-03-23,3.4690542997194114
2025-03-24,3.8218394827417246
2025-03-25,4.115827135260319
2025-03-26,4.821397501304944
2025-03-27,4.5862073792900695
2025-03-28,5.115385153823539
2025-03-29,4.233422196267757
2025-03-30,4.174624665764037
2025-03-31,4.52740984878635
2025-04-01,3.7630419522380056
2025-04-02,3.351459238711974
2025-04-03,3.4690542997194114
2025-04-04,2.939876525185942
2025-04-05,3.175066647200817
2025-04-06,3.998232074252881
2025-04-07,4.115827135260319
2025-04-08,3.6454468912305678
2025-04-09,3.175066647200817
2025-04-10,3.6454468912305678
2025-04-11,3.5866493607268493
2025-04-12,3.233864177704536
2025-04-13,3.7042444217342867
2025-04-14,4.0570296047565995
2025-04-15,3.8771783349805187
2025-04-16,3.4638662823220248
2025-04-17,3.749207239178307
2025-04-18,3.493265047573884
2025-04-19,3.4638662823220248
2025-04-20,4.1625192918368015
2025-04-21,4.00514943078273
2025-04-22,4.00514943078273
2025-04-23,4.133120526584942
2025-04-24,4.00514943078273
2025-04-25,3.749207239178307
2025-04-26,3.2770976560160943
2025-04-27,4.546432579243436
2025-04-28,4.703802440297507
2025-04-29,4.546432579243436
2025-04-30,4.00514943078273
2025-05-01,4.575831344495295
2025-05-02,4.989143397153789
2025-05-03,4.861172301351578
2025-05-04,4.418461483441225
2025-05-05,4.703802440297507
2025-05-06,4.575831344495295
2025-05-07,4.290490387639013
2025-05-08,4.802374770847859
2025-05-09,4.290490387639013
2025-05-10,4.389062718189365
2025-05-11,5.815767502470778
2025-05-12,5.914339833021129
2025-05-13,5.658397641416707
2025-05-14,5.658397641416707
2025-05-15,4.703802440297507
2025-05-16,4.842149570894493
2025-05-17,4.427108179103536
2025-05-18,4.703802440297507
2025-05-19,5.257190962685449
2025-05-20,5.672232354476406
2025-05-21,5.257190962685449
2025-05-22,4.565455309700521
2025-05-23,4.427108179103536
2025-05-24,4.427108179103536
2025-05-25,5.257190962685449
2025-05-26,6.087273746267362
2025-05-27,5.257190962685449
2025-05-28,5.257190962685449
2025-05-29,4.980496701491478
2025-05-30,4.842149570894493
2025-05-31,5.257190962685449
2025-06-01,5.257190962685449
2025-06-02,5.257190962685449
2025-06-03,5.810579485073391
2025-06-04,5.118843832088464
2025-06-05,4.842149570894493
2025-06-06,4.703802440297507
2025-06-07,4.703802440297507
2025-06-08,4.980496701491478
2025-06-09,4.842149570894493
2025-06-10,4.703802440297507
2025-06-11,9.269257749998028
2025-06-12,5.118843832088464
2025-06-13,4.565455309700521
2025-06-14,4.842149570894493
2025-06-15,5.53388522387942
2025-06-16,4.980496701491478
2025-06-17,4.565455309700521
2025-06-18,4.288761048506551
2025-06-19,4.565455309700521
2025-06-20,4.288761048506551
2025-06-21,4.703802440297507
2025-06-22,5.257190962685449
2025-06-23,4.150413917909565
2025-06-24,4.565455309700521
2025-06-25,4.288761048506551
2025-06-26,4.288761048506551
2025-06-27,4.150413917909565
2025-06-28,4.703802440297507
2025-06-29,5.395538093282434
2025-06-30,5.118843832088464
2025-07-01,4.703802440297507
2025-07-02,4.150413917909565
2025-07-03,4.0120667873125795
2025-07-04,4.565455309700521
2025-07-05,5.395538093282434
2025-07-06,5.395538093282434
2025-07-07,5.395538093282434
2025-07-08,4.427108179103536
2025-07-09,4.703802440297507
2025-07-10,4.427108179103536
2025-07-11,4.288761048506551
2025-07-12,5.118843832088464
2025-07-13,6.087273746267362
2025-07-14,8.992563488804057
2025-07-15,9.545952011192
2025-07-16,8.854216358207072
2025-07-17,12.174547492534725
2025-07-18,11.897853231340752
2025-07-19,13.83471305969855
2025-07-20,12.174547492534725
2025-07-21,9.130910619401043
2025-07-22,8.715869227610087
2025-07-23,6.502315138058319
2025-07-24,6.2256208768643475
2025-07-25,5.53388522387942
2025-07-26,5.53388522387942
2025-07-27,6.363968007461333
2025-07-28,5.395538093282434
2025-07-29,4.842149570894493
2025-07-30,5.53388522387942
2025-07-31,4.842149570894493
2025-08-01,4.842149570894493
2025-08-02,4.703802440297507
2025-08-03,6.363968007461333
2025-08-04,4.703802440297507
2025-08-05,4.842149570894493
2025-08-06,4.427108179103536
2025-08-07,4.288761048506551
2025-08-08,4.0120667873125795
2025-08-09,4.703802440297507
2025-08-10,5.53388522387942
2025-08-11,4.703802440297507
2025-08-12,3.8737196567155943
2025-08-13,3.8737196567155943
2025-08-14,3.8737196567155943
2025-08-15,4.0120667873125795
2025-08-16,4.150413917909565
2025-08-17,4.842149570894493
2025-08-18,4.565455309700521
2025-08-19,3.7353725261186086
2025-08-20,3.7353725261186086
2025-08-21,3.597025395521623
2025-08-22,3.7353725261186086
2025-08-23,3.4586782649246377
2025-08-24,4.842149570894493
2025-08-25,4.565455309700521
2025-08-26,3.8737196567155943
2025-08-27,3.8737196567155943
2025-08-28,4.565455309700521
2025-08-29,4.0120667873125795
2025-08-30,3.8737196567155943
2025-08-31,4.150413917909565
2025-09-01,4.842149570894493
2025-09-02,4.0120667873125795
2025-09-03,3.8737196567155943
2025-09-04,4.288761048506551
2025-09-05,3.1819840037306664
2025-09-06,3.1819840037306664
2025-09-07,3.7353725261186086
2025-09-08,3.8737196567155943
2025-09-09,3.4586782649246377
2025-09-10,3.320331134327652
2025-09-11,3.1819840037306664
2025-09-12,3.043636873133681
2025-09-13,2.76694261193971
2025-09-14,3.1819840037306664
2025-09-15,3.597025395521623
2025-09-16,3.597025395521623
2025-09-17,3.4586782649246377
2025-09-18,3.320331134327652
2025-09-19,3.597025395521623
2025-09-20,2.9052897425366955
2025-09-21,3.4586782649246377
2025-09-22,3.597025395521623
2025-09-23,3.043636873133681
2025-09-24,3.320331134327652
2025-09-25,3.597025395521623
2025-09-26,3.597025395521623
2025-09-27,3.4586782649246377
2025-09-28,3.4586782649246377
2025-09-29,3.8737196567155943
2025-09-30,3.7353725261186086
2025-10-01,5.118843832088464
2025-10-02,4.288761048506551
2025-10-03,3.597025395521623
2025-10-04,2.9052897425366955
2025-10-05,3.320331134327652
2025-10-06,3.043636873133681
2025-10-07,3.1819840037306664
2025-10-08,3.043636873133681
2025-10-09,3.320331134327652
2025-10-10,3.043636873133681
2025-10-11,2.76694261193971
2025-10-12,3.043636873133681
2025-10-13,3.1819840037306664
2025-10-14,3.320331134327652
2025-10-15,2.490248350745739
2025-10-16,2.76694261193971
2025-10-17,2.76694261193971
2025-10-18,2.6285954813427246
2025-10-19,2.490248350745739
2025-10-20,2.76694261193971
2025-10-21,2.3519012201487537
2025-10-22,2.490248350745739
2025-10-23,2.9052897425366955
2025-10-24,2.3519012201487537
2025-10-25,2.490248350745739
2025-10-26,2.9052897425366955
2025-10-27,3.043636873133681
2025-10-28,2.76694261193971
2025-10-29,2.3519012201487537
2025-10-30,2.9052897425366955
2025-10-31,2.490248350745739
2025-11-01,1.660165567163826
2025-11-02,2.76694261193971
2025-11-03,2.3519012201487537
2025-11-04,2.3519012201487537
2025-11-05,2.3519012201487537
2025-11-06,2.3519012201487537
2025-11-07,2.490248350745739
2025-11-08,2.0752069589547824
2025-11-09,2.3519012201487537
2025-11-10,2.6285954813427246
2025-11-11,2.0752069589547824
2025-11-12,2.3519012201487537
2025-11-13,3.043636873133681
2025-11-14,2.6285954813427246
2025-11-15,2.3519012201487537
2025-11-16,2.3519012201487537
2025-11-17,2.490248350745739
2025-11-18,2.6285954813427246
2025-11-19,2.9052897425366955
2025-11-20,2.213554089551768
2025-11-21,2.213554089551768
2025-11-22,1.9368598283577971
2025-11-23,2.6285954813427246
2025-11-24,2.3519012201487537
2025-11-25,2.213554089551768
2025-11-26,2.213554089551768
2025-11-27,2.213554089551768
2025-11-28,1.9368598283577971
2025-11-29,2.3519012201487537
2025-11-30,2.76694261193971
2025-12-01,2.76694261193971
2025-12-02,2.3519012201487537
2025-12-03,2.490248350745739
2025-12-04,2.213554089551768
2025-12-05,2.0752069589547824
2025-12-06,2.213554089551768
2025-12-07,2.3519012201487537
2025-12-08,2.3519012201487537
2025-12-09,2.3519012201487537
2025-12-10,2.3519012201487537
2025-12-11,2.503467896810352
2025-12-12,2.0972613501615864
2025-12-13,2.0641470417027055
2025-12-14,1.9287448594864507
2025-12-15,2.503467896810352
2025-12-16,2.3680657145940964
2025-12-17,2.6057557705677254
2025-12-18,2.3680657145940964
2025-12-19,2.0641470417027055
2025-12-20,2.199549223918961
2025-12-21,2.232663532377842
2025-12-22,2.503467896810352
2025-12-23,2.199549223918961
2025-12-24,2.232663532377842
2025-12-25,2.671984387485488
2025-12-26,2.8765601350002354
2025-12-27,3.3158809901078814
2025-12-28,3.3158809901078814
2025-12-29,2.9096744434591164
2025-12-30,3.1804788078916264
2025-12-31,2.7742722612428614
2026-01-01,3.2135931163505074
2026-01-02,3.2135931163505074
2026-01-03,3.348995298566763
2026-01-04,3.4512831723241364
2026-01-05,3.045076625675372
2026-01-06,3.55357104608151
2026-01-07,3.1473644994327454
2026-01-08,3.0119623172164904
2026-01-09,3.1473644994327454
2026-01-10,3.57634531355916
2026-01-11,3.3114308458881108
2026-01-12,2.914059144381538
2026-01-13,3.377659462805873
2026-01-14,3.245202228970349
2026-01-15,2.9802877612992997
2026-01-16,3.112744995134824
2026-01-17,3.1789736120525864
2026-01-18,3.3114308458881108
2026-01-19,3.57634531355916
2026-01-20,2.9802877612992997
2026-01-21,2.914059144381538
2026-01-22,3.046516378217062
2026-01-23,2.781601910546013
2026-01-24,2.5829160597927263
2026-01-25,3.1789736120525864
2026-01-26,3.1789736120525864
2026-01-27,2.914059144381538
2026-01-28,2.8478305274637754
2026-01-29,3.245202228970349
2026-01-30,2.715373293628251
2026-01-31,2.9802877612992997
2026-02-01,3.57634531355916
2026-02-02,3.443888079723635
2026-02-03,2.914059144381538
2026-02-04,3.1789736120525864
2026-02-05,2.9802877612992997
2026-02-06,2.8478305274637754
2026-02-07,2.8478305274637754
2026-02-08,2.914059144381538
2026-02-09,3.1789736120525864
2026-02-10,2.914059144381538
2026-02-11,3.1789736120525864
2026-02-12,2.5829160597927263
2026-02-13,2.715373293628251
2026-02-14,3.112744995134824
2026-02-15,3.7750311643124466
2026-02-16,3.5101166966413975
2026-02-17,3.245202228970349
2026-02-18,2.914059144381538
2026-02-19,3.245202228970349
2026-02-20,3.112744995134824
2026-02-21,2.6491446767104887
2026-02-22,3.1789736120525864
2026-02-23,3.5101166966413975
2026-02-24,3.3114308458881108
2026-02-25,3.046516378217062
2026-02-26,3.245202228970349
2026-02-27,2.914059144381538
2026-02-28,2.450458825957202
2026-03-01,3.377659462805873
2026-03-02,3.5101166966413975
2026-03-03,3.443888079723635
2026-03-04,3.443888079723635
2026-03-05,3.3114308458881108
2026-03-06,3.112744995134824
2026-03-07,4.106174248901257
2026-03-08,3.57634531355916
2026-03-09,3.907488398147971
2026-03-10,3.57634531355916
2026-03-11,3.3114308458881108
2026-03-12,3.443888079723635
2026-03-13,3.046516378217062
2026-03-14,3.377659462805873
2026-03-15,3.8412597812302085
2026-03-16,3.5101166966413975
2026-03-17,3.5101166966413975
2026-03-18,4.039945631983495
2026-03-19,3.245202228970349
2026-03-20,3.3114308458881108
2026-03-21,3.443888079723635
2026-03-22,4.437317333490069
2026-03-23,4.17240286581902
2026-03-24,4.106174248901257
2026-03-25,3.9737170150657333
2026-03-26,3.7750311643124466
2026-03-27,3.7750311643124466
2026-03-28,3.8412597812302085
2026-03-29,4.503545950407831
2026-03-30,4.569774567325593
2026-03-31,3.907488398147971
2026-04-01,3.8412597812302085
2026-04-02,3.642573930476922
2026-04-03,3.642573930476922
2026-04-04,3.642573930476922
2026-04-05,3.708802547394684
2026-04-06,3.8412597812302085
2026-04-07,3.8412597812302085
2026-04-08,3.7750311643124466
2026-04-09,4.039945631983495
2026-04-10,4.437317333490069
2026-04-11,4.17240286581902
2026-04-12,3.7750311643124466
2026-04-13,3.8412597812302085
2026-04-14,3.8412597812302085
2026-04-15,3.377659462805873
2026-04-16,3.9737170150657333
2026-04-17,4.967146268832166
2026-04-18,4.304860099654544
2026-04-19,4.371088716572307
2026-04-20,4.702231801161117
2026-04-21,3.8412597812302085
2026-04-22,4.106174248901257
2026-04-23,3.7750311643124466
2026-04-24,3.708802547394684
2026-04-25,3.8412597812302085
2026-04-26,4.238631482736782
2026-04-27,4.569774567325593
2026-04-28,4.437317333490069
2026-04-29,4.039945631983495
2026-04-30,4.039945631983495
2026-05-01,3.9737170150657333
2026-05-02,4.437317333490069
2026-05-03,3.9737170150657333
2026-05-04,4.900917651914404
2026-05-05,5.695661054927551
2026-05-06,5.695661054927551
2026-05-07,5.2320607365032155
2026-05-08,5.165832119585453
2026-05-09,4.702231801161117
2026-05-10,5.165832119585453
2026-05-11,6.093032756434124
2026-05-12,5.430746587256502
2026-05-13,5.430746587256502
2026-05-14,5.165832119585453
2026-05-15,4.900917651914404
2026-05-16,4.900917651914404
2026-05-17,5.364517970338739
2026-05-18,5.761889671845313
2026-05-19,5.298289353420977
2026-05-20,5.430746587256502
2026-05-21,5.629432438009789
2026-05-22,5.2320607365032155
2026-05-23,5.563203821092026
2026-05-24,6.6228616917762215
2026-05-25,6.159261373351886
2026-05-26,5.761889671845313
2026-05-27,5.563203821092026
2026-05-28,4.900917651914404
2026-05-29,4.768460418078879
2026-05-30,5.364517970338739
2026-05-31,5.9605755225985995
