Time,sixers
2025-02-20,8.88888888888889
2025-02-21,12.444444444444443
2025-02-22,9.777777777777777
2025-02-23,16.0
2025-02-24,9.481481481481481
2025-02-25,15.11111111111111
2025-02-26,8.592592592592592
2025-02-27,11.25925925925926
2025-02-28,8.0
2025-03-01,9.481481481481481
2025-03-02,17.77777777777778
2025-03-03,7.703703703703703
2025-03-04,11.25925925925926
2025-03-05,8.88888888888889
2025-03-06,6.814814814814815
2025-03-07,8.88888888888889
2025-03-08,5.333333333333333
2025-03-09,8.296296296296296
2025-03-10,9.481481481481481
2025-03-11,6.518518518518518
2025-03-12,5.925925925925926
2025-03-13,6.518518518518518
2025-03-14,6.814814814814815
2025-03-15,8.0
2025-03-16,9.777777777777777
2025-03-17,5.037037037037036
2025-03-18,9.777777777777777
2025-03-19,5.62962962962963
2025-03-20,5.925925925925926
2025-03-21,4.7407407407407405
2025-03-22,6.222222222222221
2025-03-23,6.518518518518518
2025-03-24,6.222222222222221
2025-03-25,7.111111111111111
2025-03-26,7.4074074074074066
2025-03-27,8.0
2025-03-28,4.7407407407407405
2025-03-29,6.814814814814815
2025-03-30,9.185185185185185
2025-03-31,6.222222222222221
2025-04-01,5.333333333333333
2025-04-02,5.925925925925926
2025-04-03,6.518518518518518
2025-04-04,6.814814814814815
2025-04-05,7.4074074074074066
2025-04-06,8.592592592592592
2025-04-07,5.333333333333333
2025-04-08,5.62962962962963
2025-04-09,4.7407407407407405
2025-04-10,6.222222222222221
2025-04-11,6.222222222222221
2025-04-12,6.814814814814815
2025-04-13,8.0
2025-04-14,3.8518518518518516
2025-04-15,2.9037037037037035
2025-04-16,2.9037037037037035
2025-04-17,2.7555555555555555
2025-04-18,2.3703703703703702
2025-04-19,2.9037037037037035
2025-04-20,3.2888888888888888
2025-04-21,2.7555555555555555
2025-04-22,2.7555555555555555
2025-04-23,2.3703703703703702
2025-04-24,2.3703703703703702
2025-04-25,1.837037037037037
2025-04-26,2.2222222222222223
2025-04-27,2.3703703703703702
2025-04-28,1.9851851851851852
2025-04-29,1.9851851851851852
2025-04-30,2.3703703703703702
2025-05-01,1.9851851851851852
2025-05-02,2.3703703703703702
2025-05-03,2.3703703703703702
2025-05-04,2.9037037037037035
2025-05-05,2.3703703703703702
2025-05-06,2.7555555555555555
2025-05-07,2.3703703703703702
2025-05-08,2.3703703703703702
2025-05-09,2.518518518518518
2025-05-10,2.2222222222222223
2025-05-11,2.7555555555555555
2025-05-12,7.881481481481481
2025-05-13,13.68888888888889
2025-05-14,5.125925925925926
2025-05-15,4.266666666666667
2025-05-16,3.7925925925925927
2025-05-17,3.7925925925925927
2025-05-18,3.318518518518519
2025-05-19,3.7925925925925927
2025-05-20,3.318518518518519
2025-05-21,3.318518518518519
2025-05-22,2.8444444444444446
2025-05-23,2.3703703703703702
2025-05-24,2.8444444444444446
2025-05-25,2.8444444444444446
2025-05-26,3.318518518518519
2025-05-27,3.318518518518519
2025-05-28,2.8444444444444446
2025-05-29,3.318518518518519
2025-05-30,2.8444444444444446
2025-05-31,2.8444444444444446
2025-06-01,3.318518518518519
2025-06-02,2.8444444444444446
2025-06-03,2.8444444444444446
2025-06-04,2.8444444444444446
2025-06-05,2.8444444444444446
2025-06-06,3.318518518518519
2025-06-07,3.318518518518519
2025-06-08,2.8444444444444446
2025-06-09,2.3703703703703702
2025-06-10,2.8444444444444446
2025-06-11,2.8444444444444446
2025-06-12,4.266666666666667
2025-06-13,3.318518518518519
2025-06-14,3.7925925925925927
2025-06-15,3.318518518518519
2025-06-16,3.318518518518519
2025-06-17,3.318518518518519
2025-06-18,3.318518518518519
2025-06-19,5.688888888888889
2025-06-20,4.266666666666667
2025-06-21,4.266666666666667
2025-06-22,4.7407407407407405
2025-06-23,5.688888888888889
2025-06-24,8.05925925925926
2025-06-25,32.23703703703704
2025-06-26,33.65925925925926
2025-06-27,12.325925925925926
2025-06-28,6.162962962962963
2025-06-29,5.214814814814815
2025-06-30,7.111111111111112
2025-07-01,10.903703703703703
2025-07-02,7.111111111111112
2025-07-03,5.214814814814815
2025-07-04,5.214814814814815
2025-07-05,7.111111111111112
2025-07-06,13.748148148148148
2025-07-07,7.5851851851851855
2025-07-08,34.60740740740741
2025-07-09,27.496296296296297
2025-07-10,23.22962962962963
2025-07-11,24.651851851851852
2025-07-12,28.444444444444446
2025-07-13,24.651851851851852
2025-07-14,15.170370370370371
2025-07-15,6.162962962962963
2025-07-16,11.851851851851853
2025-07-17,6.637037037037038
2025-07-18,4.266666666666667
2025-07-19,4.7407407407407405
2025-07-20,14.696296296296296
2025-07-21,9.007407407407408
2025-07-22,8.05925925925926
2025-07-23,6.637037037037038
2025-07-24,7.111111111111112
2025-07-25,7.111111111111112
2025-07-26,9.007407407407408
2025-07-27,9.481481481481481
2025-07-28,9.955555555555556
2025-07-29,2.8444444444444446
2025-07-30,2.3703703703703702
2025-07-31,3.318518518518519
2025-08-01,2.3703703703703702
2025-08-02,1.8962962962962964
2025-08-03,2.3703703703703702
2025-08-04,2.3703703703703702
2025-08-05,2.3703703703703702
2025-08-06,2.8444444444444446
2025-08-07,2.3703703703703702
2025-08-08,1.8962962962962964
2025-08-09,2.3703703703703702
2025-08-10,2.3703703703703702
2025-08-11,1.8962962962962964
2025-08-12,2.3703703703703702
2025-08-13,1.8962962962962964
2025-08-14,3.318518518518519
2025-08-15,2.8444444444444446
2025-08-16,2.3703703703703702
2025-08-17,2.3703703703703702
2025-08-18,2.3703703703703702
2025-08-19,1.8962962962962964
2025-08-20,1.8962962962962964
2025-08-21,2.3703703703703702
2025-08-22,1.8962962962962964
2025-08-23,1.8962962962962964
2025-08-24,2.3703703703703702
2025-08-25,2.3703703703703702
2025-08-26,1.4222222222222223
2025-08-27,2.3703703703703702
2025-08-28,2.3703703703703702
2025-08-29,1.8962962962962964
2025-08-30,1.8962962962962964
2025-08-31,1.8962962962962964
2025-09-01,1.8962962962962964
2025-09-02,1.8962962962962964
2025-09-03,2.3703703703703702
2025-09-04,1.8962962962962964
2025-09-05,1.8962962962962964
2025-09-06,1.8962962962962964
2025-09-07,2.3703703703703702
2025-09-08,2.3703703703703702
2025-09-09,2.3703703703703702
2025-09-10,2.3703703703703702
2025-09-11,1.8962962962962964
2025-09-12,1.8962962962962964
2025-09-13,1.4222222222222223
2025-09-14,2.3703703703703702
2025-09-15,1.8962962962962964
2025-09-16,1.8962962962962964
2025-09-17,2.3703703703703702
2025-09-18,2.3703703703703702
2025-09-19,2.3703703703703702
2025-09-20,1.8962962962962964
2025-09-21,1.8962962962962964
2025-09-22,2.3703703703703702
2025-09-23,2.8444444444444446
2025-09-24,5.214814814814815
2025-09-25,4.266666666666667
2025-09-26,4.266666666666667
2025-09-27,2.8444444444444446
2025-09-28,2.8444444444444446
2025-09-29,2.8444444444444446
2025-09-30,2.8444444444444446
2025-10-01,3.318518518518519
2025-10-02,8.533333333333333
2025-10-03,3.7925925925925927
2025-10-04,5.688888888888889
2025-10-05,2.8444444444444446
2025-10-06,2.8444444444444446
2025-10-07,3.318518518518519
2025-10-08,3.318518518518519
2025-10-09,3.7925925925925927
2025-10-10,7.111111111111112
2025-10-11,5.688888888888889
2025-10-12,3.7925925925925927
2025-10-13,3.7925925925925927
2025-10-14,5.214814814814815
2025-10-15,5.688888888888889
2025-10-16,4.7407407407407405
2025-10-17,8.533333333333333
2025-10-18,9.481481481481481
2025-10-19,5.214814814814815
2025-10-20,6.162962962962963
2025-10-21,7.5851851851851855
2025-10-22,20.385185185185186
2025-10-23,47.40740740740741
2025-10-24,14.696296296296296
2025-10-25,21.333333333333336
2025-10-26,36.50370370370371
2025-10-27,17.066666666666666
2025-10-28,37.925925925925924
2025-10-29,36.97777777777778
2025-10-30,14.696296296296296
2025-10-31,23.703703703703706
2025-11-01,35.08148148148148
2025-11-02,16.11851851851852
2025-11-03,22.28148148148148
2025-11-04,14.696296296296296
2025-11-05,34.13333333333333
2025-11-06,20.85925925925926
2025-11-07,9.955555555555556
2025-11-08,16.59259259259259
2025-11-09,37.451851851851856
2025-11-10,22.755555555555556
2025-11-11,15.170370370370371
2025-11-12,28.444444444444446
2025-11-13,10.903703703703703
2025-11-14,11.851851851851853
2025-11-15,22.755555555555556
2025-11-16,8.05925925925926
2025-11-17,10.903703703703703
2025-11-18,20.385185185185186
2025-11-19,13.274074074074075
2025-11-20,20.385185185185186
2025-11-21,22.28148148148148
2025-11-22,10.42962962962963
2025-11-23,19.91111111111111
2025-11-24,8.533333333333333
2025-11-25,11.377777777777778
2025-11-26,23.703703703703706
2025-11-27,7.5851851851851855
2025-11-28,9.007407407407408
2025-11-29,14.222222222222223
2025-11-30,12.8
2025-12-01,16.59259259259259
2025-12-02,9.955555555555556
2025-12-03,14.696296296296296
2025-12-04,10.42962962962963
2025-12-05,22.28148148148148
2025-12-06,18.48888888888889
2025-12-07,12.8
2025-12-08,19.437037037037037
2025-12-09,7.5851851851851855
2025-12-10,8.05925925925926
2025-12-11,7.326599326599327
2025-12-12,10.27878787878788
2025-12-13,19.437037037037037
2025-12-14,12.110437710437711
2025-12-15,10.515824915824917
2025-12-16,7.08956228956229
2025-12-17,8.921212121212122
2025-12-18,6.852525252525253
2025-12-19,10.752861952861952
2025-12-20,26.763636363636365
2025-12-21,17.36835016835017
2025-12-22,8.447138047138047
2025-12-23,10.515824915824917
2025-12-24,19.2
2025-12-25,7.08956228956229
2025-12-26,10.98989898989899
2025-12-27,16.247811447811447
2025-12-28,12.347474747474749
2025-12-29,7.326599326599327
2025-12-30,7.326599326599327
2025-12-31,19.2
2026-01-01,10.27878787878788
2026-01-02,16.010774410774413
2026-01-03,10.515824915824917
2026-01-04,19.437037037037037
2026-01-05,10.98989898989899
2026-01-06,22.62626262626263
2026-01-07,9.15824915824916
2026-01-08,16.010774410774413
2026-01-09,8.684175084175084
2026-01-10,15.903030303030304
2026-01-11,10.602020202020203
2026-01-12,14.136026936026937
2026-01-13,14.136026936026937
2026-01-14,10.602020202020203
2026-01-15,14.136026936026937
2026-01-16,10.602020202020203
2026-01-17,17.67003367003367
2026-01-18,8.835016835016836
2026-01-19,8.835016835016836
2026-01-20,17.67003367003367
2026-01-21,14.136026936026937
2026-01-22,10.602020202020203
2026-01-23,17.67003367003367
2026-01-24,24.73804713804714
2026-01-25,8.835016835016836
2026-01-26,15.903030303030304
2026-01-27,8.835016835016836
2026-01-28,19.437037037037037
2026-01-29,10.602020202020203
2026-01-30,19.437037037037037
2026-01-31,17.67003367003367
2026-02-01,22.971043771043774
2026-02-02,8.835016835016836
2026-02-03,21.204040404040406
2026-02-04,28.272053872053874
2026-02-05,21.204040404040406
2026-02-06,21.204040404040406
2026-02-07,10.602020202020203
2026-02-08,15.903030303030304
2026-02-09,7.0680134680134685
2026-02-10,14.136026936026937
2026-02-11,8.835016835016836
2026-02-12,15.903030303030304
2026-02-13,5.301010101010101
2026-02-14,5.301010101010101
2026-02-15,5.301010101010101
2026-02-16,5.301010101010101
2026-02-17,5.301010101010101
2026-02-18,5.301010101010101
2026-02-19,7.0680134680134685
2026-02-20,10.602020202020203
2026-02-21,7.0680134680134685
2026-02-22,12.36902356902357
2026-02-23,10.602020202020203
2026-02-24,7.0680134680134685
2026-02-25,10.602020202020203
2026-02-26,8.835016835016836
2026-02-27,15.903030303030304
2026-02-28,7.0680134680134685
2026-03-01,10.602020202020203
2026-03-02,15.903030303030304
2026-03-03,8.835016835016836
2026-03-04,17.67003367003367
2026-03-05,12.36902356902357
2026-03-06,5.301010101010101
2026-03-07,8.835016835016836
2026-03-08,10.602020202020203
2026-03-09,8.835016835016836
2026-03-10,10.602020202020203
2026-03-11,10.602020202020203
2026-03-12,7.0680134680134685
2026-03-13,8.835016835016836
2026-03-14,12.36902356902357
2026-03-15,12.36902356902357
2026-03-16,8.835016835016836
2026-03-17,5.301010101010101
2026-03-18,8.835016835016836
2026-03-19,7.0680134680134685
2026-03-20,8.835016835016836
2026-03-21,7.0680134680134685
2026-03-22,10.602020202020203
2026-03-23,8.835016835016836
2026-03-24,10.602020202020203
2026-03-25,8.835016835016836
2026-03-26,12.36902356902357
2026-03-27,7.0680134680134685
2026-03-28,12.36902356902357
2026-03-29,14.136026936026937
2026-03-30,8.835016835016836
2026-03-31,12.36902356902357
2026-04-01,8.835016835016836
2026-04-02,14.136026936026937
2026-04-03,12.36902356902357
2026-04-04,24.73804713804714
2026-04-05,15.903030303030304
2026-04-06,10.602020202020203
2026-04-07,15.903030303030304
2026-04-08,7.0680134680134685
2026-04-09,10.602020202020203
2026-04-10,12.36902356902357
2026-04-11,12.36902356902357
2026-04-12,14.136026936026937
2026-04-13,15.903030303030304
2026-04-14,8.835016835016836
2026-04-15,26.505050505050505
2026-04-16,54.77710437710438
2026-04-17,12.36902356902357
2026-04-18,14.136026936026937
2026-04-19,56.54410774410775
2026-04-20,12.36902356902357
2026-04-21,26.505050505050505
2026-04-22,45.94208754208755
2026-04-23,19.437037037037037
2026-04-24,37.10707070707071
2026-04-25,60.078114478114486
2026-04-26,47.70909090909091
2026-04-27,38.87407407407407
2026-04-28,24.73804713804714
2026-04-29,51.24309764309765
2026-04-30,37.10707070707071
2026-05-01,114.85521885521887
2026-05-02,70.68013468013469
2026-05-03,176.70033670033672
2026-05-04,53.01010101010101
2026-05-05,106.02020202020202
2026-05-06,47.70909090909091
2026-05-07,75.98114478114479
2026-05-08,56.54410774410775
2026-05-09,95.41818181818182
2026-05-10,90.11717171717173
2026-05-11,22.971043771043774
2026-05-12,8.835016835016836
2026-05-13,10.602020202020203
2026-05-14,7.0680134680134685
2026-05-15,5.301010101010101
2026-05-16,3.5340067340067343
2026-05-17,3.5340067340067343
2026-05-18,3.5340067340067343
2026-05-19,3.5340067340067343
2026-05-20,3.5340067340067343
2026-05-21,3.5340067340067343
2026-05-22,3.5340067340067343
2026-05-23,5.301010101010101
2026-05-24,3.5340067340067343
2026-05-25,3.5340067340067343
2026-05-26,5.301010101010101
2026-05-27,3.5340067340067343
2026-05-28,3.5340067340067343
2026-05-29,3.5340067340067343
2026-05-30,3.5340067340067343
2026-05-31,5.301010101010101
