Time,amazon_stock
2022-08-12,23.0
2022-08-13,9.0
2022-08-14,6.0
2022-08-15,24.0
2022-08-16,24.0
2022-08-17,21.0
2022-08-18,20.0
2022-08-19,19.0
2022-08-20,7.0
2022-08-21,5.0
2022-08-22,18.0
2022-08-23,20.0
2022-08-24,19.0
2022-08-25,20.0
2022-08-26,20.0
2022-08-27,7.0
2022-08-28,5.0
2022-08-29,17.78333333333333
2022-08-30,18.066666666666666
2022-08-31,17.0
2022-09-01,17.0
2022-09-02,15.933333333333334
2022-09-03,5.833333333333333
2022-09-04,4.766666666666667
2022-09-05,5.05
2022-09-06,15.933333333333334
2022-09-07,16.71666666666667
2022-09-08,14.866666666666667
2022-09-09,15.149999999999999
2022-09-10,6.116666666666667
2022-09-11,3.9833333333333334
2022-09-12,16.21666666666667
2022-09-13,19.916666666666664
2022-09-14,18.85
2022-09-15,17.0
2022-09-16,18.066666666666666
2022-09-17,6.116666666666667
2022-09-18,5.05
2022-09-19,15.149999999999999
2022-09-20,15.933333333333334
2022-09-21,17.0
2022-09-22,16.21666666666667
2022-09-23,18.066666666666666
2022-09-24,6.116666666666667
2022-09-25,4.266666666666667
2022-09-26,15.933333333333334
2022-09-27,17.0
2022-09-28,15.866666666666667
2022-09-29,15.866666666666667
2022-09-30,15.866666666666667
2022-10-01,5.666666666666666
2022-10-02,4.533333333333333
2022-10-03,15.299999999999999
2022-10-04,18.133333333333333
2022-10-05,15.299999999999999
2022-10-06,14.166666666666666
2022-10-07,15.299999999999999
2022-10-08,5.666666666666666
2022-10-09,4.533333333333333
2022-10-10,14.733333333333333
2022-10-11,15.866666666666667
2022-10-12,15.299999999999999
2022-10-13,17.0
2022-10-14,15.299999999999999
2022-10-15,5.666666666666666
2022-10-16,4.533333333333333
2022-10-17,15.299999999999999
2022-10-18,16.433333333333334
2022-10-19,16.433333333333334
2022-10-20,14.733333333333333
2022-10-21,14.166666666666666
2022-10-22,5.666666666666666
2022-10-23,3.966666666666667
2022-10-24,15.299999999999999
2022-10-25,16.433333333333334
2022-10-26,19.833333333333332
2022-10-27,45.33333333333333
2022-10-28,56.666666666666664
2022-10-29,11.9
2022-10-30,6.8
2022-10-31,20.4
2022-11-01,23.233333333333334
2022-11-02,25.5
2022-11-03,26.066666666666666
2022-11-04,24.933333333333334
2022-11-05,9.066666666666666
2022-11-06,6.233333333333333
2022-11-07,20.966666666666665
2022-11-08,20.966666666666665
2022-11-09,20.966666666666665
2022-11-10,35.13333333333333
2022-11-11,26.066666666666666
2022-11-12,10.2
2022-11-13,6.8
2022-11-14,23.8
2022-11-15,22.666666666666664
2022-11-16,21.53333333333333
2022-11-17,19.266666666666666
2022-11-18,19.266666666666666
2022-11-19,7.366666666666666
2022-11-20,5.666666666666666
2022-11-21,17.0
2022-11-22,18.133333333333333
2022-11-23,17.566666666666666
2022-11-24,6.8
2022-11-25,12.466666666666667
2022-11-26,5.666666666666666
2022-11-27,5.1
2022-11-28,15.299999999999999
2022-11-29,15.299999999999999
2022-11-30,16.433333333333334
2022-12-01,16.433333333333334
2022-12-02,15.299999999999999
2022-12-03,6.233333333333333
2022-12-04,5.1
2022-12-05,14.733333333333333
2022-12-06,15.299999999999999
2022-12-07,16.433333333333334
2022-12-08,16.433333333333334
2022-12-09,14.166666666666666
2022-12-10,5.666666666666666
2022-12-11,3.966666666666667
2022-12-12,15.299999999999999
2022-12-13,17.0
2022-12-14,15.866666666666667
2022-12-15,16.433333333333334
2022-12-16,17.0
2022-12-17,6.233333333333333
2022-12-18,4.533333333333333
2022-12-19,16.433333333333334
2022-12-20,18.7
2022-12-21,18.7
2022-12-22,17.566666666666666
2022-12-23,15.299999999999999
2022-12-24,6.233333333333333
2022-12-25,4.533333333333333
2022-12-26,7.366666666666666
2022-12-27,16.433333333333334
2022-12-28,17.566666666666666
2022-12-29,16.433333333333334
2022-12-30,15.866666666666667
2022-12-31,6.233333333333333
2023-01-01,4.533333333333333
2023-01-02,6.8
2023-01-03,15.299999999999999
2023-01-04,15.866666666666667
2023-01-05,18.7
2023-01-06,17.566666666666666
2023-01-07,6.8
2023-01-08,5.1
2023-01-09,15.299999999999999
2023-01-10,16.433333333333334
2023-01-11,18.7
2023-01-12,19.833333333333332
2023-01-13,18.133333333333333
2023-01-14,7.366666666666666
2023-01-15,5.1
2023-01-16,7.933333333333334
2023-01-17,17.566666666666666
2023-01-18,18.133333333333333
2023-01-19,16.433333333333334
2023-01-20,16.433333333333334
2023-01-21,6.8
2023-01-22,3.966666666666667
2023-01-23,17.0
2023-01-24,18.133333333333333
2023-01-25,17.566666666666666
2023-01-26,17.566666666666666
2023-01-27,19.833333333333332
2023-01-28,7.366666666666666
2023-01-29,5.1
2023-01-30,17.566666666666666
2023-01-31,19.266666666666666
2023-02-01,20.4
2023-02-02,35.13333333333333
2023-02-03,30.599999999999998
2023-02-04,8.5
2023-02-05,5.666666666666666
2023-02-06,19.266666666666666
2023-02-07,20.4
2023-02-08,18.133333333333333
2023-02-09,19.266666666666666
2023-02-10,16.433333333333334
2023-02-11,6.233333333333333
2023-02-12,4.533333333333333
2023-02-13,15.299999999999999
2023-02-14,17.566666666666666
2023-02-15,17.566666666666666
2023-02-16,16.433333333333334
2023-02-17,15.299999999999999
2023-02-18,5.1
2023-02-19,4.533333333333333
2023-02-20,8.5
2023-02-21,15.866666666666667
2023-02-22,15.299999999999999
2023-02-23,14.733333333333333
2023-02-24,14.166666666666666
2023-02-25,5.1
2023-02-26,3.966666666666667
2023-02-27,13.6
2023-02-28,14.733333333333333
2023-03-01,13.6
2023-03-02,14.733333333333333
2023-03-03,13.6
2023-03-04,5.1
2023-03-05,3.966666666666667
2023-03-06,13.033333333333333
2023-03-07,12.466666666666667
2023-03-08,13.033333333333333
2023-03-09,12.466666666666667
2023-03-10,13.033333333333333
2023-03-11,5.666666666666666
2023-03-12,5.1
2023-03-13,14.733333333333333
2023-03-14,14.733333333333333
2023-03-15,14.733333333333333
2023-03-16,16.433333333333334
2023-03-17,15.299999999999999
2023-03-18,5.1
2023-03-19,3.966666666666667
2023-03-20,15.866666666666667
2023-03-21,15.866666666666667
2023-03-22,15.866666666666667
2023-03-23,15.866666666666667
2023-03-24,13.6
2023-03-25,5.1
2023-03-26,3.966666666666667
2023-03-27,11.9
2023-03-28,12.466666666666667
2023-03-29,14.166666666666666
2023-03-30,14.166666666666666
2023-03-31,14.733333333333333
2023-04-01,5.666666666666666
2023-04-02,4.533333333333333
2023-04-03,13.6
2023-04-04,13.6
2023-04-05,13.033333333333333
2023-04-06,14.166666666666666
2023-04-07,9.066666666666666
2023-04-08,4.533333333333333
2023-04-09,3.966666666666667
2023-04-10,13.033333333333333
2023-04-11,14.166666666666666
2023-04-12,14.166666666666666
2023-04-13,15.299999999999999
2023-04-14,14.166666666666666
2023-04-15,5.666666666666666
2023-04-16,3.966666666666667
2023-04-17,14.166666666666666
2023-04-18,14.166666666666666
2023-04-19,14.733333333333333
2023-04-20,13.6
2023-04-21,15.299999999999999
2023-04-22,5.666666666666666
2023-04-23,4.533333333333333
2023-04-24,15.866666666666667
2023-04-25,15.299999999999999
2023-04-26,18.761866796832628
2023-04-27,27.915571103156523
2023-04-28,30.246778392450373
2023-04-29,6.993621867881549
2023-04-30,4.491289727736197
2023-05-01,15.805076472502442
2023-05-02,14.896160104132768
2023-05-03,15.350618288317605
2023-05-04,14.725035253281266
2023-05-05,13.190535849875257
2023-05-06,5.571330946957371
2023-05-07,3.865706692699859
2023-05-08,13.816118884911596
2023-05-09,13.019410999023755
2023-05-10,15.805076472502442
2023-05-11,17.056242542575117
2023-05-12,14.896160104132768
2023-05-13,5.571330946957371
2023-05-14,3.5823733593665255
2023-05-15,15.179493437466103
2023-05-16,16.430659507538778
2023-05-17,15.976201323353944
2023-05-18,18.136283761796292
2023-05-19,16.601784358390283
2023-05-20,5.571330946957371
2023-05-21,3.865706692699859
2023-05-22,14.896160104132768
2023-05-23,15.179493437466103
2023-05-24,14.725035253281266
2023-05-25,16.601784358390283
2023-05-26,18.481483891962252
2023-05-27,6.844994034060093
2023-05-28,4.791495823842065
2023-05-29,5.13374552554507
2023-05-30,18.481483891962252
2023-05-31,17.112485085150233
2023-06-01,17.796984488556244
2023-06-02,20.877231803883284
2023-06-03,6.844994034060093
2023-06-04,5.13374552554507
2023-06-05,17.454734786853237
2023-06-06,17.454734786853237
2023-06-07,19.16598329536826
2023-06-08,18.481483891962252
2023-06-09,16.77023538344723
2023-06-10,5.475995227248075
2023-06-11,4.106996420436056
2023-06-12,16.427985681744225
2023-06-13,19.508232997071268
2023-06-14,19.16598329536826
2023-06-15,17.796984488556244
2023-06-16,16.427985681744225
2023-06-17,5.475995227248075
2023-06-18,4.449246122139061
2023-06-19,7.529493437466103
2023-06-20,15.40123657663521
2023-06-21,15.40123657663521
2023-06-22,16.77023538344723
2023-06-23,17.796984488556244
2023-06-24,5.475995227248075
2023-06-25,3.7647467187330514
2023-06-26,15.058986874932206
2023-06-27,15.743486278338215
2023-06-28,15.40123657663521
2023-06-29,15.058986874932206
2023-06-30,16.427985681744225
2023-07-01,5.81824492895108
2023-07-02,4.449246122139061
2023-07-03,13.689988068120186
2023-07-04,5.81824492895108
2023-07-05,16.08573598004122
2023-07-06,15.743486278338215
2023-07-07,15.743486278338215
2023-07-08,5.475995227248075
2023-07-09,4.106996420436056
2023-07-10,15.058986874932206
2023-07-11,17.112485085150233
2023-07-12,17.112485085150233
2023-07-13,18.481483891962252
2023-07-14,18.13923419025925
2023-07-15,6.160494630654084
2023-07-16,4.449246122139061
2023-07-17,15.743486278338215
2023-07-18,15.743486278338215
2023-07-19,17.112485085150233
2023-07-20,17.112485085150233
2023-07-21,16.427985681744225
2023-07-22,5.13374552554507
2023-07-23,3.7647467187330514
2023-07-24,15.40123657663521
2023-07-25,16.77023538344723
2023-07-26,17.112485085150233
2023-07-27,15.743486278338215
2023-07-28,15.743486278338215
2023-07-29,5.475995227248075
2023-07-30,4.449246122139061
2023-07-31,16.08573598004122
2023-08-01,15.743486278338215
2023-08-02,15.058986874932206
2023-08-03,26.35322703113136
2023-08-04,34.224970170300466
2023-08-05,8.556242542575117
2023-08-06,5.13374552554507
2023-08-07,20.877231803883284
2023-08-08,17.454734786853237
2023-08-09,16.77023538344723
2023-08-10,15.40123657663521
2023-08-11,13.689988068120186
2023-08-12,4.106996420436056
2023-08-13,3.4224970170300466
2023-08-14,15.058986874932206
2023-08-15,14.032237769823192
2023-08-16,14.032237769823192
2023-08-17,13.689988068120186
2023-08-18,13.689988068120186
2023-08-19,4.791495823842065
2023-08-20,3.7647467187330514
2023-08-21,13.347738366417182
2023-08-22,12.320989261308169
2023-08-23,14.032237769823192
2023-08-24,13.347738366417182
2023-08-25,12.663238963011173
2023-08-26,4.449246122139061
2023-08-27,3.7647467187330514
2023-08-28,11.63648985790216
2023-08-29,13.005488664714177
2023-08-30,13.005488664714177
2023-08-31,13.689988068120186
2023-09-01,13.005488664714177
2023-09-02,4.791495823842065
2023-09-03,3.4224970170300466
2023-09-04,3.7647467187330514
2023-09-05,11.63648985790216
2023-09-06,11.294240156199153
2023-09-07,11.294240156199153
2023-09-08,11.294240156199153
2023-09-09,4.106996420436056
2023-09-10,3.4224970170300466
2023-09-11,14.374487471526196
2023-09-12,14.032237769823192
2023-09-13,14.7167371732292
2023-09-14,15.40123657663521
2023-09-15,12.663238963011173
2023-09-16,4.449246122139061
2023-09-17,3.4224970170300466
2023-09-18,12.320989261308169
2023-09-19,12.663238963011173
2023-09-20,12.663238963011173
2023-09-21,13.347738366417182
2023-09-22,11.63648985790216
2023-09-23,4.449246122139061
2023-09-24,3.080247315327042
2023-09-25,12.663238963011173
2023-09-26,15.40123657663521
2023-09-27,14.7167371732292
2023-09-28,13.347738366417182
2023-09-29,12.320989261308169
2023-09-30,4.449246122139061
2023-10-01,3.4224970170300466
2023-10-02,11.63648985790216
2023-10-03,13.005488664714177
2023-10-04,13.005488664714177
2023-10-05,10.609740752793146
2023-10-06,11.978739559605163
2023-10-07,4.449246122139061
2023-10-08,3.4224970170300466
2023-10-09,10.95199045449615
2023-10-10,13.005488664714177
2023-10-11,12.663238963011173
2023-10-12,13.005488664714177
2023-10-13,10.95199045449615
2023-10-14,4.106996420436056
2023-10-15,3.4224970170300466
2023-10-16,11.63648985790216
2023-10-17,11.978739559605163
2023-10-18,11.294240156199153
2023-10-19,10.609740752793146
2023-10-20,10.609740752793146
2023-10-21,4.106996420436056
2023-10-22,3.080247315327042
2023-10-23,12.320989261308169
2023-10-24,12.663238963011173
2023-10-25,15.058986874932206
2023-10-26,22.930730014101314
2023-10-27,23.957479119210326
2023-10-28,6.160494630654084
2023-10-29,3.7647467187330514
2023-10-30,15.058986874932206
2023-10-31,14.374487471526196
2023-11-01,15.058986874932206
2023-11-02,16.08573598004122
2023-11-03,14.7167371732292
2023-11-04,5.13374552554507
2023-11-05,3.4224970170300466
2023-11-06,14.032237769823192
2023-11-07,15.743486278338215
2023-11-08,16.08573598004122
2023-11-09,14.374487471526196
2023-11-10,14.7167371732292
2023-11-11,5.475995227248075
2023-11-12,3.7647467187330514
2023-11-13,12.663238963011173
2023-11-14,17.112485085150233
2023-11-15,19.16598329536826
2023-11-16,16.08573598004122
2023-11-17,15.743486278338215
2023-11-18,6.160494630654084
2023-11-19,3.7647467187330514
2023-11-20,15.058986874932206
2023-11-21,15.743486278338215
2023-11-22,16.08573598004122
2023-11-23,5.81824492895108
2023-11-24,10.95199045449615
2023-11-25,5.13374552554507
2023-11-26,4.449246122139061
2023-11-27,15.058986874932206
2023-11-28,16.427985681744225
2023-11-29,14.7167371732292
2023-11-30,15.058986874932206
2023-12-01,13.347738366417182
2023-12-02,5.81824492895108
2023-12-03,4.106996420436056
2023-12-04,12.663238963011173
2023-12-05,14.374487471526196
2023-12-06,13.689988068120186
2023-12-07,13.347738366417182
2023-12-08,14.7167371732292
2023-12-09,5.81824492895108
2023-12-10,4.106996420436056
2023-12-11,12.663238963011173
2023-12-12,14.032237769823192
2023-12-13,15.058986874932206
2023-12-14,16.427985681744225
2023-12-15,15.743486278338215
2023-12-16,6.160494630654084
2023-12-17,4.106996420436056
2023-12-18,16.08573598004122
2023-12-19,16.77023538344723
2023-12-20,15.743486278338215
2023-12-21,14.7167371732292
2023-12-22,14.33110370652159
2023-12-23,5.436789158132801
2023-12-24,3.7874026849021236
2023-12-25,3.457525390255988
2023-12-26,12.681717233290913
2023-12-27,14.159978855670088
2023-12-28,13.341471822583184
2023-12-29,13.500224266377817
2023-12-30,5.1069118634866655
2023-12-31,3.457525390255988
2024-01-01,3.6286502411074903
2024-01-02,13.341471822583184
2024-01-03,13.830101561023952
2024-01-04,13.671349117229319
2024-01-05,13.011594527937048
2024-01-06,5.436789158132801
2024-01-07,3.7874026849021236
2024-01-08,12.351839938644778
2024-01-09,13.011594527937048
2024-01-10,14.81973344496236
2024-01-11,15.650612885106131
2024-01-12,13.341471822583184
2024-01-13,4.77703456884053
2024-01-14,3.457525390255988
2024-01-15,5.436789158132801
2024-01-16,11.863210200204009
2024-01-17,13.011594527937048
2024-01-18,12.681717233290913
2024-01-19,13.341471822583184
2024-01-20,5.766666452778937
2024-01-21,4.127563538660462
2024-01-22,13.970215053927717
2024-01-23,13.970215053927717
2024-01-24,16.51025415464185
2024-01-25,15.557739491874049
2024-01-26,13.652710166338451
2024-01-27,5.715087976606794
2024-01-28,4.127563538660462
2024-01-29,13.335205278749186
2024-01-30,15.875244379463316
2024-01-31,14.922729716695518
2024-02-01,25.08288611955204
2024-02-02,31.750488758926632
2024-02-03,10.795166178035055
2024-02-04,5.715087976606794
2024-02-05,16.51025415464185
2024-02-06,15.557739491874049
2024-02-07,14.60522482910625
2024-02-08,14.60522482910625
2024-02-09,14.922729716695518
2024-02-10,7.302612414553125
2024-02-11,5.397583089017528
2024-02-12,13.652710166338451
2024-02-13,14.287719941516984
2024-02-14,14.922729716695518
2024-02-15,14.287719941516984
2024-02-16,13.652710166338451
2024-02-17,5.080078201428261
2024-02-18,3.4925537634819293
2024-02-19,6.350097751785326
2024-02-20,12.700195503570653
2024-02-21,13.970215053927717
2024-02-22,16.827759042231115
2024-02-23,14.922729716695518
2024-02-24,5.715087976606794
2024-02-25,4.127563538660462
2024-02-26,14.287719941516984
2024-02-27,13.652710166338451
2024-02-28,12.382690615981387
2024-02-29,13.652710166338451
2024-03-01,14.287719941516984
2024-03-02,5.715087976606794
2024-03-03,4.445068426249728
2024-03-04,13.970215053927717
2024-03-05,13.652710166338451
2024-03-06,13.017700391159918
2024-03-07,13.652710166338451
2024-03-08,13.335205278749186
2024-03-09,4.7625733138389945
2024-03-10,4.127563538660462
2024-03-11,11.747680840802854
2024-03-12,13.652710166338451
2024-03-13,12.700195503570653
2024-03-14,13.652710166338451
2024-03-15,12.06518572839212
2024-03-16,4.445068426249728
2024-03-17,3.4925537634819293
2024-03-18,13.017700391159918
2024-03-19,13.017700391159918
2024-03-20,13.335205278749186
2024-03-21,14.287719941516984
2024-03-22,11.747680840802854
2024-03-23,5.080078201428261
2024-03-24,3.810058651071196
2024-03-25,12.06518572839212
2024-03-26,12.382690615981387
2024-03-27,12.700195503570653
2024-03-28,12.382690615981387
2024-03-29,7.302612414553125
2024-03-30,4.127563538660462
2024-03-31,3.810058651071196
2024-04-01,11.747680840802854
2024-04-02,11.747680840802854
2024-04-03,13.335205278749186
2024-04-04,13.652710166338451
2024-04-05,13.652710166338451
2024-04-06,5.397583089017528
2024-04-07,3.810058651071196
2024-04-08,12.382690615981387
2024-04-09,12.700195503570653
2024-04-10,12.700195503570653
2024-04-11,15.240234604284783
2024-04-12,14.287719941516984
2024-04-13,5.715087976606794
2024-04-14,3.810058651071196
2024-04-15,12.06518572839212
2024-04-16,13.017700391159918
2024-04-17,12.06518572839212
2024-04-18,12.382690615981387
2024-04-19,12.382690615981387
2024-04-20,4.445068426249728
2024-04-21,3.4925537634819293
2024-04-22,11.11267106562432
2024-04-23,13.017700391159918
2024-04-24,12.382690615981387
2024-04-25,14.60522482910625
2024-04-26,14.922729716695518
2024-04-27,4.7625733138389945
2024-04-28,3.810058651071196
2024-04-29,14.60522482910625
2024-04-30,25.08288611955204
2024-05-01,22.542847018837907
2024-05-02,15.875244379463316
2024-05-03,16.192749267052584
2024-05-04,4.7625733138389945
2024-05-05,3.810058651071196
2024-05-06,13.335205278749186
2024-05-07,13.970215053927717
2024-05-08,12.382690615981387
2024-05-09,13.970215053927717
2024-05-10,12.06518572839212
2024-05-11,4.445068426249728
2024-05-12,3.4925537634819293
2024-05-13,12.700195503570653
2024-05-14,13.970215053927717
2024-05-15,14.922729716695518
2024-05-16,13.017700391159918
2024-05-17,12.382690615981387
2024-05-18,4.7625733138389945
2024-05-19,3.4925537634819293
2024-05-20,11.11267106562432
2024-05-21,12.382690615981387
2024-05-22,12.700195503570653
2024-05-23,12.700195503570653
2024-05-24,11.430175953213588
2024-05-25,4.445068426249728
2024-05-26,2.5400391007141305
2024-05-27,3.810058651071196
2024-05-28,11.430175953213588
2024-05-29,11.430175953213588
2024-05-30,11.11267106562432
2024-05-31,11.747680840802854
2024-06-01,4.445068426249728
2024-06-02,3.4925537634819293
2024-06-03,11.11267106562432
2024-06-04,11.11267106562432
2024-06-05,12.382690615981387
2024-06-06,12.382690615981387
2024-06-07,12.382690615981387
2024-06-08,4.7625733138389945
2024-06-09,3.175048875892663
2024-06-10,11.430175953213588
2024-06-11,12.06518572839212
2024-06-12,14.287719941516984
2024-06-13,12.700195503570653
2024-06-14,11.430175953213588
2024-06-15,4.7625733138389945
2024-06-16,3.4925537634819293
2024-06-17,12.382690615981387
2024-06-18,11.747680840802854
2024-06-19,7.620117302142392
2024-06-20,12.382690615981387
2024-06-21,11.430175953213588
2024-06-22,4.7625733138389945
2024-06-23,3.4925537634819293
2024-06-24,11.747680840802854
2024-06-25,12.06518572839212
2024-06-26,14.60522482910625
2024-06-27,18.415283480177447
2024-06-28,15.557739491874049
2024-06-29,5.397583089017528
2024-06-30,3.175048875892663
2024-07-01,13.652710166338451
2024-07-02,15.557739491874049
2024-07-03,14.922729716695518
2024-07-04,6.350097751785326
2024-07-05,14.60522482910625
2024-07-06,5.715087976606794
2024-07-07,4.127563538660462
2024-07-08,14.922729716695518
2024-07-09,14.922729716695518
2024-07-10,13.970215053927717
2024-07-11,13.970215053927717
2024-07-12,13.335205278749186
2024-07-13,4.127563538660462
2024-07-14,3.4925537634819293
2024-07-15,13.335205278749186
2024-07-16,16.192749267052584
2024-07-17,15.875244379463316
2024-07-18,15.557739491874049
2024-07-19,13.970215053927717
2024-07-20,5.080078201428261
2024-07-21,3.4925537634819293
2024-07-22,12.382690615981387
2024-07-23,13.970215053927717
2024-07-24,14.287719941516984
2024-07-25,14.60522482910625
2024-07-26,12.06518572839212
2024-07-27,4.127563538660462
2024-07-28,3.175048875892663
2024-07-29,11.11267106562432
2024-07-30,12.382690615981387
2024-07-31,13.970215053927717
2024-08-01,21.272827468480845
2024-08-02,28.257934995444703
2024-08-03,8.255127077320925
2024-08-04,5.080078201428261
2024-08-05,28.57543988303397
2024-08-06,23.177856794016442
2024-08-07,18.415283480177447
2024-08-08,15.240234604284783
2024-08-09,13.970215053927717
2024-08-10,4.445068426249728
2024-08-11,3.4925537634819293
2024-08-12,13.017700391159918
2024-08-13,14.60522482910625
2024-08-14,13.970215053927717
2024-08-15,14.922729716695518
2024-08-16,13.652710166338451
2024-08-17,4.7625733138389945
2024-08-18,3.757141169806318
2024-08-19,13.335205278749186
2024-08-20,12.647278022305775
2024-08-21,12.488525578511142
2024-08-22,11.800598322067732
2024-08-23,12.144561950289436
2024-08-24,4.445068426249728
2024-08-25,3.598388726011685
2024-08-26,11.11267106562432
2024-08-27,11.11267106562432
2024-08-28,10.42474380918091
2024-08-29,11.800598322067732
2024-08-30,10.768707437402616
2024-08-31,3.757141169806318
2024-09-01,3.25442509778998
2024-09-02,3.757141169806318
2024-09-03,10.768707437402616
2024-09-04,11.11267106562432
2024-09-05,10.42474380918091
2024-09-06,9.578064108942867
2024-09-07,3.598388726011685
2024-09-08,3.0692139133629075
2024-09-09,9.578064108942867
2024-09-10,10.42474380918091
2024-09-11,10.768707437402616
2024-09-12,12.647278022305775
2024-09-13,12.303314394084069
2024-09-14,4.1011047980280235
2024-09-15,3.25442509778998
2024-09-16,11.11267106562432
2024-09-17,11.85351580333261
2024-09-18,13.335205278749186
2024-09-19,13.335205278749186
2024-09-20,11.85351580333261
2024-09-21,4.074646057395585
2024-09-22,2.9633789508331523
2024-09-23,11.11267106562432
2024-09-24,11.85351580333261
2024-09-25,10.371826327916033
2024-09-26,10.371826327916033
2024-09-27,10.371826327916033
2024-09-28,3.7042236885414406
2024-09-29,2.9633789508331523
2024-09-30,10.00140395906189
2024-10-01,10.00140395906189
2024-10-02,10.00140395906189
