Time,alan_jackson
2022-11-26,268.996282527881
2022-11-27,215.19702602230484
2022-11-28,201.7472118959108
2022-11-29,255.546468401487
2022-11-30,228.64684014869889
2022-12-01,457.29368029739777
2022-12-02,295.89591078066917
2022-12-03,390.0446096654275
2022-12-04,363.1449814126394
2022-12-05,255.546468401487
2022-12-06,242.09665427509293
2022-12-07,94.14869888475837
2022-12-08,53.79925650557621
2022-12-09,53.79925650557621
2022-12-10,53.79925650557621
2022-12-11,94.14869888475837
2022-12-12,53.79925650557621
2022-12-13,40.34944237918216
2022-12-14,40.34944237918216
2022-12-15,40.34944237918216
2022-12-16,40.34944237918216
2022-12-17,53.79925650557621
2022-12-18,40.34944237918216
2022-12-19,40.34944237918216
2022-12-20,40.34944237918216
2022-12-21,40.34944237918216
2022-12-22,40.34944237918216
2022-12-23,40.34944237918216
2022-12-24,40.34944237918216
2022-12-25,53.79925650557621
2022-12-26,40.34944237918216
2022-12-27,40.34944237918216
2022-12-28,40.34944237918216
2022-12-29,40.34944237918216
2022-12-30,26.899628252788105
2022-12-31,40.34944237918216
2023-01-01,40.34944237918216
2023-01-02,40.34944237918216
2023-01-03,26.899628252788105
2023-01-04,26.899628252788105
2023-01-05,26.899628252788105
2023-01-06,26.899628252788105
2023-01-07,40.34944237918216
2023-01-08,26.899628252788105
2023-01-09,26.899628252788105
2023-01-10,26.899628252788105
2023-01-11,26.899628252788105
2023-01-12,26.899628252788105
2023-01-13,26.899628252788105
2023-01-14,26.899628252788105
2023-01-15,40.34944237918216
2023-01-16,26.899628252788105
2023-01-17,26.899628252788105
2023-01-18,26.899628252788105
2023-01-19,26.899628252788105
2023-01-20,26.899628252788105
2023-01-21,26.899628252788105
2023-01-22,26.899628252788105
2023-01-23,26.899628252788105
2023-01-24,26.899628252788105
2023-01-25,26.899628252788105
2023-01-26,26.899628252788105
2023-01-27,26.899628252788105
2023-01-28,26.899628252788105
2023-01-29,26.899628252788105
2023-01-30,26.899628252788105
2023-01-31,26.899628252788105
2023-02-01,26.899628252788105
2023-02-02,26.899628252788105
2023-02-03,26.899628252788105
2023-02-04,40.34944237918216
2023-02-05,40.34944237918216
2023-02-06,26.899628252788105
2023-02-07,26.899628252788105
2023-02-08,26.899628252788105
2023-02-09,26.899628252788105
2023-02-10,26.899628252788105
2023-02-11,26.899628252788105
2023-02-12,26.899628252788105
2023-02-13,13.449814126394052
2023-02-14,13.449814126394052
2023-02-15,13.449814126394052
2023-02-16,26.899628252788105
2023-02-17,26.899628252788105
2023-02-18,26.899628252788105
2023-02-19,40.34944237918216
2023-02-20,26.899628252788105
2023-02-21,26.899628252788105
2023-02-22,26.899628252788105
2023-02-23,26.899628252788105
2023-02-24,26.899628252788105
2023-02-25,40.34944237918216
2023-02-26,40.34944237918216
2023-02-27,26.899628252788105
2023-02-28,26.899628252788105
2023-03-01,26.899628252788105
2023-03-02,26.899628252788105
2023-03-03,26.899628252788105
2023-03-04,26.899628252788105
2023-03-05,40.34944237918216
2023-03-06,13.449814126394052
2023-03-07,13.449814126394052
2023-03-08,26.899628252788105
2023-03-09,26.899628252788105
2023-03-10,26.899628252788105
2023-03-11,40.34944237918216
2023-03-12,26.899628252788105
2023-03-13,13.449814126394052
2023-03-14,26.899628252788105
2023-03-15,26.899628252788105
2023-03-16,13.449814126394052
2023-03-17,26.899628252788105
2023-03-18,26.899628252788105
2023-03-19,26.899628252788105
2023-03-20,26.899628252788105
2023-03-21,26.899628252788105
2023-03-22,26.899628252788105
2023-03-23,26.899628252788105
2023-03-24,26.899628252788105
2023-03-25,26.899628252788105
2023-03-26,40.34944237918216
2023-03-27,26.899628252788105
2023-03-28,26.899628252788105
2023-03-29,26.899628252788105
2023-03-30,26.899628252788105
2023-03-31,26.899628252788105
2023-04-01,26.899628252788105
2023-04-02,26.899628252788105
2023-04-03,26.899628252788105
2023-04-04,26.899628252788105
2023-04-05,26.899628252788105
2023-04-06,26.899628252788105
2023-04-07,40.34944237918216
2023-04-08,26.899628252788105
2023-04-09,40.34944237918216
2023-04-10,26.899628252788105
2023-04-11,26.899628252788105
2023-04-12,13.449814126394052
2023-04-13,26.899628252788105
2023-04-14,26.899628252788105
2023-04-15,26.899628252788105
2023-04-16,26.899628252788105
2023-04-17,26.899628252788105
2023-04-18,26.899628252788105
2023-04-19,26.899628252788105
2023-04-20,26.899628252788105
2023-04-21,26.899628252788105
2023-04-22,40.34944237918216
2023-04-23,40.34944237918216
2023-04-24,26.899628252788105
2023-04-25,26.899628252788105
2023-04-26,25.778810408921935
2023-04-27,25.778810408921935
2023-04-28,28.020446096654275
2023-04-29,41.47026022304833
2023-04-30,68.36988847583643
2023-05-01,29.141263940520446
2023-05-02,24.657992565055764
2023-05-03,25.778810408921935
2023-05-04,26.899628252788105
2023-05-05,26.899628252788105
2023-05-06,41.47026022304833
2023-05-07,51.55762081784387
2023-05-08,25.778810408921935
2023-05-09,29.141263940520446
2023-05-10,29.141263940520446
2023-05-11,38.10780669144982
2023-05-12,42.591078066914505
2023-05-13,51.55762081784387
2023-05-14,51.55762081784387
2023-05-15,38.10780669144982
2023-05-16,29.141263940520446
2023-05-17,26.899628252788105
2023-05-18,28.020446096654275
2023-05-19,29.141263940520446
2023-05-20,29.141263940520446
2023-05-21,38.10780669144982
2023-05-22,26.899628252788105
2023-05-23,26.899628252788105
2023-05-24,29.141263940520446
2023-05-25,26.899628252788105
2023-05-26,24.657992565055764
2023-05-27,33.624535315985135
2023-05-28,40.34944237918216
2023-05-29,40.34944237918216
2023-05-30,29.14126394052045
2023-05-31,24.657992565055764
2023-06-01,26.899628252788105
2023-06-02,26.899628252788105
2023-06-03,33.624535315985135
2023-06-04,40.34944237918216
2023-06-05,33.624535315985135
2023-06-06,29.14126394052045
2023-06-07,29.14126394052045
2023-06-08,31.38289962825279
2023-06-09,33.624535315985135
2023-06-10,38.10780669144982
2023-06-11,38.10780669144982
2023-06-12,24.657992565055764
2023-06-13,24.657992565055764
2023-06-14,31.38289962825279
2023-06-15,24.657992565055764
2023-06-16,26.899628252788105
2023-06-17,33.624535315985135
2023-06-18,42.591078066914505
2023-06-19,24.657992565055764
2023-06-20,24.657992565055764
2023-06-21,22.416356877323423
2023-06-22,22.416356877323423
2023-06-23,26.899628252788105
2023-06-24,33.624535315985135
2023-06-25,35.866171003717476
2023-06-26,26.899628252788105
2023-06-27,22.416356877323423
2023-06-28,22.416356877323423
2023-06-29,24.657992565055764
2023-06-30,29.14126394052045
2023-07-01,35.866171003717476
2023-07-02,38.10780669144982
2023-07-03,33.624535315985135
2023-07-04,58.2825278810409
2023-07-05,29.14126394052045
2023-07-06,29.14126394052045
2023-07-07,31.38289962825279
2023-07-08,38.10780669144982
2023-07-09,35.866171003717476
2023-07-10,26.899628252788105
2023-07-11,24.657992565055764
2023-07-12,24.657992565055764
2023-07-13,22.416356877323423
2023-07-14,26.899628252788105
2023-07-15,40.34944237918216
2023-07-16,35.866171003717476
2023-07-17,26.899628252788105
2023-07-18,22.416356877323423
2023-07-19,35.866171003717476
2023-07-20,35.866171003717476
2023-07-21,31.38289962825279
2023-07-22,35.866171003717476
2023-07-23,35.866171003717476
2023-07-24,35.866171003717476
2023-07-25,35.866171003717476
2023-07-26,33.624535315985135
2023-07-27,29.14126394052045
2023-07-28,31.38289962825279
2023-07-29,33.624535315985135
2023-07-30,42.591078066914505
2023-07-31,31.38289962825279
2023-08-01,31.38289962825279
2023-08-02,29.14126394052045
2023-08-03,33.624535315985135
2023-08-04,26.899628252788105
2023-08-05,35.866171003717476
2023-08-06,33.624535315985135
2023-08-07,22.416356877323423
2023-08-08,22.416356877323423
2023-08-09,65.00743494423793
2023-08-10,40.34944237918216
2023-08-11,33.624535315985135
2023-08-12,38.10780669144982
2023-08-13,40.34944237918216
2023-08-14,29.14126394052045
2023-08-15,26.899628252788105
2023-08-16,26.899628252788105
2023-08-17,29.14126394052045
2023-08-18,29.14126394052045
2023-08-19,38.10780669144982
2023-08-20,51.55762081784387
2023-08-21,31.38289962825279
2023-08-22,31.38289962825279
2023-08-23,31.38289962825279
2023-08-24,31.38289962825279
2023-08-25,38.10780669144982
2023-08-26,40.34944237918216
2023-08-27,42.591078066914505
2023-08-28,31.38289962825279
2023-08-29,29.14126394052045
2023-08-30,38.10780669144982
2023-08-31,49.31598513011153
2023-09-01,35.866171003717476
2023-09-02,127.7732342007435
2023-09-03,89.66542750929369
2023-09-04,73.97397769516729
2023-09-05,60.52416356877324
2023-09-06,47.07434944237919
2023-09-07,40.34944237918216
2023-09-08,33.624535315985135
2023-09-09,38.10780669144982
2023-09-10,40.34944237918216
2023-09-11,51.55762081784387
2023-09-12,31.38289962825279
2023-09-13,26.899628252788105
2023-09-14,35.866171003717476
2023-09-15,31.38289962825279
2023-09-16,40.34944237918216
2023-09-17,35.866171003717476
2023-09-18,26.899628252788105
2023-09-19,26.899628252788105
2023-09-20,29.14126394052045
2023-09-21,29.14126394052045
2023-09-22,29.14126394052045
2023-09-23,38.10780669144982
2023-09-24,47.07434944237919
2023-09-25,31.38289962825279
2023-09-26,24.657992565055764
2023-09-27,22.416356877323423
2023-09-28,24.657992565055764
2023-09-29,38.10780669144982
2023-09-30,33.624535315985135
2023-10-01,31.38289962825279
2023-10-02,22.416356877323423
2023-10-03,31.38289962825279
2023-10-04,24.657992565055764
2023-10-05,24.657992565055764
2023-10-06,29.14126394052045
2023-10-07,29.14126394052045
2023-10-08,35.866171003717476
2023-10-09,22.416356877323423
2023-10-10,26.899628252788105
2023-10-11,35.866171003717476
2023-10-12,31.38289962825279
2023-10-13,33.624535315985135
2023-10-14,38.10780669144982
2023-10-15,33.624535315985135
2023-10-16,24.657992565055764
2023-10-17,35.866171003717476
2023-10-18,35.866171003717476
2023-10-19,29.14126394052045
2023-10-20,26.899628252788105
2023-10-21,31.38289962825279
2023-10-22,26.899628252788105
2023-10-23,17.933085501858738
2023-10-24,20.17472118959108
2023-10-25,20.17472118959108
2023-10-26,22.416356877323423
2023-10-27,29.14126394052045
2023-10-28,26.899628252788105
2023-10-29,31.38289962825279
2023-10-30,20.17472118959108
2023-10-31,20.17472118959108
2023-11-01,22.416356877323423
2023-11-02,20.17472118959108
2023-11-03,22.416356877323423
2023-11-04,31.38289962825279
2023-11-05,26.899628252788105
2023-11-06,22.416356877323423
2023-11-07,24.657992565055764
2023-11-08,24.657992565055764
2023-11-09,224.16356877323423
2023-11-10,183.81412639405207
2023-11-11,73.97397769516729
2023-11-12,44.832713754646846
2023-11-13,26.899628252788105
2023-11-14,20.17472118959108
2023-11-15,22.416356877323423
2023-11-16,24.657992565055764
2023-11-17,22.416356877323423
2023-11-18,31.38289962825279
2023-11-19,26.899628252788105
2023-11-20,20.17472118959108
2023-11-21,22.416356877323423
2023-11-22,22.416356877323423
2023-11-23,31.38289962825279
2023-11-24,24.657992565055764
2023-11-25,29.14126394052045
2023-11-26,29.14126394052045
2023-11-27,17.933085501858738
2023-11-28,20.17472118959108
2023-11-29,17.933085501858738
2023-11-30,20.17472118959108
2023-12-01,20.17472118959108
2023-12-02,24.657992565055764
2023-12-03,26.899628252788105
2023-12-04,24.657992565055764
2023-12-05,31.38289962825279
2023-12-06,24.657992565055764
2023-12-07,22.416356877323423
2023-12-08,22.416356877323423
2023-12-09,29.14126394052045
2023-12-10,29.14126394052045
2023-12-11,17.933085501858738
2023-12-12,20.17472118959108
2023-12-13,17.933085501858738
2023-12-14,20.17472118959108
2023-12-15,24.657992565055764
2023-12-16,26.899628252788105
2023-12-17,26.899628252788105
2023-12-18,22.416356877323423
2023-12-19,20.17472118959108
2023-12-20,15.691449814126395
2023-12-21,24.657992565055764
2023-12-22,24.43515934387169
2023-12-23,29.09802764387279
2023-12-24,36.09233009387445
2023-12-25,38.423764243875
2023-12-26,26.76659349387224
2023-12-27,19.772291043870585
2023-12-28,24.43515934387169
2023-12-29,33.7608959438739
2023-12-30,31.429461793873344
2023-12-31,40.755198393875546
2024-01-01,40.755198393875546
2024-01-02,22.103725193871135
2024-01-03,16.320039050003864
2024-01-04,20.982907350004965
2024-01-05,19.772291043870585
2024-01-06,25.64577565000607
2024-01-07,22.103725193871135
2024-01-08,15.10942274386948
2024-01-09,15.10942274386948
2024-01-10,16.320039050003864
2024-01-11,16.320039050003864
2024-01-12,20.982907350004965
2024-01-13,19.772291043870585
2024-01-14,17.440856893870034
2024-01-15,13.98860490000331
2024-01-16,15.10942274386948
2024-01-17,16.320039050003864
2024-01-18,13.98860490000331
2024-01-19,17.440856893870034
2024-01-20,24.43515934387169
2024-01-21,21.79109351041885
2024-01-22,19.36986089815009
2024-01-23,19.36986089815009
2024-01-24,19.36986089815009
2024-01-25,33.89725657176266
2024-01-26,21.79109351041885
2024-01-27,26.633558734956374
2024-01-28,24.212326122687614
2024-01-29,16.94862828588133
2024-01-30,16.94862828588133
2024-01-31,16.94862828588133
2024-02-01,19.36986089815009
2024-02-02,16.94862828588133
2024-02-03,26.633558734956374
2024-02-04,29.054791347225134
2024-02-05,19.36986089815009
2024-02-06,65.37328053125655
2024-02-07,48.42465224537523
2024-02-08,36.31848918403142
2024-02-09,33.89725657176266
2024-02-10,48.42465224537523
2024-02-11,38.73972179630018
2024-02-12,21.79109351041885
2024-02-13,21.79109351041885
2024-02-14,21.79109351041885
2024-02-15,21.79109351041885
2024-02-16,21.79109351041885
2024-02-17,29.054791347225134
2024-02-18,24.212326122687614
2024-02-19,19.36986089815009
2024-02-20,16.94862828588133
2024-02-21,16.94862828588133
2024-02-22,16.94862828588133
2024-02-23,21.79109351041885
2024-02-24,29.054791347225134
2024-02-25,26.633558734956374
2024-02-26,19.36986089815009
2024-02-27,19.36986089815009
2024-02-28,19.36986089815009
2024-02-29,16.94862828588133
2024-03-01,19.36986089815009
2024-03-02,26.633558734956374
2024-03-03,31.476023959493897
2024-03-04,19.36986089815009
2024-03-05,19.36986089815009
2024-03-06,16.94862828588133
2024-03-07,16.94862828588133
2024-03-08,24.212326122687614
2024-03-09,26.633558734956374
2024-03-10,24.212326122687614
2024-03-11,16.94862828588133
2024-03-12,19.36986089815009
2024-03-13,21.79109351041885
2024-03-14,19.36986089815009
2024-03-15,26.633558734956374
2024-03-16,29.054791347225134
2024-03-17,33.89725657176266
2024-03-18,16.94862828588133
2024-03-19,19.36986089815009
2024-03-20,16.94862828588133
2024-03-21,21.79109351041885
2024-03-22,19.36986089815009
2024-03-23,24.212326122687614
2024-03-24,26.633558734956374
2024-03-25,19.36986089815009
2024-03-26,16.94862828588133
2024-03-27,16.94862828588133
2024-03-28,21.79109351041885
2024-03-29,29.054791347225134
2024-03-30,33.89725657176266
2024-03-31,38.73972179630018
2024-04-01,24.212326122687614
2024-04-02,21.79109351041885
2024-04-03,16.94862828588133
2024-04-04,19.36986089815009
2024-04-05,26.633558734956374
2024-04-06,21.79109351041885
2024-04-07,29.054791347225134
2024-04-08,21.79109351041885
2024-04-09,19.36986089815009
2024-04-10,21.79109351041885
2024-04-11,19.36986089815009
2024-04-12,16.94862828588133
2024-04-13,24.212326122687614
2024-04-14,26.633558734956374
2024-04-15,19.36986089815009
2024-04-16,19.36986089815009
2024-04-17,21.79109351041885
2024-04-18,21.79109351041885
2024-04-19,21.79109351041885
2024-04-20,29.054791347225134
2024-04-21,29.054791347225134
2024-04-22,19.36986089815009
2024-04-23,21.79109351041885
2024-04-24,16.94862828588133
2024-04-25,19.36986089815009
2024-04-26,19.36986089815009
2024-04-27,26.633558734956374
2024-04-28,29.054791347225134
2024-04-29,19.36986089815009
2024-04-30,19.36986089815009
2024-05-01,19.36986089815009
2024-05-02,19.36986089815009
2024-05-03,26.633558734956374
2024-05-04,24.212326122687614
2024-05-05,26.633558734956374
2024-05-06,16.94862828588133
2024-05-07,19.36986089815009
2024-05-08,14.527395673612567
2024-05-09,21.79109351041885
2024-05-10,19.36986089815009
2024-05-11,24.212326122687614
2024-05-12,33.89725657176266
2024-05-13,24.212326122687614
2024-05-14,21.79109351041885
2024-05-15,24.212326122687614
2024-05-16,24.212326122687614
2024-05-17,26.633558734956374
2024-05-18,36.31848918403142
2024-05-19,31.476023959493897
2024-05-20,21.79109351041885
2024-05-21,26.633558734956374
2024-05-22,24.212326122687614
2024-05-23,21.79109351041885
2024-05-24,26.633558734956374
2024-05-25,33.89725657176266
2024-05-26,33.89725657176266
2024-05-27,31.476023959493897
2024-05-28,24.212326122687614
2024-05-29,19.36986089815009
2024-05-30,116.21916538890054
2024-05-31,220.3321677164573
2024-06-01,145.27395673612568
2024-06-02,108.95546755209426
2024-06-03,70.21574575579407
2024-06-04,55.68835008218151
2024-06-05,50.84588485764399
2024-06-06,58.10958269445027
2024-06-07,75.0582109803316
2024-06-08,65.37328053125655
2024-06-09,62.952047918987795
2024-06-10,43.5821870208377
2024-06-11,38.73972179630018
2024-06-12,50.84588485764399
2024-06-13,46.00341963310647
2024-06-14,38.73972179630018
2024-06-15,50.84588485764399
2024-06-16,53.26711746991275
2024-06-17,46.00341963310647
2024-06-18,33.89725657176266
2024-06-19,36.31848918403142
2024-06-20,33.89725657176266
2024-06-21,38.73972179630018
2024-06-22,60.530815306719035
2024-06-23,46.00341963310647
2024-06-24,33.89725657176266
2024-06-25,43.5821870208377
2024-06-26,46.00341963310647
2024-06-27,43.5821870208377
2024-06-28,67.79451314352532
2024-06-29,84.74314142940665
2024-06-30,58.10958269445027
2024-07-01,43.5821870208377
2024-07-02,36.31848918403142
2024-07-03,46.00341963310647
2024-07-04,213.068469879651
2024-07-05,232.43833077780107
2024-07-06,242.12326122687614
2024-07-07,106.5342349398255
2024-07-08,33.89725657176266
2024-07-09,29.054791347225134
2024-07-10,29.054791347225134
2024-07-11,26.633558734956374
2024-07-12,29.054791347225134
2024-07-13,36.31848918403142
2024-07-14,29.054791347225134
2024-07-15,21.79109351041885
2024-07-16,24.212326122687614
2024-07-17,26.633558734956374
2024-07-18,26.633558734956374
2024-07-19,29.054791347225134
2024-07-20,38.73972179630018
2024-07-21,33.89725657176266
2024-07-22,26.633558734956374
2024-07-23,29.054791347225134
2024-07-24,24.212326122687614
2024-07-25,24.212326122687614
2024-07-26,31.476023959493897
2024-07-27,36.31848918403142
2024-07-28,36.31848918403142
2024-07-29,24.212326122687614
2024-07-30,24.212326122687614
2024-07-31,24.212326122687614
2024-08-01,29.054791347225134
2024-08-02,41.16095440856894
2024-08-03,53.26711746991275
2024-08-04,38.73972179630018
2024-08-05,21.79109351041885
2024-08-06,24.212326122687614
2024-08-07,24.212326122687614
2024-08-08,24.212326122687614
2024-08-09,26.633558734956374
2024-08-10,33.89725657176266
2024-08-11,33.89725657176266
2024-08-12,21.79109351041885
2024-08-13,21.79109351041885
2024-08-14,21.79109351041885
2024-08-15,24.212326122687614
2024-08-16,24.212326122687614
2024-08-17,29.054791347225134
2024-08-18,34.26044146360297
2024-08-19,21.912155141032287
2024-08-20,21.912155141032287
2024-08-21,24.696572645141366
2024-08-22,23.12277144716667
2024-08-23,31.476023959493897
2024-08-24,50.603761596417115
2024-08-25,50.603761596417115
2024-08-26,27.48099014925044
2024-08-27,21.912155141032287
2024-08-28,25.907188951275746
2024-08-29,38.25547527384643
2024-08-30,34.26044146360297
2024-08-31,34.26044146360297
2024-09-01,35.47105776973736
2024-09-02,32.68664026562828
2024-09-03,21.912155141032287
2024-09-04,20.338353943057594
2024-09-05,16.34332013281414
2024-09-06,19.127737636923214
2024-09-07,31.476023959493897
2024-09-08,27.48099014925044
2024-09-09,17.917121330788834
2024-09-10,19.127737636923214
2024-09-11,38.25547527384643
2024-09-12,31.476023959493897
2024-09-13,24.696572645141366
2024-09-14,31.476023959493897
2024-09-15,27.48099014925044
2024-09-16,19.127737636923214
2024-09-17,18.88561437569634
2024-09-18,22.033216771645726
2024-09-19,18.88561437569634
2024-09-20,18.88561437569634
2024-09-21,25.180819167595118
2024-09-22,28.32842156354451
