Time,gamestop
2023-12-29,63.32051121050489
2023-12-30,62.45911556389798
2023-12-31,59.94251611276216
2024-01-01,53.18652591727671
2024-01-02,43.05254062404853
2024-01-03,44.741538172919896
2024-01-04,39.674545526305806
2024-01-05,41.36354307517717
2024-01-06,48.11953327066263
2024-01-07,48.11953327066263
2024-01-08,32.918555330820354
2024-01-09,31.22955778194899
2024-01-10,29.540560233077628
2024-01-11,32.918555330820354
2024-01-12,37.157946075169995
2024-01-13,48.11953327066263
2024-01-14,43.05254062404853
2024-01-15,37.98554797743444
2024-01-16,29.540560233077628
2024-01-17,29.540560233077628
2024-01-18,31.22955778194899
2024-01-19,33.77995097742726
2024-01-20,44.741538172919896
2024-01-21,46.34570652680915
2024-01-22,41.38009511322246
2024-01-23,44.69050272228026
2024-01-24,41.38009511322246
2024-01-25,41.38009511322246
2024-01-26,44.69050272228026
2024-01-27,54.62172554945364
2024-01-28,52.96652174492475
2024-01-29,34.759279895106864
2024-01-30,33.10407609057797
2024-01-31,33.10407609057797
2024-02-01,33.10407609057797
2024-02-02,41.38009511322246
2024-02-03,46.34570652680915
2024-02-04,48.000910331338055
2024-02-05,29.79366848152017
2024-02-06,29.79366848152017
2024-02-07,29.79366848152017
2024-02-08,29.79366848152017
2024-02-09,34.759279895106864
2024-02-10,44.69050272228026
2024-02-11,39.72489130869356
2024-02-12,26.483260872462374
2024-02-13,28.138464676991273
2024-02-14,31.44887228604907
2024-02-15,29.79366848152017
2024-02-16,38.06968750416466
2024-02-17,48.000910331338055
2024-02-18,51.31131794039585
2024-02-19,38.06968750416466
2024-02-20,31.44887228604907
2024-02-21,33.10407609057797
2024-02-22,41.38009511322246
2024-02-23,44.69050272228026
2024-02-24,48.000910331338055
2024-02-25,46.34570652680915
2024-02-26,33.10407609057797
2024-02-27,31.44887228604907
2024-02-28,34.759279895106864
2024-02-29,36.41448369963577
2024-03-01,36.41448369963577
2024-03-02,46.34570652680915
2024-03-03,46.34570652680915
2024-03-04,31.44887228604907
2024-03-05,31.44887228604907
2024-03-06,28.138464676991273
2024-03-07,29.79366848152017
2024-03-08,34.759279895106864
2024-03-09,46.34570652680915
2024-03-10,54.62172554945364
2024-03-11,31.44887228604907
2024-03-12,28.138464676991273
2024-03-13,29.79366848152017
2024-03-14,28.138464676991273
2024-03-15,33.10407609057797
2024-03-16,41.38009511322246
2024-03-17,41.38009511322246
2024-03-18,28.138464676991273
2024-03-19,28.138464676991273
2024-03-20,28.138464676991273
2024-03-21,29.79366848152017
2024-03-22,38.06968750416466
2024-03-23,46.34570652680915
2024-03-24,41.38009511322246
2024-03-25,29.79366848152017
2024-03-26,29.79366848152017
2024-03-27,31.44887228604907
2024-03-28,31.44887228604907
2024-03-29,34.759279895106864
2024-03-30,39.72489130869356
2024-03-31,41.38009511322246
2024-04-01,31.44887228604907
2024-04-02,26.483260872462374
2024-04-03,28.138464676991273
2024-04-04,28.138464676991273
2024-04-05,31.44887228604907
2024-04-06,36.41448369963577
2024-04-07,34.759279895106864
2024-04-08,24.828057067933475
2024-04-09,24.828057067933475
2024-04-10,24.828057067933475
2024-04-11,24.828057067933475
2024-04-12,26.483260872462374
2024-04-13,36.41448369963577
2024-04-14,36.41448369963577
2024-04-15,24.828057067933475
2024-04-16,24.828057067933475
2024-04-17,24.828057067933475
2024-04-18,26.483260872462374
2024-04-19,26.483260872462374
2024-04-20,36.41448369963577
2024-04-21,38.06968750416466
2024-04-22,24.828057067933475
2024-04-23,24.828057067933475
2024-04-24,23.172853263404576
2024-04-25,26.483260872462374
2024-04-26,28.138464676991273
2024-04-27,36.41448369963577
2024-04-28,36.41448369963577
2024-04-29,23.172853263404576
2024-04-30,24.828057067933475
2024-05-01,23.172853263404576
2024-05-02,24.828057067933475
2024-05-03,28.138464676991273
2024-05-04,36.41448369963577
2024-05-05,36.41448369963577
2024-05-06,24.828057067933475
2024-05-07,23.172853263404576
2024-05-08,24.828057067933475
2024-05-09,24.828057067933475
2024-05-10,28.138464676991273
2024-05-11,33.10407609057797
2024-05-12,34.759279895106864
2024-05-13,104.2778396853206
2024-05-14,165.52038045288984
2024-05-15,102.6226358807917
2024-05-16,54.62172554945364
2024-05-17,48.000910331338055
2024-05-18,49.65611413586695
2024-05-19,43.035298917751355
2024-05-20,36.41448369963577
2024-05-21,34.759279895106864
2024-05-22,33.10407609057797
2024-05-23,36.41448369963577
2024-05-24,36.41448369963577
2024-05-25,41.38009511322246
2024-05-26,41.38009511322246
2024-05-27,41.38009511322246
2024-05-28,36.41448369963577
2024-05-29,31.44887228604907
2024-05-30,33.10407609057797
2024-05-31,36.41448369963577
2024-06-01,39.72489130869356
2024-06-02,41.38009511322246
2024-06-03,92.6914130536183
2024-06-04,61.24254076756924
2024-06-05,44.69050272228026
2024-06-06,62.89774457209814
2024-06-07,127.45069294872518
2024-06-08,61.24254076756924
2024-06-09,57.93213315851144
2024-06-10,54.62172554945364
2024-06-11,56.276929353982545
2024-06-12,49.65611413586695
2024-06-13,54.62172554945364
2024-06-14,49.65611413586695
2024-06-15,46.34570652680915
2024-06-16,43.035298917751355
2024-06-17,46.34570652680915
2024-06-18,39.72489130869356
2024-06-19,36.41448369963577
2024-06-20,34.759279895106864
2024-06-21,38.06968750416466
2024-06-22,41.38009511322246
2024-06-23,41.38009511322246
2024-06-24,34.759279895106864
2024-06-25,33.10407609057797
2024-06-26,33.10407609057797
2024-06-27,34.759279895106864
2024-06-28,38.06968750416466
2024-06-29,48.000910331338055
2024-06-30,41.38009511322246
2024-07-01,41.38009511322246
2024-07-02,48.000910331338055
2024-07-03,38.06968750416466
2024-07-04,39.72489130869356
2024-07-05,38.06968750416466
2024-07-06,39.72489130869356
2024-07-07,39.72489130869356
2024-07-08,34.759279895106864
2024-07-09,33.10407609057797
2024-07-10,36.41448369963577
2024-07-11,36.41448369963577
2024-07-12,36.41448369963577
2024-07-13,43.035298917751355
2024-07-14,48.000910331338055
2024-07-15,43.035298917751355
2024-07-16,46.34570652680915
2024-07-17,44.69050272228026
2024-07-18,44.69050272228026
2024-07-19,54.62172554945364
2024-07-20,54.62172554945364
2024-07-21,44.69050272228026
2024-07-22,38.06968750416466
2024-07-23,34.759279895106864
2024-07-24,33.10407609057797
2024-07-25,36.41448369963577
2024-07-26,36.41448369963577
2024-07-27,38.06968750416466
2024-07-28,38.06968750416466
2024-07-29,31.44887228604907
2024-07-30,31.44887228604907
2024-07-31,31.44887228604907
2024-08-01,31.44887228604907
2024-08-02,36.41448369963577
2024-08-03,41.38009511322246
2024-08-04,41.38009511322246
2024-08-05,31.44887228604907
2024-08-06,31.44887228604907
2024-08-07,31.44887228604907
2024-08-08,33.10407609057797
2024-08-09,33.10407609057797
2024-08-10,36.41448369963577
2024-08-11,38.06968750416466
2024-08-12,28.138464676991273
2024-08-13,28.138464676991273
2024-08-14,28.138464676991273
2024-08-15,31.44887228604907
2024-08-16,34.759279895106864
2024-08-17,38.06968750416466
2024-08-18,40.552493210958005
2024-08-19,29.79366848152017
2024-08-20,28.138464676991273
2024-08-21,29.79366848152017
2024-08-22,28.966066579255724
2024-08-23,31.44887228604907
2024-08-24,38.06968750416466
2024-08-25,39.72489130869356
2024-08-26,27.31086277472682
2024-08-27,26.483260872462374
2024-08-28,34.759279895106864
2024-08-29,41.38009511322246
2024-08-30,40.552493210958005
2024-08-31,43.035298917751355
2024-09-01,57.10453125624699
2024-09-02,45.518104624544705
2024-09-03,33.10407609057797
2024-09-04,33.10407609057797
2024-09-05,31.44887228604907
2024-09-06,34.759279895106864
2024-09-07,41.38009511322246
2024-09-08,37.242085601900214
2024-09-09,29.79366848152017
2024-09-10,32.27647418831352
2024-09-11,29.79366848152017
2024-09-12,32.27647418831352
2024-09-13,33.93167799284242
2024-09-14,40.552493210958005
2024-09-15,38.06968750416466
2024-09-16,26.483260872462374
2024-09-17,24.828057067933475
2024-09-18,24.828057067933475
2024-09-19,26.483260872462374
2024-09-20,31.44887228604907
2024-09-21,38.06968750416466
2024-09-22,36.41448369963577
