Time,sephora
2024-09-29,76.227203283829
2024-09-30,57.17040246287174
2024-10-01,62.61520269743096
2024-10-02,57.17040246287174
2024-10-03,59.892802580151354
2024-10-04,59.892802580151354
2024-10-05,73.50480316654938
2024-10-06,70.78240304926977
2024-10-07,54.44800234559214
2024-10-08,54.44800234559214
2024-10-09,54.44800234559214
2024-10-10,57.17040246287174
2024-10-11,62.61520269743096
2024-10-12,78.9496034011086
2024-10-13,70.78240304926977
2024-10-14,65.33760281471056
2024-10-15,57.17040246287174
2024-10-16,57.17040246287174
2024-10-17,57.17040246287174
2024-10-18,65.33760281471056
2024-10-19,73.50480316654938
2024-10-20,76.227203283829
2024-10-21,62.61520269743096
2024-10-22,59.892802580151354
2024-10-23,59.892802580151354
2024-10-24,59.892802580151354
2024-10-25,68.06000293199017
2024-10-26,84.39440363566781
2024-10-27,84.39440363566781
2024-10-28,70.78240304926977
2024-10-29,73.50480316654938
2024-10-30,70.78240304926977
2024-10-31,70.78240304926977
2024-11-01,144.28720621581917
2024-11-02,160.6216069194968
2024-11-03,144.28720621581917
2024-11-04,106.17360457390467
2024-11-05,119.78560516030271
2024-11-06,76.227203283829
2024-11-07,108.89600469118427
2024-11-08,111.61840480846388
2024-11-09,141.56480609853955
2024-11-10,157.8992068022172
2024-11-11,144.28720621581917
2024-11-12,111.61840480846388
2024-11-13,73.50480316654938
2024-11-14,73.50480316654938
2024-11-15,70.78240304926977
2024-11-16,89.83920387022702
2024-11-17,100.72880433934546
2024-11-18,76.227203283829
2024-11-19,70.78240304926977
2024-11-20,70.78240304926977
2024-11-21,73.50480316654938
2024-11-22,84.39440363566781
2024-11-23,98.00640422206584
2024-11-24,119.78560516030271
2024-11-25,106.17360457390467
2024-11-26,106.17360457390467
2024-11-27,119.78560516030271
2024-11-28,127.95280551214152
2024-11-29,272.2400117279607
2024-11-30,185.12320797501326
2024-12-01,144.28720621581917
2024-12-02,130.67520562942113
2024-12-03,108.89600469118427
2024-12-04,78.9496034011086
2024-12-05,76.227203283829
2024-12-06,103.45120445662506
2024-12-07,130.67520562942113
2024-12-08,125.23040539486192
2024-12-09,92.56160398750663
2024-12-10,98.00640422206584
2024-12-11,100.72880433934546
2024-12-12,98.00640422206584
2024-12-13,106.17360457390467
2024-12-14,141.56480609853955
2024-12-15,147.00960633309876
2024-12-16,119.78560516030271
2024-12-17,114.34080492574348
2024-12-18,108.89600469118427
2024-12-19,117.06320504302309
2024-12-20,127.95280551214152
2024-12-21,155.1768066849376
2024-12-22,166.066407154056
2024-12-23,157.8992068022172
2024-12-24,176.95600762317446
2024-12-25,117.06320504302309
2024-12-26,160.6216069194968
2024-12-27,138.84240598125996
2024-12-28,125.23040539486192
2024-12-29,117.06320504302309
2024-12-30,95.28400410478623
2024-12-31,95.28400410478623
2025-01-01,92.56160398750663
2025-01-02,89.83920387022702
2025-01-03,89.83920387022702
2025-01-04,92.56160398750663
2025-01-05,87.11680375294742
2025-01-06,65.33760281471056
2025-01-07,62.61520269743096
2025-01-08,51.72560222831253
2025-01-09,57.17040246287174
2025-01-10,57.17040246287174
2025-01-11,76.227203283829
2025-01-12,70.78240304926977
2025-01-13,54.44800234559214
2025-01-14,54.44800234559214
2025-01-15,51.72560222831253
2025-01-16,54.44800234559214
2025-01-17,59.892802580151354
2025-01-18,68.06000293199017
2025-01-19,65.33760281471056
2025-01-20,62.61520269743096
2025-01-21,49.00320211103292
2025-01-22,54.44800234559214
2025-01-23,51.72560222831253
2025-01-24,54.44800234559214
2025-01-25,70.78240304926977
2025-01-26,62.61520269743096
2025-01-27,54.44800234559214
2025-01-28,51.72560222831253
2025-01-29,49.00320211103292
2025-01-30,49.00320211103292
2025-01-31,59.892802580151354
2025-02-01,68.06000293199017
2025-02-02,73.50480316654938
2025-02-03,49.00320211103292
2025-02-04,49.00320211103292
2025-02-05,49.00320211103292
2025-02-06,54.44800234559214
2025-02-07,62.61520269743096
2025-02-08,68.06000293199017
2025-02-09,65.33760281471056
2025-02-10,49.00320211103292
2025-02-11,51.72560222831253
2025-02-12,54.44800234559214
2025-02-13,62.61520269743096
2025-02-14,68.06000293199017
2025-02-15,68.06000293199017
2025-02-16,73.50480316654938
2025-02-17,65.33760281471056
2025-02-18,51.72560222831253
2025-02-19,54.44800234559214
2025-02-20,54.44800234559214
2025-02-21,62.61520269743096
2025-02-22,68.06000293199017
2025-02-23,73.50480316654938
2025-02-24,54.44800234559214
2025-02-25,49.00320211103292
2025-02-26,54.44800234559214
2025-02-27,54.44800234559214
2025-02-28,54.44800234559214
2025-03-01,76.227203283829
2025-03-02,73.50480316654938
2025-03-03,51.72560222831253
2025-03-04,51.72560222831253
2025-03-05,51.72560222831253
2025-03-06,54.44800234559214
2025-03-07,57.17040246287174
2025-03-08,76.227203283829
2025-03-09,76.227203283829
2025-03-10,54.44800234559214
2025-03-11,54.44800234559214
2025-03-12,54.44800234559214
2025-03-13,51.72560222831253
2025-03-14,59.892802580151354
2025-03-15,73.50480316654938
2025-03-16,81.67200351838821
2025-03-17,59.892802580151354
2025-03-18,57.17040246287174
2025-03-19,54.44800234559214
2025-03-20,59.892802580151354
2025-03-21,65.33760281471056
2025-03-22,78.9496034011086
2025-03-23,89.83920387022702
2025-03-24,65.33760281471056
2025-03-25,62.61520269743096
2025-03-26,62.61520269743096
2025-03-27,57.17040246287174
2025-03-28,68.06000293199017
2025-03-29,87.11680375294742
2025-03-30,81.67200351838821
2025-03-31,68.06000293199017
2025-04-01,70.78240304926977
2025-04-02,70.78240304926977
2025-04-03,84.39440363566781
2025-04-04,144.28720621581917
2025-04-05,152.454406567658
2025-04-06,133.39760574670075
2025-04-07,95.28400410478623
2025-04-08,103.45120445662506
2025-04-09,95.28400410478623
2025-04-10,89.83920387022702
2025-04-11,98.00640422206584
2025-04-12,111.61840480846388
2025-04-13,122.50800527758231
2025-04-14,92.56160398750663
2025-04-15,76.29202233424041
2025-04-16,56.911126261226066
2025-04-17,62.09665029413961
2025-04-18,65.92097426841335
2025-04-19,73.69926031778364
2025-04-20,73.69926031778364
2025-04-21,56.911126261226066
2025-04-22,53.086802286952334
2025-04-23,51.72560222831253
2025-04-24,54.3183642447693
2025-04-25,51.72560222831253
2025-04-26,72.46769835996668
2025-04-27,77.65322239288022
2025-04-28,53.086802286952334
2025-04-29,49.13284021185576
2025-04-30,51.72560222831253
2025-05-01,51.72560222831253
2025-05-02,51.72560222831253
2025-05-03,68.5137362848701
2025-05-04,73.69926031778364
2025-05-05,50.49404027049556
2025-05-06,50.49404027049556
2025-05-07,54.3183642447693
2025-05-08,51.72560222831253
2025-05-09,60.7354502354998
2025-05-10,80.24598440933698
2025-05-11,78.88478435069717
2025-05-12,54.3183642447693
2025-05-13,51.72560222831253
2025-05-14,51.72560222831253
2025-05-15,51.72560222831253
2025-05-16,51.72560222831253
2025-05-17,64.04122180648218
2025-05-18,66.50434572211611
2025-05-19,51.72560222831253
2025-05-20,54.18872614394646
2025-05-21,54.18872614394646
2025-05-22,54.18872614394646
2025-05-23,64.04122180648218
2025-05-24,71.43059355338397
2025-05-25,73.8937174690179
2025-05-26,73.8937174690179
2025-05-27,59.11497397521432
2025-05-28,54.18872614394646
2025-05-29,59.11497397521432
2025-05-30,61.57809789084825
2025-05-31,68.96746963775004
2025-06-01,68.96746963775004
2025-06-02,54.18872614394646
2025-06-03,56.65185005958039
2025-06-04,56.65185005958039
2025-06-05,54.18872614394646
2025-06-06,56.65185005958039
2025-06-07,64.04122180648218
2025-06-08,61.57809789084825
2025-06-09,49.262478312678596
2025-06-10,51.72560222831253
2025-06-11,54.18872614394646
2025-06-12,56.65185005958039
2025-06-13,56.65185005958039
2025-06-14,66.50434572211611
2025-06-15,64.04122180648218
2025-06-16,51.72560222831253
2025-06-17,54.18872614394646
2025-06-18,51.72560222831253
2025-06-19,54.18872614394646
2025-06-20,54.18872614394646
2025-06-21,61.57809789084825
2025-06-22,59.11497397521432
2025-06-23,49.262478312678596
2025-06-24,51.72560222831253
2025-06-25,49.262478312678596
2025-06-26,59.11497397521432
2025-06-27,61.57809789084825
2025-06-28,66.50434572211611
2025-06-29,73.8937174690179
2025-06-30,51.72560222831253
2025-07-01,56.65185005958039
2025-07-02,59.11497397521432
2025-07-03,64.04122180648218
2025-07-04,64.04122180648218
2025-07-05,66.50434572211611
2025-07-06,64.04122180648218
2025-07-07,56.65185005958039
2025-07-08,56.65185005958039
2025-07-09,56.65185005958039
2025-07-10,56.65185005958039
2025-07-11,56.65185005958039
2025-07-12,64.04122180648218
2025-07-13,64.04122180648218
2025-07-14,51.72560222831253
2025-07-15,56.65185005958039
2025-07-16,64.04122180648218
2025-07-17,64.04122180648218
2025-07-18,61.57809789084825
2025-07-19,76.35684138465183
2025-07-20,71.43059355338397
2025-07-21,59.11497397521432
2025-07-22,61.57809789084825
2025-07-23,78.81996530028576
2025-07-24,61.57809789084825
2025-07-25,61.57809789084825
2025-07-26,68.96746963775004
2025-07-27,66.50434572211611
2025-07-28,56.65185005958039
2025-07-29,66.50434572211611
2025-07-30,64.04122180648218
2025-07-31,68.96746963775004
2025-08-01,66.50434572211611
2025-08-02,71.43059355338397
2025-08-03,68.96746963775004
2025-08-04,54.18872614394646
2025-08-05,56.65185005958039
2025-08-06,56.65185005958039
2025-08-07,59.11497397521432
2025-08-08,61.57809789084825
2025-08-09,68.96746963775004
2025-08-10,76.35684138465183
2025-08-11,56.65185005958039
2025-08-12,56.65185005958039
2025-08-13,54.18872614394646
2025-08-14,59.11497397521432
2025-08-15,61.57809789084825
2025-08-16,68.96746963775004
2025-08-17,71.43059355338397
2025-08-18,54.18872614394646
2025-08-19,51.72560222831253
2025-08-20,51.72560222831253
2025-08-21,54.18872614394646
2025-08-22,56.65185005958039
2025-08-23,66.50434572211611
2025-08-24,64.04122180648218
2025-08-25,51.72560222831253
2025-08-26,49.262478312678596
2025-08-27,56.65185005958039
2025-08-28,54.18872614394646
2025-08-29,61.57809789084825
2025-08-30,64.04122180648218
2025-08-31,71.43059355338397
2025-09-01,76.35684138465183
2025-09-02,54.18872614394646
2025-09-03,61.57809789084825
2025-09-04,78.81996530028576
2025-09-05,73.8937174690179
2025-09-06,88.67246096282148
2025-09-07,83.74621313155362
2025-09-08,64.04122180648218
2025-09-09,56.65185005958039
2025-09-10,51.72560222831253
2025-09-11,51.72560222831253
2025-09-12,54.18872614394646
2025-09-13,71.43059355338397
2025-09-14,71.43059355338397
2025-09-15,51.72560222831253
2025-09-16,51.72560222831253
2025-09-17,49.262478312678596
2025-09-18,51.72560222831253
2025-09-19,56.65185005958039
2025-09-20,68.96746963775004
2025-09-21,64.04122180648218
2025-09-22,49.262478312678596
2025-09-23,54.18872614394646
2025-09-24,49.262478312678596
2025-09-25,51.72560222831253
2025-09-26,54.18872614394646
2025-09-27,66.50434572211611
2025-09-28,64.04122180648218
2025-09-29,51.72560222831253
2025-09-30,49.262478312678596
2025-10-01,51.72560222831253
2025-10-02,54.18872614394646
2025-10-03,59.11497397521432
2025-10-04,66.50434572211611
2025-10-05,66.50434572211611
2025-10-06,51.72560222831253
2025-10-07,51.72560222831253
2025-10-08,49.262478312678596
2025-10-09,54.18872614394646
2025-10-10,54.18872614394646
2025-10-11,66.50434572211611
2025-10-12,66.50434572211611
2025-10-13,56.65185005958039
2025-10-14,51.72560222831253
2025-10-15,51.72560222831253
2025-10-16,56.65185005958039
2025-10-17,59.11497397521432
2025-10-18,71.43059355338397
2025-10-19,71.43059355338397
2025-10-20,54.18872614394646
2025-10-21,56.65185005958039
2025-10-22,56.65185005958039
2025-10-23,54.18872614394646
2025-10-24,64.04122180648218
2025-10-25,71.43059355338397
2025-10-26,76.35684138465183
2025-10-27,59.11497397521432
2025-10-28,61.57809789084825
2025-10-29,64.04122180648218
2025-10-30,66.50434572211611
2025-10-31,115.76682403479471
2025-11-01,130.5455675285983
2025-11-02,135.47181535986616
2025-11-03,105.91432837225899
2025-11-04,120.69307186606257
2025-11-05,110.84057620352685
2025-11-06,105.91432837225899
2025-11-07,105.91432837225899
2025-11-08,125.61931969733043
2025-11-09,128.08244361296437
2025-11-10,120.69307186606257
2025-11-11,110.84057620352685
2025-11-12,76.35684138465183
2025-11-13,78.81996530028576
2025-11-14,76.35684138465183
2025-11-15,83.74621313155362
2025-11-16,86.20933704718755
2025-11-17,73.8937174690179
2025-11-18,64.04122180648218
2025-11-19,71.43059355338397
2025-11-20,68.96746963775004
2025-11-21,76.35684138465183
2025-11-22,96.06183270972326
2025-11-23,108.37745228789292
2025-11-24,96.06183270972326
2025-11-25,103.45120445662506
2025-11-26,118.22994795042864
2025-11-27,113.30370011916078
2025-11-28,246.312391563393
2025-11-29,172.4186740943751
2025-11-30,140.398063191134
2025-12-01,125.61931969733043
2025-12-02,108.37745228789292
2025-12-03,73.8937174690179
2025-12-04,78.81996530028576
2025-12-05,83.74621313155362
2025-12-06,118.22994795042864
2025-12-07,118.22994795042864
2025-12-08,93.59870879408933
2025-12-09,91.1355848784554
2025-12-10,91.1355848784554
2025-12-11,103.24007954957072
2025-12-12,103.24007954957072
2025-12-13,128.22319355100058
2025-12-14,133.21981635128657
2025-12-15,116.15388636439432
2025-12-16,101.16401796353641
2025-12-17,101.16401796353641
2025-12-18,110.31276393589101
2025-12-19,113.23332515014266
2025-12-20,137.3719395233552
2025-12-21,143.2130619518585
2025-12-22,131.14375476525225
2025-12-23,150.2857463381788
2025-12-24,169.42773791110534
2025-12-25,106.16064076382239
2025-12-26,137.3719395233552
2025-12-27,121.1505091646803
2025-12-28,111.15726356410835
2025-12-29,91.17077236296446
2025-12-30,89.09471077693016
2025-12-31,88.2502111487128
2026-01-01,80.33302713417517
2026-01-02,86.17414956267848
2026-01-03,86.17414956267848
2026-01-04,76.18090396210656
2026-01-05,59.11497397521431
2026-01-06,57.038912389180005
2026-01-07,59.11497397521431
2026-01-08,54.11835117492835
2026-01-09,56.19441276096266
2026-01-10,60.80397323164901
2026-01-11,69.24896951382249
2026-01-12,54.04797620591023
2026-01-13,48.98097843660615
2026-01-14,47.29197918017145
2026-01-15,50.66997769304084
2026-01-16,54.04797620591023
2026-01-17,67.55997025738779
2026-01-18,65.87097100095309
2026-01-19,60.80397323164901
2026-01-20,48.98097843660615
2026-01-21,54.04797620591023
2026-01-22,48.98097843660615
2026-01-23,52.35897694947553
2026-01-24,57.42597471877962
2026-01-25,52.35897694947553
2026-01-26,52.35897694947553
2026-01-27,48.98097843660615
2026-01-28,54.04797620591023
2026-01-29,52.35897694947553
2026-01-30,59.11497397521431
2026-01-31,62.49297248808371
2026-02-01,72.62696802669187
2026-02-02,52.35897694947553
2026-02-03,50.66997769304084
2026-02-04,52.35897694947553
2026-02-05,54.04797620591023
2026-02-06,52.35897694947553
2026-02-07,67.55997025738779
2026-02-08,60.80397323164901
2026-02-09,43.91398066730206
2026-02-10,59.11497397521431
2026-02-11,52.35897694947553
2026-02-12,57.42597471877962
2026-02-13,62.49297248808371
2026-02-14,74.31596728312657
2026-02-15,67.55997025738779
2026-02-16,59.11497397521431
2026-02-17,52.35897694947553
2026-02-18,48.98097843660615
2026-02-19,48.98097843660615
2026-02-20,50.66997769304084
2026-02-21,67.55997025738779
2026-02-22,62.49297248808371
2026-02-23,48.98097843660615
2026-02-24,50.66997769304084
2026-02-25,54.04797620591023
2026-02-26,52.35897694947553
2026-02-27,55.73697546234493
2026-02-28,65.87097100095309
2026-03-01,67.55997025738779
2026-03-02,52.35897694947553
2026-03-03,52.35897694947553
2026-03-04,50.66997769304084
2026-03-05,54.04797620591023
2026-03-06,55.73697546234493
2026-03-07,76.00496653956127
2026-03-08,70.93796877025719
2026-03-09,55.73697546234493
2026-03-10,54.04797620591023
2026-03-11,54.04797620591023
2026-03-12,55.73697546234493
2026-03-13,59.11497397521431
2026-03-14,70.93796877025719
2026-03-15,70.93796877025719
2026-03-16,52.35897694947553
2026-03-17,55.73697546234493
2026-03-18,55.73697546234493
2026-03-19,55.73697546234493
2026-03-20,60.80397323164901
2026-03-21,72.62696802669187
2026-03-22,77.69396579599595
2026-03-23,59.11497397521431
2026-03-24,54.04797620591023
2026-03-25,60.80397323164901
2026-03-26,60.80397323164901
2026-03-27,67.55997025738779
2026-03-28,84.44996282173474
2026-03-29,79.38296505243065
2026-03-30,60.80397323164901
2026-03-31,65.87097100095309
2026-04-01,74.31596728312657
2026-04-02,77.69396579599595
2026-04-03,87.82796133460413
2026-04-04,97.9619568732123
2026-04-05,99.65095612964699
2026-04-06,92.8949591039082
2026-04-07,91.20595984747351
2026-04-08,96.2729576167776
2026-04-09,103.02895464251638
2026-04-10,157.0769308484266
2026-04-11,165.5219271306001
2026-04-12,155.3879315919919
2026-04-13,114.85194943755924
2026-04-14,131.74194200190618
2026-04-15,121.60794646329802
2026-04-16,119.91894720686332
2026-04-17,124.98594497616742
2026-04-18,135.11994051477558
2026-04-19,136.80893977121028
2026-04-20,114.85194943755924
2026-04-21,87.82796133460413
2026-04-22,67.55997025738779
2026-04-23,69.24896951382249
2026-04-24,67.55997025738779
2026-04-25,77.69396579599595
2026-04-26,79.38296505243065
2026-04-27,60.80397323164901
2026-04-28,57.42597471877962
2026-04-29,62.49297248808371
2026-04-30,55.73697546234493
2026-05-01,62.49297248808371
2026-05-02,70.93796877025719
2026-05-03,70.93796877025719
2026-05-04,55.73697546234493
2026-05-05,54.04797620591023
2026-05-06,59.11497397521431
2026-05-07,62.49297248808371
2026-05-08,70.93796877025719
2026-05-09,89.51696059103882
2026-05-10,87.82796133460413
2026-05-11,57.42597471877962
2026-05-12,57.42597471877962
2026-05-13,64.18197174451839
2026-05-14,65.87097100095309
2026-05-15,70.93796877025719
2026-05-16,82.76096356530005
2026-05-17,74.31596728312657
2026-05-18,62.49297248808371
2026-05-19,64.18197174451839
2026-05-20,55.73697546234493
2026-05-21,62.49297248808371
2026-05-22,65.87097100095309
2026-05-23,65.87097100095309
2026-05-24,72.62696802669187
2026-05-25,72.62696802669187
2026-05-26,57.42597471877962
2026-05-27,55.73697546234493
2026-05-28,57.42597471877962
2026-05-29,62.49297248808371
2026-05-30,64.18197174451839
2026-05-31,65.87097100095309
