Time,breaking_news
2023-04-28,38.93778801843318
2023-04-29,37.60573476702509
2023-04-30,39.60381464413723
2023-05-01,40.935867895545314
2023-05-02,41.60189452124936
2023-05-03,42.267921146953405
2023-05-04,42.267921146953405
2023-05-05,38.93778801843318
2023-05-06,39.60381464413723
2023-05-07,44.266001024065545
2023-05-08,39.60381464413723
2023-05-09,47.92089093701997
2023-05-10,44.93202764976959
2023-05-11,42.267921146953405
2023-05-12,39.60381464413723
2023-05-13,40.26984126984127
2023-05-14,38.93778801843318
2023-05-15,46.26408090117768
2023-05-16,40.935867895545314
2023-05-17,42.93394777265745
2023-05-18,40.935867895545314
2023-05-19,40.26984126984127
2023-05-20,36.93970814132105
2023-05-21,38.93778801843318
2023-05-22,39.60381464413723
2023-05-23,40.26984126984127
2023-05-24,44.93202764976959
2023-05-25,40.935867895545314
2023-05-26,42.218381976446494
2023-05-27,37.022273425499236
2023-05-28,40.26984126984127
2023-05-29,40.26984126984127
2023-05-30,40.91935483870968
2023-05-31,40.91935483870968
2023-06-01,48.713517665130574
2023-06-02,39.620327700972865
2023-06-03,37.67178699436764
2023-06-04,40.26984126984127
2023-06-05,38.97081413210446
2023-06-06,41.56886840757809
2023-06-07,44.166922683051716
2023-06-08,41.56886840757809
2023-06-09,48.06400409626216
2023-06-10,40.91935483870968
2023-06-11,40.91935483870968
2023-06-12,43.51740911418331
2023-06-13,44.81643625192012
2023-06-14,40.91935483870968
2023-06-15,42.218381976446494
2023-06-16,42.8678955453149
2023-06-17,40.26984126984127
2023-06-18,39.620327700972865
2023-06-19,42.218381976446494
2023-06-20,43.51740911418331
2023-06-21,50.662058371735796
2023-06-22,62.35330261136713
2023-06-23,46.11546338965694
2023-06-24,51.3115719406042
2023-06-25,49.36303123399898
2023-06-26,44.81643625192012
2023-06-27,44.166922683051716
2023-06-28,42.218381976446494
2023-06-29,42.218381976446494
2023-06-30,43.51740911418331
2023-07-01,39.620327700972865
2023-07-02,42.218381976446494
2023-07-03,40.26984126984127
2023-07-04,42.8678955453149
2023-07-05,44.81643625192012
2023-07-06,40.91935483870968
2023-07-07,39.620327700972865
2023-07-08,38.97081413210446
2023-07-09,36.37275985663083
2023-07-10,39.620327700972865
2023-07-11,39.620327700972865
2023-07-12,38.97081413210446
2023-07-13,42.8678955453149
2023-07-14,41.56886840757809
2023-07-15,37.67178699436764
2023-07-16,40.91935483870968
2023-07-17,40.91935483870968
2023-07-18,44.166922683051716
2023-07-19,42.8678955453149
2023-07-20,41.56886840757809
2023-07-21,41.56886840757809
2023-07-22,38.97081413210446
2023-07-23,40.91935483870968
2023-07-24,42.218381976446494
2023-07-25,42.8678955453149
2023-07-26,44.166922683051716
2023-07-27,45.46594982078853
2023-07-28,42.8678955453149
2023-07-29,39.620327700972865
2023-07-30,39.620327700972865
2023-07-31,42.218381976446494
2023-08-01,46.11546338965694
2023-08-02,44.166922683051716
2023-08-03,44.81643625192012
2023-08-04,42.8678955453149
2023-08-05,40.26984126984127
2023-08-06,42.8678955453149
2023-08-07,45.46594982078853
2023-08-08,41.56886840757809
2023-08-09,48.06400409626216
2023-08-10,42.8678955453149
2023-08-11,42.218381976446494
2023-08-12,39.620327700972865
2023-08-13,42.8678955453149
2023-08-14,40.91935483870968
2023-08-15,47.41449052739375
2023-08-16,44.166922683051716
2023-08-17,47.41449052739375
2023-08-18,48.06400409626216
2023-08-19,40.91935483870968
2023-08-20,44.166922683051716
2023-08-21,48.06400409626216
2023-08-22,42.218381976446494
2023-08-23,48.713517665130574
2023-08-24,44.81643625192012
2023-08-25,42.218381976446494
2023-08-26,42.218381976446494
2023-08-27,42.218381976446494
2023-08-28,47.41449052739375
2023-08-29,46.11546338965694
2023-08-30,48.713517665130574
2023-08-31,42.218381976446494
2023-09-01,39.620327700972865
2023-09-02,38.97081413210446
2023-09-03,38.97081413210446
2023-09-04,38.97081413210446
2023-09-05,38.97081413210446
2023-09-06,39.620327700972865
2023-09-07,40.26984126984127
2023-09-08,40.26984126984127
2023-09-09,37.67178699436764
2023-09-10,37.67178699436764
2023-09-11,37.022273425499236
2023-09-12,40.26984126984127
2023-09-13,45.46594982078853
2023-09-14,40.91935483870968
2023-09-15,38.32130056323605
2023-09-16,34.4242191500256
2023-09-17,35.72324628776242
2023-09-18,42.8678955453149
2023-09-19,38.97081413210446
2023-09-20,37.022273425499236
2023-09-21,38.97081413210446
2023-09-22,37.022273425499236
2023-09-23,37.67178699436764
2023-09-24,37.022273425499236
2023-09-25,37.022273425499236
2023-09-26,37.67178699436764
2023-09-27,39.620327700972865
2023-09-28,40.91935483870968
2023-09-29,39.620327700972865
2023-09-30,40.91935483870968
2023-10-01,38.32130056323605
2023-10-02,42.218381976446494
2023-10-03,43.51740911418331
2023-10-04,45.46594982078853
2023-10-05,43.51740911418331
2023-10-06,38.32130056323605
2023-10-07,47.41449052739375
2023-10-08,49.36303123399898
2023-10-09,53.260112647209425
2023-10-10,51.96108550947261
2023-10-11,53.260112647209425
2023-10-12,50.01254480286739
2023-10-13,62.35330261136713
2023-10-14,51.96108550947261
2023-10-15,48.06400409626216
2023-10-16,47.41449052739375
2023-10-17,48.713517665130574
2023-10-18,50.662058371735796
2023-10-19,51.96108550947261
2023-10-20,50.01254480286739
2023-10-21,53.260112647209425
2023-10-22,43.51740911418331
2023-10-23,44.81643625192012
2023-10-24,44.81643625192012
2023-10-25,46.764976958525345
2023-10-26,64.95135688684076
2023-10-27,53.260112647209425
2023-10-28,51.96108550947261
2023-10-29,46.764976958525345
2023-10-30,52.61059907834102
2023-10-31,42.8678955453149
2023-11-01,43.51740911418331
2023-11-02,41.56886840757809
2023-11-03,40.91935483870968
2023-11-04,40.26984126984127
2023-11-05,40.26984126984127
2023-11-06,41.56886840757809
2023-11-07,44.81643625192012
2023-11-08,44.166922683051716
2023-11-09,44.166922683051716
2023-11-10,39.620327700972865
2023-11-11,37.67178699436764
2023-11-12,38.97081413210446
2023-11-13,42.8678955453149
2023-11-14,42.218381976446494
2023-11-15,46.764976958525345
2023-11-16,42.218381976446494
2023-11-17,41.56886840757809
2023-11-18,35.073732718894014
2023-11-19,39.620327700972865
2023-11-20,39.620327700972865
2023-11-21,39.620327700972865
2023-11-22,44.166922683051716
2023-11-23,35.72324628776242
2023-11-24,37.67178699436764
2023-11-25,35.72324628776242
2023-11-26,36.37275985663083
2023-11-27,36.37275985663083
2023-11-28,38.32130056323605
2023-11-29,37.67178699436764
2023-11-30,40.26984126984127
2023-12-01,35.72324628776242
2023-12-02,33.125192012288785
2023-12-03,34.4242191500256
2023-12-04,42.218381976446494
2023-12-05,37.67178699436764
2023-12-06,41.56886840757809
2023-12-07,37.67178699436764
2023-12-08,36.37275985663083
2023-12-09,36.37275985663083
2023-12-10,37.67178699436764
2023-12-11,36.37275985663083
2023-12-12,38.97081413210446
2023-12-13,39.620327700972865
2023-12-14,37.022273425499236
2023-12-15,35.72324628776242
2023-12-16,33.125192012288785
2023-12-17,34.4242191500256
2023-12-18,36.37275985663083
2023-12-19,37.67178699436764
2023-12-20,39.620327700972865
2023-12-21,40.91935483870968
2023-12-22,39.19112687793995
2023-12-23,35.43699486799729
2023-12-24,35.112238083563085
2023-12-25,37.15168248075152
2023-12-26,40.373227468751274
2023-12-27,38.33378307156284
2023-12-28,36.61909545880861
2023-12-29,40.69798425318548
2023-12-30,35.112238083563085
2023-12-31,37.476439265185725
2024-01-01,42.737428650373914
2024-01-02,40.373227468751274
2024-01-03,38.65853985599705
2024-01-04,41.8800848439968
2024-01-05,39.51588366237416
2024-01-06,35.112238083563085
2024-01-07,35.112238083563085
2024-01-08,37.476439265185725
2024-01-09,41.5553280595626
2024-01-10,45.10162983199655
2024-01-11,52.402063614373176
2024-01-12,40.69798425318548
2024-01-13,35.9695818899402
2024-01-14,35.43699486799729
2024-01-15,38.33378307156284
2024-01-16,41.23057127512839
2024-01-17,38.33378307156284
2024-01-18,38.65853985599705
2024-01-19,35.9695818899402
2024-01-20,33.93013749275177
2024-01-21,36.21591749211798
2024-01-22,37.28109153600381
2024-01-23,41.5417877115471
2024-01-24,42.60696175543292
2024-01-25,38.34626557988963
2024-01-26,36.21591749211798
2024-01-27,30.890047272688868
2024-01-28,30.890047272688868
2024-01-29,33.02039536046051
2024-01-30,35.15074344823216
2024-01-31,35.15074344823216
2024-02-01,34.08556940434634
2024-02-02,33.02039536046051
2024-02-03,30.890047272688868
2024-02-04,28.75969918491722
2024-02-05,33.02039536046051
2024-02-06,36.21591749211798
2024-02-07,34.08556940434634
2024-02-08,35.15074344823216
2024-02-09,38.34626557988963
2024-02-10,31.95522131657469
2024-02-11,31.95522131657469
2024-02-12,33.02039536046051
2024-02-13,33.02039536046051
2024-02-14,44.73730984320457
2024-02-15,40.476613667661276
2024-02-16,39.41143962377545
2024-02-17,29.824873228803046
2024-02-18,34.08556940434634
2024-02-19,33.02039536046051
2024-02-20,33.02039536046051
2024-02-21,33.02039536046051
2024-02-22,37.28109153600381
2024-02-23,33.02039536046051
2024-02-24,31.95522131657469
2024-02-25,30.890047272688868
2024-02-26,34.08556940434634
2024-02-27,31.95522131657469
2024-02-28,33.02039536046051
2024-02-29,34.08556940434634
2024-03-01,31.95522131657469
2024-03-02,28.75969918491722
2024-03-03,28.75969918491722
2024-03-04,33.02039536046051
2024-03-05,36.21591749211798
2024-03-06,35.15074344823216
2024-03-07,31.95522131657469
2024-03-08,33.02039536046051
2024-03-09,26.629351097145577
2024-03-10,27.6945251410314
2024-03-11,35.15074344823216
2024-03-12,34.08556940434634
2024-03-13,34.08556940434634
2024-03-14,33.02039536046051
2024-03-15,35.15074344823216
2024-03-16,31.95522131657469
2024-03-17,29.824873228803046
2024-03-18,33.02039536046051
2024-03-19,34.08556940434634
2024-03-20,33.02039536046051
2024-03-21,33.02039536046051
2024-03-22,38.34626557988963
2024-03-23,31.95522131657469
2024-03-24,30.890047272688868
2024-03-25,37.28109153600381
2024-03-26,45.80248388709039
2024-03-27,36.21591749211798
2024-03-28,35.15074344823216
2024-03-29,33.02039536046051
2024-03-30,28.75969918491722
2024-03-31,30.890047272688868
2024-04-01,36.21591749211798
2024-04-02,34.08556940434634
2024-04-03,34.08556940434634
2024-04-04,33.02039536046051
2024-04-05,45.80248388709039
2024-04-06,31.95522131657469
2024-04-07,30.890047272688868
2024-04-08,37.28109153600381
2024-04-09,31.95522131657469
2024-04-10,35.15074344823216
2024-04-11,34.08556940434634
2024-04-12,33.02039536046051
2024-04-13,43.672135799318745
2024-04-14,53.25870219429115
2024-04-15,38.34626557988963
2024-04-16,35.15074344823216
2024-04-17,35.15074344823216
2024-04-18,37.28109153600381
2024-04-19,47.93283197486204
2024-04-20,33.02039536046051
2024-04-21,31.95522131657469
2024-04-22,35.15074344823216
2024-04-23,35.15074344823216
2024-04-24,37.28109153600381
2024-04-25,36.21591749211798
2024-04-26,33.02039536046051
2024-04-27,29.824873228803046
2024-04-28,29.824873228803046
2024-04-29,37.28109153600381
2024-04-30,37.28109153600381
2024-05-01,34.08556940434634
2024-05-02,34.08556940434634
2024-05-03,31.95522131657469
2024-05-04,26.629351097145577
2024-05-05,29.824873228803046
2024-05-06,34.08556940434634
2024-05-07,33.02039536046051
2024-05-08,31.95522131657469
2024-05-09,31.95522131657469
2024-05-10,30.890047272688868
2024-05-11,27.6945251410314
2024-05-12,27.6945251410314
2024-05-13,30.890047272688868
2024-05-14,30.890047272688868
2024-05-15,34.08556940434634
2024-05-16,31.95522131657469
2024-05-17,33.02039536046051
2024-05-18,28.75969918491722
2024-05-19,30.890047272688868
2024-05-20,37.28109153600381
2024-05-21,33.02039536046051
2024-05-22,31.95522131657469
2024-05-23,33.02039536046051
2024-05-24,30.890047272688868
2024-05-25,28.75969918491722
2024-05-26,31.95522131657469
2024-05-27,30.890047272688868
2024-05-28,33.02039536046051
2024-05-29,36.21591749211798
2024-05-30,53.25870219429115
2024-05-31,48.99800601874786
2024-06-01,29.824873228803046
2024-06-02,29.824873228803046
2024-06-03,31.95522131657469
2024-06-04,33.02039536046051
2024-06-05,31.95522131657469
2024-06-06,31.95522131657469
2024-06-07,30.890047272688868
2024-06-08,28.75969918491722
2024-06-09,30.890047272688868
2024-06-10,33.02039536046051
2024-06-11,35.15074344823216
2024-06-12,33.02039536046051
2024-06-13,33.02039536046051
2024-06-14,33.02039536046051
2024-06-15,29.824873228803046
2024-06-16,28.75969918491722
2024-06-17,31.95522131657469
2024-06-18,33.02039536046051
2024-06-19,34.08556940434634
2024-06-20,31.95522131657469
2024-06-21,33.02039536046051
2024-06-22,29.824873228803046
2024-06-23,30.890047272688868
2024-06-24,34.08556940434634
2024-06-25,33.02039536046051
2024-06-26,35.15074344823216
2024-06-27,34.08556940434634
2024-06-28,40.476613667661276
2024-06-29,28.75969918491722
2024-06-30,31.95522131657469
2024-07-01,38.34626557988963
2024-07-02,34.08556940434634
2024-07-03,34.08556940434634
2024-07-04,35.15074344823216
2024-07-05,35.15074344823216
2024-07-06,34.08556940434634
2024-07-07,33.02039536046051
2024-07-08,31.95522131657469
2024-07-09,35.15074344823216
2024-07-10,34.08556940434634
2024-07-11,36.21591749211798
2024-07-12,37.28109153600381
2024-07-13,106.5174043885823
2024-07-14,102.25670821303902
2024-07-15,47.93283197486204
2024-07-16,47.93283197486204
2024-07-17,40.476613667661276
2024-07-18,45.80248388709039
2024-07-19,54.32387623817697
2024-07-20,48.99800601874786
2024-07-21,71.36666094035014
2024-07-22,46.867657930976215
2024-07-23,48.99800601874786
2024-07-24,43.672135799318745
2024-07-25,41.5417877115471
2024-07-26,39.41143962377545
2024-07-27,36.21591749211798
2024-07-28,35.15074344823216
2024-07-29,38.34626557988963
2024-07-30,39.41143962377545
2024-07-31,39.41143962377545
2024-08-01,40.476613667661276
2024-08-02,37.28109153600381
2024-08-03,35.15074344823216
2024-08-04,39.41143962377545
2024-08-05,44.73730984320457
2024-08-06,48.99800601874786
2024-08-07,40.476613667661276
2024-08-08,40.476613667661276
2024-08-09,45.80248388709039
2024-08-10,47.93283197486204
2024-08-11,38.34626557988963
2024-08-12,40.476613667661276
2024-08-13,38.34626557988963
2024-08-14,40.476613667661276
2024-08-15,40.476613667661276
2024-08-16,36.21591749211798
2024-08-17,33.02039536046051
2024-08-18,36.14847998311435
2024-08-19,39.41665968200377
2024-08-20,40.28333043055881
2024-08-21,38.54998893344872
2024-08-22,37.34923445828153
2024-08-23,37.34923445828153
2024-08-24,32.34771326228202
2024-08-25,36.14847998311435
2024-08-26,36.14847998311435
2024-08-27,36.482563709726485
2024-08-28,36.482563709726485
2024-08-29,34.41513848600425
2024-08-30,35.281809234559304
2024-08-31,29.612120585335518
2024-09-01,34.08105475939212
2024-09-02,34.08105475939212
2024-09-03,34.94772550794717
2024-09-04,41.484084905726
2024-09-05,37.34923445828153
2024-09-06,36.14847998311435
2024-09-07,32.013629535669885
2024-09-08,34.94772550794717
2024-09-09,33.214384010837065
2024-09-10,36.14847998311435
2024-09-11,41.818168632338136
2024-09-12,41.484084905726
2024-09-13,36.482563709726485
2024-09-14,32.88030028422493
2024-09-15,48.35452803011697
2024-09-16,42.350755654281045
2024-09-17,40.75821464668062
2024-09-18,40.75821464668062
2024-09-19,39.42187974023208
2024-09-20,38.08554483378353
2024-09-21,32.740205207989355
2024-09-22,34.0765401144379
2024-09-23,38.08554483378353
2024-09-24,36.74920992733499
2024-09-25,36.74920992733499
2024-09-26,38.08554483378353
