Time,lady_gaga
2022-09-11,42.9375
2022-09-12,23.8125
2022-09-13,27.0
2022-09-14,27.5
2022-09-15,20.625
2022-09-16,22.8125
2022-09-17,33.875
2022-09-18,53.5
2022-09-19,29.6875
2022-09-20,23.8125
2022-09-21,17.4375
2022-09-22,16.4375
2022-09-23,16.9375
2022-09-24,20.625
2022-09-25,20.625
2022-09-26,14.25
2022-09-27,13.75
2022-09-28,13.5
2022-09-29,16.875
2022-09-30,16.875
2022-10-01,20.25
2022-10-02,16.875
2022-10-03,13.5
2022-10-04,13.5
2022-10-05,13.5
2022-10-06,16.875
2022-10-07,16.875
2022-10-08,20.25
2022-10-09,23.625
2022-10-10,16.875
2022-10-11,16.875
2022-10-12,13.5
2022-10-13,16.875
2022-10-14,16.875
2022-10-15,20.25
2022-10-16,20.25
2022-10-17,13.5
2022-10-18,16.875
2022-10-19,16.875
2022-10-20,16.875
2022-10-21,20.25
2022-10-22,23.625
2022-10-23,20.25
2022-10-24,16.875
2022-10-25,16.875
2022-10-26,16.875
2022-10-27,16.875
2022-10-28,16.875
2022-10-29,20.25
2022-10-30,20.25
2022-10-31,16.875
2022-11-01,16.875
2022-11-02,16.875
2022-11-03,16.875
2022-11-04,13.5
2022-11-05,16.875
2022-11-06,16.875
2022-11-07,16.875
2022-11-08,13.5
2022-11-09,13.5
2022-11-10,13.5
2022-11-11,16.875
2022-11-12,16.875
2022-11-13,20.25
2022-11-14,13.5
2022-11-15,16.875
2022-11-16,16.875
2022-11-17,16.875
2022-11-18,13.5
2022-11-19,16.875
2022-11-20,20.25
2022-11-21,16.875
2022-11-22,16.875
2022-11-23,16.875
2022-11-24,20.25
2022-11-25,20.25
2022-11-26,16.875
2022-11-27,20.25
2022-11-28,16.875
2022-11-29,13.5
2022-11-30,13.5
2022-12-01,16.875
2022-12-02,16.875
2022-12-03,20.25
2022-12-04,20.25
2022-12-05,20.25
2022-12-06,27.0
2022-12-07,23.625
2022-12-08,20.25
2022-12-09,23.625
2022-12-10,30.375
2022-12-11,33.75
2022-12-12,23.625
2022-12-13,20.25
2022-12-14,20.25
2022-12-15,20.25
2022-12-16,20.25
2022-12-17,27.0
2022-12-18,27.0
2022-12-19,20.25
2022-12-20,20.25
2022-12-21,23.625
2022-12-22,23.625
2022-12-23,27.0
2022-12-24,27.0
2022-12-25,43.875
2022-12-26,27.0
2022-12-27,23.625
2022-12-28,23.625
2022-12-29,27.0
2022-12-30,23.625
2022-12-31,27.0
2023-01-01,30.375
2023-01-02,20.25
2023-01-03,20.25
2023-01-04,16.875
2023-01-05,16.875
2023-01-06,20.25
2023-01-07,23.625
2023-01-08,23.625
2023-01-09,20.25
2023-01-10,23.625
2023-01-11,23.625
2023-01-12,20.25
2023-01-13,20.25
2023-01-14,23.625
2023-01-15,23.625
2023-01-16,23.625
2023-01-17,20.25
2023-01-18,16.875
2023-01-19,16.875
2023-01-20,20.25
2023-01-21,27.0
2023-01-22,27.0
2023-01-23,23.625
2023-01-24,23.625
2023-01-25,20.25
2023-01-26,20.25
2023-01-27,20.25
2023-01-28,33.75
2023-01-29,23.625
2023-01-30,16.875
2023-01-31,16.875
2023-02-01,16.875
2023-02-02,16.875
2023-02-03,20.25
2023-02-04,27.0
2023-02-05,27.0
2023-02-06,23.625
2023-02-07,16.875
2023-02-08,20.25
2023-02-09,20.25
2023-02-10,27.0
2023-02-11,33.75
2023-02-12,30.375
2023-02-13,47.25
2023-02-14,27.0
2023-02-15,50.625
2023-02-16,50.625
2023-02-17,37.125
2023-02-18,30.375
2023-02-19,27.0
2023-02-20,23.625
2023-02-21,20.25
2023-02-22,16.875
2023-02-23,16.875
2023-02-24,20.25
2023-02-25,27.0
2023-02-26,27.0
2023-02-27,20.25
2023-02-28,20.25
2023-03-01,16.875
2023-03-02,16.875
2023-03-03,20.25
2023-03-04,20.25
2023-03-05,20.25
2023-03-06,16.875
2023-03-07,16.875
2023-03-08,16.875
2023-03-09,20.25
2023-03-10,20.25
2023-03-11,23.625
2023-03-12,40.5
2023-03-13,337.5
2023-03-14,87.75
2023-03-15,47.25
2023-03-16,33.75
2023-03-17,30.375
2023-03-18,30.375
2023-03-19,27.0
2023-03-20,20.25
2023-03-21,16.875
2023-03-22,16.875
2023-03-23,20.25
2023-03-24,20.25
2023-03-25,30.375
2023-03-26,50.625
2023-03-27,47.25
2023-03-28,43.875
2023-03-29,27.0
2023-03-30,23.625
2023-03-31,27.0
2023-04-01,27.0
2023-04-02,27.0
2023-04-03,23.625
2023-04-04,23.625
2023-04-05,23.625
2023-04-06,47.25
2023-04-07,43.875
2023-04-08,40.5
2023-04-09,27.0
2023-04-10,20.25
2023-04-11,16.875
2023-04-12,16.875
2023-04-13,16.875
2023-04-14,20.25
2023-04-15,23.625
2023-04-16,23.625
2023-04-17,16.875
2023-04-18,16.875
2023-04-19,16.875
2023-04-20,16.875
2023-04-21,16.875
2023-04-22,20.25
2023-04-23,20.25
2023-04-24,16.875
2023-04-25,16.875
2023-04-26,15.984083850931677
2023-04-27,16.298524844720497
2023-04-28,14.296583850931677
2023-04-29,20.18711180124224
2023-04-30,20.815993788819874
2023-05-01,16.92740683229814
2023-05-02,24.390139751552795
2023-05-03,16.92740683229814
2023-05-04,13.982142857142858
2023-05-05,16.298524844720497
2023-05-06,17.241847826086957
2023-05-07,19.558229813664596
2023-05-08,17.241847826086957
2023-05-09,16.298524844720497
2023-05-10,13.667701863354038
2023-05-11,13.982142857142858
2023-05-12,13.667701863354038
2023-05-13,16.92740683229814
2023-05-14,17.241847826086957
2023-05-15,13.353260869565219
2023-05-16,15.984083850931677
2023-05-17,13.353260869565219
2023-05-18,16.92740683229814
2023-05-19,17.241847826086957
2023-05-20,19.558229813664596
2023-05-21,19.558229813664596
2023-05-22,13.353260869565219
2023-05-23,16.298524844720497
2023-05-24,16.612965838509318
2023-05-25,16.298524844720497
2023-05-26,13.835403726708076
2023-05-27,20.753105590062113
2023-05-28,15.722049689440995
2023-05-29,15.093167701863354
2023-05-30,12.577639751552796
2023-05-31,11.948757763975156
2023-06-01,13.206521739130435
2023-06-02,13.835403726708076
2023-06-03,17.608695652173914
2023-06-04,18.237577639751553
2023-06-05,12.577639751552796
2023-06-06,12.577639751552796
2023-06-07,12.577639751552796
2023-06-08,12.577639751552796
2023-06-09,13.835403726708076
2023-06-10,18.866459627329196
2023-06-11,17.608695652173914
2023-06-12,15.093167701863354
2023-06-13,15.093167701863354
2023-06-14,16.979813664596275
2023-06-15,17.608695652173914
2023-06-16,16.979813664596275
2023-06-17,21.38198757763975
2023-06-18,20.124223602484474
2023-06-19,14.464285714285715
2023-06-20,13.835403726708076
2023-06-21,16.350931677018636
2023-06-22,15.093167701863354
2023-06-23,16.350931677018636
2023-06-24,19.495341614906835
2023-06-25,20.753105590062113
2023-06-26,15.722049689440995
2023-06-27,15.722049689440995
2023-06-28,15.722049689440995
2023-06-29,17.608695652173914
2023-06-30,17.608695652173914
2023-07-01,20.124223602484474
2023-07-02,19.495341614906835
2023-07-03,21.38198757763975
2023-07-04,19.495341614906835
2023-07-05,14.464285714285715
2023-07-06,15.093167701863354
2023-07-07,13.835403726708076
2023-07-08,18.866459627329196
2023-07-09,19.495341614906835
2023-07-10,14.464285714285715
2023-07-11,15.093167701863354
2023-07-12,16.350931677018636
2023-07-13,16.350931677018636
2023-07-14,17.608695652173914
2023-07-15,19.495341614906835
2023-07-16,19.495341614906835
2023-07-17,15.093167701863354
2023-07-18,14.464285714285715
2023-07-19,14.464285714285715
2023-07-20,15.093167701863354
2023-07-21,58.486024844720504
2023-07-22,62.88819875776398
2023-07-23,51.568322981366464
2023-07-24,45.9083850931677
2023-07-25,18.866459627329196
2023-07-26,17.608695652173914
2023-07-27,17.608695652173914
2023-07-28,18.866459627329196
2023-07-29,23.89751552795031
2023-07-30,23.268633540372672
2023-07-31,22.010869565217394
2023-08-01,25.784161490683232
2023-08-02,19.495341614906835
2023-08-03,19.495341614906835
2023-08-04,18.866459627329196
2023-08-05,21.38198757763975
2023-08-06,20.124223602484474
2023-08-07,15.722049689440995
2023-08-08,14.464285714285715
2023-08-09,20.124223602484474
2023-08-10,18.237577639751553
2023-08-11,22.010869565217394
2023-08-12,22.639751552795033
2023-08-13,22.639751552795033
2023-08-14,17.608695652173914
2023-08-15,18.237577639751553
2023-08-16,18.237577639751553
2023-08-17,18.866459627329196
2023-08-18,18.237577639751553
2023-08-19,20.124223602484474
2023-08-20,21.38198757763975
2023-08-21,16.350931677018636
2023-08-22,18.237577639751553
2023-08-23,18.237577639751553
2023-08-24,18.237577639751553
2023-08-25,18.866459627329196
2023-08-26,21.38198757763975
2023-08-27,21.38198757763975
2023-08-28,14.464285714285715
2023-08-29,15.722049689440995
2023-08-30,16.350931677018636
2023-08-31,16.979813664596275
2023-09-01,25.155279503105593
2023-09-02,23.268633540372672
2023-09-03,24.526397515527954
2023-09-04,22.010869565217394
2023-09-05,16.979813664596275
2023-09-06,15.722049689440995
2023-09-07,16.979813664596275
2023-09-08,21.38198757763975
2023-09-09,21.38198757763975
2023-09-10,22.010869565217394
2023-09-11,23.268633540372672
2023-09-12,18.866459627329196
2023-09-13,30.18633540372671
2023-09-14,23.268633540372672
2023-09-15,20.124223602484474
2023-09-16,23.89751552795031
2023-09-17,21.38198757763975
2023-09-18,16.979813664596275
2023-09-19,16.979813664596275
2023-09-20,15.722049689440995
2023-09-21,18.237577639751553
2023-09-22,17.608695652173914
2023-09-23,20.753105590062113
2023-09-24,22.010869565217394
2023-09-25,16.350931677018636
2023-09-26,15.722049689440995
2023-09-27,17.608695652173914
2023-09-28,18.866459627329196
2023-09-29,20.753105590062113
2023-09-30,25.155279503105593
2023-10-01,25.155279503105593
2023-10-02,18.237577639751553
2023-10-03,17.608695652173914
2023-10-04,18.237577639751553
2023-10-05,22.010869565217394
2023-10-06,23.89751552795031
2023-10-07,21.38198757763975
2023-10-08,20.124223602484474
2023-10-09,17.608695652173914
2023-10-10,29.55745341614907
2023-10-11,54.71273291925466
2023-10-12,33.95962732919255
2023-10-13,20.753105590062113
2023-10-14,23.89751552795031
2023-10-15,24.526397515527954
2023-10-16,20.124223602484474
2023-10-17,20.124223602484474
2023-10-18,16.979813664596275
2023-10-19,17.608695652173914
2023-10-20,21.38198757763975
2023-10-21,26.41304347826087
2023-10-22,31.44409937888199
2023-10-23,20.753105590062113
2023-10-24,16.979813664596275
2023-10-25,17.608695652173914
2023-10-26,22.010869565217394
2023-10-27,20.753105590062113
2023-10-28,23.268633540372672
2023-10-29,20.753105590062113
2023-10-30,15.722049689440995
2023-10-31,15.722049689440995
2023-11-01,15.093167701863354
2023-11-02,14.464285714285715
2023-11-03,14.464285714285715
2023-11-04,23.268633540372672
2023-11-05,20.124223602484474
2023-11-06,17.608695652173914
2023-11-07,16.350931677018636
2023-11-08,18.237577639751553
2023-11-09,16.350931677018636
2023-11-10,16.979813664596275
2023-11-11,22.010869565217394
2023-11-12,20.753105590062113
2023-11-13,15.093167701863354
2023-11-14,15.722049689440995
2023-11-15,15.722049689440995
2023-11-16,15.722049689440995
2023-11-17,17.608695652173914
2023-11-18,20.124223602484474
2023-11-19,22.639751552795033
2023-11-20,20.124223602484474
2023-11-21,16.350931677018636
2023-11-22,18.866459627329196
2023-11-23,32.70186335403727
2023-11-24,27.04192546583851
2023-11-25,22.010869565217394
2023-11-26,20.753105590062113
2023-11-27,12.577639751552796
2023-11-28,13.206521739130435
2023-11-29,15.093167701863354
2023-11-30,15.093167701863354
2023-12-01,13.206521739130435
2023-12-02,18.866459627329196
2023-12-03,20.753105590062113
2023-12-04,14.464285714285715
2023-12-05,16.350931677018636
2023-12-06,17.608695652173914
2023-12-07,15.722049689440995
2023-12-08,16.350931677018636
2023-12-09,20.124223602484474
2023-12-10,20.124223602484474
2023-12-11,15.722049689440995
2023-12-12,16.979813664596275
2023-12-13,18.237577639751553
2023-12-14,17.608695652173914
2023-12-15,17.608695652173914
2023-12-16,20.124223602484474
2023-12-17,23.268633540372672
2023-12-18,18.237577639751553
2023-12-19,18.237577639751553
2023-12-20,19.495341614906835
2023-12-21,17.608695652173914
2023-12-22,19.716464636345425
2023-12-23,24.13283911039872
2023-12-24,22.08187237026648
2023-12-25,24.44728010418754
2023-12-26,22.08187237026648
2023-12-27,20.345346623923064
2023-12-28,22.08187237026648
2023-12-29,23.8183981166099
2023-12-30,22.396313364055302
2023-12-31,24.44728010418754
2024-01-01,26.49824684431978
2024-01-02,13.87800540973753
2024-01-03,13.87800540973753
2024-01-04,17.351056902424368
2024-01-05,17.351056902424368
2024-01-06,20.345346623923064
2024-01-07,22.396313364055302
2024-01-08,17.979938890002003
2024-01-09,17.351056902424368
2024-01-10,15.928972149869768
2024-01-11,17.351056902424368
2024-01-12,17.351056902424368
2024-01-13,20.345346623923064
2024-01-14,20.030905630134242
2024-01-15,19.402023642556607
2024-01-16,19.716464636345425
2024-01-17,15.928972149869768
2024-01-18,13.87800540973753
2024-01-19,14.985649168503308
2024-01-20,17.979938890002003
2024-01-21,17.722300140252457
2024-01-22,13.291725105189343
2024-01-23,13.291725105189343
2024-01-24,15.5070126227209
2024-01-25,13.291725105189343
2024-01-26,15.5070126227209
2024-01-27,17.722300140252457
2024-01-28,17.722300140252457
2024-01-29,13.291725105189343
2024-01-30,13.291725105189343
2024-01-31,13.291725105189343
2024-02-01,15.5070126227209
2024-02-02,15.5070126227209
2024-02-03,15.5070126227209
2024-02-04,17.722300140252457
2024-02-05,19.937587657784015
2024-02-06,17.722300140252457
2024-02-07,19.937587657784015
2024-02-08,17.722300140252457
2024-02-09,17.722300140252457
2024-02-10,19.937587657784015
2024-02-11,22.15287517531557
2024-02-12,39.87517531556803
2024-02-13,19.937587657784015
2024-02-14,17.722300140252457
2024-02-15,19.937587657784015
2024-02-16,17.722300140252457
2024-02-17,19.937587657784015
2024-02-18,22.15287517531557
2024-02-19,17.722300140252457
2024-02-20,19.937587657784015
2024-02-21,24.36816269284713
2024-02-22,39.87517531556803
2024-02-23,35.444600280504915
2024-02-24,31.0140252454418
2024-02-25,26.583450210378686
2024-02-26,22.15287517531557
2024-02-27,17.722300140252457
2024-02-28,17.722300140252457
2024-02-29,19.937587657784015
2024-03-01,17.722300140252457
2024-03-02,22.15287517531557
2024-03-03,22.15287517531557
2024-03-04,15.5070126227209
2024-03-05,15.5070126227209
2024-03-06,19.937587657784015
2024-03-07,28.798737727910243
2024-03-08,17.722300140252457
2024-03-09,17.722300140252457
2024-03-10,19.937587657784015
2024-03-11,17.722300140252457
2024-03-12,19.937587657784015
2024-03-13,17.722300140252457
2024-03-14,17.722300140252457
2024-03-15,17.722300140252457
2024-03-16,17.722300140252457
2024-03-17,17.722300140252457
2024-03-18,13.291725105189343
2024-03-19,15.5070126227209
2024-03-20,19.937587657784015
2024-03-21,17.722300140252457
2024-03-22,15.5070126227209
2024-03-23,19.937587657784015
2024-03-24,19.937587657784015
2024-03-25,13.291725105189343
2024-03-26,13.291725105189343
2024-03-27,15.5070126227209
2024-03-28,19.937587657784015
2024-03-29,19.937587657784015
2024-03-30,19.937587657784015
2024-03-31,22.15287517531557
2024-04-01,15.5070126227209
2024-04-02,15.5070126227209
2024-04-03,17.722300140252457
2024-04-04,13.291725105189343
2024-04-05,17.722300140252457
2024-04-06,17.722300140252457
2024-04-07,19.937587657784015
2024-04-08,13.291725105189343
2024-04-09,19.937587657784015
2024-04-10,33.22931276297336
2024-04-11,26.583450210378686
2024-04-12,24.36816269284713
2024-04-13,22.15287517531557
2024-04-14,22.15287517531557
2024-04-15,17.722300140252457
2024-04-16,13.291725105189343
2024-04-17,15.5070126227209
2024-04-18,15.5070126227209
2024-04-19,17.722300140252457
2024-04-20,19.937587657784015
2024-04-21,22.15287517531557
2024-04-22,17.722300140252457
2024-04-23,15.5070126227209
2024-04-24,15.5070126227209
2024-04-25,17.722300140252457
2024-04-26,13.291725105189343
2024-04-27,19.937587657784015
2024-04-28,19.937587657784015
2024-04-29,13.291725105189343
2024-04-30,13.291725105189343
2024-05-01,13.291725105189343
2024-05-02,13.291725105189343
2024-05-03,13.291725105189343
2024-05-04,15.5070126227209
2024-05-05,19.937587657784015
2024-05-06,17.722300140252457
2024-05-07,39.87517531556803
2024-05-08,24.36816269284713
2024-05-09,19.937587657784015
2024-05-10,19.937587657784015
2024-05-11,24.36816269284713
2024-05-12,22.15287517531557
2024-05-13,15.5070126227209
2024-05-14,13.291725105189343
2024-05-15,15.5070126227209
2024-05-16,15.5070126227209
2024-05-17,15.5070126227209
2024-05-18,19.937587657784015
2024-05-19,17.722300140252457
2024-05-20,13.291725105189343
2024-05-21,13.291725105189343
2024-05-22,15.5070126227209
2024-05-23,13.291725105189343
2024-05-24,17.722300140252457
2024-05-25,24.36816269284713
2024-05-26,48.73632538569426
2024-05-27,31.0140252454418
2024-05-28,22.15287517531557
2024-05-29,19.937587657784015
2024-05-30,17.722300140252457
2024-05-31,15.5070126227209
2024-06-01,22.15287517531557
2024-06-02,24.36816269284713
2024-06-03,17.722300140252457
2024-06-04,26.583450210378686
2024-06-05,42.090462833099586
2024-06-06,35.444600280504915
2024-06-07,24.36816269284713
2024-06-08,24.36816269284713
2024-06-09,24.36816269284713
2024-06-10,17.722300140252457
2024-06-11,15.5070126227209
2024-06-12,15.5070126227209
2024-06-13,17.722300140252457
2024-06-14,15.5070126227209
2024-06-15,19.937587657784015
2024-06-16,19.937587657784015
2024-06-17,15.5070126227209
2024-06-18,13.291725105189343
2024-06-19,15.5070126227209
2024-06-20,17.722300140252457
2024-06-21,19.937587657784015
2024-06-22,19.937587657784015
2024-06-23,17.722300140252457
2024-06-24,17.722300140252457
2024-06-25,17.722300140252457
2024-06-26,13.291725105189343
2024-06-27,15.5070126227209
2024-06-28,15.5070126227209
2024-06-29,19.937587657784015
2024-06-30,24.36816269284713
2024-07-01,15.5070126227209
2024-07-02,13.291725105189343
2024-07-03,13.291725105189343
2024-07-04,17.722300140252457
2024-07-05,15.5070126227209
2024-07-06,17.722300140252457
2024-07-07,17.722300140252457
2024-07-08,13.291725105189343
2024-07-09,13.291725105189343
2024-07-10,13.291725105189343
2024-07-11,13.291725105189343
2024-07-12,13.291725105189343
2024-07-13,15.5070126227209
2024-07-14,13.291725105189343
2024-07-15,11.076437587657786
2024-07-16,13.291725105189343
2024-07-17,13.291725105189343
2024-07-18,13.291725105189343
2024-07-19,13.291725105189343
2024-07-20,15.5070126227209
2024-07-21,15.5070126227209
2024-07-22,13.291725105189343
2024-07-23,15.5070126227209
2024-07-24,15.5070126227209
2024-07-25,17.722300140252457
2024-07-26,101.90322580645163
2024-07-27,221.52875175315572
2024-07-28,64.24333800841515
2024-07-29,55.38218793828893
2024-07-30,28.798737727910243
2024-07-31,22.15287517531557
2024-08-01,15.5070126227209
2024-08-02,15.5070126227209
2024-08-03,19.937587657784015
2024-08-04,19.937587657784015
2024-08-05,13.291725105189343
2024-08-06,13.291725105189343
2024-08-07,15.5070126227209
2024-08-08,13.291725105189343
2024-08-09,15.5070126227209
2024-08-10,15.5070126227209
2024-08-11,15.5070126227209
2024-08-12,13.291725105189343
2024-08-13,11.076437587657786
2024-08-14,13.291725105189343
2024-08-15,17.722300140252457
2024-08-16,35.444600280504915
2024-08-17,33.22931276297336
2024-08-18,27.691093969144465
2024-08-19,23.26051893408135
2024-08-20,22.15287517531557
2024-08-21,19.937587657784015
2024-08-22,19.937587657784015
2024-08-23,21.045231416549793
2024-08-24,23.26051893408135
2024-08-25,24.36816269284713
2024-08-26,18.829943899018236
2024-08-27,17.722300140252457
2024-08-28,16.61465638148668
2024-08-29,17.722300140252457
2024-08-30,18.829943899018236
2024-08-31,22.15287517531557
2024-09-01,22.15287517531557
2024-09-02,22.15287517531557
2024-09-03,25.475806451612907
2024-09-04,26.583450210378686
2024-09-05,34.33695652173914
2024-09-06,25.475806451612907
2024-09-07,31.0140252454418
2024-09-08,28.798737727910243
2024-09-09,21.045231416549793
2024-09-10,22.15287517531557
2024-09-11,17.722300140252457
2024-09-12,22.15287517531557
2024-09-13,24.36816269284713
2024-09-14,32.121669004207575
2024-09-15,27.691093969144465
2024-09-16,18.829943899018236
2024-09-17,17.722300140252457
2024-09-18,19.937587657784015
2024-09-19,28.798737727910243
2024-09-20,28.798737727910243
2024-09-21,31.0140252454418
2024-09-22,28.798737727910243
2024-09-23,24.36816269284713
2024-09-24,26.583450210378686
2024-09-25,28.798737727910243
2024-09-26,28.798737727910243
2024-09-27,39.87517531556803
2024-09-28,37.65988779803647
2024-09-29,35.444600280504915
2024-09-30,24.36816269284713
2024-10-01,24.36816269284713
2024-10-02,42.090462833099586
2024-10-03,39.87517531556803
2024-10-04,46.5210378681627
2024-10-05,55.38218793828893
2024-10-06,44.30575035063114
2024-10-07,31.0140252454418
2024-10-08,28.798737727910243
2024-10-09,28.798737727910243
2024-10-10,22.15287517531557
2024-10-11,22.15287517531557
2024-10-12,26.583450210378686
2024-10-13,26.583450210378686
2024-10-14,22.15287517531557
2024-10-15,19.937587657784015
2024-10-16,19.937587657784015
2024-10-17,19.937587657784015
2024-10-18,22.15287517531557
2024-10-19,26.583450210378686
2024-10-20,24.36816269284713
2024-10-21,24.36816269284713
2024-10-22,24.36816269284713
2024-10-23,19.937587657784015
2024-10-24,22.15287517531557
2024-10-25,44.30575035063114
2024-10-26,35.444600280504915
2024-10-27,28.798737727910243
2024-10-28,19.937587657784015
2024-10-29,22.15287517531557
2024-10-30,28.798737727910243
2024-10-31,28.798737727910243
2024-11-01,24.36816269284713
2024-11-02,28.798737727910243
2024-11-03,31.0140252454418
2024-11-04,26.583450210378686
2024-11-05,33.22931276297336
2024-11-06,13.291725105189343
2024-11-07,17.722300140252457
2024-11-08,19.937587657784015
2024-11-09,22.15287517531557
2024-11-10,22.15287517531557
2024-11-11,19.937587657784015
2024-11-12,17.722300140252457
2024-11-13,17.722300140252457
2024-11-14,22.15287517531557
2024-11-15,19.937587657784015
2024-11-16,19.937587657784015
2024-11-17,22.15287517531557
2024-11-18,17.722300140252457
2024-11-19,15.5070126227209
2024-11-20,17.722300140252457
2024-11-21,19.937587657784015
2024-11-22,17.722300140252457
2024-11-23,19.937587657784015
2024-11-24,22.15287517531557
