Time,ramsay_hunt_syndrome
2024-01-01,0.0
2024-01-02,1.7978811607554124
2024-01-03,2.407876554583141
2024-01-04,0.0
2024-01-05,0.0
2024-01-06,1.7978811607554124
2024-01-07,2.7289267618608934
2024-01-08,1.6694610778443115
2024-01-09,1.47683095347766
2024-01-10,2.7289267618608934
2024-01-11,1.47683095347766
2024-01-12,1.6052510363887609
2024-01-13,1.6694610778443115
2024-01-14,1.8620912022109626
2024-01-15,1.9263012436665132
2024-01-16,1.0594656840165821
2024-01-17,0.0
2024-01-18,2.5362966374942424
2024-01-19,2.4720865960386917
2024-01-20,1.7336711192998617
2024-01-21,2.054721326577614
2024-01-22,2.054721326577614
2024-01-23,1.7978811607554124
2024-01-24,2.311561492399816
2024-01-25,2.054721326577614
2024-01-26,0.0
2024-01-27,0.0
2024-01-28,0.0
2024-01-29,1.9263012436665132
2024-01-30,0.0
2024-01-31,2.825241824044219
2024-02-01,0.0
2024-02-02,3.338922155688623
2024-02-03,4.623122984799632
2024-02-04,4.623122984799632
2024-02-05,2.825241824044219
2024-02-06,3.7241824044219256
2024-02-07,3.5957623215108248
2024-02-08,8.989405803777062
2024-02-09,4.109442653155228
2024-02-10,4.751543067710733
2024-02-11,3.8526024873330265
2024-02-12,12.842008291110089
2024-02-13,9.503086135421466
2024-02-14,4.36628281897743
2024-02-15,3.210502072777522
2024-02-16,1.9263012436665132
2024-02-17,1.7978811607554124
2024-02-18,1.9263012436665132
2024-02-19,1.6694610778443115
2024-02-20,1.5410409949332107
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,1.4126209120221096
2024-02-24,1.7978811607554124
2024-02-25,1.9263012436665132
2024-02-26,0.0
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,10.530446798710273
2024-03-01,8.347305389221557
2024-03-02,3.467342238599724
2024-03-03,10.787286964532473
2024-03-04,2.5684016582220175
2024-03-05,1.9263012436665132
2024-03-06,2.183141409488715
2024-03-07,2.054721326577614
2024-03-08,0.0
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,2.311561492399816
2024-03-12,1.4126209120221096
2024-03-13,3.338922155688623
2024-03-14,1.9263012436665132
2024-03-15,0.0
2024-03-16,1.7978811607554124
2024-03-17,1.7978811607554124
2024-03-18,2.183141409488715
2024-03-19,0.0
2024-03-20,1.6694610778443115
2024-03-21,0.0
2024-03-22,1.6694610778443115
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,1.5410409949332107
2024-03-26,1.6694610778443115
2024-03-27,3.0820819898664213
2024-03-28,2.825241824044219
2024-03-29,2.95366190695532
2024-03-30,1.5410409949332107
2024-03-31,2.5684016582220175
2024-04-01,1.5410409949332107
2024-04-02,1.6694610778443115
2024-04-03,2.311561492399816
2024-04-04,3.0820819898664213
2024-04-05,1.9263012436665132
2024-04-06,1.6694610778443115
2024-04-07,0.0
2024-04-08,1.6694610778443115
2024-04-09,1.9263012436665132
2024-04-10,2.4399815753109166
2024-04-11,0.0
2024-04-12,1.4126209120221096
2024-04-13,2.4399815753109166
2024-04-14,1.6694610778443115
2024-04-15,3.5957623215108248
2024-04-16,3.5957623215108248
2024-04-17,3.467342238599724
2024-04-18,2.5684016582220175
2024-04-19,2.183141409488715
2024-04-20,1.7978811607554124
2024-04-21,0.0
2024-04-22,2.054721326577614
2024-04-23,2.6968217411331183
2024-04-24,2.311561492399816
2024-04-25,2.95366190695532
2024-04-26,2.825241824044219
2024-04-27,0.0
2024-04-28,2.6968217411331183
2024-04-29,2.825241824044219
2024-04-30,2.95366190695532
2024-05-01,1.5410409949332107
2024-05-02,1.4126209120221096
2024-05-03,1.4126209120221096
2024-05-04,0.0
2024-05-05,0.0
2024-05-06,1.6694610778443115
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,3.0820819898664213
2024-05-10,4.494702901888531
2024-05-11,3.467342238599724
2024-05-12,0.0
2024-05-13,1.9263012436665132
2024-05-14,0.0
2024-05-15,2.183141409488715
2024-05-16,0.0
2024-05-17,0.0
2024-05-18,2.054721326577614
2024-05-19,0.0
2024-05-20,1.9263012436665132
2024-05-21,2.95366190695532
2024-05-22,0.0
2024-05-23,0.0
2024-05-24,2.183141409488715
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,1.4126209120221096
2024-05-29,1.9263012436665132
2024-05-30,2.183141409488715
2024-05-31,2.5684016582220175
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,0.0
2024-06-04,0.0
2024-06-05,2.311561492399816
2024-06-06,0.0
2024-06-07,0.0
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,0.0
2024-06-11,0.0
2024-06-12,1.6694610778443115
2024-06-13,1.6694610778443115
2024-06-14,1.5410409949332107
2024-06-15,0.0
2024-06-16,2.183141409488715
2024-06-17,0.0
2024-06-18,1.5410409949332107
2024-06-19,0.0
2024-06-20,2.183141409488715
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,0.0
2024-06-25,0.0
2024-06-26,0.0
2024-06-27,1.7978811607554124
2024-06-28,0.0
2024-06-29,0.0
2024-06-30,0.0
2024-07-01,1.6694610778443115
2024-07-02,0.0
2024-07-03,2.183141409488715
2024-07-04,0.0
2024-07-05,1.6694610778443115
2024-07-06,1.6694610778443115
2024-07-07,9.246245969599263
2024-07-08,7.833625057577153
2024-07-09,3.0820819898664213
2024-07-10,2.4399815753109166
2024-07-11,2.825241824044219
2024-07-12,1.9263012436665132
2024-07-13,2.5684016582220175
2024-07-14,1.5410409949332107
2024-07-15,1.4126209120221096
2024-07-16,1.7978811607554124
2024-07-17,0.0
2024-07-18,1.5410409949332107
2024-07-19,1.9263012436665132
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,2.183141409488715
2024-07-23,0.0
2024-07-24,1.6694610778443115
2024-07-25,1.7978811607554124
2024-07-26,0.0
2024-07-27,0.0
2024-07-28,2.183141409488715
2024-07-29,1.7978811607554124
2024-07-30,2.5684016582220175
2024-07-31,2.4399815753109166
2024-08-01,1.7978811607554124
2024-08-02,2.183141409488715
2024-08-03,0.0
2024-08-04,0.0
2024-08-05,1.4126209120221096
2024-08-06,1.6694610778443115
2024-08-07,0.0
2024-08-08,1.5410409949332107
2024-08-09,0.0
2024-08-10,0.0
2024-08-11,2.054721326577614
2024-08-12,0.0
2024-08-13,1.5410409949332107
2024-08-14,0.0
2024-08-15,1.9263012436665132
2024-08-16,1.4126209120221096
2024-08-17,0.0
2024-08-18,2.294049662911939
2024-08-19,0.0
2024-08-20,0.0
2024-08-21,2.1539550270089194
2024-08-22,0.0
2024-08-23,0.0
2024-08-24,2.1539550270089194
2024-08-25,1.8095557137473308
2024-08-26,1.8095557137473308
2024-08-27,1.94965034965035
2024-08-28,0.0
2024-08-29,2.574238934717977
2024-08-30,0.0
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,1.7336711192998622
2024-09-03,0.0
2024-09-04,0.0
2024-09-05,1.5935764833968429
2024-09-06,0.0
2024-09-07,0.0
2024-09-08,0.0
2024-09-09,0.0
2024-09-10,1.6694610778443115
2024-09-11,0.0
2024-09-12,2.1539550270089194
2024-09-13,0.0
2024-09-14,2.574238934717977
2024-09-15,0.0
2024-09-16,1.6694610778443115
2024-09-17,1.6694610778443117
2024-09-18,1.5176918889493742
2024-09-19,0.0
2024-09-20,0.0
2024-09-21,0.0
2024-09-22,1.6694610778443117
2024-09-23,1.5176918889493742
2024-09-24,1.8212302667392493
2024-09-25,2.2765378334240616
2024-09-26,2.580076211213936
2024-09-27,1.365922700054437
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,0.0
2024-10-01,5.0083832335329355
2024-10-02,3.187152966793686
2024-10-03,2.883614589003811
2024-10-04,1.9729994556341865
2024-10-05,3.0353837778987485
2024-10-06,2.731845400108874
2024-10-07,2.883614589003811
2024-10-08,2.883614589003811
2024-10-09,1.5176918889493742
2024-10-10,1.9729994556341865
2024-10-11,3.187152966793686
2024-10-12,2.428307022318999
2024-10-13,2.124768644529124
2024-10-14,1.365922700054437
2024-10-15,2.124768644529124
2024-10-16,1.6694610778443117
2024-10-17,1.6694610778443117
2024-10-18,0.0
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,2.2765378334240616
2024-10-22,1.8212302667392493
2024-10-23,1.9729994556341865
2024-10-24,2.580076211213936
2024-10-25,0.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,1.5176918889493742
2024-10-29,1.365922700054437
2024-10-30,2.124768644529124
2024-10-31,1.8212302667392493
2024-11-01,0.0
2024-11-02,0.0
2024-11-03,2.883614589003811
2024-11-04,0.0
2024-11-05,0.0
2024-11-06,1.062384322264562
2024-11-07,1.365922700054437
2024-11-08,0.0
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,0.0
2024-11-12,0.0
2024-11-13,1.8212302667392493
2024-11-14,0.0
2024-11-15,0.0
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,1.365922700054437
2024-11-19,1.5176918889493742
2024-11-20,3.187152966793686
2024-11-21,0.0
2024-11-22,1.5176918889493742
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,0.0
2024-11-26,0.0
2024-11-27,15.176918889493743
2024-11-28,7.436690255851934
2024-11-29,2.731845400108874
2024-11-30,1.8212302667392493
2024-12-01,1.6694610778443117
2024-12-02,0.0
2024-12-03,2.883614589003811
2024-12-04,2.124768644529124
2024-12-05,1.365922700054437
2024-12-06,1.6694610778443117
2024-12-07,2.2765378334240616
2024-12-08,2.428307022318999
2024-12-09,0.0
2024-12-10,1.9729994556341865
2024-12-11,2.580076211213936
2024-12-12,1.365922700054437
2024-12-13,0.0
2024-12-14,1.9729994556341865
2024-12-15,0.0
2024-12-16,0.0
2024-12-17,1.5176918889493742
2024-12-18,1.5176918889493742
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,1.8212302667392493
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,1.6694610778443117
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,0.0
2024-12-31,0.0
