Time,usps
2024-09-24,48.9327838756241
2024-09-25,45.99681684308665
2024-09-26,49.91143955313658
2024-09-27,46.97547252059913
2024-09-28,41.103538455524244
2024-09-29,27.402358970349496
2024-09-30,48.9327838756241
2024-10-01,45.99681684308665
2024-10-02,47.95412819811162
2024-10-03,51.868750908161545
2024-10-04,49.91143955313658
2024-10-05,41.103538455524244
2024-10-06,27.402358970349496
2024-10-07,49.91143955313658
2024-10-08,49.91143955313658
2024-10-09,46.97547252059913
2024-10-10,46.97547252059913
2024-10-11,49.91143955313658
2024-10-12,46.97547252059913
2024-10-13,29.35967032537446
2024-10-14,53.82606226318651
2024-10-15,59.6979963282614
2024-10-16,53.82606226318651
2024-10-17,57.740684973236434
2024-10-18,52.84740658567402
2024-10-19,46.97547252059913
2024-10-20,29.35967032537446
2024-10-21,57.740684973236434
2024-10-22,53.82606226318651
2024-10-23,53.82606226318651
2024-10-24,51.868750908161545
2024-10-25,50.89009523064906
2024-10-26,45.01816116557417
2024-10-27,29.35967032537446
2024-10-28,52.84740658567402
2024-10-29,49.91143955313658
2024-10-30,47.95412819811162
2024-10-31,46.97547252059913
2024-11-01,47.95412819811162
2024-11-02,42.08219413303672
2024-11-03,26.42370329283701
2024-11-04,50.89009523064906
2024-11-05,46.97547252059913
2024-11-06,33.274293035424385
2024-11-07,45.99681684308665
2024-11-08,45.01816116557417
2024-11-09,41.103538455524244
2024-11-10,27.402358970349496
2024-11-11,47.95412819811162
2024-11-12,56.762029295723956
2024-11-13,51.868750908161545
2024-11-14,48.9327838756241
2024-11-15,50.89009523064906
2024-11-16,42.08219413303672
2024-11-17,28.381014647861978
2024-11-18,53.82606226318651
2024-11-19,55.78337361821147
2024-11-20,50.89009523064906
2024-11-21,50.89009523064906
2024-11-22,50.89009523064906
2024-11-23,47.95412819811162
2024-11-24,31.316981680399422
2024-11-25,56.762029295723956
2024-11-26,57.740684973236434
2024-11-27,56.762029295723956
2024-11-28,31.316981680399422
2024-11-29,47.95412819811162
2024-11-30,46.97547252059913
2024-12-01,33.274293035424385
2024-12-02,61.65530768328636
2024-12-03,64.59127471582381
2024-12-04,61.65530768328636
2024-12-05,64.59127471582381
2024-12-06,69.48455310338622
2024-12-07,66.54858607084877
2024-12-08,45.01816116557417
2024-12-09,68.50589742587374
2024-12-10,80.24976555602352
2024-12-11,79.27110987851104
2024-12-12,78.29245420099855
2024-12-13,79.27110987851104
2024-12-14,82.20707691104849
2024-12-15,55.78337361821147
2024-12-16,89.05766665363586
2024-12-17,93.95094504119827
2024-12-18,97.8655677512482
2024-12-19,94.92960071871074
2024-12-20,94.92960071871074
2024-12-21,84.16438826607344
2024-12-22,58.71934065074892
2024-12-23,92.97228936368579
2024-12-24,89.05766665363586
2024-12-25,37.18891574547431
2024-12-26,62.633963360798845
2024-12-27,66.54858607084877
2024-12-28,55.78337361821147
2024-12-29,36.21026006796183
2024-12-30,65.56993039333629
2024-12-31,67.52724174836125
2025-01-01,36.21026006796183
2025-01-02,59.6979963282614
2025-01-03,56.762029295723956
2025-01-04,53.82606226318651
2025-01-05,34.25294871293687
2025-01-06,57.740684973236434
2025-01-07,58.71934065074892
2025-01-08,57.740684973236434
2025-01-09,65.56993039333629
2025-01-10,61.65530768328636
2025-01-11,54.80471794069899
2025-01-12,35.23160439044935
2025-01-13,60.67665200577388
2025-01-14,59.6979963282614
2025-01-15,58.71934065074892
2025-01-16,62.633963360798845
2025-01-17,63.61261903831133
2025-01-18,55.78337361821147
2025-01-19,34.25294871293687
2025-01-20,46.97547252059913
2025-01-21,64.59127471582381
2025-01-22,59.6979963282614
2025-01-23,54.80471794069899
2025-01-24,57.740684973236434
2025-01-25,58.71934065074892
2025-01-26,37.18891574547431
2025-01-27,57.740684973236434
2025-01-28,59.6979963282614
2025-01-29,55.78337361821147
2025-01-30,53.82606226318651
2025-01-31,53.82606226318651
2025-02-01,50.89009523064906
2025-02-02,32.29563735791191
2025-02-03,53.82606226318651
2025-02-04,54.80471794069899
2025-02-05,67.52724174836125
2025-02-06,58.71934065074892
2025-02-07,53.82606226318651
2025-02-08,48.9327838756241
2025-02-09,30.33832600288694
2025-02-10,53.82606226318651
2025-02-11,59.6979963282614
2025-02-12,55.78337361821147
2025-02-13,52.84740658567402
2025-02-14,55.78337361821147
2025-02-15,48.9327838756241
2025-02-16,33.274293035424385
2025-02-17,47.95412819811162
2025-02-18,61.65530768328636
2025-02-19,57.740684973236434
2025-02-20,52.84740658567402
2025-02-21,60.67665200577388
2025-02-22,51.868750908161545
2025-02-23,34.25294871293687
2025-02-24,54.80471794069899
2025-02-25,55.78337361821147
2025-02-26,51.868750908161545
2025-02-27,52.84740658567402
2025-02-28,55.78337361821147
2025-03-01,48.9327838756241
2025-03-02,33.274293035424385
2025-03-03,54.80471794069899
2025-03-04,54.80471794069899
2025-03-05,52.84740658567402
2025-03-06,54.80471794069899
2025-03-07,49.91143955313658
2025-03-08,50.89009523064906
2025-03-09,33.274293035424385
2025-03-10,59.6979963282614
2025-03-11,57.740684973236434
2025-03-12,56.762029295723956
2025-03-13,55.78337361821147
2025-03-14,57.740684973236434
2025-03-15,50.89009523064906
2025-03-16,35.23160439044935
2025-03-17,59.6979963282614
2025-03-18,57.740684973236434
2025-03-19,57.740684973236434
2025-03-20,53.82606226318651
2025-03-21,54.80471794069899
2025-03-22,48.9327838756241
2025-03-23,34.25294871293687
2025-03-24,63.61261903831133
2025-03-25,61.65530768328636
2025-03-26,56.762029295723956
2025-03-27,54.80471794069899
2025-03-28,54.80471794069899
2025-03-29,45.99681684308665
2025-03-30,32.29563735791191
2025-03-31,52.84740658567402
2025-04-01,51.868750908161545
2025-04-02,48.9327838756241
2025-04-03,50.89009523064906
2025-04-04,50.89009523064906
2025-04-05,45.99681684308665
2025-04-06,30.33832600288694
2025-04-07,56.762029295723956
2025-04-08,52.84740658567402
2025-04-09,50.89009523064906
2025-04-10,51.868750908161545
2025-04-11,52.84740658567402
2025-04-12,48.9327838756241
2025-04-13,30.33832600288694
2025-04-14,57.740684973236434
2025-04-15,60.47417152077129
2025-04-16,54.76253450632345
2025-04-17,52.99083026255085
2025-04-18,53.87668238443715
2025-04-19,42.942736194297694
2025-04-20,27.1830051115967
2025-04-21,55.64838662820975
2025-04-22,49.936749613761904
2025-04-23,45.99681684308665
2025-04-24,44.22511259931405
2025-04-25,44.22511259931405
2025-04-26,40.2851798286388
2025-04-27,27.1830051115967
2025-04-28,49.936749613761904
2025-04-29,48.65437320874555
2025-04-30,44.7144404380703
2025-05-01,46.39334112621671
2025-05-02,45.99681684308665
2025-05-03,41.171031950525105
2025-05-04,27.1830051115967
2025-05-05,47.76852108685925
2025-05-06,47.76852108685925
2025-05-07,49.936749613761904
2025-05-08,48.65437320874555
2025-05-09,50.8226017356482
2025-05-10,42.942736194297694
2025-05-11,27.579529394726755
2025-05-12,52.10497814066456
2025-05-13,48.16504536998931
2025-05-14,46.88266896497295
2025-05-15,45.99681684308665
2025-05-16,46.78986540934677
2025-05-17,41.238525445525966
2025-05-18,27.756699819104014
2025-05-19,50.75510824064734
2025-05-20,51.54815680690745
2025-05-21,47.58291397560688
2025-05-22,48.375962541867
2025-05-23,48.375962541867
2025-05-24,42.03157401178608
2025-05-25,26.9636512528439
2025-05-26,34.894136915445046
2025-05-27,57.09949677072826
2025-05-28,52.34120537316757
2025-05-29,50.75510824064734
2025-05-30,49.16901110812711
2025-05-31,46.78986540934677
2025-06-01,30.135845517884356
2025-06-02,54.72035107194791
2025-06-03,55.51339963820803
2025-06-04,50.75510824064734
2025-06-05,50.75510824064734
2025-06-06,49.96205967438723
2025-06-07,43.61767114430631
2025-06-08,29.342796951624244
2025-06-09,55.51339963820803
2025-06-10,54.72035107194791
2025-06-11,54.72035107194791
2025-06-12,51.54815680690745
2025-06-13,49.96205967438723
2025-06-14,42.82462257804619
2025-06-15,27.756699819104014
2025-06-16,53.9273025056878
2025-06-17,52.34120537316757
2025-06-18,49.16901110812711
2025-06-19,48.375962541867
2025-06-20,50.75510824064734
2025-06-21,42.03157401178608
2025-06-22,26.170602686583784
2025-06-23,53.13425393942768
2025-06-24,53.13425393942768
2025-06-25,50.75510824064734
2025-06-26,49.96205967438723
2025-06-27,54.72035107194791
2025-06-28,49.16901110812711
2025-06-29,30.92889408414447
2025-06-30,57.89254533698837
2025-07-01,53.13425393942768
2025-07-02,53.13425393942768
2025-07-03,55.51339963820803
2025-07-04,34.894136915445046
2025-07-05,49.96205967438723
2025-07-06,32.514991216664704
2025-07-07,60.27169103576871
2025-07-08,53.9273025056878
2025-07-09,53.13425393942768
2025-07-10,54.72035107194791
2025-07-11,54.72035107194791
2025-07-12,45.99681684308665
2025-07-13,35.68718548170516
2025-07-14,63.44388530080917
2025-07-15,56.30644820446814
2025-07-16,55.51339963820803
2025-07-17,56.30644820446814
2025-07-18,53.9273025056878
2025-07-19,47.58291397560688
2025-07-20,31.721942650404586
2025-07-21,57.09949677072826
2025-07-22,56.30644820446814
2025-07-23,53.13425393942768
2025-07-24,54.72035107194791
2025-07-25,55.51339963820803
2025-07-26,43.61767114430631
2025-07-27,30.135845517884356
2025-07-28,57.09949677072826
2025-07-29,53.9273025056878
2025-07-30,49.96205967438723
2025-07-31,50.75510824064734
2025-08-01,51.54815680690745
2025-08-02,42.82462257804619
2025-08-03,30.135845517884356
2025-08-04,57.89254533698837
2025-08-05,56.30644820446814
2025-08-06,51.54815680690745
2025-08-07,53.13425393942768
2025-08-08,51.54815680690745
2025-08-09,42.82462257804619
2025-08-10,30.135845517884356
2025-08-11,55.51339963820803
2025-08-12,52.34120537316757
2025-08-13,50.75510824064734
2025-08-14,49.96205967438723
2025-08-15,49.16901110812711
2025-08-16,42.82462257804619
2025-08-17,30.135845517884356
2025-08-18,54.72035107194791
2025-08-19,51.54815680690745
2025-08-20,49.16901110812711
2025-08-21,45.20376827682654
2025-08-22,47.58291397560688
2025-08-23,42.03157401178608
2025-08-24,28.54974838536413
2025-08-25,53.13425393942768
2025-08-26,49.96205967438723
2025-08-27,46.78986540934677
2025-08-28,49.16901110812711
2025-08-29,44.41071971056642
2025-08-30,38.066331180485506
2025-08-31,26.170602686583784
2025-09-01,31.721942650404586
2025-09-02,47.58291397560688
2025-09-03,45.99681684308665
2025-09-04,43.61767114430631
2025-09-05,42.82462257804619
2025-09-06,39.652428313005736
2025-09-07,26.170602686583784
2025-09-08,49.16901110812711
2025-09-09,46.78986540934677
2025-09-10,40.44547687926585
2025-09-11,42.03157401178608
2025-09-12,40.44547687926585
2025-09-13,36.480234047965276
2025-09-14,22.998408421543324
2025-09-15,43.61767114430631
2025-09-16,42.03157401178608
2025-09-17,41.238525445525966
2025-09-18,40.44547687926585
2025-09-19,41.238525445525966
2025-09-20,37.27328261422539
2025-09-21,23.79145698780344
2025-09-22,45.99681684308665
2025-09-23,45.20376827682654
2025-09-24,42.03157401178608
2025-09-25,41.238525445525966
2025-09-26,43.61767114430631
2025-09-27,38.066331180485506
2025-09-28,23.79145698780344
2025-09-29,46.78986540934677
2025-09-30,43.61767114430631
2025-10-01,45.20376827682654
2025-10-02,44.41071971056642
2025-10-03,45.99681684308665
2025-10-04,37.27328261422539
2025-10-05,24.584505554063554
2025-10-06,46.78986540934677
2025-10-07,45.20376827682654
2025-10-08,45.20376827682654
2025-10-09,45.20376827682654
2025-10-10,43.61767114430631
2025-10-11,39.652428313005736
2025-10-12,25.37755412032367
2025-10-13,49.96205967438723
2025-10-14,53.13425393942768
2025-10-15,49.16901110812711
2025-10-16,43.61767114430631
2025-10-17,46.78986540934677
2025-10-18,38.85937974674562
2025-10-19,24.584505554063554
2025-10-20,49.16901110812711
2025-10-21,47.58291397560688
2025-10-22,42.82462257804619
2025-10-23,44.41071971056642
2025-10-24,43.61767114430631
2025-10-25,39.652428313005736
2025-10-26,23.79145698780344
2025-10-27,45.20376827682654
2025-10-28,40.44547687926585
2025-10-29,42.03157401178608
2025-10-30,42.82462257804619
2025-10-31,41.238525445525966
2025-11-01,35.68718548170516
2025-11-02,23.79145698780344
2025-11-03,45.20376827682654
2025-11-04,42.03157401178608
2025-11-05,42.82462257804619
2025-11-06,42.03157401178608
2025-11-07,45.99681684308665
2025-11-08,38.85937974674562
2025-11-09,23.79145698780344
2025-11-10,45.99681684308665
2025-11-11,45.20376827682654
2025-11-12,45.20376827682654
2025-11-13,44.41071971056642
2025-11-14,43.61767114430631
2025-11-15,40.44547687926585
2025-11-16,26.170602686583784
2025-11-17,46.78986540934677
2025-11-18,49.16901110812711
2025-11-19,46.78986540934677
2025-11-20,46.78986540934677
2025-11-21,44.41071971056642
2025-11-22,41.238525445525966
2025-11-23,28.54974838536413
2025-11-24,50.75510824064734
2025-11-25,49.96205967438723
2025-11-26,47.58291397560688
2025-11-27,25.37755412032367
2025-11-28,42.03157401178608
2025-11-29,41.238525445525966
2025-11-30,30.135845517884356
2025-12-01,52.34120537316757
2025-12-02,53.9273025056878
2025-12-03,53.13425393942768
2025-12-04,54.72035107194791
2025-12-05,55.51339963820803
2025-12-06,57.89254533698837
2025-12-07,38.066331180485506
2025-12-08,62.65083673454906
2025-12-09,65.02998243332941
2025-12-10,61.06473960202883
2025-12-11,58.68559390324849
2025-12-12,61.85778816828894
2025-12-13,62.65083673454906
2025-12-14,38.85937974674562
2025-12-15,72.96046809593055
2025-12-16,75.3396137947109
2025-12-17,70.5813223971502
2025-12-18,71.37437096341031
2025-12-19,75.3396137947109
2025-12-20,71.37437096341031
2025-12-21,49.16901110812711
2025-12-22,79.30485662601147
2025-12-23,78.51180805975135
2025-12-24,69.78827383089009
2025-12-25,29.342796951624244
2025-12-26,51.54815680690745
2025-12-27,44.41071971056642
2025-12-28,30.92889408414447
2025-12-29,55.51339963820803
2025-12-30,54.72035107194791
2025-12-31,56.30644820446814
2026-01-01,31.721942650404586
2026-01-02,49.96205967438723
2026-01-03,45.99681684308665
2026-01-04,30.135845517884356
2026-01-05,49.96205967438723
2026-01-06,50.75510824064734
2026-01-07,49.16901110812711
2026-01-08,48.375962541867
2026-01-09,50.75510824064734
2026-01-10,45.20376827682654
2026-01-11,29.342796951624244
2026-01-12,49.16901110812711
2026-01-13,47.58291397560688
2026-01-14,45.20376827682654
2026-01-15,43.61767114430631
2026-01-16,44.41071971056642
2026-01-17,41.238525445525966
2026-01-18,26.170602686583784
2026-01-19,43.61767114430631
2026-01-20,52.34120537316757
2026-01-21,49.16901110812711
2026-01-22,43.61767114430631
2026-01-23,44.41071971056642
2026-01-24,41.238525445525966
2026-01-25,24.584505554063554
2026-01-26,48.375962541867
2026-01-27,50.75510824064734
2026-01-28,49.16901110812711
2026-01-29,53.9273025056878
2026-01-30,50.75510824064734
2026-01-31,47.58291397560688
2026-02-01,30.92889408414447
2026-02-02,51.54815680690745
2026-02-03,51.54815680690745
2026-02-04,46.78986540934677
2026-02-05,48.375962541867
2026-02-06,47.58291397560688
2026-02-07,49.16901110812711
2026-02-08,27.756699819104014
2026-02-09,42.82462257804619
2026-02-10,47.58291397560688
2026-02-11,49.96205967438723
2026-02-12,45.99681684308665
2026-02-13,45.20376827682654
2026-02-14,39.652428313005736
2026-02-15,30.135845517884356
2026-02-16,42.82462257804619
2026-02-17,47.58291397560688
2026-02-18,42.03157401178608
2026-02-19,41.238525445525966
2026-02-20,40.44547687926585
2026-02-21,40.44547687926585
2026-02-22,25.37755412032367
2026-02-23,45.20376827682654
2026-02-24,45.20376827682654
2026-02-25,42.82462257804619
2026-02-26,43.61767114430631
2026-02-27,46.78986540934677
2026-02-28,41.238525445525966
2026-03-01,26.9636512528439
2026-03-02,47.58291397560688
2026-03-03,45.99681684308665
2026-03-04,45.20376827682654
2026-03-05,45.20376827682654
2026-03-06,47.58291397560688
2026-03-07,45.20376827682654
2026-03-08,28.54974838536413
2026-03-09,49.96205967438723
2026-03-10,49.96205967438723
2026-03-11,45.20376827682654
2026-03-12,46.78986540934677
2026-03-13,49.96205967438723
2026-03-14,45.20376827682654
2026-03-15,27.756699819104014
2026-03-16,49.16901110812711
2026-03-17,51.54815680690745
2026-03-18,49.16901110812711
2026-03-19,47.58291397560688
2026-03-20,47.58291397560688
2026-03-21,44.41071971056642
2026-03-22,29.342796951624244
2026-03-23,49.16901110812711
2026-03-24,48.375962541867
2026-03-25,46.78986540934677
2026-03-26,47.58291397560688
2026-03-27,46.78986540934677
2026-03-28,42.03157401178608
2026-03-29,30.135845517884356
2026-03-30,49.96205967438723
2026-03-31,47.58291397560688
2026-04-01,45.99681684308665
2026-04-02,45.20376827682654
2026-04-03,49.96205967438723
2026-04-04,38.85937974674562
2026-04-05,25.37755412032367
2026-04-06,53.13425393942768
2026-04-07,49.16901110812711
2026-04-08,45.99681684308665
2026-04-09,46.78986540934677
2026-04-10,49.16901110812711
2026-04-11,42.82462257804619
2026-04-12,28.54974838536413
2026-04-13,49.16901110812711
2026-04-14,49.16901110812711
2026-04-15,46.78986540934677
2026-04-16,44.41071971056642
2026-04-17,45.20376827682654
2026-04-18,36.480234047965276
2026-04-19,25.37755412032367
2026-04-20,46.78986540934677
2026-04-21,45.20376827682654
2026-04-22,42.82462257804619
2026-04-23,42.03157401178608
2026-04-24,42.82462257804619
2026-04-25,36.480234047965276
2026-04-26,25.37755412032367
2026-04-27,45.20376827682654
2026-04-28,42.82462257804619
2026-04-29,42.82462257804619
2026-04-30,42.03157401178608
2026-05-01,42.03157401178608
2026-05-02,36.480234047965276
2026-05-03,25.37755412032367
2026-05-04,45.20376827682654
2026-05-05,43.61767114430631
2026-05-06,42.03157401178608
2026-05-07,47.58291397560688
2026-05-08,46.78986540934677
2026-05-09,39.652428313005736
2026-05-10,23.79145698780344
2026-05-11,47.58291397560688
2026-05-12,45.20376827682654
2026-05-13,42.82462257804619
2026-05-14,43.61767114430631
2026-05-15,43.61767114430631
2026-05-16,39.652428313005736
2026-05-17,25.37755412032367
2026-05-18,46.78986540934677
2026-05-19,42.82462257804619
2026-05-20,41.238525445525966
2026-05-21,44.41071971056642
2026-05-22,45.20376827682654
2026-05-23,40.44547687926585
2026-05-24,24.584505554063554
2026-05-25,30.135845517884356
2026-05-26,49.96205967438723
2026-05-27,45.99681684308665
2026-05-28,46.78986540934677
2026-05-29,45.20376827682654
2026-05-30,42.03157401178608
2026-05-31,26.170602686583784
